,Head information value,Stage information value,Type information value,Weapon information value,Mutation information value,Shoes information value,Element information value,Size information value,Pose information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,7.559647648268205,0.009118644610923059,2.5613499434992058,1.0108620829389734,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,2.844624606982676,0,0,0.37939234336805916
1,7.380677507222886,0.009118644610923059,2.5613499434992058,1.0108620829389734,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,2.844624606982676,0,1,0.3749042504570368
2,3.096508888299748,0.009118644610923059,3.169925001442312,7.356830765268518,7.179043646053235,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,2,0.562689918883657
3,7.333371792444529,0.009118644610923059,4.221478912373632,1.0108620829389734,0.08406715047001025,6.068399582369243,6.454678088666663,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,3,0.6973915260301156
4,3.096508888299748,0.009118644610923059,3.0184414236819865,7.506208389306745,7.179043646053235,0.2166086259038385,5.068399582369243,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,4,0.7202709000248801
5,6.965640007944042,0.009118644610923059,3.3261184084332087,7.429587107703832,0.08406715047001025,0.2166086259038385,5.566468914124219,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,5,0.6576598253620403
6,6.287568102831404,0.009118644610923059,3.262428540552896,8.4802131807738,0.08406715047001025,0.2166086259038385,5.068399582369243,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,6,0.6529150687426185
7,6.442078051887029,0.009118644610923059,2.5613499434992058,6.895250680052644,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,7,0.4418281703672109
8,6.454678088666663,0.009118644610923059,2.5613499434992058,7.243173983472951,0.08406715047001025,0.2166086259038385,5.073248982030639,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,8,0.6086245352031137
9,6.965640007944042,0.009118644610923059,3.262428540552896,1.0108620829389734,0.08406715047001025,5.6655162833750286,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,9,0.4616181847583546
10,7.039640589387819,0.009118644610923059,2.5613499434992058,6.687655260644276,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,10,0.45160750365722163
11,6.404925053469563,0.009118644610923059,3.0184414236819865,6.983787354654301,0.08406715047001025,0.2166086259038385,5.073248982030639,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,11,0.612334771410303
12,6.200105261581065,0.009118644610923059,2.5613499434992058,7.137820983326722,0.08406715047001025,0.2166086259038385,5.878177166693702,0.0011547334610584466,0.0007216000955164882,2.625790005059417,0,12,0.6197840052359929
13,6.601067575648186,0.009118644610923059,3.9081897357601423,7.454678088666663,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,13,0.4936192904453555
14,5.828136484194107,0.009118644610923059,3.149296302659183,8.158285085886439,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,14,0.4728498079411393
15,6.601067575648186,0.009118644610923059,3.3261184084332087,1.0108620829389734,0.08406715047001025,0.2166086259038385,5.221478912373632,0.0011547334610584466,0.0007216000955164882,0.5675376563324313,0,15,0.42728595435638966
16,10.117643101389092,0.009118644610923059,3.149296302659183,1.0108620829389734,0.08406715047001025,0.2166086259038385,0.8407432620510966,0.0011547334610584466,0.0007216000955164882,2.844624606982676,0,16,0.45828415774401876
