,Back information value,Outfit information value,Eyes information value,Head information value,Mouth information value,Regiment information value,Background information value,Type information value,Branch information value,Glasses information value,Special information value,Earring information value,Mask information value,Marking information value,Trait count information value,Unique Trait count,Token Id,Rarity score
0,7.137965260044767,7.058893689053568,4.744680559294212,7.380821783940931,1.0694518807521454,6.643856189774724,5.461163892258535,0.36030476660041794,2.1366958406572016,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,0,0.462247044222701
1,5.448508591452505,6.658355759469839,6.573466861883326,7.861447624847352,3.8593522068451582,6.643856189774724,3.213570916796944,3.213570916796944,3.0576919438438153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,1,0.5112008142412713
2,5.717856771218502,6.828280760912152,5.461163892258535,8.965784284662087,4.122805452873761,6.643856189774724,3.189680296588923,3.189680296588923,3.0576919438438153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,2,0.518183209497111
3,8.0782590139205,7.587272661408357,4.604717795867766,8.287712379549449,4.710283551513701,6.643856189774724,3.213570916796944,3.213570916796944,4.120294233717711,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,3,0.5536115263251308
4,6.210896782498619,7.265344566520995,5.651087759005801,7.405069330187608,1.0694518807521454,6.643856189774724,3.4188898247744506,0.36030476660041794,3.119040261417219,6.733123527871812,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,2.0727861916070145,0,4,0.5395893206364022
5,7.454822365384707,7.454822365384707,5.0303245368567975,7.454822365384707,1.0694518807521454,6.643856189774724,3.595968860378175,0.36030476660041794,2.1366958406572016,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,5,0.4536912835703175
6,6.107803289534515,6.168771306825942,6.168771306825942,6.168771306825942,6.168771306825942,6.643856189774724,9.039784866105864,0.36030476660041794,3.0733932587486836,0.36587144247495923,9.039784866105864,0.012024339164626937,0.014353850282750517,0.000721527917459226,6.168771306825942,0,6,0.7069151082510887
7,8.965784284662087,7.643856189774724,6.0303245368567975,6.493296513199343,1.0694518807521454,6.643856189774724,7.6152870375779536,0.36030476660041794,4.120294233717711,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,7,0.5372387099620876
8,6.480357457491845,8.039784866105864,4.604717795867766,10.287712379549449,1.0694518807521454,6.643856189774724,4.327710447481368,0.36030476660041794,3.853084151912725,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,8,0.5018887676646372
9,7.673002535434241,7.930160374931366,5.461163892258535,8.587272661408358,1.0694518807521454,6.643856189774724,4.327710447481368,0.36030476660041794,3.853084151912725,6.392894616241506,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,2.0727861916070145,0,9,0.5873111430733983
10,6.333516069162574,7.454822365384707,4.313297789743922,6.088040034713085,5.55979192498625,6.643856189774724,3.595968860378175,0.36030476660041794,2.1366958406572016,7.1791879227712805,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,2.0727861916070145,0,10,0.5588904662310501
11,6.795859283219775,7.733123527871812,4.313297789743922,9.965784284662087,1.0694518807521454,6.643856189774724,3.4188898247744506,0.36030476660041794,3.119040261417219,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,11,0.47763443567127295
12,6.7027498788282935,6.748553568441418,5.680382065799839,9.587272661408358,2.971430847803229,6.643856189774724,2.4965494909944312,0.36030476660041794,2.0144995696951153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,12,0.47532478713442367
13,6.107803289534515,7.587272661408357,5.411195432984449,6.658355759469839,1.0694518807521454,6.643856189774724,4.549620119928959,0.36030476660041794,4.120294233717711,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,13,0.4677977491218038
14,5.194955238629597,5.748553568441418,5.411195432984449,7.020925838854548,1.0694518807521454,6.643856189774724,2.4965494909944312,0.36030476660041794,2.0144995696951153,6.55979192498625,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,2.0727861916070145,0,14,0.48177513231716024
15,5.448508591452505,6.658355759469839,5.411195432984449,6.265344566520995,1.0694518807521454,6.643856189774724,3.50635266602479,0.36030476660041794,3.0576919438438153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,15,0.4236885879840963
16,5.480357457491845,5.748553568441418,4.69152262340504,8.158429362604483,1.0694518807521454,6.643856189774724,2.4965494909944312,0.36030476660041794,2.0144995696951153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,16,0.4047207087187217
17,6.50635266602479,7.1791879227712805,4.744680559294212,5.811978948583052,4.490050853695689,6.643856189774724,3.99539074674741,0.36030476660041794,2.1366958406572016,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,17,0.46089438633602403
18,6.50635266602479,6.764150423492437,4.313297789743922,7.965784284662087,2.971430847803229,6.643856189774724,3.50635266602479,0.36030476660041794,3.0576919438438153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,18,0.4632764978207909
19,7.405069330187608,7.454822365384707,5.321928094887363,7.454822365384707,1.0694518807521454,6.643856189774724,3.4188898247744506,0.36030476660041794,3.119040261417219,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,19,0.4649920808730704
20,7.795859283219775,7.733123527871812,5.651087759005801,9.965784284662087,1.0694518807521454,6.643856189774724,3.4188898247744506,0.36030476660041794,3.119040261417219,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,20,0.5028645848624511
21,5.097887820669432,6.828280760912152,5.756330919033138,7.137965260044767,2.971430847803229,6.643856189774724,6.673002535434241,0.36030476660041794,2.0144995696951153,0.36587144247495923,0.02063311387821883,0.012024339164626937,0.014353850282750517,0.000721527917459226,0.4237197423786447,0,21,0.47832461305630347
