,Eyes,Mouth,Hat,Clothes,Skin,Background,Rarity score,Token Id
0,3.699060722253167,3.8701597270858166,3.4183779371294514,3.2025377604233483,3.3012459557050877,2.8571964781091066,20.348578580705976,0
1,0.6595025749452464,0.8333000700436429,1.0000724909316212,0.9325884006985307,1.0662179982296407,1.082257555782709,5.5739390906313915,1
2,0.6608986450986242,0.7485487946837016,0.6272427562729742,0.7138658886372092,1.3439111682072284,1.082257555782709,5.176724808682447,2
3,1.8343326719146125,0.9883493488438589,0.7556949001593211,0.9548225681371533,0.6545249212199861,1.0726472107852472,6.2603716210601785,3
4,0.6608986450986242,0.7485487946837016,0.5597131038692995,1.3400247046772795,1.1962834433950396,1.0783936199816018,5.583862311705547,4
5,1.0039785431503394,0.8498740246250424,1.0211786403949539,0.8999208998991326,0.6733249589960447,1.002120705880191,5.450397772945704,5
6,0.6830537897818395,0.7817765795512149,0.7556949001593211,0.9934238186940948,0.6756964548361837,0.795535441312623,4.685180984335277,6
7,1.3066953732257511,0.8333000700436429,1.310384968324899,0.9548225681371533,0.6545249212199861,1.0447755391953966,6.1045034401468286,7
8,1.098518770697492,0.9883493488438589,0.8363176073544812,0.7138658886372092,1.612762606860697,0.8846725633304031,6.134486785724142,8
9,0.6815645428773623,0.7485487946837016,0.6165645175861338,0.8208490644796473,0.6733249589960447,1.013109376706682,4.553961255329572,9
10,0.7252837861798112,0.9883493488438589,0.6272427562729742,0.985747385372176,1.3439111682072284,0.8899881366811486,5.560522581557198,10
11,0.7252837861798112,0.7817765795512149,1.5688091354072664,0.8208490644796473,0.6733249589960447,1.1131316452730227,5.683175169887007,11
12,2.0460644464632263,0.8649218174337271,1.302403801304483,0.9325884006985307,0.6545249212199861,1.082257555782709,6.882760942902662,12
13,0.6272187336268278,0.9093877322437259,1.9924500218681553,0.7138658886372092,0.6756964548361837,0.795535441312623,5.714154272524725,13
14,0.7252837861798112,0.9912242382867351,0.9605166783667213,0.8999208998991326,0.6545249212199861,1.0726472107852472,5.304117734737633,14
