,Head,Mouth,Eyes,Skin,Species,Background,Weapon,Clothing,Fur,Rarity score,Token Id
0,1.2060648320003464,0.6824512607229706,0.85166591683403,1.3940719414902825,0.9721952167995332,0.9693320236991746,0.13037653389196072,0.1785013863338329,0.25328016112859986,6.637939272900731,0
1,0.8237022863906132,1.429563316327557,1.9635815238894945,0.24630290646746558,1.029442042413012,0.9595189530333569,1.732652634018658,1.2373634860890583,1.487416361895807,10.909543510525024,1
2,0.9407191128956354,0.6824512607229706,0.7511700281126718,2.3638500939047167,0.9721952167995332,0.9595189530333569,0.13037653389196072,1.4926698675020726,0.25328016112859986,8.546231227991518,2
3,1.8153922702559104,0.6824512607229706,0.8249335643773714,2.3638500939047167,0.9721952167995332,0.9617664392801147,1.647136963550209,0.9270928745048285,0.25328016112859986,10.448098844524255,3
4,1.0642129624827117,0.7063334200132626,0.875109616977063,1.3886326018712767,0.9721952167995332,0.9777881523739127,0.13037653389196072,0.1785013863338329,0.25328016112859986,6.546430051872154,4
5,0.6732398516158925,0.6824512607229706,0.9149266406063604,1.650375799387193,0.9721952167995332,0.9426189147699545,1.6821804322567477,1.4336500467939468,0.25328016112859986,9.204918324081198,5
6,0.8237022863906132,0.7354470773142479,0.7606164897931719,0.24630290646746558,1.029442042413012,0.9491632240815217,3.939938765342521,0.7451322776232424,1.5090225994181914,10.738767668843986,6
7,0.6825685917939154,0.6824512607229706,0.7511700281126718,1.5115555216379124,0.9721952167995332,0.9777881523739127,3.105172268427758,0.8275623215839694,0.25328016112859986,9.763743522581244,7
8,0.9433677015699791,1.7890987597563917,0.8945661208298373,0.24630290646746558,1.029442042413012,0.9426189147699545,0.13037653389196072,1.6759498749733026,1.5003001267218325,9.152022981393737,8
9,0.7335156068525881,1.0378728150437906,0.875109616977063,1.3940719414902825,0.9721952167995332,0.9426189147699545,2.7590385027641755,1.0441856434298498,0.25328016112859986,10.011888419255838,9
10,0.19820686230409468,0.687503739285096,0.875109616977063,1.3940719414902825,0.9721952167995332,0.9602669880705782,0.13037653389196072,1.6367386425216826,0.25328016112859986,7.10774970246889,10
11,1.0961765023259278,1.0426667438732733,0.8945661208298373,0.24630290646746558,1.029442042413012,0.9390205540669347,2.2740917091962958,0.1785013863338329,1.5450265038862048,9.245794469392784,11
