,Skin Tone,Outfit,Nose,Mouth,Hand,Hair Front,Hair Color,Hair Back,Eyes,Eyebrows,Eye Color,Clip Accessory,Background,Weapon,Head Accessory,Face Accessory,Appendage,Skin Marking,Ears,Legendary,Rarity score,Token Id
9005,Tan,Country Dress,Base,Slightly Open,None,Curtain Bangs,Scarlet,Spiky Long,Upturned Wink,Neutral,Gray,Strawberry,Green,None,Pointed Bow,Thin Rectangle Glasses,None,None,None,None,28.59402041706442,9005
9006,Bright,Turquoise Night Dress,Base,Pocky,None,Ear Tuck,Scarlet,Spiky Long,Hooded,Neutral,Gray,Red Hair Clip,Yellow Blue,None,None,None,None,None,None,None,18.255677071493114,9006
9007,Warm,Blue Kunoichi,Base,Laugh,None,Messy Layered,Wine Red,Round Bob,Pointy,Neutral,Lilac,Daisy,Gray Yellow,None,None,None,None,None,None,None,16.150629748582443,9007
9008,Neutral,Novice Adventurer,Base,Hair Band,None,Messy Fringe,Chestnut,Pig Tails,Pointy,Neutral,Green,Double Silver Hair Clip,Orange Yellow,None,Green Crystal Horns,None,None,None,None,None,13.345077006963429,9008
9009,Tan,Seitokai,Base,Laugh,None,Messy Fringe,Rose,Round Bob,Down Turned,Neutral,Gray,Lilac Bow-Tie,Green Yellow,None,Onion Horns,None,Succubus Tail,None,None,None,35.07771159848217,9009
9010,Neutral,Overalls,Base,Neutral,None,Curl,Ash,Straight Medium,Hooded,Neutral,Blue,None,Yellow,None,Black Beret,Circle Glasses,None,None,None,None,12.890382434004497,9010
9011,Neutral,Novice Adventurer,Base,Neutral,Phone,Short Parted,Ginger,Spiky Long,Pointy,Neutral,Lilac,None,Gray Purple,None,None,None,None,None,None,None,14.503034561502599,9011
9012,Bright,Bell Jacket,Base,Hair Band,None,Oujo Curls,Lime,Wavy Short,Upturned,Neutral,Lilac,None,Gray Yellow,None,Little Black Gold Hat,Pilot Sunglasses,None,None,None,None,22.55406904704986,9012
9013,Tan,Sweater Vest,Base,Smile,None,Straight Parted,Raven,Spiky Long,Upturned Wink,Neutral,Lilac,None,Blue Yellow,None,Pink Crystal Horns,Pilot Sunglasses,Cat Tail,Grey Cat Stripes,None,None,48.63978492729214,9013
9014,Neutral,Barmaid,Base,Eyetooth,None,Parted Fringe,Azure,Spiky Long,Hooded,Neutral,Gray,None,Blue Red,None,White Witch Hat,None,None,None,None,None,6.0800336568738045,9014
9015,Neutral,Kumo T-Shirt,Base,Cat,None,Puff,Raven,Wavy Long,Almond,Neutral,Red,None,Blue Yellow,None,None,None,None,Left Eye Scar,None,None,14.732597944018929,9015
9016,Neutral,Overalls,Base,Fang,None,Assymetrical,Raven,Spiky Long,Upturned Wink,Neutral,Blue,None,Blue Yellow,None,Mini Top Hat,Red Rectangle Glasses,None,None,None,None,12.809388342288008,9016
9017,Neutral,Seitokai,Base,Grin,None,Straight Parted,Honey,Medium with Ribbon,Round,Neutral,Brown,None,Green Yellow,None,None,Red Rectangle Glasses,None,None,None,None,8.473088001259947,9017
9018,Dark,Hoodie Jacket,Base,Shouting,None,Feathered Fringe,Caramel,Straight Medium,Hooded,Neutral,Brown,None,Yellow Blue,Red Gold Katana,None,None,None,None,None,None,21.250048355416542,9018
9019,Tan,Hoodie Jacket,Base,Open,None,Peek-A-Bang,Sky Blue,High Wavy Twintails,Almond,Neutral,Green,None,Yellow Blue,None,White Bunny Headband,None,None,None,None,None,13.191980821912717,9019
9020,Neutral,Cadet Uniform,Base,Grin,Phone,Comb Over,Ginger,Flared Short,Round,Neutral,Black,None,Green,None,White Witch Hat,None,None,None,None,None,19.401699743146754,9020
9021,Dark,Red Hoodie,Base,Shouting,None,Curl,Rose,Messy Bob,Hooded,Neutral,Gray,None,Yellow,None,Black Beret,Thin Rectangle Glasses,None,None,None,None,21.016124673985228,9021
9022,Neutral,Cabernet,Base,Slightly Open,None,Layered Long,Black Turquoise,Large Twin Braids,Pointy,Neutral,Lilac,Lilac Bow-Tie,Orange Yellow,None,Red Mech Cat Ears,None,Bat Wings,None,None,None,27.95783007790699,9022
9023,Dark,Goddess,Base,Smile,None,Arched Parted Bangs,Sky Blue,Wide Wavy Long,Almond,Neutral,Purple,Three Stars,Dark Violet Stars,None,Mini Crown,Butterflies,Angel Wings,None,None,None,45.18099479612406,9023
9024,Warm,Viper Jacket,Base,Neutral,None,Straight Parted,Raven,Pig Tails,Pointy,Neutral,Red,Red Hair Clip,Blue Red,Long Sword,None,Silver Bottom Frame,None,Gray Lotus,None,None,50.199762438720484,9024
9025,Dark,Hoodie Jacket,Base,Happy,None,Straight Parted,Midnight Blue,Round Bob,Almond,Neutral,Lilac,None,Dark Blue,None,Ruffles,None,None,None,None,None,14.785421233232787,9025
9026,Neutral,Cabernet,Base,Wide Open,None,Curl,Strawberry,Straight with Ribbon,Pointy,Neutral,Black,Black Diamond Stars,Gray Yellow,None,None,None,Bat Wings,None,None,None,21.362541822583513,9026
9027,Warm,White Cutout Top,Base,Shouting,None,Parted Fringe,Sky Blue,High Wavy Twintails,Upturned Wink,Neutral,Brown,None,Yellow,None,None,None,None,None,None,None,6.794108547949327,9027
9028,Dark,Lilac Rhapsody,Base,Grin,None,Short Messy,Emerald,Straight Medium,Down Turned,Neutral,Green,None,Yellow Blue,None,Peaked Cap,Red Rectangle Glasses,None,None,None,None,21.233647030368193,9028
9029,Neutral,Turquoise Hoodie,Base,Cat,None,Curtain Bangs,Gray,Flared Short,Almond,Neutral,Purple,Strawberry,Blue,None,White Bunny Headband,None,None,Left Eye Scar,None,None,27.623261686410107,9029
9030,Neutral,Seitokai,Base,Neutral,None,Puff,Emerald,Low Wavy Twintails,Almond,Neutral,Red,None,Orange Yellow,Axe,None,None,None,None,None,None,13.802384728257971,9030
9031,Dark,Cabernet,Base,Ohh,None,Straight Parted,Ginger,Straight Medium,Down Turned,Neutral,Blue,Black X,Orange Yellow,None,None,Evil Eye,None,None,None,None,24.786337598599502,9031
9032,Tan,Cadet Uniform,Base,Open,None,Oujo Curls,Light Blonde,Wavy Long,Upturned Wink,Neutral,Blue,None,Purple,None,None,Red Rectangle Glasses,None,None,None,None,15.433425802686715,9032
9033,Neutral,White Hoodie,Base,Laugh,None,Short Parted,Sky Blue,Round Bob,Upturned Wink,Neutral,Red,None,Yellow,None,Bull Horns,Red Rectangle Glasses,None,None,None,None,13.396032027211685,9033
9034,Neutral,Hoodie Jacket,Base,Speaking,None,Oujo Curls,Sky Blue,Short,Pointy,Neutral,Gray,None,Gray Yellow,None,Demon Horns,Circle Glasses,None,None,None,None,12.657827635627442,9034
9035,Neutral,Vermillion Vest,Base,Happy,Wave,Curtain Bangs,Electric Blue,High Wavy Twintails,Hooded,Neutral,Green,Red X,Green,None,Broken Horns,None,None,None,None,None,27.654707180758038,9035
9036,Neutral,Teal Pullover,Base,Speaking,None,Short Braid,Ginger,Straight with Ribbon,Hooded,Neutral,Brown,Three Stars,Yellow Purple,None,None,None,None,None,None,None,8.809225951292483,9036
9037,Neutral,Novice Adventurer,Base,Smile,None,Oujo Curls,Caramel,Straight Long,Pointy,Neutral,Green,Daisy,Green Yellow,Long Sword,None,None,None,None,None,None,21.122561147828037,9037
9038,Neutral,Feudal Maiden,Base,Eyetooth,None,Ear Tuck,Emerald,Wide Pig Tails,Upturned,Neutral,Lilac,None,Gray Yellow,None,Blue Crystal Horns,Thin Rectangle Glasses,None,None,None,None,13.958707873672694,9038
9039,Neutral,Overalls,Base,Smile,None,Messy Layered,Caramel,Flared Short,Upturned,Neutral,Brown,None,Yellow Purple,None,Top Hat,None,None,None,None,None,5.269774003694183,9039
9040,Neutral,Blue White Stripe Swimsuit,Base,Hair Band,None,Messy Layered,Midnight Blue,Voluminous Medium,Round,Neutral,Black,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,0.9872747476186805,9040
9041,Warm,Yellow Pullover,Base,Laugh,None,Short Braid,Emerald,Large Twin Braids,Round,Neutral,Purple,None,Green Yellow,None,None,None,None,None,None,None,8.521149457006372,9041
9042,Neutral,Turquoise Hoodie,Base,Neutral,None,Peek-A-Bang,Azure,Short Bob,Upturned Wink,Neutral,Red,Black Diamond Stars,Purple,None,None,None,Cat Tail,None,None,None,22.205721057063815,9042
9043,Tan,Cross Crop Top,Base,Slightly Open,None,Short Messy,Honey,Short,Hooded,Neutral,Gray,Daisy,Blue,None,Onion Horns,Silver Bottom Frame,None,None,None,None,29.180614865577493,9043
9044,Dark,Blue Pullover,Base,Fang,None,Short Braid,Chestnut,Wavy Short,Round,Neutral,Black,None,Gray Purple,None,Blue Cap,Pilot Sunglasses,None,None,None,None,21.778365346330983,9044
9045,Tan,Cabernet,Base,Neutral,Wave,Short Braid,Chestnut,Straight Long,Upturned,Neutral,Lilac,Lilac Bow-Tie,Green Yellow,None,Owl Ears,None,None,None,None,None,35.6267750522355,9045
9046,Bright,Apron,Base,Cat,None,Straight Parted,Dirty Blonde,Straight Medium,Hooded,Neutral,Green,Black X,Orange Yellow,None,Onion Horns,Circle Glasses,None,None,None,None,29.528715186787057,9046
9047,Tan,Ying Yang Dress,Base,Ohh,None,Oujo Curls,Gray,High Messy Twintails,Almond,Neutral,Gray,None,Blue,None,None,None,None,None,None,None,7.970469149544439,9047
9048,Neutral,Blue Rhapsody,Base,Neutral,None,Short Braid,Midnight Blue,Wide Wavy Long,Down Turned,Neutral,Green,None,Purple,None,Little Black Gold Hat,Silver Bottom Frame,None,None,None,None,13.660101209959974,9048
9049,Warm,Striped Jacket,Base,Shouting,None,Short Messy,Honey,Flared Short,Round,Neutral,Red,None,Gray Yellow,None,Black Beret,None,None,None,None,None,13.511584613053978,9049
9050,Dark,Blue Lotus Dress,Base,Wide Open,None,Messy Layered,Emerald,Straight Medium,Almond,Neutral,Blue,Double Silver Hair Clip,Yellow,None,None,Circle Glasses,None,None,Elf,None,36.609169150060445,9050
9051,Neutral,Innocence,Base,Cat,None,Short Parted,Black Turquoise,Round Bob,Upturned,Neutral,Lilac,Double Silver Hair Clip,Gray Purple,None,None,Silk Eye Patch,None,None,None,None,17.181377214940245,9051
9052,Neutral,Vermillion Vest,Base,Speaking,None,Comb Over,Electric Blue,Flared Short,Upturned Wink,Neutral,Black,Black Diamond Stars,Blue Yellow,None,None,Tactical Eye Patch,None,None,None,None,16.37418854473473,9052
9053,Neutral,Red Hoodie,Base,Speaking,None,Round,Strawberry,Pig Tails,Down Turned,Neutral,Brown,None,Green Yellow,None,Wagie Cap,None,None,None,None,None,5.982474776780741,9053
9054,Tan,Blue Lotus Dress,Base,Neutral,None,Short Messy,Violet,Round Bob,Upturned Wink,Neutral,Gray,None,Gray Yellow,None,Little Black Gold Hat,Thin Rectangle Glasses,None,None,None,None,20.38603094787252,9054
9055,Neutral,Blue Half Sleeve,Base,Speaking,None,Straight Parted,Strawberry,Straight Long,Round,Neutral,Black,Lilac Bow-Tie,Purple,None,None,None,None,None,None,None,9.314871479899132,9055
9056,Neutral,Turquoise Hoodie,Base,Smile,None,Messy Layered,Strawberry,Spiky Long,Pointy,Neutral,Purple,None,Blue Red,None,Wagie Cap,None,None,None,None,None,6.498695196636353,9056
9057,Neutral,Ironguard,Base,Speaking,None,Curl,Light Blonde,Straight with Ribbon,Pointy,Neutral,Black,None,Blue Yellow,None,Dragon,None,Cat Tail,Grey Cat Stripes,None,None,32.186672238274575,9057
9058,Neutral,Dark Bare Shoulder School Uniform,Base,Happy,None,Choppy Hime,Raven,Wide Wavy Long,Upturned,Neutral,Black,None,Green Yellow,None,None,None,None,None,None,None,0.4456446607751525,9058
9059,Neutral,Egirl,Base,Laugh,None,Messy Fringe,Gray,Voluminous Medium,Upturned Wink,Neutral,Gray,None,Blue Yellow,None,None,None,Succubus Tail,None,None,None,13.611801827071925,9059
9060,Neutral,Bell Jacket,Base,Slightly Open,None,Feathered Fringe,Emerald,Straight with Ribbon,Hooded,Neutral,Green,None,Green,None,None,None,None,None,None,None,1.0953451939740413,9060
9061,Neutral,Blue Rhapsody,Base,Fang,None,Peek-A-Bang,Gray,Straight Medium,Upturned,Neutral,Lilac,Three Stars,Blue Yellow,None,Owl Ears,None,None,None,None,None,14.333811887555717,9061
9062,Neutral,Royal,Base,Happy,None,Messy Layered,Emerald,Flared Short,Hooded,Neutral,Brown,None,Blue Orange Lilac Green,None,Pink Crystal Horns,Evil Eye,None,None,None,None,14.339743258389582,9062
9063,Neutral,White Wave Qipao,Base,Slightly Open,None,Comb Over,Violet,Round Bob,Upturned Wink,Neutral,Brown,None,Orange Yellow,None,Black Chinese Hat,None,None,None,None,None,5.47084505171181,9063
9064,Neutral,Black Muse,Base,Grin,None,Messy Layered,Gray,Medium with Ribbon,Upturned Wink,Neutral,Green,None,Purple,None,Red Mini Horn,None,Pipes,None,Elf,None,32.720708951497954,9064
9065,Dark,Red Rhapsody,Base,Ohh,None,Puff,Caramel,Straight Medium,Round,Neutral,Yellow,Big Star,Green Yellow,None,None,None,None,None,None,None,18.117580313184245,9065
9066,Warm,White Cutout Top,Base,Slightly Open,Phone,Arched Parted Bangs,Honey,Voluminous Medium,Pointy,Neutral,Black,Lilac Bow-Tie,Gray Purple,None,Pointed Bow,Thin Rectangle Glasses,None,None,None,None,41.19513781096357,9066
9067,Neutral,Businesswoman,Base,Hair Band,None,Feathered Fringe,Dirty Blonde,Messy Long,Almond,Neutral,Red,None,Blue,None,Mini Top Hat,Evil Eye,None,None,None,None,14.456784344504037,9067
9068,Dark,Red Hoodie,Base,Fang,None,Arched Parted Bangs,Electric Blue,Low Wavy Twintails,Almond,Neutral,Brown,Strawberry,Blue Yellow,None,Owl Ears,None,None,None,Elf,None,34.56912763138093,9068
9069,Bright,Ying Yang Dress,Base,Slightly Open,Wave,Parted Fringe,Ash,Wide Wavy Long,Hooded,Neutral,Brown,Big Star,Yellow,Obsidian Staff,Bunny Ears,Circle Glasses,Bat Wings,Left Eye Scar,None,None,82.82691350430362,9069
9070,Neutral,Blue Rhapsody,Base,Hay,None,Bedhead,Raven,Messy Bob,Pointy,Neutral,Gray,None,Gray Purple,None,None,None,None,None,None,None,1.1734140669162956,9070
9071,Warm,Royal Knight Armor,Base,Slightly Open,None,Layered Long,Bubblegum,Voluminous Medium,Almond,Neutral,Gray,Pearly Star,Orange Yellow,None,Bunny Ears,Tactical Eye Patch,Bat Wings,None,None,None,42.086245066121194,9071
9072,Dark,Seitokai,Base,Eyetooth,None,Ear Tuck,Emerald,Round Bob,Round,Neutral,Green,Red Gem,Gray Purple,None,Bull Horns,Circle Glasses,None,None,None,None,29.12364578755594,9072
9073,Dark,White Cutout Top,Base,Speaking,None,Layered Long,Dirty Blonde,Wide Long,Down Turned,Neutral,Brown,None,Blue Orange Lilac Green,None,Blue Cap,None,None,None,None,None,13.447014501969075,9073
9074,Dark,Blue Space Monk Outfit,Base,Shouting,None,Short Parted,Black Turquoise,Round Bob,Almond,Neutral,Blue,None,Blue Red,None,Red Beret,None,None,Beauty Mark Kin,None,None,26.501039807529423,9074
9075,Neutral,Sweater Vest,Base,Slightly Open,None,Curl,Rose,Wide Wavy Long,Upturned,Neutral,Green,Double Silver Hair Clip,Blue Yellow,None,Newsboy Cap,None,None,None,None,None,13.262555071504073,9075
9076,Warm,Dark Bare Shoulder School Uniform,Base,Laugh,Phone,Bedhead,Scarlet,Short Bob,Upturned Wink,Neutral,Gray,Red Hair Clip,Purple,None,None,None,None,None,None,None,28.851754505795334,9076
9077,Warm,Novice Adventurer,Base,Ohh,Wave,Arched Parted Bangs,Lime,Low Wavy Twintails,Down Turned,Neutral,Black,None,Dark Blue,None,Dragon,None,None,None,None,None,27.06363250251857,9077
9078,Neutral,Blue Hoodie,Base,Fang,None,Arched Parted Bangs,Black Turquoise,Straight Medium,Hooded,Neutral,Blue,Black X,Blue Orange Lilac Green,None,None,Evil Eye,Succubus Tail,Gray Lotus,None,None,43.77962916113675,9078
9079,Dark,Cross Crop Top,Base,Shouting,None,Round,Dirty Blonde,Wide Pig Tails,Down Turned,Neutral,Gray,None,Blue Orange Lilac Green,None,Broken Horns,Pixel Glasses,None,None,None,None,21.692766590937833,9079
9080,Bright,Red Hoodie,Base,Speaking,None,Layered Long,Honey,High Messy Twintails,Round,Neutral,Gray,None,Blue Yellow,None,Long Cat Ears,None,None,None,Elf,None,27.95926935867637,9080
9081,Neutral,Blue Rhapsody,Base,Laugh,None,Layered Long,Ginger,Wide Long,Down Turned,Neutral,Gray,None,Blue Orange Lilac Green,None,None,Bandage,Bat Wings,None,None,None,22.075159292760034,9081
9082,Neutral,Red Hoodie,Base,Open,None,Short Braid,Bubblegum,Straight Long,Upturned Wink,Neutral,Lilac,None,Yellow Blue,None,Pointed Bow,None,None,None,None,None,6.107061073651611,9082
9083,Neutral,Seitokai,Base,Smile,None,Ear Tuck,Gray,Wavy Long,Hooded,Neutral,Green,Red Hair Clip,Blue,None,None,None,None,None,None,None,9.185854505336254,9083
9084,Neutral,Turquoise Disciple Outfit,Base,Eyetooth,None,Round,Ash,Messy Bob,Round,Neutral,Gray,Daisy,Blue Red,None,Wings,None,Bat Wings,Beauty Mark Kin,None,None,40.797490241982466,9084
9085,Neutral,Frock Coat,Base,Speaking,None,Straight Parted,Gray,Flared Short,Upturned Wink,Neutral,Red,Red Gem,Yellow Purple,None,Bull Horns,None,Bat Wings,Beauty Mark Left Cheek,None,None,40.763019559963084,9085
9086,Neutral,Cabernet,Base,Hay,None,Comb Over,Orange,High Wavy Twintails,Upturned,Neutral,Lilac,Black X,Gray Yellow,None,Long Cat Ears,None,None,None,None,None,15.294064188963516,9086
9087,Neutral,Red Axolotl T-Shirt,Base,Neutral,None,Peek-A-Bang,Scarlet,Low Wavy Twintails,Upturned,Neutral,Green,Double Silver Hair Clip,Orange Yellow,None,Pink Bunny Headband,None,Cat Tail,None,None,None,26.376558133666844,9087
9088,Neutral,Innocence,Base,Fang,None,Peek-A-Bang,Rose,Spiky Long,Pointy,Neutral,Purple,None,Blue Red,None,Little Black Gold Hat,Red Rectangle Glasses,None,None,None,None,13.66011652212318,9088
9089,Neutral,Striped Jacket,Base,Wide Open,None,Hime,Violet,Straight Long,Almond,Neutral,Purple,None,Purple,None,Mini Top Hat,None,None,None,None,None,6.230078097555951,9089
9090,Neutral,Cadet Uniform,Base,Shouting,None,Short Braid,Rose,Straight Medium,Down Turned,Neutral,Green,None,Gray Yellow,None,Little Black Gold Hat,Eye Patch,None,None,None,None,13.619540973345865,9090
9091,Neutral,Barmaid,Base,Hair Band,None,Messy Fringe,Light Blonde,Wide Pig Tails,Almond,Neutral,Blue,Pearly Star,Green,None,Big Side Horns,Tactical Eye Patch,None,Black Cat Stripes,None,None,35.1617637591911,9091
9092,Warm,Ladybug Shirt,Base,Shouting,None,Choppy Hime,Electric Blue,Flared Short,Pointy,Neutral,Red,Daisy,Blue Yellow,None,Black Bunny Headband,None,None,None,None,None,21.058306994150318,9092
9093,Neutral,Purple Kunoichi,Base,Smile,None,Messy Fringe,Caramel,Spiky Long,Upturned,Neutral,Brown,None,Blue Orange Lilac Green,None,Blue Mini Horn,Red Rectangle Glasses,None,None,None,None,13.109451839486036,9093
9094,Tan,Blue Silver Lines Dress,Base,Smile,Wave,Feathered Fringe,Light Blonde,Messy Long,Almond,Neutral,Gray,None,Orange Yellow,None,None,None,None,None,None,None,21.641560162655004,9094
9095,Neutral,Barmaid,Base,Wide Open,None,Curtain Bangs,Raven,Medium with Ribbon,Almond,Neutral,Green,None,Yellow Purple,None,Mini Crown,None,None,None,None,None,5.587878190384274,9095
9096,Neutral,Blue Lotus Dress,Base,Fang,Wave,Curl,Dirty Blonde,Wide Long,Down Turned,Neutral,Gray,Three Stars,Blue Orange Lilac Green,Axe,None,Red Rectangle Glasses,None,None,None,None,42.677026669926946,9096
9097,Neutral,Magical Heart,Base,Eyetooth,None,Arched Parted Bangs,Emerald,Messy Long,Hooded,Neutral,Green,Gold Flower,Green,None,None,None,None,None,None,None,9.035821626309529,9097
9098,Neutral,Half Translucent Black Top,Base,Laugh,None,Arched Parted Bangs,Black Turquoise,Wide Pig Tails,Pointy,Neutral,Gray,None,Gray Purple,None,White Bunny Headband,None,None,None,None,None,5.344827140770478,9098
9099,Neutral,Blue White Stripe Swimsuit,Base,Shouting,None,Arched Parted Bangs,Black Turquoise,Short Bob,Upturned,Neutral,Gray,Red X,Yellow Blue,None,None,Nose Piercing,None,None,None,None,16.81827520230586,9099
9100,Warm,Barmaid,Base,Shouting,None,Parted Fringe,Electric Blue,Wide Wavy Long,Hooded,Neutral,Black,None,Purple,None,Black Witch Hat,Nose Piercing,None,None,None,None,20.819676001120648,9100
9101,Tan,White Cutout Top,Base,Laugh,None,Short Messy,Azure,Round Bob,Upturned Wink,Neutral,Green,None,Blue Orange Lilac Green,None,None,Pixel Glasses,None,None,None,None,16.143066713020637,9101
9102,Neutral,Teal Pullover,Base,Fang,Phone,Oujo Curls,Bubblegum,Wide Long,Hooded,Neutral,Yellow,Black X,Yellow,None,None,None,None,Black Cat Stripes,None,None,36.988597621503644,9102
9103,Neutral,Blue Hoodie,Base,Grin,None,Curtain Bangs,Dirty Blonde,Straight with Ribbon,Hooded,Neutral,Blue,None,Blue Yellow,None,Demon Horns,Circle Glasses,None,None,None,None,13.212957239089516,9103
9104,Neutral,Blue Mech Suit,Base,Laugh,None,Comb Over,Lime,Straight with Ribbon,Hooded,Neutral,Green,Red Hair Clip,Yellow,None,Pointed Bow,Silver Bottom Frame,None,None,None,None,22.00645913015587,9104
9105,Neutral,Red Axolotl T-Shirt,Base,Pocky,None,Short Parted,Chestnut,Large Twin Braids,Pointy,Neutral,Green,None,Green Yellow,None,None,Eye Patch,None,None,None,None,8.720741457023294,9105
9106,Neutral,Half Translucent Black Top,Base,Laugh,None,Arched Parted Bangs,Emerald,Wide Pig Tails,Pointy,Neutral,Lilac,None,Purple,None,None,None,None,None,None,None,1.0818843979992778,9106
9107,Dark,Turquoise Disciple Outfit,Base,Laugh,Phone,Puff,Light Blonde,Medium with Ribbon,Upturned Wink,Neutral,Lilac,None,Green Yellow,None,None,Eye Patch,None,None,None,None,29.885371064312917,9107
9108,Neutral,Nurse,Base,Blackcurrent Jam Toast,None,Wavy Parted,Ginger,Wide Pig Tails,Upturned Wink,Neutral,Gray,None,Blue Red,None,None,None,None,None,None,None,1.2109097942219669,9108
9109,Warm,Ironguard,Base,Grin,None,Peek-A-Bang,Caramel,Wavy Long,Hooded,Neutral,Yellow,None,Blue Red,None,Mini Crown,None,None,None,None,None,14.162743608280978,9109
9110,Neutral,Magic Apprentice,Base,Smile,Peace,Parted Fringe,Light Blonde,Straight Medium,Almond,Neutral,Black,None,Yellow,None,Peaked Cap,None,Dragon Wings,None,Elf,None,45.78796033185419,9110
9111,Bright,White Cutout Top,Base,Shouting,Peace,Arched Parted Bangs,Midnight Blue,Straight with Ribbon,Upturned Wink,Neutral,Gray,None,Yellow,None,Newsboy Cap,None,None,None,None,None,26.768085400379583,9111
9112,Neutral,Hoodie Jacket,Base,Wide Open,None,Assymetrical,Midnight Blue,Low Wavy Twintails,Pointy,Neutral,Brown,None,Orange Yellow,None,Newsboy Cap,None,None,None,None,None,5.289301395870662,9112
9113,Dark,White Blouse,Base,Smile,None,Layered Long,Ash,Messy Long,Upturned,Neutral,Brown,Red Hair Clip,Yellow Blue,Blue Silver Katana,None,Silver Bottom Frame,None,Beauty Mark Left Cheek,None,None,50.120277103845766,9113
9114,Tan,Dark Bare Shoulder School Uniform,Base,Fang,None,Parted Fringe,Lime,Messy Bob,Almond,Neutral,Brown,None,Dark Blue,None,Goldfish,None,None,None,None,None,14.12075355611608,9114
9115,Neutral,White Cutout Top,Base,Ohh,Wave,Hime,Caramel,Medium with Ribbon,Almond,Neutral,Red,None,Gray Purple,None,None,Red Rectangle Glasses,None,None,None,None,22.238687179608316,9115
9116,Neutral,Sweater Vest,Base,Cat,None,Parted Fringe,Lime,Messy Bob,Almond,Neutral,Brown,None,Yellow,None,None,None,None,None,None,None,0.0810184131196155,9116
9117,Tan,Turquoise Disciple Outfit,Base,Eyetooth,None,Bedhead,Azure,Low Wavy Twintails,Round,Neutral,Black,Angry Vein,Gray Purple,None,None,Rose,None,Beauty Mark Left Cheek,None,None,38.72594559458219,9117
9118,Neutral,White Tank Top,Base,Eyetooth,None,Ear Tuck,Raven,Wide Wavy Long,Almond,Neutral,Lilac,Double Silver Hair Clip,Yellow,None,White Bunny Headband,None,None,None,None,None,13.981246482500525,9118
9119,Bright,Businesswoman,Base,Grin,None,Assymetrical,Sky Blue,Messy Long,Almond,Neutral,Blue,None,Green,Blue Silver Katana,None,Pixel Glasses,None,None,None,None,29.596028180061186,9119
9120,Neutral,Red Axolotl T-Shirt,Base,Laugh,None,Arched Parted Bangs,Sky Blue,Straight Medium,Pointy,Neutral,Green,Red X,Blue,None,Red Beret,Circle Glasses,None,None,None,None,20.621695441746382,9120
9121,Neutral,Blue Lotus Dress,Base,Happy,None,Ear Tuck,Sky Blue,Straight Medium,Hooded,Neutral,Green,None,Blue Orange Lilac Green,None,White Bunny Headband,Circle Glasses,None,None,None,None,13.27297147152276,9121
9122,Neutral,Priestess,Base,Happy,None,Short Parted,Dirty Blonde,Straight Long,Upturned,Neutral,Brown,Three Stars,Yellow Blue,None,None,None,None,None,None,None,8.369569975074507,9122
9123,Neutral,Viper Translucent,Base,Open,None,Hime,Scarlet,High Wavy Twintails,Hooded,Neutral,Lilac,Black X,Yellow Purple,Red Gold Katana,Bunny Ears,None,None,None,None,None,27.992372204695,9123
9124,Neutral,Purple Space Monk Outfit,Base,Hair Band,None,Short Messy,Rose,Medium with Ribbon,Round,Neutral,Yellow,None,Yellow Purple,Axe,Black Beret,None,None,None,None,None,19.919404914963422,9124
9125,Neutral,Maiden,Base,Fang,None,Short Braid,Bubblegum,Voluminous Medium,Down Turned,Neutral,Purple,None,Yellow Purple,None,Pink Crystal Horns,None,None,Grey Cat Stripes,None,None,20.078396144891045,9125
9126,Neutral,White Blouse,Base,Wide Open,None,Short Messy,Honey,Flared Short,Upturned Wink,Neutral,Lilac,None,Gray Yellow,Red Silver Katana,Straw Hat,None,None,None,None,None,18.975696389969023,9126
9127,Neutral,Feudal Maiden,Base,Eyetooth,None,Curl,Wine Red,High Wavy Twintails,Pointy,Neutral,Brown,None,Gray Yellow,None,Broken Horns,Bandage,None,None,None,None,13.2550280481393,9127
9128,Neutral,Frock Coat,Base,Shouting,None,Curl,Bubblegum,Wide Pig Tails,Hooded,Neutral,Black,None,Yellow Blue,None,Ruffles,Circle Glasses,None,None,None,None,13.263947976413426,9128
9129,Tan,Ying Yang Dress,Base,Neutral,None,Oujo Curls,Electric Blue,Messy Long,Round,Neutral,Yellow,None,Gray Yellow,None,Bat Horns,None,None,None,None,None,14.779440341484252,9129
9130,Neutral,Purple Space Monk Outfit,Base,Eyetooth,None,Curtain Bangs,Emerald,Wide Pig Tails,Pointy,Neutral,Brown,None,Gray Purple,None,None,None,None,None,None,None,0.38714730586427754,9130
9131,Warm,White Hoodie,Base,Open,None,Hime,Wine Red,Medium with Ribbon,Almond,Neutral,Lilac,Lilac Bow-Tie,Green Yellow,None,Owl Ears,None,None,None,None,None,21.434843087002346,9131
9132,Dark,Overalls,Base,Hair Band,None,Short Messy,Black Turquoise,High Wavy Twintails,Upturned Wink,Neutral,Brown,None,Yellow Purple,None,Owl Ears,Circle Glasses,None,None,None,None,20.00641533013468,9132
9133,Dark,Magic Apprentice,Base,Wide Open,Peace,Round,Strawberry,High Wavy Twintails,Almond,Neutral,Blue,None,Green Yellow,None,None,Circle Glasses,None,None,None,None,28.554661726354624,9133
9134,Warm,Hoodie Jacket,Base,Fang,None,Short Messy,Gray,Short,Hooded,Neutral,Black,None,Green,None,Blue Cap,None,None,None,None,None,12.668314566926389,9134
