,Skin Tone,Outfit,Nose,Mouth,Hand,Hair Front,Hair Color,Hair Back,Eyes,Eyebrows,Eye Color,Clip Accessory,Background,Weapon,Head Accessory,Face Accessory,Appendage,Skin Marking,Ears,Legendary,Rarity score,Token Id
2895,Bright,Azure Adventurer,Base,Shouting,None,Peek-A-Bang,Emerald,Medium with Ribbon,Pointy,Neutral,Black,None,Purple,None,Black Beret,None,None,Gray Lotus,None,None,27.161212392577827,2895
2896,Neutral,Maiden,Base,Cat,None,Oujo Curls,Caramel,Medium with Ribbon,Pointy,Neutral,Lilac,Double Silver Hair Clip,Yellow,None,None,Silk Eye Patch,None,Grey Cat Stripes,None,None,30.319080193547908,2896
2897,Dark,Innocence,Base,Cat,None,Oujo Curls,Sky Blue,Wide Pig Tails,Down Turned,Neutral,Green,None,Blue Red,None,Owl Ears,None,None,Grey Cat Stripes,None,None,26.906115824342397,2897
2898,Warm,School Uniform,Base,Fang,None,Choppy Hime,Black Turquoise,Short,Pointy,Neutral,Brown,Red Hair Clip,Yellow Purple,None,None,None,None,None,None,None,15.23990940784516,2898
2899,Warm,Turquoise Hoodie,Base,Open,None,Puff,Ginger,Flared Short,Upturned,Neutral,Gray,Double Silver Hair Clip,Yellow,Blue Silver Katana,Onion Horns,Red Rectangle Glasses,None,None,None,None,39.80160097221694,2899
2900,Neutral,Vierge,Base,Eyetooth,Phone,Choppy Hime,Orange,Medium with Ribbon,Upturned Wink,Neutral,Green,None,Purple,None,Red Beret,Tactical Eye Patch,None,None,None,None,26.832586473630865,2900
2901,Neutral,Cadet Uniform,Base,Fang,None,Short Parted,Azure,Large Twin Braids,Round,Neutral,Green,Lilac Bow-Tie,Gray Purple,None,None,None,None,None,Elf,None,22.804299204407435,2901
2902,Neutral,Wagie Shirt,Base,Wide Open,None,Curl,Sky Blue,Large Twin Braids,Almond,Neutral,Gray,Capsule Hacker,Green,None,Wagie Cap,None,None,None,None,None,14.363816459844028,2902
2903,Neutral,Pirate,Base,Eyetooth,None,Short Braid,Orange,Messy Bob,Upturned,Neutral,Brown,Daisy,Gray Yellow,None,None,None,None,None,None,None,8.423646697337105,2903
2904,Dark,Magister,Base,Fang,None,Puff,Lilac,Low Wavy Twintails,Almond,Neutral,Blue,None,Gray Purple,None,None,None,None,None,None,None,7.9689860436331,2904
2905,Neutral,Blue Kunoichi,Base,Wide Open,None,Straight Parted,Electric Blue,Messy Bob,Down Turned,Neutral,Black,None,Blue,None,White Fox Mask,None,None,None,None,None,6.164030743413658,2905
2906,Neutral,Businesswoman,Base,Laugh,None,Wavy Parted,Chestnut,Low Wavy Twintails,Upturned,Neutral,Black,Black X,Gray Yellow,None,Red Beret,Circle Glasses,None,None,None,None,20.840746076582974,2906
2907,Dark,Office,Base,Shouting,None,Arched Parted Bangs,Ginger,Wavy Short,Upturned Wink,Neutral,Gray,Double Silver Hair Clip,Orange Yellow,None,Bunny Ears,Red Rectangle Glasses,None,None,None,None,28.53401383984742,2907
2908,Warm,White Hoodie,Base,Ohh,None,Short Braid,Scarlet,Messy Long,Pointy,Neutral,Green,None,Gray Yellow,None,Straw Hat,None,None,None,None,None,12.207743570360874,2908
2909,Neutral,Blue Hoodie,Base,Pocky,None,Wavy Parted,Midnight Blue,Wavy Long,Round,Neutral,Purple,Red Gem,Gray Purple,Blue Silver Katana,Blue Mech Cat Ears,Circle Glasses,None,Grey Cat Stripes,None,None,49.28941322301846,2909
2910,Neutral,Ying Yang Dress,Base,Grin,None,Puff,Ginger,High Wavy Twintails,Almond,Neutral,Green,Pearly Star,Green Yellow,None,Pink Crystal Horns,None,None,None,None,None,13.901701570983521,2910
2911,Neutral,Purple Space Monk Outfit,Base,Grin,None,Curtain Bangs,Ginger,Straight Medium,Pointy,Neutral,Purple,Double Silver Hair Clip,Green Yellow,None,Nurse,None,None,None,None,None,14.233281096971634,2911
2912,Tan,Blue White Stripe Swimsuit,Base,Pocky,Wave,Oujo Curls,Strawberry,Low Wavy Twintails,Round,Neutral,Yellow,Daisy,Gray Yellow,Red Gold Katana,Long Cat Ears,Pilot Sunglasses,Cat Tail,Left Eye Scar,Elf,None,98.19756613662659,2912
2913,Neutral,White Tank Top,Base,Shouting,None,Curtain Bangs,Lime,Wavy Long,Upturned,Neutral,Blue,None,Blue Yellow,None,Red Beret,None,None,Left Eye Scar,None,None,18.81809520529882,2913
2914,Warm,Red Hoodie,Base,Ohh,None,Peek-A-Bang,Ginger,Round Bob,Down Turned,Neutral,Red,Red Hair Clip,Yellow,None,None,Red Rectangle Glasses,None,None,None,None,24.127731861443323,2914
2915,Neutral,Blue Hoodie,Base,Wide Open,None,Round,Black Turquoise,Voluminous Medium,Upturned,Neutral,Blue,None,Purple,None,None,Red Rectangle Glasses,None,None,None,None,7.808428273748634,2915
2916,Neutral,Blue Hoodie,Base,Cat,None,Layered Long,Caramel,Straight with Ribbon,Upturned Wink,Neutral,Purple,None,Green Yellow,None,Newsboy Cap,Bandage,None,None,None,None,14.068206625191095,2916
2917,Neutral,Viper Translucent,Base,Fang,None,Oujo Curls,Black Turquoise,Large Twin Braids,Almond,Neutral,Blue,Daisy,Blue Orange Lilac Green,None,Large Ears,None,Succubus Tail,None,None,None,26.888129770614235,2917
2918,Neutral,Magical Heart,Base,Open,None,Layered Long,Bubblegum,Wide Wavy Long,Down Turned,Neutral,Blue,None,Dark Violet Stars,None,Blue Crystal Horns,None,None,None,None,None,7.2324298759251855,2918
2919,Neutral,Blue Rhapsody,Base,Speaking,None,Ear Tuck,Dirty Blonde,Wide Wavy Long,Hooded,Neutral,Black,None,Yellow,None,Bat Horns,Red Rectangle Glasses,None,None,None,None,13.49656071736496,2919
2920,Warm,Magister,Base,Fang,None,Parted Fringe,Caramel,Straight with Ribbon,Round,Neutral,Gray,Black Diamond Stars,Yellow Purple,None,Blue Crystal Horns,None,None,Beauty Mark Left Cheek,None,None,33.9300617369488,2920
2921,Neutral,Black Muse,Base,Pocky,None,Short Parted,Gray,Messy Long,Hooded,Neutral,Green,None,Gray Purple,None,None,Circle Glasses,None,None,None,None,8.899277478075332,2921
2922,Bright,Ying Yang Dress,Base,Fang,None,Short Messy,Bubblegum,High Messy Twintails,Hooded,Neutral,Green,Black Diamond Stars,Blue Yellow,None,None,None,None,None,None,None,17.211424547477257,2922
2923,Neutral,White Cutout Top,Base,Laugh,None,Assymetrical,Bubblegum,High Messy Twintails,Upturned Wink,Neutral,Green,None,Gray Purple,None,Broken Horns,None,None,None,None,None,5.097244097633085,2923
2924,Neutral,Azure Adventurer,Base,Cat,None,Messy Fringe,Lilac,Messy Bob,Almond,Neutral,Lilac,None,Gray Purple,None,None,None,None,Gray Lotus,None,None,14.708584927954934,2924
2925,Bright,Cadet Uniform,Base,Fang,None,Puff,Lilac,Round Bob,Almond,Neutral,Purple,Big Star,Yellow Purple,None,None,None,None,None,None,None,17.769531905612467,2925
2926,Neutral,Magical Heart,Base,Shouting,None,Straight Parted,Electric Blue,Pig Tails,Almond,Neutral,Gray,Double Silver Hair Clip,Gray Purple,Savage Spear,Pink Crystal Horns,None,None,Black Cat Stripes,None,None,39.870474819959675,2926
2927,Neutral,Barmaid,Base,Shouting,None,Bedhead,Honey,Wavy Long,Upturned,Neutral,Brown,Gold Flower,Yellow Blue,None,Bull Horns,Evil Eye,None,None,None,None,21.49787141144851,2927
2928,Dark,Silver Puffer Down,Base,Hair Band,None,Short Braid,Lime,Voluminous Medium,Round,Neutral,Black,Red X,Yellow,None,Nurse,None,Bat Wings,None,Elf,None,48.36675363498081,2928
2929,Neutral,Winter Solistice Royal Cloak,Base,Smile,None,Hime,Light Blonde,Short,Pointy,Neutral,Brown,None,Gray Yellow,Blue Silver Katana,Mini Crown,None,None,None,None,None,18.359070805714055,2929
2930,Neutral,Feudal Maiden,Base,Laugh,Phone,Curl,Rose,Large Twin Braids,Upturned,Neutral,Blue,Strawberry,Purple,Blue Silver Katana,Top Hat,None,None,None,None,None,39.59889046609691,2930
2931,Bright,Black Wave Qipao,Base,Fang,None,Oujo Curls,Electric Blue,High Messy Twintails,Round,Neutral,Gray,None,Blue Red,None,Pointed Bow,Circle Glasses,None,None,None,None,21.36882845532074,2931
2932,Neutral,Cadet Uniform,Base,Fang,None,Feathered Fringe,Raven,Round Bob,Almond,Neutral,Gray,Strawberry,Yellow Purple,None,None,Red Rectangle Glasses,None,None,None,None,16.057586827572894,2932
2933,Warm,Silver Puffer Down,Base,Open,None,Parted Fringe,Lilac,Flared Short,Round,Neutral,Green,None,Yellow Blue,None,Black Bunny Headband,None,None,None,None,None,12.833386193200313,2933
2934,Neutral,Red Hoodie,Base,Happy,None,Peek-A-Bang,Ginger,Wavy Long,Down Turned,Neutral,Blue,None,Blue Red,None,Bat Horns,None,None,None,None,None,5.806953437584983,2934
2935,Bright,Maiden,Base,Hair Band,None,Short Braid,Chestnut,Messy Long,Hooded,Neutral,Brown,Double Silver Hair Clip,Gray Yellow,None,Pink Crystal Horns,None,None,None,None,None,22.098020898939634,2935
2936,Neutral,Frock Coat,Base,Neutral,None,Short Parted,Emerald,Messy Bob,Upturned,Neutral,Lilac,Black Diamond Stars,Green,None,Pink Crystal Horns,None,None,None,None,None,14.168752265236526,2936
2937,Warm,Frock Coat,Base,Slightly Open,None,Short Parted,Dirty Blonde,Medium with Ribbon,Down Turned,Neutral,Black,Black Diamond Stars,Blue Orange Lilac Green,None,Pointed Bow,Thin Rectangle Glasses,None,None,None,None,28.16941656870457,2937
2938,Neutral,Ladybug Shirt,Base,Neutral,None,Puff,Sky Blue,Voluminous Medium,Upturned,Neutral,Purple,None,Gray Yellow,None,None,None,None,None,None,None,0.9917789834905362,2938
2939,Neutral,Yellow Pullover,Base,Pocky,None,Curl,Violet,Wavy Short,Upturned Wink,Neutral,Blue,None,Yellow Purple,None,Little Black Gold Hat,None,None,None,None,None,5.550384419426805,2939
2940,Neutral,Turquoise Hoodie,Base,Happy,None,Peek-A-Bang,Black Turquoise,Wide Pig Tails,Hooded,Neutral,Gray,Gold Flower,Blue Yellow,None,None,None,None,None,None,None,9.07327742196529,2940
2941,Neutral,Blue Space Monk Outfit,Base,Grin,None,Hime,Azure,Spiky Long,Hooded,Neutral,Blue,None,Blue,None,None,None,None,None,None,None,0.9422908723585024,2941
2942,Neutral,Blue Space Monk Outfit,Base,Fang,None,Straight Parted,Rose,Messy Bob,Upturned,Neutral,Green,None,Blue Yellow,None,Black Witch Hat,None,None,None,None,None,5.575902305131029,2942
2943,Neutral,Feudal Maiden,Base,Laugh,None,Feathered Fringe,Ginger,High Messy Twintails,Upturned,Neutral,Blue,Strawberry,Yellow Blue,None,Large Ears,Silk Eye Patch,None,Grey Cat Stripes,None,None,35.04171578912133,2943
2944,Neutral,Turquoise Night Dress,Base,Cat,None,Wavy Parted,Emerald,Short,Upturned Wink,Neutral,Brown,None,Blue,None,Blue Crystal Horns,Red Rectangle Glasses,None,None,None,None,12.786861431543088,2944
2945,Neutral,Vested Businesswoman,Base,Wide Open,None,Messy Layered,Dirty Blonde,Wavy Short,Pointy,Neutral,Blue,Black Diamond Stars,Purple,None,Owl Ears,Red Rectangle Glasses,None,None,None,None,21.07781997693479,2945
2946,Warm,Sherpa Jacket,Base,Neutral,None,Bedhead,Chestnut,Pig Tails,Hooded,Neutral,Brown,None,Yellow,None,None,Circle Glasses,None,None,None,None,14.80166809667085,2946
2947,Neutral,White Hoodie,Base,Laugh,None,Parted Fringe,Light Blonde,Straight Long,Round,Neutral,Purple,None,Blue Red,None,None,None,None,None,None,None,1.7060909114176441,2947
2948,Neutral,Viper Translucent,Base,Open,None,Messy Fringe,Midnight Blue,Large Twin Braids,Down Turned,Neutral,Black,Black Diamond Stars,Gray Purple,None,Large Ears,None,Cat Tail,Black Cat Stripes,None,None,40.6174700722591,2948
2949,Warm,Dune Duchess,Base,Smile,None,Messy Fringe,Honey,Low Wavy Twintails,Pointy,Neutral,Gray,Wing,Purple,None,Bull Horns,Silver Bottom Frame,None,None,None,None,28.501084039598734,2949
2950,Neutral,Azure Adventurer,Base,Neutral,None,Bedhead,Light Blonde,Medium with Ribbon,Hooded,Neutral,Yellow,Daisy,Orange Yellow,None,Blue Crystal Horns,None,None,None,None,None,15.423092870296195,2950
2951,Neutral,Sherpa Jacket,Base,Blackcurrent Jam Toast,None,Hime,Lilac,Wide Pig Tails,Upturned Wink,Neutral,Blue,Black Diamond Stars,Dark Blue,None,None,None,None,None,None,None,10.068133246291413,2951
2952,Tan,Ironguard,Base,Pocky,None,Assymetrical,Raven,Wide Long,Round,Neutral,Blue,None,Green Yellow,None,None,None,None,None,None,None,9.188853879988509,2952
2953,Neutral,Silverhorn Knight,Base,Smile,None,Assymetrical,Emerald,Flared Short,Upturned Wink,Neutral,Blue,Black Diamond Stars,Green,None,Bat Horns,None,Bat Wings,None,None,None,26.394554089421195,2953
2954,Neutral,Frock Coat,Base,Eyetooth,None,Curl,Light Blonde,Wide Wavy Long,Upturned Wink,Neutral,Blue,None,Purple,None,Gold Spike Tiara,Rose,None,None,None,None,13.619664800112272,2954
2955,Neutral,Overalls,Base,Ohh,None,Layered Long,Dirty Blonde,Messy Long,Upturned,Neutral,Red,None,Green Yellow,None,Peaked Cap,Silver Bottom Frame,None,None,Elf,None,27.599192243118566,2955
2956,Neutral,Red Axolotl T-Shirt,Base,Ohh,None,Parted Fringe,Wine Red,Wide Pig Tails,Hooded,Neutral,Yellow,Red X,Blue,None,Owl Ears,None,None,None,None,None,15.276046166271096,2956
2957,Neutral,Vierge,Base,Happy,None,Oujo Curls,Rose,Short Bob,Round,Neutral,Gray,Daisy,Gray Yellow,Blue Silver Katana,Ruffles,Eye Patch,None,None,None,None,34.71770396542039,2957
2958,Dark,Ironguard,Base,Speaking,None,Puff,Caramel,Straight Long,Upturned Wink,Neutral,Purple,None,Yellow,None,Pink Crystal Horns,Evil Eye,None,None,None,None,21.892372089121643,2958
2959,Neutral,Purple Kunoichi,Base,Smile,None,Arched Parted Bangs,Chestnut,Wide Wavy Long,Upturned,Neutral,Red,None,Blue Orange Lilac Green,None,Owl Ears,Butterflies,None,None,None,None,14.695443866854463,2959
2960,Dark,Magical Heart,Base,Open,None,Choppy Hime,Light Blonde,Round Bob,Pointy,Neutral,Brown,None,Blue Red,None,Santa Hat,None,None,None,None,None,13.270028375222681,2960
2961,Dark,Novice Adventurer,Base,Ohh,None,Peek-A-Bang,Rose,Messy Bob,Upturned,Neutral,Green,Gold Flower,Green Yellow,None,Bull Horns,Nose Piercing,None,None,None,None,28.868570680372763,2961
2962,Warm,Half Translucent Black Top,Base,Happy,None,Parted Fringe,Midnight Blue,Wide Long,Upturned,Neutral,Blue,Three Stars,Blue,None,None,None,None,None,None,None,14.965289633617013,2962
2963,Warm,Viper Jacket,Base,Hair Band,None,Round,Sky Blue,Wide Wavy Long,Upturned,Neutral,Green,Gold Flower,Yellow Blue,None,Broken Horns,Silver Bottom Frame,None,None,None,None,28.04647728157529,2963
2964,Neutral,Overalls,Base,Ohh,None,Straight Parted,Orange,Wide Pig Tails,Round,Neutral,Blue,Pearly Star,Blue Yellow,None,None,None,Bat Wings,None,None,None,22.35120945876954,2964
2965,Neutral,Apron,Base,Hair Band,None,Curl,Caramel,Short,Almond,Neutral,Black,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,0.2670520543342046,2965
2966,Neutral,Barmaid,Base,Eyetooth,None,Messy Fringe,Caramel,Straight Long,Upturned Wink,Neutral,Brown,Double Silver Hair Clip,Orange Yellow,None,White Witch Hat,None,None,None,None,None,13.153027208210402,2966
2967,Neutral,Red Wave Qipao,Base,Laugh,None,Short Parted,Raven,Straight Long,Round,Neutral,Black,Red X,Yellow,Red Gold Katana,Red Mini Horn,None,None,None,None,None,26.876163783892448,2967
2968,Neutral,Blue Space Monk Outfit,Base,Hair Band,None,Oujo Curls,Gray,Wavy Long,Upturned,Neutral,Blue,Gold Flower,Blue,None,None,None,None,None,None,None,8.38159043700244,2968
2969,Neutral,Kimono,Base,Eyetooth,Wave,Wavy Parted,Raven,Wide Long,Almond,Neutral,Blue,Daisy,Blue Red,Red Silver Katana,Large Ears,None,Kitsune,Gray Lotus,None,None,66.7090049509195,2969
2970,Neutral,Red Wave Qipao,Base,Fang,Wave,Short Parted,Sky Blue,Wavy Long,Upturned,Neutral,Green,Gold Flower,Blue Red,None,Owl Ears,None,None,None,None,None,26.970625736191074,2970
2971,Warm,Ladybug Shirt,Base,Shouting,None,Messy Layered,Lime,Straight Long,Upturned,Neutral,Gray,None,Green,None,None,Rose,None,None,None,None,15.313361927248772,2971
2972,Warm,White Hoodie,Base,Slightly Open,None,Feathered Fringe,Bubblegum,Short Bob,Round,Neutral,Gray,Red Hair Clip,Yellow Blue,None,Ruffles,None,None,None,None,None,21.16028201563487,2972
2973,Warm,Black Wave Qipao,Base,Wide Open,None,Messy Fringe,Sky Blue,Spiky Long,Upturned Wink,Neutral,Blue,None,Purple,None,Demon Horns,None,Bat Wings,None,None,None,25.203323306574717,2973
2974,Neutral,Maiden,Base,Happy,None,Short Braid,Chestnut,Low Wavy Twintails,Down Turned,Neutral,Green,Black Diamond Stars,Green Yellow,None,None,None,None,None,None,None,8.834748037392357,2974
2975,Dark,Blue Hoodie,Base,Cat,None,Layered Long,Electric Blue,Straight Long,Almond,Neutral,Green,None,Yellow Purple,None,Nurse,None,Bat Wings,None,None,None,26.084007867244264,2975
2976,Bright,Blue Hoodie,Base,Wide Open,None,Peek-A-Bang,Midnight Blue,Round Bob,Almond,Neutral,Red,Strawberry,Blue Orange Lilac Green,None,None,None,None,None,None,None,17.661533074002598,2976
2977,Neutral,Red Wave Qipao,Base,Eyetooth,None,Layered Long,Violet,Straight with Ribbon,Upturned,Neutral,Lilac,Double Silver Hair Clip,Green Yellow,None,None,Thin Rectangle Glasses,None,None,None,None,16.65026828295811,2977
2978,Neutral,Red Axolotl T-Shirt,Base,Laugh,None,Curl,Azure,Straight Long,Hooded,Neutral,Brown,None,Green,None,Little Black Gold Hat,None,None,None,None,None,5.557823638306988,2978
2979,Neutral,Red Rhapsody,Base,Blackcurrent Jam Toast,None,Bedhead,Violet,Wavy Short,Hooded,Neutral,Yellow,Red X,Blue,None,Pink Crystal Horns,None,None,None,None,None,16.347325946640147,2979
2980,Dark,Purple Kunoichi,Base,Speaking,None,Bedhead,Ash,High Wavy Twintails,Almond,Neutral,Purple,None,Green,None,None,Silk Eye Patch,None,Beauty Mark Kin,None,None,30.40597969736559,2980
2981,Warm,Turquoise Hoodie,Base,Smile,None,Short Messy,Midnight Blue,Wide Long,Upturned,Neutral,Black,None,Yellow,None,Mini Top Hat,Nose Piercing,None,None,None,None,19.949498187318376,2981
2982,Neutral,Viper Translucent,Base,Happy,None,Wavy Parted,Rose,Medium with Ribbon,Pointy,Neutral,Lilac,None,Orange Yellow,None,None,None,Bat Wings,Black Cat Stripes,None,None,27.85101613197223,2982
2983,Neutral,White T-Shirt,Base,Open,Wave,Layered Long,Violet,Round Bob,Upturned,Neutral,Blue,Pearly Star,Blue Red,Savage Spear,Big Side Horns,None,None,None,None,None,40.0684451783921,2983
2984,Bright,Red Rhapsody,Base,Slightly Open,None,Bedhead,Caramel,Short Bob,Upturned,Neutral,Purple,Red Hair Clip,Yellow Purple,None,Pointed Bow,Nose Piercing,None,None,None,None,30.76642961482854,2984
2985,Warm,Hoodie Jacket,Base,Happy,None,Short Braid,Azure,Straight Long,Almond,Neutral,Green,Gold Flower,Dark Blue,None,Bat Horns,None,None,None,None,None,21.15732721792357,2985
2986,Neutral,Sweater Vest,Base,Open,None,Short Braid,Dirty Blonde,Voluminous Medium,Round,Neutral,Brown,Black Diamond Stars,Yellow Purple,None,Big Side Horns,Eye Patch,None,None,None,None,21.641879714871564,2986
2987,Neutral,Cadet Uniform,Base,Eyetooth,None,Peek-A-Bang,Bubblegum,Large Twin Braids,Round,Neutral,Black,None,Blue Yellow,Thorn Scythe,Red Beret,Tactical Eye Patch,None,Grey Cat Stripes,None,None,40.415031487422645,2987
2988,Neutral,Frock Coat,Base,Grin,None,Layered Long,Light Blonde,Wavy Long,Almond,Neutral,Purple,None,Gray Purple,None,Mini Crown,None,None,None,None,None,6.437157493928083,2988
2989,Neutral,School Uniform,Base,Slightly Open,None,Messy Layered,Bubblegum,Wide Wavy Long,Round,Neutral,Blue,None,Gray Purple,None,None,None,None,None,None,None,1.1959112498487794,2989
2990,Neutral,Green Kunoichi,Base,Shouting,None,Comb Over,Wine Red,Wide Wavy Long,Upturned,Neutral,Green,Black Diamond Stars,Gray Purple,None,None,None,None,None,None,None,8.455158675305857,2990
2991,Neutral,Hoodie Jacket,Base,Ohh,None,Feathered Fringe,Bubblegum,Straight Medium,Almond,Neutral,Purple,None,Purple,None,Blue Cap,None,None,None,None,None,6.345587747547829,2991
2992,Bright,Blue Space Monk Outfit,Base,Neutral,None,Curtain Bangs,Electric Blue,Messy Bob,Upturned Wink,Neutral,Lilac,None,Blue,None,Pirate Hat,None,None,None,None,None,14.6804279214365,2992
2993,Neutral,Sweater Vest,Base,Ohh,None,Hime,Strawberry,Straight with Ribbon,Upturned Wink,Neutral,Lilac,None,Blue Red,None,Black Beret,Eye Patch,None,None,None,None,13.829633253520567,2993
2994,Bright,Magical Heart,Base,Smile,None,Feathered Fringe,Scarlet,Short,Upturned,Neutral,Green,Red Hair Clip,Purple,Red Gold Katana,Red Mech Cat Ears,None,Cat Tail,None,None,None,48.13585900815306,2994
2995,Neutral,Ladybug Shirt,Base,Hay,None,Short Braid,Raven,Medium with Ribbon,Pointy,Neutral,Black,Strawberry,Gray Yellow,None,Bull Horns,None,None,Black Cat Stripes,None,None,27.392250174242527,2995
2996,Neutral,Magic Apprentice,Base,Smile,None,Layered Long,Scarlet,Straight Medium,Upturned,Neutral,Black,None,Green,Red Gold Katana,None,None,None,None,None,None,12.972715225217115,2996
2997,Neutral,Dark Bare Shoulder School Uniform,Base,Happy,None,Arched Parted Bangs,Black Turquoise,Straight Medium,Hooded,Neutral,Black,Pearly Star,Green Yellow,None,Bunny Ears,None,None,None,None,None,14.591876321917754,2997
2998,Dark,Teal Pullover,Base,Happy,None,Comb Over,Light Blonde,Short Bob,Down Turned,Neutral,Green,None,Green Yellow,None,None,Circle Glasses,None,None,None,None,15.854919357685166,2998
2999,Warm,Goddess,Base,Cat,None,Bedhead,Ginger,Wide Long,Upturned Wink,Neutral,Green,Strawberry,Gray Purple,None,None,Thin Rectangle Glasses,None,Grey Cat Stripes,None,None,36.24917637025429,2999
3000,Neutral,Overalls,Base,Hay,Phone,Bedhead,Gray,Medium with Ribbon,Almond,Neutral,Purple,Red Hair Clip,Blue,Axe,Nurse,Eye Patch,None,None,None,None,49.13333569257905,3000
3001,Neutral,Blue Kunoichi,Base,Slightly Open,None,Choppy Hime,Sky Blue,Wavy Long,Almond,Neutral,Lilac,None,Blue Orange Lilac Green,Axe,None,None,None,None,None,None,14.009460831831714,3001
3002,Neutral,Viper Translucent,Base,Open,None,Comb Over,Violet,Straight Medium,Almond,Neutral,Gray,Pearly Star,Yellow Purple,None,Bat Horns,None,Bat Wings,None,None,None,26.939122608834914,3002
3003,Neutral,Innocence,Base,Smile,None,Oujo Curls,Caramel,Voluminous Medium,Almond,Neutral,Purple,Strawberry,Green,None,None,Red Rectangle Glasses,None,None,None,None,16.9847829485516,3003
3004,Tan,Blue White Stripe Swimsuit,Base,Ohh,None,Straight Parted,Gray,Voluminous Medium,Upturned,Neutral,Green,Daisy,Gray Yellow,None,None,Circle Glasses,None,None,None,None,23.271034801203204,3004
3005,Dark,Hoodie Jacket,Base,Ohh,None,Straight Parted,Midnight Blue,Low Wavy Twintails,Almond,Neutral,Purple,None,Yellow Purple,None,Cat Ears,None,None,None,None,None,13.91067222828282,3005
3006,Bright,Blue Kunoichi,Base,Cat,None,Choppy Hime,Caramel,Messy Long,Upturned Wink,Neutral,Red,None,Blue Orange Lilac Green,None,Goldfish,None,None,Beauty Mark Kin,None,None,27.924829141890118,3006
3007,Neutral,Priestess,Base,Speaking,None,Ear Tuck,Electric Blue,Round Bob,Hooded,Neutral,Black,Double Silver Hair Clip,Orange Yellow,None,Big Side Horns,Tactical Eye Patch,Bat Wings,None,None,None,35.11069798228919,3007
3008,Warm,Red Axolotl T-Shirt,Base,Speaking,None,Bedhead,Emerald,Messy Long,Upturned Wink,Neutral,Black,None,Blue Red,None,None,None,None,None,None,None,6.968157140669781,3008
3009,Neutral,Barmaid,Base,Cat,None,Choppy Hime,Ash,Large Twin Braids,Round,Neutral,Brown,None,Yellow Blue,None,Cat Ears With Earring,None,Cat Tail,None,None,None,19.299728324459522,3009
3010,Tan,uwu Racer,Base,Grin,None,Choppy Hime,Caramel,Medium with Ribbon,Pointy,Neutral,Green,Red X,Blue,None,None,None,None,None,None,None,16.318699711774386,3010
3011,Warm,Silver Puffer Down,Base,Laugh,None,Comb Over,Violet,Flared Short,Upturned,Neutral,Green,None,Blue Red,None,Little Black Gold Hat,Bandage,None,None,None,None,19.871453182330097,3011
3012,Neutral,Blue Kunoichi,Base,Open,None,Ear Tuck,Strawberry,Round Bob,Upturned,Neutral,Blue,None,Green Yellow,None,Demon Horns,None,None,None,None,None,5.437815886121907,3012
3013,Neutral,Silver Puffer Down,Base,Hair Band,None,Assymetrical,Dirty Blonde,Medium with Ribbon,Down Turned,Neutral,Gray,None,Green,None,Bat Horns,None,None,None,None,None,5.880457734631579,3013
3014,Neutral,Purple Space Monk Outfit,Base,Ohh,None,Messy Fringe,Emerald,Wavy Short,Round,Neutral,Yellow,None,Purple,None,None,None,None,None,None,None,2.1622501345012344,3014
3015,Neutral,Turquoise Night Dress,Base,Hair Band,None,Puff,Orange,Spiky Long,Almond,Neutral,Brown,None,Green Yellow,None,None,None,None,None,Elf,None,13.773772913767646,3015
3016,Dark,Blue Star Yukata,Base,Fang,None,Messy Fringe,Gray,Wide Wavy Long,Upturned,Neutral,Blue,None,Yellow,None,Pink Bunny Headband,None,None,None,None,None,12.951977029005276,3016
3017,Neutral,Country Dress,Base,Cat,None,Ear Tuck,Sky Blue,Pig Tails,Upturned,Neutral,Green,Lilac Bow-Tie,Gray Purple,Sickle,None,Silk Eye Patch,None,None,None,None,29.52549655362538,3017
3018,Neutral,Red Axolotl T-Shirt,Base,Neutral,None,Messy Layered,Electric Blue,Large Twin Braids,Almond,Neutral,Gray,Three Stars,Green Yellow,None,Pink Bunny Headband,Thin Rectangle Glasses,Succubus Tail,None,None,None,34.31861425019343,3018
3019,Dark,Teal Pullover,Base,Open,None,Parted Fringe,Wine Red,Round Bob,Upturned Wink,Neutral,Green,None,Green Yellow,None,White Bunny Headband,Silk Eye Patch,None,None,None,None,21.0281868711085,3019
3020,Warm,White Cutout Top,Base,Speaking,None,Choppy Hime,Strawberry,Low Wavy Twintails,Almond,Neutral,Lilac,Lilac Bow-Tie,Green,None,None,Pilot Sunglasses,None,None,None,None,24.421800506490033,3020
3021,Neutral,Blue White Stripe Swimsuit,Base,Grin,None,Assymetrical,Dirty Blonde,Wide Long,Hooded,Neutral,Green,None,Purple,None,Blue Cap,Eye Patch,None,None,None,None,13.89864366417969,3021
3022,Neutral,White Cutout Top,Base,Grin,None,Choppy Hime,Honey,Messy Long,Upturned,Neutral,Lilac,None,Gray Yellow,None,Newsboy Cap,Circle Glasses,None,None,Elf,None,26.864058529435397,3022
3023,Neutral,Turquoise Night Dress,Base,Open,None,Parted Fringe,Orange,Wide Long,Upturned,Neutral,Blue,Strawberry,Green,None,None,None,None,None,None,None,8.473120702452725,3023
3024,Tan,Blue Hoodie,Base,Wide Open,None,Curtain Bangs,Caramel,Short Bob,Almond,Neutral,Green,None,Green Yellow,None,Pointed Bow,Pilot Sunglasses,None,None,None,None,21.109175718770707,3024
