,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
188,Hopium Toxic,Blood,White,Radioactive Crimson,Plain Aquamarine,White,Black,None,None,None,None,16.932744167669874,188
189,Clear,Limeade,White,69 Crimson,Plain Cantaloupe,Violet,Strobes Violet,None,None,Headphones Crimson,None,40.711525574519506,189
190,Caution Crimson,Purple Grape Juice,White,gm Cantaloupe,Dark Shoulders Cantaloupe,Crimson,Fuzz Violet,None,Beady Crimson,None,None,43.41776488799097,190
191,Caution Violet,Lemonade,Tied White,Radioactive White,Plain White,Aquamarine,Black,None,None,None,None,22.6695143449379,191
192,WAGMI Cantaloupe,Rosé,Tied Black,CrypToadz White,Dark Hatch Aquamarine,Crimson,Black,None,None,None,None,25.778538433423797,192
193,Flammable Aquamarine,Water,White,Biohazard Cantaloupe,Light Stripes Crimson,Aquamarine,Strobes Toxic,None,None,None,None,21.18806007706376,193
194,Radioactive Aquamarine,Orange Soda,Black,None,Dark Stripes Aquamarine,Spikes Crimson,Black,None,None,None,None,10.887588415602751,194
195,Caution Toxic,Rosé,White,Flammable Aquamarine,Dark Hatch Cantaloupe,Acid Violet,Black,None,None,None,None,18.627862536714147,195
196,Clear,Rose Champagne,Tied White,Caution Aquamarine,Dark Shoulders Crimson,Aquamarine,Black,None,None,SnapBack Violet,None,43.6094196865149,196
197,Flammable Cantaloupe,Rosé,Tied Black,Biohazard Crimson,Dark Shoulders Cantaloupe,Acid Toxic,Accents Cantaloupe,None,Beady White,None,None,56.72320506894623,197
198,Flammable Cantaloupe,Limeade,Black,gm White,Light Stripes Cantaloupe,Crimson,Strobes Violet,None,None,None,None,22.015396284399074,198
199,Paper Bag Aquamarine,Toxic Waste,White,Radioactive White,Light Hatch Violet,Acid Cantaloupe,Black,None,None,None,None,18.71708806524836,199
200,Flammable Cantaloupe,Lemonade,White,High Voltage Cantaloupe,Light Shoulders Aquamarine,Crimson,Stripes Aquamarine,None,None,None,None,21.95047352630201,200
201,Radioactive Cantaloupe,Limeade,Black,None,Plain Cantaloupe,Crimson,Fuzz Crimson,None,None,None,None,14.640131026031083,201
202,Clear,Purple Grape Juice,White,None,Plain Cantaloupe,Crimson,Black,None,None,None,None,0.5758940099160553,202
203,Caution Aquamarine,Watermelon Juice,Black,None,Poly Grey,Aquamarine,Grid Toxic,None,None,None,None,16.256866037045242,203
204,Caution Cantaloupe,Limeade,White,Flammable Violet,Poly Aquamarine,Cantaloupe,Stripes Toxic,None,None,None,None,21.174560148099555,204
205,Flammable Cantaloupe,Toxic Waste,Black,None,Poly Grey,Aquamarine,Strobes Violet,None,Beady Aquamarine,Headphones Violet,None,64.056284137079,205
206,Clear,Watermelon Juice,Black,High Voltage Crimson,Dark Stripes Aquamarine,Spikes Crimson,Black,None,Beady Crimson,None,None,33.99389623488036,206
207,Flammable Crimson,Rose Champagne,Tied Black,Radioactive Crimson,Dark Hatch Crimson,Glow Toxic,Stripes Aquamarine,None,None,None,None,34.14566943959175,207
208,Flammable Toxic,Purple Grape Juice,Black,gm Toxic,Light Stripes Cantaloupe,Acid Cantaloupe,Fuzz Toxic,None,None,None,None,23.69694589402784,208
209,Caution Cantaloupe,Rosé,Black,Radioactive Cantaloupe,Poly Aquamarine,Violet,Stripes Aquamarine,None,None,None,None,23.248173527935105,209
210,Biohazard Cantaloupe,Cabernet Sauvignon,Black,Caution Cantaloupe,Plain Toxic,Toxic,Black,None,None,None,None,17.30312949026946,210
211,Biohazard Cantaloupe,Limeade,White,None,Plain Toxic,Violet,Black,Sprinkles,Beady Crimson,None,None,59.274242440634325,211
212,Biohazard Aquamarine,Champagne,Black,gm Toxic,Dark Stripes Violet,Shiny Crimson,Grid Crimson,None,Saturn Shades,None,None,47.94316120012005,212
213,WAGMI Cantaloupe,Water,White,None,Plain Toxic,Glow Cantaloupe,Black,None,None,None,Pumpkin,39.32442825036953,213
214,Radioactive Cantaloupe,Orange Soda,White,mfer,Dark Stripes Violet,Violet,Grid Cantaloupe,None,None,None,None,24.243055692117633,214
215,Clear,Toxic Waste,Tied White,gm White,Light Hatch Crimson,Acid Toxic,Fuzz Aquamarine,None,None,None,None,27.06538569026521,215
216,Caution Toxic,Lemonade,White,gm White,Plain Violet,Cantaloupe,Grid Toxic,None,X Crimson,None,None,42.49591689368285,216
217,Flammable Crimson,Sauvignon Blanc,Black,mfer,Light Hatch Cantaloupe,Acid Violet,Black,None,None,None,None,16.784065763026604,217
218,Radioactive Violet,Rose Champagne,White,Caution Violet,Plain Toxic,Cantaloupe,Stripes Aquamarine,None,None,None,None,21.701726438450763,218
219,Caution Violet,Sparkling Water,Tied White,mfer Inverted,Plain Toxic,Aquamarine,Black,None,None,Earphones Cantaloupe,None,48.89166444972724,219
220,Paper Bag Crimson,Sauvignon Blanc,White,Caution Aquamarine,Plain Aquamarine,Violet,Black,None,None,None,None,14.586052161007283,220
221,Flammable Violet,Sparkling Water,Black,gm Black,Light Shoulders Crimson,Cantaloupe,Fuzz Crimson,None,X Aquamarine,None,None,42.39051942341912,221
222,Clear,Sauvignon Blanc,White,Radioactive Toxic,Bolts Cantaloupe,Cantaloupe,Black,None,X Toxic,SnapBack Crimson,None,55.22766566464809,222
223,Caution Cantaloupe,Sparkling Water,White,69 Aquamarine,Plain White,Aquamarine,Fuzz Cantaloupe,None,None,None,None,20.84201906579116,223
224,Biohazard Crimson,Purple Grape Juice,Tied Black,Radioactive Crimson,Bolts Crimson,Acid Crimson,Accents Cantaloupe,None,None,None,None,33.20488703641312,224
225,Biohazard Aquamarine,Sauvignon Blanc,White,None,Dark Hatch Violet,Wired,Grid Cantaloupe,None,None,None,None,18.125019910238983,225
226,WAGMI Cantaloupe,Cola,Black,Flammable Violet,Plain Cantaloupe,Cantaloupe,Strobes Crimson,None,None,None,None,21.06642232942676,226
227,Caution Crimson,Lemonade,Black,None,Light Stripes Crimson,Spikes Violet,Black,None,None,None,None,9.72501304652932,227
228,Radioactive Aquamarine,Toxic Waste,White,None,Bolts Cantaloupe,Aquamarine,Black,None,None,None,None,8.651685090278374,228
229,Paper Bag Aquamarine,Sauvignon Blanc,White,gm Crimson,Light Shoulders Toxic,Acid Cantaloupe,Strobes Crimson,None,None,None,None,23.145416856031332,229
230,Caution Toxic,Rose Champagne,Tied Black,mfer Inverted,Light Hatch Toxic,Toxic,Stripes Violet,None,None,None,None,33.315725131780574,230
231,Paper Bag Violet,Limeade,White,Caution Cantaloupe,Light Shoulders Toxic,Toxic,Black,None,None,None,None,17.50049529481486,231
232,Caution Violet,Sparkling Water,Tied Black,High Voltage Violet,Bolts Cantaloupe,Glow Cantaloupe,Accents Aquamarine,None,None,None,None,32.6777091930501,232
233,Hopium Aquamarine,Cola,White,Radioactive Violet,Light Hatch Cantaloupe,Aquamarine,Accents Aquamarine,None,None,None,None,22.76152398515751,233
234,Flammable Crimson,Lemonade,White,Radioactive Crimson,Plain Cantaloupe,Acid Violet,Fuzz Crimson,None,X Violet,None,None,43.83948725098712,234
235,Biohazard Cantaloupe,Sauvignon Blanc,Black,None,Light Shoulders Aquamarine,Violet,Black,None,None,None,None,8.686841832397565,235
236,Clear,Orange Soda,Black,Radioactive White,Plain Crimson,Cantaloupe,Stripes Toxic,None,None,None,None,14.961846645993898,236
237,Radioactive Toxic,Orange Soda,Black,gm Crimson,Light Hatch Crimson,Cantaloupe,Strobes Toxic,None,None,None,None,22.86968097244926,237
238,WAGMI Cantaloupe,Sauvignon Blanc,White,gm Violet,Plain Black,Crimson,Accents Violet,None,None,None,None,20.387841221394922,238
239,Caution Aquamarine,Orange Soda,Black,mfer,Poly Violet,Aquamarine,Strobes Aquamarine,None,None,None,None,22.753456819992344,239
240,WAGMI Aquamarine,Orange Soda,White,None,Dark Shoulders Aquamarine,Violet,Fuzz Aquamarine,None,None,None,None,16.002734122625174,240
241,Hopium Toxic,Watermelon Juice,White,CrypToadz Black,Plain Cantaloupe,Acid Aquamarine,Fuzz Cantaloupe,None,Sun Eyes,None,None,47.2565035881659,241
242,Flammable Cantaloupe,Toxic Waste,White,None,Light Shoulders Crimson,Crimson,Stripes Cantaloupe,None,None,None,None,16.146028679859484,242
243,Caution Violet,Water,White,Caution Toxic,Dark Stripes Toxic,Cantaloupe,Stripes Violet,Sprinkles,None,None,None,49.01048689733893,243
244,Flammable Violet,Cabernet Sauvignon,White,Radioactive Black,Bolts Cantaloupe,Acid Aquamarine,Strobes Violet,None,None,None,None,24.83780667312511,244
245,Clear,Water,Black,Biohazard Aquamarine,Plain Crimson,Acid Cantaloupe,Black,None,None,rekt Beanie Toxic,None,35.6535181549754,245
246,WAGMI Violet,Purple Grape Juice,White,69 Cantaloupe,Plain Aquamarine,White,Bolts Toxic,None,None,None,None,21.84231555469539,246
247,Clear,Purple Grape Juice,Black,69 Cantaloupe,Dark Hatch Crimson,Aquamarine,Bolts Violet,None,None,None,None,15.340362560171048,247
248,Clear,Orange Soda,White,Radioactive Cantaloupe,Dark Hatch Toxic,Spikes Aquamarine,Strobes Crimson,None,None,None,None,18.88469399719817,248
249,Copium,Lemonade,White,Radioactive Toxic,Dark Stripes Crimson,Crimson,Strobes Aquamarine,None,None,None,None,22.704741889187556,249
250,Caution Toxic,Purple Grape Juice,Black,69 Cantaloupe,Plain White,Cantaloupe,Grid Crimson,None,X Aquamarine,None,None,42.74465562128335,250
251,Clear,Lemonade,White,gm Violet,Bolts Violet,Acid Aquamarine,Black,None,None,None,None,9.738531167856848,251
252,Flammable Violet,Purple Grape Juice,White,gm Aquamarine,Dark Hatch Toxic,Aquamarine,Stripes Crimson,None,None,None,None,21.06370558286534,252
253,Clear,Watermelon Juice,Tied Black,Flammable Violet,Light Stripes Aquamarine,White,Stripes Violet,None,None,Earphones Violet,None,50.86775579601815,253
254,Clear,Water,White,Caution Toxic,Plain Black,Crimson,Black,None,None,None,None,7.486380679021069,254
255,Flammable Cantaloupe,Purple Grape Juice,Tied White,Radioactive Aquamarine,Poly Grey,Cantaloupe,Black,None,Rekt,None,None,45.83716584543031,255
256,Toxic Warning,Blood,Black,None,Light Shoulders Toxic,Toxic,Strobes Violet,None,None,None,None,18.781992630038236,256
257,Caution Aquamarine,Purple Grape Juice,Black,Caution Aquamarine,Dark Stripes Cantaloupe,Shiny Aquamarine,Black,None,None,None,None,17.300442239537535,257
258,Hopium Cantaloupe,Lemonade,White,Caution Crimson,Cyberskelly Cantaloupe,Aquamarine,Strobes Crimson,None,X Cantaloupe,Headphones Cantaloupe,None,69.36797169716694,258
259,Caution Violet,Sauvignon Blanc,Black,gm Aquamarine,Plain Cantaloupe,Spikes Cantaloupe,Fuzz Violet,None,None,None,None,21.785566890943123,259
260,Flammable Toxic,Really Toxic Waste,Tied Black,69 Violet,Plain Crimson,Cantaloupe,Violet,None,X Toxic,None,None,54.44167770510362,260
261,Biohazard Crimson,Sparkling Water,Tied Black,69 Crimson,Poly Violet,Aquamarine,Strobes Violet,None,X Cantaloupe,SnapBack Crimson,None,77.67710664633255,261
262,Radioactive Crimson,Water,White,None,Violet Dreams,Aquamarine,Strobes Aquamarine,None,X Toxic,None,None,36.75401900810659,262
263,Clear,Lemonade,White,rekt Violet,Plain White,Crimson,Violet,None,None,None,None,15.297064413822342,263
264,Flammable Aquamarine,Water,Black,None,Plain Crimson,Shiny Violet,Black,None,None,None,None,9.781778423086873,264
265,Caution Aquamarine,Sauvignon Blanc,Black,gm Cantaloupe,Dark Hatch Aquamarine,Acid Crimson,Strobes Crimson,None,X Cantaloupe,None,None,44.55588998337469,265
266,Caution Crimson,Cabernet Sauvignon,Black,None,Bolts Violet,Crimson,Stripes Violet,None,None,Earphones Cantaloupe,None,41.33060194117353,266
267,Clear,Limeade,White,Flammable Crimson,Poly Violet,Glow Cantaloupe,Stripes Violet,None,None,None,None,17.41126288406322,267
268,Flammable Toxic,Water,Black,Biohazard White,Dark Hatch Violet,Acid Crimson,Strobes Aquamarine,None,None,None,None,24.72158276418756,268
269,Flammable Aquamarine,Orange Soda,Tied Black,None,Dark Shoulders Toxic,Aquamarine,Black,None,None,None,None,17.489597067154516,269
270,Flammable Crimson,Water,Black,Caution Aquamarine,Light Stripes Cantaloupe,Violet,Bolts Violet,None,None,None,None,22.126216926310956,270
271,Biohazard Violet,Lemonade,Tied White,Flammable Toxic,Plain Aquamarine,Glow Aquamarine,Accents Crimson,None,None,None,None,32.085670537790925,271
272,Flammable Violet,Champagne,White,Flammable Violet,Light Shoulders Aquamarine,Silver,Grid Toxic,None,None,None,None,26.30580256396094,272
273,Flammable Toxic,Purple Grape Juice,Black,None,Dark Shoulders Aquamarine,Refresher,Black,None,None,None,None,10.7550939922313,273
274,Caution Crimson,Rose Champagne,Black,Radioactive Cantaloupe,Plain White,Toxic,Stripes Cantaloupe,Sharp Cantaloupe,None,None,None,51.5813488852322,274
275,Clear,Cola,Black,Caution Toxic,Dark Stripes Toxic,Diamond,Strobes Crimson,None,X Crimson,None,None,41.06591568074832,275
276,Biohazard Crimson,Watermelon Juice,Black,None,Plain Cantaloupe,Crimson,Black,None,Sun Eyes,None,None,30.90924866087061,276
277,Biohazard Aquamarine,Lemonade,White,Caution Aquamarine,Light Shoulders Toxic,Glow Cantaloupe,Bolts Aquamarine,None,None,None,None,23.721258254074684,277
278,Clear,Sauvignon Blanc,White,None,Plain Cantaloupe,Acid Aquamarine,Crimson,None,None,None,None,9.527646754436947,278
279,Clear,Sauvignon Blanc,White,gm Toxic,Plain Black,Shiny Crimson,Cantaloupe,None,None,None,None,16.797549957401515,279
280,Caution Crimson,Purple Grape Juice,White,gm White,Plain Black,Aquamarine,Stripes Toxic,None,None,None,None,19.157725174559786,280
281,Caution Aquamarine,Sauvignon Blanc,Tied White,None,Plain Toxic,Shiny Cantaloupe,Stripes Cantaloupe,None,None,None,None,25.148647424191495,281
282,Flammable Violet,Sparkling Water,Black,None,Dark Shoulders Toxic,Crimson,Stripes Violet,None,None,None,None,14.559034605740903,282
283,Radioactive Crimson,Cabernet Sauvignon,White,mfer,Light Shoulders Cantaloupe,Acid Violet,Stripes Cantaloupe,None,None,None,None,24.745901022427386,283
284,Radioactive Aquamarine,Lemonade,White,Flammable Cantaloupe,Dark Stripes Toxic,Shiny Toxic,Black,None,None,None,None,17.057099399686965,284
285,Flammable Cantaloupe,Lemonade,White,None,Bolts Crimson,Glow Aquamarine,Violet,None,3D Glasses,None,None,39.14921650004119,285
286,Radioactive Aquamarine,Purple Grape Juice,Black,None,Light Shoulders Cantaloupe,Glow Aquamarine,Black,None,Beady Aquamarine,None,None,32.30962716955537,286
287,Radioactive Violet,Orange Soda,Black,None,Plain White,Cantaloupe,Black,None,Big Shades,Headphones Toxic,None,56.0386229637686,287
288,Hopium Cantaloupe,Blood,Black,None,Dark Hatch Crimson,Crimson,Black,None,X Cantaloupe,None,None,32.80166891992006,288
289,WAGMI Cantaloupe,Toxic Waste,Black,69 Cantaloupe,Light Shoulders Crimson,Crimson,Strobes Cantaloupe,None,X Crimson,None,None,45.5020589381599,289
290,WAGMI Toxic,Sparkling Water,Black,gm Toxic,Light Shoulders Cantaloupe,Acid Violet,Stripes Crimson,None,Rose Tinted Glasses,None,None,45.888641764616715,290
291,Flammable Violet,Rosé,White,69 Cantaloupe,Fairy Lights,Crimson,Fuzz Violet,None,None,None,None,24.03487082418084,291
292,Caution Toxic,Limeade,Tied White,gm Crimson,Light Hatch Violet,Lit,Bolts Aquamarine,None,Rose Tinted Glasses,SnapBack Cantaloupe,None,82.05063614444103,292
293,Biohazard Aquamarine,Sparkling Water,White,gm Violet,Light Stripes Cantaloupe,Wired,Bolts Violet,None,None,None,None,24.08625186687154,293
294,Caution Aquamarine,Watermelon Juice,Black,gm Crimson,Light Shoulders Aquamarine,Lit,Stripes Crimson,Sharp Crimson,None,Headphones Toxic,None,79.23649404660354,294
295,WAGMI Violet,Lemonade,White,Radioactive Toxic,Plain Violet,Cantaloupe,Strobes Violet,None,None,None,None,20.809582022161504,295
296,Hopium Aquamarine,Limeade,Tied Black,gm White,Plain Aquamarine,Spikes Cantaloupe,Black,None,None,None,None,24.9512754786598,296
297,Paper Bag Cantaloupe,Sauvignon Blanc,White,Biohazard Aquamarine,Dark Hatch Aquamarine,Violet,Grid Crimson,None,None,None,None,22.726387398368125,297
298,Biohazard Aquamarine,Toxic Waste,White,Biohazard Crimson,Plain Crimson,Spikes Cantaloupe,Strobes Aquamarine,None,None,None,None,24.832403899963108,298
299,Clear,Limeade,White,Radioactive Black,Light Shoulders Toxic,Acid Cantaloupe,Fuzz Aquamarine,None,Sun Eyes,SnapBack Violet,None,65.19973728707262,299
300,Clear,Cola,Tied White,None,Light Stripes Aquamarine,Acid Toxic,Stripes Crimson,None,None,None,None,20.363467404581893,300
301,Biohazard Cantaloupe,Sparkling Water,Black,gm Aquamarine,Plain Black,Barbed Hash,Black,None,None,None,None,16.11357197047995,301
302,Radioactive Cantaloupe,Sauvignon Blanc,White,Flammable Cantaloupe,Tiedye,Aquamarine,Black,None,None,None,None,14.764480356733145,302
303,Clear,Toxic Waste,Black,None,Light Hatch Aquamarine,Cantaloupe,Strobes Toxic,None,None,None,None,9.727732748068293,303
304,WAGMI Aquamarine,Orange Soda,Black,mfer,Poly Grey,Toxic,Grid Aquamarine,None,None,Earphones Toxic,None,50.83274186334115,304
305,Clear,Water,White,Flammable Aquamarine,Poly Grey,Glow Cantaloupe,Crimson,None,X Aquamarine,None,None,40.08726716206594,305
306,Clear,Water,White,None,Plain Black,Spikes Violet,Accents Violet,None,None,None,None,9.546569858606983,306
307,Biohazard Violet,Cola,White,None,Dark Shoulders Crimson,Spikes Cantaloupe,Violet,None,None,None,None,18.043917595966946,307
308,Radioactive Violet,Rose Champagne,Tied White,Radioactive Crimson,Plain Aquamarine,White,Accents Cantaloupe,Sharp Violet,None,None,None,59.720638453119136,308
309,Radioactive Crimson,Orange Soda,Black,gm Violet,Dark Stripes Crimson,Crimson,Black,None,X Toxic,None,None,37.778610396777154,309
310,Caution Cantaloupe,Water,Black,None,Iced,Glow Crimson,Stripes Crimson,None,None,None,None,17.20850389255304,310
311,Radioactive Crimson,Blood,White,Radioactive Black,Light Shoulders Aquamarine,Acid Crimson,Strobes Toxic,None,None,None,None,26.08682321109906,311
312,Flammable Aquamarine,Cola,Black,None,Plain Cantaloupe,Aquamarine,Black,None,None,None,None,7.253884681267651,312
313,Flammable Cantaloupe,Blood,Black,Radioactive Violet,Plain White,Spikes Violet,Black,None,Beady Violet,None,None,40.892898370704714,313
314,Clear,Sparkling Water,White,None,Robotic Crimson,Aquamarine,Grid Aquamarine,None,None,None,None,8.297523326873959,314
315,Radioactive Aquamarine,Lemonade,White,Radioactive Violet,Plain Cantaloupe,Glow Aquamarine,Stripes Aquamarine,None,None,None,None,22.1505093751282,315
316,Clear,Lemonade,Black,None,Plain Toxic,Crimson,Fuzz Violet,None,None,None,None,8.016351236750504,316
317,Hopium Crimson,Sparkling Water,Black,None,Dark Shoulders Violet,Spikes Toxic,Cantaloupe,None,None,None,None,18.452166332196043,317
318,Flammable Cantaloupe,Limeade,White,None,Light Stripes Crimson,Crimson,Stripes Rainbow,None,None,None,None,15.848639668149836,318
319,Flammable Aquamarine,Rose Champagne,Black,gm Cantaloupe,Plain Crimson,Acid Violet,Black,None,None,None,None,16.532628715889476,319
320,Clear,Purple Grape Juice,Black,gm White,Poly Aquamarine,Violet,Stripes Crimson,None,None,SnapBack Crimson,None,40.52498916435153,320
321,Radioactive Toxic,Watermelon Juice,White,Toxic Warning,Light Shoulders Crimson,Aquamarine,Fuzz Cantaloupe,None,None,None,None,23.9159348375159,321
322,Biohazard Cantaloupe,Orange Soda,White,Radioactive Crimson,Violet Dreams,Spikes Crimson,Accents Aquamarine,None,X Violet,None,None,47.67820407536863,322
323,Radioactive Cantaloupe,Water,Tied White,None,Plain Cantaloupe,Spikes Crimson,Stripes Violet,None,None,Earphones Aquamarine,None,49.681039654535276,323
324,Radioactive Violet,Lemonade,White,gm Toxic,Bolts Aquamarine,Crimson,Fuzz Aquamarine,None,None,None,None,20.93661491617209,324
