,Zipper,Sweatshirt,Neck,Hood,Head,Eyelets,Element,Drawstring,Background,Mask,Tie,Shirt,Lapels,Jacket,New Dawn,Pin,Raised Hood,Vest,Button,Masked Head,Parka,Parka Hood,Zero Hour,Clothing,Type,Rarity score,Token Id
1786,Midnight Black,Lunar Parallel,Amethyst Mute Nexus,Purple Haze Forest,Liquid Nexus,Golden Rose,Fallen Gold Duality,Purple Haze Complexion,Midnight,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.04782503715363,1787
1787,Silver Serenade,Scratched Bone White,Copper Nexus,Lunar Trinity,None,Golden Rose,None,Pale Pink Complexion,Zero Hour Unity,Golden Transmission,None,None,None,None,None,None,None,None,None,Blood Red Cross,None,None,None,None,None,62.65204219300513,1788
1788,Midnight Black,Primal Bone White,Serpent Transparency,Golden Diamond Mesh,Machine Cycle,Golden Halo,Golden Fall,Neon Green Complexion,Lunar Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.778455221654745,1789
1789,None,None,Blood Red Mycelium,None,Shared Dream,None,Golden Epiphany,None,Crimson Destiny,None,Psilocybin Blue Mycelium,Bone White,Psilocybin Blue Cross,Lunar Faction,None,Silver Skull Pin,None,None,None,None,None,None,None,None,None,52.900810741057526,1790
1790,Midnight Black,Lunar Tiger,Crimson Nexus,Bone White Rain,None,Celestial Red,None,Blood Red Complexion,Deep Earth,Golden Shatter Antlers,None,None,None,None,None,None,None,None,None,Amethyst Mute,None,None,None,None,None,58.912887406847226,1791
1791,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1792
1792,Psilocybin Blue,Golden Diamond XL,Midnight Tiger,Scratched Neon Green,Inked Cerulean,Silver Serenade,Copper Epiphany,Purple Haze Complexion,Crimson Destiny,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.5001843652718,1793
1793,None,None,Bone White,None,Moonlight Connection,None,None,None,Deep Earth,None,Midnight Black,Bone White,Lunar Grey Cross,Purple Haze Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,25.571697317443054,1794
1794,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1795
1795,None,None,Purple Haze Tiger,None,Shared Dream,None,Golden Collapse,None,Hazed Horizon,None,Purple Haze Mycelium,Bone White Connection XL,Lunar Grey Primal Liquid,Lunar Faction,None,None,None,None,None,None,None,None,None,None,None,38.41742306293824,1796
1796,Copper Quietude,Lunar Trinity XL,Crimson Nexus,Golden Cross,Machine Sequence,Celestial Argon,Copper Epiphany,Pale Pink Complexion,Zero Hour Unity,Pale Pink Gas Mask,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.929492205907984,1797
1797,None,None,Midnight Tiger,None,Argon Neon Mycelium,None,None,None,Hazed Horizon,Lunar Canopy,Pale Green Mycelium,Argon Pink Connection XL,Lunar Grey Cross,Crystal Orchid Cross,None,None,None,None,None,None,None,None,None,None,None,40.30905952842817,1798
1798,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1799
1799,Midnight Black,Lunar Grey Ashes,Liquid Nexus,Golden Parallel,Midnight Screenshot,Pagan Dust,Golden Collapse,Muted Mint Imprint,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.62536657305236,1800
1800,None,None,Amethyst Mute Nexus,None,Psilocybin Neon Cross,None,None,None,The Gathering,Pale Pink Array,Midnight Black,Midnight Black,Lunar Faction,Purple Haze Primal Liquid,None,Copper Clockwork,None,None,None,None,None,None,None,None,None,54.51884002804884,1801
1801,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1802
1802,Copper Quietude,Golden Diamond XL,Midnight,Snow Camo XL,Pagan Tiger,Golden Halo,None,Pagan Earth Imprint,Moonlight Forest,Lunar Transmission,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.13898888627553,1803
1803,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1804
1804,Blood Red,Lunar Grey Nightfall,Argon Neon Mycelium,Bone White Ink,Machine Transparency,Phoenix Sun,Golden Epiphany,Pale Green Imprint,Midnight,Golden Array,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.18635964085647,1805
1805,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1806
1806,None,None,Pagan Nexus,None,Midnight Rising,None,None,None,Crimson Destiny,None,Midnight Black,Dark Green Matrix XL,Dark Scratched Copper,Lunar Grey Mycelium,None,Copper Cerebrum Pin,None,None,None,None,None,None,None,None,None,46.53587832653798,1807
1807,Blood Red,Bone White Rain,Argon Neon Cross,Dark Green Nightfall,Midnight Distemper,Golden Halo,None,Aurora Reverie,Psiloybin Sanctity,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.73222938624362,1808
1808,None,None,Blood Red Mycelium,None,Psilocybin Mute,None,None,None,Lunar Existence,Forest Mycelium,Bone White Ink,Bone White Matrix,Copper Nexus XL,Lunar Grey Cross,None,Copper Cerebrum Pin,None,None,None,None,None,None,None,None,None,56.27785544699579,1809
1809,None,None,Midnight,None,We Are The Night,None,Lunar Atrophy,None,Lunar Existence,Lunar Consonance,Lunar Diamond Mesh,Lunar Grey Matrix,Lunar Surface,Lunar Surface,None,Silver Axis,None,None,None,None,None,None,None,None,None,61.599244336948274,1810
1810,Bone White,Bone White Forest,Blood Red Mycelium,Scratched Neon Green,Purple Neon Cross,Jade Destiny,None,Phoenix Sun,Deep Earth,Crimson Gold Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.32387824000608,1811
1811,None,None,Serpent Mycelium,None,Blood Red Tiger,None,Copper Epiphany,None,Jaded Existence,Pale Pink Array,Midnight Black,Lunar Grey Matrix,Bone White,Lunar Dust,None,None,None,None,None,None,None,None,None,None,None,43.67686808561714,1812
1812,None,None,Midnight Cross,None,Serpent Trinity,None,Golden Epiphany,None,Hazed Horizon,Midnight Stardust Skull XL,Scratched Copper Rose,Blood Red Matrix,Lunar Grey Primal Liquid,Lunar Grey Cross,None,None,None,None,None,None,None,None,None,None,None,46.127791798457245,1813
1813,Silver Serenade,Lunar Grey Ashes,Bone White,Bone White Rain,Purple Haze Neon Nexus,Celestial Purple,None,Golden Silence,Deep Earth,Xenon Vision,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.29349215185251,1814
1814,Silver Key,Neon Green Nightfall,Serpent Transparency,Bone White Rain,Cerulean Distemper,Golden Halo,Golden Collapse,Lunar Grey Complexion,Jaded Existence,Candy Daydream Intersection,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.78102147793699,1815
1815,None,None,Midnight Tiger,None,Serpent Mycelium,None,Fallen Lunar,None,Crimson Destiny,Snow Camo Antlers,Argon Pink Cross,Pagan Earth Matrix,Lunar Grey Mycelium,Bone Dust,None,None,None,None,None,None,None,None,None,None,None,46.61569024083494,1816
1816,None,None,Mute Serpent Cross,None,Crystal Orchid Tiger,None,Golden Atrophy,None,Moonlight Forest,None,Bone White,Dark Green Matrix XL,Golden Trinity,Midnight Mycelium,None,None,None,None,None,None,None,None,None,None,None,38.35740956607063,1817
1817,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1818
1818,None,None,Liquid Nexus,None,Xenon Tapestry,None,None,None,Deep Earth,Golden Argon Gas Mask,Midnight Black,Crystal Orchid Connection,Midnight Black,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,34.16361308454013,1819
1819,None,None,Purple Haze Neon Nexus,None,Midnight Dream,None,Lunar Atrophy,None,Deep Earth,None,Blood Red Primal Liquid,Dark Green Connection,Circumstellar Evenfall,Circumstellar Evenfall,None,None,None,None,None,None,None,None,None,None,None,35.724860170975006,1820
1820,Lunar Diamond,Purple Haze Rain,Argon Neon Cross,Scratched Bone White,Psilocybin Neon Cross,Jade Destiny,None,Midnight Black,The Gathering,Lunar Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.429766325668425,1821
1821,None,None,Serpent Tiger,None,Psilocybin Neon Cross,None,Fallen Gold,None,Deep Earth,Sublunar Triarchy,Lunar Grey Mycelium,Bone White,Golden Tiger,Lunar Diamond XL,None,None,None,None,None,None,None,None,None,None,None,43.24943221319533,1822
1822,Psychedelic Cerebrum,Infinite Ice Splatter XL,Cerulean Nexus,Golden Diamond XL,Crystal Orchid Tiger,Celestial Purple,Lunar Absolution,Lunar Dust,Deep Earth,Moonlight Array,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.542477822241196,1823
1823,None,None,Argon Neon Cross,None,Purple Haze Neon Nexus,None,Copper Epiphany,None,Midnight Formation,None,Scratched Copper Rose,Midnight Black,Copper Tiger Bone,Argon Pink Cross,None,None,None,None,None,None,None,None,None,None,None,37.02641138934386,1824
1824,None,None,Reptillian Tiger,None,Argon Neon Cross,None,Golden Atrophy,None,The Gathering,Golden Transmission,Bone White Ink,Pale Green Matrix,Primal Liquid,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,45.865429619537906,1825
1825,Sanguine Shadow,SAMHAIN Blood Guardian ,Blood Red Cross,None,Blood Red Cross,Sanguine Offering,Blood Theurgy,Blood Red Complexion,Sanguine Dusk,None,None,None,None,None,None,None,SAMHAIN Blood Guardian ,None,None,None,None,None,None,None,None,56.723302871433646,1826
1826,Midnight Black,Scratched Lunar Grey,Crimson Nexus,Bone White Splatter XL,Amethyst Mute Nexus,Phoenix Sun,Lunar Epiphany,Lunar Dust,The Gathering,Serpent Rose Skull,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.493933904041114,1827
1827,Lunar Diamond,Lunar Trinity,Bone White,Primal Blood Red,Crystal Orchid Tiger,Celestial Purple,Lunar Lavation,Crystal Orchid Imprint,Crimson Destiny,Golden Shatter Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.13528010337815,1828
1828,None,None,Bone White,None,Scratched Serpent,None,Copper Epiphany,None,Midnight,Midnight Gas Mask,Pale Green Primal Liquid,Midnight Black,Hollow Lunar Trinity,Lunar Grey Cross,None,None,None,None,None,None,None,None,None,None,None,43.38040956118404,1829
1829,Copper Quietude,Lunar Parallel,Purple Haze Neon Nexus,Lunar Grey Ashes,Midnight Grid Transparency,Jade Destiny,Copper Epiphany,Muted Mint Imprint,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.29841356321899,1830
1830,None,None,Serpent Mycelium,None,Argon Neon Cross,None,Copper Epiphany,None,Deep Earth,Phoenix Ash Antlers,Blood Red Cross,Midnight Black,Bone Dust,Dark Green Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,42.17704730042946,1831
1831,Bone White,Moonlight,Copper Serpent,None,Pagan Nexus,Celestial Red,Obsidian System,Solar Obscurity,Dawn Firestorm,None,None,None,None,None,None,None,Moonlight,None,None,None,None,None,None,None,None,55.816513109130995,1832
1832,Silver Skull,Lunar Grey Forest,Midnight,Lunar Grey Ashes,Crimson Nexus,Jade Destiny,Fallen Lunar Reflected,Golden Silence,Deep Earth,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.17522603691017,1833
1833,Copper Cerebrum,Golden Cross,Bone White,Scratched Bone White,Moonlight Signal,Bone White,Lunar Epiphany,Pagan Earth Imprint,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.44767729727443,1834
1834,None,None,Bone White,None,Purple Haze Tiger,None,Lunar Absolution,None,Zero Hour Unity,Machine Hologram Array,Midnight Black,Bone Ashes,Blood Red Primal Liquid,Lunar Grey Mycelium,None,None,None,None,None,None,None,None,None,None,None,43.671466204922474,1835
1835,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1836
1836,Pale Pink,Midnight,Blood Red Mycelium,Lunar Trinity XL,Blood Red Mute,Pagan Dust,Golden Absolution,Pagan Earth Imprint,Crimson Destiny,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.54746809345412,1837
1837,Silver Serenade,Primal Bone White,Serpent Mycelium,Snow Camo XL,None,Midnight Black,Lunar Epiphany,Copper Movement,Deep Earth,Serpent Assembly,None,None,None,None,None,None,None,None,None,Pagan Earth Mute,None,None,None,None,None,65.89449796699259,1838
1838,None,None,Copper Corrosion,None,Machine,None,Lunar Collapse,None,The Gathering,Psilocybin Tendril Transference,Lunar Life,Bone Ashes,Copper Faction,Golden Diamond,None,Psychedelic Cerebrum Pin,None,None,None,None,None,None,None,None,None,63.99116251796262,1839
1839,None,None,Crystal Orchid Tiger,None,Purple Haze Mute,None,None,None,Midnight,Xenon Vision,Midnight Black,Psilocybin Blue Connection XL,Scratched Copper Rose,Dark Green Cross,None,None,None,None,None,None,None,None,None,None,None,38.49546567236523,1840
1840,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1841
1841,Silver Cerebrum,Dark Green Forest,Golden Laceration,Mute Copper Rose,Purple Haze Mute,Celestial Purple,Copper Epiphany,Lunar Grey Complexion,Deep Earth,Lunar Succession,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.97996953284907,1842
1842,None,None,Argon Neon Cross,None,Blood Red Mycelium,None,None,None,Jaded Existence,Lunar Revolution,Silver Sinuate,Psilocybin Blue Matrix,Primal Liquid,Pagan Earth Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,40.34007761153479,1843
1843,None,None,Midnight,None,Machine Hologram,None,None,None,Zero Hour Unity,None,Psilocybin Blue Cross,Bone White,Psychedelic Mycelium,Psychedelic Mycelium,None,None,None,None,None,None,None,None,None,None,None,30.21138700684055,1844
1844,Golden Silence,Xenon Symbiosis,Midnight Sky,Xenon Symbiosis,Reptillian Summation,Celestial Red,None,Dark Matter Obscurity,Deep Earth,Serpent Affixion,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.01225156454994,1845
1845,Copper Forest,Solar Symbiosis,Purple Neon Cross,Solar Symbiosis,Purple Haze Mute,Golden Halo,None,Dark Matter Obscurity,Forest Fascination,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.75376639366154,1846
1846,Celestial Pink,Scratched Lunar Grey,Argon Neon Cross,Copper Tiger,Amethyst Mute Nexus,Silver Serenade,Lunar Atrophy,Dark Green Complexion,Deep Earth,Golden Shatter Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.56975781233968,1847
1847,Blood Red,Moonlight,Midnight Sky,None,Blood Red Trinity,Celestial Red,Golden Epiphany,Bone White Imprint,Deep Earth,None,None,None,None,None,None,None,Moonlight,None,None,None,None,None,None,None,None,49.79081605475045,1848
1848,Copper Quietude,Bone White Forest,Midnight Amethyst Mycelium,Lunar Grey Ashes,Machine,Celestial Purple,None,Copper Nexus,The Gathering,Lunar Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.36055399096166,1849
1849,None,None,Reptillian Tiger,None,Serpent Tiger,None,Fallen Lunar,None,Aubergine Eternity,Purple Haze Cluster,Pale Green Cross,Crystal Orchid Connection,Crystal Orchid Mycelium,Pale Green Mycelium,None,None,None,None,None,None,None,None,None,None,None,47.93930924811707,1850
1850,Blood Red,Scratched Bone White,Bone White,Scratched Bone White,Moonlight Trinity,Bone White,None,Bone White Imprint,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.56760737010394,1851
1851,Lunar Trinity,Dark Green Ashes,Psilocybin Neon Cross,Pale Pink Ink,Pagan Mycelium,Midnight Black,Golden Epiphany,Pagan Earth Imprint,Clockwork Connection,Pale Pink Array,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,55.71377444895187,1852
1852,Copper Trilateral,Copper Tiger,Copper Corrosion,Copper Tiger,Amethyst Mute,Celestial Argon,Copper Epiphany,Copper Quietude,Deep Earth,Crimson Copper Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.94904658266529,1853
1853,None,None,Midnight,None,Psilocybin Neon Cross,None,Copper Epiphany,None,Crimson Destiny,Fluid Fantasy,Dark Green Mycelium,Lunar Grey Connection,Midnight Black,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,42.60092887380482,1854
1854,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1855
1855,Blood Red,Argent Moon Mycelium,Crimson Nexus,Argent Moon Mycelium,Crimson Transparency,Golden Halo,Golden Absolution,Blood Red Complexion,Deep Earth,Moonlight Acuminate,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.262077412487194,1856
1856,Copper Quietude,Lunar Grey Ashes,Midnight Transparency,Golden Trinity,Argon Neon Cross,Jade Destiny,Lunar Epiphany,Copper Cross,Moonlight Forest,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.68745921218843,1857
1857,Copper Clockwork,Bone White Nightfall,Moonlight Nexus,Scratched Lunar Grey,Midnight Amethyst Mycelium,Midnight Black,None,Celestial Pink,Midnight Clockwork,Crimson Gold Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.41971248877262,1858
1858,Golden Skull,Pale Green Splatter XL,Serpent Nexus,Lunar Grey Ashes,Purple Haze Mute,Jade Destiny,None,Yellow Euphoria,Deep Earth,Golden Subversion,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.132382995068475,1859
1859,None,None,Midnight Amethyst Mycelium,None,Pagan Earth Mute,None,Lunar Epiphany,None,Psiloybin Sanctity,Golden Triad,Midnight Black,Midnight Black,Argon Pink Cross,Purple Haze Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,43.616798188243564,1860
1860,None,None,Midnight,None,Pagan Tiger,None,Copper Epiphany,None,Moonlight Forest,Golden Triad,Midnight Black,Argon Pink Matrix,Copper Diamond,Purple Haze Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,42.67211774618781,1861
1861,None,None,Cerulean Tiger,None,Psilocybin Mute,None,None,None,Psiloybin Sanctity,None,Crystal Orchid Cross,Purple Haze Connection XL,Lunar Grey Primal Liquid,Pagan Earth Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,32.36717212371602,1862
1862,None,None,Midnight Sky,None,Blood Red Cross,None,Fallen Lunar Reflected,None,Jaded Existence,Sublunar Triarchy,Midnight Black,Midnight Black,Argon Pink Cross,Blood Red Mycelium,None,None,None,None,None,None,None,None,None,None,None,44.21938365341686,1863
1863,None,None,Midnight,None,We Are The Night,None,Copper Epiphany,None,Deep Earth,None,Midnight Mycelium,Purple Haze Matrix,Bone White,Midnight Black,None,Psychedelic Cerebrum Pin,None,None,None,None,None,None,None,None,None,47.286138847461444,1864
1864,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1865
1865,Silver Serenade,Bone White Forest,Serpent Nexus,Bone White Forest,Serpent Mycelium,Golden Halo,Copper Epiphany,Copper Mycelium,Midnight Emergence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.432700377408,1866
1866,Copper Quietude,Golden Parallel,Midnight Grid Transparency,Lunar Tiger,Amethyst Mute,Golden Silence,Copper Epiphany,Bone White Imprint,Deep Earth,Lunar Snow Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.860128509793235,1867
1867,None,None,Serpent Tiger,None,Reptillian Tiger,None,None,None,Midnight,Atomic Aria,Purple Haze Mycelium,Purple Haze Matrix XL,Psilocybin Tiger,Cosmic Mycelia,None,None,None,None,None,None,None,None,None,None,None,39.97780097224939,1868
1868,Bone White,Lunar Grey Nightfall,Serpent Nexus,Hollow Lunar Trinity,Reptillian Tiger,Jade Destiny,None,Hollow Copper Trinity,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36.455548305524026,1869
1869,None,None,Serpent Nexus,None,Golden Signal,None,Golden Absolution,None,Zero Hour Unity,None,Psilocybin Blue Mycelium,Pagan Earth Connection XL,Midnight Cross,Lunar Grey Mycelium,None,None,None,None,None,None,None,None,None,None,None,37.92768443846215,1870
1870,Copper Quietude,Bone White Rain,Bone White,Bone White Rain,Inked Argon,Celestial Argon,Lunar Epiphany,Blood Red Complexion,Midnight Formation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.42272653071369,1871
1871,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,1872
1872,None,None,Midnight Sky,None,Blood Red Tapestry,None,None,None,Lunar Existence,Serpent Affixion,Dark Green Mycelium,Solar Heredity,Lucent Geometry,Lucent Geometry,None,None,None,None,None,None,None,None,None,None,None,40.41293747211642,1873
