,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
4233,Red 2,Rabbit in a hat,Happy lashes,Qurikie bot MK 3,Artic parka,The blues,6.600990978811698,4233
4234,Graff bubble,Blue mega mohawk,Pink mist falls,Quirkie bot MK 1,Arrows,Blurple,32.233622378133354,4234
4235,Green beams,Party hat,Misery ,Peach,Big purple hoodie and chain,The blues,27.107110143320384,4235
4236,White 27,Ice cream,VR wave,Blue,Trash hoodie skateboard,Misty green,35.88503773451811,4236
4237,Feather,Lightning beanie,Long lashes,Light purple,White suit,The blues,16.15195094275295,4237
4238,Gold ring,Party hat,Mk1,Blue,Ancient quirkie robes,Turquoise,10.604197184870143,4238
4239,Doughnuts,Beanie brown,Buttons,Yellow,Casual jacket ,Pinkish,13.27240195604654,4239
4240,Orange 1,Beanie brown,What ,Peach,Purple puffa,Turquoise,4.634822644577138,4240
4241,White 27,Pink bucket hat,Zipped,Pink,Mountianeer parka,Misty turquoise,40.37958234840023,4241
4242,Lightning bolts,Squiddie green,Rainbow face,Blue,Blue camo puffa,Mist in the artic,26.545365835368695,4242
4243,Orange 1,Sailor,Lashes heart tattoo,Another green,Hawian shirt,Purple,21.20786057913123,4243
4244,Orange 1,Artic bobble brown hair,Emo,Golden,Yellow tracksuit,Misty turquoise,44.733638186826084,4244
4245,Lightning bolts,Paper plane,Dandy tash blue,Quirk green,Pirate garbs,Pale peach,16.081727634061355,4245
4246,Ufo green,Head band ,Mk1,Quirkiebot MK2,Pink back pack,Blurple,27.247739389558745,4246
4247,Gold ring,Pink beanie,Need coffee,Qurikie bot MK 3,trash tee,Neutral,13.202361272312329,4247
4248,Rainbow ring,Blue bmx helmet,Proud,Blue,Arrows,Pale peach,13.834385088026346,4248
4249,Purple 2,Paper plane,Happy lashes,Peach,Hawian shirt,Blurple,12.0084526544778,4249
4250,Green beams,Light bulb,Water falls,Quirk green,Punk rock,Pinkish,24.157745241098628,4250
4251,Diamond,Beanie brown,FinchOne skull,Quirk green,Wool demim ,Simply pink,27.317864366052376,4251
4252,Pierced,Mind blown,Need coffee,Peach,Blue camo tee with chain ,The blues,16.854085690454927,4252
4253,Goo,Blue pink long,Big eyes ,Pinkish,Green backpack,Mist in the artic,31.03969970799758,4253
4254,Feather,Nurse,Need coffee,Light purple,Yellow hoodie,Pale peach,7.654635614744445,4254
4255,Purple 2,Halo,Goggles ,Blue,Prison overalls,Turquoise,12.219558055334387,4255
4256,Pink 1,Horns,Green bandana,Pink,Astroquirkie comms,Misty green,35.46382432384633,4256
4257,Bubbles,Sailor,4 eyes cheerfull,Another green,Pink back pack,Simply pink,10.393709885311857,4257
4258,Bubbles,Green goo,What ,Quirkiebot MK2,Hawaiian shirt surfboard,Turquoise,19.241706275760084,4258
4259,Gold ring,Cap blue,Zipped,Blue,Yellow skull tracksuit,The blues,15.590150431832745,4259
4260,Bubbles,Mad science,Infected,Dr qurkensteins monsta,Yellow tracksuit,Pinkish,35.81510943528311,4260
4261,Feather,Green mohawk,Sunglasses blue,Another green,Quirkbot mk1 5 ,Pinkish,13.272753154829402,4261
4262,Pink 1,Pink beanie,Pink sunglasses,Light purple,Purple suit,The blues,5.828618874794226,4262
4263,Goo,Squiddie green,Goggles ,Qurikie bot MK 3,Pink skull tee,Pale peach,10.46348366653063,4263
4264,Planets purple,Beanie brown,Pink sunglasses,Pink,Quirkbot mk3,Blurple,30.19714643816021,4264
4265,Pink 1,Squiddie green,3 eyes happy,Pinkish,Pink raincoat,Pinkish,11.516791145847515,4265
4266,Purple 2,Pink goo,2D,Blue,Arrows,Turquoise,8.918767554523047,4266
4267,Feather,Paper plane,Mk1,Another green,Space hoodie,Neutral,18.188454990446807,4267
4268,Bubbles,Long pink,Happy lashes,Quirkie bot MK 1,Lab coat,Honey melon,23.66588708561245,4268
4269,Goo,Blone surf hair,Hockey mask,Quirkie bot MK 1,Casual jacket ,Neutral,25.491735238874497,4269
4270,Overgrown,Rabbit in a hat,Vamp,Blue,Purple puffa,Pinkish,17.34585956097726,4270
4271,Pierced,Wizard hat,Hmm,Orange,Yellow scarf jacket,Pinkish,10.955131109607198,4271
4272,Bubbles,Squiddie pink,Eeerm,Quirkie bot MK 1,Yellow tracksuit,Purple,35.042400184004464,4272
4273,Pierced,Aviator ,Smile,Greeeen,Explorer map,The blues,11.095521528699212,4273
4274,Goo,Head band ,Wait,Purple,Red bandana adventurer ,The blues,22.40189562908887,4274
4275,Goo,Pencil,Pink bandana,Pinkish,Wool demim ,Pinkish,12.99139632547736,4275
4276,Pierced 2,Blue bmx helmet,Need coffee,Peach,Orange puffa,Simply pink,20.01414861633794,4276
4277,Graff bubble,Sheriff,Spooky relaxed,Blueer ,Pink hoodie,The blues,20.64632696604911,4277
4278,Ufo green,Pink bobble,White eyes shock,Yellow,Blue tee with chain,Misty green,38.553888704969054,4278
4279,Fire,Long brown,Happy lashes,Greeeen,Dungarees,Misty pink,39.607238331834985,4279
4280,Feather,Head band ,What ,Pinkish,Leather jacket gold chain,Simply pink,14.115713818622577,4280
4281,Lightning bolts,Squiddie pink,Reptile,Another green,Red scarf jacket,Turquoise,10.88493591760123,4281
4282,Gold ring,Pizza,3 eyes happy,Dr qurkensteins monsta,Red scarf jacket,Turquoise,26.475128470478065,4282
4283,Rainbow ring,Pink bucket hat,Misery ,Blueer ,Green backpack,Purple,44.382549735497676,4283
4284,Red 2,Long pink,Smile,Peach,Explorer map,Blurple,18.960813042552815,4284
4285,Pink 1,Wings hat,Hmm,Green pink paint splat,Tan backpack,Purple,39.04539567804308,4285
4286,Doughnuts,Snakes,What ,Greeeen,Leather jacket gold chain,Purple with stars,43.82062278894635,4286
4287,Pink 1,Blue bucket hat,Water falls,Orange,Pink skull tee,Purple with stars,27.247641053073213,4287
4288,Red 2,Sideway cap blue green,Emo,Green pink paint splat,Space hoodie,Just Green,54.845977215430494,4288
4289,Purple 2,Squiddie green,Quirkie tongue,Pinkish,Mountianeer parka,Misty green,25.842711310381034,4289
4290,Purple 2,Crew cut brown,Nearly focused,Another green,Blue skull tee,Pale peach,6.671579555737664,4290
4291,Goo,Long blonde,Ooze eyes,Pink,Quirkbot mk3,Neutral,34.269985937894845,4291
4292,Double green,Graffiti can,Lazers,Orange,Red scarf jacket,Simply pink,19.803548928772436,4292
4293,Doughnuts,Green mohawk,Pink vision,Blueer ,Red scarf jacket,Simply pink,32.37409709817014,4293
4294,Double green,Lightning beanie,Dandy tash,Orange,Wizard robe,Neutral,22.683013630515003,4294
4295,Heart,Artic bobble ,Sunglasses blue,Quirkiebot MK2,Pink hoodie,Honey melon,19.873786284698152,4295
4296,Bomb,Antlers,White eyes shock,Blue,Lab coat,The blues,20.646551729980413,4296
4297,Fire,Nurse,Skull mask,Blueer ,Leather jacket gold chain,Mist in the artic,36.798081218680736,4297
4298,Pierced,Squiddie green,Happy lashes,Greeeen,Leather jacket gold chain,Dust,23.314812690093294,4298
4299,Pierced,Pink beanie,Happy lashes,Golden,Blue puffa,Dust,32.5143891757095,4299
4300,Bomb,Light bulb,4D,Purple,Red bandana adventurer ,Honey melon,39.747713051481995,4300
4301,Lightning bolts,Paper plane,Bubblegum,Blue,Space hoodie,Misty green,25.140618705160982,4301
4302,Purple 2,Yellow curls,Tongue out,Orange,UFO engineer overalls,Turquoise,9.621183267955507,4302
4303,Double green,Blone surf hair,VR world,Pink,Tan backpack,Dust,25.843006306974935,4303
4304,Green beams,Paper plane,Wait,Quirk green,Astroquirkie with squid sample,Honey melon,28.020167686800274,4304
4305,Purple 2,Turtle fren,Vamp,Purple,Squiddie tee,Misty turquoise,44.31227023709004,4305
4306,Pierced,Watermelon helmet,Buttons,Greeeen,Mountianeer parka,The blues,15.309144814126263,4306
4307,Pierced,Head band ,Happy lashes,Purple,Pink camo puffa,Mist in the artic,31.390422900056524,4307
4308,Bubbles,Pencil,Anxious,Quirkiebot MK2,Hawian shirt,Purple,32.58448605734511,4308
4309,Bones,Pink bucket hat,Need coffee,Peach,Yellow hoodie,Neutral,28.722513151978983,4309
4310,Green beams,Blue bucket hat,Lazers,Orange,Aviator jacket,Neutral,33.28694391364927,4310
4311,Doughnuts,Blue surfer,Pink mist falls,Another green,Casual jacket ,Neutral,22.472217265301087,4311
4312,Rainbow ring,Green goo,Pink bandana,Blue,Orange puffa,The blues,21.278505316150056,4312
4313,Planets purple,Rabbit ears,Focused,Light purple,Cherry blossom komono,Turquoise,15.309243137749098,4313
4314,Feather,Blossom brain ,Hmm,Qurikie bot MK 3,White suit,Pinkish,15.66030348642391,4314
4315,Lightning,Blue pink long,1 eye,Peach,Astroquirkie comms,Dust,37.85164157393721,4315
4316,Doughnuts,Beanie brown,Goggles ,Orange,Pink skull tee,Misty green,27.80921680434969,4316
4317,Pierced 2,Crew cut brown,Blergh ,Blue,Casual jacket ,Dust,20.365012282687,4317
4318,Bubbles,Sideway cap blue green,Need coffee,Pinkish,Pink camo puffa,Pinkish,11.727671796025275,4318
4319,Purple 2,Blue surfer,VR wave,Blue,Pink camo puffa,Pale peach,11.025466814881144,4319
4320,Pierced,Squiddie green,Infected,Quirkiebot MK2,Quirkbot mk1,Turquoise,15.80094678847153,4320
4321,Green beams,Light bulb,Misery ,Peach,Green trash hoodie,Pinkish,31.46094122171273,4321
4322,Blue 2,Rabbit in a hat,Cutie,Dr qurkensteins monsta,Yellow tracksuit,Purple with stars,49.157622323317604,4322
4323,Lightning bolts,Horns,Warpaint 1,Pinkish,Purple puffa,The blues,14.536800801848585,4323
4324,Lightning bolts,Antlers,White eyes happy,Light purple,Pink camo puffa,Blurple,16.92423875245189,4324
4325,Lightning bolts,Pizza,FinchOne skull,Blue,Green camo puffa,Pinkish,11.727517273331706,4325
4326,Pierced,Pink clip,3 eyes what,Pinkish,Pink camo puffa,Neutral,21.980541722689157,4326
4327,Heart,Green goo,Proud,Quirkie bot MK 1,Explorer,Honey melon,22.542215806163597,4327
4328,Pierced 2,Yellow cap ,Spooked,Another green,trash tee,Pinkish,15.730498704155272,4328
4329,Rainbow ring,Shark fin,Anxious,Quirk green,Cherry blossom komono,Misty turquoise,36.447091115921,4329
4330,Gold ring,Wings hat,Anxious,Pink,Yellow hoodie,Pale peach,19.663116367978056,4330
4331,Heart,Pizza,Spooky relaxed,Quirk green,Purple puffa,Honey melon,11.376442870406757,4331
4332,Double green,Antlers,Eeerm,Quirk green,Pink back pack,Pinkish,10.463511769574005,4332
4333,Feather,Head band ,Lazers,Orange,Red scarf jacket,Blurple,17.27562220505154,4333
4334,Goo,Pink bobble,Vamp,Blue,Purple suit,Honey melon,16.50282865711569,4334
4335,Bomb,Party hat,3 eyes what,Orange,Ancient quirkie robes,Honey melon,21.278196254392213,4335
4336,Heart,Blue dreds,Water falls,Pink,Pink hoodie,Purple,38.13250671618424,4336
4337,Planets purple,Squiddie pink,Toxic mask,Peach,Pink camo puffa,Pale peach,22.331616113530966,4337
4338,Red 2,Thunder,Tongue out,Greeeen,Casual jacket ,Misty turquoise,28.441198481089792,4338
4339,Blue 2,Aviator ,Hmm,Peach,Pink skull tee,Purple,23.174253684702883,4339
4340,Bones,Blue bucket hat,4 eyes cheerfull,Quirkiebot MK2,Blue camo tee with chain ,Blurple,29.775680151938634,4340
4341,Bubbles,Pink beanie,Rainbow face,Light purple,Green trash hoodie,Pinkish,13.553505905171429,4341
4342,Red 2,Bubble brains,Spooky relaxed,Light purple,Purple puffa,Turquoise,6.5307676623245285,4342
4343,Goo,Long purple,Focused,Dr qurkensteins monsta,Yellow backpack,ultra rare rainbow,59.691413587791246,4343
4344,Goo,Purple cap,Toxic mask,Pinkish,Kung fu ,Purple with stars,40.23927620218892,4344
4345,Gold ring,Pink beanie,3 eyes what,Yellow,Explorer,The blues,7.022471329417662,4345
4346,Goo,Watermelon helmet,Need coffee,Orange,Cherry blossom komono,Mist in the artic,20.57608960193804,4346
4347,Pierced,Nurse,Nearly focused,Quirkie bot MK 1,Wizard robe,Neutral,24.227673539943847,4347
4348,Purple 2,Archaeology hat,Dead plain,Dr qurkensteins monsta,Hawaiian shirt surfboard,Purple,46.98067166798502,4348
4349,Diamond rings,Crew cut brown,Spooky relaxed,Blue,Casual jacket ,Simply pink,23.2446174766495,4349
4350,Orange 1,Sailor,3 eyes what,Orange,Arrows,Honey melon,5.89894049463574,4350
4351,Lightning bolts,Long brown,Lazers,Pink,Blue camo tee with chain ,Simply pink,29.916126768932045,4351
4352,Goo,Thunder,Happy lashes,Orange,Space hoodie,The blues,4.775395693303884,4352
4353,Orange 1,Artic bobble ,Goggles ,Orange,Tan backpack,Pale peach,5.6883548882151,4353
4354,Ufo green,Green goo,Zipped,Quirk green,6 arm quirkbot ,Pinkish,27.037153749617143,4354
4355,Overgrown,Watermelon helmet,Dead plain,Light purple,Big purple hoodie and chain,Blurple,24.4385120437419,4355
4356,Blue 2,Studs,3 eyes happy,Peach,Jpeg hoodie,Pinkish,17.34566290125867,4356
4357,Pierced 2,Nurse,Green bandana,Blue pink paint splats,Blue camo tee with chain ,Pinkish,35.112806118433,4357
4358,Lightning,Pencil,Quirkie tongue,Quirkie bot MK 1,Pink camo parka,The blues,33.84882870914354,4358
4359,Gold ring,Blone surf hair,Anxious,Purple,Dungarees,Turquoise,19.733494185720964,4359
4360,Double green,Watermelon helmet,3 eyes what,Light purple,Prison overalls,Pale peach,13.553758772535884,4360
4361,Feather,Crew cut yellow,Focused,Quirkie bot MK 1,Leather jacket gold chain,Just Green,51.615831456315334,4361
4362,Pierced 2,Artic bobble ,Lashes heart tattoo,Blue,Wool demim ,Pinkish,12.289486337029345,4362
4363,White 27,Sideways cap,Proud,Light purple,Orange puffa,Purple with stars,38.69437747301952,4363
4364,Gold ring,Nurse,Pink bandana,Light purple,Explorer,Neutral,17.275228854821847,4364
4365,Lightning bolts,Rabbit ears,3 eyes happy,Greeeen,Bones tee,Neutral,24.298037340075815,4365
4366,White 27,Yellow cap ,Blank face,Pink,Squiddie tee,Misty green,45.154851593210296,4366
4367,Goo,Wizard hat,Wait,Qurikie bot MK 3,Lab coat,Misty pink,28.7925257311107,4367
4368,Pierced,Purple cap,Eeerm,Blueer ,Big purple hoodie and chain,Blurple,22.82317929425085,4368
4369,Bones,Ice cream,Warpaint 2,Qurikie bot MK 3,Blue camo tee with chain ,Simply pink,25.91311725260515,4369
4370,Lightning bolts,Artic bobble ,Bubblegum,Pinkish,Casual jacket ,Pale peach,10.112254690240881,4370
4371,Lightning bolts,Graffiti can,Zipped,Green pink paint splat,Explorer map,Simply pink,37.85151514999944,4371
4372,Green beams,Sailor,Goggles full,Another green,Red scarf jacket,Pinkish,23.946892707606494,4372
4373,Overgrown,Archaeology hat,Sunglasses blue,Quirkie bot MK 1,Yellow skull tracksuit,Neutral,31.10985277895945,4373
4374,Pierced,Squiddie pink,White eyes happy,Yellow,Wool demim ,Pinkish,10.46362415329366,4374
4375,Blue 2,Long brown,Goggles ,Blue,Dungarees,Dust,20.646172426595058,4375
4376,Orange 1,Rabbit in a hat,Blank face,Another green,Reflective space hoodie,Misty turquoise,21.138030603519063,4376
4377,Bomb,Graffiti can,Anxious,Quirkie bot MK 1,Arrows,Mist in the artic,43.32911581977012,4377
4378,Red 2,Pink surfer,Hockey mask,Orange,Explorer map,Neutral,22.682774786218392,4378
4379,Graff bubble,Pirate hat,Buttons,Peach,Cherry blossom komono,Turquoise,21.137890120653825,4379
4380,Lightning bolts,Pizza,Water falls,Qurikie bot MK 3,Trash hoodie skateboard,Blurple,8.496964133123429,4380
4381,Graff bubble,Halo,Reptile,Orange,Blue puffa,Simply pink,18.258551858050385,4381
4382,Red 2,Yellow curls,4 eyes cheerfull,Light purple,Bones tee,The blues,12.359625377907356,4382
4383,Rainbow ring,Sideway cap blue green,Water falls,Yellow,Fur coat,Turquoise,18.188637598253933,4383
4384,White 27,Graffiti can,Misery ,Another green,Wizard robe,Blurple,23.66644899758448,4384
4385,Graff bubble,Artic bobble brown hair,Just two eyes,Peach,Mountianeer parka,Mist in the artic,32.5144313185812,4385
4386,Lightning bolts,Blue bmx helmet,Focused,Quirk green,Wizard robe,Mist in the artic,26.82610453418903,4386
4387,Pierced 2,Rabbit in a hat,Happy lashes,Peach,Pink skull tee,Blurple,17.69669511648737,4387
4388,White 27,Bubble brains,Need coffee,Blue,Jpeg hoodie,Honey melon,14.536533895045583,4388
4389,Blue 2,Rabbit ears,Pink bandana,Another green,Purple puffa,Dust,14.044872395380207,4389
4390,Lightning bolts,Yellow cap ,Big eyes ,Quirkiebot MK1 2 gold edition,Casual jacket ,Turquoise,35.81513753910604,4390
4391,Lightning bolts,Party hat,Hmm,Yellow,Astroquirkie comms,Neutral,16.011209312405153,4391
4392,Graff bubble,Purple curls,VR world,Pink,Space hoodie,Pinkish,27.668854468032556,4392
4393,Bones,Rabbit in a hat,What ,Blueer ,Yellow tracksuit,Mist in the artic,35.323447944192864,4393
4394,Goo,Sock monkey,2D,Quirkiebot MK2,Astroquirkie,Mist in the artic,32.374026852255064,4394
4395,Lightning bolts,Long pink,Blank face,Quirkiebot MK2,I hate mondays shirt,Honey melon,26.61570152349238,4395
4396,Orange 1,Artic bobble ,Amazed ,Blue,Bones tee,The blues,4.985953234099902,4396
4397,,Quirky bones squiddies,Quirky bones squiddies,Quirky bones squiddies,Quirky bones squiddies,Blurple,70.57641972519238,4397
4398,Bubbles,Cap blue,What ,Quirkiebot MK2,Arrows,Purple,32.72497482149779,4398
4399,Red 2,Pizza,Quirkie tongue,Orange,Green camo puffa,Simply pink,8.848305447528725,4399
4400,Pierced 2,Thunder,Lazers,Pink,Artic parka,Misty green,41.1520106503191,4400
4401,Rainbow ring,Sock monkey,3 eyes what,Scaley,Explorer,Honey melon,40.16905290207246,4401
4402,Goo,Yellow cap ,Focused,Light purple,Pink raincoat,Dust,22.47204868757782,4402
4403,Pierced 2,Light bulb,Eeerm,Another green,Yellow tracksuit,Pinkish,14.536519847421683,4403
4404,Doughnuts,Blone surf hair,Amazed ,Green pink paint splat,Yellow hoodie,Blurple,30.548108446061928,4404
4405,Goo,Pink beanie,Skull mask,Orange,Yellow backpack,Honey melon,7.44382521944667,4405
4406,Bubbles,Sideway cap blue green,Cutie,Another green,Squiddie tee,The blues,11.587211127899955,4406
4407,Pink 1,Light bulb,What ,Blueer ,Kung fu ,The blues,13.694050841500113,4407
4408,Orange 1,Long brown,Toxic mask,Light purple,Lab coat,Turquoise,10.533833410463568,4408
4409,Bomb,Pirate hat,Vamp,Qurikie bot MK 3,Space hoodie,Just Green,49.57922908421908,4409
4410,Lightning bolts,Squiddie pink,Spooked,Light purple,Lab coat,Pinkish,10.954920381216656,4410
4411,Lightning,Rabbit in a hat,Cutie,Quirkie bot MK 1,Yellow tracksuit,Simply pink,34.269957834851475,4411
4412,Red 2,Antlers,Ooze eyes,Qurikie bot MK 3,Reflective space hoodie,Simply pink,14.466422984105673,4412
4413,Pink 1,Sheriff,Goggles ,Peach,Red bandana adventurer ,Honey melon,14.677078845016519,4413
4414,Graff bubble,Head band ,Anxious,Greeeen,Casual jacket ,Pinkish,19.452404299811125,4414
4415,Gold ring,Watermelon helmet,Nearly focused,Quirkiebot MK2,Explorer,Neutral,21.6291582408561,4415
4416,Blue 2,Archaeology hat,Tongue out,Qurikie bot MK 3,Pink hoodie,Misty green,20.716508127971217,4416
4417,White 27,Blue bmx helmet,3 eyes what,Yellow,Blue tee with chain,Misty turquoise,30.40763373810828,4417
4418,Double green,Party hat,Need coffee,Yellow,Reflective space hoodie,Pinkish,6.81184354192701,4418
4419,Purple 2,Blue surfer,Eeerm,Quirkie bot MK 1,Red bandana adventurer ,Pinkish,18.469306073376583,4419
4420,Feather,Rabbit in a hat,Eeerm,Scaley,Pink camo puffa,Mist in the artic,46.27860716152078,4420
4421,Goo,Blue surfer,Need coffee,Another green,Leather jacket gold chain,Turquoise,5.898757911384673,4421
4422,Overgrown,Mad science,2D,Quirkie bot MK 1,Tuesday office shirt,Mist in the artic,45.646527148684925,4422
4423,Bubbles,Bear hug,3 eyes happy,Quirk green,trash tee,Mist in the artic,27.668657811821973,4423
4424,White 27,Paper plane,Zipped,Quirkie bot MK 1,Purple suit,Purple with stars,47.47238934879131,4424
4425,Bomb,Squiddie green,Cutie,Scaley,Punk rock,Turquoise,39.677363316124186,4425
4426,Blue 2,Blue dreds,Proud,Light purple,Quirkbot mk1,Honey melon,12.149053784810093,4426
4427,Bomb,Bubble brains,Hockey mask,Pink,Red bandana adventurer ,ultra rare rainbow,61.447108681395,4427
4428,Diamond rings,Blue surfer,White eyes shock,Another green,Artic parka,Misty pink,36.587425353482324,4428
4429,Feather,Paper plane,Bubblegum,Quirk green,Arrows,Pinkish,13.061970836849609,4429
4430,Rainbow ring,Wings hat,Quirkie tongue,Another green,Quirkbot mk2,Misty pink,36.51720204907829,4430
4431,Red 2,Blone surf hair,White eyes shock,Green pink paint splat,Pink camo puffa,Blurple,29.07319421324937,4431
4432,Bubbles,Squiddie pink,Spooked,Quirkiebot MK1 2 gold edition,Pink hoodie,The blues,32.02295246102347,4432
4433,Gold ring,Green goo,Anxious,Yellow,Pyjamas,Purple,29.494758819195997,4433
