,Head,Face,Body,Skin,Background,Rarity score,Token Id
8050,Flat Cap Blue,Star Struck,Turtleneck Grey,Red,Tangerine,64.73679588661513,8050
8051,Backwards Hat Red,Beard,Kimono Pink,Normal,Yellow,27.742488533509675,8051
8052,Mohawk Purple,Squad,Kimono Blue,Normal,Red,27.725409889977026,8052
8053,Sombrero,Squad,Hawaiian Shirt,Olive Green,Blue,45.93974984570748,8053
8054,Beanie Orange,Blushing,Poncho,Leopard Pink,Blue,47.85897460521735,8054
8055,Backwards Hat Red,Winking,Scarf Blue,Dark Gray,Blue,24.60639778971003,8055
8056,Grizzly Bear Hat,Scar,Scarf Green,Light Gray,Pink,55.038412315667216,8056
8057,Headband,Circle Glasses,Hoodie Pink,Normal,Purple,10.726975723700754,8057
8058,Headband,Goggles,Huddle Shirt,Normal,Tangerine,22.00223609763286,8058
8059,None,Normal,Bow Tie Blue,Mint,Pink,58.99657815695956,8059
8060,Durag Blue,Cute,Heart,Dark Gray,Beige,41.48463168717848,8060
8061,Flat Cap Blue,Winking,Puffer Green,Maroon,Blue,35.007500696974596,8061
8062,Hat Blue,Eyepatch,Bow Tie Pink,Red,Purple,57.128888179444594,8062
8063,Bucket Hat Tan,Blushing,Big P,Light Gray,Pink,46.65932608994628,8063
8064,Hat Red,Cross Eyed,Christmas Sweater Blue,Olive Green,Tangerine,55.1583330133771,8064
8065,Party Hat,Winking,Shirt Blue,Normal,Blue,2.7588566737699676,8065
8066,Jester's Hat,Eyepatch,Bronze Medal,Dark Gray,Mint,39.942480962470775,8066
8067,Jester's Hat,Goggles,Kimono Brown,Normal,Beige,24.126957942419207,8067
8068,Wizard Hat,Circle Glasses,Suit Red,Normal,Purple,15.096513639384757,8068
8069,Mohawk Purple,Beard,Gold Medal,Leopard Pink,Blue,60.33322408102537,8069
8070,Headband,Circle Glasses,Crop Top,Normal,Blue,6.751486369791575,8070
8071,Top Hat,Cute,Tank Top Yellow,Normal,Red,23.5956613105312,8071
8072,Beanie Gray,Clout Goggles,Big P,Cream,Purple,55.3811131158203,8072
8073,Backwards Hat Red,Cute,Kimono White,Maroon,Beige,51.23439387039041,8073
8074,Hatched,Winking,Kimono Orange,Normal,Mint,11.60094616368386,8074
8075,Mohawk Green,Winking,Scarf Pink,Light Gray,Red,42.95823260897117,8075
8076,Sombrero,Winking,Scarf Green,Olive Green,Blue,35.744313693837036,8076
8077,Bowl Cut,Monocle,Tank Top Blue,Cream,Yellow,60.624392029527584,8077
8078,Bucket Hat Tan,Monocle,Lei Pink,Normal,Yellow,24.65814659555648,8078
8079,Viking Helmet,Normal,Lei Blue,Normal,Red,20.562842592945184,8079
8080,Pirate Hat,Monocle,Lei Pink,Olive Green,Blue,46.36811958174763,8080
8081,Bucket Hat Green,Monocle,Kimono Brown,Normal,Blue,8.48222134867805,8081
8082,Mohawk Purple,Blushing,Apron,Dark Gray,Pink,41.2103784959105,8082
8083,Beanie Orange,Eyepatch,Surfboard Necklace,Dark Gray,Tangerine,43.043897686574454,8083
8084,Grizzly Bear Hat,Cross Eyed,Christmas Sweater Red,Normal,Beige,22.756110384165986,8084
8085,Biker Helmet,Handlebar Bear,Shirt Red,Light Gray,Blue,42.18722183860939,8085
8086,Sombrero,Normal,Lei Purple,Dark Gray,Pink,42.83829263036118,8086
8087,Backwards Hat Blue,Cucumbers,Turtleneck Green,Light Gray,Red,54.90130885425825,8087
8088,Durag Blue,Circle Glasses,Scarf Green,Olive Green,Beige,46.55658622468983,8088
8089,Headband,Monocle,Turtleneck Green,Normal,Red,22.84182944768848,8089
8090,Fish Blue,Circle Glasses,Kimono Red,Normal,Tangerine,17.71831313101511,8090
8091,Mohawk Green,Blushing,Bow Tie Black,Mint,Yellow,54.28442812905541,8091
8092,Sombrero,Scouter,Hoodie Black,Normal,Red,33.15731354610034,8092
8093,Flat Cap Blue,Cross Eyed,Tribal Necklace,Dark Gray,Purple,40.19946270360942,8093
8094,Flat Cap Blue,Mustache,Heart,Light Gray,Purple,47.070665387559124,8094
8095,Viking Helmet,Beard,Vote 4 Pudgy,Normal,Mint,18.626506410719553,8095
8096,Beanie Gray,Monocle,Bow Tie Black,Light Gray,Red,50.37765053702099,8096
8097,Grizzly Bear Hat,Winking,Hawaiian Shirt,Red,Red,58.32829568151096,8097
8098,Hat Blue,Blushing,Hoodie Pink,Normal,Mint,7.299959980357289,8098
8099,Bucket Hat Tan,Monocle,Huddle Shirt,Maroon,Purple,49.486607238226064,8099
8100,Durag Red,Handlebar Bear,Pudgy Man,Dark Gray,Purple,47.224893764857754,8100
8101,Durag Blue,Blushing,Silver Medal,Normal,Tangerine,12.594823799186864,8101
8102,Santa Hat,Normal,Bow Tie Blue,Light Gray,Tangerine,39.30839240674578,8102
8103,Beanie Pink,Circle Glasses,Lei Blue,Light Gray,Blue,34.784793863754984,8103
8104,Afro With Pick,Winking,Hoodie Black,Dark Gray,Beige,33.61958799587603,8104
8105,Beanie Gray,Cute,Scarf Blue,Light Gray,Beige,41.24465725219561,8105
8106,Top Hat,Circle Glasses,Lei Blue,Normal,Beige,13.93137911339072,8106
8107,Beanie Pink,Blushing,Shirt Blue,Dark Gray,Red,41.94724547568678,8107
8108,Fish Green,Aviator,Scarf Green,Olive Green,Yellow,60.96707740856703,8108
8109,Beanie Orange,Star Glasses,Poncho,Cream,Red,63.999898056497074,8109
8110,Top Hat,Winking,Silver Medal,Cream,Beige,45.614166247881876,8110
8111,None,Aviator,Christmas Sweater Blue,Normal,Mint,19.29479852316204,8111
8112,Bucket Hat Green,Cute,Christmas Lights,Mint,Tangerine,55.14119074122118,8112
8113,Panda Hat,Normal,Shirt Blue,Normal,Yellow,18.489316183006128,8113
8114,Grizzly Bear Hat,Beard,Scarf Green,Olive Green,Purple,52.742321752070886,8114
8115,Beanie Gray,Handlebar Bear,Lab Coat,Light Gray,Beige,47.053459487681536,8115
8116,Durag Red,Blushing,Puffer Blue,Leopard Gray,Beige,57.21456097151167,8116
8117,Camo Helmet,Winking,Bow Tie Black,Olive Green,Pink,51.86836095208702,8117
8118,Beanie Orange,Circle Glasses,Poncho,Dark Gray,Tangerine,37.1665533575282,8118
8119,Camo Helmet,Cross Eyed,Shirt Blue,Red,Yellow,62.9204536707219,8119
8120,Beanie Orange,Mustache,Scarf Pink,Normal,Mint,20.28868773531958,8120
8121,Camo Helmet,Circle Glasses,Shirt Red,Cream,Mint,43.42086953365798,8121
8122,Top Hat,Eyepatch,Lei Purple,Dark Gray,Purple,40.07956514237857,8122
8123,Beanie Orange,Cross Eyed,Fish Lover,Normal,Tangerine,22.224946790338386,8123
8124,Headband,Winking,Kimono Red,Normal,Pink,17.101428542118843,8124
8125,Grizzly Bear Hat,Cucumbers,Kimono Pink,Cream,Purple,57.38589498379988,8125
8126,Mohawk Purple,Football,Turtleneck Green,Normal,Blue,14.513934809350362,8126
8127,Viking Helmet,Clout Goggles,Bath Robe,Maroon,Mint,50.37766596324374,8127
8128,Fish Gold,Circle Glasses,Overalls,Olive Green,Pink,59.42489583532078,8128
8129,Durag Blue,Normal,Lei Assorted,Light Gray,Mint,35.53872406024009,8129
8130,Bucket Hat Tan,Star Glasses,Bow Tie Blue,Light Gray,Blue,41.63891983511715,8130
8131,Cowboy Hat,Football,Kimono Red,Cream,Yellow,62.81766560306493,8131
8132,Durag Red,Blushing,Bath Robe,Normal,Tangerine,12.13218687389898,8132
8133,Viking Helmet,Cute,Shirt Red,Dark Gray,Pink,47.327643270413986,8133
8134,Hatched,Blushing,Fish Lover,Maroon,Mint,45.73408501765203,8134
8135,Viking Helmet,Circle Glasses,Kimono Abstract,Cream,Purple,49.675102801166,8135
8136,Beanie Pink,Squad,Christmas Lights,Light Gray,Blue,41.15908664995093,8136
8137,Sombrero,Mustache,Lab Coat,Cream,Purple,55.946549680310575,8137
8138,Mohawk Purple,Aviator,Poncho,Baby Pink,Tangerine,56.700441316197626,8138
8139,Beanie Gray,Star Glasses,Heart,Cream,Red,65.19936725774429,8139
8140,Flat Cap Blue,Circle Glasses,Kimono White,Normal,Purple,12.012169772890747,8140
8141,Durag Blue,Circle Glasses,Kimono Brown,Dark Gray,Blue,28.10205010708155,8141
8142,Flat Cap Blue,Normal,Scarf Blue,Dark Gray,Yellow,37.457786862292885,8142
8143,Hat Blue,Normal,Turtleneck Green,Dark Gray,Beige,33.56809948353332,8143
8144,Pirate Hat,Squad,Tank Top Yellow,Baby Pink,Yellow,60.452975107716014,8144
8145,Sombrero,Eyepatch,Lei Pink,Cream,Red,61.58388872373166,8145
8146,Sombrero,Normal,Biker Jacket,Dark Gray,Pink,44.87737060638408,8146
8147,Durag Red,Aviator,Tank Top Blue,Dark Gray,Tangerine,45.63130659059538,8147
8148,Bucket Hat Tan,Beard,Puffer Green,Dark Gray,Pink,53.10215711382307,8148
8149,Beanie Orange,Beard,Lei Assorted,Light Gray,Red,55.312553676813025,8149
8150,Mohawk Purple,Football,Kimono Red,Dark Gray,Mint,41.98158593295596,8150
8151,Rice Hat,Winking,Huddle Shirt,Maroon,Yellow,50.75456068492365,8151
8152,Beanie Gray,Aviator,Bronze Medal,Olive Green,Mint,50.46341394736504,8152
8153,Headband,Normal,Ice Coat,Light Gray,Tangerine,37.286460561763654,8153
8154,Beanie Gray,Cute,Vote 4 Pudgy,Dark Gray,Blue,31.974616423727177,8154
8155,Beanie Gray,Star Glasses,Silver Medal,Olive Green,Red,63.520163206475914,8155
8156,Macaroni,Football,Huddle Shirt,Baby Pink,Tangerine,57.762814772302875,8156
8157,Egg Gold,Circle Glasses,Pudgy Man,Normal,Red,27.12565793744495,8157
8158,None,Cute,Hawaiian Shirt,Red,Beige,57.21452819383125,8158
8159,Viking Helmet,Blushing,Huddle Shirt,Normal,Tangerine,12.06365249961102,8159
8160,Grizzly Bear Hat,Beard,Christmas Sweater Red,Maroon,Blue,49.82946036064556,8160
8161,Flat Cap Blue,Scouter,Surfboard Necklace,Cream,Pink,66.82723704717661,8161
8162,Jester's Hat,Normal,Kimono Pink,Mint,Mint,49.74373358386142,8162
8163,Flat Cap Tan,Cucumbers,Surfboard Necklace,Normal,Yellow,27.63969275198999,8163
8164,Grizzly Bear Hat,Winking,Lab Coat,Light Gray,Purple,33.85954507549426,8164
8165,Cowboy Hat,Squad,Kimono Orange,Normal,Tangerine,21.385287884621366,8165
8166,Party Hat,Winking,Tank Top Blue,Light Gray,Yellow,41.518856454839565,8166
8167,Flat Cap Tan,Cute,Surfboard Necklace,Maroon,Pink,57.83136457281359,8167
8168,Sideways Red,Winking,Turtleneck Pink,Normal,Mint,9.818834500172551,8168
8169,Beanie Pink,Beard,Hawaiian Shirt,Normal,Purple,22.824733452397616,8169
8170,Afro With Pick,Winking,Hoodie Black,Baby Pink,Yellow,50.497565449108436,8170
8171,Fish Green,Winking,Scarf Pink,Light Gray,Red,45.322867191062215,8171
8172,Wizard Hat,Winking,Lei Purple,Olive Green,Mint,41.41602596980346,8172
8173,Bucket Hat Tan,Star Glasses,Kimono Red,Maroon,Pink,64.25696848827349,8173
8174,Pirate Hat,Winking,Lei Pink,Baby Pink,Blue,39.80533123140962,8174
8175,Fish Green,Monocle,Silver Medal,Mint,Red,67.03282282459355,8175
8176,Flower Crown,Cute,Kimono Brown,Normal,Blue,11.755060783822183,8176
8177,Pirate Hat,Squad,Tank Top Yellow,Light Gray,Tangerine,46.265285239930435,8177
8178,Polar Bear Hat,Blushing,Apron,Baby Pink,Mint,44.75743833953306,8178
8179,Bowl Cut,Clout Goggles,Surfboard Necklace,Dark Gray,Blue,39.94249060457377,8179
8180,Sideways Blue,Winking,Kimono Pink,Maroon,Red,55.15832144453652,8180
8181,Bucket Hat Green,Circle Glasses,Suit Blue,Normal,Purple,12.114969411792597,8181
8182,Santa Hat,Handlebar Bear,Silver Medal,Dark Gray,Tangerine,47.49901198982505,8182
8183,Beanie Gray,Beard,Turtleneck Pink,Dark Gray,Tangerine,44.67174048154451,8183
8184,Santa Hat,Winking,Hoodie Pink,Ice,Red,64.01710395547305,8184
8185,Afro With Pick,Cross Eyed,Lei Pink,Dark Gray,Mint,39.13708924479934,8185
8186,Egg,Monocle,Pudgy Man,Normal,Blue,16.775898939529064,8186
8187,Mohawk Purple,Mustache,Kimono Brown,Normal,Blue,15.456354787660995,8187
8188,Crown,Cross Eyed,Lab Coat,Normal,Red,29.781616638069615,8188
8189,Cowboy Hat,Scar,Ice Coat,Dark Gray,Blue,39.05149358204284,8189
8190,Headband,Squad,Kimono Gold,Light Gray,Blue,38.07474856727614,8190
8191,Grizzly Bear Hat,Goggles,Hawaiian Shirt,Dark Gray,Blue,40.38795440856611,8191
8192,Ninja Headband,Circle Glasses,Bath Robe,Normal,Red,22.910354180775048,8192
8193,Headband,Circle Glasses,Puffer Orange,Cream,Red,54.14734009447027,8193
8194,Biker Helmet,Beard,Lei Blue,Baby Pink,Beige,59.647758848489495,8194
8195,Flat Cap Black,Winking,Kimono Brown,Normal,Red,16.51879379612175,8195
8196,Fish Blue,Star Glasses,Turtleneck Blue,Normal,Purple,22.63623981379099,8196
8197,None,Goggles,Overalls,Dark Gray,Purple,44.911632011512054,8197
8198,Sideways Blue,Cute,Lab Coat,Normal,Yellow,24.29825724968831,8198
8199,None,Winking,Overalls,Light Gray,Blue,28.89027834285561,8199
8200,Santa Hat,Football,Shirt Blue,Olive Green,Yellow,60.48728278760529,8200
8201,Flat Cap Tan,Squad,Heart,Normal,Mint,16.878752559541535,8201
8202,Grizzly Bear Hat,Winking,Scarf Pink,Normal,Tangerine,12.217801827473275,8202
8203,Biker Helmet,Squad,Silver Medal,Red,Yellow,67.7353570603623,8203
8204,Ninja Headband,Cute,Tribal Necklace,Normal,Beige,21.43664721538423,8204
8205,Party Hat,Blushing,Apron,Normal,Yellow,17.050001733164482,8205
8206,Flower Crown,Circle Glasses,Turtleneck Grey,Normal,Blue,9.664573346095091,8206
8207,Mohawk Green,Squad,Shirt Red,Dark Gray,Beige,41.193276715297735,8207
8208,Flat Cap Blue,Blushing,Lei Purple,Cream,Yellow,48.86975157714148,8208
8209,Flat Cap Tan,Football,Surfboard Necklace,Normal,Purple,21.162590688696177,8209
8210,Durag Blue,Squad,Turtleneck Blue,Red,Purple,56.25496401482387,8210
8211,Crown,Normal,Kimono Pink,Normal,Yellow,22.464805536314234,8211
8212,Flat Cap Blue,Squad,Christmas Sweater Blue,Normal,Purple,17.547027316619374,8212
8213,Headband,Circle Glasses,Huddle Shirt,Leopard Pink,Mint,51.62856583052694,8213
8214,Durag Blue,Squad,Hoodie Pink,Cream,Beige,54.60996930649651,8214
8215,Panda Hat,Blushing,Puffer Blue,Baby Pink,Blue,42.06732235184309,8215
8216,Mohawk Purple,Aviator,Suit Blue,Normal,Pink,30.604133273133392,8216
8217,Bowl Cut,Football,Kimono Pink,Mint,Purple,63.79438747684455,8217
8218,None,Handlebar Bear,Turtleneck Blue,Cream,Yellow,61.30980327644481,8218
8219,Party Hat,Winking,Lei Pink,Light Gray,Purple,35.09326989474431,8219
8220,Cowboy Hat,Beard,Tribal Necklace,Mint,Mint,57.31736831676284,8220
8221,Pirate Hat,Blushing,Kimono Orange,Normal,Red,20.751347792879002,8221
8222,Flat Cap Tan,Winking,Shirt Blue,Maroon,Tangerine,42.03280450758819,8222
8223,Hat Blue,Handlebar Bear,Hoodie Black,Baby Pink,Purple,55.02128353969056,8223
8224,Ninja Headband,Circle Glasses,Fish Lover,Dark Gray,Tangerine,42.03297996723524,8224
8225,Bucket Hat Green,Cute,Scarf Green,Cream,Tangerine,49.281083158487306,8225
8226,Mohawk Purple,Winking,Huddle Shirt,Light Gray,Purple,32.814246405238954,8226
8227,Hatched,Winking,Bath Robe,Dark Gray,Blue,28.581844726540606,8227
8228,Flat Cap Blue,Winking,Kimono Pink,Normal,Purple,8.705068939530975,8228
8229,Rice Hat,Blushing,Big P,Normal,Mint,12.23502893859499,8229
8230,Flat Cap Blue,Blushing,Scarf Pink,Light Gray,Beige,34.93888534410837,8230
8231,Santa Hat,Star Glasses,Turtleneck Green,Cream,Beige,56.87184281599394,8231
8232,Camo Helmet,Circle Glasses,Hoodie Pink,Normal,Pink,22.39623067108419,8232
8233,Top Hat,Clout Goggles,Kimono Blue,Olive Green,Purple,53.54766719317779,8233
8234,Mohawk Green,Clout Goggles,Huddle Shirt,Gold,Pink,73.08142789670443,8234
8235,Egg,Blushing,Tribal Necklace,Baby Pink,Beige,50.25773755107006,8235
8236,Egg Gold,Normal,Tank Top Blue,Dark Gray,Purple,36.36118478024278,8236
8237,Party Hat,Blushing,Bow Tie Black,Light Gray,Purple,35.16169629809548,8237
8238,Pirate Hat,Star Glasses,Kimono Abstract,Normal,Blue,18.98635334401716,8238
8239,Fish Blue,Clout Goggles,Vote 4 Pudgy,Normal,Red,30.946832146849424,8239
8240,Rice Hat,Blushing,Huddle Shirt,Mint,Tangerine,52.039754738020626,8240
8241,Pirate Hat,Squad,Turtleneck Blue,Maroon,Blue,45.5970201192454,8241
8242,Jester's Hat,Squad,Lei Assorted,Light Gray,Pink,55.655248694950096,8242
8243,Santa Hat,Circle Glasses,Ice Coat,Dark Gray,Purple,36.56680526297935,8243
8244,Bucket Hat Tan,Monocle,Lei Blue,Baby Pink,Mint,50.326337482822645,8244
8245,Camo Helmet,Blushing,Poncho,Normal,Purple,9.69898513983954,8245
8246,Party Hat,Blushing,Shirt Blue,Olive Green,Beige,44.02059449593529,8246
8247,Bucket Hat Tan,Eyepatch,Turtleneck Blue,Dark Gray,Beige,42.49554940982359,8247
8248,Hat Red,Blushing,Scarf Blue,Normal,Yellow,14.976619934333932,8248
8249,Hat Blue,Goggles,Shark Tooth Necklace,Light Gray,Tangerine,50.63474603231458,8249
8250,Pirate Hat,Squad,Lei Assorted,Dark Gray,Blue,38.12612910687884,8250
8251,Beanie Pink,Blushing,Bath Robe,Maroon,Tangerine,46.43659611934602,8251
8252,Jester's Hat,Handlebar Bear,Shirt Blue,Dark Gray,Beige,45.20293878099229,8252
8253,Grizzly Bear Hat,Cute,Lab Coat,Normal,Purple,15.233665302893701,8253
8254,Mohawk Purple,Normal,Turtleneck Blue,Normal,Pink,19.08914526304557,8254
8255,Sombrero,Normal,Tank Top Yellow,Cream,Tangerine,47.13908986357162,8255
8256,Jester's Hat,Aviator,Turtleneck Grey,Light Gray,Pink,55.141154107360734,8256
8257,Flat Cap Blue,Scar,Hawaiian Shirt,Maroon,Pink,61.738171086047885,8257
8258,Hat Red,Star Glasses,Christmas Lights,Olive Green,Purple,54.52439292313742,8258
8259,Mohawk Green,Monocle,Lei Blue,Light Gray,Red,50.87459514099601,8259
8260,Bucket Hat Tan,Beard,Lei Purple,Cream,Tangerine,57.197395563177245,8260
8261,Flower Crown,Cute,Bow Tie Pink,Light Gray,Beige,45.871163410134166,8261
8262,Ninja Headband,Star Glasses,Lei Pink,Olive Green,Red,66.17604092972445,8262
8263,Camo Helmet,Circle Glasses,Lei Pink,Light Gray,Yellow,44.51749282575007,8263
8264,Durag Blue,Clout Goggles,Lei Purple,Dark Gray,Tangerine,44.551819787140516,8264
8265,Mohawk Green,Cute,Shark Tooth Necklace,Normal,Blue,11.600851690429009,8265
8266,None,Goggles,Bow Tie Blue,Light Gray,Purple,47.60186368430207,8266
8267,Headband,Cute,Turtleneck Blue,Baby Pink,Blue,41.99865879026509,8267
8268,Cowboy Hat,Cute,Bow Tie Pink,Dark Gray,Purple,38.05758123430786,8268
8269,None,Monocle,Turtleneck Blue,Leopard Pink,Tangerine,62.303694413536725,8269
8270,Beanie Gray,Hero Mask Blue,Christmas Lights,Leopard Pink,Beige,70.76826254545492,8270
8271,Pirate Hat,Normal,Shirt Red,Normal,Beige,12.64619855767517,8271
8272,Flat Cap Tan,Cucumbers,Suit Red,Cream,Blue,51.2345037704691,8272
8273,Sombrero,Monocle,Turtleneck Grey,Olive Green,Blue,44.397556700615276,8273
8274,Afro With Pick,Winking,Tank Top Yellow,Dark Gray,Purple,31.22068429689805,8274
8275,Jester's Hat,Normal,Hoodie Pink,Cream,Tangerine,49.02395681615785,8275
8276,Headband,Cute,Poncho,Light Gray,Beige,40.97048118212373,8276
8277,Mohawk Green,Blushing,Overalls,Maroon,Yellow,49.38379603108469,8277
8278,Crown,Normal,Bow Tie Black,Normal,Pink,23.475823521743607,8278
8279,Wizard Hat,Scouter,Pudgy Man,Normal,Mint,25.857698709632952,8279
8280,Ninja Headband,Squad,Kimono Pink,Mint,Pink,70.04857832637235,8280
8281,Mohawk Purple,Blushing,Christmas Sweater Blue,Baby Pink,Mint,43.557940217987586,8281
8282,Pirate Hat,Monocle,Bow Tie Black,Dark Gray,Yellow,47.48182537385293,8282
8283,Backwards Hat Red,Normal,Shirt Blue,Normal,Beige,10.195735007775445,8283
8284,Hat Blue,Winking,Bow Tie Pink,Normal,Blue,3.2386725098828046,8284
8285,Flat Cap Tan,Eyepatch,Lei Blue,Maroon,Yellow,57.57435969880233,8285
8286,Mohawk Purple,Scar,Turtleneck Blue,Maroon,Pink,62.06371419473463,8286
8287,Backwards Hat Red,Normal,Shirt Blue,Maroon,Tangerine,43.35220790272455,8287
8288,Mohawk Green,Beard,Lei Blue,Normal,Purple,19.84319307737904,8288
8289,Durag Blue,Normal,Kimono Blue,Normal,Mint,9.973086013048622,8289
8290,Backwards Hat Red,Monocle,Suit Blue,Dark Gray,Purple,40.33650060424787,8290
8291,Camo Helmet,Winking,Lab Coat,Light Gray,Red,42.22138105631926,8291
8292,None,Cucumbers,Shirt Red,Maroon,Pink,62.11507545193455,8292
8293,Flat Cap Blue,Blushing,Poncho,Olive Green,Yellow,48.18436925082307,8293
8294,Durag Blue,Eyepatch,Fish Lover,Olive Green,Mint,51.44007219372353,8294
8295,Santa Hat,Circle Glasses,Shirt Red,Light Gray,Pink,46.4365517695191,8295
8296,Hat Red,Cross Eyed,Lei Purple,Cream,Blue,46.762274189825405,8296
8297,Mohawk Green,Cute,Turtleneck Green,Olive Green,Beige,49.52088213833116,8297
8298,Top Hat,Cucumbers,Hawaiian Shirt,Normal,Tangerine,22.927481025506065,8298
8299,Headband,Mustache,Suit Blue,Baby Pink,Blue,51.73142137998183,8299
8300,Mohawk Purple,Cross Eyed,Overalls,Cream,Blue,47.1906188650532,8300
8301,Fish Green,Villain Mask,Hawaiian Shirt,Light Gray,Blue,46.11120918579981,8301
8302,Bowl Cut,Cute,Lei Purple,Mint,Tangerine,58.65388506435792,8302
8303,Mohawk Green,Blushing,Turtleneck Pink,Dark Gray,Yellow,38.94852426791423,8303
8304,Mohawk Green,Blushing,Scarf Blue,Normal,Purple,8.379552820197402,8304
8305,Rice Hat,Circle Glasses,Bronze Medal,Mint,Blue,47.704690314360306,8305
8306,Hat Blue,Clout Goggles,Overalls,Light Gray,Mint,42.27279243965193,8306
8307,Macaroni,Monocle,Scarf Green,Dark Gray,Beige,40.57633043052651,8307
8308,Wizard Hat,Clout Goggles,Turtleneck Blue,Light Gray,Purple,44.67175205128672,8308
8309,Flat Cap Tan,Cucumbers,Christmas Sweater Blue,Dark Gray,Beige,46.796537524395795,8309
8310,Camo Helmet,Circle Glasses,Lei Blue,Normal,Blue,7.059943119279727,8310
8311,Viking Helmet,Scouter,Vote 4 Pudgy,Maroon,Mint,55.82662705195611,8311
8312,Durag Red,Winking,Lei Pink,Leopard Pink,Yellow,61.326937834437466,8312
8313,Fish Orange,Clout Goggles,Pudgy Man,Maroon,Mint,56.443490429007184,8313
8314,Mohawk Green,Winking,Lei Pink,Normal,Beige,11.292524120717491,8314
8315,Santa Hat,Blushing,Scarf Green,Maroon,Blue,36.60115921432404,8315
8316,Beanie Pink,Blushing,Poncho,Baby Pink,Mint,45.28855951057187,8316
8317,Flat Cap Tan,Football,Big P,Light Gray,Red,56.837558272884245,8317
8318,Viking Helmet,Star Glasses,Kimono Abstract,Dark Gray,Pink,56.39210217944872,8318
8319,Cowboy Hat,Cucumbers,Biker Jacket,Light Gray,Beige,49.94934249805794,8319
8320,Mohawk Green,Cucumbers,Lei Pink,Olive Green,Red,63.26313905036242,8320
8321,Mohawk Green,Circle Glasses,Kimono Red,Normal,Yellow,19.363230708228677,8321
8322,Hat Blue,Eyepatch,Hawaiian Shirt,Olive Green,Red,59.99031311710774,8322
8323,Beanie Gray,Circle Glasses,Turtleneck Pink,Normal,Blue,6.6315579576178925,8323
8324,Ninja Headband,Circle Glasses,Vote 4 Pudgy,Maroon,Mint,45.648387160565086,8324
8325,Flower Crown,Mustache,Crop Top,Normal,Purple,27.228538554925063,8325
8326,Top Hat,Blushing,Bath Robe,Normal,Tangerine,10.281515769276638,8326
8327,Mohawk Purple,Normal,Vote 4 Pudgy,Normal,Purple,9.8874016542447,8327
8328,Durag Blue,Normal,Surfboard Necklace,Normal,Mint,8.97919680419698,8328
8329,Sideways Red,Winking,Hawaiian Shirt,Maroon,Blue,39.47979005066262,8329
8330,Afro With Pick,Aviator,Silver Medal,Dark Gray,Yellow,49.74368345352117,8330
8331,Flat Cap Tan,Eyepatch,Hoodie Black,Dark Gray,Mint,38.43455115435325,8331
8332,Beanie Gray,Clout Goggles,Lei Blue,Dark Gray,Beige,44.0377483360302,8332
8333,Flat Cap Blue,Normal,Hoodie Pink,Normal,Purple,9.116306044316055,8333
8334,Flat Cap Tan,Mustache,Biker Jacket,Light Gray,Beige,51.28588816474914,8334
8335,Ninja Headband,Winking,Vote 4 Pudgy,Normal,Beige,13.53725535204828,8335
8336,Durag Red,Aviator,Lei Purple,Normal,Beige,22.996084815842956,8336
8337,Wizard Hat,Blushing,Turtleneck Blue,Light Gray,Pink,44.36316611541013,8337
8338,Egg Gold,Squad,Silver Medal,Normal,Beige,24.19551738473239,8338
8339,Fish Green,Football,Swordman,Maroon,Purple,58.4997106738801,8339
8340,Bucket Hat Tan,Villain Mask,Kimono Brown,Red,Mint,60.573019203186526,8340
8341,Headband,Beard,Fish Lover,Red,Mint,57.64290178454873,8341
8342,Camo Helmet,Normal,Vote 4 Pudgy,Light Gray,Blue,30.038405570507816,8342
8343,Top Hat,Eyepatch,Tribal Necklace,Normal,Tangerine,21.196865586396978,8343
8344,Backwards Hat Red,Monocle,Turtleneck Grey,Light Gray,Blue,35.43591478314221,8344
8345,None,Monocle,Puffer Green,Dark Gray,Beige,41.98147217339136,8345
8346,Jester's Hat,Blushing,Tank Top Yellow,Mint,Mint,46.796470040193576,8346
8347,Backwards Hat Red,Winking,Kimono Brown,Baby Pink,Yellow,48.40708380000915,8347
8348,Camo Helmet,Winking,Lei Pink,Light Gray,Mint,32.368718974426564,8348
8349,Jester's Hat,Winking,Surfboard Necklace,Normal,Beige,12.680458031557501,8349
8350,Flat Cap Blue,Football,Turtleneck Pink,Maroon,Yellow,59.37351144194235,8350
8351,Bucket Hat Green,Circle Glasses,Lei Pink,Normal,Blue,5.5348787528690035,8351
8352,Macaroni,Blushing,Bath Robe,Normal,Red,17.358525967756464,8352
8353,Camo Helmet,Winking,Lei Pink,Mint,Blue,42.101460355303466,8353
8354,Beanie Gray,Winking,Scarf Green,Red,Tangerine,49.40100578894552,8354
8355,Panda Hat,Eyepatch,Swordman,Light Gray,Pink,57.71146701428758,8355
8356,Sombrero,Normal,Scarf Blue,Normal,Pink,19.346213767182775,8356
8357,Sombrero,Beard,Tank Top Yellow,Normal,Red,28.65068952407148,8357
8358,Mohawk Purple,Normal,Bow Tie Pink,Dark Gray,Tangerine,35.55575256892444,8358
8359,Camo Helmet,Hero Mask Blue,Bow Tie Blue,Baby Pink,Purple,59.39070577207772,8359
8360,Grizzly Bear Hat,Cross Eyed,Tribal Necklace,Normal,Purple,20.08304025782019,8360
8361,Egg,Aviator,Turtleneck Green,Normal,Tangerine,23.578648222659957,8361
