,Theme,Asset,Rarity,Rarity score,Token Id
2615,Cyberpunk,Crane,None,3.1254109442756666,2615
2616,Underworld,BloodMoon,None,0.0,2616
2617,Eastern Gem,FestivalLanterns,None,4.9137339298169085,2617
2618,Underworld,BloodMoon,None,0.0,2618
2619,Cyberpunk,Crane,None,3.1254109442756666,2619
2620,Underworld,BloodMoon,None,0.0,2620
2621,Underworld,BooGhost2,None,6.802352429126818,2621
2622,Spacestation,Comet,None,4.562758308242018,2622
2623,Eastern Gem,CreepyDoll,None,7.905434573581349,2623
2624,Cyberpunk,Lanterns,None,0.33427123746773374,2624
2625,Eastern Gem,FestivalLanterns,None,4.9137339298169085,2625
2626,Underworld,BooGhost1,None,5.649124032334166,2626
2627,Fantasy,Yggdrasil,None,2.022313754702422,2627
2628,Cyberpunk,Lanterns,None,0.33427123746773374,2628
2629,Cyberpunk,Gator,None,5.699270284557822,2629
2630,Cyberpunk,Crane,None,3.1254109442756666,2630
2631,Spacestation,LaserCanons,None,6.367800723238065,2631
2632,Eastern Gem,Rainbow,None,2.2395881031578204,2632
2633,Cyberpunk,Gator,None,5.699270284557822,2633
2634,Fantasy,YggdrasilCrystals,None,2.089167400469057,2634
2635,Eastern Gem,Rainbow,None,2.2395881031578204,2635
2636,Fantasy,YggdrasilVenom,None,2.139307634622334,2636
2637,Cyberpunk,Crane,None,3.1254109442756666,2637
2638,Spacestation,ConstructionSite,None,4.211770650297435,2638
2639,Fantasy,YggdrasilCrystals,None,2.089167400469057,2639
2640,Spacestation,Comet,None,4.562758308242018,2640
2641,Cyberpunk,Lanterns,None,0.33427123746773374,2641
2642,Spacestation,Comet,None,4.562758308242018,2642
2643,Eastern Gem,ShrineGate,None,7.5711663453205045,2643
2644,Eastern Gem,Bridge,None,2.089167400469057,2644
2645,Spacestation,Comet,None,4.562758308242018,2645
2646,Fantasy,YggdrasilVenom,None,2.139307634622334,2646
2647,Eastern Gem,NinjaNoob,None,6.718782363112267,2647
