,Theme,Asset,Rarity,Rarity score,Token Id
0,Fantasy,NiddhogEthereal,Legendary,100.0,0
1,Cyberpunk,Lanterns,Legendary,92.14611085705496,1
2,Spacestation,Earth,Legendary,96.35713226989533,2
3,Eastern Gem,GoldenDragon,Legendary,100.0,3
4,Underworld,BooGhost2,Legendary,98.61303659820267,4
5,Fantasy,OkKaiju,None,8.18956256757445,5
6,Fantasy,YggdrasilVenom,None,2.139307634622334,6
7,Cyberpunk,Lanterns,None,0.33427123746773374,7
8,Underworld,BloodMoon,None,0.0,8
9,Spacestation,ConstructionSite,None,4.211770650297435,9
10,Cyberpunk,Crane,None,3.1254109442756666,10
11,Cyberpunk,Gator,None,5.699270284557822,11
12,Underworld,BloodMoon,None,0.0,12
13,Cyberpunk,Crane,None,3.1254109442756666,13
14,Cyberpunk,Lanterns,None,0.33427123746773374,14
15,Eastern Gem,Crystals,None,7.972288219347984,15
16,Spacestation,DockingBay,None,6.100386140514923,16
17,Eastern Gem,Bridge,None,2.089167400469057,17
18,Spacestation,Earth,None,4.546047905606616,18
19,Spacestation,Comet,None,4.562758308242018,19
20,Cyberpunk,Lanterns,None,0.33427123746773374,20
21,Fantasy,YggdrasilVenom,None,2.139307634622334,21
22,Eastern Gem,Rainbow,None,2.2395881031578204,22
23,Spacestation,Earth,None,4.546047905606616,23
24,Cyberpunk,Crane,None,3.1254109442756666,24
25,Cyberpunk,Lanterns,None,0.33427123746773374,25
26,Cyberpunk,Crane,None,3.1254109442756666,26
27,Fantasy,YggdrasilVenom,None,2.139307634622334,27
28,Spacestation,Comet,None,4.562758308242018,28
29,Spacestation,ConstructionSite,None,4.211770650297435,29
30,Cyberpunk,Kong,None,7.521026110938295,30
31,Cyberpunk,Lanterns,None,0.33427123746773374,31
32,Eastern Gem,Rainbow,None,2.2395881031578204,32
33,Cyberpunk,Hazmat,None,6.6185049035547365,33
34,Eastern Gem,Bridge,None,2.089167400469057,34
35,Underworld,DemonicStatues,None,7.48759928828391,35
36,Fantasy,Yggdrasil,None,2.022313754702422,36
37,Spacestation,Comet,None,4.562758308242018,37
38,Fantasy,YggdrasilVenom,None,2.139307634622334,38
39,Eastern Gem,ShrineGate,None,7.5711663453205045,39
40,Underworld,Scarecrow,None,8.122708922036747,40
41,Eastern Gem,Rainbow,None,2.2395881031578204,41
42,Eastern Gem,Rainbow,None,2.2395881031578204,42
43,Spacestation,Earth,None,4.546047905606616,43
44,Fantasy,YggdrasilVenom,None,2.139307634622334,44
45,Spacestation,BioFrame,None,7.253611528329619,45
46,Fantasy,YggdrasilVenom,None,2.139307634622334,46
47,Eastern Gem,Bridge,None,2.089167400469057,47
48,Underworld,ShopSign,None,3.4763865659650244,48
49,Spacestation,LaserCanons,None,6.367800723238065,49
50,Cyberpunk,Lanterns,None,0.33427123746773374,50
51,Fantasy,YggdrasilCrystals,None,2.089167400469057,51
52,Eastern Gem,Bridge,None,2.089167400469057,52
53,Underworld,BloodMoon,None,0.0,53
54,Spacestation,SpaceChimp,None,7.370605408249531,54
55,Cyberpunk,Lanterns,None,0.33427123746773374,55
56,Spacestation,Earth,None,4.546047905606616,56
57,Spacestation,BioFrame,None,7.253611528329619,57
58,Cyberpunk,Gator,None,5.699270284557822,58
59,Underworld,BooGhost2,None,6.802352429126818,59
60,Eastern Gem,FestivalLanterns,None,4.9137339298169085,60
61,Spacestation,DockingBay,None,6.100386140514923,61
62,Underworld,BooGhost1,None,5.649124032334166,62
63,Underworld,BloodMoon,None,0.0,63
64,Underworld,BloodMoon,None,0.0,64
65,Fantasy,YggdrasilCrystals,None,2.089167400469057,65
66,Spacestation,LaserCanons,None,6.367800723238065,66
67,Underworld,ShopSign,None,3.4763865659650244,67
68,Fantasy,YggdrasilCrystals,None,2.089167400469057,68
69,Cyberpunk,Lanterns,None,0.33427123746773374,69
70,Underworld,BloodMoon,None,0.0,70
71,Fantasy,YggdrasilVenom,None,2.139307634622334,71
72,Eastern Gem,Bridge,None,2.089167400469057,72
73,Cyberpunk,Gator,None,5.699270284557822,73
74,Eastern Gem,Bridge,None,2.089167400469057,74
75,Fantasy,YggdrasilVenom,None,2.139307634622334,75
76,Underworld,ShopSign,None,3.4763865659650244,76
77,Fantasy,Yggdrasil,None,2.022313754702422,77
78,Eastern Gem,Rainbow,None,2.2395881031578204,78
79,Fantasy,YggdrasilVenom,None,2.139307634622334,79
80,Underworld,BooGhost2,None,6.802352429126818,80
81,Fantasy,Yggdrasil,None,2.022313754702422,81
82,Underworld,ShopSign,None,3.4763865659650244,82
83,Fantasy,YggdrasilVenom,None,2.139307634622334,83
84,Cyberpunk,Lanterns,None,0.33427123746773374,84
85,Fantasy,Yggdrasil,None,2.022313754702422,85
86,Spacestation,BioFrame,None,7.253611528329619,86
87,Cyberpunk,Hazmat,None,6.6185049035547365,87
88,Spacestation,Comet,None,4.562758308242018,88
89,Underworld,BloodMoon,None,0.0,89
90,Underworld,BloodMoon,None,0.0,90
91,Fantasy,Yggdrasil,None,2.022313754702422,91
92,Underworld,ShopSign,None,3.4763865659650244,92
93,Spacestation,LaserCanons,None,6.367800723238065,93
94,Underworld,BooGhost1,None,5.649124032334166,94
95,Fantasy,YggdrasilVenom,None,2.139307634622334,95
96,Eastern Gem,Bridge,None,2.089167400469057,96
97,Cyberpunk,Lanterns,None,0.33427123746773374,97
98,Underworld,BloodMoon,None,0.0,98
99,Fantasy,YggdrasilVenom,None,2.139307634622334,99
100,Underworld,BooGhost1,None,5.649124032334166,100
101,Underworld,DemonicStatues,None,7.48759928828391,101
102,Spacestation,LaserCanons,None,6.367800723238065,102
103,Underworld,ShopSign,None,3.4763865659650244,103
104,Fantasy,Yggdrasil,None,2.022313754702422,104
105,Eastern Gem,Rainbow,None,2.2395881031578204,105
106,Underworld,BooGhost1,None,5.649124032334166,106
107,Spacestation,SpaceChimp,None,7.370605408249531,107
108,Eastern Gem,Bridge,None,2.089167400469057,108
109,Underworld,BooGhost2,None,6.802352429126818,109
110,Spacestation,Earth,None,4.546047905606616,110
111,Fantasy,YggdrasilCrystals,None,2.089167400469057,111
112,Cyberpunk,Gator,None,5.699270284557822,112
113,Fantasy,Yggdrasil,None,2.022313754702422,113
114,Fantasy,YggdrasilVenom,None,2.139307634622334,114
115,Cyberpunk,Gator,None,5.699270284557822,115
116,Fantasy,YggdrasilVenom,None,2.139307634622334,116
117,Eastern Gem,Bridge,None,2.089167400469057,117
118,Eastern Gem,Bridge,None,2.089167400469057,118
119,Eastern Gem,Bridge,None,2.089167400469057,119
120,Spacestation,ConstructionSite,None,4.211770650297435,120
121,Eastern Gem,Bridge,None,2.089167400469057,121
122,Fantasy,YggdrasilVenom,None,2.139307634622334,122
123,Underworld,BloodMoon,None,0.0,123
124,Eastern Gem,FestivalLanterns,None,4.9137339298169085,124
125,Eastern Gem,Bridge,None,2.089167400469057,125
126,Cyberpunk,Lanterns,None,0.33427123746773374,126
127,Cyberpunk,Lanterns,None,0.33427123746773374,127
128,Spacestation,ConstructionSite,None,4.211770650297435,128
129,Underworld,Dullahan,None,7.855294339313605,129
130,Cyberpunk,Lanterns,None,0.33427123746773374,130
131,Fantasy,YggdrasilCrystals,None,2.089167400469057,131
132,Cyberpunk,Crane,None,3.1254109442756666,132
133,Fantasy,Yggdrasil,None,2.022313754702422,133
134,Eastern Gem,Bridge,None,2.089167400469057,134
135,Spacestation,LaserCanons,None,6.367800723238065,135
136,Underworld,ShopSign,None,3.4763865659650244,136
137,Eastern Gem,Rainbow,None,2.2395881031578204,137
138,Cyberpunk,Crane,None,3.1254109442756666,138
139,Fantasy,YggdrasilCrystals,None,2.089167400469057,139
140,Underworld,BooGhost2,None,6.802352429126818,140
141,Cyberpunk,Lanterns,None,0.33427123746773374,141
142,Spacestation,Comet,None,4.562758308242018,142
143,Spacestation,Earth,None,4.546047905606616,143
144,Eastern Gem,Bridge,None,2.089167400469057,144
145,Spacestation,ConstructionSite,None,4.211770650297435,145
146,Fantasy,Yggdrasil,None,2.022313754702422,146
147,Eastern Gem,Bridge,None,2.089167400469057,147
148,Fantasy,YggdrasilCrystals,None,2.089167400469057,148
149,Spacestation,WcDonalds,None,8.055855276384579,149
150,Cyberpunk,Cybercar,None,8.039141865000152,150
151,Eastern Gem,Bridge,None,2.089167400469057,151
152,Eastern Gem,Rainbow,None,2.2395881031578204,152
153,Underworld,ShopSign,None,3.4763865659650244,153
154,Eastern Gem,Bridge,None,2.089167400469057,154
155,Eastern Gem,Rainbow,None,2.2395881031578204,155
156,Spacestation,DockingBay,None,6.100386140514923,156
157,Fantasy,YggdrasilCrystals,None,2.089167400469057,157
158,Fantasy,YggdrasilCrystals,None,2.089167400469057,158
159,Fantasy,YggdrasilCrystals,None,2.089167400469057,159
160,Cyberpunk,Lanterns,None,0.33427123746773374,160
161,Fantasy,YggdrasilCrystals,None,2.089167400469057,161
162,Spacestation,Earth,None,4.546047905606616,162
163,Eastern Gem,NinjaNoob,None,6.718782363112267,163
164,Fantasy,Yggdrasil,None,2.022313754702422,164
165,Eastern Gem,Rainbow,None,2.2395881031578204,165
166,Fantasy,YggdrasilVenom,None,2.139307634622334,166
167,Eastern Gem,Rainbow,None,2.2395881031578204,167
168,Eastern Gem,Bridge,None,2.089167400469057,168
169,Fantasy,YggdrasilCrystals,None,2.089167400469057,169
170,Cyberpunk,Gator,None,5.699270284557822,170
171,Spacestation,DockingBay,None,6.100386140514923,171
172,Cyberpunk,Crane,None,3.1254109442756666,172
173,Underworld,ShopSign,None,3.4763865659650244,173
174,Cyberpunk,Gator,None,5.699270284557822,174
175,Underworld,BooGhost1,None,5.649124032334166,175
176,Spacestation,Comet,None,4.562758308242018,176
177,Underworld,BloodMoon,None,0.0,177
178,Cyberpunk,Gator,None,5.699270284557822,178
179,Fantasy,YggdrasilVenom,None,2.139307634622334,179
180,Eastern Gem,FestivalLanterns,None,4.9137339298169085,180
181,Fantasy,Yggdrasil,None,2.022313754702422,181
182,Underworld,BloodMoon,None,0.0,182
183,Fantasy,YggdrasilVenom,None,2.139307634622334,183
184,Eastern Gem,Bridge,None,2.089167400469057,184
185,Eastern Gem,NinjaNoob,None,6.718782363112267,185
186,Underworld,BloodMoon,None,0.0,186
187,Eastern Gem,NinjaNoob,None,6.718782363112267,187
188,Eastern Gem,Rainbow,None,2.2395881031578204,188
189,Fantasy,YggdrasilVenom,None,2.139307634622334,189
190,Eastern Gem,CreepyDoll,None,7.905434573581349,190
191,Underworld,BloodMoon,None,0.0,191
192,Eastern Gem,ShrineGate,None,7.5711663453205045,192
193,Underworld,BloodMoon,None,0.0,193
194,Cyberpunk,Lanterns,None,0.33427123746773374,194
195,Cyberpunk,Lanterns,None,0.33427123746773374,195
196,Spacestation,Comet,None,4.562758308242018,196
197,Eastern Gem,Bridge,None,2.089167400469057,197
198,Eastern Gem,Rainbow,None,2.2395881031578204,198
199,Spacestation,ConstructionSite,None,4.211770650297435,199
200,Fantasy,YggdrasilCrystals,None,2.089167400469057,200
201,Eastern Gem,FestivalLanterns,None,4.9137339298169085,201
202,Fantasy,YggdrasilVenom,None,2.139307634622334,202
203,Eastern Gem,Bridge,None,2.089167400469057,203
204,Cyberpunk,Crane,None,3.1254109442756666,204
205,Fantasy,Yggdrasil,None,2.022313754702422,205
206,Fantasy,Yggdrasil,None,2.022313754702422,206
207,Fantasy,YggdrasilCrystals,None,2.089167400469057,207
208,Spacestation,SpaceWalk,None,7.470885876785018,208
209,Eastern Gem,Bridge,None,2.089167400469057,209
210,Spacestation,Earth,None,4.546047905606616,210
211,Eastern Gem,Rainbow,None,2.2395881031578204,211
212,Fantasy,YggdrasilVenom,None,2.139307634622334,212
213,Underworld,ShopSign,None,3.4763865659650244,213
214,Fantasy,YggdrasilCrystals,None,2.089167400469057,214
215,Fantasy,YggdrasilVenom,None,2.139307634622334,215
216,Cyberpunk,Lanterns,None,0.33427123746773374,216
217,Cyberpunk,Hazmat,Epic,97.6773623564277,217
218,Cyberpunk,Lanterns,None,0.33427123746773374,218
219,Cyberpunk,Gator,None,5.699270284557822,219
220,Spacestation,Comet,None,4.562758308242018,220
221,Cyberpunk,Hazmat,None,6.6185049035547365,221
222,Eastern Gem,Rainbow,None,2.2395881031578204,222
223,Cyberpunk,Hazmat,None,6.6185049035547365,223
224,Cyberpunk,Crane,None,3.1254109442756666,224
225,Cyberpunk,Hazmat,None,6.6185049035547365,225
226,Spacestation,Earth,None,4.546047905606616,226
227,Underworld,MurderofCrows,None,8.18956256757445,227
228,Spacestation,Earth,None,4.546047905606616,228
229,Fantasy,YggdrasilVenom,None,2.139307634622334,229
230,Fantasy,YggdrasilVenom,None,2.139307634622334,230
231,Fantasy,YggdrasilCrystals,None,2.089167400469057,231
232,Underworld,BloodMoon,None,0.0,232
233,Underworld,BloodMoon,None,0.0,233
234,Cyberpunk,Lanterns,None,0.33427123746773374,234
235,Eastern Gem,Rainbow,None,2.2395881031578204,235
236,Spacestation,ConstructionSite,None,4.211770650297435,236
237,Cyberpunk,Lanterns,None,0.33427123746773374,237
238,Spacestation,BioFrame,None,7.253611528329619,238
239,Fantasy,YggdrasilVenom,None,2.139307634622334,239
240,Underworld,BloodMoon,None,0.0,240
241,Spacestation,Earth,None,4.546047905606616,241
242,Cyberpunk,Crane,None,3.1254109442756666,242
243,Underworld,BloodMoon,None,0.0,243
244,Spacestation,Earth,None,4.546047905606616,244
245,Fantasy,YggdrasilCrystals,None,2.089167400469057,245
246,Eastern Gem,Bridge,None,2.089167400469057,246
247,Eastern Gem,Bridge,None,2.089167400469057,247
248,Cyberpunk,Crane,None,3.1254109442756666,248
249,Underworld,ShopSign,None,3.4763865659650244,249
250,Cyberpunk,Crane,None,3.1254109442756666,250
251,Underworld,ShopSign,None,3.4763865659650244,251
252,Spacestation,StormTrooper,None,8.08928209915343,252
253,Fantasy,Niddhog,Epic,99.09771948212189,253
254,Cyberpunk,Gator,None,5.699270284557822,254
255,Underworld,BloodMoon,None,0.0,255
256,Fantasy,YggdrasilVenom,None,2.139307634622334,256
257,Fantasy,YggdrasilVenom,None,2.139307634622334,257
258,Eastern Gem,ShrineGate,None,7.5711663453205045,258
259,Eastern Gem,Rainbow,None,2.2395881031578204,259
260,Cyberpunk,Wally,None,7.855294339428072,260
261,Spacestation,Comet,None,4.562758308242018,261
262,Cyberpunk,Lanterns,None,0.33427123746773374,262
263,Underworld,ShopSign,None,3.4763865659650244,263
264,Eastern Gem,ShrineGate,None,7.5711663453205045,264
265,Fantasy,Yggdrasil,None,2.022313754702422,265
266,Underworld,BooGhost2,None,6.802352429126818,266
267,Eastern Gem,Rainbow,None,2.2395881031578204,267
268,Eastern Gem,FestivalLanterns,None,4.9137339298169085,268
269,Eastern Gem,ShrineGate,None,7.5711663453205045,269
270,Spacestation,ConstructionSite,None,4.211770650297435,270
271,Eastern Gem,Rainbow,None,2.2395881031578204,271
272,Eastern Gem,Rainbow,None,2.2395881031578204,272
273,Fantasy,YggdrasilVenom,None,2.139307634622334,273
274,Underworld,ShopSign,None,3.4763865659650244,274
275,Spacestation,ConstructionSite,None,4.211770650297435,275
276,Eastern Gem,Bridge,None,2.089167400469057,276
277,Fantasy,Yggdrasil,None,2.022313754702422,277
278,Underworld,BloodMoon,None,0.0,278
279,Eastern Gem,Bridge,None,2.089167400469057,279
280,Spacestation,Comet,None,4.562758308242018,280
281,Cyberpunk,Lanterns,None,0.33427123746773374,281
282,Underworld,ShopSign,None,3.4763865659650244,282
283,Underworld,BooGhost1,None,5.649124032334166,283
284,Spacestation,Earth,None,4.546047905606616,284
285,Underworld,BooGhost1,None,5.649124032334166,285
286,Spacestation,ConstructionSite,None,4.211770650297435,286
287,Fantasy,Yggdrasil,None,2.022313754702422,287
288,Underworld,BooGhost1,None,5.649124032334166,288
289,Spacestation,DockingBay,None,6.100386140514923,289
290,Spacestation,BioFrame,None,7.253611528329619,290
291,Underworld,BooGhost1,None,5.649124032334166,291
292,Spacestation,DockingBay,None,6.100386140514923,292
293,Eastern Gem,Bridge,None,2.089167400469057,293
294,Fantasy,Yggdrasil,None,2.022313754702422,294
295,Spacestation,Earth,None,4.546047905606616,295
296,Underworld,ShopSign,None,3.4763865659650244,296
297,Fantasy,YggdrasilVenom,None,2.139307634622334,297
298,Fantasy,YggdrasilCrystals,None,2.089167400469057,298
299,Underworld,BloodMoon,None,0.0,299
300,Eastern Gem,Bridge,None,2.089167400469057,300
301,Fantasy,YggdrasilVenom,None,2.139307634622334,301
302,Cyberpunk,Crane,None,3.1254109442756666,302
303,Spacestation,Talking,None,7.83858092792918,303
304,Cyberpunk,Lanterns,None,0.33427123746773374,304
305,Cyberpunk,Crane,None,3.1254109442756666,305
306,Underworld,ShopSign,None,3.4763865659650244,306
307,Fantasy,Yggdrasil,None,2.022313754702422,307
308,Underworld,ShopSign,None,3.4763865659650244,308
309,Fantasy,Niddhog,Epic,99.09771948212189,309
310,Underworld,BloodMoon,None,0.0,310
311,Cyberpunk,Lanterns,None,0.33427123746773374,311
312,Eastern Gem,Rainbow,None,2.2395881031578204,312
313,Spacestation,Comet,None,4.562758308242018,313
314,Spacestation,SpaceChimp,None,7.370605408249531,314
315,Spacestation,DockingBay,None,6.100386140514923,315
316,Spacestation,Earth,None,4.546047905606616,316
317,Cyberpunk,Lanterns,None,0.33427123746773374,317
318,Eastern Gem,Bridge,None,2.089167400469057,318
319,Eastern Gem,Bridge,None,2.089167400469057,319
320,Underworld,DemonicStatues,None,7.48759928828391,320
321,Cyberpunk,Crane,None,3.1254109442756666,321
322,Spacestation,Comet,None,4.562758308242018,322
323,Cyberpunk,Hazmat,None,6.6185049035547365,323
324,Fantasy,YggdrasilCrystals,None,2.089167400469057,324
325,Cyberpunk,Gator,None,5.699270284557822,325
326,Spacestation,Comet,None,4.562758308242018,326
327,Underworld,BloodMoon,None,0.0,327
328,Cyberpunk,Lanterns,None,0.33427123746773374,328
329,Eastern Gem,Bridge,None,2.089167400469057,329
330,Spacestation,Earth,None,4.546047905606616,330
331,Fantasy,Yggdrasil,None,2.022313754702422,331
332,Cyberpunk,Crane,None,3.1254109442756666,332
333,Underworld,BloodMoon,None,0.0,333
334,Cyberpunk,Crane,None,3.1254109442756666,334
335,Fantasy,Yggdrasil,None,2.022313754702422,335
336,Fantasy,YggdrasilVenom,None,2.139307634622334,336
337,Cyberpunk,Lanterns,None,0.33427123746773374,337
338,Cyberpunk,Crane,None,3.1254109442756666,338
339,Cyberpunk,Crane,None,3.1254109442756666,339
340,Underworld,Dullahan,None,7.855294339313605,340
341,Spacestation,Comet,None,4.562758308242018,341
342,Fantasy,YggdrasilCrystals,None,2.089167400469057,342
343,Cyberpunk,Crane,None,3.1254109442756666,343
344,Eastern Gem,Rainbow,None,2.2395881031578204,344
345,Spacestation,SpaceWalk,None,7.470885876785018,345
346,Underworld,BloodMoon,None,0.0,346
347,Fantasy,YggdrasilCrystals,None,2.089167400469057,347
348,Eastern Gem,Bridge,None,2.089167400469057,348
349,Eastern Gem,Bridge,None,2.089167400469057,349
350,Eastern Gem,Rainbow,None,2.2395881031578204,350
351,Cyberpunk,Kong,None,7.521026110938295,351
352,Eastern Gem,Bridge,None,2.089167400469057,352
353,Underworld,BloodMoon,None,0.0,353
354,Cyberpunk,Gator,None,5.699270284557822,354
355,Spacestation,Comet,None,4.562758308242018,355
356,Fantasy,YggdrasilVenom,None,2.139307634622334,356
357,Cyberpunk,Lanterns,None,0.33427123746773374,357
358,Fantasy,YggdrasilCrystals,None,2.089167400469057,358
359,Cyberpunk,Crane,None,3.1254109442756666,359
360,Spacestation,LaserCanons,None,6.367800723238065,360
361,Eastern Gem,Rainbow,None,2.2395881031578204,361
362,Cyberpunk,Lanterns,None,0.33427123746773374,362
363,Underworld,BloodMoon,None,0.0,363
364,Eastern Gem,Rainbow,None,2.2395881031578204,364
365,Cyberpunk,Lanterns,None,0.33427123746773374,365
366,Eastern Gem,NinjaNoob,None,6.718782363112267,366
367,Cyberpunk,Lanterns,None,0.33427123746773374,367
368,Underworld,BooGhost2,None,6.802352429126818,368
369,Fantasy,YggdrasilCrystals,None,2.089167400469057,369
370,Fantasy,YggdrasilCrystals,None,2.089167400469057,370
371,Fantasy,YggdrasilCrystals,None,2.089167400469057,371
372,Fantasy,YggdrasilCrystals,None,2.089167400469057,372
373,Spacestation,ConstructionSite,None,4.211770650297435,373
374,Fantasy,YggdrasilVenom,None,2.139307634622334,374
375,Cyberpunk,Gator,None,5.699270284557822,375
376,Underworld,ShopSign,None,3.4763865659650244,376
377,Eastern Gem,Bridge,None,2.089167400469057,377
378,Spacestation,ConstructionSite,None,4.211770650297435,378
379,Fantasy,YggdrasilVenom,None,2.139307634622334,379
380,Cyberpunk,Crane,None,3.1254109442756666,380
381,Cyberpunk,Wally,None,7.855294339428072,381
382,Spacestation,ConstructionSite,None,4.211770650297435,382
383,Fantasy,YggdrasilVenom,None,2.139307634622334,383
384,Underworld,ShopSign,None,3.4763865659650244,384
385,Underworld,ShopSign,None,3.4763865659650244,385
386,Eastern Gem,Rainbow,None,2.2395881031578204,386
387,Cyberpunk,Crane,None,3.1254109442756666,387
388,Underworld,BloodMoon,None,0.0,388
389,Fantasy,YggdrasilVenom,None,2.139307634622334,389
390,Cyberpunk,Gator,None,5.699270284557822,390
391,Spacestation,DockingBay,None,6.100386140514923,391
392,Eastern Gem,Rainbow,None,2.2395881031578204,392
393,Spacestation,Mecha,Epic,99.16457312788852,393
394,Cyberpunk,Kong,None,7.521026110938295,394
395,Underworld,BloodMoon,None,0.0,395
396,Eastern Gem,Bridge,None,2.089167400469057,396
397,Cyberpunk,Crane,None,3.1254109442756666,397
398,Spacestation,ConstructionSite,None,4.211770650297435,398
399,Cyberpunk,Lanterns,None,0.33427123746773374,399
400,Fantasy,Yggdrasil,None,2.022313754702422,400
401,Underworld,BooGhost2,None,6.802352429126818,401
402,Underworld,BloodMoon,None,0.0,402
403,Fantasy,YggdrasilVenom,None,2.139307634622334,403
404,Eastern Gem,Bridge,None,2.089167400469057,404
405,Cyberpunk,Wally,None,7.855294339428072,405
406,Eastern Gem,Bridge,None,2.089167400469057,406
407,Fantasy,Yggdrasil,None,2.022313754702422,407
408,Underworld,BloodMoon,None,0.0,408
409,Fantasy,YggdrasilCrystals,None,2.089167400469057,409
410,Underworld,BloodMoon,None,0.0,410
411,Cyberpunk,Lanterns,None,0.33427123746773374,411
412,Eastern Gem,FestivalLanterns,None,4.9137339298169085,412
413,Underworld,BloodMoon,None,0.0,413
414,Fantasy,YggdrasilCrystals,None,2.089167400469057,414
415,Fantasy,Yggdrasil,None,2.022313754702422,415
416,Fantasy,YggdrasilCrystals,None,2.089167400469057,416
417,Spacestation,Earth,None,4.546047905606616,417
418,Cyberpunk,Gator,None,5.699270284557822,418
419,Spacestation,Earth,None,4.546047905606616,419
420,Cyberpunk,Gator,None,5.699270284557822,420
421,Eastern Gem,Bridge,None,2.089167400469057,421
422,Fantasy,YggdrasilVenom,None,2.139307634622334,422
423,Underworld,BloodMoon,None,0.0,423
424,Eastern Gem,Bridge,None,2.089167400469057,424
425,Spacestation,Comet,None,4.562758308242018,425
426,Fantasy,Yggdrasil,None,2.022313754702422,426
427,Cyberpunk,Hazmat,None,6.6185049035547365,427
428,Fantasy,YggdrasilVenom,None,2.139307634622334,428
429,Spacestation,Comet,None,4.562758308242018,429
430,Fantasy,YggdrasilCrystals,None,2.089167400469057,430
431,Cyberpunk,Hazmat,None,6.6185049035547365,431
432,Cyberpunk,Crane,None,3.1254109442756666,432
433,Fantasy,YggdrasilCrystals,None,2.089167400469057,433
434,Eastern Gem,Rainbow,None,2.2395881031578204,434
435,Fantasy,YggdrasilVenom,None,2.139307634622334,435
436,Eastern Gem,Rainbow,None,2.2395881031578204,436
437,Spacestation,DockingBay,None,6.100386140514923,437
438,Cyberpunk,Crane,None,3.1254109442756666,438
439,Fantasy,YggdrasilCrystals,None,2.089167400469057,439
440,Eastern Gem,Rainbow,None,2.2395881031578204,440
441,Fantasy,YggdrasilVenom,None,2.139307634622334,441
442,Underworld,BloodMoon,None,0.0,442
443,Fantasy,YggdrasilCrystals,None,2.089167400469057,443
444,Fantasy,Yggdrasil,None,2.022313754702422,444
445,Cyberpunk,Gator,None,5.699270284557822,445
446,Cyberpunk,Hazmat,None,6.6185049035547365,446
447,Eastern Gem,ShrineGate,None,7.5711663453205045,447
448,Eastern Gem,Bridge,None,2.089167400469057,448
449,Spacestation,ConstructionSite,None,4.211770650297435,449
450,Underworld,BloodMoon,None,0.0,450
451,Spacestation,ConstructionSite,None,4.211770650297435,451
452,Underworld,ShopSign,None,3.4763865659650244,452
453,Underworld,BloodMoon,None,0.0,453
454,Spacestation,SpaceWalk,None,7.470885876785018,454
455,Underworld,ShopSign,None,3.4763865659650244,455
456,Fantasy,YggdrasilVenom,None,2.139307634622334,456
457,Eastern Gem,Rainbow,None,2.2395881031578204,457
458,Underworld,BloodMoon,None,0.0,458
459,Cyberpunk,Lanterns,None,0.33427123746773374,459
460,Spacestation,ConstructionSite,None,4.211770650297435,460
461,Eastern Gem,NinjaNoob,None,6.718782363112267,461
462,Fantasy,Yggdrasil,None,2.022313754702422,462
463,Fantasy,YggdrasilCrystals,None,2.089167400469057,463
464,Fantasy,YggdrasilCrystals,None,2.089167400469057,464
465,Cyberpunk,Lanterns,None,0.33427123746773374,465
466,Underworld,BloodMoon,None,0.0,466
467,Fantasy,YggdrasilVenom,None,2.139307634622334,467
468,Cyberpunk,Lanterns,None,0.33427123746773374,468
469,Eastern Gem,Crystals,None,7.972288219347984,469
470,Spacestation,DockingBay,None,6.100386140514923,470
471,Cyberpunk,Lanterns,None,0.33427123746773374,471
472,Underworld,BooGhost1,None,5.649124032334166,472
473,Eastern Gem,Bridge,None,2.089167400469057,473
474,Spacestation,SpaceWalk,None,7.470885876785018,474
475,Underworld,BooGhost1,None,5.649124032334166,475
476,Cyberpunk,Lanterns,None,0.33427123746773374,476
477,Spacestation,Earth,None,4.546047905606616,477
478,Fantasy,YggdrasilCrystals,None,2.089167400469057,478
479,Eastern Gem,Bridge,None,2.089167400469057,479
480,Eastern Gem,FestivalLanterns,None,4.9137339298169085,480
481,Fantasy,YggdrasilCrystals,None,2.089167400469057,481
482,Spacestation,DockingBay,None,6.100386140514923,482
483,Cyberpunk,Lanterns,None,0.33427123746773374,483
484,Spacestation,SpaceWalk,None,7.470885876785018,484
485,Underworld,ShopSign,None,3.4763865659650244,485
486,Underworld,BloodMoon,None,0.0,486
487,Underworld,BloodMoon,None,0.0,487
488,Fantasy,Yggdrasil,None,2.022313754702422,488
489,Cyberpunk,Lanterns,None,0.33427123746773374,489
490,Cyberpunk,Lanterns,None,0.33427123746773374,490
491,Underworld,BooGhost1,None,5.649124032334166,491
492,Underworld,HangmanTree,None,7.888721162082457,492
493,Spacestation,ConstructionSite,None,4.211770650297435,493
494,Cyberpunk,Lanterns,None,0.33427123746773374,494
495,Spacestation,Earth,None,4.546047905606616,495
496,Cyberpunk,Crane,None,3.1254109442756666,496
497,Eastern Gem,Bridge,None,2.089167400469057,497
498,Fantasy,YggdrasilCrystals,None,2.089167400469057,498
499,Eastern Gem,FestivalLanterns,None,4.9137339298169085,499
500,Eastern Gem,Bridge,None,2.089167400469057,500
501,Cyberpunk,Lanterns,None,0.33427123746773374,501
502,Eastern Gem,FestivalLanterns,None,4.9137339298169085,502
503,Fantasy,YggdrasilCrystals,None,2.089167400469057,503
504,Underworld,DemonicStatues,None,7.48759928828391,504
505,Spacestation,ConstructionSite,None,4.211770650297435,505
506,Underworld,BooGhost2,None,6.802352429126818,506
507,Cyberpunk,Lanterns,None,0.33427123746773374,507
508,Cyberpunk,Lanterns,None,0.33427123746773374,508
509,Fantasy,YggdrasilCrystals,None,2.089167400469057,509
