,Background,Headwear,Mouth,Accessory,Eyes,Clothes,Fur,Rarity score,Token Id
7908,Orange,Captain's Hat,Growl,None,Glasses,Sailor,Brown,28.04563101057328,7908
7909,Red,Sportband,Cigarette,None,Look Up,Steel,Orange,11.394403742215411,7909
7910,Orange Fade,Sportband,Herb,None,Pirate Patch,Ryoshi,Orange,13.216260788126712,7910
7911,Orange,Cyborg,Herb,None,Black Mask,Bat,Brown,27.142701638751088,7911
7912,Rainbow,None,Smirk,None,Spirals,No FUD,Orange,9.372871841346138,7912
7913,Red,Sombrero,Cigarette,None,Rocker Makeup,Business Suit,Orange,12.041546296204556,7913
7914,Red,Pirate,Flames,None,Pirate Patch,Doctor,Brown,26.935085565957184,7914
7915,Blue,Sportband,Tongue Out,None,Spirals,No FUD,Brown,26.024104699500732,7915
7916,Beach,Crown,Whistle,None,Look Up,Sailor,Orange,14.718337776804265,7916
7917,Lightning,Cyborg,Bone,None,Red,Wizard Robe,Orange,12.704723924460842,7917
7918,Space,Blonde Hair,Pizza,None,Rocker Makeup,Sailor,Brown,28.660819292734214,7918
7919,Lightning,Top Hat,Pipe,None,Look Forward,Wizard Robe,Orange,11.769984915558988,7919
7920,Red,Army,Growl,None,Laser Eyes,Army,Brown,27.43036042614128,7920
7921,Green,Sombrero,Bone,None,Cyborg,Clown,Orange,12.608881082494902,7921
7922,Beach,Captain's Hat,Mask,None,3D Glasses,Scarf,Black,42.13201583990295,7922
7923,Pyramids,Devil Horns,Pipe,None,Red,Army,Black,38.624493159059114,7923
7924,Pyramids,Devil Horns,Growl,None,Meme Shades,None,Orange,10.907005377996459,7924
7925,Lightning,None,Smirk,None,Wink,Wizard Robe,Orange,8.661765606365716,7925
7926,Orange Fade,Sportband,Pipe,None,Black Mask,Poncho,Orange,12.904633711593242,7926
7927,Space,Party Hat,Mask,None,Wink,Sailor,Orange,12.457131643436503,7927
7928,Red,Crown,Tongue Out,None,Spirals,Scarf,Orange,12.864508077942757,7928
7929,Pyramids,Ryoshi,Growl,None,3D Glasses,Cowboy,Orange,13.679560589115594,7929
7930,Lightning,Party Hat,Herb,None,Classic,Business Suit,Orange,6.871810090549616,7930
7931,Yellow,Party Hat,Normal,None,Look Forward,Army,Orange,6.975701228342871,7931
7932,Orange Fade,Top Hat,Smirk,None,Look Forward,Ryoshi,Brown,28.397308604049943,7932
7933,Snowy Mountains,Top Hat,Pizza,None,3D Glasses,Steel,Brown,28.485181460203833,7933
7934,Green,Sombrero,Growl,None,Crosseyed,Cowboy,Orange,12.68872001714199,7934
7935,Lightning,Sportband,Tongue Out,None,Look Up,Army,Orange,12.768756331286212,7935
7936,Snowy Mountains,Mohawk,Pizza,None,Laser Eyes,Ryoshi,Orange,11.682123253898991,7936
7937,Beach,Pirate,Whistle,None,Classic,Orange Gi,Orange,7.926593574950449,7937
7938,Snowy Mountains,Sportband,Flames,None,Crosseyed,Peace Tank,Brown,28.34934084160863,7938
7939,Purple,None,Herb,None,Meme Shades,Overalls,Orange,6.88786833057911,7939
7940,Orange Fade,Blue Hair,Growl,None,Black Mask,Wizard Robe,Orange,12.968387231695743,7940
7941,Green,Wizard Hat,Pipe,None,Spirals,Astro,Black,38.95198271654869,7941
7942,Yellow,Blue Hair,Bubblegum,None,Glasses,Bat,Orange,11.050700925399685,7942
7943,Orange,Army,Bone,None,3D Glasses,Astro,Brown,28.80461951702802,7943
7944,Lightning,Cowboy Hat,Tongue Out,None,Pirate Patch,Astro,Black,40.350218902921,7944
7945,Rainbow,Sombrero,Growl,None,Laser Eyes,Clown,Brown,30.394767528419564,7945
7946,Snowy Mountains,Cyborg,Party Popper,None,3D Glasses,Poncho,Black,39.82287470539012,7946
7947,Beach,Devil Horns,Flames,None,Rocker Makeup,Rocker Vest,Brown,28.46120037352677,7947
7948,Beach,Mohawk,Normal,None,Cyborg,Army,Brown,24.937483613781392,7948
7949,Green,Party Hat,Mask,None,Crosseyed,Jersey,Black,36.475145771256074,7949
7950,Red,Blonde Hair,Mask,None,Meme Shades,DEV,Orange,12.06552579137184,7950
7951,Yellow,University,Normal,None,Look Forward,Overalls,Black,35.54024775470425,7951
7952,Yellow,Top Hat,Smirk,None,Laser Eyes,Business Suit,Brown,26.088128317722436,7952
7953,Purple,Pirate,Normal,None,Look Forward,Wizard Robe,Orange,7.590994989357791,7953
7954,Pyramids,Captain's Hat,Pipe,None,Wink,Doctor,Orange,14.183002015306261,7954
7955,Lightning,Party Hat,Tongue Out,None,Look Forward,Ryoshi,Brown,26.98299659973126,7955
7956,Rainbow,Ryoshi,Herb,None,Spirals,None,Black,36.802779949835454,7956
7957,Orange Fade,Top Hat,Herb,None,Spirals,Tux Shirt,Orange,12.409221407900729,7957
7958,Pyramids,Devil Horns,Bone,None,Pirate Patch,None,Orange,11.066853462028927,7958
7959,Lightning,Crown,Bubblegum,None,Pirate Patch,None,Orange,12.600907097863749,7959
7960,Red,None,Mask,None,Look Forward,Cowboy,Brown,24.258370008640227,7960
7961,Purple,Party Hat,Normal,None,Glasses,Poncho,Orange,7.343238892628129,7961
7962,Red,Blue Hair,Pipe,None,Wink,Wizard Robe,Brown,26.183916027497734,7962
7963,Orange Fade,Rasta,Normal,None,Glasses,Peace Tank,Brown,27.374421869715988,7963
7964,Pyramids,Army,Normal,None,Pirate Patch,Tux Shirt,Black,38.089119852156664,7964
7965,Yellow,Blue Hair,Herb,None,Pirate Patch,None,Brown,24.993305504131634,7965
7966,Beach,Beanie,Herb,None,Monocle,Sailor,Orange,12.553092753275683,7966
7967,Blue,Sportband,Pizza,None,Rocker Makeup,Doctor,Orange,10.651368800496067,7967
7968,Purple,Blue Hair,Growl,None,Pirate Patch,Orange Gi,Orange,11.1945722725485,7968
7969,Green,Beanie,Growl,None,Monocle,Sailor,Brown,26.223945762040746,7969
7970,Purple,None,Bubblegum,None,Laser Eyes,Tux Shirt,Orange,7.0396393360850835,7970
7971,Orange Fade,Sportband,Smirk,None,Laser Eyes,Clown,Orange,13.408061545027392,7971
7972,Red,Ryoshi,Normal,None,Rocker Makeup,Bat,Brown,23.467283384800318,7972
7973,Red,Clown,Bone,None,Look Forward,Doctor,Brown,27.286543419508096,7973
7974,Purple,Mohawk,Flames,None,Look Forward,Ryoshi,Orange,9.668548557804906,7974
7975,Beach,Beanie,Smirk,None,Cyborg,DEV,Orange,12.936635130213547,7975
7976,Rainbow,Wizard Hat,Mask,None,Wink,Rocker Vest,Orange,15.493378924267684,7976
7977,Purple,Mohawk,Cigarette,None,Spirals,Rocker Vest,Orange,9.460788641405294,7977
7978,Space,Blue Hair,Tongue Out,None,Classic,Poncho,Brown,24.066407844407863,7978
7979,Orange,Devil Horns,Normal,None,Crosseyed,Bat,Black,34.174015377409866,7979
7980,Purple,Army,Pizza,None,Laser Eyes,Orange Gi,Orange,11.618079662158586,7980
7981,Beach,Wizard Hat,Herb,None,Glasses,Rocker Vest,Orange,14.76625519772643,7981
7982,Green,Sportband,Tongue Out,None,Black Mask,Steel,Brown,26.439678862704575,7982
7983,Purple,None,Whistle,None,3D Glasses,Sailor,Brown,22.796155747975796,7983
7984,Rainbow,Wizard Hat,Smirk,None,Monocle,Doctor,Brown,30.39472677196852,7984
7985,Orange,Mohawk,Growl,None,Classic,Bat,Brown,20.710629805742418,7985
7986,Rainbow,Cowboy Hat,Normal,None,Spirals,No FUD,Black,37.09824171739476,7986
7987,Blue,Wizard Hat,Whistle,None,Glasses,Doctor,Orange,12.560940481087322,7987
7988,Orange Fade,Blonde Hair,Smirk,None,Laser Eyes,Sailor,Brown,29.09229667454225,7988
7989,Purple,Rasta,Mask,None,Meme Shades,Rocker Vest,Brown,28.381211211850992,7989
7990,Rainbow,Army,Smirk,None,Black Mask,Doctor,Orange,14.430657417290135,7990
7991,Blue,Pirate,Normal,None,Cyborg,Peace Tank,Orange,8.182317259406926,7991
7992,Rainbow,Cyborg,Mask,None,Pirate Patch,Astro,Orange,15.645138751244525,7992
7993,Pyramids,Ryoshi,Smirk,None,Look Up,Poncho,Brown,29.06047185000334,7993
7994,Red,Clown,Pizza,None,Monocle,Business Suit,Orange,11.626042457440041,7994
7995,Orange,Devil Horns,Normal,None,3D Glasses,Sailor,Brown,24.186405166728843,7995
7996,Rainbow,Blue Hair,Cigarette,None,Spirals,Army,Orange,12.928466163815719,7996
7997,Yellow,Wizard Hat,Normal,None,Crosseyed,Peace Tank,Brown,24.977321578668636,7997
7998,Pyramids,Top Hat,Bubblegum,None,Classic,Poncho,Orange,8.166276593569195,7998
7999,Green,Halo,Cigarette,None,Wink,Overalls,Orange,9.340927157246819,7999
8000,Space,None,Flames,None,Spirals,No FUD,Black,35.44444805219675,8000
8001,Lightning,Beanie,Smirk,None,3D Glasses,Doctor,Brown,28.581066650662763,8001
8002,Purple,Cyborg,Bubblegum,None,Black Mask,None,Orange,9.420700568591865,8002
8003,Space,Captain's Hat,Normal,None,Classic,Peace Tank,Brown,22.50026888570609,8003
8004,Rainbow,Rasta,Cigarette,None,Spirals,Poncho,Brown,29.58773294773439,8004
8005,Red,Blonde Hair,Normal,None,Look Up,Scarf,Orange,10.267571514672118,8005
8006,Yellow,Mohawk,Party Popper,None,3D Glasses,Tux Shirt,Brown,25.35297067144824,8006
8007,Purple,Cyborg,Bubblegum,None,Look Up,DEV,Orange,11.705922146054764,8007
8008,Orange Fade,Mohawk,Party Popper,None,Black Mask,Orange Gi,Orange,11.841940968511928,8008
8009,Orange Fade,Blonde Hair,Bubblegum,None,Wink,Jersey,Orange,13.344032340024532,8009
8010,Space,Blue Hair,Pipe,None,Crosseyed,Jersey,Orange,12.872522811929501,8010
8011,Yellow,Blonde Hair,Cigarette,None,Look Up,Astro,Orange,12.472927786710116,8011
8012,Blue,Halo,Normal,None,Monocle,Sailor,Orange,6.903878633205827,8012
8013,Purple,Cyborg,Bone,None,Meme Shades,Business Suit,Orange,11.010762277828919,8013
8014,Yellow,Blonde Hair,Cigarette,None,Crosseyed,No FUD,Orange,10.994771156868515,8014
8015,Green,None,Tongue Out,None,Spirals,Overalls,Orange,6.744042534987492,8015
8016,Purple,Top Hat,Whistle,None,Laser Eyes,Rocker Vest,Black,36.69888401285616,8016
8017,Orange Fade,Beanie,Tongue Out,None,Black Mask,Scarf,Orange,13.57577253617098,8017
8018,Yellow,Party Hat,Smirk,None,Monocle,Clown,Orange,9.980133285313233,8018
8019,Blue,Sombrero,Cigarette,None,3D Glasses,Poncho,Orange,12.4490609689098,8019
8020,Red,Party Hat,Bubblegum,None,Glasses,Business Suit,Brown,25.67261249456288,8020
8021,Purple,Devil Horns,Normal,None,Classic,Tux Shirt,Orange,3.244121467704017,8021
8022,Lightning,Sportband,Cigarette,None,Spirals,Sailor,Black,38.38480374956716,8022
8023,Blue,Halo,Pizza,None,Meme Shades,Jersey,Brown,24.897545765158473,8023
8024,Yellow,None,Party Popper,None,Look Up,Orange Gi,Brown,23.02783521876454,8024
8025,Blue,Party Hat,Normal,None,Laser Eyes,Poncho,Orange,7.311283826996272,8025
8026,Purple,Beanie,Normal,None,Laser Eyes,None,Orange,6.112823978809775,8026
8027,Purple,Rasta,Growl,None,Rocker Makeup,Poncho,Black,37.73749738661338,8027
8028,Blue,Blue Hair,Herb,None,Classic,Peace Tank,Brown,21.869083890836784,8028
8029,Blue,Halo,Growl,None,Crosseyed,None,Orange,7.391276987491148,8029
8030,Snowy Mountains,Pirate,Growl,None,Rocker Makeup,Peace Tank,Orange,12.30533506219806,8030
8031,Snowy Mountains,Pirate,Pipe,None,Cyborg,Blue Armor,Orange,12.545073220635059,8031
8032,Blue,Army,Normal,None,Look Forward,None,Orange,7.542971289392088,8032
8033,Purple,Cowboy Hat,Whistle,None,Monocle,Ryoshi,Black,37.21014120592916,8033
8034,Yellow,Captain's Hat,Herb,None,Monocle,Cowboy,Orange,12.464981772703716,8034
8035,Red,Halo,Bubblegum,None,Monocle,Peace Tank,Orange,9.396863318070283,8035
8036,Green,Cyborg,Cigarette,None,Laser Eyes,Rocker Vest,Brown,27.334490413030586,8036
8037,Yellow,Army,Whistle,None,Look Up,Orange Gi,Orange,12.137420303167536,8037
8038,Rainbow,Cowboy Hat,Growl,None,Meme Shades,Sailor,Orange,13.487794200276165,8038
8039,Rainbow,Blonde Hair,Mask,None,Wink,Astro,Orange,15.1497600195036,8039
8040,Yellow,None,Normal,None,Look Forward,None,Brown,18.361535638340367,8040
8041,Beach,Crown,Smirk,None,Red,Sailor,Orange,14.40671069299796,8041
8042,Red,Rasta,Mask,None,Spirals,Cowboy,Orange,13.120188612652385,8042
8043,Orange Fade,Halo,Flames,None,Crosseyed,Tux Shirt,Orange,11.666146515951024,8043
8044,Rainbow,Sportband,Bubblegum,None,Meme Shades,Clown,Black,39.4954163100594,8044
8045,Orange Fade,Ryoshi,Normal,None,Monocle,Peace Tank,Orange,10.147950555677747,8045
8046,Lightning,Devil Horns,Mask,None,Glasses,Poncho,Black,39.54335451621993,8046
8047,Orange,None,Party Popper,None,Look Forward,Jersey,Brown,22.939991932727565,8047
8048,Lightning,Blue Hair,Party Popper,None,Crosseyed,Cowboy,Orange,13.327927743636248,8048
8049,Red,University,Tongue Out,None,Cyborg,Overalls,Orange,12.105504392188537,8049
8050,Green,Captain's Hat,Smirk,None,Laser Eyes,Cowboy,Orange,12.808564722331429,8050
8051,Blue,University,Smirk,None,Look Up,Business Suit,Orange,12.60087593339887,8051
8052,Yellow,None,Growl,None,Black Mask,Blue Armor,Orange,6.951768881741538,8052
8053,Beach,Devil Horns,Smirk,None,Pirate Patch,DEV,Orange,12.968583008862538,8053
8054,Snowy Mountains,Cowboy Hat,Mask,None,Look Forward,Astro,Brown,30.730235856067583,8054
8055,Yellow,None,Tongue Out,None,Spirals,Scarf,Orange,7.487074280738075,8055
8056,Rainbow,Ryoshi,Growl,None,Meme Shades,Bat,Brown,28.245540793271022,8056
8057,Green,Rasta,Pizza,None,Red,Overalls,Brown,27.56616508392375,8057
8058,Orange,Blue Hair,Mask,None,3D Glasses,Orange Gi,Black,38.52057246055042,8058
8059,Orange Fade,Mohawk,Bubblegum,None,3D Glasses,None,Orange,10.315789403487788,8059
8060,Yellow,Pirate,Herb,None,Rocker Makeup,Bat,Brown,25.7045875381481,8060
8061,Orange Fade,Clown,Smirk,None,Glasses,Steel,Orange,14.151002992110397,8061
8062,Blue,Pirate,Whistle,None,Glasses,No FUD,Black,36.9945319615162,8062
8063,Space,Ryoshi,Bone,None,Wink,DEV,Brown,28.093686674838636,8063
8064,Rainbow,University,Party Popper,None,Wink,Business Suit,Orange,14.175023231843847,8064
8065,Orange Fade,Crown,Herb,None,Pirate Patch,Army,Orange,14.614466608627216,8065
8066,Yellow,Halo,Mask,None,Monocle,Army,Black,36.01175486626587,8066
8067,Orange,Beanie,Party Popper,None,Pirate Patch,Blue Armor,Orange,10.899079346023305,8067
8068,Lightning,Party Hat,Mask,None,Rocker Makeup,Blue Armor,Orange,11.969736483700853,8068
8069,Lightning,Cyborg,Flames,None,3D Glasses,Business Suit,Brown,29.32402489055093,8069
8070,Lightning,Captain's Hat,Cigarette,None,Monocle,Peace Tank,Black,39.81491030511752,8070
8071,Lightning,Cowboy Hat,Tongue Out,None,Pirate Patch,Scarf,Orange,14.174906571090384,8071
8072,Pyramids,Blue Hair,Normal,None,Crosseyed,Ryoshi,Orange,10.771059284449763,8072
8073,Red,Crown,Party Popper,None,Red,Business Suit,Orange,12.361175334379837,8073
8074,Green,Sombrero,Herb,None,Black Mask,Clown,Brown,28.23739021207507,8074
8075,Yellow,Army,Flames,None,Black Mask,DEV,Orange,11.969620615509328,8075
8076,Orange,Beanie,Cigarette,None,3D Glasses,None,Orange,9.221082448332266,8076
8077,Orange,Halo,Bone,None,Cyborg,Astro,Brown,26.29579712923379,8077
8078,Yellow,Pirate,Smirk,None,Crosseyed,Overalls,Orange,10.355701671766196,8078
8079,Rainbow,Top Hat,Normal,None,Crosseyed,Army,Orange,10.028081073881065,8079
8080,Purple,Pirate,Mask,None,Spirals,Blue Armor,Orange,10.76319636775978,8080
8081,Space,Cowboy Hat,Flames,None,Look Forward,Orange Gi,Brown,29.260126727362724,8081
8082,Green,None,Herb,None,Meme Shades,Business Suit,Orange,7.215445773395802,8082
8083,Yellow,Rasta,Flames,None,Meme Shades,Blue Armor,Orange,11.817794462734877,8083
8084,Green,Sportband,Smirk,None,Classic,Peace Tank,Orange,6.120747624050416,8084
8085,Red,University,Growl,None,Look Forward,Orange Gi,Orange,12.145416662950353,8085
8086,Red,Halo,Flames,None,Monocle,Wizard Robe,Orange,9.31697883328509,8086
8087,Lightning,Wizard Hat,Cigarette,None,Look Forward,Orange Gi,Orange,14.071103324655382,8087
8088,Green,Top Hat,Normal,None,Pirate Patch,DEV,Brown,24.042607336972548,8088
8089,Green,University,Bubblegum,None,Monocle,Blue Armor,Black,38.14497369988849,8089
8090,Rainbow,Wizard Hat,Herb,None,3D Glasses,None,Brown,28.548992518564592,8090
8091,Snowy Mountains,Blonde Hair,Pizza,None,3D Glasses,Wizard Robe,Brown,28.740728550224148,8091
8092,Blue,Top Hat,Normal,None,Wink,Clown,Brown,23.906739546877823,8092
8093,Green,Halo,Cigarette,None,Pirate Patch,Jersey,Brown,25.321071534826228,8093
8094,Yellow,Sombrero,Whistle,None,Red,DEV,Brown,27.662079046261294,8094
8095,Green,Party Hat,Bubblegum,None,Cyborg,Ryoshi,Brown,25.600673222884996,8095
8096,Purple,University,Bubblegum,None,Meme Shades,Tux Shirt,Black,37.98513840771345,8096
8097,Yellow,Sombrero,Party Popper,None,Rocker Makeup,Wizard Robe,Orange,11.338408453220383,8097
8098,Purple,Sombrero,Normal,None,Crosseyed,None,Orange,7.534980517809518,8098
8099,Red,Army,Tongue Out,None,Crosseyed,Bat,Brown,27.086784660126096,8099
8100,Orange Fade,Ryoshi,Bubblegum,None,Meme Shades,Bat,Black,38.70442239361548,8100
8101,Red,Cowboy Hat,Party Popper,None,Pirate Patch,Clown,Brown,27.550205127250837,8101
8102,Purple,Beanie,Pizza,None,Look Forward,Astro,Black,37.44995367573971,8102
8103,Rainbow,Cyborg,Smirk,None,3D Glasses,None,Brown,27.789902531365424,8103
8104,Green,Blonde Hair,Bubblegum,None,Crosseyed,Jersey,Brown,26.767129259332766,8104
8105,Red,Cyborg,Mask,None,Black Mask,Scarf,Orange,13.208068657740393,8105
8106,Pyramids,University,Smirk,None,Meme Shades,Steel,Orange,14.454619328864183,8106
8107,Green,University,Smirk,None,Spirals,Army,Brown,27.41435491915287,8107
8108,Blue,University,Pipe,None,Laser Eyes,Orange Gi,Orange,11.841810716953196,8108
8109,Lightning,Blue Hair,Party Popper,None,Meme Shades,Ryoshi,Brown,28.44508539578333,8109
8110,Space,Rasta,Whistle,None,Look Up,Orange Gi,Orange,14.510555492525826,8110
8111,Orange,Blonde Hair,Party Popper,None,Classic,Jersey,Brown,22.30054928487944,8111
8112,Space,Captain's Hat,Herb,None,Wink,Steel,Brown,29.779494540758122,8112
8113,Yellow,Rasta,Flames,None,Laser Eyes,Sailor,Orange,11.93761998945096,8113
8114,Red,Ryoshi,Pipe,None,3D Glasses,Cowboy,Orange,11.330440857511185,8114
8115,Red,None,Whistle,None,Classic,Sailor,Orange,2.509056520133878,8115
8116,Purple,Blonde Hair,Cigarette,None,Look Forward,Overalls,Orange,10.962868025862061,8116
8117,Green,Crown,Smirk,None,Monocle,Cowboy,Orange,13.080256352761868,8117
8118,Beach,Crown,Flames,None,Look Up,Business Suit,Orange,15.005997355514692,8118
8119,Blue,None,Bone,None,Glasses,Jersey,Black,33.30309941640802,8119
8120,Orange Fade,Clown,Pipe,None,Monocle,No FUD,Orange,13.671608988505424,8120
8121,Beach,Top Hat,Bone,None,Look Forward,Astro,Orange,13.344073888860125,8121
8122,Snowy Mountains,University,Tongue Out,None,3D Glasses,Tux Shirt,Orange,14.214881973100137,8122
8123,Blue,Army,Party Popper,None,Crosseyed,Sailor,Brown,27.158669587208458,8123
8124,Purple,Blonde Hair,Tongue Out,None,Look Up,None,Black,35.596112790898836,8124
8125,Rainbow,Blonde Hair,Normal,None,Classic,Cowboy,Black,33.10305300156674,8125
8126,Purple,Blue Hair,Pizza,None,Cyborg,None,Orange,9.212951046319219,8126
8127,Pyramids,None,Party Popper,None,Look Up,Blue Armor,Brown,25.313051198803105,8127
8128,Snowy Mountains,Party Hat,Pipe,None,Black Mask,None,Brown,25.400933642685896,8128
8129,Blue,Halo,Herb,None,Pirate Patch,Astro,Brown,26.24788290232914,8129
8130,Red,Wizard Hat,Pizza,None,Laser Eyes,Cowboy,Orange,12.904452318857974,8130
8131,Pyramids,Cowboy Hat,Mask,None,Look Forward,Bat,Brown,29.811462401262972,8131
8132,Orange Fade,Beanie,Tongue Out,None,3D Glasses,Tux Shirt,Brown,28.509132979424777,8132
8133,Rainbow,University,Mask,None,3D Glasses,Ryoshi,Brown,30.9460824216935,8133
8134,Lightning,Ryoshi,Party Popper,None,Monocle,Army,Orange,12.169542387391541,8134
8135,Pyramids,Cowboy Hat,Mask,None,Classic,None,Orange,7.798613469638403,8135
8136,Lightning,Cowboy Hat,Whistle,None,Glasses,Sailor,Black,39.415399186450806,8136
8137,Blue,Beanie,Growl,None,Classic,Clown,Orange,6.208650043580546,8137
8138,Blue,Blonde Hair,Cigarette,None,Look Up,None,Orange,9.780258660045723,8138
8139,Yellow,Captain's Hat,Growl,None,Meme Shades,DEV,Orange,11.857766674984392,8139
8140,Beach,Rasta,Cigarette,None,Red,Ryoshi,Brown,29.571795366035758,8140
8141,Blue,None,Normal,None,Crosseyed,Wizard Robe,Brown,19.791781230860174,8141
8142,Yellow,Captain's Hat,Normal,None,Glasses,Army,Orange,9.500562671839488,8142
8143,Purple,Halo,Flames,None,Rocker Makeup,Cowboy,Orange,9.812323208140104,8143
8144,Blue,Devil Horns,Growl,None,Pirate Patch,Steel,Orange,10.87503752121672,8144
8145,Blue,Army,Mask,None,Wink,Orange Gi,Orange,12.51300467638237,8145
8146,Snowy Mountains,University,Cigarette,None,Look Up,Overalls,Brown,30.10704082726971,8146
8147,Yellow,Cyborg,Bubblegum,None,Meme Shades,Astro,Orange,12.1853073685063,8147
8148,Beach,Sportband,Party Popper,None,Meme Shades,Overalls,Brown,28.26145120276059,8148
8149,Lightning,Clown,Bubblegum,None,Rocker Makeup,No FUD,Black,39.463307823203955,8149
8150,Purple,Pirate,Party Popper,None,Wink,Orange Gi,Orange,10.259841255963261,8150
8151,Space,Captain's Hat,Flames,None,Cyborg,Army,Orange,14.390697196353731,8151
8152,Yellow,Mohawk,Party Popper,None,Meme Shades,None,Black,33.678605478720655,8152
8153,Snowy Mountains,Beanie,Normal,None,Pirate Patch,Scarf,Orange,11.40235534921149,8153
8154,Rainbow,Party Hat,Herb,None,Wink,Overalls,Orange,11.841908202071478,8154
8155,Green,Party Hat,Bone,None,Monocle,Astro,Orange,10.587357176603039,8155
8156,Orange,Cyborg,Party Popper,None,3D Glasses,Peace Tank,Orange,11.665999485778029,8156
8157,Blue,Wizard Hat,Bubblegum,None,Classic,None,Brown,21.341750883187757,8157
8158,Purple,None,Flames,None,Laser Eyes,Rocker Vest,Black,33.5987417678211,8158
8159,Red,None,Pizza,None,Crosseyed,Astro,Orange,8.038439522449222,8159
8160,Red,Devil Horns,Whistle,None,3D Glasses,Jersey,Brown,26.471621150669904,8160
8161,Purple,Beanie,Herb,None,Glasses,Ryoshi,Orange,10.579434327117287,8161
8162,Rainbow,Wizard Hat,Bubblegum,None,Cyborg,Scarf,Orange,15.661131474535276,8162
8163,Green,Beanie,Bone,None,Glasses,Ryoshi,Orange,10.699279834624912,8163
8164,Green,Blonde Hair,Normal,None,Crosseyed,None,Black,32.98336091616964,8164
8165,Purple,Party Hat,Bubblegum,None,Crosseyed,Poncho,Orange,9.452704378201956,8165
8166,Lightning,Blonde Hair,Pizza,None,Red,Army,Brown,28.52491554005289,8166
8167,Snowy Mountains,Cyborg,Tongue Out,None,Laser Eyes,Poncho,Brown,28.95644486482349,8167
8168,Purple,Blue Hair,Bubblegum,None,Look Forward,Overalls,Orange,10.91489706124347,8168
8169,Yellow,Captain's Hat,Cigarette,None,Glasses,Astro,Brown,28.63681503603752,8169
8170,Orange Fade,Crown,Tongue Out,None,Black Mask,Clown,Orange,14.70236423659892,8170
8171,Yellow,Halo,Flames,None,Classic,Orange Gi,Orange,4.778370087079377,8171
8172,Orange,Devil Horns,Flames,None,Black Mask,Business Suit,Orange,11.050855948421455,8172
8173,Orange Fade,Devil Horns,Normal,None,Meme Shades,Astro,Orange,11.21863247120424,8173
8174,Lightning,Devil Horns,Mask,None,Glasses,Peace Tank,Orange,13.200239302890978,8174
8175,Orange,Devil Horns,Flames,None,Wink,None,Black,35.180759971015405,8175
8176,Rainbow,Rasta,Flames,None,Look Up,Jersey,Orange,14.838176086331073,8176
8177,Lightning,Top Hat,Bone,None,Classic,Jersey,Orange,7.4711454989958295,8177
8178,Blue,Devil Horns,Bone,None,Cyborg,Peace Tank,Orange,10.403633487053519,8178
8179,Space,Cowboy Hat,Normal,None,Black Mask,No FUD,Orange,11.162555666823714,8179
8180,Space,University,Pipe,None,Wink,Peace Tank,Orange,13.759505013082462,8180
8181,Purple,Clown,Cigarette,None,Classic,Army,Black,32.6397180383582,8181
8182,Purple,Army,Growl,None,Red,No FUD,Orange,11.785845792233495,8182
8183,Red,Cowboy Hat,Mask,None,Wink,Overalls,Brown,27.67006342058475,8183
8184,Yellow,Blonde Hair,Mask,None,3D Glasses,Astro,Brown,28.6927120374187,8184
8185,Beach,Beanie,Smirk,None,Red,Clown,Brown,28.692978924846074,8185
8186,Rainbow,Blonde Hair,Flames,None,Glasses,Poncho,Black,40.08656997319956,8186
8187,Rainbow,Clown,Bubblegum,None,Spirals,No FUD,Orange,13.687540173477105,8187
8188,Yellow,None,Whistle,None,Classic,None,Orange,0.4635219593992836,8188
8189,Rainbow,Rasta,Smirk,None,Look Forward,None,Black,38.600458539506185,8189
8190,Snowy Mountains,Beanie,Herb,None,Spirals,Ryoshi,Black,38.47271895545575,8190
8191,Snowy Mountains,Sombrero,Party Popper,None,Classic,None,Orange,7.614868209029263,8191
8192,Rainbow,Mohawk,Whistle,None,Monocle,Orange Gi,Black,38.04921795068773,8192
8193,Orange,Cowboy Hat,Pipe,None,Red,Wizard Robe,Orange,11.01080943029737,8193
8194,Lightning,Rasta,Tongue Out,None,Laser Eyes,Wizard Robe,Orange,13.232073714271857,8194
8195,Rainbow,Rasta,Pipe,None,Monocle,Army,Orange,13.887377241810055,8195
8196,Yellow,Wizard Hat,Mask,None,Glasses,Tux Shirt,Black,39.20767763462552,8196
8197,Orange Fade,University,Party Popper,None,Classic,Scarf,Brown,26.007984142426366,8197
8198,Beach,Halo,Party Popper,None,Wink,Orange Gi,Brown,26.919124809626883,8198
8199,Space,Cyborg,Whistle,None,Glasses,Astro,Black,40.78165952621017,8199
8200,Red,Blonde Hair,Tongue Out,None,Meme Shades,Rocker Vest,Brown,27.014836604633974,8200
8201,Green,Wizard Hat,Cigarette,None,Glasses,Ryoshi,Brown,28.10156077839491,8201
8202,Snowy Mountains,Beanie,Herb,None,Meme Shades,Tux Shirt,Orange,12.616949355743417,8202
8203,Green,University,Cigarette,None,Laser Eyes,Tux Shirt,Orange,12.10545484216701,8203
8204,Space,Rasta,Whistle,None,Spirals,No FUD,Orange,13.871325391412059,8204
8205,Pyramids,Pirate,Whistle,None,Spirals,Blue Armor,Black,38.56060619018742,8205
8206,Pyramids,Rasta,Growl,None,Wink,None,Black,38.40864819452184,8206
8207,Orange Fade,Cowboy Hat,Growl,None,Look Up,Clown,Orange,14.294823191696773,8207
8208,Beach,Ryoshi,Normal,None,Monocle,Rocker Vest,Orange,10.427619367595033,8208
