,Eyes,Mouth,Neck,Feet,Fur,Background,Back,Head,Rarity score,Token Id
7316,Goofy,Happy,Hawaiian Bandana,Flippers,Black,Outhouse,None,None,52.1889891442294,7605
7317,Hypnotized,Bored,Red Collar With Bone,None,Black,Club Exterior,None,BAYC Logo Hat Black,51.015288131140224,7606
7318,Happy,Loogie,None,None,Tan,Club Exterior,None,Beanie,24.476182497072294,7607
7319,Cyberpunk Visor,Bone,Pinstripe Bandana,None,Pink,SS Monke Biz,Beer Kegs,Bowler,72.6192509257251,7609
7320,Sunglasses,Panting,Flamingo Bandana,None,Black,SS Monke Biz,None,None,33.65615272428599,7610
7321,Robot,Bone,None,Boots,Cheetah,SS Monke Biz,None,None,36.72499519831666,7611
7322,Happy,Bloody Fangs,BAYC Collar,None,Cheetah,SS Monke Biz,None,None,30.598649605902377,7612
7323,Radioactive,Diamond Teeth,None,Fresh Laces,Cheetah,Outhouse,None,None,37.86496000652987,7613
7324,Hypnotized,Smiling,None,None,Tan,SS Monke Biz,Service Vest,Bowler,42.341243273447034,7614
7325,Wide,Diamond Teeth,Ribbon,High Tops,Pink,Outhouse,Basketball Hoop,Beanie,91.66326976536773,7615
7326,Robot,Rainbow Teeth,None,Leg Knife,Black,Outhouse,Blue Pack,None,55.60847000175685,7616
7327,Shutter Shades,Smiling,Golden Bone Necklace,None,Mega Death Bot,Bar,None,Sea Captain's Hat,53.6875654964021,7617
7328,Mystic Eye,Hot Dog,None,None,Robot,SS Monke Biz,None,None,18.063018919178614,7618
7329,Bloodshot,Bloody,Plaid Bowtie,None,Pink,Outhouse,None,Swamp Turtle,50.233987152120264,7619
7330,Confused,Slippers,None,None,Black,Swamp,Rocket Launcher,None,36.03782326593263,7620
7331,Closed,Tennis Ball,BAYC Collar,80s Kicks,DMT,SS Monke Biz,Basketball Hoop,None,72.46814555406318,7621
7332,Confused,Bone,None,Rain Boots,Mega Death Bot,SS Monke Biz,None,Bird,53.219609034663115,7622
7333,Goofy,Cigar,BAYC Collar,None,Brown,SS Monke Biz,None,Missile Launcher,45.61769882908036,7623
7334,Closed,Rose,None,None,Cheetah,Swamp,Service Vest,None,33.440897495875895,7624
7335,Closed,Tennis Ball,Golden Bone Necklace,Fresh Laces,Tan,Outhouse,Ninja Kunai,Fez,81.68459272600184,7625
7336,Closed,Blep,None,None,Tan,Club Exterior,None,None,8.65603809148244,7626
7337,Closed,Smiling,None,None,Cyberpunk,Outhouse,Ninja Kunai,Fisherman's Hat,45.04387334738386,7627
7338,Closed,Bloody Fangs,None,Rain Boots,Tan,Outhouse,Blue Pack,Banana Peel,61.44731076338967,7628
7339,Closed,Goofball,Black BAYC Bandana,Fresh Laces,Noise,Swamp,Toilet Paper Dispenser,Purple Headband,90.14987539737294,7629
7340,Happy,Smiling,None,None,Mega Death Bot,Swamp,None,Rain Hat,24.615887197672148,7630
7341,Closed,Smiling,None,None,Black,SS Monke Biz,None,None,2.8576749052138504,7631
7342,Radioactive,Frog Legs,None,None,Black,Outhouse,Rocket Launcher,Tie,51.70964536753975,7632
7343,Whatever,Smiling,None,Leg Knife,Cyberpunk,SS Monke Biz,None,None,32.49362438121089,7633
7344,Blue Beams,Hot Dog,Red Collar With Bone,None,Zombie,Swamp,Mega Rocket Launcher,Hermit Crab,75.17068321996685,7634
7345,Bloodshot,Goofball,Spiked Collar,None,Cyberpunk,Club Exterior,None,None,40.32976149560659,7635
7346,Closed,Cute Smile,None,Flask,Tan,Swamp,None,None,24.65351797129957,7636
7347,Heart Eyes,Confused,None,Fresh Laces,Noise,SS Monke Biz,Doggie Pack,None,61.545628467244306,7638
7348,Hypnotized,Smiling,Japan Bandana,Flask,DMT,Bar,None,None,58.29224004623871,7639
7349,Sunglasses,Foaming,None,None,Brown,Club Exterior,None,Pirate Captain's Hat,32.25970768581911,7640
7350,Closed,Stache,None,Flippers,Pink,SS Monke Biz,None,BAYC Flipped Brim Hat,45.73099179846215,7641
7351,Robot,Bone,Ribbon,None,Black,SS Monke Biz,Blue Pack,None,55.00454696107333,7642
7352,Happy,Bored,Christmas Wreath,None,Brown,Outhouse,Doggie Pack,None,51.573584431711005,7643
7353,Snorkel Gear,Smiling,None,Rain Boots,Pink,Swamp,Service Vest,None,51.46788287735953,7644
7354,Glowing Red,Smiling,USA Bandana,None,Pink,Outhouse,None,None,30.194816652022112,7645
7355,Mystic Eye,Bubblegum,None,None,Tan,Club Exterior,None,None,14.688302627080372,7646
7356,Pilot Goggles,Confused,None,Old Laces,Brown,Club Exterior,None,None,36.92500585843097,7647
7357,Happy,Hot Dog,BAYC Collar,None,Tan,Outhouse,Basketball Hoop,Santa Hat,60.39049261347017,7648
7358,Happy,Loogie,Pinstripe Bandana,None,Tan,SS Monke Biz,None,Beer Helmet,42.046969490364916,7649
7359,Closed,Cute Smile,None,None,Pink,Swamp,Camo Pack,Cowboy Hat,47.138721958259545,7650
7360,Happy,Rainbow Teeth,None,Flask,Brown,Bar,None,Sushi Chef Headband,51.38514074765316,7651
7361,Goofy,Tennis Ball,None,None,Cheetah,Outhouse,None,Bird,31.935118944417688,7652
7362,Glowing Red,Smiling,None,None,Black,Bar,Service Vest,Purple Headband,51.2113735495376,7654
7363,Suspicious,Kazoo,None,Flask,Brown,Club Exterior,None,Bird,51.28326891273291,7655
7364,Cyberpunk Visor,Rose,Christmas Wreath,None,Brown,Outhouse,None,None,33.84870878534175,7656
7365,Closed,Bloody,None,Boots,DMT,Swamp,None,Fez,46.867067920632685,7657
7366,Happy,Red Raybeam,Camo Bandana,None,Brown,Swamp,None,None,30.081564182138287,7659
7367,Closed,Beer Can,Pink Collar,None,Brown,Swamp,None,Tie,42.33763843602139,7661
7368,Bloodshot,Slippers,Camo Bandana,Cast,Brown,Outhouse,None,None,52.04556048919269,7662
7369,Mystic Eye,Smiling,Whiskey Barrel,None,Black,Swamp,None,None,28.054519378321395,7663
7370,Happy,Smiling,Camo Bandana,Fresh Laces,Tan,Outhouse,None,Sushi Chef Headband,55.865142083594456,7664
7371,Wide,Bored,None,80s Kicks,Tan,Swamp,None,BAYC Flipped Brim Hat,45.56113411961155,7665
7372,Closed,Tennis Ball,None,None,DMT,Swamp,Beer Saddle,None,34.92809557115925,7666
7373,Anime,Smiling,None,None,Black,Swamp,None,None,7.425364658022371,7667
7374,Happy,Bone,BAYC Collar,None,Tan,Bar,Blue Pack,Earbuds,66.40299954082808,7669
7375,Suspicious,Fire Breath,Spiked Collar,Space Boots,Tan,Swamp,Basketball Hoop,Purple Headband,87.94585089929151,7670
7376,Anime,Drooling,None,None,Tan,SS Monke Biz,None,Trippy Captain's Hat,26.522145502458482,7671
7377,Happy,Diamond Teeth,BAYC Collar,Pink Combat Boots,Trippy,Swamp,None,Banana Peel,66.98437987739982,7672
7378,Snorkel Gear,Smiling,None,None,Tan,Club Exterior,None,None,8.674822997851747,7673
7379,Anime,Rose,None,80s Kicks,Brown,Club Exterior,None,Beanie,50.977491044329305,7674
7380,Robot,Cute Smile,Gold Links,None,Brown,Swamp,None,None,33.10884629411268,7675
7381,Mystic Eye,Golden Hot Dog,None,None,Brown,Club Exterior,None,Missile Launcher,32.829679083738064,7676
7382,Confused,Tennis Ball,None,Cast,Brown,Swamp,Ninja Kunai,Sushi Chef Headband,70.32071957793119,7677
7383,Closed,Confused,None,None,Black,Bar,None,Banana Peel,29.43624000561213,7678
7384,Goofy,Bone,Spiked Collar,Cast,Tan,Outhouse,Service Vest,Rain Hat,85.5568279568418,7679
7385,Mystic Eye,Tennis Ball,None,None,Pink,SS Monke Biz,Mega Rocket Launcher,Bow,54.05355342085508,7680
7386,Closed,Bloody Fangs,None,None,Cyberpunk,Outhouse,None,None,13.480427063257434,7681
7387,Wide,Heavy Drooling,None,None,Tan,SS Monke Biz,Fishing Lures,None,33.603181453171565,7682
7388,Wide,Red Raybeam,None,None,Death Bot,Club Exterior,None,None,21.834063626964422,7683
7389,Goofy,Smiling,None,Pink Combat Boots,Noise,Outhouse,None,BAYC Flipped Brim Hat,47.799457381761464,7684
7390,Confused,Bloody Fangs,Beer Can Necklace,Rain Boots,Pink,Swamp,None,Cowboy Hat,69.2603016892272,7685
7391,Wide,Bloody,BAYC Collar,None,Tan,Bar,Beer Kegs,Sushi Chef Headband,70.1168992486219,7686
7392,Bloodshot,Growl,Whiskey Barrel,None,Galaxy,Bar,None,Bowler,59.62476208770766,7687
7393,Anime,Smiling,Plaid Bowtie,Boots,Brown,SS Monke Biz,Rocket Launcher,BAYC Flipped Brim Hat,84.1603994149285,7688
7394,Suspicious,Stache,None,Old Laces,Death Bot,Outhouse,None,Swamp Turtle,53.9141235150508,7689
7395,Anime,Red Raybeam,Gold Links,None,Robot,SS Monke Biz,None,None,37.88756560616647,7690
7396,Radioactive,Cigarette,None,Leg Knife,Tan,Bar,None,None,37.110030262474744,7692
7397,Happy,Bubblegum,Japan Bandana,Leg Knife,Cheetah,Outhouse,None,BAYC Logo Hat Black,68.61490005858066,7693
7398,Hero Mask,Panting,Flamingo Bandana,None,Zombie,Bar,None,Beanie,59.01328969591872,7694
7399,Sad,Smiling,Plaid Bowtie,None,Tan,Club Exterior,None,None,26.850349283357744,7695
7400,Heart Eyes,Rainbow Teeth,Plaid Bowtie,None,DMT,Club Exterior,None,Fez,55.8692179009008,7696
7401,Closed,Happy,None,Rain Boots,Black,Outhouse,None,None,27.688436713023624,7697
7402,Angry,Smiling,Beer Can Necklace,Cast,Black,Outhouse,None,Rain Hat,61.22477075720636,7698
7403,Angry,Tennis Ball,None,Rain Boots,Pink,Swamp,Jetpack,White Headband,72.20029055942557,7699
7404,Closed,Bloody,Japan Bandana,None,Brown,Bar,None,Sea Captain's Hat,48.75433489450064,7700
7405,Heart Eyes,Smiling,Beer Can Necklace,None,Tan,Outhouse,Service Vest,Tie,60.88116593681144,7701
7406,Happy,Ape Hand,Hawaiian Bandana,Cast,Black,Swamp,None,White Headband,62.76464996599086,7702
7407,Pilot Goggles,Gold Teeth,None,High Tops,Brown,Outhouse,None,None,34.12425739766874,7703
7408,Goofy,Stache,Pinstripe Bandana,None,Pink,SS Monke Biz,None,Sushi Chef Headband,50.76238403606109,7704
7409,Goofy,Drooling,None,Rain Boots,Pink,Swamp,None,Pimp Hat,50.45664901503193,7705
7410,Hypnotized,Hot Dog,Gold Links,Kicks,Cheetah,SS Monke Biz,Blue Pack,White Headband,92.85208246873322,7706
7411,Shutter Shades,Frog Legs,None,Flippers,Black,Outhouse,None,None,33.486360304596836,7707
7412,Happy,Smiling,None,Cast,Tan,Club Exterior,Beer Kegs,Tie,59.76385193546038,7708
7413,Closed,Smiling,None,Boots,Tan,Club Exterior,None,None,21.818631890013226,7709
7414,Blue Beams,Cigar,None,Boots,Cheetah,Club Exterior,Mega Rocket Launcher,None,63.13836808034019,7710
7415,Closed,Hot Dog,Gold Links,None,Tan,Outhouse,None,None,23.99673451703399,7711
7416,Whatever,Bored,None,None,Death Bot,Swamp,Rocket Launcher,King's Crown,56.091756331377866,7712
7417,Pilot Goggles,Goofball,Beer Can Necklace,Old Laces,Black,Swamp,None,None,52.44561759678812,7713
7418,Closed,Smiling,None,None,Cheetah,Swamp,Beer Saddle,Banana Peel,42.83573568947302,7714
7419,Happy,Cigarette,None,Cast,Black,Club Exterior,None,Bow,46.54622554738651,7715
7420,Happy,Happy,None,Cyberpunk Boots,Tan,Outhouse,None,BAYC Flipped Brim Hat,42.337683644174014,7716
7421,Radioactive,Rainbow Teeth,None,Cast,Robot,Swamp,None,Missile Launcher,52.78551418898368,7717
7422,Sunglasses,Slippers,Camo Bandana,None,Brown,SS Monke Biz,None,None,33.5957696972384,7718
7423,X Eyes,Smiling,None,None,Brown,Club Exterior,None,Purple Headband,26.454153355085086,7719
7424,Robot,Cigarette,None,None,Black,Swamp,None,Bird,28.873802629886896,7720
7425,Robot,Bubblegum,Golden Bone Necklace,None,Tan,SS Monke Biz,None,None,31.03279950171804,7721
7426,Whatever,Kazoo,Lei,High Tops,Cheetah,Outhouse,Blue Pack,Bowler,93.30118756840594,7722
7427,Cyberpunk Visor,Tennis Ball,None,Rain Boots,Galaxy,Swamp,None,Halo,53.88765832647624,7723
7428,Closed,Smiling,BAYC Collar,Combat Boots,Robot,Outhouse,None,Bowler,58.09204893291642,7724
7429,Closed,Bloody,None,None,Trippy,Outhouse,Beer Kegs,Fisherman's Hat,50.350828350235965,7725
7430,Angry,Rose,Life Preserver,Flippers,Black,Outhouse,Ninja Kunai,Bow,89.86682381761513,7726
7431,Snorkel Gear,Fire Breath,None,Kicks,Cheetah,Swamp,Beer Kegs,None,59.75278383266907,7727
7432,Zombie,Cyberjaw,None,High Tops,Radioactive,Bar,None,Missile Launcher,59.67006095236689,7728
7433,Sad,Bone,None,None,Brown,Outhouse,Demon Wings,None,36.10577451957248,7729
7434,Anime,Cute Smile,Flamingo Bandana,None,Brown,SS Monke Biz,Beer Kegs,None,54.74412850072823,7730
7435,Closed,Smiling,Japanese Bandana,None,Cheetah,Outhouse,Beer Saddle,Bowler,62.86268305292101,7731
7436,Heart Eyes,Growl,None,None,Robot,Swamp,None,None,18.14607201794367,7732
7437,Happy,Growl,Red BAYC Bandana,Pink Combat Boots,Black,SS Monke Biz,None,Fez,64.73487175545299,7733
7438,Happy,Confused,Gold Links,High Tops,Tan,Swamp,None,Bird,61.00962050354259,7734
7439,Sad,Frog Legs,Pink Collar,Flask,DMT,Outhouse,None,None,56.42394945864706,7735
7440,3D Glasses,Bored,None,Rain Boots,Tan,Club Exterior,None,None,32.501137560757144,7736
7441,Closed,Bloody,None,Flippers,Cheetah,Outhouse,None,Fez,46.070677667990516,7737
7442,Happy,Diamond Teeth,None,Flask,Pink,Outhouse,None,None,31.867043450480896,7738
7443,Wide,Slippers,None,Leg Knife,Brown,SS Monke Biz,None,Missile Launcher,48.52408514181125,7739
7444,Robot,Tennis Ball,None,Cast,Brown,Outhouse,None,Sushi Chef Headband,48.184427574813235,7740
7445,3D Glasses,Smiling,None,None,Pink,Swamp,None,Rat,25.24626914025164,7741
7446,3D Glasses,Smiling,Black BAYC Bandana,Boots,Black,Bar,None,Earbuds,67.88263606301679,7742
7447,Wide,Smiling,Plaid Bowtie,None,Tan,Swamp,None,None,24.07973493594343,7744
7448,Sad,Smiling,None,None,Black,SS Monke Biz,Beer Kegs,Pirate Captain's Hat,44.76072662597893,7745
7449,Bloodshot,Smiling,BAYC Collar,None,Tan,Swamp,None,Tie,36.49450915914254,7747
7450,Anime,Beer Can,Gold Links,None,Tan,Swamp,None,None,29.496473235189214,7748
7451,Sunglasses,Drooling,None,Space Boots,Pink,SS Monke Biz,None,Fez,51.06434752082091,7749
7452,Anime,Bloody,None,Cast,Cheetah,Outhouse,Demon Wings,None,58.333601091343034,7750
7453,Wide,Beer Can,BAYC Collar,Rain Boots,Galaxy,SS Monke Biz,None,Beer Helmet,69.75472845239698,7751
7454,Anime,Growl,None,None,Zombie,Swamp,None,Tie,32.87876403012877,7752
7455,Closed,Tennis Ball,None,None,Pink,SS Monke Biz,Rocket Launcher,None,33.244560080979966,7753
7456,Sunglasses,Smiling,Golden Bone Necklace,None,Pink,Swamp,None,None,29.183149944284537,7754
7457,Happy,Frog Legs,Whiskey Barrel,None,Pink,Swamp,None,Fisherman's Hat,46.68212765911727,7755
7458,Happy,Smiling,None,Fresh Laces,Robot,Club Exterior,None,Cowboy Hat,45.99888255010511,7756
7459,Closed,Slippers,None,None,Noise,Swamp,None,None,13.47281047609573,7757
7460,Sad,Ape Hand,BAYC Collar,None,Cheetah,Club Exterior,None,Beanie,50.679305380276986,7759
7461,Bloodshot,Hot Dog,BAYC Collar,None,Brown,Swamp,Fishing Lures,Rat,67.21074016198757,7760
7462,Wide,Goofball,BAYC Collar,Fresh Laces,Radioactive,Outhouse,Camo Pack,Trippy Captain's Hat,92.26711850712887,7762
7463,Happy,Hot Dog,None,Cast,Brown,Swamp,None,None,27.99412770041782,7763
7464,Confused,Frog Legs,BAYC Collar,None,Tan,Swamp,Basketball Hoop,Rat,64.84801887466448,7764
7465,Holographic Visor,Smiling,None,Fresh Laces,Noise,SS Monke Biz,None,Bow,48.603396982418815,7765
7466,Shutter Shades,Goofball,BAYC Collar,None,Robot,Club Exterior,None,None,37.544050798956796,7766
7467,Happy,Cyberjaw,USA Bandana,Flask,Cheetah,SS Monke Biz,Blue Pack,Fisherman's Hat,89.61391304293518,7767
7468,Sad,Cyberjaw,None,None,Noise,Swamp,Ninja Kunai,None,40.899581138628626,7768
7469,Goofy,Frog Legs,None,None,Pink,Swamp,None,None,15.36020916204088,7769
7470,Confused,Smiling,Christmas Wreath,High Tops,Tan,SS Monke Biz,None,Santa Hat,59.469663060587386,7770
7471,Whatever,Gold Teeth,None,Flippers,Tan,Club Exterior,None,None,33.403282043743616,7771
7472,Sad,Confused,Red Collar With Bone,None,Black,SS Monke Biz,None,None,32.76158786881716,7772
7473,Laser,Confused,Pinstripe Bandana,Flippers,Brown,Outhouse,Camo Pack,None,75.78189380579823,7773
7474,Confused,Cyberjaw,None,None,Brown,SS Monke Biz,None,Sea Captain's Hat,28.752994507076977,7774
7475,Closed,Stache,Ribbon,Cast,Death Bot,Swamp,None,None,51.792663864812226,7775
7476,Heart Eyes,Heavy Drooling,None,Boots,Tan,Swamp,None,Trippy Captain's Hat,45.74984237746514,7776
7477,Sunglasses,Cute Smile,None,Combat Boots,Cyberpunk,Club Exterior,Blue Pack,None,62.202295153843004,7777
7478,Zombie,Smiling,None,Boots,Robot,Swamp,None,Pimp Hat,47.28986036258353,7778
7479,Closed,Ape Hand,None,Leg Knife,Pink,SS Monke Biz,Ninja Kunai,None,52.739883129893805,7779
7480,Angry,Gold Teeth,None,Rain Boots,Robot,Swamp,Service Vest,Purple Headband,74.26105228966613,7780
7481,Sunglasses,Drooling,BAYC Collar,None,Brown,Outhouse,None,None,30.557152149336886,7781
7482,Bloodshot,Smiling,Ribbon,Old Laces,Tan,SS Monke Biz,None,Purple Headband,59.31116282648543,7782
7483,Closed,Beer Can,None,None,Tan,Swamp,Blue Pack,None,26.895567947535437,7783
7484,Bloodshot,Ape Hand,BAYC Collar,High Tops,Tan,SS Monke Biz,Fishing Lures,None,69.36945675078172,7784
7485,Wide,Frog Legs,None,None,Cheetah,Swamp,Beer Kegs,BAYC Logo Hat Red,54.17813581818363,7785
7486,Cyberpunk Visor,Smiling,None,None,Tan,Bar,Blue Pack,Fez,48.34274185989474,7786
7487,Snorkel Gear,Slippers,None,Flask,Tan,SS Monke Biz,Beer Saddle,None,53.09466141789015,7787
7488,Closed,Goofball,Red Collar With Bone,None,Tan,SS Monke Biz,Blue Pack,Swamp Turtle,61.65491638062862,7788
7489,Goofy,Cute Smile,Japan Bandana,Fresh Laces,Cheetah,Swamp,None,Rain Hat,71.32482787510222,7789
7490,Whatever,Rainbow Teeth,None,Pink Combat Boots,Black,Club Exterior,None,Cowboy Hat,51.3851674811985,7790
7491,Wide,Rose,Golden Bone Necklace,Flippers,Brown,Club Exterior,None,None,55.385894613567125,7791
7492,3D Glasses,Kazoo,Japan Bandana,None,Tan,SS Monke Biz,None,None,30.938422768058267,7792
7493,Closed,Smiling,Plaid Bowtie,Cast,Galaxy,Swamp,None,Rain Hat,61.09268067799818,7793
7494,Whatever,Rose,None,Rollerblades,DMT,Swamp,None,Banana Peel,52.853452464369525,7794
7495,Goofy,Fish,Japan Bandana,None,Tan,Outhouse,None,Fez,44.73074308551649,7795
7496,Happy,Hot Dog,Glow Necklace,Rollerblades,Solid Gold,Swamp,None,White Headband,68.82625362640233,7796
7497,Sad,Smiling,None,None,Black,Outhouse,None,Beer Helmet,22.75872130788929,7797
7498,Happy,Panting,None,None,Pink,Outhouse,None,Rat,27.496038712393737,7798
7499,Closed,Growl,None,Boots,Cheetah,Swamp,None,Fez,46.066868792520104,7799
7500,Confused,Hot Dog,BAYC Collar,Fresh Laces,Radioactive,Bar,None,Bow,75.21980274930877,7800
7501,Goofy,Stache,Black BAYC Bandana,80s Kicks,Black,Bar,None,BAYC Flipped Brim Hat,74.72163236310881,7801
7502,Mystic Eye,Kazoo,None,Leg Knife,Brown,SS Monke Biz,None,Missile Launcher,49.57720448802548,7802
7503,Bloodshot,Bone,Life Preserver,Fresh Laces,Black,Outhouse,None,Banana Peel,67.23727532069587,7803
7504,Holographic Visor,Happy,None,Flask,Tan,Club Exterior,None,None,33.89401119240432,7804
7505,Closed,Goofball,None,None,Trippy,Swamp,None,Beanie,27.741394245688433,7805
7506,Suspicious,Heavy Drooling,Plaid Bowtie,Rain Boots,Cheetah,Swamp,Doggie Pack,None,78.3257315414,7806
7507,Closed,Bone,Beer Can Necklace,None,Robot,Outhouse,None,Pirate Captain's Hat,47.225729002383225,7807
7508,Sad,Frog Legs,None,None,Brown,Swamp,None,None,13.329345649422597,7808
7509,Wide,Growl,BAYC Collar,None,Noise,Club Exterior,None,None,38.36314611162805,7809
7510,Sunglasses,Rose,Pink Collar,Boots,Tan,Swamp,None,None,48.85233573523122,7810
7511,Heart Eyes,Slippers,Pink Collar,Cast,Galaxy,Outhouse,Blue Pack,BAYC Flipped Brim Hat,93.30496813987813,7811
7512,Happy,Confused,None,Combat Boots,Brown,Club Exterior,None,None,32.433176482361695,7812
7513,3D Glasses,Stache,Pink Collar,Kicks,Brown,Outhouse,None,Bow,67.55056047566197,7813
7514,Closed,Bored,None,Rain Boots,Tan,Swamp,None,White Headband,39.33308340471772,7814
7515,Closed,Cyberjaw,Gold Links,Boots,Tan,Swamp,None,None,43.971869604741656,7815
7516,Wide,Bored,None,Boots,Pink,Swamp,Basketball Hoop,Beer Helmet,71.84928733828181,7816
7517,Happy,Heavy Drooling,None,Flask,Radioactive,Swamp,None,Halo,49.999924985728924,7817
7518,Sad,Bone,Red Collar With Bone,None,Cheetah,Outhouse,Beer Kegs,Bird,72.4229925265953,7818
7519,Happy,Blep,None,Cast,Tan,Outhouse,None,Beer Helmet,41.37893316892572,7819
7520,X Eyes,Cyberjaw,None,Fresh Laces,Brown,SS Monke Biz,Jetpack,None,56.540758033710134,7820
7521,Happy,Smiling,None,High Tops,Brown,SS Monke Biz,None,BAYC Flipped Brim Hat,39.227348037885626,7821
7522,Wide,Smiling,Pinstripe Bandana,Rollerblades,Tan,Swamp,None,Earbuds,59.235671661453615,7822
7523,Suspicious,Fire Breath,None,None,Brown,Swamp,None,Tie,29.107842385495562,7823
7524,Confused,Confused,None,None,Brown,Outhouse,None,Earbuds,29.088968610174444,7824
7525,Hypnotized,Beer Can,None,Rain Boots,Zombie,Swamp,None,Bird,52.54018028170876,7825
7526,Zombie,Hot Dog,Hawaiian Bandana,Cast,Black,Outhouse,Beer Saddle,None,72.97005680889765,7826
7527,Sad,Bloody,Red BAYC Bandana,None,Tan,Swamp,None,Fez,44.768451715843504,7827
7528,Closed,Fish,BAYC Collar,Combat Boots,Tan,SS Monke Biz,None,None,41.49577554310419,7828
7529,Angry,Fire Breath,None,Leg Knife,Black,Club Exterior,Beer Kegs,BAYC Logo Hat Black,73.6194170832825,7829
7530,Bloodshot,Fish,USA Bandana,None,Tan,Outhouse,None,None,30.036323496237376,7830
7531,Cyclops,Drooling,BAYC Collar,None,Zombie,Swamp,None,None,35.483125134697765,7831
7532,Closed,Beer Can,BAYC Collar,Rain Boots,Galaxy,Bar,Jetpack,None,77.6274321633782,7832
7533,Blue Beams,Happy,Red Collar With Bone,Flask,Cheetah,SS Monke Biz,Service Vest,None,78.50684524339479,7833
7534,Cyberware,Bored,None,Flippers,Cheetah,SS Monke Biz,Doggie Pack,None,60.11890738181167,7834
7535,Glowing Red,Rainbow Teeth,None,Boots,Pink,Swamp,None,Beanie,50.26792109978706,7835
7536,Sunglasses,Cigarette,Red BAYC Bandana,Pink Combat Boots,Black,SS Monke Biz,Service Vest,None,75.09119134704008,7836
7537,Closed,Panting,BAYC Collar,None,Brown,Club Exterior,None,None,28.213061674185084,7837
7538,Hero Mask,Happy,None,Combat Boots,Death Bot,Swamp,None,None,38.55947371127082,7838
7539,Anime,Cyberjaw,BAYC Collar,Boots,Tan,Swamp,Fishing Lures,BAYC Flipped Brim Hat,83.79428884017713,7839
7540,3D Glasses,Growl,Red Collar With Bone,None,DMT,Outhouse,Fishing Lures,Cowboy Hat,74.92535638838245,7840
7541,Shutter Shades,Hot Dog,Beer Can Necklace,Cast,Radioactive,Outhouse,None,Party Hat,72.26840965946457,7841
7542,Wide,Confused,None,None,Black,Outhouse,None,Sea Captain's Hat,28.356711687133636,7842
7543,3D Glasses,Cigar,None,None,Brown,Bar,None,None,20.112740086567676,7843
7544,Hypnotized,Confused,Camo Bandana,None,Mega Death Bot,Club Exterior,Doggie Pack,None,64.59155278397175,7844
7545,Heart Eyes,Goofball,Camo Bandana,Kicks,Black,Outhouse,None,Sea Captain's Hat,67.13538815191959,7845
7546,Suspicious,Kazoo,None,None,Black,SS Monke Biz,Rocket Launcher,Purple Headband,51.7058443509004,7846
7547,Robot,Foaming,Plaid Bowtie,Pink Combat Boots,Tan,Swamp,None,None,50.2715487482569,7847
7548,Wide,Bloody,None,Combat Boots,Tan,Bar,None,Beanie,50.245282872771526,7848
7549,Closed,Golden Hot Dog,None,None,Tan,SS Monke Biz,None,None,6.383528454003394,7849
7550,Anime,Smiling,None,None,Tan,Club Exterior,None,Cowboy Hat,22.384943030006728,7850
7551,Closed,Fire Breath,Gold Links,None,Radioactive,Outhouse,Service Vest,Cowboy Hat,69.76596639617381,7851
7552,Happy,Smiling,None,None,Tan,SS Monke Biz,Doggie Pack,Banana Peel,38.902542676197896,7852
7553,Robot,Slippers,Spiked Collar,None,Black,SS Monke Biz,None,Missile Launcher,48.569391091277176,7853
7554,3D Glasses,Foaming,Black BAYC Bandana,None,Tan,SS Monke Biz,None,Sea Captain's Hat,45.54603738224368,7854
7555,Sunglasses,Bored,None,None,Black,SS Monke Biz,Demon Wings,Sushi Chef Headband,51.72094384320477,7855
7556,Closed,Blep,None,None,Tan,Swamp,None,Missile Launcher,20.65994900743995,7856
7557,Goofy,Bone,None,None,Solid Gold,Swamp,None,None,18.659475569428132,7857
7558,Closed,Cigarette,None,None,Zombie,Club Exterior,None,Fisherman's Hat,30.870641367069553,7858
7559,Bloodshot,Loogie,None,None,Black,Outhouse,None,None,13.612486864353762,7859
7560,Cyberpunk Visor,Bloody Fangs,None,None,Black,SS Monke Biz,None,Shrunken Head,30.391249622114646,7860
7561,Closed,Bone,Pink Collar,None,Pink,Swamp,None,None,29.183172354449166,7861
7562,Goofy,Cigarette,None,None,Tan,SS Monke Biz,Camo Pack,None,32.935054708319605,7862
7563,Happy,Heavy Drooling,Christmas Wreath,Flippers,Black,Swamp,Basketball Hoop,None,71.16224044849466,7863
7564,Closed,Loogie,Christmas Wreath,None,Pink,Club Exterior,None,Beer Helmet,48.14286957817047,7864
7565,Happy,Heavy Drooling,Gold Links,Gold Kicks,Cheetah,Swamp,None,Sushi Chef Headband,68.5394092890205,7865
7566,Closed,Panting,Plaid Bowtie,Flippers,Brown,Swamp,None,None,47.46330165248348,7866
7567,Goofy,Smiling,None,Cast,Black,Outhouse,None,Fez,41.30718444112713,7867
7568,Happy,Kazoo,None,Boots,Tan,SS Monke Biz,Service Vest,Cowboy Hat,63.149514811692306,7868
7569,Cyclops,Confused,Hawaiian Bandana,Combat Boots,Robot,Outhouse,Beer Kegs,None,79.11830819863778,7869
7570,Happy,Rose,USA Bandana,None,Black,Club Exterior,None,Sea Captain's Hat,47.17281906228944,7870
7571,Happy,Frog Legs,None,None,Tan,Swamp,None,None,6.874247378265013,7871
7572,Goofy,Growl,None,Flask,Brown,Club Exterior,Rocket Launcher,Sea Captain's Hat,73.33255269944992,7872
