,Horn,Garmet,Mask,Background,Rarity score,Token Id
1382,radiant,tie,skull,watching,55.772374513890156,1382
1383,wisp,feathers,teardrop,blizzard,37.641717460682464,1383
1384,antenna,bells,ninja,river,49.62407104443032,1384
1385,radiant,none,plain,jungle,7.151734193608586,1385
1386,saturno,tummy,locke,blizzard,29.79973646252738,1386
1387,antenna,belt,ninja,none,30.678411590808523,1387
1388,crown,bells,uwu,jungle,34.44235270097845,1388
1389,antlers,none,bad haircut,river,33.5016025748173,1389
1390,08 valk,tummy,owl,storm,59.0972035245538,1390
1391,sol,tummy,locke,storm,40.15108025165607,1391
1392,krampus,talisman,owl,gravel,43.287674218335674,1392
1393,none,belt,duality,sand,27.290064456390862,1393
1394,tinky winky,talisman,skull,gravel,50.063440784205426,1394
1395,antlers,tummy,fierce deity,blizzard,26.788568110809003,1395
1396,antenna,feathers,plain,gravel,26.474791448734475,1396
1397,radiant,feathers,plain,blizzard,29.485830993201184,1397
1398,antenna,tie,locke,midnight,61.35535432329539,1398
1399,sol,belt,teardrop,none,45.420876110078,1399
1400,radiant,belt,locke,brick,36.198813861835134,1400
1401,none,belt,jack,river,57.65419689417525,1401
1402,saturno,ribs,uwu,brick,62.547509729697346,1402
1403,wisp,tie,locke,jungle,36.44965221892725,1403
1404,wisp,tie,uwu,jungle,33.50088101980813,1404
1405,crown,tummy,whiskers,river,45.35840166797463,1405
1406,wisp,x,ninja,gravel,55.0823081060238,1406
1407,radiant,talisman,bad haircut,blizzard,29.36079189017414,1407
1408,sprite,none,duality,watching,24.153354506071267,1408
1409,winked bunny ears,vines,uwu,storm,79.86242995630305,1409
1410,tinky winky,bells,skull,watching,66.0608572822553,1410
1411,tinky winky,none,jack,sand,41.84523449062557,1411
1412,ram,luna,bad haircut,river,66.68801114302205,1412
1413,krampus,x,whiskers,midnight,79.92499459806778,1413
1414,halo,tie,bad haircut,storm,44.22856609559909,1414
1415,antenna,coat,third eye,watching,78.48209100681797,1415
1416,antenna,tummy,no face,storm,47.554142429064505,1416
1417,embedmau5,tummy,whiskers,none,35.13259947381358,1417
1418,bunny ears,feathers,ninja,gravel,28.733560726359897,1418
1419,antenna,pendant,locke,none,46.80102175569861,1419
1420,winked bunny ears,talisman,whiskers,gravel,37.453521053027146,1420
1421,tinky winky,luna,plain,brick,66.12355077553548,1421
1422,wisp,coat,duality,blizzard,42.660391511008385,1422
1423,radiant,belt,no face,river,68.94629080451018,1423
1424,radiant,luna,ninja,blizzard,51.31774855561826,1424
1425,bunny ears,tummy,bad haircut,jungle,18.69528491613595,1425
1426,ram,talisman,skull,brick,38.01807162017509,1426
1427,krampus,none,plain,river,30.364570497525882,1427
1428,tinky winky,none,owl,blizzard,43.47643754121185,1428
1429,08 valk,talisman,duality,brick,46.048158829627376,1429
1430,winked bunny ears,tummy,plain,sand,34.3795432478418,1430
1431,halo,none,ninja,brick,15.81000604589146,1431
1432,radiant,feathers,wassie,storm,42.66049453857568,1432
1433,sol,tummy,wassie,river,56.02308400790539,1433
1434,halo,tummy,locke,sand,22.710850366311995,1434
1435,ram,tummy,ninja,storm,31.932526039197946,1435
1436,bunny ears,talisman,uwu,river,39.77473897589457,1436
1437,ram,luna,bad haircut,none,45.17016658137846,1437
1438,antenna,feathers,duality,jungle,27.227615754663,1438
1439,krampus,sun alter,duality,storm,69.76219511928667,1439
1440,saturno,luna,plain,jungle,49.62409678447549,1440
1441,antenna,feathers,fierce deity,gravel,27.72947287543715,1441
1442,radiant,tummy,jack,none,29.92505900136329,1442
1443,sprite,belt,whiskers,jungle,31.995966847021727,1443
1444,sol,tummy,duality,gravel,29.800019938305777,1444
1445,ram,bells,plain,brick,31.87000007703472,1445
1446,sprite,luna,fierce deity,gravel,48.05556143889653,1446
1447,none,x,jack,storm,68.82095536608746,1447
1448,sol,none,locke,none,18.444562543674806,1448
1449,saturno,talisman,locke,none,29.48593407692402,1449
1450,ram,talisman,uwu,brick,29.047015260471625,1450
1451,krampus,coat,bad haircut,blizzard,49.49886444992553,1451
1452,sprite,coat,skull,gravel,51.12996444387575,1452
1453,antlers,talisman,locke,blizzard,33.752170360342404,1453
1454,sol,tie,bad haircut,midnight,72.58488360507866,1454
1455,krampus,bells,teardrop,gravel,38.77040630236881,1455
1456,sprite,tummy,owl,river,55.58419096684312,1456
1457,radiant,luna,duality,sand,46.73835405069129,1457
1458,bunny ears,pendant,plain,gravel,44.16638798195456,1458
1459,ram,sun alter,wassie,watching,78.92138347030205,1459
1460,halo,talisman,locke,sand,28.04319798177654,1460
1461,sol,talisman,jack,HGKXkcA3U9,80.80341200515007,1461
1462,halo,talisman,fierce deity,brick,28.67076416124864,1462
1463,krampus,tummy,wassie,river,49.31047475426143,1463
1464,radiant,none,owl,gravel,22.6481053608998,1464
1465,saturno,belt,uwu,gravel,34.504981733981765,1465
1466,wisp,feathers,bad haircut,gravel,29.360418251070307,1466
1467,bunny ears,none,uwu,jungle,4.704897399812827,1467
1468,bunny ears,talisman,teardrop,sand,31.619148840505716,1468
1469,halo,tie,locke,watching,49.184997599751064,1469
1470,sol,bells,uwu,brick,41.78250235738308,1470
1471,sol,tummy,jack,HGKXkcA3U9,75.47089689391352,1471
1472,halo,talisman,duality,watching,36.70031021171124,1472
1473,antlers,feathers,locke,jungle,33.940379620017495,1473
1474,radiant,talisman,plain,none,20.702867933646672,1474
1475,antlers,talisman,whiskers,sand,30.364042246050854,1475
1476,halo,tummy,plain,brick,22.083567662618293,1476
1477,bunny ears,tummy,uwu,gravel,15.558871376856853,1477
1478,sol,ribs,duality,none,61.23050849638537,1478
1479,sprite,none,jack,gravel,24.781178392207853,1479
1480,radiant,feathers,locke,storm,37.51635625446713,1480
1481,ram,belt,wassie,none,35.195292962799506,1481
1482,winked bunny ears,tummy,duality,storm,40.841314148027244,1482
1483,bunny ears,belt,fierce deity,gravel,27.54114760866888,1483
1484,sprite,belt,wassie,gravel,39.83750976990996,1484
1485,wisp,belt,bad haircut,none,28.921254610363263,1485
1486,antenna,none,skull,blizzard,19.009151777541526,1486
1487,antenna,none,duality,blizzard,10.790417184919605,1487
1488,ram,feathers,skull,river,55.3957626285741,1488
1489,none,belt,fierce deity,midnight,50.31420182933123,1489
1490,radiant,none,duality,sand,10.163237569242986,1490
1491,winked bunny ears,tummy,duality,brick,37.32818562616585,1491
1492,sol,tie,owl,sand,62.67310284373385,1492
1493,wisp,bells,bad haircut,jungle,29.046770457027556,1493
1494,08 valk,tie,fierce deity,jungle,52.32166887509372,1494
1495,radiant,none,locke,blizzard,12.986480073641946,1495
1496,antlers,coat,fierce deity,none,42.22108616247186,1496
1497,radiant,ribs,teardrop,brick,64.9944882663372,1497
1498,antlers,tummy,plain,river,41.40594202317758,1498
1499,halo,coat,fierce deity,brick,44.41702018316243,1499
1500,ram,bells,locke,brick,34.75580723905409,1500
1501,wisp,bells,skull,watching,48.118499731987185,1501
1502,bunny ears,luna,jack,river,74.7178149084073,1502
1503,saturno,tummy,jack,none,35.82239528269582,1503
1504,wisp,luna,locke,jungle,46.48761878954411,1504
1505,sprite,tie,plain,storm,44.91879995695564,1505
1506,halo,belt,fierce deity,sand,31.74466466239551,1506
1507,antlers,talisman,duality,jungle,28.607825880380073,1507
1508,radiant,belt,bad haircut,gravel,31.681378482137944,1508
1509,radiant,feathers,uwu,sand,28.795790384178133,1509
1510,antenna,talisman,plain,gravel,23.337772306705165,1510
1511,bunny ears,tummy,locke,jungle,18.56989796591153,1511
1512,none,tummy,locke,none,13.801688613093631,1512
1513,antenna,feathers,ninja,jungle,31.180036748266627,1513
1514,crown,none,skull,sand,26.725784445284567,1514
1515,none,coat,teardrop,none,40.27637702236904,1515
1516,sprite,tie,plain,jungle,36.82605795397462,1516
1517,none,none,jack,jungle,17.252407141236766,1517
1518,sprite,feathers,bad haircut,midnight,57.46575567514803,1518
1519,sprite,belt,bad haircut,sand,37.20237347251396,1519
1520,antlers,coat,whiskers,brick,48.36915769305982,1520
1521,radiant,belt,bad haircut,blizzard,34.69280450649716,1521
1522,wisp,none,teardrop,sand,17.62921227558307,1522
1523,wisp,feathers,teardrop,brick,39.27284322308594,1523
1524,bunny ears,talisman,bad haircut,brick,28.60774856411951,1524
1525,radiant,belt,plain,blizzard,31.6814300107863,1525
1526,winked bunny ears,bells,skull,gravel,48.996801196389995,1526
1527,tinky winky,bells,teardrop,none,49.56154505451967,1527
1528,wisp,bells,duality,none,24.0279288993682,1528
1529,krampus,feathers,plain,sand,33.25015863446424,1529
1530,antlers,tummy,plain,gravel,22.522512191038086,1530
1531,radiant,luna,teardrop,storm,60.10082753142611,1531
1532,none,pendant,skull,none,48.369479801533345,1532
1533,ram,tummy,whiskers,brick,23.902348660804666,1533
1534,saturno,feathers,duality,none,30.427289753974097,1534
1535,antlers,none,wassie,sand,22.02055203014421,1535
1536,none,talisman,ninja,blizzard,26.537317449876248,1536
1537,goat,pendant,teardrop,blizzard,80.86619568653019,1537
1538,radiant,bells,locke,jungle,29.04719562808301,1538
1539,antlers,none,whiskers,HGKXkcA3U9,43.53900220246586,1539
1540,antenna,luna,ninja,blizzard,51.31805777936967,1540
1541,none,none,teardrop,none,8.281157453885315,1541
1542,wisp,none,teardrop,brick,19.887813993683434,1542
1543,antenna,belt,plain,none,26.035795344099295,1543
1544,crown,talisman,ninja,none,33.689335134458254,1544
1545,none,tummy,locke,river,35.32058971765681,1545
1546,bunny ears,talisman,owl,watching,49.74962550661276,1546
1547,winked bunny ears,luna,skull,jungle,66.62534344131801,1547
1548,none,none,wassie,none,8.030319141387304,1548
1549,bunny ears,belt,no face,river,66.56244382056168,1549
1550,halo,bells,duality,river,45.10709947641156,1550
1551,halo,none,locke,gravel,9.41069674636005,1551
1552,saturno,tummy,owl,blizzard,42.472323935379244,1552
1553,embedmau5,bells,ninja,sand,52.760961346835956,1553
1554,none,belt,fierce deity,midnight,50.31420182933123,1554
1555,sprite,tummy,no face,jungle,42.598226300584265,1555
1556,antenna,belt,fierce deity,watching,43.162570727703645,1556
1557,embedmau5,talisman,duality,none,41.02933017981301,1557
1558,winked bunny ears,none,bad haircut,jungle,24.153599329334938,1558
1559,necromancer,coat,teardrop,blizzard,71.39311472184198,1559
1560,saturno,belt,whiskers,none,32.05851859250291,1560
1561,none,luna,wassie,blizzard,50.2512248843865,1561
1562,none,bells,plain,none,19.00906153824095,1562
1563,ram,bells,skull,jungle,36.19863350182126,1563
1564,bunny ears,none,locke,blizzard,10.602401173614096,1564
1565,antlers,none,bad haircut,none,11.983010698299774,1565
1566,antlers,coat,uwu,brick,48.181231873487846,1566
1567,bunny ears,luna,bad haircut,blizzard,47.30291753724566,1567
1568,krampus,bells,whiskers,storm,38.771153617242746,1568
1569,krampus,feathers,ninja,sand,37.892530029501714,1569
1570,embedmau5,bells,no face,river,86.01021804282396,1570
1571,crown,tummy,wassie,sand,36.763364468291954,1571
1572,sol,tummy,wassie,none,34.504981758425934,1572
1573,none,talisman,plain,jungle,18.94675465599297,1573
1574,antlers,tummy,bad haircut,gravel,25.53369343540642,1574
1575,halo,tummy,plain,sand,19.824991660779574,1575
1576,none,tummy,owl,none,26.474688408945084,1576
1577,radiant,belt,bad haircut,none,29.046628712862148,1577
1578,radiant,none,ninja,sand,14.115903366290688,1578
1579,crown,none,duality,none,13.488672190915011,1579
1580,sprite,talisman,duality,blizzard,30.176077762072396,1580
1581,none,tummy,plain,storm,21.706672367919495,1581
1582,radiant,feathers,skull,gravel,35.383193030764886,1582
1583,wisp,talisman,plain,watching,36.4495620308273,1583
1584,antlers,x,uwu,brick,59.66181852720411,1584
1585,krampus,none,whiskers,sand,13.990116992323163,1585
1586,radiant,feathers,jack,watching,54.26657127479723,1586
1587,bunny ears,bells,plain,river,42.59768513333641,1587
1588,winked bunny ears,feathers,bad haircut,none,40.841095096850424,1588
1589,radiant,coat,uwu,sand,41.40583895828336,1589
1590,wisp,none,duality,none,5.019176529383769,1590
1591,antlers,tummy,teardrop,blizzard,33.81491535716611,1591
1592,radiant,none,wassie,storm,23.275452473009075,1592
1593,radiant,ribs,ninja,jungle,56.77597273348059,1593
1594,antenna,tummy,fierce deity,gravel,19.260312250374348,1594
1595,sprite,none,duality,gravel,10.91638397043196,1595
1596,sol,belt,plain,brick,44.41729076695152,1596
1597,bunny ears,talisman,whiskers,none,18.444498107181467,1597
1598,wisp,coat,ninja,storm,51.75704100423763,1598
1599,ram,tummy,uwu,sand,21.455653579793278,1599
1600,embedmau5,talisman,wassie,river,69.88746612187671,1600
1601,halo,sun alter,duality,watching,69.88745323385133,1601
1602,antlers,none,third eye,watching,51.00456458184242,1602
1603,ram,pendant,skull,watching,69.82463090524172,1603
1604,wisp,bells,skull,blizzard,37.89271042155727,1604
1605,none,none,wassie,blizzard,13.67634030316185,1605
1606,radiant,pendant,no face,gravel,67.94280851768943,1606
1607,radiant,tie,uwu,gravel,33.5637935490701,1607
1608,winked bunny ears,belt,jack,brick,61.8576752636758,1608
1609,tinky winky,feathers,ninja,gravel,48.934185019370375,1609
1610,crown,bells,duality,gravel,35.13208411003361,1610
1611,saturno,tummy,teardrop,blizzard,35.19506102723089,1611
1612,wisp,tie,whiskers,watching,46.863792557311506,1612
1613,radiant,tie,whiskers,none,31.117407710638734,1613
1614,halo,none,owl,brick,26.726080793232672,1614
1615,ram,talisman,whiskers,sand,26.976261987214855,1615
1616,saturno,feathers,ninja,jungle,37.076973626666636,1616
1617,wisp,pendant,locke,brick,53.953090984454334,1617
1618,08 valk,belt,fierce deity,river,66.18616696081327,1618
1619,ram,talisman,bad haircut,gravel,27.47844127129676,1619
1620,ram,coat,uwu,storm,48.30656729968849,1620
1621,halo,coat,whiskers,brick,43.28797056165921,1621
1622,halo,none,fierce deity,river,26.663116720127324,1622
1623,08 valk,talisman,ninja,river,64.24112280108866,1623
1624,crown,belt,skull,sand,48.306593079703184,1624
1625,sprite,bells,uwu,HGKXkcA3U9,60.9794382119828,1625
1626,bunny ears,none,fierce deity,gravel,5.960274554273259,1626
1627,antenna,pendant,locke,gravel,49.43582308070955,1627
1628,bunny ears,belt,bad haircut,brick,33.939902904127685,1628
1629,ram,none,uwu,jungle,8.218270717190453,1629
1630,sol,tummy,owl,storm,52.82355173591304,1630
1631,none,none,plain,storm,10.790790857056107,1631
1632,antlers,tummy,third eye,storm,56.838627566648526,1632
1633,none,bells,wassie,midnight,54.51749983518431,1633
1634,sprite,sun alter,bad haircut,midnight,87.51581510324012,1634
1635,sprite,tummy,plain,watching,34.37928557222803,1635
1636,halo,none,fierce deity,river,26.663116720127324,1636
1637,halo,bells,uwu,river,44.35444268211073,1637
1638,krampus,luna,jack,gravel,62.610203226941444,1638
1639,bunny ears,none,ninja,none,6.713536963546393,1639
1640,sol,coat,fierce deity,none,48.80837284127431,1640
1641,saturno,talisman,locke,midnight,56.96427222849234,1641
1642,crown,ribs,uwu,sand,62.73560307675269,1642
1643,antenna,talisman,bad haircut,blizzard,29.360804770271688,1643
1644,wisp,talisman,whiskers,blizzard,26.349056642393855,1644
1645,wisp,bells,teardrop,gravel,34.25342184269107,1645
1646,ram,tie,duality,blizzard,38.45733832412472,1646
1647,radiant,tummy,ninja,brick,27.290090188838516,1647
1648,halo,bells,whiskers,none,23.024240488374563,1648
1649,bunny ears,tie,fierce deity,jungle,32.55961547106887,1649
1650,wisp,talisman,duality,jungle,23.96513231476767,1650
1651,winked bunny ears,belt,fierce deity,brick,48.55780508448762,1651
1652,bunny ears,coat,fierce deity,gravel,37.95530082682036,1652
1653,halo,tummy,uwu,brick,22.020513401743333,1653
1654,sprite,pendant,ninja,gravel,54.32931630366262,1654
1655,ram,talisman,whiskers,midnight,49.43560405298592,1655
1656,wisp,talisman,uwu,midnight,47.99311277779885,1656
1657,halo,tummy,plain,jungle,17.50372221355804,1657
1658,winked bunny ears,talisman,uwu,jungle,37.32818563079042,1658
1659,krampus,feathers,wassie,gravel,38.896231360562425,1659
1660,halo,coat,plain,blizzard,41.531084193411125,1660
1661,sol,none,plain,jungle,18.256391895223604,1661
1662,none,feathers,duality,blizzard,25.721812539023258,1662
1663,none,none,ninja,blizzard,10.28876626297216,1663
1664,ram,coat,bad haircut,river,62.1085522603999,1664
1665,crown,tie,ninja,brick,51.25522255480682,1665
1666,halo,talisman,duality,sand,25.84721244102612,1666
1667,halo,sun alter,duality,gravel,56.650521347093154,1667
1668,sol,talisman,whiskers,none,31.93288681802383,1668
1669,tinky winky,none,skull,watching,47.05228532844028,1669
1670,saturno,tummy,uwu,brick,28.48192350625623,1670
1671,bunny ears,tummy,bad haircut,sand,21.01670902296539,1671
1672,antlers,bells,third eye,gravel,56.775856781221634,1672
1673,krampus,tie,duality,sand,41.09216537695874,1673
1674,sprite,tummy,duality,midnight,46.67576366095355,1674
1675,antenna,tummy,wassie,sand,28.41961658073545,1675
1676,krampus,feathers,locke,midnight,58.59534643945493,1676
1677,antenna,coat,duality,gravel,39.774597240647985,1677
1678,necromancer,none,whiskers,watching,41.468751475653576,1678
1679,winked bunny ears,belt,owl,sand,60.602903669023114,1679
1680,halo,coat,owl,sand,56.462492439504096,1680
1681,sprite,luna,bad haircut,river,68.69555549579596,1681
1682,ram,none,duality,blizzard,11.920123937160737,1682
1683,sol,none,locke,watching,34.31678535077062,1683
1684,crown,none,whiskers,blizzard,18.569949529574508,1684
1685,antlers,tummy,duality,blizzard,26.223798504376,1685
1686,halo,talisman,plain,gravel,22.773208871351432,1686
1687,bunny ears,none,bad haircut,jungle,7.779016909524378,1687
1688,krampus,bells,skull,blizzard,42.40969487727109,1688
1689,krampus,tummy,bad haircut,storm,33.56406409718391,1689
1690,necromancer,none,duality,sand,31.18021715981146,1690
1691,wisp,feathers,duality,gravel,27.039329199207597,1691
1692,halo,ribs,duality,brick,56.838833718238526,1692
1693,none,none,teardrop,none,8.281157453885315,1693
1694,ram,tummy,duality,gravel,19.825004564660638,1694
1695,sprite,tie,skull,brick,50.31425336954102,1695
1696,crown,bells,plain,watching,47.679516515377394,1696
1697,halo,bells,bad haircut,jungle,28.607465089001767,1697
1698,sprite,feathers,ninja,none,31.618994225161583,1698
1699,antlers,tummy,bad haircut,brick,30.175987577936375,1699
1700,winked bunny ears,talisman,whiskers,blizzard,40.46472806122417,1700
1701,krampus,none,teardrop,jungle,19.82474688045837,1701
1702,bunny ears,tummy,skull,sand,26.913877780778478,1702
1703,halo,tie,owl,sand,51.00428113744506,1703
1704,radiant,feathers,uwu,blizzard,29.423317880084802,1704
1705,none,ribs,fierce deity,sand,51.25550602232705,1705
1706,none,tie,plain,jungle,29.235340511714547,1706
1707,wisp,tie,duality,sand,36.57491036123935,1707
1708,radiant,feathers,jack,river,59.91255379264554,1708
1709,sol,none,locke,sigil,57.59183839243909,1709
1710,saturno,none,fierce deity,jungle,14.303610158799692,1710
1711,sol,tummy,teardrop,none,34.75606493085388,1711
1712,krampus,tummy,locke,sand,27.66676649479224,1712
1713,saturno,talisman,skull,watching,51.3808285605023,1713
1714,ram,talisman,locke,watching,40.59001192409216,1714
1715,ram,belt,jack,jungle,44.41708461073694,1715
1716,sprite,bells,fierce deity,none,27.85473100288455,1716
1717,none,none,uwu,storm,10.727942759332576,1717
1718,saturno,talisman,sapphire,brick,61.60684978337797,1718
1719,radiant,belt,duality,blizzard,32.37140617604882,1719
1720,sol,talisman,wassie,river,61.35553469156743,1720
1721,antlers,tie,no face,brick,64.17876432776059,1721
1722,sol,tie,teardrop,storm,61.167222331322826,1722
1723,crown,none,ninja,blizzard,23.087178753717776,1723
1724,none,feathers,duality,storm,30.86620857439041,1724
1725,sprite,tummy,jack,gravel,35.697072732628804,1725
1726,crown,none,duality,storm,24.279269747740244,1726
1727,tinky winky,talisman,duality,jungle,41.90783776475511,1727
1728,crown,coat,whiskers,none,44.91904476832755,1728
1729,wisp,none,plain,sand,9.348016145399505,1729
1730,ram,feathers,owl,none,40.52757614639528,1730
1731,ram,talisman,whiskers,none,21.957549312451977,1731
1732,radiant,coat,duality,storm,47.929981229071416,1732
1733,radiant,coat,uwu,brick,43.664350485310855,1733
1734,bunny ears,none,ninja,jungle,9.410426151339854,1734
1735,antenna,feathers,plain,none,23.839809768003917,1735
1736,halo,tummy,fierce deity,sand,21.079789024215845,1736
1737,saturno,tummy,fierce deity,none,22.52225455473318,1737
1738,none,feathers,wassie,brick,34.692868938035595,1738
1739,crown,tummy,teardrop,storm,42.78613922849726,1739
1740,wisp,feathers,uwu,sand,28.670519345252153,1740
1741,crown,luna,whiskers,gravel,52.13366574256445,1741
1742,sprite,tie,locke,gravel,39.649094286303324,1742
1743,krampus,feathers,duality,brick,36.19883963028839,1743
1744,none,bells,whiskers,brick,26.411891856055913,1744
1745,sol,talisman,bad haircut,jungle,37.51657530234068,1745
1746,sprite,feathers,uwu,jungle,29.61156581539749,1746
1747,saturno,belt,fierce deity,gravel,35.82227934662288,1747
1748,08 valk,x,wassie,brick,80.61515118214231,1748
1749,antlers,none,jack,blizzard,29.172479522662364,1749
1750,ram,none,wassie,sand,18.63291359442169,1750
1751,antlers,belt,uwu,sand,35.50876038526695,1751
1752,antlers,bells,locke,none,30.866131266388013,1752
1753,krampus,tie,plain,none,35.383334750486114,1753
1754,saturno,bells,whiskers,storm,40.27684085023347,1754
1755,ram,belt,skull,sand,41.091959229002335,1755
1756,antenna,none,plain,brick,11.731553834906707,1756
1757,crown,luna,duality,brick,57.34070369631768,1757
1758,radiant,coat,wassie,gravel,47.11496593303441,1758
1759,bunny ears,tie,bad haircut,jungle,34.316063784200026,1759
1760,saturno,none,wassie,blizzard,24.028006203406672,1760
1761,bunny ears,none,locke,sand,9.974886553510727,1761
1762,radiant,tie,fierce deity,river,53.764817261199106,1762
1763,sol,tie,teardrop,gravel,53.01182544727649,1763
1764,halo,x,ninja,sand,57.027171858497816,1764
1765,tinky winky,bells,locke,river,65.68434851964062,1765
1766,halo,talisman,uwu,watching,35.94765342897184,1766
1767,winked bunny ears,bells,uwu,watching,53.26283132755773,1767
1768,ram,belt,wassie,watching,51.067077683397365,1768
1769,radiant,none,teardrop,none,12.73574478441699,1769
1770,bunny ears,pendant,jack,jungle,58.783323819056285,1770
1771,antenna,talisman,locke,gravel,26.223566544693544,1771
1772,ram,feathers,bad haircut,none,27.980233909001516,1772
1773,crown,feathers,uwu,none,32.12076112612444,1773
1774,ram,tummy,uwu,jungle,19.134319692775136,1774
1775,wisp,pendant,fierce deity,none,45.04408385516859,1775
1776,bunny ears,luna,fierce deity,brick,47.17719555121345,1776
1777,krampus,coat,plain,river,62.35926178216257,1777
1778,none,luna,plain,gravel,39.2102914693466,1778
1779,wisp,belt,whiskers,watching,41.90785066434193,1779
1780,halo,talisman,no face,midnight,69.00931926555086,1780
1781,winked bunny ears,none,teardrop,sand,31.7447032871628,1781
1782,08 valk,pendant,fierce deity,river,84.06538006640073,1782
1783,wisp,none,skull,gravel,15.872944350873878,1783
1784,bunny ears,belt,bad haircut,midnight,54.1408106772108,1784
1785,ram,bells,jack,blizzard,44.79355473834421,1785
1786,antenna,tummy,plain,none,15.370662068954067,1786
1787,antenna,tie,teardrop,none,39.272984931245745,1787
1788,radiant,none,fierce deity,jungle,8.4064542804235,1788
1789,antlers,feathers,teardrop,none,36.63783576234069,1789
1790,antenna,ribs,skull,watching,74.21612531082226,1790
1791,wisp,x,jack,jungle,65.05698847226925,1791
1792,crown,tie,jack,jungle,56.58768613805567,1792
1793,none,coat,locke,HGKXkcA3U9,69.32295419105749,1793
1794,crown,feathers,uwu,none,32.12076112612444,1794
1795,antlers,ribs,whiskers,jungle,56.77602426212894,1795
1796,wisp,talisman,fierce deity,none,21.831866042687544,1796
1797,bunny ears,none,duality,jungle,5.458018081106562,1797
1798,halo,tummy,wassie,jungle,25.53400267038893,1798
1799,radiant,bells,uwu,blizzard,29.047234296123094,1799
1800,tinky winky,tummy,fierce deity,brick,41.719705800529994,1800
1801,krampus,luna,locke,brick,55.58411366313497,1801
1802,tinky winky,coat,locke,brick,64.42977018855255,1802
1803,ram,pendant,uwu,none,44.9819057692715,1803
1804,sol,tummy,uwu,blizzard,32.05824804108583,1804
1805,sprite,tie,no face,none,55.521445953503076,1805
1806,bunny ears,tummy,jack,sand,32.56031128206895,1806
1807,radiant,tummy,teardrop,storm,34.442043469959856,1807
1808,sprite,bells,bad haircut,gravel,32.24616099245202,1808
1809,krampus,coat,uwu,none,40.77868505985937,1809
1810,antenna,talisman,owl,gravel,38.89628287236411,1810
1811,sprite,none,bad haircut,HGKXkcA3U9,45.04476674643192,1811
1812,antlers,none,whiskers,river,30.615395997312987,1812
1813,wisp,ribs,ninja,storm,64.74345664171656,1813
1814,winked bunny ears,tummy,locke,river,53.76475282206316,1814
1815,antlers,tummy,duality,gravel,23.212655899969977,1815
1816,winked bunny ears,tummy,locke,river,53.76475282206316,1816
1817,wisp,none,ninja,brick,16.249169685607527,1817
1818,antenna,feathers,plain,none,23.839809768003917,1818
1819,krampus,feathers,bad haircut,storm,42.03321185899583,1819
1820,antlers,none,fierce deity,brick,17.503528953296694,1820
1821,sol,belt,jack,sand,56.71308598819723,1821
1822,winked bunny ears,belt,wassie,blizzard,53.702020720201695,1822
1823,radiant,talisman,whiskers,jungle,23.52638104958216,1823
1824,tinky winky,none,bad haircut,blizzard,30.92939167092513,1824
1825,antenna,tie,jack,none,45.546430572260434,1825
1826,crown,talisman,locke,gravel,34.5675850242973,1826
1827,sprite,none,ninja,none,12.234119619361374,1827
1828,tinky winky,tummy,ninja,brick,45.10730562403764,1828
1829,radiant,tummy,plain,watching,31.242601417448473,1829
1830,wisp,tie,duality,jungle,34.25369241855232,1830
1831,radiant,luna,fierce deity,none,42.2839729272445,1831
1832,none,feathers,teardrop,none,27.6663542071376,1832
1833,antenna,talisman,uwu,sand,25.659376781145987,1833
1834,halo,tie,teardrop,blizzard,44.354352473860864,1834
1835,antlers,none,uwu,jungle,11.606038072145386,1835
1836,08 valk,tummy,bad haircut,storm,46.55029937068505,1836
1837,sprite,luna,plain,blizzard,49.811983979940834,1837
1838,halo,tummy,duality,storm,26.286595077084772,1838
1839,krampus,talisman,wassie,brick,40.40207320856696,1839
1840,wisp,tummy,jack,none,29.79971069902902,1840
1841,saturno,luna,uwu,brick,54.14101683276472,1841
1842,none,feathers,whiskers,river,41.02970381131933,1842
1843,antenna,bells,ninja,watching,43.97785658308556,1843
1844,wisp,none,duality,none,5.019176529383769,1844
1845,crown,luna,fierce deity,blizzard,56.27410275639241,1845
1846,halo,ribs,teardrop,blizzard,62.7985155819008,1846
1847,wisp,bells,no face,HGKXkcA3U9,79.17228625100475,1847
1848,crown,coat,locke,brick,54.95667634310616,1848
1849,wisp,coat,uwu,none,36.261558902592284,1849
1850,none,none,locke,jungle,5.58331483199994,1850
1851,halo,feathers,plain,none,23.27494996983738,1851
1852,08 valk,bells,fierce deity,jungle,44.79332283052304,1852
1853,saturno,pendant,uwu,brick,57.026978582380785,1853
1854,ram,tie,teardrop,watching,56.27423159998002,1854
1855,saturno,none,ninja,midnight,42.472697578447,1855
1856,halo,tie,locke,none,33.31236248947525,1856
1857,halo,talisman,uwu,none,20.075314629647544,1857
1858,antenna,coat,jack,brick,58.28145382148786,1858
1859,none,belt,wassie,gravel,32.24640579589609,1859
1860,none,none,locke,brick,10.163160245054586,1860
1861,wisp,talisman,plain,gravel,23.212372472088948,1861
1862,ram,none,no face,gravel,29.612042558704417,1862
1863,halo,talisman,fierce deity,river,42.91147466691999,1863
1864,ram,belt,duality,none,27.85528505815779,1864
1865,bunny ears,pendant,bad haircut,sand,49.56126158732977,1865
1866,sprite,none,whiskers,midnight,35.19525431094544,1866
1867,08 valk,tie,duality,storm,59.84979589491372,1867
1868,sprite,coat,uwu,none,39.524029451489284,1868
