,Legendary,Origin,Augmint,Advocate,Hat,Eyes,Neck,Body,Background,Mouth,Nosering,Special,Spikes,Skin,origin,Rarity score,Token Id
35,None,Genesis,Business Attire,None,Groovey Bucket Hat,Gold Clubmasterz,Kaiju Chain Silver,Green,Teal,None,None,None,None,None,None,41.283583661622195,35
36,None,Genesis,Business Attire,None,Neon Beanie,Thug Life,Gold Bowtie,Sand,Sky Blue,None,None,None,None,None,None,37.51736330782137,36
37,None,Genesis,Business Attire,None,Black Visor,3D Glasses,None,Gray,Sand,E Cig,None,None,None,None,None,49.30089709574691,37
38,None,Genesis,Business Attire,None,None,Kaiju Eyes,Burgundy Polo,Black,Purple City,Snaggle Tooth,None,None,None,None,None,47.086083993142495,38
39,None,Genesis,Business Attire,None,None,Gold Clubmasterz,Kaiju Chain Silver,Neon,Teal,Banana,None,None,None,None,None,47.128708800658366,39
40,None,Genesis,Business Attire,None,Tan Bucket Hat,Vegas Glasses,None,Brown,Green,Vegas Cig,None,None,None,None,None,49.94777859133172,40
41,None,Genesis,Business Attire,None,None,Side Eye,Red Bowtie,Gray,Olive,None,None,None,None,None,None,23.7980337416504,41
42,None,Genesis,Business Attire,None,Camo 5 Panel,Vegas Glasses,Red Bowtie,Red,Sand,Cigarette,None,None,None,None,None,59.632007164396995,42
43,None,Genesis,Business Attire,None,Egg Head,Black Clubmasterz,None,Brown,Sky Blue,None,None,None,None,None,None,30.471540826263897,43
44,None,Genesis,Business Attire,None,Black 5 Panel,Shy,Brown Suit,Burgundy,Light Pink,Cigarette,None,None,None,None,None,60.9030955105207,44
45,None,Genesis,Business Attire,None,None,White Thick Rims,Brown Hoodie,Green,Green,Blunt,None,None,None,None,None,45.57468075779544,45
46,None,Genesis,Business Attire,None,Black Durag,Angered,None,Brown,Purple,None,None,None,None,None,None,31.788186518076913,46
47,None,Genesis,Business Attire,None,St Nick'S Hat,Monocle,None,Black,Teal,Gold Tooth,None,None,None,None,None,51.917148281767325,47
48,None,Genesis,Business Attire,None,Stealth Headband,Teal Gambler,Black Hoodie,Burgundy,Salmon,Vegas Cig,None,None,None,None,None,61.290160267164026,48
49,None,Genesis,Business Attire,None,Pink Durag,Thug Life,None,Sand,Sand,None,None,None,None,None,None,29.013612683289953,49
50,None,Genesis,Business Attire,None,None,Thug Life,Blue Bowtie,Brown,Teal,None,None,None,None,None,None,23.930869592162892,50
51,None,Genesis,Business Attire,None,None,Thug Life,Red Bowtie,Sand,Olive,None,None,None,None,None,None,21.873987928676254,51
52,None,Genesis,Business Attire,None,None,Scouter,Lab Suit,Gray,Sky Blue,None,None,None,None,None,None,26.665845030563183,52
53,None,Genesis,None,None,Dragon Headband,3D Glasses,Squat Hoodie,Red,Olive,None,None,None,None,None,None,36.87919897165437,53
54,None,Genesis,Business Attire,None,Black Beanie,Concern,Trendy Pbt Hoodie,Sand,Purple City,None,None,None,None,None,None,40.743967822658,54
