,Environment,Hand,Ear Accessory,Mouth Accessory,Hair,Eyewear,Brow,Eyes,Mouth,Clothing,Necklace,Face Attachment,Body Attachment,Markings,Body,Background,Mask,Rarity score,Token Id
6984,No Environment,Den Den Daiko Wave Blue,Zorro Earring,No Accessory,Parted Long Straight Red,No Eyewear,Brow Type 5,Green Eyes 2,Smirk Pink,Open Kimono Pink,No Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Red,None,6.215926908364885,6984
6985,Sakura Chiru,Green Tea,Earring,Cigarette,Hime Cut Black Red,No Eyewear,Brow Type 1,Brown Eyes 2,Slight Smile Purple,Black Kiwami Hoodie,No Necklace,No Attachment,Kanji Tattoo,No Markings,Skintone 1,Blue,None,44.1440467551247,6985
6986,No Environment,Unarmed,Gold Chain Earring,No Accessory,Redlin tail,White Sunslasses,Brow Type 2,Deep Eyes 1,Open Pink,Hacker Jacket with fishnet Purple,No Necklace,No Attachment,No Attachment,Barcode,Skintone 2,White,None,22.48588203462307,6986
6987,Sakura Chiru,Robo Call me Red,No Earring,No Accessory,Pomade Gray,Sunglasses Pink,Brow 3,Black Eyes 1,Slight Smile,Green Anonymice Hoodie,No Necklace,No Attachment,Tattoo Dragon,Robo Spine,Skintone 2,Black Gray,None,45.340510749515545,6987
6988,No Environment,Baseball Bat Black,No Earring,No Accessory,Mohawk,Sunglasses,Brow 2,Blue Eyes 2,Smirk,Greaser Jacket Blue Shirtless,Dog Tags,No Attachment,Single Tattoo,No Markings,Skintone 3,Blue,None,23.422044058652112,6988
6989,Momiji Chiru,Traditional Umbrella Yellow With Pattern,Headphone Male,No Accessory,Messy Blond,No Eyewear,Brow 1,Green Eyes 2,Slight Open,Terry Jacket Navy,Wave Necklace,Mole,Single Tattoo,No Markings,Skintone 3,White,None,41.628012517678556,6989
6990,No Environment,Unarmed,Zorro Earring,Bubblegum Pink,Redlin tail Green,No Eyewear,Brow Type 3,Cat Eyes 3,Smile Pink,Mox Jacket Camo Green,Kiwami Pendant,Plaster,Mox Cybernetics Violet,No Markings,Skintone 1,Magenta,None,42.984554611955,6990
6991,No Environment,Mox Hand,Broken Heart Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 2,Red Eyes 1,Laugh Pink,Happi Checkerboard,Choker,No Attachment,Kanji Tattoo,No Markings,Skintone 2,Magenta,None,21.78885127087995,6991
6992,None,None,Cross Earring,None,Hime Cut Yellow,No Eyewear,Brow Type 4,Orange Eyes 3,Smirk Pink,None,None,None,None,None,Tengu 3 Skintone 2,Pure Black,Hanya Mask,98.16380219955806,6992
6993,No Environment,Green Tea,Bead Earring,No Accessory,Ronin Hair,No Eyewear,Brow Type 2,Green Eyes 3,Smirk Purple,Red Spider Bra,Dog Tags,No Attachment,Robo Spine,No Markings,Skintone 2,Red,None,17.00460077840497,6993
6994,Momiji Chiru,Traditional Umbrella Yellow With Pattern,Robo Earphone Black,No Accessory,Middle Parted Dual Tone,No Eyewear,Brow 2,Deep Eyes 1,Slight Smile,Hanging Jacket and Shirt With Pin,Chain Necklace,Face Tattoo,Single Tattoo,No Markings,Skintone 1,White,None,40.61751092004735,6994
6995,Momiji Chiru,Umbrella Red With Pattern,Square Earring,Cigarette,Afro,No Eyewear,Brow Type 3,Brown Eyes 2,Smirk Purple,Happi Red,Kiwami Pendant,No Attachment,Robo Spine,Mole,Skintone 2,Red,None,55.35900249411652,6995
6996,No Environment,Red Drone Without Logo,Kiwami Studs,No Accessory,Karen Short Red Gradation,Sunglasses Gold,Brow Type 1,Red Eyes 1,Grit Red,Mox Jacket Camo Brown,Choker,Slugger Paint,Kanji Tattoo,Mole,Skintone 2,Magenta,None,52.13732134109724,6996
6997,Sakura Chiru,Unarmed,Gold Chain Earring,No Accessory,Ronin Hair,No Eyewear,Brow Type 5,Orange Eyes 3,Slight Open Pink,Happi,Chain Necklace,Slugger Paint,Kanji Tattoo,Mole,Skintone 3,Red,None,48.813484674002055,6997
6998,No Environment,Traditional Umbrella Red With Pattern,Earring,No Accessory,Baseball Cap Forward Olive,No Eyewear,Brow 3,Green Eyes 2,Smirk,Kimono Neko Mage,No Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Magenta,None,11.211611531487383,6998
6999,No Environment,Unarmed,Earring,No Accessory,Ponytail Plus,White Sunglasses G,Brow Type 4,Green Eyes 3,Slight Smile Red,Tank,No Necklace,Face Tattoo,Kitty Tattoo,No Markings,Skintone 2,Red,None,32.44770350595063,6999
7000,No Environment,Den Den Daiko,No Earring,No Accessory,Host Hair,Sunglasses,Brow 1,Small Eyes 1,Slight Smile,Black Suit and Tie,Gold Pearls,No Attachment,Tattoo Flowers,No Markings,Skintone 1,Blue,None,22.3865390169142,7000
7001,No Environment,Unarmed,Kanzashi and Earring,No Accessory,Old Timey Pink,Deshawn Glasses,Brow Type 1,Eyes Closed 1,Smile Purple,Hacker Jacket,No Necklace,No Attachment,Robo Spine,Mole,Skintone 2,Black Gray,None,28.251507351255828,7001
7002,No Environment,Robo Middle Finger Red,Broken Heart Earring,No Accessory,Karen Short Purple Gradation,White Sunslasses,Brow Type 3,Blue Eyes 2,Slight Smile Pink,Happi Checkerboard and Sarashi,Chain Necklace,Star Tattoo,No Attachment,No Markings,Skintone 1,Black Gray,None,31.65875240599047,7002
7003,No Environment,Unarmed,Square Earring,No Accessory,Baseball Cap Forward Blue,No Eyewear,Brow 1,Small Eyes 1,Smirk,Green Anonymice Hoodie Up,Gold Pearls,No Attachment,Tattoo Dragon,Robo Spine,Skintone 1,Magenta,None,21.30414191412296,7003
7004,No Environment,Unarmed,Sumping,Cigarette,Shojo Yellow,No Eyewear,Brow Type 4,Green Eyes 3,Smirk Red,Open Kimono Pink,Choker,13 tattoo,Robo Spine,No Markings,Skintone 2,White,None,40.147387197890005,7004
7005,No Environment,Robo Call me Titanium,Cross Earring,No Accessory,Saiyan,No Eyewear,Brow 2,Yellow Eyes 2,Neutral,Black Suit and Tie,Kiwami Pendant,No Attachment,Tattoo Flowers,No Markings,Skintone 1,White,None,14.916895019845702,7005
7006,Sakura Chiru,Robo Call me,No Earring,No Accessory,Ronin Hair,Deshawn Glasses,Brow 2,Eyes Closed,Slight Smile,Kiwami Half Kimono 2,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,30.190058361224608,7006
7007,No Environment,Traditional Umbrella Yellow With Pattern,Broken Heart Earring,Bubblegum Yellow,Middle Parted,No Eyewear,Brow 4,Violet Eyes 2,Slight Open,Terry Jacket,Gold Pearls,No Attachment,Tattoo Flowers,No Markings,Skintone 2,Blue,None,31.031416259935902,7007
7008,No Environment,Beer Can Black,No Earring,No Accessory,Mohawk,Patch,Brow 1,Yellow Eyes 1,Slight Smile,Kiwami Hoodie Camo,Wave Necklace,No Attachment,Tattoo Dragon,Robo Spine,Skintone 2,Red,None,32.940338435169274,7008
7009,No Environment,Spray Paint,Robo Earphone Black,No Accessory,Messy Blond,Round Glasses,Brow 4,Violet Eyes 1,Slight Open,Olive Hoodie Walkie Talkie,Chain Necklace,X Scar,No Attachment,No Markings,Skintone 2,Moss,None,33.58883010137698,7009
7010,None,None,Robo Earphone,None,Riki short,No Eyewear,Brow Type 5,Small Eyes 1,Smirk,None,None,None,None,None,Tengu 2 Skintone 2 Half Kimono 2,Pure Black,Tengu Mask Red,97.27770247555917,7010
7011,No Environment,Electric Skateboard Cyan,Broken Heart Earring,No Accessory,Mega Fro Brown,No Eyewear,Brow Type 1,Green Eyes 1,Smirk Red,Suit and Tie,No Necklace,Face Tattoo,Robo Spine,No Markings,Skintone 3,Black Gray,None,22.44728467621127,7011
7012,No Environment,Unarmed,Broken Heart Earring,Cigarette,Karen Short Red Gradation,Red Sunglasses,Brow Type 2,Brown Eyes 3,Slight Smile Red,Hacker Jacket,No Necklace,Teardrop tattoo,No Attachment,Mole,Skintone 3,Moss,None,48.42393731800308,7012
7013,No Environment,Baseball Bat,Thunder Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 5,Cat Eyes 2,Neutral Pinkk,Mox Jacket,Dog Tags,Plaster,No Attachment,Barcode,Skintone 2,White,None,30.492958038158346,7013
7014,No Environment,Unarmed,Gold Chain Earring,Cigarette,Knit Beanie Green Anarchy Orange,Sunglasses,Brow Type 1,Blue Eyes 3,Slight Smile Red,Hacker Jacket,No Necklace,Star Tattoo,Robo Spine,No Markings,Skintone 2,White,None,44.38398688523142,7014
7015,No Environment,Robo Middle Finger,Ronan Earring Gold,No Accessory,Shojo Yellow,No Eyewear,Brow Type 2,Red Eyes 2,Tongue Out Purple,Kebaya,Kiwami Pendant,Plaster,Robo Spine,No Markings,Skintone 3,White,None,28.32487591986607,7015
7016,Sakura Chiru,Dango,Robo Earphone,No Accessory,Mohawk Gray,No Eyewear,Brow 5,Redline Eyes 1,Smirk,Suit and Bowtie Yellow,No Necklace,No Attachment,No Attachment,Kitty Tattoo,Skintone 3,Black Gray,None,32.66741750046737,7016
7017,No Environment,Baseball Bat,Piercings,No Accessory,Pompadour Tan,No Eyewear,Brow 4,Green Eyes 2,Open,Happi Kiwami Black Red,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Moss,None,10.225768080327281,7017
7018,No Environment,Dango,Sumping,No Accessory,Pomade,Sunglasses Yellow,Brow 4,Yellow Eyes 2,Neutral,Naked,Dog Tags,No Attachment,Single Tattoo,No Markings,Skintone 2,White,None,26.388007132251946,7018
7019,No Environment,Robo Call me,No Earring,Cigarette,Pompadour Tan,No Eyewear,Brow 2,Black Eyes 2,Neutral,Tattered Gi Gray,No Necklace,No Attachment,No Attachment,Kanji Tattoo,Skintone 1,Black Gray,None,27.119238206022484,7019
7020,No Environment,Robo Call me Red,Piercings,No Accessory,Yuri hair,No Eyewear,Brow 3,Yellow Eyes 2,Smirk,Hanging Jacket and Shirt,Chain Necklace,No Attachment,Single Tattoo,Mole,Skintone Radioactive,Magenta,None,28.153042312487987,7020
7021,No Environment,Red Drone Without Logo,Robo Ear v1,Jaw Guard Purple,Messy Blond,No Eyewear,Brow 2,Black Eyes 1,Smirk,Fur Coat Magenta,Kiwami Pendant,13 tattoo,Single Tattoo,Mole,Skintone 3,Red,None,50.55738773614817,7021
7022,Momiji Chiru,Electric Skateboard Cyan,Robo Earphone,No Accessory,Mohawk Blue,Sunglasses,Brow 1,Black Eyes 2,Slight Smile,Hanging Jacket and Shirt,Dog Tags,Stubble,Single Tattoo,Robo Spine,Skintone 2,Black Gray,None,61.10494081280695,7022
7023,No Environment,Unarmed,Silver Earring,Bubblegum Yellow,Baseball Cap Backward Blue,No Eyewear,Brow Type 3,Deep Eyes 3,Smirk Red,Kebaya Black Gold,Choker,13 tattoo,No Attachment,Mole,Skintone 1,Red,None,43.14978139256846,7023
7024,No Environment,Den Den Daiko,Silver Chain Earring,No Accessory,Ponytail Yellow,Sunglasses S,Brow Type 3,Brown Eyes 2,Smile Red,Happi,Chain Necklace,No Attachment,No Attachment,Mole,Skintone 1,Black Gray,None,28.79241596990523,7024
7025,No Environment,Beer Can Black,Silver Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 5,Orange Eyes 2,Smirk Pink,Naked Apron,Gold Pearls,Draken Tattoo,No Attachment,Barcode,Skintone 2,Red,None,29.34148118496533,7025
7026,No Environment,Mox Claw,Piercings,Cigarette,Parted Long Straight Red,No Eyewear,Brow Type 2,Pink Eyes 1,Neutral Red,Hacker Jacket with fishnet,No Necklace,Teardrop tattoo,No Attachment,Barcode,Skintone 2,Red,None,41.04813501843189,7026
7027,No Environment,Brass Knuckle,Earring,No Accessory,Curled Back,Patch,Brow 4,Small Eyes 2,Laugh,Kiwami Half Kimono 1,Gold Pearls,No Attachment,Tattoo Flowers,No Markings,Skintone 2,White,None,25.36075043702173,7027
7028,No Environment,Umbrella Red,Gold Chain Earring,No Accessory,Karen Short Red Gradation,No Eyewear,Brow Type 1,Blue Eyes 2,Smirk Red,Mox Jacket Camo Green,Kiwami Pendant,No Attachment,Kanji Tattoo,No Markings,Skintone 2,Magenta,None,20.645684675144313,7028
7029,No Environment,Umbrella Yellow,Gold Chain Earring,No Accessory,Parted Long Straight Red,No Eyewear,Brow Type 5,Brown Eyes 1,Slight Smile Pink,Suit and Ribbon Tie Blue,Choker,Slugger Paint,No Attachment,Mole,Skintone 2,Red,None,32.66949291190947,7029
7030,No Environment,Unarmed,Square Earring,Cigarette,Ponytail Yellow,No Eyewear,Brow Type 5,Orange Eyes 2,Smile Red,Suit and Open Collar Light Blue,No Necklace,Draken Tattoo,No Attachment,Mole,Skintone 2,Magenta,None,37.93532482467094,7030
7031,No Environment,Red Drone Without Logo,Square Earring,Cigarette,Knit Beanie Gray Anarchy Blonde,Redlin Glasses Yellow,Brow Type 2,Eyes Closed 1,Smirk Red,Short Sleeveless Jacket V Camo 2,Gold Pearls,No Attachment,No Attachment,Mole,Skintone 1,Red,None,42.17442831914336,7031
7032,Sakura Chiru,Umbrella Yellow With Pattern,Kanzashi and Earring,No Accessory,Hime Cut,No Eyewear,Brow Type 5,Cat Eyes 3,Grit Pink,Slugger Jacket,Gold Pearls,No Attachment,Mox Cybernetics Violet,No Markings,Skintone 1,Black Gray,None,33.8996696788138,7032
7033,No Environment,Robo Call me Titanium,Robo Ear,Cigarette,Dreads,No Eyewear,Brow 2,Green Eyes 2,Neutral,Kiwami Half Kimono 1,No Necklace,Plaster,Tattoo Flowers,Robo Spine,Skintone 3,Moss,None,48.351954141239005,7033
7034,No Environment,Brass Knuckle Pink Glove,Gold Chain Earring,Cigarette,Parted Long Straight Plus Black,No Eyewear,Brow Type 3,Pink Eyes 1,Neutral Red,Tank Rockyterrain,Chain Necklace,No Attachment,No Attachment,Mole,Skintone 3,Black Gray,None,33.12917026242341,7034
7035,None,None,Ruby Earring,None,Parted Long Straight Plus Black Blue,No Eyewear,Brow Type 2,Red Eyes 3,Slight Smile Purple,None,None,None,None,None,Tengu 2 Skintone 3,Pure Black,Karasu Mask 2,98.7496028073315,7035
7036,No Environment,Takoyaki,Thunder Earring,No Accessory,Curled Back,Sunglasses,Brow 3,Deep Eyes 1,Slight Smile,Lime Hoodie Walkie Talkie,Wave Necklace,No Attachment,No Attachment,Mole,Skintone 1,Red,None,27.028034641228434,7036
7037,No Environment,Den Den Daiko,Piercings,No Accessory,Middle Parted Plus,Sunglasses Gold,Brow 2,Deep Eyes 1,Neutral,Okinawan Shirt,Chain Necklace,Double Scar,Tattoo Flowers,No Markings,Skintone 3,White,None,36.14010408497573,7037
7038,No Environment,Beer Can Black,Kiwami Studs,No Accessory,Baseball Cap Backward Blue,Sunglasses Yellow,Brow 3,Blue Eyes 2,Neutral,Olive Hoodie Walkie Talkie,No Necklace,Stubble,Tattoo Dragon,No Markings,Skintone 2,White,None,32.926064752885026,7038
7039,Momiji Chiru,Electric Skateboard Cyan,Kiwami Studs,Jaw Guard,Saiyan Gray,No Eyewear,Brow 3,Black Eyes 2,Smirk,Kimono White,Wave Necklace,Stubble,Single Tattoo,Mole,Skintone 3,Red,None,64.24626440330547,7039
7040,No Environment,Robo Middle Finger G,Kiwami Studs,No Accessory,Mohawk Gray,Sunglasses,Brow 1,Redline Eyes 1,Slight Open,Suit and Bowtie,Wave Necklace,Draken Tattoo,Tattoo Dragon,No Markings,Skintone 2,Black Gray,None,37.63532395490837,7040
7041,Sakura Chiru,Bandage Arm,No Earring,No Accessory,Joe Hair,White Sunglasses,Brow 2,Black Eyes 2,Neutral,Black Suit and Tie,Chain Necklace,No Attachment,Tattoo Flowers,Kanji Tattoo,Skintone 2,White,None,48.73040283113939,7041
7042,No Environment,Unarmed,Earloops,Bubblegum Yellow,Redlin Short,Patch,Brow Type 5,Eyes Closed 1,Smile Red,Hacker Jacket,Dog Tags,Draken Tattoo,No Attachment,Barcode,Skintone 2,Red,None,53.488942694216156,7042
7043,No Environment,Electric Skateboard Cyan,Piercings,No Accessory,Host Hair,Sunglasses Yellow,Brow 4,Black Eyes 2,Laugh,Greaser Jacket Blue Shirtless,Dog Tags,Star Tattoo,Tattoo Flowers,No Markings,Skintone 2,Blue,None,40.435202456335674,7043
7044,Sakura Chiru,Drone Without Logo,Earloops,No Accessory,Knit Beanie Green Anarchy Blonde,Deshawn Glasses,Brow Type 3,Brown Eyes 1,Smile Pink,Happi Red and Sarashi,Kiwami Pendant,Draken Tattoo,Robo Spine,Mole,Skintone 2,White,None,62.91893174625985,7044
7045,No Environment,Unarmed,Kiwami Studs,No Accessory,Ponytail Yellow,Deshawn Glasses,Brow Type 3,Green Eyes 2,Slight Smile Pink,Black Kiwami Hoodie,Choker,Star Tattoo,Robo Spine,No Markings,Skintone 3,Moss,None,36.494284970691865,7045
7046,No Environment,Unarmed,Silver Earring,No Accessory,Baseball Cap Backward Olive,No Eyewear,Brow Type 1,Brown Eyes 2,Slight Open Purple,Black Kiwami Hoodie,Chain Necklace,No Attachment,Robo Spine,Mole,Skintone 1,Black Gray,None,20.100414679986333,7046
7047,No Environment,Robo Call me Titanium,No Earring,No Accessory,Riki Short Pink,Glasses 2,Brow 2,Violet Eyes 2,Slight Smile,Suit and Bowtie Yellow,Chain Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 3,Red,None,22.502443088597932,7047
7048,No Environment,Spray Paint,No Earring,No Accessory,Baseball Cap Forward Black,No Eyewear,Brow 3,Eyes Closed,Neutral,Hanging Jacket and Shirt,Kiwami Pendant,No Attachment,No Attachment,Mole,Skintone 3,Magenta,None,16.306620536893092,7048
7049,None,None,Robo Earphone,None,Hime Cut Black Red,No Eyewear,Brow Type 4,Blue Eyes 3,Smile Red,None,None,None,None,None,Tengu 2 Skintone 2 smonk,Pure Black,Hanya Mask,99.1636948877008,7049
7050,No Environment,Spray Paint,Ronan Earring Gold,No Accessory,Afro,Sunglasses S,Brow Type 3,Pink Eyes 2,Slight Smile Purple,Short Sleeveless Jacket V,Gold Pearls,No Attachment,Robo Spine,No Markings,Skintone 3,Red,None,26.43989372519067,7050
7051,No Environment,Unarmed,Zorro Earring,Cigarette,Parted Long Straight Plus,No Eyewear,Brow Type 2,Blue Eyes 1,Smirk Red,Black Kiwami Hoodie Up,Choker,No Attachment,No Attachment,Barcode,Skintone 1,Red,None,30.53186579752675,7051
7052,No Environment,Bandage Arm,Earring,No Accessory,Sakanakun 1,No Eyewear,Brow Type 1,Eyes Closed 1,Slight Open Purple,Tank Grey,Gold Pearls,Draken Tattoo,No Attachment,Mole,Skintone 1,Magenta,None,29.378805304801986,7052
7053,Momiji Chiru,Umbrella Red With Pattern,Gold Chain Earring,No Accessory,Medium Violet,No Eyewear,Brow Type 1,Green Eyes 3,Smile Pink,Suit and Ribbon Tie Blue,Gold Pearls,No Attachment,Robo Spine,No Markings,Skintone 2,White,None,31.288150386378643,7053
7054,No Environment,Electric Skateboard Gold,Earloops,No Accessory,Knit Beanie Gray Anarchy Blonde,No Eyewear,Brow Type 2,Brown Eyes 1,Open Purple,Suit and Open Collar Light Blue,Dog Tags,No Attachment,Robo Spine,Mole,Skintone 2,Red,None,25.81672810937406,7054
7055,No Environment,Red Drone Without Logo,No Earring,No Accessory,Dreads,White Sunglasses,Brow 4,Small Eyes 1,Smirk,Tank top Camo,No Necklace,No Attachment,No Attachment,Robo Spine,Skintone 1,Black Gray,None,22.993510132162548,7055
7056,No Environment,Beer Can,Cross Earring,No Accessory,Host Hair,Deshawn Glasses,Brow 1,Black Eyes 2,Neutral,Greaser Jacket Pink Shirtless,No Necklace,Face Tattoo,Tattoo Flowers,Kitty Tattoo,Skintone 3,Red,None,42.998772472624445,7056
7057,No Environment,Unarmed,Ruby Earring,No Accessory,Knit Beanie Green Ethereum Pink,No Eyewear,Brow Type 5,Pink Eyes 1,Slight Smile Red,Tank Sandyterrain,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Red,None,3.8296821883535204,7057
7058,No Environment,Unarmed,Kiwami Studs,No Accessory,Shojo,Glasses 2,Brow Type 3,Pink Eyes 2,Slight Open Red,Happi,Dog Tags,Face Tattoo,Mox Cybernetics Violet,Barcode,Skintone 2,Magenta,None,47.26256112342625,7058
7059,No Environment,Beer Can Black,No Earring,No Accessory,Baseball Cap Backward Blue,Sunglasses Gold,Brow 3,Small Eyes 1,Neutral,Kimono White,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone Radioactive,White,None,22.024349723218645,7059
7060,No Environment,Beer Can,Broken Heart Earring,No Accessory,Riki Short Black,No Eyewear,Brow 6,Black Eyes 1,Tongue Out,Hanging White Jacket and Shirt,No Necklace,No Attachment,Tattoo Flowers,No Markings,Skintone 2,Blue,None,15.500937706374007,7060
7061,No Environment,Takoyaki,Broken Heart Earring,No Accessory,Saiyan Gray,Sunglasses,Brow 5,Small Eyes 1,Smirk,Half Kimono WIth pattern,No Necklace,Mole,Tattoo Dragon,No Markings,Skintone 1,Red,None,34.25561292212893,7061
7062,No Environment,Takoyaki,Boomerang Earring,No Accessory,Knit Beanie Gray Anarchy Blonde,No Eyewear,Brow Type 5,Orange Eyes 2,Smile Red,Fur Jacket black,Kiwami Pendant,Teardrop tattoo,Kitty Tattoo,Barcode,Skintone 2,White,None,38.05395123810712,7062
7063,No Environment,Traditional Umbrella Yellow With Pattern,Piercings,No Accessory,Pompadour Magenta,Sunglasses,Brow 5,Green Eyes 1,Slight Smile,Suit and Open Collar,No Necklace,Teardrop tattoo,No Attachment,No Markings,Skintone 2,Magenta,None,27.91442609720595,7063
7064,No Environment,Red Drone Without Logo,No Earring,No Accessory,Shojo,No Eyewear,Brow Type 1,Cat Eyes 1,Slight Open Red,Happi Red,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Magenta,None,5.752030156662825,7064
7065,No Environment,Baseball Bat Black,Earring,No Accessory,Baseball Cap Backward Olive,White Sunglasses,Brow 2,Yellow Eyes 1,Tongue Out,Tattered Gi,Dog Tags,No Attachment,No Attachment,Kitty Tattoo,Skintone 1,Red,None,31.774664378099697,7065
7066,No Environment,Robo Call me Titanium,Bead Earring,No Accessory,Sakanakun 3,White Sunglasses G,Brow 3,Small Eyes 2,Neutral,Greaser Jacket Blue Shirtless,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 3,White,None,20.08799186419671,7066
7067,No Environment,Drone Without Logo,Robo Earphone,Bubblegum Pink,Afro Blonde,No Eyewear,Brow 6,Redline Eyes 1,Neutral,Greaser Jacket Gold Shirtless,Gold Pearls,No Attachment,Tattoo Flowers,Kanji Tattoo,Skintone 3,White,None,40.6217460968073,7067
7068,No Environment,Unarmed,Thunder Earring,No Accessory,Redlin Short Cyan,Sunglasses G,Brow Type 5,Red Eyes 1,Slight Smile Purple,Mox Jacket Camo Brown,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 3,Moss,None,18.990231932318295,7068
7069,No Environment,Robo Middle Finger G,Broken Heart Earring,No Accessory,Messy,No Eyewear,Brow 2,Blue Eyes 1,Smirk,Kiwami Half Kimono 2,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,10.474380468568063,7069
7070,No Environment,Drone Without Logo,No Earring,No Accessory,Ronin Hair,Sunglasses,Brow 3,Violet Eyes 1,Slight Open,Black Suit and Tie,Gold Pearls,Double Scar,No Attachment,No Markings,Skintone 1,White,None,25.542888904848056,7070
7071,No Environment,Dango,Earring,No Accessory,Hime Cut,No Eyewear,Brow Type 3,Brown Eyes 1,Slight Smile Purple,Green Anonymice Hoodie Up,No Necklace,Draken Tattoo,Robo Spine,Barcode,Skintone 1,Moss,None,33.340456847833295,7071
7072,No Environment,Drone Without Logo,Cross Earring,No Accessory,Karen Short,No Eyewear,Brow Type 5,Cat Eyes 3,Smirk Red,Short Sleeveless Jacket V,No Necklace,Draken Tattoo,Robo Spine,No Markings,Skintone 1,White,None,22.942262069454674,7072
7073,No Environment,Baseball Bat Black,Zorro Earring,No Accessory,Knit Beanie Gray Anonymice Blonde,No Eyewear,Brow Type 5,Deep Eyes 1,Neutral Red,Happi Red and Sarashi,Chain Necklace,No Attachment,No Attachment,Mole,Skintone 1,Magenta,None,19.48354743491,7073
7074,No Environment,Red Drone Without Logo,Earloops,Bubblegum Yellow,Medium Violet,Yellow Sunglasses,Brow Type 4,Blue Eyes 2,Smirk Pink,Suit and Open Collar,No Necklace,Slugger Paint,Robo Spine,Mole,Skintone 2,Red,None,59.15879915418215,7074
7075,No Environment,Unarmed,Earloops,Cigarette,Baseball Cap Forward Olive,No Eyewear,Brow Type 1,Cat Eyes 2,Smirk Red,Fur Jacket Aqua,Dog Tags,Patch,No Attachment,Barcode,Skintone 3,White,None,41.30891231229301,7075
7076,No Environment,Electric Skateboard Gold,Ruby Earring,No Accessory,Knit Beanie Green Anarchy Blonde,Patch,Brow Type 4,Cat Eyes 2,Slight Smile Red,Red Spider Bra With Orange Jacket,Wave Necklace,Star Tattoo,Robo Spine,Barcode,Skintone 2,Magenta,None,49.991933358383676,7076
7077,No Environment,Unarmed,Zorro Earring,Cigarette,Sakanakun 1,Glasses 2,Brow Type 2,Cat Eyes 2,Slight Open Purple,Tank Rockyterrain,Kiwami Pendant,No Attachment,No Attachment,Mole,Skintone 3,Magenta,None,41.64832764242215,7077
7078,No Environment,Dango,Boomerang Earring,No Accessory,Baseball Cap Forward Olive,Round Glasses,Brow 2,Deep Eyes 2,Grit,Okinawan Shirt Gray,Chain Necklace,No Attachment,Tattoo Flowers,Robo Spine,Skintone 2,Red,None,36.93115572220382,7078
7079,No Environment,Unarmed,Square Earring,Bubblegum Yellow,Ronin Hair,No Eyewear,Brow Type 5,Eyes Closed 1,Neutral Pinkk,Suit and Ribbon Tie,Chain Necklace,Star Tattoo,No Attachment,Mole,Skintone 1,Black Gray,None,40.21129327884304,7079
7080,Momiji Chiru,Beer Can,Piercings,Jaw Guard,Middle Parted Plus,Sunglasses,Brow 4,Black Eyes 2,Smirk,Greaser Jacket Gold Shirtless,Gold Pearls,Double Scar,No Attachment,No Markings,Skintone 3,Black Gray,None,58.80438901548269,7080
7081,No Environment,Brass Knuckle Pink Glove,Silver Chain Earring,Cigarette,Parted Long Straight Red,No Eyewear,Brow Type 1,Green Eyes 3,Slight Open Pink,Tank,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Blue,None,23.020819230902188,7081
7082,No Environment,Beer Can,Robo Earphone Black,No Accessory,Messy,Sunglasses,Brow 3,Green Eyes 2,Smirk,Hanging Jacket and Shirt,Gold Pearls,Plaster,Single Tattoo,Mole,Skintone 3,White,None,41.145406020240785,7082
7083,No Environment,Baseball Bat,Piercings,No Accessory,Messy,Patch with logo,Brow 6,Small Eyes 2,Open,Tank top,Gold Pearls,No Attachment,Tattoo Dragon,No Markings,Skintone 3,White,None,26.311386021618056,7083
7084,No Environment,Unarmed,Ronan Earring Gold,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 4,Orange Eyes 1,Smile Red,Happi,No Necklace,No Attachment,Mox Cybernetics Orange,Barcode,Skintone 2,Magenta,None,21.927223657287005,7084
7085,No Environment,Umbrella Yellow With Pattern,Bead Earring,No Accessory,Shojo Yellow,Redlin Glasses Blue,Brow Type 2,Blue Eyes 2,Neutral Pinkk,Suit and Open Collar,No Necklace,13 tattoo,No Attachment,No Markings,Skintone 2,Moss,None,30.695795099796612,7085
7086,None,None,Thunder Earring,None,Riki short,No Eyewear,Brow Type 2,Deep Eyes 2,Neutral,None,None,None,None,None,Tengu 1 Skintone 1 Half Kimono 2,Pure Black,Tengu Mask Yellow Black,96.66280409386997,7086
