,Background,Left Arm,Right Arm,Eyes,Hat,Sleeves,Upper Body,Legs,Feet,Mouth,Bag,Nose,Outerwear,Shoe Gum,Fannypack,Neck,Suspenders,Ears,Overhead,Special,Rarity score,Token Id
1676,Blue,Swinging,Fast Food,Black Nerd Glasses,None,Long Sleeves,Blue Hoodie with Hood Down,Purple Tracksuit Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,10.474970564923106,1677
1677,Blue,Swinging,Tennis Racket,Black Glasses,None,Long Sleeves,Blue Hoodie with Hood Down,Dark Blue Skirt,Light Blue Slippers,Toothpick,None,None,None,None,None,None,None,None,None,None,19.651672565637277,1678
1678,Blue,Swinging,Swinging,Radioactive Glasses,White Baseball Cap,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Dark Blue Pants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,10.972014795902137,1679
1679,Blue,Boxing Glove,Tennis Racket,White Glasses,Light Blue Beanie,Long Sleeves with Stripes,Blue Tracksuit Jacket,Charcoal Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,35.36110889101965,1680
1680,Blue,Swinging,Swinging,None,Pink Pointy Beanie,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,Lavender Pants,Maroon Shoes,Bandana,None,None,None,None,None,None,None,Bing Bong Stick,None,None,38.62271743052252,1681
1681,Blue,Skateboard,Swinging,Black Nerd Glasses,Tie,Long Sleeves,Pink Zipper Hoodie with Hood Down,Lavender Pants,Bunny Slippers,None,None,None,None,Gum,None,None,None,None,None,None,29.21369623550306,1682
1682,Green,Boxing Glove,Swinging,Sunglasses,None,Long Sleeves,Grey Zipper Hoodie with Hood Up,Green Pants,Green Shoes,Toothpick,None,None,None,None,None,None,None,None,None,None,23.806905518368072,1683
1683,Pink,Swinging,Swinging,Black Glasses,Tan Baseball Cap,Long Sleeves,Blue Tucked Shirt,Red Tracksuit Pants,Light Blue Slippers,Toothpick,None,None,None,None,None,None,None,Pencil,None,None,36.86570110321748,1684
1684,Yellow,Swinging,Metal Detector,Brown Glasses,Blue 5 Panel Cap,Short Sleeves,Light Blue / Pink Tucked Shirt,White Sweatpants,Bleached Sand Sneakers,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,43.06875559011185,1685
1685,Green,Bomb,Book,White Nerd Glasses,Knitted Bobble Hat,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,White Sweatpants,Yellow Boots,None,None,None,None,None,None,None,None,None,None,None,29.838804726056473,1686
1686,Orange,Swinging,Boxing Glove,Cool Glasses,Yellow / Blue Pointy Beanie,Long Sleeves,Dark Blue / White Sweater and Shirt,Dark Blue Pants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,23.88157406705136,1687
1687,Blue,Swinging,Swinging,Black Glasses,None,Long Sleeves,Blue Sweatshirt,Green Shorts,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,4.07589158606483,1688
1688,Orange,Swinging,Crocodile,Brown Glasses,None,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Tan Pants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.239474921180808,1689
1689,Pink,Swinging,Swinging,Sunglasses,None,Long Sleeves,Naked,Naked,Rocket Pop Sneakers,None,None,None,Grey Belted Coat,None,None,Scarf Bandana,None,None,None,None,36.6924611754962,1690
1690,Blue,Swinging,Swinging,Black Nerd Glasses,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Light Blue Shorts,Rocket Pop Sneakers,None,None,Bandage,None,None,None,None,None,None,None,None,16.605276544437082,1691
1691,Blue,Axe,Swinging,None,Blue Bucket Hat,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Down,Blue Pants,Green Shoes,None,None,None,None,None,Black Fannypack,None,None,None,None,None,26.364560877807346,1692
1692,Blue,Juice,Rainbow Paint Bucket,Eye Patch,None,Long Sleeves,Blue Sweatshirt,Red Sweatpants,Bleached Sand Sneakers,None,None,None,None,None,Green Fannypack,None,None,None,None,None,31.928967195741027,1693
1693,Pink,Bomb,Boombox,None,Blue Beanie,Long Sleeves,Blue Turtleneck,Lavender Pants,Bleached Sand Sneakers,Toothpick,Grey Backpack,None,None,None,None,None,None,None,None,None,47.721973910436105,1694
1694,Blue,Swinging,Swinging,Sunglasses,Tan Baseball Cap,Long Sleeves with Stripes,Red Tracksuit Jacket,Red Tracksuit Pants,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,21.820005238720714,1695
1695,Green,Swinging,Coffee,Black Nerd Glasses,None,Long Sleeves,White Loose Shirt,Lavender Pants,Tan Boots,None,None,None,None,None,None,None,None,None,None,None,15.642020487874438,1696
1696,Yellow,Swinging,Radioactive Bucket,White Glasses,None,Long Sleeves with Stripes,Blue / Yellow Tracksuit Jacket,Lavender Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,28.098373712802832,1697
1697,Green,Swinging,Basketball,None,Red Headband,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Blue Pants,Red Shoes,None,None,None,Cream Morning Robe,Gum,None,None,None,None,None,None,47.20715797022476,1698
1698,Blue,Umbrella,Swinging,Boomer Glasses,Tan Baseball Cap,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Tan Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,16.751915352111496,1699
1699,Purple,Swinging,Watering Can,None,Blue Beanie,Long Sleeves,Blue Zipper Hoodie with Hood Down,Green Pants,Summer Day Sneakers,Straw,None,None,None,None,None,None,None,None,None,None,29.42521807333095,1700
1700,Blue,Spray Can,Swinging,Black Glasses,Blue Beanie,Long Sleeves,Dark Blue / Light Blue Puffer Jacket,Tan Pants,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,16.371138039011665,1701
1701,Pink,Baseball Bat,Swinging,Googly Eyes,White / Blue Backwards Cap,Long Sleeves,Green / White Varsity Jacket,Green Skirt,Bleached Sand Sneakers,Straw,None,None,None,None,None,None,None,Pencil,None,None,45.56065169703623,1702
1702,Blue,Swinging,Book,Black Glasses,White / Red Backwards Cap,Long Sleeves,Purple Zipper Hoodie with Hood Down,Blue Pants,Summer Night Sneakers,Bandana,Tote,None,None,None,None,None,None,Bing Bong Stick,None,None,49.77921049124792,1703
1703,Yellow,Duffel Bag,Swinging,None,None,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Blue Tracksuit Pants,Forest Moss Sneakers,Bandana,Grey Backpack,None,None,None,None,None,None,None,None,None,35.61657502661031,1704
1704,Blue,Swinging,Cat,Brown Glasses,None,Long Sleeves,Cream Sweatshirt,Green Pants,Rocket Pop Sneakers,None,None,None,Yellow Coat,None,None,None,None,None,None,None,24.22580743060319,1705
1705,Pink,Paint Roller,Tennis Racket,Boomer Glasses,White / Turquoise Backwards Cap,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Green Sweatpants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,31.266426000599314,1706
1706,Green,Fishing Pole,Basketball,None,Radioactive Bucket,Short Sleeves,Tan / Green / White Puffer Vest,Blue Sweatpants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,38.40334376197982,1707
1707,Blue,Swinging,Basketball,None,None,Long Sleeves,Light Blue Loose Shirt with Pens,Grey Tracksuit Pants,Tan Boots,None,None,None,Green Cape,None,Black Fannypack,None,None,None,None,None,35.80947460727647,1708
1708,Green,Duffel Bag,Swinging,None,Blue 5 Panel Cap,Long Sleeves,Grey Tucked Shirt with Pens,Blue Sweatpants,Summer Night Sneakers,Cigar,None,None,None,None,Yellow Fannypack,None,None,None,None,None,42.479842670905605,1709
1709,Purple,Vibes,Vibes,White Glasses,Blue Beanie,Long Sleeves,Blue Hoodie with Hood Down,White Sweatpants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,29.960713077917887,1710
1710,Yellow,Axe,Swinging,Cool Glasses,Blue 5 Panel Cap,Long Sleeves,Cream Sweatshirt,Dark Blue Pants,Black Shoes,Bandana,Green Chest Bag,None,None,None,None,None,None,Bing Bong Stick,None,None,56.929649312884976,1711
1711,Blue,Skateboard,Cat,None,White / Light Blue Headband,Long Sleeves,Cream Sweatshirt,Grey Sweatpants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,21.683586602044436,1712
1712,Green,Paint Roller,Book,Nerd Ghost Glasses,Pink Pointy Beanie,Long Sleeves,Green Tracksuit Jacket,Blue Pants,Green Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,38.778232932856085,1713
1713,Orange,Swinging,Boxing Glove,White Glasses,White / Light Blue Headband,Long Sleeves,Pink Tucked Shirt with Pens,Charcoal Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,23.661379934832922,1714
1714,Blue,Swinging,Swinging,White Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Down,Tan Shorts,Ice Grey Sneakers,None,None,None,None,None,None,None,None,None,None,None,3.811042789226383,1715
1715,Blue,Bomb,Swinging,White Nerd Glasses,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Charcoal Pants,Bunny Slippers,Cigar,None,None,None,None,None,None,None,None,None,None,19.23822879509668,1716
1716,Green,Axe,Swinging,Black Nerd Glasses,Tan Bucket Hat,Long Sleeves,Green / White / Blue Tracksuit Jacket,Dark Blue Skirt,Brown Boots,Toothpick,Tote,None,None,None,None,None,None,None,None,None,43.80020758780133,1717
1717,Blue,Swinging,Pocket,White Glasses,None,Long Sleeves,Grey Tucked Shirt with Pens,Blue Pants,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,None,None,None,10.120866755728947,1718
1718,Blue,Swinging,Fast Food,Rainbow Glasses,Cowboy Hat,Long Sleeves,Green / White Varsity Jacket,Green Pants,Black Shoes,None,None,None,None,None,None,Scarf Bandana,None,None,None,None,31.10236853101268,1719
1719,Purple,Squirt Gun,Crocodile,Nose Glasses with Black Hair,Big Hat,Short Sleeves,Black T-Shirt,Grey Tracksuit Pants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,42.11151135814161,1720
1720,Yellow,Stick Bag,Dog,Sunglasses,Tie,Long Sleeves,Blue Zipper Hoodie with Hood Down,Charcoal Pants,White Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,38.12090997058904,1721
1721,Blue,Skateboard,Metal Detector,White Nerd Glasses,Propeller Cap,Long Sleeves,Purple Zipper Hoodie with Hood Down,Lavender Pants,Summer Night Sneakers,Bandana,None,None,None,None,None,None,None,None,None,None,32.04831167348996,1722
1722,Blue,Axe,Dog,Black Glasses,Big Hat,Long Sleeves,Blue Turtleneck,White Tracksuit Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,24.250396547547773,1723
1723,Blue,Swinging,Fast Food,White Glasses,Light Blue Beanie,Long Sleeves,Black Zipper Hoodie with Hood Down,White Sweatpants,Summer Night Sneakers,Toothpick,None,None,None,None,None,None,None,Bing Bong Stick,None,None,37.742880581044304,1724
1724,Pink,Swinging,Coffee,Boomer Glasses,Visor,Long Sleeves,Light Blue / Pink Tucked Shirt,Tan Pants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,22.983274455349783,1725
1725,Pink,Swinging,Pocket,Brown Glasses,Yellow / Blue Pointy Beanie,Long Sleeves,Purple Hoodie with Hood Down,Blue Pants,Pink Slippers,None,None,None,None,None,None,None,None,None,None,None,23.21519948964805,1726
1726,Orange,Juice,Cat,Black Glasses,White Headband,Short Sleeves,White Loose Shirt,Green Pants,Blue Shoes,None,None,Bandage,None,None,None,None,None,None,None,None,52.46102849832196,1727
1727,Purple,Bomb,Swinging,Brown Glasses,None,Long Sleeves,Green / White V-Neck Sweater and Shirt,Green Pants,White Shoes,None,None,None,None,None,Cream Fannypack,None,None,None,None,None,29.288007447568067,1728
1728,Purple,Paint Roller,Swinging,None,None,Long Sleeves,Pink Hoodie with Hood Up,White Sweatpants,Yellow Boots,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,23.35491204131408,1729
1729,Blue,Stick Bag,Boombox,White Glasses,None,Long Sleeves,White Loose Shirt,Blue Sweatpants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.355456468462755,1730
1730,Blue,Baseball Bat,Pocket,White Glasses,None,Long Sleeves,Green Turtleneck,Green Pants,Ocean Blue Sneakers,None,Cream Chest Bag,None,None,None,None,None,None,None,None,None,29.793557624138785,1731
1731,Pink,Duffel Bag,Basketball,Sunglasses,Blue Bucket Hat,Long Sleeves,Blue Tracksuit Jacket,Light Blue Shorts,Dark Blue Slippers,Straw,None,None,None,None,None,None,None,Pencil,None,None,51.05223238371721,1732
1732,Yellow,Swinging,Swinging,None,White / Light Blue Headband,Long Sleeves,Red / White Varsity Jacket,Green Pants,Green Shoes,None,None,None,None,Gum,None,None,None,None,None,None,25.73981618560727,1733
1733,Blue,Bomb,Book,White Glasses,None,Long Sleeves,Green / White Varsity Jacket,Lavender Pants,Rocket Pop Sneakers,None,None,Bandage,None,None,None,None,None,None,None,None,30.093721180566757,1734
1734,Pink,Fishing Pole,Rainbow Paint Bucket,None,Tan Baseball Cap,Long Sleeves,Purple Hoodie with Hood Down,Green Sweatpants,White Shoes,None,None,None,None,None,None,None,None,None,None,None,27.560603110523772,1735
1735,Orange,Baseball Bat,Dog,None,None,Long Sleeves,Blue Tracksuit Jacket,White Sweatpants,White Shoes,Straw,None,None,None,None,None,None,None,Pencil,None,None,41.462936937612035,1736
1736,Orange,Swinging,Pocket,None,None,Long Sleeves,Purple Hoodie with Hood Down,White Shorts,Ice Grey Sneakers,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,23.05137838407126,1737
1737,Green,Swinging,Swinging,White Glasses,Feather Cap,Long Sleeves,White Loose Shirt,Red Sweatpants,Maroon Shoes,Cigar,None,None,Red Coat,None,None,None,None,None,None,None,37.84988267792568,1738
1738,Green,Axe,Swinging,Sunglasses,Cowboy Hat,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,Blue Pants,Light Blue Slippers,None,None,None,None,None,None,None,None,Pencil,None,None,34.26374126858785,1739
1739,Blue,Shovel,Swinging,None,Dark Blue Beanie,Long Sleeves,Blue Tracksuit Jacket,White Skirt,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,14.491274905450474,1740
1740,Purple,Baseball Bat,Swinging,None,Rainbow Paint Bucket,Long Sleeves with Stripes,Blue Tracksuit Jacket,Tan Pants,Brown Boots,Straw,None,None,None,None,None,None,None,None,None,None,40.71957651887159,1741
1741,Blue,Swinging,Swinging,Googly Eyes,Tan Bucket Hat,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Blue Sweatpants,Cream Slippers,Bandana,Grey Backpack with Slingshot,None,None,None,None,None,None,None,None,None,32.333535636501,1742
1742,Green,Paint Roller,Flashlight,White Nerd Glasses,None,Long Sleeves,Dark Blue / White V-Neck Sweater Vest and Shirt,Pink Shorts,Tan Boots,None,Duffel Bag,None,None,None,None,None,None,None,None,None,36.87754815714796,1743
1743,Blue,Axe,Swinging,Brown Glasses,Blue Beanie,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Blue Pants,Dark Blue Slippers,None,Yellow Chest Bag,None,None,None,None,None,None,None,None,None,28.773748072836135,1744
1744,Blue,Umbrella,Swinging,Black Glasses,None,Long Sleeves,Indigo Turtleneck,Green Shorts,Green Boots,None,None,None,None,None,None,None,None,Earrings,None,None,23.44982646543222,1745
1745,Orange,Skateboard,Coffee,Eye Patch,Tan Bucket Hat,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,Green Tracksuit Pants,Ice Grey Sneakers,None,None,None,None,None,None,None,None,Earphones,None,None,54.664352643979456,1746
1746,Yellow,Duffel Bag,Swinging,None,Cream Beanie,Long Sleeves with Stripes,Green Tracksuit Jacket,Tan Pants,White Shoes,None,None,None,None,None,None,None,None,None,None,None,30.656366101107924,1747
1747,Yellow,Skateboard,Swinging,Cool Glasses,None,Long Sleeves,Grey Hoodie with Hood Up,Red Tracksuit Pants,Forest Moss Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.911838245443104,1748
1748,Blue,Juice,Basketball,None,None,Long Sleeves,Dark Blue / White Sweater and Shirt,Light Blue Skirt,Blue Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,23.634471152485208,1749
1749,Blue,Juice,Swinging,Eye Patch,None,Long Sleeves,Pink Tucked Shirt,Grey Sweatpants,Cream Slippers,None,None,None,Grey Belted Coat,None,None,Scarf,None,None,None,None,38.50669127242446,1750
1750,Orange,Boxing Glove,Swinging,Pointy Glasses,Light Blue Beanie,Long Sleeves,Grey / White V-Neck Sweater and Shirt,White Sweatpants,Maroon Shoes,None,None,None,None,None,None,Scarf Bandana,None,Bing Bong Stick,Halo,None,62.33977434442235,1751
1751,Purple,Skateboard,Swinging,Nerd Ghost Glasses,None,Long Sleeves,Blue Turtleneck,Dark Blue Pants,Pink Slippers,Cigar,None,Bandage,None,None,None,None,White Suspenders,None,None,None,53.962143096539435,1752
1752,Blue,Swinging,Swinging,None,Visor,Short Sleeves,Pink Tucked Shirt,Purple Sweatpants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,17.52191880107986,1753
1753,Green,Bomb,Swinging,Pointy Glasses,None,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,White Shorts,Green Shoes,None,None,None,None,Gum,None,None,None,Bing Bong Stick,None,None,42.36952896792784,1754
1754,Purple,Skateboard,Swinging,White Nerd Glasses,White / Blue Baseball Cap,Short Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Pink Shorts,Yellow Boots,None,Brown Backpack,None,None,None,None,None,None,None,None,None,45.456058214303454,1755
1755,Blue,Swinging,Swinging,White Nerd Glasses,None,Long Sleeves,Green / White / Blue Tracksuit Jacket,Light Blue Shorts,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,2.918559764004598,1756
1756,Green,Swinging,Swinging,None,Blue Beanie,Long Sleeves,Blue / White Sweater and Shirt,Light Blue Shorts,Ice Grey Sneakers,None,None,None,None,None,Yellow Fannypack,None,None,None,None,None,26.697604643558225,1757
1757,Orange,Paint Roller,Pocket,White Glasses,None,Long Sleeves,Blue / White Sweater and Shirt,Lavender Pants,Dark Blue Slippers,None,Green Chest Bag,None,None,None,None,None,None,None,None,None,35.580801070376,1758
1758,Blue,Rocket Launcher,Swinging,Sunglasses,None,Long Sleeves,Blue Hoodie with Hood Down,Red Sweatpants,Green Boots,None,None,None,None,None,None,None,None,Earphones,None,None,23.07502121355063,1759
1759,Blue,Swinging,Swinging,None,Blue Bucket Hat,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Red Tracksuit Pants,Blue Shoes,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,15.853262518555619,1760
1760,Blue,Baseball Bat,Book,Black Nerd Glasses,White / Blue Baseball Cap,Short Sleeves,White T-Shirt,Grey Tracksuit Pants,Brown Boots,None,None,None,None,None,None,None,None,None,None,None,34.165616908546944,1761
1761,Blue,Swinging,Cat,White Nerd Glasses,Blue Bucket Hat,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Purple Tracksuit Pants,Cream Slippers,None,None,None,None,None,None,None,None,Pencil,None,None,29.749240080889695,1762
1762,Orange,Paint Roller,Swinging,Black Glasses,None,Long Sleeves,Purple Zipper Hoodie with Hood Up,Blue Pants,Maroon Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,24.47608090409475,1763
1763,Blue,Swinging,Pocket,Nose Glasses with Black Hair,None,Long Sleeves,Purple Hoodie with Hood Down,Blue Pants,Black Shoes,Cigar,None,None,None,None,None,None,None,Pencil,None,None,31.464883708012177,1764
1764,Blue,Swinging,Swinging,VR Goggles Moon,Blue Beanie,Long Sleeves,Grey Sweatshirt,Dark Blue Pants,Pink Slippers,None,None,None,Red Coat,None,None,None,None,None,None,None,24.64255044524112,1765
