,Beak,Background,Feathers,Body,Outerwear,Eyes,Headwear,Eyewear,Rarity score,Token Id
2893,Short,Blue,Bone,Skeleton,None,None,Cowboy Hat,Aviators,61.567531833034074,2893
2894,Small,Purple,Blue,Crescent,Gold Chain,Heart,Witch's Hat,None,49.93689999674,2894
2895,Small,Purple,Purple,Stark,None,Angry,Queen's Crown,None,23.971967201202133,2895
2896,Small,Yellow,Pink,Stark,None,None,Bandana,Aviators,55.47911156569262,2896
2897,Small,Blue,Black,Brave,None,None,None,Visor,46.11976131813546,2897
2898,Small,Pink,Metal,Robot,Punk Jacket,Open,None,Big Tech,76.60784658335187,2898
2899,Small,Purple,Red,Guardian,None,Discerning,Queen's Crown,None,24.137342889139948,2899
2900,Small,Gray,Gray,Crescent,None,Relaxed,None,None,6.4559894103953726,2900
2901,Short,Gray,Gray,Stark,None,Angry,Forest Ranger,None,24.025826506709954,2901
2902,Long,Pink,Red,Professor,None,Open,None,None,20.585975792095805,2902
2903,Short,Purple,Purple,Crescent,Hoodie,Open,None,None,32.12706549926462,2903
2904,Small,Green,Black,Crescent,Hero's Tunic,Open,Hero's Cap,None,42.29894998894476,2904
2905,Short,Pink,Red,Stark,None,Angry,None,None,11.901599990532317,2905
2906,Small,Gray,White,Tabby,Hoodie Down,Angry,Tiara,None,54.709943074905624,2906
2907,Small,Gray,Brown,Crescent,None,Side-eye,Bucket Hat,None,15.977838555995744,2907
2908,Small,Blue,Black,Professor,None,Discerning,None,None,17.72478000898833,2908
2909,Short,Pink,Bone,Skeleton,None,Discerning,Cowboy Hat,Eyepatch,61.531671768467646,2909
2910,Small,Purple,Green,Crescent,None,Diamond,Witch's Hat,None,23.181397500690977,2910
2911,Short,Green,Red,Guardian,None,Side-eye,Cowboy Hat,None,24.191222320502828,2911
2912,Long,Blue,White,Guardian,Bomber Jacket,Discerning,None,None,56.542846750248174,2912
2913,Small,Pink,Brown,Professor,None,Open,None,Big Tech,41.70605657502768,2913
2914,Small,Green,Pink,Crescent,None,Relaxed,Moon Hat,None,18.03034892084833,2914
2915,Small,Purple,Blue,Crescent,Hoodie,Moon,None,None,39.959278318865685,2915
2916,Small,Gray,Black,Emperor,None,Side-eye,Bandana,None,28.608898118400845,2916
2917,Short,Green,Brown,Tranquil,Diamond Necklace,Angry,Headphones,None,53.602871628997775,2917
2918,Long,Yellow,Gray,Guardian,None,Discerning,None,None,25.772765795404744,2918
2919,Long,Yellow,Brown,Sage,None,Side-eye,None,None,27.142323676701473,2919
2920,Small,Green,Gray,Crescent,None,Open,Mohawk (Green),None,12.120870920896117,2920
2921,Small,Green,Red,Tranquil,None,None,None,Gazelles,41.88928590056332,2921
2922,Short,Gray,Purple,Sage,None,Angry,Raincloud,None,28.339264416484173,2922
2923,Short,Yellow,White,Stark,None,Moon,Moon Hat,Monocle,57.660783448147626,2923
2924,Long,Gray,White,Guardian,Hoodie Down,Side-eye,None,None,56.00012307486184,2924
2925,Small,Pink,Blue,Crescent,None,Relaxed,Forest Ranger,None,17.340185888691916,2925
2926,Small,Blue,Red,Professor,None,Open,None,Half-moon Spectacles,40.33305356984755,2926
2927,Small,Gray,White,Professor,None,Relaxed,None,None,18.418546702853664,2927
2928,Small,Purple,Blue,Crescent,None,Side-eye,Mohawk (Green),None,17.13531125159934,2928
2929,Small,Pink,Red,Professor,None,Open,None,Big Tech,40.250374718426265,2929
2930,Short,Gray,Gray,Stark,None,Open,Backwards Hat,None,20.147390073798324,2930
2931,Short,Gray,Black,Crescent,None,Heart,Captain's Cap,None,20.91678146244354,2931
2932,Small,Green,Gray,Crescent,None,Discerning,None,None,6.161208826955027,2932
2933,Small,Gray,Brown,Stark,None,Open,Cowboy Hat,Big Tech,48.23318192976869,2933
2934,Small,Blue,Gray,Crescent,None,Angry,Bow,None,16.44157655144122,2934
2935,Small,Purple,Red,Stark,None,None,Moon Hat,Jobs Glasses,49.85766194882489,2935
2936,Short,Green,Gray,Crescent,None,Discerning,Moon Hat,None,15.657842801192757,2936
2937,Short,Pink,Purple,Guardian,None,Side-eye,None,None,17.41558767364512,2937
2938,Small,Blue,White,Emperor,None,Side-eye,Headphones,None,29.5398282072116,2938
2939,Short,Pink,Red,Sage,Gold Chain,Open,None,None,41.68805987028425,2939
2940,Small,Pink,Brown,Crescent,None,Angry,Halo,None,15.323635525983448,2940
2941,None,Enlightened Purple,Legendary Brave,Enlightened,None,None,None,None,44.48206620119073,2941
2942,Small,Pink,Blue,Professor,None,Discerning,None,None,17.972812984840107,2942
2943,Short,Blue,White,Crescent,Hoodie Down,Side-eye,Bucket Hat,None,47.108088972873624,2943
2944,Small,Green,Black,Tabby,None,Adorable,Headphones,None,28.28539828240736,2944
2945,Short,Pink,Purple,Stark,None,Fire,Halo,None,28.57294530667237,2945
2946,Small,Purple,Black,Crescent,None,Side-eye,Durag,None,17.268282053882476,2946
2947,Small,Purple,Purple,Stark,None,Discerning,Aviator's Cap,None,24.334992951705626,2947
2948,Small,Green,Purple,Professor,None,Discerning,None,None,17.271890018893625,2948
2949,Short,Blue,Blue,Crescent,None,Rainbow,Cowboy Hat,None,21.074920354294207,2949
2950,Small,Yellow,Legendary Bone,Ruby Skeleton,None,Relaxed,Queen's Crown,None,33.2672938738437,2950
2951,Long,Green,Red,Tabby,None,Open,Headband,None,27.67779294647591,2951
2952,Small,Yellow,Green,Crescent,Bomber Jacket,Angry,Fire,None,47.74077825972996,2952
2953,Long,Blue,Brown,Guardian,None,Open,Tiara,None,31.20752802111063,2953
2954,Long,Pink,Red,Crescent,None,Discerning,Headband,None,23.526206510572454,2954
2955,Small,Yellow,Black,Guardian,None,Side-eye,Grail,None,27.02730142770486,2955
2956,Small,Purple,Black,Stark,None,Angry,None,None,14.144662392648527,2956
2957,Short,Gray,Red,Crescent,Punk Jacket,Open,Skully,None,38.72267509893803,2957
2958,Small,Yellow,Purple,Crescent,None,None,Moon Hat,Jobs Glasses,44.78639243317924,2958
2959,Small,Purple,Bone,Skeleton,None,None,Fire,Aviators,60.87384171238376,2959
2960,Small,Yellow,Brown,Crescent,None,Relaxed,Skully,None,15.025307732901746,2960
2961,Small,Blue,Purple,Tranquil,None,Discerning,Dancing Flame,None,26.26887164941897,2961
2962,Small,Gray,Red,Brave,Hoodie Down,Open,None,None,39.32295374873275,2962
2963,Short,Yellow,Green,Stark,None,Relaxed,None,None,17.07780083579386,2963
2964,Long,Gray,Black,Stark,None,None,None,Black-rimmed Glasses,52.67559442141885,2964
2965,Short,Pink,Blue,Tabby,None,Side-eye,None,None,16.22580824698211,2965
2966,Long,Purple,Red,Crescent,None,Discerning,Beanie,None,23.3572803750442,2966
2967,Small,Pink,Blue,Guardian,None,Angry,Grail,None,26.84039582769082,2967
2968,Short,Green,Blue,Crescent,Hoodie,Discerning,Raincloud,None,45.68110264700446,2968
2969,Short,Green,Black,Brave,None,Open,None,Monocle,42.09427880605796,2969
2970,Long,Gray,Black,Stark,None,Side-eye,None,None,24.029500976263733,2970
2971,Small,Green,Red,Crescent,None,Diamond,None,None,7.875981251846661,2971
2972,Short,Purple,Green,Crescent,None,Relaxed,Beanie,None,19.252424665525673,2972
2973,Short,Gray,Pink,Tabby,None,Open,Forest Ranger,None,24.040286792741515,2973
2974,Short,Pink,Brown,Crescent,None,Angry,Bucket Hat,None,15.859153684233002,2974
2975,Small,Yellow,Green,Crescent,Hero's Tunic,Relaxed,Hero's Cap,None,48.87287219976095,2975
2976,Small,Pink,White,Stark,None,Open,Moon Hat,None,20.801606406442605,2976
2977,Small,Purple,Gray,Brave,None,Angry,Bow,None,26.588801258733337,2977
2978,Small,Green,Red,Crescent,None,Discerning,Lincoln,None,13.630593623745831,2978
2979,Short,Gray,Blue,Guardian,Hoodie Down,Angry,None,None,45.688359918026954,2979
2980,Small,Blue,Purple,Tabby,None,Relaxed,Bandana,None,25.449324209621317,2980
2981,Small,Purple,Purple,Crescent,None,Discerning,None,None,6.847817102633488,2981
2982,Short,Purple,Black,Tabby,None,Discerning,Space Helmet,None,25.456427272371368,2982
2983,Long,Yellow,Brown,Crescent,None,Rainbow,Beanie,None,28.619641140587365,2983
2984,Small,Yellow,Pink,Stark,None,Open,Pirate's Hat,None,22.713931826360625,2984
2985,Short,Pink,Red,Emperor,None,Discerning,None,None,16.27617210096314,2985
2986,Small,Gray,Red,Stark,None,Adorable,Space Helmet,None,24.687324929307096,2986
2987,Short,Pink,Red,Crescent,None,Open,Tiara,None,10.747744976260593,2987
2988,Small,Blue,Brown,Tabby,None,None,None,Sunglasses,43.14369929715391,2988
2989,Small,Purple,Gray,Crescent,None,None,Witch's Hat,Jobs Glasses,45.18180364986128,2989
2990,Short,Green,Metal,Robot,None,Angry,Flower,None,32.31837388994832,2990
2991,Short,Purple,White,Crescent,None,Discerning,Captain's Cap,None,17.847001692268037,2991
2992,Small,Gray,Gray,Professor,None,Open,None,None,13.249580850669599,2992
2993,Short,Yellow,Green,Crescent,None,Angry,Mohawk (Green),None,18.982858191047043,2993
2994,Small,Yellow,Brown,Tranquil,None,Relaxed,Raincloud,None,24.550704091175486,2994
2995,Short,Yellow,Brown,Emperor,None,Relaxed,Bandana,None,27.45863022757088,2995
2996,Small,Yellow,Red,Stark,None,Angry,Backwards Hat,None,21.232948510935355,2996
2997,Small,Pink,Gray,Crescent,None,Angry,Fire,None,15.736991332554245,2997
2998,Short,Gray,Pink,Sage,None,Heart,None,None,25.12241807999961,2998
2999,Short,Pink,Red,Stark,None,Adorable,None,None,15.399221028821078,2999
3000,Short,Purple,Purple,Guardian,None,Side-eye,Headband,None,26.980497374032957,3000
3001,Small,Pink,Blue,Tranquil,None,Relaxed,Halo,None,26.214959863619274,3001
3002,Short,Pink,Red,Crescent,None,Side-eye,Mohawk (Green),None,14.744852268094144,3002
3003,Short,Pink,Blue,Tabby,None,None,Raincloud,Rose-Colored Glasses,54.551811368204476,3003
3004,Small,Gray,Blue,Crescent,None,Open,Headband,None,12.829030319088346,3004
3005,Small,Yellow,White,Tabby,None,Discerning,Headband,None,25.97408100305109,3005
3006,Small,Purple,Green,Crescent,Punk Jacket,Side-eye,None,None,38.28437155815657,3006
3007,Long,Yellow,White,Emperor,None,Relaxed,None,None,28.619596196918994,3007
3008,Short,Yellow,Black,Crescent,Hoodie Down,Heart,Bandana,None,49.73919529596784,3008
3009,Short,Green,White,Crescent,None,Angry,None,None,7.239571098078165,3009
3010,Short,Blue,Red,Stark,None,Open,Lincoln,None,17.92597586237349,3010
3011,Small,Gray,Purple,Stark,None,Angry,Headphones,None,24.043864925470814,3011
3012,Small,Purple,Red,Sage,None,Side-eye,None,None,16.376892612924273,3012
3013,Long,Blue,Black,Guardian,None,Relaxed,Tiara,None,36.35105040453981,3013
3014,Short,Blue,Blue,Crescent,None,Discerning,Durag,None,17.552168264056103,3014
3015,Small,Yellow,Blue,Stark,Gold Chain,Heart,Raincloud,None,57.24033032688256,3015
3016,Short,Purple,Brown,Crescent,Bomber Jacket,Angry,Backwards Hat,None,44.78984873210013,3016
3017,Small,Purple,White,Tranquil,None,Side-eye,None,None,17.0346655064126,3017
3018,Short,Pink,Brown,Tranquil,None,Relaxed,None,None,15.291248974264942,3018
3019,Small,Pink,Metal,Robot,Punk Jacket,Open,None,None,47.58988621364887,3019
3020,Short,Purple,Brown,Guardian,None,None,None,Black-rimmed Glasses,44.75756138149965,3020
3021,Small,Green,Gray,Professor,None,Open,Karate Band,None,22.75705060566584,3021
3022,Short,Yellow,White,Tabby,None,Heart,Space Helmet,None,30.079000353776188,3022
3023,Short,Green,Brown,Crescent,None,Angry,Raincloud,None,14.971359277394548,3023
3024,Small,Blue,Red,Brave,Jean Jacket,Discerning,Karate Band,None,53.534627527846304,3024
3025,Short,Blue,Purple,Professor,None,Relaxed,None,None,17.900841207676194,3025
3026,Long,Blue,Pink,Crescent,None,Relaxed,None,None,18.515772857285686,3026
3027,Short,Yellow,Brown,Emperor,None,Open,None,None,13.569557204906632,3027
3028,Long,Gray,Green,Crescent,Hoodie,Discerning,None,None,47.58616068924765,3028
3029,Small,Yellow,White,Crescent,None,Angry,Moon Hat,None,16.531388664209288,3029
3030,Small,Blue,Pink,Crescent,Hoodie,Side-eye,None,None,38.31301207535122,3030
3031,Small,Blue,Blue,Tranquil,None,Diamond,Headphones,None,30.215616514710657,3031
3032,Short,Gray,Brown,Crescent,None,Open,Captain's Cap,None,11.894406695434515,3032
3033,Short,Gray,Gray,Crescent,Punk Jacket,Rainbow,Raincloud,None,49.09942810288238,3033
3034,Long,Purple,Brown,Guardian,None,None,None,Visor,53.973070165753064,3034
3035,Short,Yellow,White,Stark,None,Angry,Moon Hat,None,24.381672979664064,3035
3036,Long,Purple,White,Brave,None,Open,None,None,23.332189219341505,3036
3037,Small,Gray,Brown,Tabby,None,Open,None,None,10.33078801768863,3037
3038,Small,Green,Gray,Crescent,None,Open,Forest Ranger,None,12.322161312644106,3038
3039,Small,Green,Red,Crescent,None,None,Space Helmet,Gazelles,42.450175247042914,3039
3040,Long,Yellow,Gray,Tranquil,None,Open,None,None,21.00655869040149,3040
3041,Small,Pink,Purple,Crescent,None,Open,Crescent Talisman,Half-moon Spectacles,42.31360473950691,3041
3042,Small,Pink,Red,Tranquil,Gold Chain,None,Skully,3D Glasses,80.9205490350537,3042
3043,Short,Green,Green,Crescent,None,Side-eye,Forest Ranger,None,19.468122860619662,3043
3044,Short,Pink,Green,Tranquil,None,Angry,Mohawk (Pink),None,28.403943315079637,3044
3045,Small,Blue,Brown,Guardian,None,Angry,Grail,None,25.395407749975657,3045
3046,Small,Pink,Red,Guardian,None,Side-eye,Headphones,None,24.579440961790887,3046
3047,None,Glitch Red,Legendary Professor,Glitch,None,None,None,None,44.4640942877704,3047
3048,Small,Green,Blue,Crescent,None,Open,Headband,None,12.537865979247819,3048
3049,Small,Gray,Red,Tabby,None,Open,Backwards Hat,None,18.66290052405533,3049
3050,Long,Green,Blue,Crescent,None,Open,Space Helmet,None,21.87999095886193,3050
3051,Small,Blue,Black,Brave,None,Open,None,None,13.26039794426258,3051
3052,Short,Yellow,Purple,Tabby,None,Relaxed,Tiara,None,25.646939046514937,3052
3053,Small,Pink,Black,Crescent,None,Open,Crescent Talisman,None,13.174100336182553,3053
3054,Short,Pink,Purple,Crescent,Bomber Jacket,Angry,None,None,36.30736725536167,3054
3055,Long,Green,Bone,Skeleton,None,None,Diamond,Aviators,70.79336415499621,3055
3056,Small,Yellow,Legendary Bone,Ruby Skeleton,None,Adorable,Grail,None,36.4915164752813,3056
3057,Short,Purple,Gray,Sage,None,Open,None,None,14.716237623453917,3057
3058,Small,Gray,Blue,Stark,None,Angry,Bandana,None,24.209216884566246,3058
3059,Small,Yellow,Gray,Crescent,Hero's Tunic,Open,Hero's Cap,None,42.13356280266127,3059
3060,Short,Blue,Brown,Tabby,None,Discerning,None,None,14.608259462346515,3060
3061,Long,Gray,Green,Crescent,Diamond Necklace,None,Captain's Cap,Rose-Colored Glasses,86.48750779075291,3061
3062,Small,Gray,Gray,Professor,None,None,None,Black-rimmed Glasses,46.011923365624995,3062
3063,Short,Purple,Black,Tabby,None,Open,Queen's Crown,None,21.682270072254067,3063
3064,Small,Pink,Gray,Stark,None,Open,Moon Hat,None,19.57942101688309,3064
3065,Long,Blue,Red,Crescent,None,Side-eye,Wizard's Hat,None,23.824535742822427,3065
3066,Short,Yellow,Red,Crescent,Punk Jacket,None,Mohawk (Pink),Black-rimmed Glasses,72.05080937829092,3066
3067,Short,Purple,Red,Emperor,None,Side-eye,Rubber Duck,None,26.581597903500647,3067
3068,Small,Pink,Gray,Sage,None,Fire,None,None,22.480478852568464,3068
3069,Short,Blue,Blue,Guardian,None,Side-eye,Queen's Crown,None,27.418988913739728,3069
3070,Long,Purple,Green,Tranquil,None,Angry,Dancing Flame,None,37.59475132438679,3070
3071,Short,Blue,White,Brave,None,Side-eye,Dancing Flame,None,28.58725172928292,3071
3072,Small,Green,Black,Stark,None,Open,Space Helmet,None,19.98926161190818,3072
3073,Long,Purple,Red,Tabby,Bomber Jacket,Relaxed,None,None,51.63323243877872,3073
3074,Small,Gray,Red,Crescent,Punk Jacket,Adorable,Crescent Talisman,None,46.224091251031865,3074
3075,Small,Blue,Blue,Brave,None,Discerning,None,None,17.350973127422538,3075
3076,Small,Blue,Black,Guardian,None,Open,None,None,13.026754442049493,3076
3077,Long,Yellow,Blue,Guardian,None,Open,None,None,22.411985259226007,3077
3078,Small,Yellow,Brown,Stark,None,Angry,Backwards Hat,None,22.68872203913258,3078
3079,Small,Yellow,Black,Crescent,None,Open,Aviator's Cap,None,12.796643416773545,3079
3080,Long,Yellow,Gray,Tranquil,None,Open,None,None,21.00655869040149,3080
3081,Short,Blue,Red,Crescent,Bomber Jacket,None,Captain's Cap,Aviators,72.79475982113412,3081
3082,Short,Pink,Black,Brave,None,Relaxed,Tiara,None,27.56644768958698,3082
3083,Short,Gray,Blue,Brave,Hoodie Down,Discerning,Diamond,None,56.65076271330677,3083
3084,Small,Gray,Green,Tranquil,None,Discerning,Tiara,None,28.429140153862537,3084
3085,Small,Yellow,Purple,Crescent,None,Angry,Beanie,None,16.161120723111377,3085
3086,Small,Pink,Black,Tabby,None,Relaxed,None,None,15.672322498881055,3086
3087,Short,Blue,Blue,Stark,None,Discerning,Queen's Crown,None,24.87411046038289,3087
3088,Short,Gray,Brown,Tranquil,None,Open,None,Eyepatch,39.89820379474124,3088
3089,Small,Yellow,Brown,Crescent,Hoodie,Open,None,None,30.710888706587575,3089
3090,Small,Blue,Blue,Crescent,None,None,Moon Hat,Jobs Glasses,45.11708232719913,3090
3091,Small,Gray,Black,Tabby,Gold Chain,Open,Halo,None,50.36095605673879,3091
3092,Short,Green,Black,Crescent,None,Side-eye,Moon Hat,None,16.26530468882281,3092
3093,Small,Purple,Red,Stark,None,Open,Fire,Big Tech,46.4180837346626,3093
3094,Small,Blue,Purple,Crescent,Hero's Tunic,Angry,Hero's Cap,None,46.184370852442775,3094
3095,Short,Green,Purple,Crescent,None,Relaxed,Aviator's Cap,None,16.646346215103904,3095
3096,Short,Pink,Brown,Crescent,Punk Jacket,Open,Wizard's Hat,None,40.98703338802884,3096
3097,Small,Gray,White,Tranquil,Hoodie Down,Side-eye,Skully,None,55.173595865717,3097
3098,Short,Green,Pink,Crescent,None,Relaxed,Pirate's Hat,Eyepatch,47.7661156365618,3098
3099,Short,Purple,Blue,Brave,None,Diamond,Raincloud,None,31.164566333201794,3099
3100,Small,Green,Gray,Crescent,Punk Jacket,None,Bandana,Rose-Colored Glasses,73.72558962839344,3100
3101,Short,Pink,Black,Tranquil,None,None,Raincloud,Gazelles,54.98312722616811,3101
3102,Short,Yellow,Pink,Crescent,None,Side-eye,Aviator's Cap,None,19.320701472428357,3102
3103,Small,Purple,Brown,Crescent,None,Fire,None,None,9.601397833322824,3103
3104,Long,Blue,Purple,Crescent,None,None,Wizard's Hat,Black-rimmed Glasses,55.058603429613306,3104
3105,Short,Purple,Red,Stark,None,Relaxed,Fire,None,21.58158731330629,3105
3106,Small,Green,White,Crescent,None,Discerning,Raincloud,None,17.09940157797629,3106
3107,Short,Purple,Gray,Brave,None,Open,None,None,12.99079659271344,3107
3108,Small,Yellow,Red,Professor,None,Relaxed,None,None,14.956979866763179,3108
3109,Short,Purple,Brown,Tabby,None,Open,Bandana,None,20.53566407826281,3109
3110,Small,Purple,Red,Crescent,None,Angry,None,None,3.878635242075548,3110
3111,Short,Green,White,Stark,None,Open,None,None,11.290597711457222,3111
3112,Long,Purple,Blue,Brave,None,Angry,Tiara,None,36.275588212180054,3112
3113,Small,Yellow,Red,Crescent,None,None,Headphones,Jobs Glasses,42.92823009035187,3113
3114,Long,Purple,Red,Crescent,None,Relaxed,Pirate's Hat,None,23.62692343151473,3114
3115,Small,Purple,Red,Guardian,None,Discerning,None,None,14.245264984888939,3115
3116,Short,Gray,Red,Tabby,None,Diamond,Skully,None,26.34078087482597,3116
3117,Short,Green,Purple,Brave,None,Open,Tiara,None,23.066212746401803,3117
3118,Short,Gray,Black,Tabby,None,Discerning,None,None,15.708185791821789,3118
3119,Long,Yellow,Red,Tabby,None,Side-eye,None,None,22.325691243840424,3119
3120,Small,Yellow,Brown,Guardian,None,Adorable,Grail,None,28.774266969391743,3120
3121,Long,Purple,Purple,Crescent,None,Discerning,None,None,16.20446240490261,3121
3122,Small,Blue,Blue,Crescent,Hoodie,Diamond,None,None,40.04914759263351,3122
3123,Short,Gray,Purple,Crescent,None,Open,Moon Hat,Big Tech,41.39703391672187,3123
3124,Small,Purple,Gray,Guardian,None,Moon,Tiara,None,30.398981726231877,3124
3125,Long,Purple,Pink,Tabby,Jean Jacket,Relaxed,Fire,None,65.67907975974417,3125
3126,Long,Green,Black,Crescent,None,Side-eye,Aviator's Cap,None,25.99919048463119,3126
3127,Long,Gray,Metal,Robot,None,Open,Chromie,None,38.335224636075104,3127
3128,Short,Yellow,Brown,Crescent,None,None,Headphones,Jobs Glasses,44.62114796272695,3128
3129,Short,Blue,Purple,Tranquil,None,Relaxed,Halo,None,26.1393837122237,3129
3130,Short,Gray,White,Tabby,Jean Jacket,Angry,None,None,45.300199156883956,3130
3131,Short,Purple,Gray,Stark,None,Open,Lincoln,None,20.071908467228557,3131
3132,Small,Green,Black,Crescent,None,Discerning,Moon Hat,None,15.855602867535037,3132
3133,Short,Yellow,Brown,Crescent,None,Angry,Lincoln,None,15.212150419471804,3133
3134,Small,Pink,Brown,Crescent,Bomber Jacket,Angry,Queen's Crown,None,44.8293847109739,3134
3135,Small,Purple,Pink,Tranquil,None,Discerning,None,None,18.24602769806198,3135
3136,Short,Blue,Brown,Crescent,None,Angry,Skully,Monocle,43.98135057942268,3136
3137,Short,Yellow,Blue,Crescent,None,None,Cowboy Hat,Rose-Colored Glasses,45.88630654221132,3137
3138,Small,Yellow,Brown,Crescent,None,Discerning,Lincoln,None,15.35595196666125,3138
3139,Small,Purple,Red,Crescent,None,None,None,Rose-Colored Glasses,33.043977109867015,3139
3140,Short,Pink,Red,Tabby,None,Fire,Backwards Hat,None,26.926682653618233,3140
3141,Short,Green,Gray,Crescent,Hoodie,Relaxed,None,None,35.38708814564042,3141
3142,Small,Yellow,White,Stark,None,Open,Moon Hat,None,20.58233978696106,3142
3143,Long,Purple,Brown,Crescent,None,Relaxed,Grail,None,25.079097254778247,3143
3144,Short,Pink,Purple,Brave,None,Open,Skully,None,22.886482108267504,3144
3145,Short,Green,Black,Tranquil,None,Open,Raincloud,None,21.768566244197835,3145
3146,Small,Pink,Red,Crescent,None,Adorable,Wizard's Hat,None,17.51275414603948,3146
3147,Small,Green,Red,Guardian,None,Relaxed,None,None,13.932554554556937,3147
3148,Small,Purple,Red,Professor,None,Open,None,None,11.056912141678191,3148
3149,Short,Yellow,Green,Guardian,None,Side-eye,None,None,19.619050824868317,3149
3150,Small,Blue,Red,Guardian,None,Relaxed,Cowboy Hat,None,24.173291388629735,3150
3151,Short,Purple,Gray,Professor,None,Open,Skully,None,22.86492487170223,3151
3152,Long,Pink,Blue,Stark,None,Relaxed,Cowboy Hat,None,34.057812527566185,3152
3153,Small,Yellow,White,Stark,None,Open,None,None,11.322960173204796,3153
3154,Small,Blue,Brown,Crescent,None,Diamond,Bucket Hat,None,19.83488276303376,3154
3155,Small,Pink,Red,Stark,None,Discerning,Fire,None,21.51329109075738,3155
3156,Short,Yellow,Red,Tabby,None,Open,Bow,None,19.363861235993664,3156
3157,Short,Yellow,White,Brave,None,Angry,Tiny Crown,None,27.717418088354783,3157
3158,Small,Green,Red,Sage,None,None,Headband,Sunglasses,54.39727074004471,3158
3159,Short,Green,Gray,Stark,None,Angry,Backwards Hat,Eyepatch,52.1688674244269,3159
3160,Small,Green,Red,Stark,Hoodie Down,Open,None,None,36.4260082628522,3160
3161,Long,Yellow,Metal,Robot,Hoodie Down,Open,Moon Hat,Big Tech,94.97231796726133,3161
3162,Short,Gray,Blue,Tranquil,None,Heart,None,None,20.316509619195845,3162
3163,Short,Blue,Purple,Tabby,Hoodie Down,Open,None,None,40.60972241569779,3163
3164,Short,Blue,Brown,Guardian,None,Angry,None,None,15.629109875942632,3164
3165,Long,Purple,Brown,Crescent,None,Angry,Beanie,None,24.43202747829334,3165
3166,Small,Green,Brown,Crescent,Hoodie,Side-eye,Raincloud,None,44.27222087676748,3166
3167,Long,Pink,White,Crescent,None,None,Witch's Hat,Jobs Glasses,55.93197242342143,3167
3168,Small,Pink,Gray,Tabby,None,Angry,Pirate's Hat,None,24.859774193920973,3168
3169,Small,Green,Purple,Crescent,None,Angry,Moon Hat,None,15.40988855527377,3169
3170,Short,Blue,White,Crescent,None,Discerning,Backwards Hat,None,17.79665977138059,3170
3171,Short,Gray,Red,Tabby,None,Discerning,None,None,13.055415454845038,3171
3172,Short,Purple,Gray,Crescent,None,Open,Bucket Hat,None,12.88651233563643,3172
3173,Short,Purple,Gray,Stark,None,None,Backwards Hat,Black-rimmed Glasses,52.93439918670501,3173
3174,Short,Pink,Blue,Emperor,None,Discerning,Crescent Talisman,None,29.108454474608408,3174
3175,Short,Blue,Bone,Skeleton,None,Adorable,Halo,Eyepatch,64.51119833193106,3175
3176,Small,Yellow,Purple,Professor,None,Discerning,Skully,None,26.89430077837876,3176
3177,Small,Gray,Blue,Tranquil,None,None,None,3D Glasses,45.15652736527168,3177
3178,Short,Blue,White,Stark,None,Side-eye,Halo,None,25.61100169254042,3178
3179,Small,Blue,Pink,Crescent,None,Relaxed,None,None,9.159192266603037,3179
3180,Small,Pink,Red,Crescent,None,Relaxed,Beanie,None,14.176926347528958,3180
3181,Long,Pink,Gray,Crescent,None,None,Captain's Cap,Black-rimmed Glasses,54.735170814195946,3181
3182,Short,Pink,Purple,Crescent,Punk Jacket,Open,Cowboy Hat,None,42.00783167783383,3182
3183,Long,Blue,White,Crescent,None,Side-eye,Moon Hat,None,26.55992993140669,3183
3184,Small,Pink,Purple,Crescent,None,Angry,Raincloud,None,16.35530446691511,3184
3185,Small,Purple,Red,Guardian,None,Adorable,Grail,None,27.36526586141006,3185
3186,Short,Pink,Gray,Tabby,None,Side-eye,Queen's Crown,None,25.535502113242813,3186
3187,Small,Pink,Brown,Crescent,Hoodie,Open,None,None,30.93013591297617,3187
3188,Small,Blue,Pink,Tabby,None,Side-eye,None,None,17.911726595416788,3188
3189,Short,Purple,Green,Tranquil,None,Angry,None,None,18.28912635286856,3189
3190,Short,Yellow,Brown,Professor,None,Angry,None,None,16.265378022572747,3190
3191,Long,Purple,White,Professor,None,Open,None,None,23.853385136496954,3191
3192,Long,Yellow,Blue,Tranquil,None,Angry,Queen's Crown,None,35.042696831988174,3192
3193,Small,Pink,Pink,Tranquil,None,Side-eye,Grail,None,28.594479172252424,3193
3194,Short,Blue,Brown,Crescent,None,Relaxed,Backwards Hat,None,15.81606186222427,3194
3195,Small,Yellow,Purple,Tranquil,None,Moon,None,None,19.8780087344302,3195
3196,Short,Yellow,Brown,Tabby,None,Relaxed,None,None,14.493251937676193,3196
3197,Small,Gray,Blue,Stark,None,Discerning,Moon Hat,None,23.907243366199168,3197
3198,Short,Pink,Brown,Brave,None,Rainbow,Dancing Flame,None,30.384585432561707,3198
3199,Long,Blue,Red,Brave,None,Open,Grail,Monocle,58.951016293673334,3199
3200,Small,Purple,Black,Crescent,None,Angry,Forest Ranger,None,16.63567616521961,3200
3201,Short,Pink,Pink,Crescent,None,Discerning,Bucket Hat,None,19.60826754554597,3201
3202,Short,Blue,Brown,Stark,None,Relaxed,Pirate's Hat,None,23.64841236962374,3202
3203,Short,Yellow,Brown,Tranquil,None,Discerning,Headphones,None,25.057439358617557,3203
3204,Long,Green,White,Crescent,None,Open,Wizard's Hat,None,22.760616513403924,3204
