,Eyes,Mouth,Clothes,Fur,Background,Earring,Hat,Rarity score,Token Id
270,3d,Phoneme Wah,Toga,Brown,New Punk Blue,None,Bayc Hat Black,45.442294631482056,270
271,Wide Eyed,Phoneme Vuh,Striped Tee,Cheetah,New Punk Blue,None,None,35.721536953485106,271
272,Coins,Grin Gold Grill,Leather Punk Jacket,Dark Brown,Orange,None,None,33.03635682197151,272
273,Closed,Bored,Leather Jacket,Cream,Gray,None,Fez,34.54026420929015,273
274,Closed,Bored Unshaven,Bandolier,Zombie,New Punk Blue,Silver Hoop,Stuntman Helmet,82.28319855122133,274
275,Closed,Bored Unshaven,None,Robot,Army Green,None,Stuntman Helmet,31.693719953557537,275
276,Closed,Phoneme Vuh,None,Zombie,Yellow,None,King's Crown,39.57499527328379,276
277,Blindfold,Bored,Sleeveless Logo T,Dark Brown,Blue,Gold Stud,Fisherman's Hat,75.43524531985142,277
278,Blindfold,Bored,Puffy Vest,Dark Brown,Aquamarine,Silver Hoop,Cowboy Hat,71.82717219536796,278
279,Scumbag,Bored Unshaven,Service,Black,Army Green,Gold Hoop,None,68.6063617443342,279
280,Robot,Dumbfounded,None,White,Purple,None,Party Hat 2,39.929975566325695,280
281,Closed,Bored,Cowboy Shirt,Brown,Army Green,Cross,Army Hat,74.79629899127893,281
282,Bored,Bored Kazoo,Sleeveless Logo T,Black,Army Green,None,Fisherman's Hat,38.55515767124288,282
283,Bored,Bored Unshaven,Tanktop,Dark Brown,Gray,None,Sushi Chef Headband,29.131150761170847,283
284,Coins,Bored,Guayabera,White,Yellow,None,Bayc Flipped Brim,37.61925464242341,284
285,Bored,Bored Unshaven Pipe,Biker Vest,Black,Blue,Silver Hoop,S&m Hat,78.0298302910088,285
286,Blindfold,Small Grin,Black T,Cheetah,Aquamarine,None,Bayc Hat Black,51.3288921531971,286
287,Closed,Phoneme Vuh,Vietnam Jacket,Dmt,Aquamarine,Silver Hoop,Short Mohawk,89.05371319202763,287
288,Bloodshot,Bored Cigar,Biker Vest,Black,Orange,Diamond Stud,Cowboy Hat,86.79474257292426,288
289,X Eyes,Small Grin,Caveman Pelt,Black,Aquamarine,None,Prussian Helmet,47.88861588370607,289
290,Angry,Bored Cigar,Stunt Jacket,Gray,Purple,None,Safari,51.780747342989784,290
291,Bloodshot,Grin,Bone Necklace,Dmt,Purple,None,Bayc Hat Black,46.64287133815255,291
292,Sleepy,Grin Gold Grill,None,Red,Blue,None,Stuntman Helmet,39.51040792179296,292
293,Angry,Phoneme Oh,Kings Robe,Cream,Blue,None,Horns,50.70279706985933,293
294,Sad,Bored Cigar,Vietnam Jacket,Trippy,New Punk Blue,None,Fisherman's Hat,52.748924358365045,294
295,X Eyes,Bored,Caveman Pelt,White,New Punk Blue,None,Safari,40.23344439308346,295
296,Sleepy,Discomfort,Hawaiian,Black,Gray,Diamond Stud,Bowler,87.9113317787478,296
297,Bored,Grin,Toga,Red,Aquamarine,None,Sushi Chef Headband,39.80088865393652,297
298,Bloodshot,Bored Unshaven Pipe,Cowboy Shirt,Dmt,Yellow,None,None,38.096900104250025,298
299,Bored,Rage,Tie Dye,Blue,Gray,None,S&m Hat,43.26707849258537,299
300,Coins,Bored,None,Brown,Yellow,None,Bayc Hat Black,20.68183298940233,300
301,Crazy,Bored,Sailor Shirt,Pink,Army Green,None,Commie Hat,36.7995020743116,301
302,Sunglasses,Phoneme Oh,Stunt Jacket,Black,Army Green,None,Fez,45.8683188854522,302
303,Hypnotized,Bored,Service,Golden Brown,Gray,None,None,25.071082368945234,303
304,Angry,Grin,Black T,Gray,New Punk Blue,None,None,33.94648830345976,304
305,Bored,Bored,None,Black,Gray,None,Horns,14.194562032365226,305
306,Wide Eyed,Bored Kazoo,Hawaiian,Golden Brown,Blue,Gold Hoop,None,78.10732116821289,306
307,3d,Bored,Bayc T Red,Pink,Purple,None,Army Hat,36.967380260893655,307
308,3d,Bored Unshaven,Service,Black,Purple,Silver Hoop,None,63.946218981455104,308
309,Blindfold,Bored,None,Cream,Gray,None,None,14.446370284208033,309
310,Closed,Bored Cigar,Sleeveless Logo T,Blue,Purple,None,Sea Captain's Hat,49.457113851228804,310
311,Bored,Bored Unshaven Cigarette,Caveman Pelt,Gray,New Punk Blue,None,None,28.55027902920383,311
312,3d,Bored,Black T,Black,Aquamarine,None,Bayc Flipped Brim,31.648578589234866,312
313,Bored,Bored Unshaven,Tie Dye,Pink,Aquamarine,None,Bayc Hat Black,34.26275284935091,313
314,Bored,Bored Unshaven Cigarette,Caveman Pelt,Golden Brown,Aquamarine,Gold Hoop,Beanie,79.68857872354556,314
315,Cyborg,Grin,None,Pink,Purple,Silver Stud,Vietnam Era Helmet,78.6816788581656,315
316,Bored,Bored,Bone Necklace,Noise,Army Green,Silver Hoop,Bowler,71.09143230851276,316
317,Sleepy,Dumbfounded,Striped Tee,Golden Brown,New Punk Blue,None,Bayc Hat Black,43.99646892943603,317
318,Sleepy,Dumbfounded,Sleeveless T,Zombie,Purple,None,None,34.630745764680924,318
319,Bored,Grin Gold Grill,Stunt Jacket,Pink,New Punk Blue,None,Party Hat 2,44.46766101326123,319
320,Scumbag,Small Grin,Hawaiian,Golden Brown,Purple,Silver Stud,Halo,88.69225950814952,320
321,Sleepy,Bored,Navy Striped Tee,Cheetah,New Punk Blue,Gold Hoop,None,64.75320616265493,321
322,Bloodshot,Phoneme  ooo,Tie Dye,Dark Brown,Purple,None,Fisherman's Hat,41.88575170300098,322
323,Zombie,Bored Unshaven Cigarette,Smoking Jacket,Golden Brown,Army Green,None,Beanie,46.191007117248624,323
324,Bored,Bored Unshaven Cigarette,None,Dark Brown,New Punk Blue,None,None,11.903059867357703,324
325,Blindfold,Bored,Sleeveless Logo T,Gray,Aquamarine,None,Cowboy Hat,38.2517688905221,325
326,Closed,Bored,Blue Dress,Gray,New Punk Blue,None,Horns,36.567135949539775,326
327,Wide Eyed,Bored,None,Red,Yellow,Silver Hoop,None,52.560690037986866,327
328,Bored,Dumbfounded,Tanktop,Brown,Orange,Silver Stud,Halo,74.23463956307296,328
329,Heart,Bored,Sailor Shirt,Golden Brown,Army Green,None,Seaman's Hat,34.41121215886479,329
330,Sad,Phoneme L,Service,Black,New Punk Blue,None,None,32.73291381445893,330
331,Scumbag,Grin,Toga,Brown,Aquamarine,None,Seaman's Hat,42.07295516019047,331
332,3d,Discomfort,Tuxedo Tee,Cream,Yellow,None,None,36.2572841118428,332
333,Closed,Tongue Out,None,Cheetah,Yellow,Gold Stud,Baby's Bonnet,81.72171405160785,333
334,Angry,Bored Unshaven,Vietnam Jacket,Death Bot,Yellow,Cross,Bayc Hat Red,89.15057194621515,334
335,Bloodshot,Bored,Black Holes T,Dark Brown,Orange,None,Bunny Ears,29.55718405384719,335
336,Coins,Grin,Biker Vest,Dmt,Aquamarine,Silver Hoop,None,75.39650375216577,336
337,Scumbag,Jovial,Navy Striped Tee,Brown,New Punk Blue,Cross,Bowler,89.51842672145419,337
338,3d,Phoneme Vuh,Black T,Golden Brown,New Punk Blue,Silver Hoop,Fez,85.98795098359466,338
339,Bored,Phoneme  ooo,None,Dark Brown,Army Green,None,Bayc Hat Black,26.103848675102824,339
340,Sleepy,Bored Unshaven,Wool Turtleneck,Brown,Blue,Diamond Stud,Fez,77.40373907894568,340
341,Crazy,Phoneme L,Puffy Vest,Blue,Army Green,None,Commie Hat,50.41235248107652,341
342,Bloodshot,Bored Pipe,Work Vest,Black,Orange,None,Bayc Flipped Brim,44.041593512073305,342
343,Coins,Bored,None,Dark Brown,Yellow,Diamond Stud,Party Hat 2,65.47612321167871,343
344,Eyepatch,Bored,Tuxedo Tee,Brown,New Punk Blue,None,Irish Boho,32.62971981439841,344
345,Wide Eyed,Bored,Striped Tee,Golden Brown,Army Green,None,Girl's Hair Short,34.32733955598755,345
346,Bored,Bored Bubblegum,Sleeveless T,Cream,Aquamarine,None,Vietnam Era Helmet,42.03420972280648,346
347,Bored,Bored Dagger,None,Cream,Gray,None,Bayc Hat Red,33.22994845896477,347
348,Bloodshot,Grin Gold Grill,Sailor Shirt,Red,New Punk Blue,None,Baby's Bonnet,49.29570453849431,348
349,Sleepy,Bored Unshaven Pipe,Leather Jacket,Brown,Gray,None,None,31.422665843610865,349
350,Coins,Bored,Black Suit,Pink,Aquamarine,Gold Hoop,Baby's Bonnet,81.03756374580713,350
351,Eyepatch,Bored Unshaven Cigarette,Hawaiian,Dark Brown,Gray,None,S&m Hat,44.609599809434066,351
352,Eyepatch,Phoneme  ooo,Caveman Pelt,Brown,Yellow,Gold Hoop,Girl's Hair Short,88.61482737157324,352
353,Bored,Tongue Out,Black Holes T,Tan,Aquamarine,None,Bandana Blue,42.73133520908484,353
354,Hypnotized,Bored,Blue Dress,Golden Brown,Aquamarine,Gold Stud,Baby's Bonnet,80.79231991256103,354
355,Bored,Dumbfounded,Navy Striped Tee,Pink,Yellow,None,None,26.588003029711416,355
356,Sleepy,Phoneme Wah,Bone Necklace,Gray,Purple,None,None,35.902305105070056,356
357,Zombie,Bored,Stunt Jacket,Dark Brown,Army Green,None,Bowler,32.965372898831106,357
358,X Eyes,Bored Cigarette,Wool Turtleneck,Noise,New Punk Blue,Silver Stud,None,78.01048565199089,358
359,Coins,Bored,Hawaiian,Blue,Blue,None,None,23.883492463454747,359
360,Zombie,Bored Unshaven Bubblegum,Toga,Brown,Yellow,None,Bayc Flipped Brim,46.88168309880641,360
361,Coins,Bored Cigarette,Pimp Coat,Pink,New Punk Blue,None,Fez,47.33353892972746,361
362,Sleepy,Grin,Guayabera,Black,Gray,None,Bayc Hat Black,41.30484639533929,362
363,Wide Eyed,Grin,Black T,Robot,Orange,None,Laurel Wreath,48.514669655535045,363
364,Closed,Grin,None,Cheetah,New Punk Blue,Gold Stud,Sushi Chef Headband,78.56549095306804,364
365,Coins,Bored,Tie Dye,Red,Aquamarine,None,Commie Hat,37.328795210243584,365
366,Bored,Bored,Caveman Pelt,Cream,Blue,None,Halo,28.21459108710635,366
367,Sleepy,Jovial,Black T,Red,Aquamarine,None,Horns,47.436780057308354,367
368,Wide Eyed,Bored,Guayabera,White,Orange,None,Sea Captain's Hat,36.760743728952974,368
369,Sleepy,Bored,Bone Tee,Dark Brown,Purple,None,Beanie,27.42065331583636,369
370,Blindfold,Bored,Striped Tee,Brown,Army Green,None,Irish Boho,31.86163235123059,370
371,X Eyes,Dumbfounded,Rainbow Suspenders,Golden Brown,Blue,None,None,35.90874686652483,371
372,Zombie,Bored Unshaven,None,Golden Brown,Army Green,Silver Hoop,Beanie,67.89644698388182,372
373,Zombie,Bored Unshaven,Bayc T Black,Dark Brown,Gray,None,None,24.980706036991755,373
374,Coins,Bored Cigarette,Guayabera,Golden Brown,Army Green,Diamond Stud,Baby's Bonnet,89.8669110377136,374
375,Wide Eyed,Bored Unshaven,None,Golden Brown,Purple,Silver Stud,None,55.581336058494365,375
376,Crazy,Bored Unshaven,Sleeveless T,Golden Brown,Yellow,Cross,Fez,83.57407413082002,376
377,X Eyes,Grin,Stunt Jacket,Dark Brown,New Punk Blue,None,Sushi Chef Headband,44.002865501228904,377
378,Sleepy,Bored Cigarette,Tuxedo Tee,Dmt,Orange,Gold Stud,Irish Boho,89.69914452669326,378
379,Sad,Bored Cigarette,Striped Tee,Zombie,Aquamarine,None,None,33.72702699367967,379
380,Bored,Jovial,Bayc T Black,Pink,Yellow,None,Seaman's Hat,40.55610034605864,380
381,Bored,Grin,Vietnam Jacket,Black,Purple,None,None,21.269189732621317,381
382,Coins,Phoneme Vuh,Prom Dress,Dark Brown,Army Green,None,Sea Captain's Hat,44.59028938422985,382
383,Sleepy,Rage,None,Noise,Blue,None,Fisherman's Hat,39.226400577476284,383
384,Sleepy,Bored Unshaven,Prom Dress,Robot,Orange,Gold Hoop,Stuntman Helmet,85.09081404683882,384
385,Bloodshot,Bored,Sleeveless T,Golden Brown,Army Green,None,None,19.849167213736482,385
386,Sleepy,Bored Dagger,Vietnam Jacket,Black,Yellow,None,Bowler,44.693566659613815,386
387,Wide Eyed,Rage,Bayc T Red,Tan,Blue,None,Safari,49.8120366955008,387
388,Crazy,Tongue Out,Sleeveless T,Black,Purple,None,Army Hat,45.487456007349806,388
389,Hypnotized,Bored,Hawaiian,Cream,Gray,None,Seaman's Hat,36.92853669518805,389
390,Sleepy,Bored Unshaven,Striped Tee,Brown,Orange,None,Vietnam Era Helmet,33.19121205283535,390
391,Sad,Grin Multicolored,Stunt Jacket,Golden Brown,Yellow,Silver Hoop,None,75.52558098414718,391
392,Robot,Bored,Wool Turtleneck,Brown,Gray,None,Commie Hat,32.37798904021001,392
393,Wide Eyed,Phoneme L,Caveman Pelt,Dmt,New Punk Blue,Silver Stud,Horns,92.10655315520344,393
394,3d,Bored,Leather Jacket,Tan,New Punk Blue,None,Sushi Chef Headband,36.87050923685054,394
395,3d,Bored Unshaven Cigarette,Smoking Jacket,Cream,New Punk Blue,None,Vietnam Era Helmet,48.314630452109604,395
396,Sunglasses,Tongue Out,Sailor Shirt,Dark Brown,Yellow,Silver Stud,None,72.24674177747258,396
397,Bloodshot,Bored Cigarette,None,Brown,Yellow,None,None,15.304882491112659,397
398,Closed,Phoneme  ooo,Wool Turtleneck,Brown,New Punk Blue,None,Baby's Bonnet,43.61561702875813,398
399,Bored,Bored,None,White,Orange,None,Irish Boho,19.07447402074975,399
400,Cyborg,Phoneme Wah,Tie Dye,Dark Brown,Army Green,None,Fisherman's Hat,47.5529795851145,400
401,Bored,Bored,None,Red,New Punk Blue,Silver Stud,Bayc Hat Black,58.840808031463396,401
402,Closed,Bored Cigarette,Service,Pink,Aquamarine,None,None,33.09440300185912,402
403,Closed,Phoneme Vuh,Sleeveless Logo T,Black,Orange,None,Bowler,43.70599142428613,403
404,Closed,Discomfort,Black T,Noise,Gray,None,Seaman's Hat,49.863695342445034,404
405,Heart,Bored Unshaven Cigarette,Black T,Robot,Orange,None,Bandana Blue,51.18042509884112,405
406,Eyepatch,Grin Gold Grill,Bone Tee,Gray,Purple,None,Baby's Bonnet,52.432671429593746,406
407,Sleepy,Dumbfounded,Stunt Jacket,Brown,Gray,Silver Hoop,Short Mohawk,81.14076356159262,407
408,Bloodshot,Bored,Navy Striped Tee,Black,Army Green,None,Halo,28.879470337770652,408
409,3d,Phoneme L,None,Pink,Orange,None,Girl's Hair Pink,40.14300479993101,409
410,Closed,Bored Pipe,Bayc T Black,Tan,Purple,None,None,35.45048283981261,410
411,Bored,Bored Unshaven,Prison Jumpsuit,Tan,Yellow,None,Fez,31.861540682628327,411
412,Eyepatch,Phoneme Oh,Sleeveless Logo T,Golden Brown,Purple,None,Safari,50.070270551331845,412
413,Bloodshot,Phoneme Vuh,Stunt Jacket,Pink,Yellow,Diamond Stud,Beanie,89.03433692291178,413
414,Coins,Grin,None,Red,Aquamarine,Gold Stud,Fisherman's Hat,78.37831783512169,414
415,Sad,Bored,Black T,Zombie,Blue,None,Beanie,35.13413437288402,415
416,Coins,Bored Unshaven Cigarette,Guayabera,Brown,New Punk Blue,Cross,Bowler,87.67249742928162,416
417,Sleepy,Bored,None,Pink,New Punk Blue,None,Bayc Hat Black,24.800034065695577,417
418,Sleepy,Jovial,None,Pink,Blue,Gold Stud,None,66.89612056032827,418
419,Hypnotized,Bored,None,Golden Brown,New Punk Blue,None,Sushi Chef Headband,26.768759567759037,419
420,3d,Bored,Bayc T Black,Noise,Purple,Silver Hoop,Cowboy Hat,78.02987160352073,420
421,Heart,Dumbfounded,Wool Turtleneck,Black,Army Green,None,Trippy Captain's Hat,45.48101231548819,421
422,Crazy,Bored Unshaven,None,Cheetah,Aquamarine,None,None,19.042245225145564,422
423,Bored,Bored,Navy Striped Tee,Death Bot,Purple,None,Seaman's Hat,29.150582548363175,423
424,3d,Grin Gold Grill,Hawaiian,Golden Brown,Yellow,Gold Hoop,Halo,90.60272322074813,424
425,Wide Eyed,Bored Unshaven,Tanktop,Death Bot,Blue,None,S&m Hat,43.47361497181623,425
426,Heart,Bored Pipe,Striped Tee,Tan,Orange,None,Faux Hawk,50.018606094681274,426
427,Bored,Grin Gold Grill,Puffy Vest,Brown,Aquamarine,Gold Hoop,None,66.86378395843082,427
428,Sad,Bored Unshaven,Guayabera,Cream,Orange,Silver Stud,None,67.27687757085567,428
429,Bloodshot,Bored Cigarette,Bone Tee,Black,Orange,None,None,26.968794251903024,429
430,Coins,Grin,Sleeveless T,Tan,Gray,None,Bayc Flipped Brim,46.80422126626487,430
431,Heart,Bored Unshaven,Lumberjack Shirt,Dark Brown,Army Green,Silver Stud,Army Hat,76.64857128233473,431
432,Angry,Phoneme Wah,Biker Vest,Dark Brown,Purple,None,Vietnam Era Helmet,45.23572975473566,432
433,Bored,Phoneme Oh,Lumberjack Shirt,Tan,New Punk Blue,None,Party Hat 1,42.47314847518544,433
434,Wide Eyed,Bored,Bone Tee,White,Blue,Silver Hoop,None,64.01098578296941,434
435,Sunglasses,Bored Unshaven Bubblegum,Vietnam Jacket,Cream,Blue,None,Fisherman's Hat,50.722155263282374,435
436,Bored,Bored,Bone Necklace,Death Bot,New Punk Blue,None,Bowler,31.39683619405748,436
437,Sunglasses,Bored Cigarette,Biker Vest,Gray,Aquamarine,Silver Stud,Short Mohawk,87.31104503869443,437
438,3d,Bored Unshaven,Bone Necklace,Dark Brown,Purple,None,Bayc Flipped Brim,36.19266318666352,438
439,Bored,Bored,Prison Jumpsuit,Dark Brown,Purple,Gold Stud,Beanie,63.668803801088124,439
440,Angry,Bored Unshaven,Sleeveless T,Cream,Gray,None,Girl's Hair Pink,42.44729042281439,440
441,Blue Beams,Bored Cigarette,Bandolier,Death Bot,Blue,None,Bunny Ears,52.852185498637425,441
442,Angry,Bored Unshaven,Tuxedo Tee,Black,Army Green,None,Fisherman's Hat,36.70907861770375,442
443,Holographic,Bored Unshaven Cigarette,None,Tan,New Punk Blue,None,Fez,38.8068451957774,443
444,Angry,Bored Kazoo,Lumberjack Shirt,Blue,Aquamarine,Silver Hoop,Bunny Ears,91.6095882290365,444
445,Blindfold,Bored,Smoking Jacket,Black,Blue,Gold Hoop,Safari,76.63573230423289,445
446,Sunglasses,Phoneme Vuh,Cowboy Shirt,Zombie,Gray,Cross,Trippy Captain's Hat,98.46392641751555,446
447,Sleepy,Bored,None,Tan,Yellow,Silver Hoop,Fisherman's Hat,62.61030273581424,447
448,Hypnotized,Bored Unshaven,Blue Dress,White,Orange,Gold Stud,None,74.31864320361716,448
449,Bored,Bored Cigarette,Bandolier,Tan,Yellow,None,Seaman's Hat,37.47718092942742,449
450,Coins,Bored Unshaven,Bayc T Black,Blue,Yellow,None,Army Hat,41.375876796416954,450
451,Sleepy,Bored Unshaven Pipe,Tuxedo Tee,Dark Brown,Orange,None,Ww2 Pilot Helm,44.538581675632564,451
452,Angry,Bored,None,Brown,Purple,None,Seaman's Hat,19.694225471240976,452
453,Bored,Bored Pipe,Tweed Suit,Cream,Gray,Gold Hoop,Sushi Chef Headband,85.8653426221649,453
454,Blindfold,Bored,Blue Dress,Brown,Army Green,Silver Hoop,Short Mohawk,72.94386661760703,454
455,Sleepy,Bored,None,Pink,Blue,Silver Hoop,Seaman's Hat,63.13310182551388,455
456,Robot,Bored Unshaven Kazoo,Vietnam Jacket,Dark Brown,New Punk Blue,Silver Stud,Baby's Bonnet,87.42724520562271,456
457,Angry,Bored Unshaven,Blue Dress,Dark Brown,Purple,Cross,Sea Captain's Hat,81.14077324300351,457
458,X Eyes,Tongue Out,Black T,Red,Purple,Silver Stud,None,78.24282143895257,458
459,Closed,Rage,Prison Jumpsuit,Gray,Gray,Gold Stud,Beanie,89.40220396241766,459
460,Bloodshot,Phoneme Vuh,None,Gray,Orange,None,Faux Hawk,37.12861721628424,460
461,Coins,Bored,Wool Turtleneck,Dmt,Yellow,None,Bunny Ears,38.974744037898915,461
462,Blindfold,Bored Cigarette,Navy Striped Tee,Dark Brown,Orange,None,Sea Captain's Hat,41.85988332393495,462
463,Laser Eyes,Bored Cigarette,None,Zombie,Aquamarine,None,Halo,39.794452706917006,463
464,Scumbag,Bored Cigar,Bone Tee,Tan,Orange,Gold Hoop,Seaman's Hat,92.81653569212381,464
465,Bored,Grin,Biker Vest,Gray,Blue,None,Horns,39.06506033450067,465
466,Cyborg,Phoneme Oh,Hip Hop,Black,Purple,None,None,35.3278176707413,466
467,Bored,Bored,None,Gray,Purple,None,S&m Hat,18.25474792146625,467
468,Bored,Bored,Work Vest,Golden Brown,Army Green,None,None,14.659392411806804,468
469,Coins,Bored,None,Noise,Gray,None,None,16.16344505597055,469
470,Bored,Bored,Black T,Tan,Blue,Silver Stud,Bunny Ears,68.02557843706629,470
471,Heart,Bored Unshaven,Prison Jumpsuit,Dark Brown,Blue,None,Beanie,34.662877733279245,471
472,Blindfold,Discomfort,Tie Dye,Brown,Blue,None,Short Mohawk,46.3201011280494,472
473,Sleepy,Discomfort,Smoking Jacket,Brown,Yellow,Gold Stud,Bayc Hat Black,85.49097637358074,473
474,Sleepy,Bored Bubblegum,Toga,Brown,Gray,Silver Hoop,Fisherman's Hat,83.30296837607773,474
475,3d,Bored Cigarette,None,Brown,Gray,None,Bayc Hat Black,31.44199240521638,475
476,Bored,Grin Multicolored,Service,Pink,Gray,None,None,31.067604211097784,476
477,Angry,Bored,Stunt Jacket,Black,New Punk Blue,None,Ww2 Pilot Helm,34.01102982143761,477
478,Coins,Bored Unshaven,Hip Hop,Golden Brown,Aquamarine,None,Commie Hat,40.12365112077388,478
479,Bloodshot,Bored Cigarette,None,Golden Brown,Purple,None,S&m Hat,32.11972612882556,479
480,Bloodshot,Bored Pipe,Tweed Suit,Tan,Army Green,None,None,35.36007746176358,480
481,3d,Bored Unshaven Dagger,Bayc T Black,Blue,Purple,Gold Stud,None,80.93429679711815,481
482,Wide Eyed,Bored,Bandolier,Brown,Blue,None,Seaman's Hat,30.376995367172434,482
483,Angry,Bored Unshaven,Navy Striped Tee,Dark Brown,Gray,Silver Stud,Sea Captain's Hat,76.02899670502966,483
484,Bored,Jovial,Cowboy Shirt,Dark Brown,Purple,None,S&m Hat,36.889815143346496,484
485,Eyepatch,Bored,None,Brown,Yellow,None,None,8.533668106559606,485
486,Bloodshot,Bored Unshaven,Bayc T Black,Dark Brown,Yellow,None,Fisherman's Hat,33.11374957629941,486
487,Sleepy,Bored Unshaven Cigarette,Wool Turtleneck,Tan,Blue,None,S&m Hat,46.41047358686532,487
488,Closed,Bored Pizza,None,Cream,Blue,None,Prussian Helmet,39.16830856307259,488
489,Bored,Bored Unshaven,Tanktop,Noise,Orange,None,Commie Hat,35.43749991363306,489
490,Bloodshot,Grin Multicolored,Stunt Jacket,Cream,New Punk Blue,Silver Hoop,Fez,86.99479468919658,490
491,Bored,Grin Gold Grill,Smoking Jacket,Blue,Blue,Silver Hoop,Baby's Bonnet,83.5676381812211,491
492,Wide Eyed,Grin,Sailor Shirt,Dark Brown,Aquamarine,None,Army Hat,40.43342614372655,492
493,Wide Eyed,Bored Unshaven Cigar,Sleeveless Logo T,Black,Army Green,Gold Hoop,Beanie,86.78826918481079,493
494,Bored,Bored Unshaven,Puffy Vest,Dark Brown,Blue,None,Vietnam Era Helmet,28.485681344569493,494
495,Bored,Bored Cigarette,None,Pink,Purple,None,Bowler,28.066116920151973,495
496,3d,Bored Unshaven Cigarette,Bone Tee,Tan,Purple,None,Girl's Hair Short,48.411425946101275,496
497,Wide Eyed,Phoneme Vuh,Sailor Shirt,Brown,Orange,None,Bayc Hat Black,43.15082990914482,497
498,Bloodshot,Bored,Prom Dress,Brown,Gray,None,None,17.460801121377827,498
499,Robot,Grin Diamond Grill,Sleeveless T,Brown,New Punk Blue,None,Cowboy Hat,45.73919711253221,499
500,Coins,Bored Cigarette,None,Cheetah,Blue,None,Army Hat,36.825237473839756,500
501,Hypnotized,Bored Bubblegum,Smoking Jacket,Gray,Blue,None,Cowboy Hat,52.09053011121446,501
502,Closed,Bored,Work Vest,Brown,New Punk Blue,None,None,17.38983140222567,502
503,Bloodshot,Bored,Biker Vest,Black,Blue,None,Ww2 Pilot Helm,30.790073485184166,503
504,Angry,Bored Party Horn,None,Black,Aquamarine,None,Beanie,33.843134852596954,504
505,Sunglasses,Rage,None,Robot,Aquamarine,None,Vietnam Era Helmet,41.72440177847119,505
506,Bloodshot,Bored Unshaven Cigarette,Work Vest,Cream,Army Green,None,Stuntman Helmet,46.565350770715234,506
507,Eyepatch,Bored Unshaven Cigarette,Black T,Death Bot,Gray,None,Girl's Hair Pink,52.716634878685845,507
508,Robot,Phoneme L,Bandolier,Blue,Yellow,None,Fisherman's Hat,50.67053986384252,508
509,Sunglasses,Grin Diamond Grill,Navy Striped Tee,Black,Aquamarine,None,Beanie,44.441812643017556,509
