,Body,Outerwear,Eyes,Species,Shoes,Background,Head,Attitude,Headwear,Eyewear,Underfoot,Rarity score,Token Id
8918,Blue,Space Helmet,Divit,Mouse,Slipons (White),Blue,Flesh,Crustant,None,None,None,41.17818114762935,8918
8919,White,None,Eclipse,Toad ,Hightops (Red),Purple,None,Passant,Durag,None,None,31.29205415248747,8919
8920,Grey,None,Relaxed,Cat,None,Green,Creep,Crustant,Skully,None,None,12.720103539769104,8920
8921,Red,None,Relaxed,Fish,Gym (Stormy),Grey,Flesh,Crustant,None,None,None,19.04874942417691,8921
8922,Green,None,Side-eye,Mouse,None,Pink,Skull,Rampant,Moon Hat,None,None,15.032845155869321,8922
8923,Green,Hoodie Down,Angry,Mutant Toad,Hightops (Green),Blue,Cat,Crustant,Stealth Headband,None,None,59.75486333628923,8923
8924,Red,None,Suspicious,Toad ,Slipons (White),Pink,None,Sejant,Wizard's Hat,None,None,31.387215474126062,8924
8925,Black,None,Twinkle,Rabbit,Socks (Dirty),Yellow,Flesh,Rampant,Durag,None,None,27.85043509300752,8925
8926,Blue,None,Side-eye,Cat,None,Blue,Creep,Statant,Skully,None,None,12.506000307744541,8926
8927,Blue,None,Discerning,Rabbit,Gym (Crusty),Green,Skull,Crustant,Tiny Crown,None,None,25.04727143536978,8927
8928,Red,Jean Jacket,Relaxed,Rat,None,Pink-ish,Creep,Rampant,None,None,None,28.881390605721208,8928
8929,Red,None,Discerning,Rat,Hightops (White),Green,Creep,Rampant,Pirate,None,None,24.304106891229672,8929
8930,Red,None,None,Toad ,None,Green,None,Passant,Tiara,Rose-Coloured Glasses,None,34.23457465751106,8930
8931,Blue,Hoodie,Sleepy,Rabbit,Socks (Classic),Purple,Flesh,Passant,None,None,None,41.8172615514755,8931
8932,Grey,None,None,Cat,None,Green,Flesh,Sejant,Flower,Full Moon,None,33.81271941464098,8932
8933,Brown,None,Suspicious,Toad ,Hightops (Grey),Yellow,None,Sejant,Durag,None,None,29.841510274231574,8933
8934,White,None,Void,Bird,None,Grey,Skull,Sejant,Tiara,None,None,14.625610723417825,8934
8935,Pink,None,Side-eye,Lizard,Socks (Floppy),Pink-ish,Creep,Statant,Grail,None,None,33.13250687739743,8935
8936,Ninja,None,Eclipse,Toad ,Hightops (Red),Pink,None,Passant,Cowboy Hat,None,None,35.20080291348975,8936
8937,Blue,None,Dead,Rat,None,Blue,Creep,Crustant,Diamond,None,None,15.056658748314414,8937
8938,Grey,None,Discerning,Cat,None,Green,Flesh,Statant,Dancing Flame,None,None,12.36037231930918,8938
8939,Brown,Gold Grill,Relaxed,Rabbit,Hightops (Grey),Grey,Flesh,Passant,Witch's Hat,None,None,47.97883026725049,8939
8940,Green,None,Void,Fish,None,Green,Creep,Passant,Raincloud,None,Worm,43.0209358150878,8940
8941,Ninja,None,Eclipse,Toad ,Socks (Dirty),Pink-ish,None,Statant,Beanie,None,None,35.77448038297813,8941
8942,Brown,None,Twinkle,Rabbit,Socks (Dirty),Blue,Skull,Passant,Ranger,None,None,26.90222095570628,8942
8943,Red,Hoodie Down,Void,Rabbit,Hightops (Grey),Purple,Flesh,Crustant,Wizard's Hat,None,None,47.02174653376373,8943
8944,Red,None,Stirring,Rat,Hightops (Red),Pink-ish,Creep,Sejant,Bandana,None,None,29.639864819680977,8944
8945,Black,None,Sleepy,Cat,None,Grey,Creep,Crustant,Headband,None,None,14.908012576542967,8945
8946,Pink,None,None,Fish,None,Grey,Skull,Statant,None,Rose-Coloured Glasses,None,27.35354708885309,8946
8947,Black,None,Discerning,Rabbit,None,Purple,Skull,Rampant,Backwards Hat,None,None,10.300345551807325,8947
8948,Red,None,Void,Mouse,Slipons (White),Green,Flesh,Crustant,Aviator's Cap,None,None,24.55675037772485,8948
8949,Red,None,Heart,Fish,None,Grey,Flesh,Rampant,None,None,None,6.0792605484258155,8949
8950,Grey,None,Stirring,Mouse,Slipons (White),Grey,Creep,Crustant,Beanie (Pellet),None,None,28.19522171503417,8950
8951,Purple,None,Rainbow,Rat,None,Blue,Creep,Statant,Tiara,None,None,14.902030635302532,8951
8952,Blue,None,Divit,Rabbit,Socks (Floppy),Yellow,Flesh,Statant,Bucket Hat,None,None,25.617975322028336,8952
8953,Green,None,Void,Cat,None,Pink-ish,Flesh,Sejant,Skully,None,None,16.38242564594784,8953
8954,Black,None,Side-eye,Mouse,Slipons (White),Green,Flesh,Sejant,Queen's Crown,None,None,25.415824680886516,8954
8955,Grey,Bomber Jacket,Discerning,Lizard,Socks (Floppy),Grey,Creep,Passant,None,None,None,43.47287376331404,8955
8956,Grey,None,Side-eye,Bird,Socks (Classic),Purple,Creep,Sejant,Headband,None,None,27.214280389582164,8956
8957,Red,Punk Jacket,None,Bug,Gym (Stormy),Green,Flesh,Passant,Halo,Aviators,None,70.97413981307551,8957
8958,Purple,None,Suspicious,Toad ,Hightops (White),Blue,None,Sejant,Durag,None,None,30.661895967168274,8958
8959,Dust Toad,None,None,Toad,None,Dust,None,Sejant,None,None,None,15.220782589968723,8959
8960,Brown,Hoodie Down,Void,Bat,None,Purple,Skull,Passant,Beanie (Pellet),None,None,38.26250555444305,8960
8961,Black,None,Dead,Fish,None,Purple,Skull,Statant,None,None,None,7.015693058536371,8961
8962,Red,None,Angry,Mouse,Hightops (White),Grey,Flesh,Statant,Aviator's Cap,None,None,23.44196654693238,8962
8963,Grey,None,Angry,Rabbit,None,Pink-ish,Creep,Crustant,Beanie,None,None,12.954881768264537,8963
8964,Black,Jean Jacket,Relaxed,Rabbit,Gym (Crusty),Grey,Flesh,Statant,Tiny Crown,None,None,49.34609287238162,8964
8965,Pink,None,Rainbow,Cat,Work Boots,Green,Skull,Passant,Headband,None,None,30.641636049617716,8965
8966,White,None,Void,Rabbit,Hightops (White),Purple,Skull,Crustant,None,None,None,17.259368760903964,8966
8967,Blue,Diamond Grill,Void,Bug,None,Purple,Creep,Passant,Bandana,None,Eye,66.872478967726,8967
8968,Black,None,Divit,Mouse,None,Yellow,Creep,Statant,None,None,None,3.3354135305742036,8968
8969,White,Hoodie,Suspicious,Toad ,None,Grey,None,Rampant,None,None,None,31.67506086615206,8969
8970,Grey,None,None,Toad ,None,Green,None,Rampant,Ranger,Blood Moon,None,35.99714467089519,8970
8971,White,Hoodie,Divit,Toad,Work Boots,Blue,Skull,Sejant,None,None,None,45.52085547951608,8971
8972,White,None,None,Cat,Socks (Floppy),Grey,Creep,Crustant,Mohawk (Green),Aviators,None,48.63876942047366,8972
8973,Purple,None,Divit,Rabbit,Slipons (White),Pink-ish,Flesh,Passant,Headphones,None,None,27.98708586473631,8973
8974,Grey,Hero's Tunic,Heart,Rabbit,Hero Boots,Pink,Flesh,Statant,Hero's Cap,None,None,53.93524471753348,8974
8975,Brown,Punk Jacket,None,Rat,Hightops (Grey),Blue,Flesh,Crustant,Fire,Rose-Coloured Glasses,None,69.48210735833322,8975
8976,Pink,None,Divit,Fish,None,Grey,Creep,Sejant,Rubber Duck,None,None,15.939532370088624,8976
8977,Red,Punk Jacket,None,Rabbit,None,Green,Creep,Sejant,None,Gazelles,None,44.13820951366566,8977
8978,Skeleton,None,None,Fish,None,Pink-ish,Skull,Crustant,Backwards Hat,Patch,None,39.71881761415089,8978
8979,White,None,None,Mouse,Slipons (White),Purple,Flesh,Passant,None,Noggles,None,38.56254848719134,8979
8980,Purple,None,Angry,Mouse,None,Pink,Skull,Statant,Lincoln,None,None,13.403760557896415,8980
8981,Red,None,Relaxed,Rabbit,Socks (Floppy),Pink-ish,Flesh,Sejant,Mohawk (Pink),None,None,26.60784451629281,8981
8982,Blue,None,Void,Bat,None,Pink,Skull,Statant,Captain's Cap,None,None,18.240353803955642,8982
8983,Pink,None,Eclipse,Toad ,None,Blue,None,Passant,Raincloud,None,None,17.97825881054932,8983
8984,Black,None,Angry,Rabbit,Slipons (Grey),Grey,Creep,Rampant,Witch's Hat,None,None,24.315995255836885,8984
8985,Blue,None,Side-eye,Lizard,None,Yellow,Flesh,Rampant,None,None,None,6.4953919180713156,8985
8986,Red,None,Relaxed,Rat,Hightops (Grey),Blue,Skull,Statant,Halo,None,None,25.311854422941586,8986
8987,Black,None,None,Mouse,Socks (Pellet),Purple,Creep,Sejant,None,3D,None,38.17020067335289,8987
8988,Black,None,None,Mouse,None,Grey,Flesh,Statant,None,Patch,None,23.74489595574554,8988
8989,Purple,None,Discerning,Rabbit,Socks (Dirty),Purple,Flesh,Statant,Aviator's Cap,None,None,24.63702032399381,8989
8990,Red,None,Angry,Bird,Hightops (Grey),Blue,Creep,Statant,Cowboy Hat,None,None,25.457449705104356,8990
8991,Red,None,Discerning,Bird,None,Blue,Creep,Statant,Stealth Headband,None,None,11.536950915341393,8991
8992,Grey,None,Void,Bird,Hightops (Red),Grey,Flesh,Crustant,Queen's Crown,None,None,27.95735543977107,8992
8993,Grey,Punk Jacket,Dead,Rat,None,Pink,Creep,Statant,Flower,None,None,39.90621839767076,8993
8994,Black,None,None,Toad ,None,Grey,None,Rampant,Beanie (Green),Big Tech,None,36.38355811323638,8994
8995,Purple,None,Angry,Bat,Socks (Floppy),Purple,Creep,Passant,None,None,None,20.33594633637394,8995
8996,Red,None,Discerning,Bird,Hightops (Green),Yellow,Skull,Sejant,Dancing Flame,None,None,25.6625997968141,8996
8997,Brown,Gold Grill,Twinkle,Rat,None,Green,Creep,Rampant,None,None,None,28.744749935626167,8997
8998,Black,None,None,Rat,None,Green,Skull,Rampant,None,Gazelles,None,24.36910283203833,8998
8999,Black,None,Divit,Rat,None,Green,Skull,Sejant,None,None,Skull,32.3083978478018,8999
9000,Pink,None,None,Bird,None,Yellow,Creep,Passant,None,Aviators,None,27.32982506619915,9000
9001,Black,None,Side-eye,Lizard,None,Green,Skull,Sejant,None,None,None,5.921630005976427,9001
9002,Black,None,Diamond,Rat,None,Pink-ish,Creep,Rampant,None,None,None,8.91227475574254,9002
9003,Blue,None,Angry,Mouse,Socks (Classic),Purple,Flesh,Crustant,None,None,None,17.149253327912703,9003
9004,Black,None,Stirring,Lizard,Slipons (Pink),Pink-ish,Flesh,Crustant,Skully,None,None,33.804332912522696,9004
9005,Purple,None,Void,Rat,Socks (Pellet),Purple,Flesh,Statant,None,None,None,18.659337734163696,9005
9006,Grey,Hero's Tunic,Eclipse,Toad ,Hero Boots,Yellow,None,Sejant,Hero's Cap,None,None,54.78770323288019,9006
9007,Grey,None,Eclipse,Toad ,Hightops (Green),Purple,None,Sejant,Bucket Hat,None,None,30.35874180360189,9007
9008,White,None,None,Cat,None,Yellow,Flesh,Statant,Bow (Pink),Patch,None,34.591494040699864,9008
9009,Purple,None,Side-eye,Rat,Socks (Dirty),Yellow,Flesh,Sejant,Backwards Hat,None,Skull,54.856297156810754,9009
9010,Pink,None,None,Rat,Slipons (White),Grey,Creep,Sejant,None,Visor (Heat),None,40.420338686524346,9010
9011,Brown,None,Divit,Rabbit,None,Purple,Skull,Crustant,Lincoln,None,None,10.255760621234847,9011
9012,Grey,Diamond Grill,None,Rabbit,Slipons (Pink),Blue,Flesh,Rampant,None,Rose-Coloured Glasses,None,60.45284664040389,9012
9013,Green,None,Suspicious,Toad ,None,Purple,None,Crustant,Bandana,None,None,17.35991821499702,9013
9014,White,None,Angry,Bug,Hightops (White),Green,Skull,Rampant,None,None,None,19.447089285112092,9014
9015,Green,None,None,Mutant Toad,Hightops (Red),Pink-ish,Bird,Crustant,None,Jobs Glasses,None,51.91427313202999,9015
9016,Pink,None,Divit,Bat,Slipons (White),Grey,Skull,Passant,Tiny Crown,None,None,31.13801863711851,9016
9017,Black,None,Angry,Rat,None,Blue,Skull,Rampant,Backwards Hat,None,None,11.86691217539775,9017
9018,Green,None,None,Bird,Slipons (Grey),Pink,Skull,Statant,Flower,3D,None,51.94102047318789,9018
9019,Brown,None,Heart,Rabbit,None,Pink-ish,Flesh,Crustant,Headphones,None,None,15.255822734502186,9019
9020,Green,None,Void,Mutant Toad,None,Pink-ish,Lizard,Sejant,Raincloud,None,None,25.933267886024197,9020
9021,Brown,None,Side-eye,Mouse,Hightops (White),Purple,Flesh,Sejant,None,None,None,16.192041450252216,9021
9022,Red,None,None,Cat,None,Pink-ish,Creep,Sejant,None,Rose-Coloured Glasses,None,26.066445309214814,9022
9023,Black,None,Suspicious,Toad ,None,Purple,None,Passant,Skully,None,Worm,44.34608608579426,9023
9024,Green,None,None,Fish,Slipons (White),Yellow,Flesh,Crustant,Bow (Pink),Patch,None,49.919887464886045,9024
9025,Grey,Punk Jacket,Angry,Cat,None,Purple,Creep,Passant,Skully,None,None,34.77878154648557,9025
9026,Red,None,Suspicious,Toad ,None,Yellow,None,Statant,None,None,None,6.129552643106715,9026
9027,Grey,None,None,Toad ,None,Yellow,None,Passant,Blood Moon Hat,Blood Moon,None,36.1874372752911,9027
9028,Pink,None,Dead,Mouse,None,Yellow,Skull,Passant,Mohawk (Pink),None,Skull,43.40139288425833,9028
9029,Brown,Bomber Jacket,Side-eye,Cat,Hightops (Red),Grey,Flesh,Rampant,None,None,None,41.13354954018284,9029
9030,Red,None,Divit,Mouse,None,Purple,Flesh,Crustant,None,None,None,2.0719948223794598,9030
9031,Blue,None,Angry,Rabbit,None,Yellow,Skull,Statant,Blood Moon Hat,None,None,10.472756251831624,9031
9032,Red,None,Side-eye,Rat,Gym (Crusty),Grey,Creep,Passant,Queen's Crown,None,None,25.172110553496303,9032
9033,Purple,None,Angry,Bug,None,Pink,Skull,Passant,None,None,None,7.657738128264796,9033
9034,Purple,Hero's Tunic,Fire,Rabbit,Hero Boots,Pink,Flesh,Passant,Hero's Cap,None,None,54.348387054935266,9034
9035,Ninja,None,Divit,Mutant Toad,Hightops (Blue),Pink-ish,Fish,Rampant,Stealth Headband,None,None,41.37797804404354,9035
9036,Black,None,Void,Rabbit,Hightops (Green),Yellow,Skull,Statant,Blood Moon Hat,None,None,25.213783447653476,9036
9037,White,None,Relaxed,Bird,Slipons (Pink),Grey,Skull,Passant,None,None,None,20.30023605432133,9037
9038,Red,None,None,Rat,Gym (Chromie),Yellow,Flesh,Rampant,None,Visor (Heat),None,38.14939990537956,9038
9039,Red,None,Discerning,Cat,Slipons (Pink),Pink-ish,Flesh,Sejant,Grail,None,None,27.918690905607964,9039
9040,Black,None,Divit,Rabbit,None,Pink-ish,Flesh,Crustant,Blood Moon Hat,None,None,14.206411222281776,9040
9041,Pink,None,Relaxed,Rabbit,Socks (Classic),Pink,Flesh,Rampant,Lincoln,None,None,29.512030423581194,9041
9042,Purple,None,None,Fish,Gym (Crusty),Purple,Skull,Sejant,Raincloud,3D,None,49.01322552579784,9042
9043,Brown,None,Relaxed,Rat,Slipons (Grey),Blue,Creep,Passant,Elon,None,None,26.795134406691652,9043
9044,Blue,Gold Grill,Side-eye,Rabbit,None,Pink,Skull,Rampant,Durag,None,None,36.7881055713475,9044
9045,Red,None,Angry,Rabbit,None,Grey,Flesh,Statant,Wizard's Hat,None,None,8.6682751828426,9045
9046,Brown,None,Divit,Cat,Socks (Floppy),Green,Flesh,Statant,Skully,None,None,26.05789948144877,9046
9047,Red,Jean Jacket,Suspicious,Toad ,None,Purple,None,Sejant,Mohawk (Green),None,None,38.15196674227261,9047
9048,Green,None,Relaxed,Rabbit,Slipons (White),Green,Flesh,Rampant,None,None,Squig Goo(l),46.147834098814975,9048
9049,Grey,Hoodie,Angry,Toad,Hightops (Green),Grey,Creep,Crustant,None,None,None,43.60656106829577,9049
9050,Pink,Gold Grill,None,Bug,Hightops (Grey),Purple,Creep,Statant,Rubber Duck,Aviators,None,74.15424679391546,9050
9051,Blue,Space Helmet,Relaxed,Rat,Hightops (Blue),Yellow,Flesh,Crustant,None,None,None,41.947956856494066,9051
9052,Grey,None,Stirring,Cat,Hightops (Grey),Grey,Skull,Passant,Halo,None,None,28.843270425764878,9052
9053,Golden,None,None,Bat,Slipons (Pink),Blue,None,Passant,None,None,None,24.040245753627186,9053
9054,Green,None,Sleepy,Mutant Toad,None,Blue,Lizard,Sejant,None,None,None,16.489606737289392,9054
9055,Pink,None,Void,Lizard,Socks (Floppy),Green,Flesh,Rampant,Headphones,None,None,31.078537279501816,9055
9056,White,None,Stirring,Bird,None,Grey,Flesh,Sejant,Queen's Crown,None,None,16.48353946941424,9056
9057,Blue,None,Divit,Rat,Hightops (Red),Purple,Creep,Crustant,Skully,None,None,26.572229376563577,9057
9058,White,None,None,Rabbit,None,Green,Skull,Crustant,Witch's Hat,Patch,None,31.904362931681607,9058
9059,Brown,None,Divit,Mouse,None,Yellow,Flesh,Crustant,None,None,None,2.877627092683376,9059
9060,Green,Hero's Tunic,Discerning,Rabbit,Hero Boots,Grey,Creep,Statant,Hero's Cap,None,None,49.62835290446199,9060
9061,Red,None,Divit,Fish,None,Purple,Skull,Passant,Croissant,None,None,12.574492202521942,9061
9062,Red,None,None,Fish,Slipons (White),Green,Creep,Rampant,Raincloud,3D,None,46.772110215318925,9062
9063,Purple,None,Side-eye,Rabbit,None,Grey,Creep,Passant,Dancing Flame,None,Worm,39.26968259726642,9063
9064,Brown,None,Suspicious,Toad ,None,Green,None,Passant,Wormy Chrome,None,None,15.93315018285103,9064
9065,Red,None,Rainbow,Mouse,Socks (Floppy),Purple,Creep,Statant,None,None,None,17.92522950544917,9065
9066,Purple,None,Eclipse,Toad ,Socks (Floppy),Yellow,None,Statant,Tiny Crown,None,None,30.771921305618083,9066
9067,Grey,None,Suspicious,Toad ,Socks (Pellet),Blue,None,Rampant,Witch's Hat,None,None,30.575693140684212,9067
9068,Black,None,Rainbow,Rat,Hightops (Red),Blue,Skull,Statant,Headphones,None,Slime,57.26389028168873,9068
9069,Blue,None,Eclipse,Toad ,None,Yellow,None,Passant,None,None,Slime,36.65086790438327,9069
9070,Purple,None,Suspicious,Toad ,None,Purple,None,Crustant,Oddities Hat,None,None,16.830803679026108,9070
9071,Black,Hero's Tunic,Discerning,Rabbit,Hero Boots,Blue,Skull,Passant,Hero's Cap,None,None,48.95068347152682,9071
9072,Blue,Space Helmet,Void,Rat,Gym (Stormy),Purple,Creep,Sejant,None,None,None,42.274996850389776,9072
9073,Grey,Hoodie,Side-eye,Rabbit,Gym (Crusty),Yellow,Skull,Statant,None,None,None,39.415561773881436,9073
9074,Black,None,Void,Rat,Slipons (Pink),Pink,Flesh,Crustant,None,None,None,21.275227255960953,9074
9075,Ninja,None,Eclipse,Toad ,None,Pink-ish,None,Statant,None,None,None,12.794196439396414,9075
9076,Brown,None,Dead,Bird,Slipons (Grey),Pink-ish,Flesh,Crustant,None,None,None,23.0379994418917,9076
9077,Blue,None,Angry,Rat,None,Green,Skull,Passant,None,None,None,3.2105143534226626,9077
9078,Green,Jean Jacket,Relaxed,Mutant Toad,None,Green,Cat,Sejant,None,None,None,38.301063055281986,9078
9079,Black,None,None,Cat,None,Blue,Creep,Statant,None,Sunglasses,None,25.08248402306753,9079
9080,White,None,Divit,Cat,None,Pink,Flesh,Rampant,Tiny Crown,None,None,16.590488362853222,9080
9081,Blue,Gold Grill,Side-eye,Rat,Hightops (Red),Yellow,Flesh,Statant,Dancing Flame,None,None,49.8840642218557,9081
9082,Pink,None,Discerning,Rabbit,Socks (Floppy),Pink,Flesh,Sejant,None,None,None,20.11004929975097,9082
9083,Black,None,Relaxed,Mouse,None,Grey,Flesh,Crustant,None,None,None,3.894260863851747,9083
9084,Purple,None,Rainbow,Mouse,None,Pink,Skull,Rampant,Pirate,None,None,16.64403654764602,9084
9085,Red,None,Relaxed,Rabbit,Socks (Pellet),Yellow,Creep,Passant,Grail,None,None,23.99205281166568,9085
9086,Red,None,Fire,Fish,None,Blue,Flesh,Statant,None,None,Skull,34.496165358646806,9086
9087,Blue,Space Helmet,None,Rat,Roasted,Blue,Skull,Sejant,None,Rose-Coloured Glasses,None,62.6818345780108,9087
9088,Black,None,Suspicious,Toad ,Socks (Dirty),Green,None,Passant,Headband,None,None,30.221996787565093,9088
9089,Brown,None,Side-eye,Rat,Work Boots,Pink-ish,Flesh,Crustant,None,None,Skull,48.49282156280406,9089
9090,Black,Punk Jacket,Side-eye,Mouse,Slipons (Pink),Yellow,Skull,Passant,Aviator's Cap,None,None,48.70112178976449,9090
9091,Purple,Gold Grill,Diamond,Bird,None,Green,Creep,Rampant,Queen's Crown,None,None,39.11262344567958,9091
9092,Black,None,None,Toad ,Hightops (Green),Green,None,Statant,Fire,Noggles,Skull,77.68728148299799,9092
9093,White,None,None,Rabbit,Slipons (White),Green,Flesh,Statant,None,Rose-Coloured Glasses,None,37.358839477753946,9093
9094,Purple,Hoodie Down,Eclipse,Toad ,None,Pink-ish,None,Passant,None,None,None,33.746985824308204,9094
9095,White,None,Side-eye,Rat,None,Pink-ish,Flesh,Rampant,None,None,None,7.066127321104066,9095
9096,Grey,None,Relaxed,Bug,Hightops (Grey),Grey,Skull,Sejant,Elon,None,None,29.018644603422477,9096
9097,Brown,None,Sleepy,Rat,None,Purple,Creep,Rampant,Stealth Headband,None,None,13.594119471665298,9097
9098,White,Hoodie Down,Orb,Bug,Socks (Dirty),Green,Creep,Rampant,None,None,None,45.94295749194226,9098
9099,Purple,Hoodie,Relaxed,Rabbit,None,Green,Creep,Sejant,None,None,None,25.78101607025682,9099
9100,Brown,None,Angry,Rat,None,Grey,Skull,Rampant,Halo,None,None,11.037559077220607,9100
9101,Red,None,Divit,Rat,Roasted,Green,Skull,Statant,Queen's Crown,None,None,25.56751429661016,9101
9102,Grey,None,None,Lizard,None,Green,Skull,Passant,None,Noggles,None,26.568792895280673,9102
9103,Brown,None,Void,Rabbit,Hightops (Blue),Grey,Flesh,Rampant,Bucket Hat,None,None,24.666782852068287,9103
9104,Green,None,Angry,Rabbit,Hightops (Grey),Grey,Skull,Statant,Aviator's Cap,None,None,24.87788723239977,9104
9105,Red,None,Angry,Bug,Hightops (Blue),Grey,Skull,Statant,None,None,None,17.33953195491153,9105
9106,Red,None,None,Toad ,None,Pink,None,Crustant,Backwards Hat,Gazelles,None,36.939435738589744,9106
9107,Red,None,Discerning,Rat,None,Purple,Skull,Passant,Tiara,None,None,10.487642285754916,9107
9108,Skeleton,None,None,Rabbit,Hightops (Red),Grey,Creep,Statant,Backwards Hat,Visor (Heat),None,48.195956710533935,9108
9109,Ninja,Hoodie,Relaxed,Mutant Toad,None,Pink-ish,Fish,Statant,None,None,None,42.310827532346934,9109
9110,Red,None,Suspicious,Toad ,Hightops (Green),Blue,None,Statant,Cowboy Hat,None,None,28.667411591238633,9110
9111,Green,None,Fire,Bird,None,Pink,Flesh,Crustant,None,None,None,10.960536554235487,9111
9112,Golden,None,None,Bird,Hightops (Green),Blue,None,Crustant,Durag,None,None,31.120599909293784,9112
9113,Red,None,Divit,Rabbit,Slipons (Grey),Blue,Creep,Rampant,Croissant,None,None,23.703678829162087,9113
