,Baby,Hat,Accessories,Clothes,Eyes,Mouth,Body,Background,World,Line,Rarity score,Token Id
8772,None,Blue Bucket,Cape,Green Tank,Happy,Neutral,Gradient 1,Turquoise,Donut World,None,33.35257042869756,8772
8773,None,None,None,Blue Tank,Neutral,Chubby Cheeks,Pink,Canvas Blue,Donut World,None,3.6574639462090697,8773
8774,Best Friend,None,Spear,Leaf,Cyclopse Lizard,Chubby Cheeks,Pistachio,Rock,Dino World,None,56.10586019205933,8774
8775,None,None,None,Blue Gameshow,Heart Eyes,Sad,Orange,Canvas Blue,Donut World,None,6.300185137356365,8775
8776,Potted Plant,None,Scorpio Horoscope,Orange Wizard,X X,Confused,Gradient 4,Ur Special Green,Wall Street Wasteland,Green,84.68725062876678,8776
8777,Squid,None,None,Purple Tank,Cute,Smirk,Light Blue,Purple,Donut World,None,21.890231582927512,8777
8778,None,None,Airpods,Orange Ski Jacket,Cute,Smiling,Gradient 2,Purple,Donut World,None,20.330019118677992,8778
8779,None,None,Ur Special Book,Red Tank,Smize,Neutral,Orange,Wavy Blue Green,Donut World,None,20.127098310399454,8779
8780,Huckboy,None,None,Urspecial Pinkblue,Smize,Smiling,Gradient 2,Beach,Donut World,None,20.907043384616216,8780
8781,None,Maurice,None,Orange Ski Jacket,Relieved,Smiling,Orange,Turquoise,Donut World,None,17.37788686059742,8781
8782,None,None,None,Urspecial Green,Happy,Joy,Light Blue,Stay Special Yellow,Donut World,None,4.468852722203489,8782
8783,None,Yellow Coolman,Watch,Purple Party Shirt,Relieved,Sad,Yellow,Light Blue,Donut World,None,31.44348773799306,8783
8784,None,Pink Coolman,Headphones,Orange Gameshow,Sus,Smirk,Purple,Orange,Donut World,None,33.18349840740647,8784
8785,None,None,None,Og Wizard,Ghoul,Omg,White,Trippy Dark,Wall Street Wasteland,None,23.807785438920885,8785
8786,None,None,None,Fur,Cyclopse Lizard,Pacifier,Desert Sand,Rock,Dino World,None,24.21849888943913,8786
8787,None,Green Coolman,Scarf,Blue Tank,Relieved,Smirk,Gradient 2,Blue,Donut World,None,33.31105683939391,8787
8788,Huckboy,None,Electric Guitar,Red Hoodie,Smize,Smirk,White,Pink,Donut World,None,34.55645546637856,8788
8789,None,None,None,Biker Jacket,Perplexed, X ,Lime Green,Goo,Wall Street Wasteland,Pink,52.16082832344179,8789
8790,None,None,None,Red Wizard,Sus,Kissy,Gradient 1,Goo,Wall Street Wasteland,Purple,49.43272769824015,8790
8791,None,None,Yellow Fanny Pack,Purple Party Shirt,Happy,Pacifier,Orange,Blue,Donut World,None,17.468639662392142,8791
8792,Puppy,None,None,Purple Party Shirt,Happy,Oo,White,Light Blue,Donut World,None,18.00424139228507,8792
8793,None,None,None,Biker Jacket,Ghoul,Kissy,Gradient 2,Plaid Blue,Wall Street Wasteland,Blue,49.279251886182394,8793
8794,None,Bone Stud,Shark Tooth Necklace,Nude,Neutral,Smiling,Blue Sand,Tan,Dino World,None,47.02971366997016,8794
8795,None,None,Yellow Fanny Pack,Pink Party Shirt,Pixel Glasses,Robo,Gradient 3,Beach,Donut World,None,21.77612152312916,8795
8796,None,Gumball,None,Purple Party Shirt,Happy,Chubby Cheeks,Pink,Light Blue,Donut World,None,15.905507837488061,8796
8797,Potted Plant,None,Frustration,Orange Wizard,Heart Eyes,Smiling,White,Flowy Purple,Wall Street Wasteland,Orange Glow,79.2914930605959,8797
8798,None,None,Spear,Leaf,Cyclopse Lizard,Grr,White,Plaid Orange,Dino World,None,37.17312889384517,8798
8799,None,None,None,None,None,None,Bunny,Ur Special Dark,None,None,28.764440973653514,8799
8800,None,None,None,Purple Party Shirt,Purple Party Glasses,Omg,Light Blue,Flowy Purple,Donut World,None,5.753908193890038,8800
8801,None,None,None,Urspecial Pinkblue,Happy,Scream,White,Flowy Green,Donut World,None,4.050116269801352,8801
8802,None,None,Katana,Orange Gameshow,Relieved,Whiskers,Light Green,Beach,Donut World,None,19.383121999151072,8802
8803,Snail,None,None,Urspecial Green,Relieved,Smiling,Yellow,Canvas Purple,Donut World,None,22.270113694613507,8803
8804,None,None,None,Melon Skate Hoodie,Cute,Smiling,Orange,Plaid Blue,Donut World,None,5.293495576845344,8804
8805,None,Green Space Sailor,Yellow Fanny Pack,Nude,Happy,Chubby Cheeks,Orange,Orange,Donut World,None,29.622727022649226,8805
8806,Monkey,None,Katana,Urspecial Orange,Smize,Robo,Pink,Beach,Donut World,None,35.19867833706075,8806
8807,Robot,None,None,White Tux,Neutral,Pacifier,Gradient 4,Light Blue,Donut World,None,22.225973914329902,8807
8808,Huckboy,None,None,Blue Hoodie,Smize,Sad,White,Beach,Donut World,None,19.845819785416946,8808
8809,Kitty,Green Coolman,Face Tats,Nude,Happy,Kissy,Gradient 3,Turquoise,Donut World,None,48.30657295790664,8809
8810,Huckboy,None,Piercings,Yellow Party Shirt,Neutral,Robo,Light Blue,Blue,Donut World,None,34.47066449442408,8810
8811,None,None,None,Cozy Sweater 1,Blue Bans,Robo,Orange,Purple,Donut World,None,6.396298569555886,8811
8812,None,None,None,Beetlejuice,Purple Tinted Glasses,Confused,Red,Canvas Purple,Wall Street Wasteland,Purple Glow,52.21809340783795,8812
8813,Huckboy,None,None,Green Hoodie,Heart Eyes,Sad,Orange,Pink,Donut World,None,22.080132448255032,8813
8814,Potted Plant,Blue Mohawk,None,Orange Wizard,Neutral,Joy,Red,Flowy Green,Wall Street Wasteland,Red Glow,79.11994100406187,8814
8815,None,Antenna,Watch,Red Tank,Happy,Smiling,Purple,Plaid Blue,Donut World,None,31.685357581810642,8815
8816,Monkey,Sombrero,None,Pink Party Shirt,Green Party Glasses,Sad,Light Blue,Wavy Blue Green,Donut World,None,37.4642583161503,8816
8817,None,Blue Space Sailor,None,Cozy Sweater 2,3d Glasses,Scream,Gradient 4,Turquoise,Donut World,None,22.35887294921404,8817
8818,None,None,Hieroglyphics,Leaf,Relieved,Neutral,Gradient 2,Plaid Pink,Dino World,None,36.837768442341044,8818
8819,None,Blue Bucket,None,Urspecial Pinkblue,Purple Party Glasses,Chubby Cheeks,Pink,Light Blue,Donut World,None,18.61587145642771,8819
8820,None,Green Coolman,None,Urspecial Tealorange,Neutral,Sad,Orange,Light Blue,Donut World,None,14.940696052064137,8820
8821,Huckboy,Antenna,Scarf,Pizza,Pink Party Glasses,Omg,Purple,Light Blue,Donut World,None,50.96447153304352,8821
8822,Puppy,Rainbow Spacecrown,Scarf,Nude,Happy,Smirk,White,Blue,Donut World,None,45.60954353215001,8822
8823,Snail,Sweatband,None,Blue Party Shirt,Smize,Smiling,Orange,Ur Special Blue,Donut World,None,35.136457393625406,8823
8824,None,None,None,Cozy Sweater 2,Monacle,Sad,Sterling Silver,Purple,Donut World,None,7.2053855407482255,8824
8825,None,None,None,Blue Party Shirt,Smize,Smirk,Orange,Ur Special Yellow,Donut World,None,3.287943047732749,8825
8826,None,Witch Doctor,Alien Bling,Nude,Heart Eyes,Sabertooth,Light Grey,Cave,Dino World,None,52.236312920825625,8826
8827,None,None,Zzz,Purple Hoodie,Neutral,Neutral,Light Green,Pink,Donut World,None,17.03972590577796,8827
8828,None,None,None,Tan Skate Hoodie,Pixel Glasses,Omg,Orange,Purple,Donut World,None,5.4469440782659,8828
8829,None,None,Bushy Brows,Greaser,Gold Tinted Glasses,Neutral,Red,Goo,Wall Street Wasteland,Blue,65.38712825770533,8829
8830,Mammoth,None,Spear,Nude,Eye Patch,Smirk,Stripes,Cave,Dino World,None,54.74325473294984,8830
8831,None,None,None,Bear Coat,Neanderthal Eyes,Chubby Cheeks,Purple Sand,Skin,Dino World,None,23.563093770830488,8831
8832,Huckboy,None,None,Astronaut,Happy,Robo,Pink,Light Blue,Donut World,None,20.259224488214965,8832
8833,None,None,None,Pink Wizard,Xray Glasses,Chubby Cheeks,Gradient 2,Goo,Wall Street Wasteland,Purple Glow,50.10110230303516,8833
8834,Potted Plant,Adventure Hat,None,Adventurer,Heart Eyes,Oo,Purple Sand,Ur Special Yellow,Dino World,None,55.29219558388082,8834
8835,None,None,Shark Tooth Necklace,Green Cavedweller,Neutral,Smiling,Stone,Tan,Dino World,None,34.03386452114082,8835
8836,None,None,None,Orange Gameshow,Neutral,Robo,Light Blue,Blue,Donut World,None,2.343726754431575,8836
8837,Robot,Antenna,None,Yellow Party Shirt,Pink Party Glasses,Smirk,Orange,Flowy Green,Donut World,None,36.98052306350383,8837
8838,None,Pink Coolman,Rubix,Astronaut,Purple Party Glasses,Scream,Yellow,Turquoise,Donut World,None,35.316181701228125,8838
8839,None,Cookie Chef Hat,Pink Fanny Pack,Nude,Goggles,Meow,Light Green,Beach,Donut World,None,34.01576285782119,8839
8840,None,None,None,Purple Hoodie,Smize,Whiskers,Purple,Light Blue,Donut World,None,3.9848898261058094,8840
8841,None,None,None,Purple Party Shirt,Purple Party Glasses,Kissy,Light Blue,Ur Special Blue,Donut World,None,5.649835495730744,8841
8842,None,Blue Space Sailor,None,Og Ski Jacket,Green Party Glasses,Tongue,Light Blue,Light Blue,Donut World,None,19.47153320456303,8842
8843,None,None,Backpack,Nude,Eye Patch,Sabertooth,Gradient 4,Rock,Dino World,None,38.3253056061765,8843
8844,None,None,Shark Tooth Necklace,Green Cavedweller,Cyclopse Lizard,Sabertooth,Yellow Cheetah,Trippy Pale,Dino World,None,39.823244305426,8844
8845,Banana,Dad,None,Pink Party Shirt,Neutral,Joy,Orange,Flowy Purple,Donut World,None,35.30308242429121,8845
8846,Puppy,None,None,Pink Skate Hoodie,Neutral,Neutral,Light Blue,Blue,Donut World,None,18.93815758658898,8846
8847,Banana,None,None,Urspecial Pinkpurple,Gold Tinted Glasses,Oo,Light Green,Pink,Donut World,None,22.818831626786,8847
8848,None,None,None,Biker Jacket,X X,Drooling,Red,Mint,Wall Street Wasteland,Blue,52.09837430307489,8848
8849,Puppy,Antenna,None,Urspecial Green,Smize,Sad,Light Green,Purple,Donut World,None,33.911274762948054,8849
8850,None,None,None,Pink Hoodie,Cute,Smirk,Gradient 1,Orange,Donut World,None,5.400171327304696,8850
8851,None,None,Katana,Donut,Smize,Smirk,Yellow,Orange,Donut World,None,17.28407002984324,8851
8852,None,None,Rubix,Yellow Party Shirt,Happy,Meow,White,Light Blue,Donut World,None,17.323075763138274,8852
8853,None,None,None,Orange Ski Jacket,Relieved,Tongue,Pink,Orange,Donut World,None,4.255514737611271,8853
8854,None,None,Cancer Horoscope,Black Tie,Ghoul,Joy,Lime Green,Night,Wall Street Wasteland,Pink,66.3986849740753,8854
8855,Banana,None,Watch,Urspecial Tealorange,Smize,Sad,Light Green,Stay Special Yellow,Donut World,None,36.97264340356769,8855
8856,None,None,None,None,None,None,Cow,Tan,None,None,28.322317900261336,8856
8857,Trex,None,Backpack,Nude,Heart Eyes,Omg,Yellow Cheetah,Tan,Dino World,None,54.888950778343805,8857
8858,Robot,None,Katana,Nude,Furrowed,Smirk,Pink,Turquoise,Donut World,None,36.020806817699885,8858
8859,None,None,Hieroglyphics,Fur,Heart Eyes,Reptilian,Sun Burn,Leaf,Dino World,None,39.71409167165499,8859
8860,None,None,Headphones,Orange Ski Jacket,Happy,Chubby Cheeks,Purple,Beach,Donut World,None,16.98484951487474,8860
8861,None,None,Face Tats,Pink Skate Hoodie,Happy,Tongue,Orange,Pink,Donut World,None,17.687085145468608,8861
8862,Alien,None,None,Red Ski Jacket,3d Glasses,Oo,Purple,Light Blue,Donut World,None,23.16999717543926,8862
8863,Dog,Blue Bucket,None,Purple Party Shirt,Pink Party Glasses,Smiling,White,Light Blue,Donut World,None,35.12872470334564,8863
8864,None,Pink Space Sailor,Airpods,Blue Gameshow,Happy,Tongue,Light Blue,Plaid Orange,Donut World,None,33.36283541144518,8864
8865,None,Rainbow Spacecrown,Yellow Fanny Pack,Blue Party Shirt,Relieved,Meow,Light Green,Beach,Donut World,None,33.565797054423626,8865
8866,Monkey,None,None,Green Tank,Pink Party Glasses,Sad,Orange,Wavy Pink,Donut World,None,23.708387175032076,8866
8867,None,None,None,Pink Hoodie,Eye Patch,Tongue,Light Green,Orange,Donut World,None,6.000873566300602,8867
8868,None,Sweatband,Cyborg Glove,Pink Party Shirt,Pink Party Glasses,Neutral,Light Blue,Plaid Blue,Donut World,None,35.391684016512755,8868
8869,None,Horns,Spear,Orange Cavedweller,Neanderthal Eyes,Sabertooth,Light Grey,Skin,Dino World,None,53.30754292097545,8869
8870,None,None,None,Blue Gameshow,Goggles,Oo,Orange,Blue,Donut World,None,5.035940824424558,8870
8871,None,None,None,Blue Hoodie,Smize,Scream,Purple,Turquoise,Donut World,None,4.408923175875272,8871
8872,Monkey,Yellow Coolman,None,Blue Ski Jacket,Smize,Neutral,Gold,Light Blue,Donut World,None,36.077946013978526,8872
8873,None,None,Rubix,Urspecial Pinkpurple,Smize,Omg,Gradient 1,Beach,Donut World,None,19.346777595197366,8873
8874,Huckboy,Blue Coolman,None,Urspecial Orange,Green Party Glasses,Robo,Purple,Flowy Blue,Donut World,None,37.711263248112765,8874
8875,None,None,None,None,None,None,Milkshake,Trippy Dark,None,None,28.75924917920816,8875
8876,None,None,None,Purple Party Shirt,Brown Tinted Glasses,Whiskers,Pink,Flowy Pink,Donut World,None,7.207905087278285,8876
8877,Kitty,None,None,Pink Hoodie,Neutral,Sad,Light Green,Flowy Green,Donut World,None,20.600273330504944,8877
8878,None,None,Pink Fanny Pack,White Tux,Neutral,Neutral,Gradient 4,Plaid Orange,Donut World,None,19.53943577242292,8878
8879,Banana,Orange Coolman,Watch,Urspecial Pinkblue,Happy,Smirk,White,Light Blue,Donut World,None,47.0321588929275,8879
8880,None,Sombrero,None,Yellow Gameshow,Purple Party Glasses,Meow,Yellow,Purple,Donut World,None,20.296132874773264,8880
8881,None,Blue Coolman,Scarf,Nude,Smize,Neutral,Orange,Purple,Donut World,None,30.067525736692158,8881
8882,None,None,None,Tan Skate Hoodie,Relieved,Smirk,Sterling Silver,Beach,Donut World,None,4.919048495517579,8882
8883,Huckboy,None,None,Urspecial Pinkblue,Eye Patch,Omg,Light Green,Beach,Donut World,None,22.54568093029939,8883
8884,None,Caveboy,Spear,Fur,Neanderthal Eyes,Oo,Blue Sand,Skin,Dino World,None,51.6535669622258,8884
8885,Kitty,None,None,Red Hoodie,Relieved,Pacifier,Light Blue,Purple,Donut World,None,22.764221618558174,8885
8886,Robot,None,None,Pink Party Shirt,Neutral,Smirk,Sterling Silver,Beach,Donut World,None,20.05932293998302,8886
8887,Snail,Purple Coolman,None,Blue Rocket Tee,Grey Bans,Neutral,Gradient 1,Orange,Donut World,None,39.11067534953159,8887
8888,None,None,None,Purple Party Shirt,Happy,Smirk,Orange,Turquoise,Donut World,None,0.9467503982954867,8888
8889,None,Pink Coolman,Yellow Fanny Pack,Nude,Neutral,Smiling,Pink,Pink,Donut World,None,28.22619733168991,8889
8890,Brontosaurus,None,Backpack,Nude,Relieved,Smiling,Scales,Skin,Dino World,None,53.42218262363715,8890
8891,Huckboy,Yellow Bucket,None,Urspecial Green,Relieved,Kissy,Pink,Beach,Donut World,None,34.65788557849254,8891
8892,None,None,Rubix,Blue Party Shirt,Happy,Smirk,Purple,Light Blue,Donut World,None,15.965280491652795,8892
8893,Squid,Pink Space Sailor,Frustration,Purple Tank,Neutral,Chubby Cheeks,Yellow,Wavy Blue Green,Donut World,None,50.644779050251245,8893
8894,Kitty,None,None,Blue Tank,Green Party Glasses,Neutral,Purple,Ur Special Green,Donut World,None,23.843659308753633,8894
8895,Robot,None,None,Blue Tank,Cute,Sad,Yellow,Orange,Donut World,None,22.376605530590602,8895
8896,Potted Plant,Green Coolman,None,Purple Party Shirt,Green Party Glasses,Neutral,Light Green,Pink,Donut World,None,35.739832411102554,8896
8897,None,Antenna,Watch,Blue Tank,Gold Tinted Glasses,Oo,Pink,Flowy Purple,Donut World,None,35.394338835192066,8897
8898,Alien,None,Katana,Pink Hoodie,Happy,Kissy,White,Pink,Donut World,None,34.083056989732,8898
8899,None,Bone Stud,Shark Tooth Necklace,Green Cavedweller,Relieved,Smirk,White,Ur Special Yellow,Dino World,None,47.85942188553651,8899
8900,Monster,None,Cancer Horoscope,Red Wizard,Relieved,Smirk,Red,Wavy Blue Green,Wall Street Wasteland,Orange,81.47319817625481,8900
8901,Monkey,Glow Spacecrown,Electric Guitar,Red Tank,Cute,Smirk,Pink,Pink,Donut World,None,50.655005818856004,8901
8902,None,Caveboy,Shark Tooth Necklace,Nude,Purple Tinted Glasses,Grr,Snow Leopard,Tan,Dino World,None,52.948885061385894,8902
8903,None,Comb Over,Shark Tooth Necklace,Green Cavedweller,Cyclopse Lizard,Grr,Purple Sand,Ur Special Green,Dino World,None,53.76020516442163,8903
8904,None,Rainbow Spacecrown,Og Fanny Pack,Owls Tee,Neutral,Pacifier,Gradient 1,Pink,Donut World,None,33.932696667259165,8904
8905,None,None,None,Og Wizard,X X,Ghoul,Sterling Silver,Canvas Orange,Wall Street Wasteland,Pink Glow,51.66151143111097,8905
8906,None,Pink Coolman,None,Melon Skate Hoodie,Relieved,Sad,White,Light Blue,Donut World,None,17.037209486815858,8906
8907,None,None,None,Urspecial Pinkblue,Neutral,Kissy,Light Blue,Purple,Donut World,None,1.36572358864974,8907
8908,None,Sombrero,None,Red Gameshow,Neutral,Tongue,Pink,Plaid Orange,Donut World,None,17.840860900432524,8908
8909,None,Pink Bucket,None,Urspecial Tealorange,Purple Party Glasses,Tongue,Purple,Stay Special Green,Donut World,None,20.420973541540118,8909
8910,Banana,Green Mohawk,Piercings,Beetlejuice,Mascara,Smiling,White,Night,Wall Street Wasteland,Purple,95.02843306138121,8910
8911,None,None,None,Pink Hoodie,Happy,Smiling,Orange,Ur Special Blue,Donut World,None,2.991382034914948,8911
8912,None,None,Watch,Blue Party Shirt,Monacle,Robo,Purple,Stay Special Pink,Donut World,None,21.659067904885088,8912
8913,None,None,None,Urspecial Orange,Happy,Whiskers,Purple,Stay Special Green,Donut World,None,4.310098731422437,8913
8914,None,None,None,Urspecial Tealorange,Cute,Scream,White,Pink,Donut World,None,4.744613494782773,8914
8915,Puppy,None,None,Green Hoodie,Cute,Chubby Cheeks,Purple,Turquoise,Donut World,None,21.723697061848718,8915
8916,None,Comb Over,None,Fur,Cyclopse Lizard,Reptilian,Pistachio,Plaid Pink,Dino World,None,38.835114298085536,8916
8917,Alien,Pink Coolman,Headphones,Blue Party Shirt,Smize,Smirk,Gradient 1,Beach,Donut World,None,50.132250260709796,8917
8918,None,Pyramid,Spear,Orange Cavedweller,3d Glasses,Omg,Blue Sand,Rock,Dino World,None,52.72788697988739,8918
8919,Christmas,Antlers,None,Beetlejuice,Mascara,Scribble,Sea Foam,Ur Special Green,Wall Street Wasteland,None,60.654890828696,8919
8920,None,None,Spear,Bear Coat,Cyclopse Lizard,Oo,Stone,Tan,Dino World,None,38.140560893559226,8920
8921,Huckboy,Green Bucket,Watch,Nude,Neutral,Joy,Sterling Silver,Flowy Blue,Donut World,None,50.028458733178695,8921
8922,Alien,None,None,Tan Skate Hoodie,Smize,Smirk,Light Blue,Blue,Donut World,None,20.782169422208792,8922
8923,None,None,None,Urspecial Green,Neutral,Pacifier,Yellow,Orange,Donut World,None,2.476452553988803,8923
8924,None,None,None,Yellow Party Shirt,Brown Tinted Glasses,Chubby Cheeks,White,Blue,Donut World,None,4.25826270814224,8924
8925,None,Rainbow Spacecrown,None,Melon Skate Hoodie,Happy,Tongue,Light Green,Flowy Pink,Donut World,None,18.324510835879458,8925
8926,Monkey,None,None,Purple Party Shirt,Happy,Joy,Light Green,Wavy Blue Green,Donut World,None,21.12548991416042,8926
8927,Robot,None,None,Urspecial Pinkblue,Eye Patch,Chubby Cheeks,Sterling Silver,Purple,Donut World,None,24.972523517272297,8927
8928,None,Pink Space Sailor,None,Urspecial Tealorange,Cute,Tongue,Light Green,Light Blue,Donut World,None,18.31665511070307,8928
8929,Best Friend,Horns,Spear,Nude,Cyclopse Lizard,Chubby Cheeks,Orange Sand,Tan,Dino World,None,68.84051246968042,8929
8930,None,None,None,Lederhosen,Relieved,Smiling,White,Flowy Orange,Wall Street Wasteland,Blue,45.209143401478194,8930
8931,None,Yellow Bucket,None,Nude,Sus,Tongue,Sterling Silver,Turquoise,Donut World,None,19.700650778032642,8931
8932,None,Caveboy,None,Orange Cavedweller,Cyclopse Lizard,Sabertooth,Gradient 2,Ur Special Blue,Dino World,None,38.117314983279286,8932
8933,Puppy,None,None,Purple Hoodie,Smize,Neutral,Light Blue,Light Blue,Donut World,None,20.342513338256722,8933
8934,None,None,Piercings,Biker Jacket,Neutral,Sad,Gradient 3,Night,Wall Street Wasteland,Pink,61.28869128744282,8934
8935,None,None,None,Red Wizard,X X,Neutral,Gold,Plaid Blue,Wall Street Wasteland,Green,50.04650894759265,8935
8936,None,None,Pink Fanny Pack,Blue Party Shirt,Neutral,Sad,Pink,Flowy Blue,Donut World,None,17.41428667168667,8936
8937,None,None,None,Blue Party Shirt,Purple Tinted Glasses,Chubby Cheeks,Gradient 1,Light Blue,Donut World,None,6.516072573231201,8937
8938,None,None,None,None,None,None,Computer,Leaf,None,None,28.405540414548057,8938
8939,Monkey,None,None,Pink Hoodie,Cute,Oo,Sterling Silver,Orange,Donut World,None,23.159572993461115,8939
8940,None,Rainbow Spacecrown,Cyborg Glove,Purple Tank,Smize,Scream,Purple,Light Blue,Donut World,None,34.10151611669721,8940
