,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
991,M1 Bored,M1 Hawaiian,M1 Closed,M1 Brown,M1 New Punk Blue,M1 Bayc Hat Red,None,None,29.171805350520906,991
992,M2 Bored,M2 Kings Robe,M2 Closed,M2 Noise,M2 Gray,M2 Army Hat,M2 Silver Stud,None,95.25632118257775,992
993,M2 Bored Unshaven,M2 Work Vest,M2 Wide Eyed,M2 Dark Brown,M2 Army Green,M2 Fisherman's Hat,None,None,50.48236069102071,993
994,M1 Small Grin,M1 Prison Jumpsuit,M1 Coins,M1 Black,M1 Aquamarine,M1 Party Hat 1,M1 Silver Stud,None,82.46849828769093,994
995,M1 Phoneme L,None,M1 Bored,M1 Brown,M1 Aquamarine,None,None,None,9.882208119400392,995
996,M1 Jovial,M1 Service,M1 Closed,M1 Black,M1 Aquamarine,None,None,None,26.288781392674,996
997,M2 Grin,M2 Blue Dress,M2 Sunglasses,M2 Cream,M2 Gray,M2 Sushi Chef Headband,None,None,53.231788654071345,997
998,M1 Bored Unshaven Cigarette,M1 Prom Dress,M1 Sad,M1 Dark Brown,M1 New Punk Blue,M1 King's Crown,None,None,40.106087986241796,998
999,M1 Phoneme Wah,M1 Prom Dress,M1 Zombie,M1 Cream,M1 Yellow,None,None,None,31.747614916964018,999
1000,M1 Grin,M1 Striped Tee,M1 Crazy,M1 Robot,M1 Yellow,M1 Beanie,None,None,40.22635375328842,1000
1001,M2 Grin,M2 Stunt Jacket,M2 Bloodshot,M2 Red,M2 Yellow,M2 King's Crown,M2 Silver Hoop,None,96.77295961706889,1001
1002,M1 Bored,None,M1 Bored,M1 Red,M1 Army Green,M1 Spinner Hat,None,None,17.746359050702722,1002
1003,M1 Bored Unshaven Party Horn,M1 Navy Striped Tee,M1 Robot,M1 Black,M1 Army Green,M1 Party Hat 1,None,None,42.23415533401934,1003
1004,M1 Bored,M1 Wool Turtleneck,M1 Cyborg,M1 Tan,M1 Gray,M1 Army Hat,None,None,35.158470479873,1004
1005,M1 Tongue Out,None,M1 Robot,M1 Tan,M1 Blue,M1 Safari,M1 Gold Stud,None,77.62129857452219,1005
1006,M1 Bored,M1 Pimp Coat,M1 Bloodshot,M1 Red,M1 Aquamarine,M1 Party Hat 1,None,None,33.35779590480911,1006
1007,M1 Bored,M1 Tanktop,M1 Bloodshot,M1 Black,M1 Purple,M1 Police Motorcycle Helmet,None,None,28.881157678135466,1007
1008,M1 Bored,None,M1 Bored,M1 Cream,M1 Purple,None,None,None,3.417679714237476,1008
1009,M1 Grin,M1 Caveman Pelt,M1 Blindfold,M1 Death Bot,M1 Gray,M1 Bayc Flipped Brim,None,None,44.71631723442093,1009
1010,M1 Bored Unshaven,M1 Stunt Jacket,M1 Sleepy,M1 Black,M1 Yellow,M1 Trippy Captain's Hat,None,None,33.37114636476515,1010
1011,M1 Bored Unshaven,M1 Smoking Jacket,M1 3d,M1 Blue,M1 Aquamarine,M1 Short Mohawk,None,None,37.22304482345562,1011
1012,M2 Phoneme L,M2 Rainbow Suspenders,M2 Bloodshot,M2 Dark Brown,M2 Purple,M2 Faux Hawk,None,None,52.27968234698363,1012
1013,M1 Bored Cigarette,M1 Puffy Vest,M1 Bloodshot,M1 Dmt,M1 Aquamarine,M1 Vietnam Era Helmet,M1 Silver Hoop,None,82.54867615225636,1013
1014,M1 Bored,M1 Sleeveless T,M1 Bored,M1 Cream,M1 New Punk Blue,M1 Horns,M1 Silver Hoop,None,68.63819307090708,1014
1015,M1 Bored,M1 Vietnam Jacket,M1 Heart,M1 Tan,M1 Gray,M1 S&m Hat,None,None,34.25979687708697,1015
1016,M1 Phoneme  Ooo,None,M1 Heart,M1 Dark Brown,M1 Purple,M1 Horns,None,None,29.21528646812066,1016
1017,M1 Grin Gold Grill,M1 Biker Vest,M1 Sunglasses,M1 Tan,M1 Orange,M1 Commie Hat,None,None,44.31208922611247,1017
1018,M1 Bored Unshaven,M1 Admirals Coat,M1 Angry,M1 Gray,M1 Army Green,None,M1 Gold Hoop,None,69.22293220737014,1018
1019,M2 Bored Unshaven Cigarette,M2 Navy Striped Tee,M2 Sad,M2 Black,M2 Gray,M2 Bayc Hat Red,None,None,52.25629233607189,1019
1020,M1 Bored Unshaven,M1 Smoking Jacket,M1 Sad,M1 Brown,M1 Yellow,M1 Ww2 Pilot Helm,None,None,33.5348347799458,1020
1021,M1 Bored,M1 Sleeveless T,M1 3d,M1 Death Bot,M1 Aquamarine,M1 Beanie,None,None,33.60166629784767,1021
1022,M1 Bored,M1 Toga,M1 Wide Eyed,M1 White,M1 New Punk Blue,M1 Fez,M1 Silver Hoop,None,75.21596659315742,1022
1023,M1 Tongue Out,M1 Leather Jacket,M1 Bored,M1 Noise,M1 Blue,M1 Fisherman's Hat,None,None,39.30766534937465,1023
1024,M1 Bored Unshaven Cigarette,M1 Prison Jumpsuit,M1 Bloodshot,M1 White,M1 Blue,None,None,None,28.670772918065442,1024
1025,M1 Bored Cigarette,M1 Sleeveless Logo T,M1 Bored,M1 Dark Brown,M1 Gray,M1 Fisherman's Hat,None,None,31.513672792677255,1025
1026,M2 Bored Kazoo,M2 Navy Striped Tee,M2 Crazy,M2 Golden Brown,M2 Purple,M2 Vietnam Era Helmet,None,None,53.55585045735265,1026
1027,M1 Phoneme Vuh,M1 Black Holes T,M1 Sleepy,M1 Black,M1 Gray,M1 Bayc Hat Black,None,None,38.870034869990214,1027
1028,M1 Bored Unshaven Cigarette,M1 Bayc T Red,M1 Bored,M1 Trippy,M1 Army Green,M1 Seaman's Hat,None,None,38.66624260716002,1028
1029,M1 Bored,M1 Caveman Pelt,M1 Bloodshot,M1 White,M1 Aquamarine,M1 Seaman's Hat,None,None,31.874489299601187,1029
1030,M1 Bored Pizza,M1 Prison Jumpsuit,M1 Closed,M1 Tan,M1 Gray,M1 Bowler,None,None,43.42679180466602,1030
1031,M1 Phoneme L,None,M1 Sad,M1 Pink,M1 New Punk Blue,M1 Bowler,None,None,32.91351120176415,1031
1032,M1 Bored Unshaven,M1 Admirals Coat,M1 Sad,M1 Brown,M1 Purple,None,None,None,20.793205339602768,1032
1033,M1 Jovial,M1 Navy Striped Tee,M1 Sleepy,M1 Brown,M1 New Punk Blue,M1 Safari,None,None,38.1918515947862,1033
1034,M2 Bored Cigarette,None,M2 3d,M2 Brown,M2 Aquamarine,M2 Army Hat,M2 Silver Hoop,None,84.76019335121397,1034
1035,M1 Bored Unshaven,None,M1 Robot,M1 Tan,M1 Yellow,M1 Cowboy Hat,None,None,26.2887613316788,1035
1036,M1 Bored,M1 Navy Striped Tee,M1 Bored,M1 Red,M1 Orange,M1 Beanie,None,None,25.837695001321144,1036
1037,M1 Bored Cigarette,None,M1 Wide Eyed,M1 Black,M1 Purple,None,None,None,13.974679779017581,1037
1038,M1 Bored Unshaven Cigarette,M1 Wool Turtleneck,M1 Sunglasses,M1 Gray,M1 Blue,None,M1 Silver Stud,None,72.34309860508738,1038
1039,M1 Phoneme Oh,M1 Rainbow Suspenders,M1 Bored,M1 Red,M1 Gray,M1 Bandana Blue,None,None,39.41124505588287,1039
1040,M1 Bored,M1 Lumberjack Shirt,M1 Sad,M1 Red,M1 Blue,M1 Bowler,None,None,33.82216314102918,1040
1041,M1 Tongue Out,M1 Leather Jacket,M1 Sunglasses,M1 Dark Brown,M1 Blue,None,None,None,27.75540485328407,1041
1042,M1 Phoneme L,None,M1 Sleepy,M1 Cheetah,M1 Aquamarine,M1 Laurel Wreath,None,None,32.96363402602221,1042
1043,M1 Bored,M1 Leather Jacket,M1 3d,M1 Dark Brown,M1 Purple,M1 Bayc Flipped Brim,None,None,29.81657775431838,1043
1044,M1 Bored,M1 Toga,M1 Blindfold,M1 Gray,M1 Gray,M1 Army Hat,M1 Silver Hoop,None,76.65913128438606,1044
1045,M1 Bored,M1 Striped Tee,M1 3d,M1 Tan,M1 Orange,None,None,None,19.64064888474032,1045
1046,M2 Bored Unshaven,M2 Pimp Coat,M2 Bored,M2 Black,M2 New Punk Blue,M2 S&m Hat,None,None,49.079242752170956,1046
1047,M1 Grin,M1 Wool Turtleneck,M1 Bloodshot,M1 Dark Brown,M1 Purple,M1 Girl's Hair Short,None,None,35.599414781945576,1047
1048,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Bored,M1 Brown,M1 Purple,M1 Bunny Ears,None,None,27.461312012195428,1048
1049,M1 Grin Multicolored,None,M1 3d,M1 Golden Brown,M1 Blue,M1 Bandana Blue,None,None,33.32777876018351,1049
1050,M1 Bored Dagger,M1 Tanktop,M1 Wide Eyed,M1 Dark Brown,M1 Gray,M1 Seaman's Hat,None,None,39.718573130671174,1050
1051,M1 Bored,M1 Rainbow Suspenders,M1 Bloodshot,M1 Brown,M1 Purple,M1 Beanie,None,None,26.682918409512478,1051
1052,M1 Grin,None,M1 Blindfold,M1 Blue,M1 Purple,M1 Irish Boho,None,None,32.08834631972905,1052
1053,M2 Grin,M2 Lab Coat,M2 Sad,M2 Pink,M2 New Punk Blue,M2 Sushi Chef Headband,None,None,53.03803954241897,1053
1054,M2 Bored Cigarette,M2 Navy Striped Tee,M2 Sleepy,M2 Brown,M2 Purple,M2 Girl's Hair Pink,M2 Silver Stud,None,95.76074323021125,1054
1055,M1 Rage,M1 Leather Jacket,M1 Robot,M1 Pink,M1 Purple,M1 Bayc Flipped Brim,None,None,44.46909718008113,1055
1056,M1 Grin,M1 Biker Vest,M1 Heart,M1 Tan,M1 Blue,M1 Fisherman's Hat,M1 Gold Hoop,None,84.40605679215007,1056
1057,M1 Bored Cigar,M1 Work Vest,M1 Zombie,M1 Cheetah,M1 New Punk Blue,M1 Bayc Flipped Brim,None,None,45.96909104655856,1057
1058,M1 Bored,M1 Black Holes T,M1 3d,M1 Dark Brown,M1 Aquamarine,M1 Bowler,None,None,29.69297278590407,1058
1059,M1 Bored,M1 Black Holes T,M1 Hypnotized,M1 Robot,M1 Blue,M1 Halo,M1 Gold Hoop,None,79.6824320426348,1059
1060,M1 Bored Unshaven Pipe,M1 Tanktop,M1 Closed,M1 Brown,M1 Army Green,M1 Bayc Hat Black,None,None,39.508099378235485,1060
1061,M1 Bored,None,M1 Wide Eyed,M1 Death Bot,M1 New Punk Blue,M1 Horns,None,None,24.561611768335716,1061
1062,M1 Phoneme Vuh,None,M1 Closed,M1 Dark Brown,M1 Army Green,None,None,None,14.606095550526701,1062
1063,M1 Bored Bubblegum,M1 Rainbow Suspenders,M1 Zombie,M1 Brown,M1 Blue,M1 Party Hat 1,M1 Silver Hoop,None,83.92502389937236,1063
1064,M1 Phoneme  Ooo,None,M1 Hypnotized,M1 Dark Brown,M1 Gray,None,M1 Silver Stud,None,59.32456888687051,1064
1065,M1 Phoneme L,M1 Work Vest,M1 Robot,M1 Black,M1 Purple,None,M1 Silver Stud,None,69.80084685768544,1065
1066,M1 Bored,M1 Caveman Pelt,M1 Zombie,M1 Dark Brown,M1 New Punk Blue,M1 Girl's Hair Short,M1 Silver Hoop,None,72.93095781850353,1066
1067,M1 Dumbfounded,M1 Navy Striped Tee,M1 Blindfold,M1 Cream,M1 New Punk Blue,M1 Cowboy Hat,None,None,42.10720001889584,1067
1068,M1 Bored Bubblegum,M1 Guayabera,M1 Sad,M1 Dark Brown,M1 Blue,M1 S&m Hat,None,None,40.186279225273346,1068
1069,M1 Bored,None,M1 3d,M1 Dark Brown,M1 Yellow,M1 Party Hat 1,None,None,19.567110671172557,1069
1070,M1 Bored,M1 Guayabera,M1 Bored,M1 Pink,M1 New Punk Blue,M1 Horns,None,None,27.94907663239064,1070
1071,M1 Grin,M1 Navy Striped Tee,M1 Crazy,M1 Black,M1 Army Green,None,None,None,24.999234700911188,1071
1072,M1 Bored Cigarette,None,M1 Wide Eyed,M1 Golden Brown,M1 New Punk Blue,M1 Beanie,None,None,27.888984900940834,1072
1073,M1 Dumbfounded,M1 Leather Jacket,M1 Sleepy,M1 Cream,M1 Aquamarine,M1 Bayc Hat Black,None,None,40.51033485481435,1073
1074,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Closed,M1 Dark Brown,M1 Aquamarine,None,None,None,19.039278550787333,1074
1075,M1 Bored Party Horn,M1 Wool Turtleneck,M1 Heart,M1 Black,M1 Blue,M1 S&m Hat,M1 Silver Stud,None,83.18006105787997,1075
1076,M1 Dumbfounded,M1 Sleeveless T,M1 Bored,M1 Cream,M1 Army Green,M1 Sushi Chef Headband,None,None,36.05377127377404,1076
1077,M1 Bored Unshaven,M1 Lab Coat,M1 Bloodshot,M1 Cream,M1 Purple,M1 Police Motorcycle Helmet,None,None,35.73972501611915,1077
1078,M1 Bored,None,M1 Angry,M1 Pink,M1 Yellow,M1 Cowboy Hat,None,None,22.814363039551665,1078
1079,M1 Bored Cigarette,M1 Biker Vest,M1 Blindfold,M1 Dark Brown,M1 Purple,M1 Irish Boho,None,None,38.37892641953008,1079
1080,M1 Jovial,M1 Prison Jumpsuit,M1 Wide Eyed,M1 Red,M1 Army Green,M1 S&m Hat,None,None,43.630574637927346,1080
1081,M1 Grin,M1 Puffy Vest,M1 Cyborg,M1 Blue,M1 Army Green,M1 Army Hat,M1 Diamond Stud,None,88.07407765734445,1081
1082,M1 Phoneme Vuh,M1 Navy Striped Tee,M1 Angry,M1 Cream,M1 Blue,None,None,None,29.71309698365986,1082
1083,M1 Bored Cigarette,M1 Puffy Vest,M1 Eyepatch,M1 Robot,M1 Aquamarine,None,None,None,30.36788013100414,1083
1084,M1 Tongue Out,M1 Hawaiian,M1 Bored,M1 Gray,M1 Aquamarine,M1 Sushi Chef Headband,None,None,37.80767011151813,1084
1085,M1 Jovial,M1 Caveman Pelt,M1 Bored,M1 Dark Brown,M1 New Punk Blue,M1 Sushi Chef Headband,M1 Gold Stud,None,77.66132766821285,1085
1086,M1 Small Grin,None,M1 Sleepy,M1 Cheetah,M1 Orange,M1 S&m Hat,None,None,32.188569164491796,1086
1087,M1 Phoneme Vuh,M1 Kings Robe,M1 Sleepy,M1 Dark Brown,M1 Blue,M1 Fez,None,None,38.08828800634709,1087
1088,M1 Phoneme  Ooo,M1 Lab Coat,M1 3d,M1 Golden Brown,M1 Orange,M1 Laurel Wreath,None,None,43.831032844173436,1088
1089,M1 Bored,M1 Tie Dye,M1 Crazy,M1 Gray,M1 Orange,M1 Seaman's Hat,None,None,33.74533185061325,1089
1090,M1 Bored,M1 Navy Striped Tee,M1 Bloodshot,M1 Blue,M1 Blue,M1 Fisherman's Hat,None,None,31.28316777749594,1090
1091,M2 Dumbfounded,M2 Sleeveless Logo T,M2 Holographic,M2 Cheetah,M2 New Punk Blue,M2 Bowler,M2 Gold Stud,None,98.84414566592817,1091
1092,M2 Bored Dagger,M2 Hawaiian,M2 Wide Eyed,M2 Tan,M2 Purple,M2 Beanie,None,None,53.13157386890636,1092
1093,M1 Bored Unshaven,M1 Work Vest,M1 Bloodshot,M1 Death Bot,M1 New Punk Blue,None,None,None,24.3778639700981,1093
1094,M1 Grin,M1 Lab Coat,M1 Sad,M1 Cheetah,M1 Gray,M1 Bunny Ears,None,None,42.64840351741464,1094
1095,M1 Phoneme L,None,M1 Bored,M1 Tan,M1 Army Green,M1 Beanie,None,None,25.17627597638369,1095
1096,M2 Tongue Out,M2 Leather Punk Jacket,M2 Closed,M2 Cream,M2 Gray,M2 Cowboy Hat,M2 Silver Hoop,None,97.59475203348616,1096
1097,M1 Bored Cigar,M1 Biker Vest,M1 Robot,M1 Cheetah,M1 New Punk Blue,M1 Beanie,None,None,43.94460460573874,1097
1098,M1 Grin,M1 Black Holes T,M1 3d,M1 Cheetah,M1 New Punk Blue,M1 Seaman's Hat,None,None,41.36221283134136,1098
1099,M1 Discomfort,M1 Lab Coat,M1 Bored,M1 Zombie,M1 Army Green,M1 Cowboy Hat,None,None,38.8065603853266,1099
1100,M1 Phoneme Vuh,None,M1 Angry,M1 Pink,M1 Purple,M1 Girl's Hair Pink,None,None,33.621760146449084,1100
1101,M1 Bored,M1 Striped Tee,M1 Holographic,M1 Brown,M1 Orange,M1 Sushi Chef Headband,M1 Cross,None,75.78056421841484,1101
1102,M1 Grin Multicolored,M1 Blue Dress,M1 Bored,M1 Tan,M1 Blue,M1 Commie Hat,None,None,38.27538032025758,1102
1103,M1 Tongue Out,M1 Bone Necklace,M1 Hypnotized,M1 Cheetah,M1 Army Green,M1 Bayc Flipped Brim,None,None,46.052601253343425,1103
1104,M1 Grin,M1 Service,M1 Wide Eyed,M1 Red,M1 New Punk Blue,None,None,None,28.83443972599984,1104
1105,M2 Bored Pipe,M2 Wool Turtleneck,M2 Zombie,M2 Dark Brown,M2 Yellow,M2 Beanie,M2 Gold Stud,None,97.00012457398178,1105
1106,M2 Bored,M2 Caveman Pelt,M2 Crazy,M2 Golden Brown,M2 Yellow,M2 Spinner Hat,M2 Silver Stud,None,94.71847763239298,1106
1107,M1 Bored,None,M1 Closed,M1 Golden Brown,M1 Blue,None,None,None,8.018027165393857,1107
1108,M2 Bored Cigarette,M2 Guayabera,M2 Sleepy,M2 Black,M2 Aquamarine,M2 Bayc Hat Red,None,None,51.66498435964395,1108
1109,M1 Bored,M1 Sleeveless T,M1 Sleepy,M1 Trippy,M1 Gray,M1 Bayc Hat Black,None,None,34.707476680544744,1109
1110,M1 Discomfort,M1 Bayc T Black,M1 3d,M1 Cream,M1 Aquamarine,M1 Party Hat 2,None,None,43.98135382189381,1110
1111,M1 Grin,M1 Puffy Vest,M1 Blindfold,M1 White,M1 New Punk Blue,M1 Halo,None,None,43.005864705183384,1111
1112,M2 Grin,M2 Guayabera,M2 Bored,M2 Pink,M2 Orange,None,M2 Silver Hoop,None,81.6367235867998,1112
1113,M1 Bored Unshaven,M1 Sleeveless T,M1 Bored,M1 Black,M1 New Punk Blue,M1 Stuntman Helmet,None,None,28.25307665115277,1113
1114,M1 Bored Bubblegum,M1 Space Suit,M1 Heart,M1 Cheetah,M1 Purple,None,M1 Silver Stud,None,74.44771730240265,1114
1115,M1 Bored,M1 Bone Tee,M1 Zombie,M1 Red,M1 Purple,M1 Short Mohawk,None,None,34.27652168936308,1115
1116,M1 Grin,M1 Tuxedo Tee,M1 Heart,M1 Death Bot,M1 Aquamarine,M1 Bayc Hat Black,None,None,43.27312510913368,1116
1117,M1 Bored Cigarette,M1 Sleeveless Logo T,M1 Sad,M1 White,M1 Blue,M1 Seaman's Hat,M1 Silver Hoop,None,83.01301286754766,1117
1118,M1 Bored,None,M1 Bloodshot,M1 Golden Brown,M1 Army Green,None,None,None,7.229576006420664,1118
1119,M1 Bored Unshaven,M1 Striped Tee,M1 Robot,M1 Golden Brown,M1 Yellow,M1 Fisherman's Hat,M1 Cross,None,80.26034274946082,1119
1120,M2 Bored Unshaven Cigarette,M2 Black T,M2 Robot,M2 Brown,M2 Yellow,M2 Vietnam Era Helmet,None,None,52.032458349436126,1120
1121,M2 Bored Unshaven,None,M2 Coins,M2 Cream,M2 Purple,M2 Party Hat 2,None,None,40.24309468278885,1121
1122,M1 Bored Cigarette,None,M1 Zombie,M1 Noise,M1 Army Green,M1 Sushi Chef Headband,None,None,33.778760214283956,1122
1123,M1 Bored Unshaven Cigarette,M1 Hawaiian,M1 Sad,M1 Tan,M1 Aquamarine,M1 Laurel Wreath,M1 Gold Hoop,None,86.19330254772657,1123
1124,M1 Rage,M1 Rainbow Suspenders,M1 Holographic,M1 Black,M1 Orange,None,M1 Silver Hoop,None,70.71285257407858,1124
1125,M2 Discomfort,M2 Hawaiian,M2 Bored,M2 Dark Brown,M2 Yellow,M2 Halo,M2 Gold Stud,None,95.21622316371176,1125
1126,M1 Small Grin,M1 Smoking Jacket,M1 Crazy,M1 Brown,M1 Gray,M1 Baby's Bonnet,None,None,40.76757645590169,1126
1127,M1 Bored,M1 Guayabera,M1 Bored,M1 Red,M1 Aquamarine,M1 Laurel Wreath,None,None,28.687400165026162,1127
1128,M1 Grin Multicolored,M1 Bandolier,M1 Coins,M1 Brown,M1 New Punk Blue,M1 Halo,None,None,40.33995809369592,1128
1129,M1 Bored Unshaven,M1 Lab Coat,M1 Closed,M1 Brown,M1 New Punk Blue,None,M1 Gold Hoop,None,63.30657068195059,1129
1130,M1 Grin,M1 Guayabera,M1 Blindfold,M1 Blue,M1 Blue,M1 Horns,None,None,42.84216600325155,1130
1131,M1 Bored Unshaven,M1 Wool Turtleneck,M1 Sleepy,M1 Golden Brown,M1 Gray,M1 Girl's Hair Short,None,None,35.43907654282613,1131
1132,M2 Bored Unshaven,M2 Space Suit,M2 Bored,M2 White,M2 Yellow,M2 Short Mohawk,None,None,49.713990178520376,1132
1133,M1 Phoneme Oh,M1 Tie Dye,M1 Crazy,M1 White,M1 Yellow,M1 S&m Hat,None,None,44.963525285392095,1133
1134,M2 Bored Unshaven Pipe,None,M2 Zombie,M2 Cream,M2 New Punk Blue,None,None,None,28.640758516479625,1134
1135,M1 Bored Kazoo,M1 Sleeveless T,M1 Cyborg,M1 Golden Brown,M1 Purple,M1 Spinner Hat,M1 Silver Stud,None,86.93825715869164,1135
1136,M1 Bored Unshaven Cigar,M1 Wool Turtleneck,M1 Coins,M1 Blue,M1 Yellow,M1 Girl's Hair Short,M1 Silver Hoop,None,86.24006593869215,1136
1137,M2 Small Grin,M2 Prom Dress,M2 Heart,M2 Dark Brown,M2 Army Green,M2 Spinner Hat,M2 Gold Stud,None,97.85198197503523,1137
1138,M1 Phoneme Wah,M1 Work Vest,M1 Sunglasses,M1 Golden Brown,M1 Aquamarine,M1 Bunny Ears,None,None,44.00141629182093,1138
1139,M2 Grin,M2 Hawaiian,M2 Sleepy,M2 Red,M2 Purple,M2 Irish Boho,None,None,52.47010974699812,1139
1140,M1 Bored,M1 Navy Striped Tee,M1 Sleepy,M1 Dark Brown,M1 Aquamarine,M1 Spinner Hat,None,None,28.12279893954664,1140
1141,M1 Phoneme Oh,M1 Tanktop,M1 3d,M1 Tan,M1 New Punk Blue,M1 Short Mohawk,None,None,43.25307172747943,1141
1142,M1 Bored,M1 Bone Tee,M1 Sleepy,M1 White,M1 Army Green,None,None,None,20.19855919048228,1142
1143,M1 Bored,M1 Rainbow Suspenders,M1 Wide Eyed,M1 White,M1 Blue,M1 Commie Hat,None,None,34.45022599174773,1143
1144,M1 Small Grin,None,M1 Heart,M1 Blue,M1 Yellow,None,M1 Silver Hoop,None,61.85346811640295,1144
1145,M2 Phoneme Oh,M2 Stunt Jacket,M2 Heart,M2 Golden Brown,M2 Purple,M2 Beanie,None,None,53.064767726304865,1145
1146,M1 Bored,M1 Tanktop,M1 Sleepy,M1 Pink,M1 Blue,M1 Fez,None,None,32.02481507911958,1146
1147,M1 Phoneme  Ooo,None,M1 Blindfold,M1 Cream,M1 Army Green,M1 Girl's Hair Pink,None,None,34.450250683892946,1147
1148,M1 Grin Gold Grill,M1 Vietnam Jacket,M1 Sleepy,M1 Zombie,M1 Gray,M1 Vietnam Era Helmet,None,None,44.442388543556866,1148
1149,M1 Bored Party Horn,M1 Striped Tee,M1 Bored,M1 Golden Brown,M1 New Punk Blue,M1 Prussian Helmet,None,None,37.122830895472966,1149
1150,M1 Small Grin,M1 Black Holes T,M1 Zombie,M1 Trippy,M1 Orange,M1 S&m Hat,M1 Silver Hoop,None,88.15758306317609,1150
1151,M1 Phoneme Vuh,M1 Guayabera,M1 Angry,M1 Black,M1 Yellow,M1 Beanie,M1 Silver Stud,None,80.03984196391643,1151
1152,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Sleepy,M1 Tan,M1 Blue,None,M1 Silver Hoop,None,64.23194777704049,1152
1153,M1 Rage,M1 Biker Vest,M1 Heart,M1 Dark Brown,M1 Purple,M1 Girl's Hair Short,M1 Silver Hoop,None,81.69013194729222,1153
1154,M1 Bored Cigarette,M1 Pimp Coat,M1 Zombie,M1 Cream,M1 Purple,M1 Fez,M1 Silver Hoop,None,83.17670779748299,1154
1155,M2 Grin,M2 Biker Vest,M2 Sleepy,M2 Cream,M2 Yellow,M2 S&m Hat,None,None,52.06253825169191,1155
1156,M2 Bored,M2 Leather Jacket,M2 3d,M2 Robot,M2 New Punk Blue,None,None,None,37.17298732696675,1156
1157,M1 Bored Unshaven Kazoo,M1 Tweed Suit,M1 Angry,M1 Dmt,M1 Aquamarine,M1 Ww2 Pilot Helm,None,None,47.2218610869813,1157
1158,M2 Bored Unshaven Bubblegum,M2 Lumberjack Shirt,M2 Closed,M2 Dark Brown,M2 Orange,None,None,None,38.67633428403795,1158
1159,M1 Bored Unshaven Cigar,M1 Striped Tee,M1 Eyepatch,M1 Red,M1 Army Green,M1 Girl's Hair Short,M1 Silver Stud,None,86.87479193210409,1159
1160,M1 Grin,None,M1 Sunglasses,M1 Brown,M1 Blue,None,None,None,14.589402287009682,1160
1161,M1 Phoneme Oh,M1 Cowboy Shirt,M1 Coins,M1 Brown,M1 Army Green,None,None,None,27.48813707570717,1161
1162,M2 Rage,M2 Bayc T Red,M2 Bored,M2 Gray,M2 Gray,M2 Seaman's Hat,None,None,51.66163229828851,1162
1163,M1 Phoneme L,M1 Bandolier,M1 3d,M1 Pink,M1 New Punk Blue,M1 Bowler,M1 Silver Hoop,None,85.68553032628465,1163
1164,M1 Bored Cigarette,M1 Hawaiian,M1 3d,M1 Tan,M1 Aquamarine,M1 Bayc Hat Black,None,None,40.790948463450064,1164
1165,M1 Bored Unshaven Pipe,M1 Caveman Pelt,M1 3d,M1 Brown,M1 Aquamarine,None,M1 Silver Stud,None,69.41334880502869,1165
1166,M1 Bored Cigarette,M1 Lumberjack Shirt,M1 Eyepatch,M1 Golden Brown,M1 Army Green,None,None,None,28.266520046682174,1166
1167,M1 Dumbfounded,M1 Smoking Jacket,M1 Sleepy,M1 Red,M1 Gray,M1 Fisherman's Hat,None,None,41.044854463955026,1167
1168,M2 Bored Unshaven,M2 Wool Turtleneck,M2 Sleepy,M2 Golden Brown,M2 Army Green,None,M2 Silver Hoop,None,81.4964162682852,1168
1169,M1 Bored,M1 Striped Tee,M1 Bored,M1 Pink,M1 Blue,M1 Ww2 Pilot Helm,None,None,27.76532386255181,1169
1170,M1 Grin,M1 Wool Turtleneck,M1 Heart,M1 Tan,M1 Yellow,None,None,None,28.029341774112275,1170
1171,M1 Bored Cigarette,M1 Black Holes T,M1 Sleepy,M1 Golden Brown,M1 Purple,None,None,None,25.92798889051615,1171
1172,M1 Bored,M1 Smoking Jacket,M1 Sunglasses,M1 Cream,M1 Gray,M1 Commie Hat,None,None,33.99588167534388,1172
1173,M1 Grin,M1 Bone Necklace,M1 Bored,M1 Tan,M1 Purple,M1 Faux Hawk,None,None,35.56603254392077,1173
1174,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Eyepatch,M1 Red,M1 Gray,M1 Bowler,None,None,38.479165896277095,1174
1175,M1 Bored,M1 Leather Punk Jacket,M1 Blindfold,M1 Gray,M1 Aquamarine,M1 Cowboy Hat,None,None,34.76759859050093,1175
1176,M1 Dumbfounded,M1 Navy Striped Tee,M1 Closed,M1 Black,M1 New Punk Blue,M1 Bayc Flipped Brim,None,None,37.53037924291382,1176
1177,M1 Bored Unshaven,M1 Hip Hop,M1 Hypnotized,M1 Pink,M1 Aquamarine,M1 S&m Hat,None,None,39.25422835662692,1177
1178,M1 Phoneme Vuh,M1 Puffy Vest,M1 Coins,M1 Gray,M1 Aquamarine,None,M1 Silver Stud,None,72.0925453513458,1178
1179,M1 Grin Diamond Grill,M1 Guayabera,M1 Bloodshot,M1 Pink,M1 Orange,M1 Bayc Flipped Brim,None,None,42.63503625341835,1179
1180,M1 Phoneme  Ooo,M1 Kings Robe,M1 3d,M1 Red,M1 Blue,None,None,None,31.811100891081097,1180
