,Gender,Background,Eyewear,Hats,Clothing,Mouth,Fur,Eyes,Earring,Rarity score,Token Id
881,Doggo,Purple,None,Nerdy Hair,Dog Collar,Teeth Showing,Tiger,Eyelashes,None,32.91008714161393,881
882,Doge,Blue,None,Flatcap,Tropical Shirt,Smile,Iceberg,Focused,None,25.01340890111308,882
883,Doggo,Green,Sunglasses,Newsboy,Dog Collar,Mouth Open,Original,Covered,None,41.5058321542835,883
884,Doge,Green,None,Turban,Scarf,Frisbee,Giraffe,Beauty,None,35.81050689252996,884
885,Doge,Blue,None,Nerdy Hair,ETH Collar,Whistle,Giraffe,Long Lashes,Triple Ruby Earring,69.51336447246408,885
886,Doggo,Lime,None,Turban,Sweater,Mouth Open,Green,Crying,None,32.952863916360975,886
887,Doggo,Green,None,Turban,Life Vest,Original,Tiger,Grumpy,None,31.82890431035506,887
888,Doggo,Green,None,None,ETH Collar,Smile,Teal,Rolling Eyes,None,21.99390777334816,888
889,Doggo,Green,None,Trapper Hat,Bandana,Clown,Blue,Tired,None,29.18553007031694,889
890,Doggo,Blue,None,Trench Helmet,None,Cavities,Black,Crosseyed,None,25.46118926299431,890
891,Doggo,Blue,None,None,Scarf,Iron Jaw,Zebra,Crying,None,26.251791605754033,891
892,Doge,Gray,None,Pickelhaube,Padded Vest,Teeth Showing,Teal,Tired,None,28.847412582028316,892
893,Doge,Blue,Polarized,Miner Helmet,Iron Collar,Bone,Giraffe,Covered,None,45.70631796576903,893
894,Doggo,Gray,None,None,None,Smoking,Pink,Sad,None,17.63123134365244,894
895,Doge,Gray,Futuristic,Sailor Hat,Overlord Cape,Teeth Showing,Original,Demon Eyes,None,60.81781516392949,895
896,Doggo,Lime,None,Turban,Adventurer Jacket,Underbit,Coffee,Skeptical,None,29.814146128972656,896
897,Doge,Gray,Teashades,Flatcap,Winter Jacket,Whistle,Wave,Covered,Triple Gold Piercing,83.7517113795606,897
898,Doggo,Blue,None,Bucket Hat,Varsity Jacket,Smile,Green,Skeptical,Gold Earring,64.42232684596867,898
899,Doggo,Red,Sunglasses,Popstar Hair,Stonks,Original,Acid,Covered,Silver Piercing,75.86538046669395,899
900,Doge,Red,3D Glasses,Pickelhaube,Rider Jacket,Original,Tiger,Covered,None,45.16358459638287,900
901,Doggo,Orange,None,Fox Mask,None,Smile,Black,Tired,None,17.221478004457776,901
902,Doge,Gray,3D Glasses,Baseball Cap,Tropical Shirt,Tongue Out,Coffee,Covered,None,44.85402893389849,902
903,Doge,Red,None,None,Bandana,Golden Jaw,Tiger,Tired,None,21.06982810053475,903
904,Doggo,Gray,Polarized,Slouch Hat,Tie,Smoking,Iceberg,Covered,Ruby Earring,77.19406550064522,904
905,Doggo,Red,Sunglasses,Miner Helmet,None,Cyborg,Snow,Covered,None,39.010173529958166,905
906,Doggo,Blue,None,Straw Hat,Tropical Shirt,Smile,Chocolate,Tired,None,25.556230865674028,906
907,Doge,Green,None,None,Business Casual,Mouth Open,Black,Paranoid,None,22.4892637099403,907
908,Doggo,Blue,Teashades,Halo,Hoodie,Teeth Showing,Spot,Covered,None,47.00200483444923,908
909,Doggo,Orange,Monocle,Tophat,Sweater,Beauty,Original,Focused,None,56.82691123562068,909
910,Doggo,Orange,Sunglasses,None,Bandana,Teeth Showing,Iceberg,Covered,None,31.242367663332534,910
911,Doggo,Red,Polarized,Propeller Hat,Samurai Armor,Beard,Teal,Covered,None,46.36836848472094,911
912,Doge,Orange,None,Newsboy,Scarf,Original,Coffee,Tired,None,23.95129841349794,912
913,Doggo,Green,None,None,DogeX Spacesuit,Original,Snow,Skeptical,None,19.61247169437226,913
914,Doggo,Blue,None,Popstar Hair,General Jacket,Smile,Snow,Paranoid,Ruby Earring,65.74158621064423,914
915,Doge,Gray,None,Beret,Scarf,Tongue Out,Original,Eyelashes,Ruby Earring,65.99404201412126,915
916,Doge,Purple,None,Miner Helmet,None,Smile,Teal,Focused,None,19.107624351218814,916
917,Doge,Orange,None,None,Stonks,Original,Coffee,Eyelashes,None,19.193431321311994,917
918,Doggo,Green,None,Turban,Hazard Suit,Mouth Open,Green,Angry,None,33.77203856287597,918
919,Doggo,Beige,None,Halo,Scarf,Mustache,Teal,Focused,None,31.009598672324973,919
920,Doggo,Gray,None,Spike Hair,Hazard Suit,Pierced,Wave,Puppy Eyes,None,33.19575260308692,920
921,Doggo,Lime,None,None,Business Casual,Beauty,Black,Crosseyed,None,23.35607539157096,921
922,Doge,Purple,3D Glasses,Baseball Cap,General Jacket,Grrrrr,Iceberg,Covered,Silver Piercing,80.02292945158355,922
923,Doge,Blue,None,Slouch Hat,Mechanized Collar,Stick,Acid,Tired,None,32.76228674315865,923
924,Doggo,Purple,None,Straw Hat,Tropical Shirt,Mustache,Spot,Tired,None,30.795269911424896,924
925,Doggo,Blue,Sunglasses,None,Dog Collar,Smoking,Coffee,Covered,None,33.33314512791608,925
926,Doge,Gray,Eyepatch,Straw Hat,Varsity Jacket,Clown,Coffee,Suspicious,None,61.036831278390125,926
927,Doge,Green,Polarized,Wizard Hat,None,Double Chin,Blue,Covered,Spike Piercing,74.3510027996895,927
928,Doggo,Lime,None,None,Kimono,Pierced,Gray,Rolling Eyes,None,26.36137205764788,928
929,Doggo,Green,None,Fox Mask,Fur Jacket,Mouth Open,Giraffe,Crying,None,34.59607775245529,929
930,Doge,Purple,None,Newsboy,Hoodie,Grrrrr,Coffee,Tired,None,27.242359138412546,930
931,Doggo,Gray,None,None,Padded Vest,Tongue Out,Spot,Skeptical,None,21.898587036767765,931
932,Doggo,Green,Sunglasses,Doge Cap,Gakuran,Whistle,Iceberg,Covered,Silver Piercing,75.9463219250732,932
933,Doge,Red,Cyclops Sunglasses,Nerdy Hair,Bandana,Smile,Original,Covered,None,41.91085336128289,933
934,Doge,Purple,None,Tophat,None,Bone,Gray,Demon Eyes,None,26.12806478418836,934
935,Doge,Purple,None,Sailor Hat,Tie,Muzzle,Original,Focused,None,29.633274221703676,935
936,Doggo,Beige,None,Pickelhaube,None,Tongue Out,Iceberg,Tired,None,19.922018300374063,936
937,Doggo,Gray,None,Doge Cap,Dog Collar,Beauty,Coffee,Robot,None,31.13357412251822,937
938,Doge,Lime,None,Turban,Varsity Jacket,Bone,Wave,Angry,None,35.05800016938379,938
939,Doge,Purple,None,Fox Mask,Bandana,Muzzle,Iceberg,Crosseyed,None,31.986187046096394,939
940,Doggo,Beige,None,Unicorn Horn,Iron Collar,Smile,Iceberg,Beauty,None,29.652377525553845,940
941,Doge,Blue,None,Alpine Hat,Bandana,Masculine,Black,Demon Eyes,None,32.20993099240058,941
942,Doge,Orange,Polarized,Pickelhaube,Business Casual,Smoking,Iceberg,Covered,None,43.606042907192474,942
943,Doggo,Green,None,Doge Cap,Bandana,Pierced,Blue,Tired,None,28.709260288501813,943
944,Doge,Purple,None,Turban,Winter Jacket,Original,Wave,Tired,None,27.06611932801265,944
945,Doggo,Lime,3D Glasses,Stuntman Helmet,Bandana,Double Chin,Slime,Covered,None,48.60217135202679,945
946,Doge,Beige,None,Pickelhaube,None,Whistle,Original,Tired,None,20.203069292878244,946
947,Doggo,Blue,Monocle,None,Party Suit,Iron Jaw,Wave,Puppy Eyes,None,52.23118619605758,947
948,Doggo,Red,None,Baseball Cap,None,Bone,Pink,Focused,None,22.81297906150426,948
949,Doggo,Orange,Futuristic,Tophat,None,Beauty,Pink,Grumpy,None,55.12676807697958,949
950,Doggo,Wind,None,Wizard Hat,ETH Collar,Mouth Open,Zebra,Sad,Ruby Earring,73.91847044605123,950
951,Doggo,Green,Polarized,Miner Helmet,Padded Vest,Original,Acid,Covered,None,41.84396775289416,951
952,Doge,Green,None,Pickelhaube,None,Mouth Open,Teal,Crosseyed,None,25.19458137161993,952
953,Doge,Blue,None,Sakkat,Dog Collar,Teeth Showing,Original,Demon Eyes,None,30.700130651378686,953
954,Doggo,Gray,None,Tophat,None,Smile,Spot,Tired,None,19.169467281966444,954
955,Doge,Gray,None,Doge Cap,Bandana,Teeth Showing,Original,Tired,None,25.00386939542174,955
956,Doge,Orange,None,None,Varsity Jacket,Beauty,Black,Focused,Silver Piercing,54.030847821647086,956
957,Doge,Beige,None,Fox Mask,None,Teeth Showing,Snow,Puppy Eyes,None,22.589233205389295,957
958,Doggo,Red,None,Alpine Hat,Padded Vest,Pizza,Teal,Sad,None,34.51981459316277,958
959,Doggo,Blue,Polarized,Baseball Cap,None,Smoking,Coffee,Covered,None,35.552558723500304,959
960,Doge,Beige,None,Turban,Striped Tie,Grrrrr,Teal,Covered,None,18.937245573119263,960
961,Doggo,Orange,None,None,None,Original,Pink,Beauty,Silver Piercing,47.71110702622654,961
962,Doge,Red,None,None,Stonks,Original,Gray,Focused,None,17.340564621233703,962
963,Doggo,Purple,None,Afro Hair,General Jacket,Mask,Tiger,Eye Shadow,Tube Piercing,72.64220266786275,963
964,Doggo,Gray,None,None,Tropical Shirt,Teeth Showing,Coffee,Grumpy,Spike Piercing,57.864664782083565,964
965,Doge,Green,None,Baseball Cap,Adventurer Jacket,Frisbee,Teal,Tired,None,31.638380486782257,965
966,Doggo,Gray,None,Mohawk Hair,None,Smile,Teal,Long Lashes,None,23.327492599397935,966
967,Doggo,Blue,None,Cowboy Hat,Iron Collar,Grrrrr,Teal,Suspicious,None,34.281702329135946,967
968,Doge,Green,Sunglasses,Halo,Scarf & T-shirt,Smile,Pink,Covered,None,41.66293342173718,968
969,Doge,Beige,Polarized,Plumber Hat,None,Mustache,Coffee,Covered,None,36.46222053959651,969
970,Doge,Green,None,Mohawk Hair,Party Suit,Party Horn,Iceberg,Beauty,Triple Spike Earring,69.68486786998177,970
971,Doge,Purple,Monocle,Pickelhaube,Bandana,Whistle,Spot,Tired,None,55.979196669562704,971
972,Doge,Beige,None,Trapper Hat,Tropical Shirt,Original,Giraffe,Suspicious,None,31.44796431377927,972
973,Doge,Lime,None,Sakkat,Tie,Underbit,Original,Skeptical,None,29.18557151714382,973
974,Doggo,Lime,Sunglasses,None,Gakuran,Frisbee,Wave,Covered,None,37.938638799716266,974
975,Doge,Orange,None,Straw Hat,Sphere Necklace,Smile,Zebra,Beauty,None,30.404847095881376,975
976,Doggo,Lime,None,None,Scarf & T-shirt,Teeth Showing,Coffee,Scar,None,22.655942106590278,976
977,Doge,Red,None,Army Hat,None,Stick,Original,Tired,None,22.227234082115018,977
978,Doggo,Orange,Retro Glasses,Straw Hat,V-Neck,Underbit,Iceberg,Covered,None,46.13523841620099,978
979,Doggo,Orange,Teashades,Spike Hair,None,Smile,Pink,Covered,Silver Piercing,70.0603813336542,979
980,Doge,Green,3D Glasses,Halo,None,Whistle,Iceberg,Covered,None,37.45779932777851,980
981,Doggo,Lime,None,Doge Cap,None,Teeth Showing,Tiger,Focused,None,21.88429301918473,981
982,Doge,Gray,Sunglasses,None,Iron Collar,Grrrrr,Blue,Covered,None,35.21910285876614,982
983,Doggo,Purple,None,Tophat,Striped Tie,Stick,Original,Crosseyed,None,32.862441064182796,983
984,Doggo,Red,Futuristic,Afro Hair,Striped Tie,Bone,Green,Focused,None,58.24610677121759,984
985,Doggo,Red,Sunglasses,Sleeper Cap,V-Neck,Masculine,Gray,Covered,None,45.74447406994847,985
986,Doge,Blue,Sunglasses,Propeller Hat,Bandana,Mouth Open,Gray,Covered,None,41.710508528193444,986
987,Doggo,Gray,None,None,Party Suit,Smile,Iceberg,Crosseyed,Spike Piercing,55.888263720923156,987
988,Doge,Green,Teashades,Halo,Striped Tie,Underbit,Original,Covered,Triple Gold Piercing,81.71353263754735,988
989,Doge,Blue,Teashades,None,Samurai Armor,Smoking,Coffee,Covered,None,37.07196717274393,989
990,Doge,Beige,Polarized,Bucket Hat,Tropical Shirt,Whistle,Pink,Covered,None,44.558564376042234,990
991,Doggo,Gray,None,Slouch Hat,Tropical Shirt,Mouth Open,Acid,Crying,Spike Piercing,69.61338304002741,991
992,Doge,Orange,Retro Glasses,Baseball Cap,Stonks,Tongue Out,Pink,Covered,None,47.09719887680023,992
993,Doge,Beige,None,Doge Cap,None,Muzzle,Blue,Skeptical,None,25.113583228102932,993
994,Doggo,Orange,None,None,None,Cavities,Spot,Demon Eyes,None,18.121752742269855,994
995,Doge,Purple,None,None,Striped Tie,Beauty,Coffee,Tired,Gold Earring,54.5071171242122,995
996,Doge,Blue,None,Spike Hair,Tie,Bone,Chocolate,Scar,Ruby Earring,66.97981551901691,996
997,Doge,Beige,None,Flatcap,Varsity Jacket,Tongue Out,Alien,Puppy Eyes,Tube Piercing,68.1608168663229,997
998,Doggo,Purple,None,Sleeper Cap,Drifter Jacket,Pierced,Blue,Long Lashes,None,35.10566197093073,998
999,Doggo,Lime,Polarized,Emo Hair,Stonks,Pierced,Teal,Covered,None,46.09215964818394,999
1000,Doggo,Purple,Polarized,Emo Hair,None,Tongue Out,Zebra,Covered,None,37.31950842463873,1000
1001,Doge,Beige,None,Wizard Hat,K9 Vest,Bone,Green,Puppy Eyes,None,32.090801026599166,1001
1002,Doge,Lime,None,None,Apollo Spacesuit,Grrrrr,Coffee,Focused,None,19.479075820222295,1002
1003,Doge,Orange,None,Helmet,Sweater,Grrrrr,Iceberg,Crying,None,31.46695996980847,1003
1004,Doggo,Green,Retro Glasses,Spike Hair,Bandana,Beauty,Coffee,Covered,None,43.92544053520125,1004
1005,Doge,Red,None,Straw Hat,Iron Collar,Original,Zebra,Paranoid,None,30.48580712860832,1005
1006,Doge,VR,None,Helmet,Dog Collar,Whistle,Spot,Tired,None,34.62923691200512,1006
1007,Doge,Gray,None,None,Winter Jacket,Cigar,Pink,Focused,None,23.256000614630988,1007
1008,Doge,Orange,Sunglasses,Doge Cap,Business Casual,Smile,Spot,Covered,None,41.49623263777861,1008
1009,Doge,Purple,None,None,None,Tongue Out,Giraffe,Demon Eyes,None,17.18836077373368,1009
1010,Doge,Gray,Retro Glasses,Fox Mask,Sphere Necklace,Pizza,Snow,Covered,None,48.58311997242589,1010
1011,Doge,Blue,None,Trench Helmet,Dog Collar,Smile,Tiger,Grumpy,None,31.419330081258867,1011
1012,Doggo,Lime,Polarized,None,Hoodie,Mustache,Giraffe,Covered,None,37.86722589321051,1012
1013,Doge,Orange,3D Glasses,Nerdy Hair,Dog Collar,Mustache,Gray,Covered,None,47.80678068239087,1013
1014,Doggo,Orange,Polarized,Trench Helmet,None,Smoking,Pink,Covered,None,38.17677964852722,1014
1015,Doge,Purple,Eyepatch,Sailor Hat,None,Party Horn,Spot,Tired,Triple Gold Piercing,87.41864655875435,1015
1016,Doge,Gray,3D Glasses,Miner Helmet,Sphere Necklace,Smoking,Chocolate,Covered,None,47.83533727947491,1016
1017,Doge,Red,None,Pickelhaube,Scarf,Smile,Pink,Puppy Eyes,None,27.44242579684142,1017
1018,Doggo,Orange,None,Sleeper Cap,Adventurer Cape,Beard,Acid,Eye Shadow,Silver Piercing,69.78483261384608,1018
1019,Doge,Gray,None,Halo,None,Grrrrr,Original,Tired,None,19.722018804399603,1019
1020,Doge,Wind,None,Sailor Hat,None,Teeth Showing,Blue,Tired,None,27.25196485598762,1020
1021,Doggo,Gray,None,None,Dog Collar,Party Horn,Snow,Scar,None,24.680123568927666,1021
1022,Doggo,Gray,Sunglasses,None,None,Teeth Showing,Gray,Covered,None,27.20834637326624,1022
1023,Doge,Purple,Polarized,Mohawk Hair,Bandana,Frisbee,Spot,Covered,Triple Ruby Earring,80.88473419316107,1023
1024,Doge,Beige,3D Glasses,None,Sweater,Pierced,Pink,Covered,None,40.096283787317546,1024
1025,Doggo,Green,Polarized,Newsboy,Scarf & T-shirt,Smoking,Teal,Covered,None,45.47783474768132,1025
1026,Doggo,Lime,None,Fox Mask,Drifter Jacket,Tongue Out,Blue,Tired,None,29.55226608308032,1026
1027,Doge,Gray,Sunglasses,None,Rider Jacket,Teeth Showing,Gray,Covered,None,35.21914001623668,1027
1028,Doge,Orange,Retro Glasses,Sleeper Cap,Dog Collar,Smoking,Iceberg,Covered,Ruby Earring,79.40390480658684,1028
1029,Doge,Gray,None,Afro Hair,Scarf & T-shirt,Smile,Iceberg,Sad,Gold Earring,65.04634841561301,1029
1030,Doge,Blue,None,Emo Hair,None,Iron Jaw,Pink,Robot,None,27.880716186951087,1030
1031,Doggo,Purple,None,Stuntman Helmet,Striped Tie,Tongue Out,Chocolate,Tired,None,28.228168360702742,1031
1032,Doge,Gray,None,Plumber Hat,Kimono,Grrrrr,Tiger,Crying,None,33.91500537836764,1032
1033,Doge,Gray,Retro Glasses,Bucket Hat,Padded Vest,Beauty,Coffee,Covered,Tube Piercing,82.02315021473548,1033
1034,Doggo,Lime,None,Emo Hair,Gold Collar,Demon Mask,Gray,Skeptical,None,34.0292150722468,1034
1035,Doge,Gray,Teashades,Mohawk Hair,Tie,Original,Coffee,Covered,Ruby Earring,75.62268086011609,1035
1036,Doge,Blue,Polarized,Unicorn Horn,Bandana,Pizza,Coffee,Covered,None,41.70101331850363,1036
1037,Doge,Red,Futuristic,Alpine Hat,Samurai Armor,Muzzle,Black,Crying,None,63.22757538332745,1037
1038,Doge,Gray,Polarized,Miner Helmet,Bandana,Original,Coffee,Covered,None,37.32413289611463,1038
1039,Doge,Purple,None,None,Padded Armor,Whistle,Green,Skeptical,None,22.089162776026143,1039
1040,Doge,Orange,Monocle,Afro Hair,Party Suit,Bone,Pink,Skeptical,Tube Piercing,95.47601935465201,1040
1041,Doggo,Green,None,None,Scientist Suit,Clown,Snow,Skeptical,None,23.632251355341896,1041
1042,Doggo,Orange,None,Turban,Bandana,Tongue Out,Teal,Puppy Eyes,None,27.82332530297586,1042
1043,Doggo,Red,None,None,Soviet Spacesuit,Iron Jaw,Original,Crosseyed,None,25.508806766848135,1043
1044,Doge,Gray,None,Popstar Hair,Varsity Jacket,Golden Jaw,Gray,Focused,None,32.52419591386097,1044
1045,Doge,Lime,Teashades,Pickelhaube,None,Double Chin,Green,Covered,None,41.02016434142366,1045
1046,Doggo,Red,None,Doge Cap,Iron Collar,Original,Wave,Focused,None,26.95180341666184,1046
1047,Doggo,Orange,None,None,Padded Armor,Mouth Open,Black,Tired,None,18.455037603028888,1047
1048,Doggo,Red,None,Afro Hair,Sphere Necklace,Original,Alien,Puppy Eyes,Diamond Earring,65.44147003015472,1048
1049,Doggo,Orange,None,Turban,None,Smile,Blue,Focused,None,19.25510847141275,1049
1050,Doggo,Green,None,Army Hat,Padded Armor,Grrrrr,Original,Grumpy,Silver Piercing,66.6131638215872,1050
1051,Doggo,Green,None,Straw Hat,Winter Jacket,Venomous,Black,Skeptical,None,31.109685351856147,1051
1052,Doggo,Orange,3D Glasses,Flatcap,Party Suit,Smile,Coffee,Covered,Triple Gold Earring,79.01344007035837,1052
1053,Doge,Beige,None,Ashigaru Hat,Iron Collar,Mouth Open,Gray,Demon Eyes,None,33.77207905321159,1053
1054,Doggo,Orange,None,Straw Hat,Padded Armor,Tongue Out,Green,Tired,None,28.633008561748536,1054
1055,Doge,Purple,None,Trapper Hat,Dog Collar,Beard,Snow,Tired,Triple Ruby Earring,65.67012423688747,1055
1056,Doggo,Purple,None,None,Tropical Shirt,Tongue Out,Black,Focused,None,18.669382084661574,1056
1057,Doge,Purple,None,Straw Hat,Striped Tie,Mouth Open,Acid,Crosseyed,None,32.509969061269736,1057
1058,Doge,Green,None,Miner Helmet,Tie,Smile,Cyborg,Puppy Eyes,None,28.861675156771703,1058
1059,Doge,Gray,Eyepatch,Newsboy,Bandana,Teeth Showing,Tiger,Puppy Eyes,None,56.91262006962599,1059
1060,Doggo,Red,None,None,V-Neck,Beard,Black,Skeptical,None,21.855678318031902,1060
1061,Doggo,Beige,Sunglasses,Sakkat,Bandana,Mustache,Green,Covered,None,44.07752721574649,1061
1062,Doggo,Gray,Polarized,Pickelhaube,None,Original,Wave,Covered,None,34.400001560022766,1062
1063,Doge,Gray,Teashades,Straw Hat,Stonks,Mask,Green,Covered,None,48.10677446012184,1063
1064,Doge,Purple,None,Alpine Hat,Varsity Jacket,Mouth Open,Green,Angry,Ruby Earring,67.96568236950908,1064
1065,Doge,Red,None,None,Bandana,Smile,Chocolate,Skeptical,None,16.850037032435754,1065
1066,Doggo,Green,Sunglasses,Wizard Hat,Life Vest,Clown,Coffee,Covered,Ruby Earring,78.95605397962338,1066
1067,Doge,Blue,None,Halo,Hazard Suit,Stick,Gray,Skeptical,None,32.85761129195987,1067
1068,Doge,Gray,Futuristic,Stuntman Helmet,Iron Collar,Grrrrr,Tiger,Focused,None,58.56035026408086,1068
1069,Doggo,Orange,None,Straw Hat,Stonks,Mouth Open,Iceberg,Sad,None,30.252481765337357,1069
1070,Doggo,Lime,Futuristic,Helmet,None,Cyborg,Iceberg,Skeptical,None,52.312119557617265,1070
1071,Doggo,Orange,None,Ashigaru Hat,Sweater,Tongue Out,Snow,Eye Shadow,None,33.8340205718087,1071
1072,Doge,Lime,None,Halo,Sweater,Party Horn,Teal,Bloodshot,None,33.96266050678367,1072
1073,Doggo,Blue,Eyepatch,Baseball Cap,None,Underbit,Iceberg,Skeptical,None,50.48813717155562,1073
1074,Doge,Red,None,None,Scientist Suit,Party Horn,Pink,Scar,None,25.88035967097269,1074
1075,Doggo,Blue,3D Glasses,Halo,Hazard Suit,Original,Zebra,Covered,None,45.05410749671588,1075
1076,Doge,Lime,None,Army Hat,Tie,Pizza,Gray,Puppy Eyes,Ruby Earring,64.9605395655234,1076
1077,Doggo,Red,None,Beret,Adventurer Jacket,Masculine,Wave,Skeptical,None,34.64356998217373,1077
1078,Doggo,Lime,None,Slouch Hat,Scientist Suit,Bone,Snow,Puppy Eyes,None,31.46213210559901,1078
1079,Doge,Green,None,Straw Hat,Scarf,Smile,Original,Crosseyed,None,27.904444436663834,1079
1080,Doge,Lime,None,Flatcap,Bandana,Teeth Showing,Black,Suspicious,Diamond Earring,65.4463921885226,1080
1081,Doggo,Red,3D Glasses,None,Bandana,Muzzle,Wave,Covered,None,38.872267980939554,1081
1082,Doggo,Green,Polarized,None,Winter Jacket,Smile,Original,Covered,None,31.19951658611994,1082
1083,Doge,Green,None,Nerdy Hair,Iron Collar,Original,Original,Crying,Tube Piercing,64.24626087550294,1083
1084,Doggo,Lime,None,None,Padded Vest,Beard,Black,Beauty,None,24.25147271423212,1084
1085,Doggo,Gray,Eyepatch,Straw Hat,V-Neck,Teeth Showing,Teal,Suspicious,None,60.5320253835437,1085
1086,Doge,Orange,Polarized,Straw Hat,None,Teeth Showing,Teal,Covered,None,35.514382134316605,1086
1087,Doggo,Beige,Sunglasses,Sakkat,None,Smile,Zebra,Covered,None,34.280911606152756,1087
1088,Doge,Blue,None,Straw Hat,Bandana,Beauty,Gray,Skeptical,None,28.675892031419924,1088
1089,Doggo,Lime,None,Plumber Hat,Cape & T-shirt,Grrrrr,Iceberg,Tired,None,27.599572311184467,1089
1090,Doggo,Beige,None,Sleeper Cap,Striped Tie,Clown,Acid,Demon Eyes,Triple Ruby Earring,70.41342962334453,1090
1091,Doggo,Red,Polarized,Sleeper Cap,Scientist Suit,Frisbee,Chocolate,Covered,Diamond Earring,82.32294110055072,1091
1092,Doge,Orange,None,Sailor Hat,Adventurer Cape,Bone,Pink,Skeptical,Ruby Earring,65.80346104635413,1092
1093,Doggo,Lime,Monocle,Spike Hair,None,Original,Wave,Puppy Eyes,None,48.13068561196048,1093
1094,Doggo,Green,None,Helmet,Bandana,Whistle,Teal,Beauty,None,30.96209882387399,1094
1095,Doggo,Blue,None,Sleeper Cap,Rag Cape,Original,Teal,Tired,Triple Ruby Earring,61.03628642652317,1095
1096,Doge,Red,Monocle,None,Winter Jacket,Underbit,Iceberg,Tired,Triple Ruby Earring,83.4327367062357,1096
1097,Doge,Orange,Monocle,Turban,Tie,Original,Chocolate,Focused,None,53.964602352990084,1097
1098,Doggo,Red,None,Flatcap,Stonks,Original,Giraffe,Crosseyed,Ruby Earring,64.5557593878724,1098
1099,Doggo,Purple,Retro Glasses,None,None,Grrrrr,Wave,Covered,None,31.414037313240655,1099
1100,Doge,Lime,Retro Glasses,Slouch Hat,Stonks,Beard,Zebra,Covered,None,49.77375036281643,1100
1101,Doggo,Green,None,Bucket Hat,V-Neck,Smoking,Blue,Tired,None,30.309536357050458,1101
1102,Doggo,Red,Sunglasses,Newsboy,Gold Collar,Tongue Out,Giraffe,Covered,None,45.10632232458862,1102
1103,Doge,Beige,None,Beret,Tropical Shirt,Frisbee,Blue,Focused,None,32.82901039823996,1103
1104,Doge,Beige,Retro Glasses,Newsboy,None,Smile,Iceberg,Covered,Silver Piercing,69.6556554471111,1104
1105,Doge,Lime,None,Nerdy Hair,Dog Collar,Mask,Snow,Eye Shadow,None,34.67229852280821,1105
1106,Doggo,Purple,None,Afro Hair,None,Cavities,Black,Tired,Triple Ruby Earring,55.89764223497886,1106
1107,Doge,Gray,None,Spike Hair,Bandana,Tongue Out,Giraffe,Crosseyed,Spike Piercing,66.98460527307068,1107
1108,Doge,Red,None,None,Tie,Smile,Snow,Long Lashes,None,20.855595558193876,1108
1109,Doge,Orange,Teashades,Tophat,Tie,Mouth Open,Original,Covered,None,44.03009405885216,1109
1110,Doge,Green,None,Alpine Hat,Scarf,Beauty,Green,Tired,None,30.12382039954505,1110
1111,Doge,Purple,None,Flatcap,Mechanized Collar,Whistle,Gray,Puppy Eyes,None,30.823981778430138,1111
1112,Doggo,Beige,None,Stuntman Helmet,Gakuran,Smile,Chocolate,Sad,None,30.490552591101,1112
1113,Doge,Gray,None,Miner Helmet,Sphere Necklace,Original,Pink,Tired,None,26.3469346609994,1113
1114,Doge,Beige,None,Doge Cap,Padded Vest,Original,Original,Focused,None,24.760954983764503,1114
1115,Doge,Beige,None,Propeller Hat,None,Tongue Out,Black,Crosseyed,None,23.927666852290635,1115
1116,Doge,Orange,Sunglasses,Tophat,K9 Vest,Stick,Coffee,Covered,Silver Piercing,77.95121719200701,1116
1117,Doge,Purple,Polarized,None,Soviet Spacesuit,Underbit,Tiger,Covered,None,37.886223455455855,1117
1118,Doggo,Gray,Retro Glasses,None,Scientist Suit,Mustache,Tiger,Covered,None,41.32509076456584,1118
1119,Doge,Green,None,Sailor Hat,V-Neck,Smoking,Giraffe,Scar,None,35.21524766391458,1119
1120,Doge,Blue,None,Stuntman Helmet,Party Suit,Mouth Open,Acid,Bloodshot,None,34.01493867886368,1120
1121,Doge,Beige,Polarized,None,ETH Collar,Mustache,Black,Covered,None,35.94306490084651,1121
1122,Doggo,Red,Sunglasses,Slouch Hat,Striped Tie,Teeth Showing,Iceberg,Covered,None,42.21542539812252,1122
1123,Doge,Red,None,None,Scientist Suit,Original,Teal,Demon Eyes,None,21.61293871823591,1123
1124,Doge,Purple,Polarized,Flatcap,Business Casual,Whistle,Spot,Covered,None,44.56333983379211,1124
1125,Doggo,Orange,None,Helmet,Stonks,Bone,Zebra,Grumpy,None,34.315008663584734,1125
1126,Doggo,Purple,None,Straw Hat,Bandana,Bone,Chocolate,Angry,None,31.319291511747366,1126
1127,Doge,Lime,None,Sakkat,Fur Jacket,Bone,Gray,Puppy Eyes,None,31.46212495765852,1127
1128,Doggo,Purple,3D Glasses,Sleeper Cap,Life Vest,Party Horn,Blue,Covered,Triple Gold Piercing,84.41369949969541,1128
1129,Doge,Beige,Teashades,Sleeper Cap,V-Neck,Smile,Black,Covered,None,41.9965178977008,1129
1130,Doggo,Gray,Futuristic,Sakkat,Bandana,Teeth Showing,Black,Crying,None,57.87463149756034,1130
1131,Doggo,Green,Sunglasses,Trapper Hat,Cape & T-shirt,Cavities,Chocolate,Covered,None,45.29681137034218,1131
1132,Doge,Blue,Retro Glasses,Doge Cap,Sweater,Bone,Tiger,Covered,None,48.37833833489244,1132
1133,Doge,Blue,None,Newsboy,Tropical Shirt,Grrrrr,Blue,Eyelashes,None,33.51492873882402,1133
