,Gender,Background,Eyewear,Hats,Clothing,Mouth,Fur,Eyes,Earring,Rarity score,Token Id
4721,Doge,Green,None,Straw Hat,Gold Collar,Mouth Open,Blue,Tired,None,28.566323487192065,4721
4722,Doggo,Purple,None,Samurai Helmet,Bandana,Smile,Snow,Tired,None,25.41344410017331,4722
4723,Doggo,Gray,None,Halo,ETH Collar,Tongue Out,Pink,Skeptical,Ruby Earring,64.65570555580314,4723
4724,Doge,Gray,Polarized,None,Bandana,Beauty,Original,Covered,Triple Ruby Earring,67.9504967626206,4724
4725,Doge,Gray,None,Army Hat,K9 Vest,Mouth Open,Wave,Puppy Eyes,None,31.490740611813695,4725
4726,Doggo,Lime,Polarized,None,Dog Collar,Smile,Pink,Covered,None,31.87103802377433,4726
4727,Doge,Gray,None,Turban,None,Smile,Black,Long Lashes,None,21.165174084805194,4727
4728,Doge,Purple,Teashades,Miner Helmet,None,Beauty,Blue,Covered,None,40.09149879108623,4728
4729,Doggo,Orange,Sunglasses,Pickelhaube,General Jacket,Original,Pink,Covered,Ruby Earring,75.97017925627881,4729
4730,Doggo,Blue,Sunglasses,Straw Hat,Striped Tie,Grrrrr,Black,Covered,None,41.13432926248295,4730
4731,Doge,Beige,None,Miner Helmet,Striped Tie,Party Horn,Wave,Puppy Eyes,None,31.638318085850663,4731
4732,Doggo,Beige,None,Bucket Hat,Tie,Double Chin,Wave,Tired,None,31.2097110576333,4732
4733,Doge,Red,None,Helmet,Iron Collar,Smile,Original,Crosseyed,None,28.918869311100437,4733
4734,Doge,Beige,Polarized,Sailor Hat,Sweater,Original,Black,Covered,None,39.805502753885044,4734
4735,Doge,Orange,Eyepatch,Miner Helmet,Sweater,Teeth Showing,Tiger,Grumpy,None,62.08931176516075,4735
4736,Doggo,Red,None,None,Tropical Shirt,Smile,Tiger,Scar,None,22.45106949285632,4736
4737,Doggo,Purple,Sunglasses,Afro Hair,Winter Jacket,Beauty,Original,Covered,None,43.382306582369665,4737
4738,Doge,Orange,None,Nerdy Hair,Scarf & T-shirt,Beauty,Green,Focused,None,30.66672666453247,4738
4739,Doge,Orange,3D Glasses,Flatcap,Business Casual,Underbit,Tiger,Covered,None,48.359244083295856,4739
4740,Doge,Green,Sunglasses,Fox Mask,Sweater,Party Horn,Teal,Covered,None,44.968136695856266,4740
4741,Doggo,Blue,None,None,Drifter Jacket,Pipe,Chocolate,Puppy Eyes,None,23.756032950542938,4741
4742,Doggo,Lime,None,Slouch Hat,Tie,Smile,Blue,Robot,None,30.423912767134265,4742
4743,Doggo,Lime,None,Flatcap,K9 Vest,Bone,Snow,Tired,Spike Piercing,65.3319410179739,4743
4744,Doggo,Purple,None,Straw Hat,None,Original,Original,Tired,None,16.273669610822406,4744
4745,Doggo,Beige,Retro Glasses,Bucket Hat,Party Suit,Smile,Chocolate,Covered,Silver Piercing,79.2658801654726,4745
4746,Doge,Green,Polarized,Flatcap,Bandana,Smile,Giraffe,Covered,Ruby Earring,73.9318943108553,4746
4747,Doge,Gray,None,None,Scarf & T-shirt,Muzzle,Original,Tired,None,21.274667374410967,4747
4748,Doggo,Blue,None,Flatcap,Gakuran,Muzzle,Original,Paranoid,None,34.03882269381779,4748
4749,Doggo,Red,None,None,Scarf,Iron Jaw,Pink,Bloodshot,None,25.880286326795726,4749
4750,Doggo,Lime,ScopeShot,Tophat,None,Tongue Out,Original,Skeptical,None,50.035707100869466,4750
4751,Doge,Beige,Sunglasses,Flatcap,Sweater,Original,Gray,Covered,None,41.04854040799803,4751
4752,Doge,Orange,None,Trapper Hat,Kimono,Smile,Snow,Skeptical,None,27.990153748439,4752
4753,Doggo,Beige,Polarized,Spike Hair,Rider Jacket,Pierced,Pink,Covered,None,46.40175436790578,4753
4754,Doggo,Purple,Polarized,Sakkat,Bandana,Teeth Showing,Wave,Covered,None,42.539241725962405,4754
4755,Doggo,Red,None,Halo,Business Casual,Smile,Black,Tired,None,24.62276126149004,4755
4756,Doggo,Lime,Polarized,None,Gakuran,Stick,Acid,Covered,None,37.68624824137641,4756
4757,Doge,Orange,None,Army Hat,None,Teeth Showing,Chocolate,Tired,None,21.646158366792065,4757
4758,Doggo,Green,None,Helmet,V-Neck,Original,Teal,Puppy Eyes,None,27.051842938647063,4758
4759,Doggo,Beige,None,None,Stonks,Cavities,Original,Crying,None,23.660880829511225,4759
4760,Doggo,Gray,Eyepatch,Stuntman Helmet,Varsity Jacket,Smile,Chocolate,Grumpy,None,59.13188933028785,4760
4761,Doge,Green,None,Sailor Hat,None,Golden Jaw,Acid,Puppy Eyes,None,25.542205501397536,4761
4762,Doge,Blue,None,None,None,Frisbee,Black,Crying,Ruby Earring,51.15446734038203,4762
4763,Doggo,Green,None,Wizard Hat,Sphere Necklace,Smoking,Iceberg,Tired,None,28.856923502195446,4763
4764,Doge,Green,3D Glasses,Doge Cap,Royal Cape,Original,Black,Covered,Triple Ruby Earring,78.10853801707627,4764
4765,Doge,Purple,Monocle,Nerdy Hair,Scarf,Tongue Out,Chocolate,Puppy Eyes,None,57.52703927866557,4765
4766,Doggo,Blue,Teashades,Nerdy Hair,Scarf & T-shirt,Teeth Showing,Original,Covered,None,45.13032349983686,4766
4767,Doge,Lime,Eyepatch,Pickelhaube,Tropical Shirt,Stick,Spot,Demon Eyes,Diamond Earring,100.0,4767
4768,Doggo,Green,None,Baseball Cap,None,Smoking,Giraffe,Beauty,None,27.337747039244668,4768
4769,Doggo,Gray,None,Baseball Cap,Tie,Grrrrr,Iceberg,Eyelashes,None,31.17172594368478,4769
4770,Doge,Beige,None,Miner Helmet,Sweater,Mustache,Spot,Puppy Eyes,None,32.78613359895064,4770
4771,Doggo,Orange,3D Glasses,Flatcap,None,Beauty,Original,Covered,None,38.38655585991985,4771
4772,Doggo,Gray,None,Sleeper Cap,Gakuran,Beauty,Original,Angry,Triple Spike Earring,68.37038730807951,4772
4773,Doggo,Orange,None,Beret,Tie,Underbit,Snow,Tired,None,30.02852252243971,4773
4774,Doggo,Green,Eyepatch,Halo,Hoodie,Cigar,Chocolate,Suspicious,None,63.499079239989484,4774
4775,Doggo,Green,None,Stuntman Helmet,Dog Collar,Smile,Black,Tired,None,23.86549383510867,4775
4776,Doge,Blue,3D Glasses,Alpine Hat,None,Smile,Coffee,Covered,Triple Ruby Earring,70.42233139041755,4776
4777,Doge,Blue,None,Sleeper Cap,Bandana,Cigar,Cyborg,Paranoid,Silver Piercing,69.14197398049208,4777
4778,Doggo,Gray,None,None,None,Smoking,Coffee,Puppy Eyes,None,12.57769627412832,4778
4779,Doge,Orange,None,Bucket Hat,ETH Collar,Iron Jaw,Chocolate,Bloodshot,None,35.386650082196056,4779
4780,Doge,Orange,None,Spike Hair,Rider Jacket,Smile,Original,Focused,None,25.32769620427866,4780
4781,Doggo,Beige,None,Doge Cap,Rider Jacket,Whistle,Coffee,Skeptical,None,28.78068749004275,4781
4782,Doggo,Gray,None,Beret,Tropical Shirt,Cavities,Pink,Angry,Ruby Earring,69.13714946141177,4782
4783,Doge,Orange,None,None,Bandana,Tongue Out,Snow,Eye Shadow,None,22.23686505213775,4783
4784,Doggo,Blue,None,Alpine Hat,Winter Jacket,Tongue Out,Original,Skeptical,Ruby Earring,63.46510421887428,4784
4785,Doge,Lime,Teashades,Straw Hat,Gold Collar,Teeth Showing,Snow,Covered,None,46.03031292033411,4785
4786,Doge,Red,None,Emo Hair,Kimono,Smile,Zebra,Sad,None,31.624145535574126,4786
4787,Doggo,Lime,None,Helmet,Gold Collar,Smile,Black,Skeptical,None,26.41361974242798,4787
4788,Doggo,Beige,None,Trapper Hat,None,Tongue Out,Black,Bloodshot,None,24.099077377224077,4788
4789,Doge,Purple,Eyepatch,None,Tie,Iron Jaw,Iceberg,Bloodshot,None,51.95023141513477,4789
4790,Doggo,Purple,Polarized,Flatcap,Stonks,Mouth Open,Snow,Covered,None,43.277512545638174,4790
4791,Doge,Lime,Eyepatch,Helmet,Hazard Suit,Cavities,Spot,Skeptical,None,60.732052038922035,4791
4792,Doge,Purple,None,Slouch Hat,Gold Collar,Original,Tiger,Puppy Eyes,None,28.728382643095117,4792
4793,Doggo,Gray,None,None,None,Tongue Out,Iceberg,Eyelashes,None,14.959277168122387,4793
4794,Doggo,Gray,Polarized,Alpine Hat,None,Beauty,Black,Covered,None,36.15270107248799,4794
4795,Doge,Beige,None,Straw Hat,Sphere Necklace,Original,Green,Focused,None,26.23256682476497,4795
4796,Doge,Purple,3D Glasses,Helmet,V-Neck,Golden Jaw,Spot,Covered,None,49.65465422193763,4796
4797,Doggo,Blue,Sunglasses,Sailor Hat,Sweater,Original,Coffee,Covered,None,39.14829866651246,4797
4798,Doggo,Beige,None,Bucket Hat,Gakuran,Sabertooth,Iceberg,Eye Shadow,Gold Earring,70.83254573186278,4798
4799,Doge,Gray,None,Sleeper Cap,None,Original,Snow,Rolling Eyes,None,22.17979378806411,4799
4800,Doge,Orange,None,None,Sweater,Clown,Zebra,Eye Shadow,None,26.909127151627672,4800
4801,Doggo,Beige,None,Straw Hat,None,Original,Original,Skeptical,None,17.945455769279526,4801
4802,Doge,Red,None,Sailor Hat,Bandana,Teeth Showing,Original,Focused,None,25.899255767753974,4802
4803,Doggo,Purple,3D Glasses,Doge Cap,Adventurer Jacket,Cavities,Gray,Covered,Silver Piercing,81.78021342401617,4803
4804,Doge,Purple,None,None,Sweater,Teeth Showing,Chocolate,Focused,None,20.212588320754595,4804
4805,Doggo,Beige,Sunglasses,Pickelhaube,ETH Collar,Stick,Pink,Covered,None,46.55414637067431,4805
4806,Doggo,Lime,Monocle,Spike Hair,Bandana,Smoking,Coffee,Skeptical,Silver Piercing,89.30913303572677,4806
4807,Doge,Beige,None,Army Hat,Adventurer Jacket,Smoking,Iceberg,Bloodshot,None,33.7435710426484,4807
4808,Doggo,Lime,None,None,None,Mouth Open,Teal,Puppy Eyes,None,13.101644532705492,4808
4809,Doge,Blue,Futuristic,Miner Helmet,Dog Collar,Whistle,Gray,Skeptical,None,58.40800493601363,4809
4810,Doggo,Blue,None,Alpine Hat,Tie,Tongue Out,Coffee,Tired,Triple Ruby Earring,62.09348236615071,4810
4811,Doge,Red,None,None,None,Grrrrr,Blue,Focused,None,13.035042337001327,4811
4812,Doggo,Blue,Sunglasses,None,Rider Jacket,Smoking,Blue,Covered,None,36.495560687655356,4812
4813,Doge,Green,None,Plumber Hat,Tie,Muzzle,Giraffe,Tired,None,31.252534990349197,4813
4814,Doggo,Blue,None,Baseball Cap,Padded Armor,Teeth Showing,Black,Focused,Triple Ruby Earring,63.460349710260054,4814
4815,Doge,Red,None,Bucket Hat,Gakuran,Original,Teal,Focused,None,26.689891446565344,4815
4816,Doge,Orange,None,Fox Mask,None,Beauty,Coffee,Tired,None,20.460215316535038,4816
4817,Doggo,Green,Polarized,Doge Cap,Scientist Suit,Frisbee,Coffee,Covered,None,44.30622000987619,4817
4818,Doge,Green,Sunglasses,Army Hat,None,Grrrrr,Green,Covered,Diamond Earring,73.16038716857123,4818
4819,Doggo,Gray,None,None,Cape & T-shirt,Grrrrr,Iceberg,Paranoid,None,23.270368936159716,4819
4820,Doge,Lime,Sunglasses,Sailor Hat,Striped Tie,Smoking,Spot,Covered,Triple Ruby Earring,80.52280604276471,4820
4821,Doge,Green,3D Glasses,Helmet,K9 Vest,Cigar,Iceberg,Covered,None,47.78296526711259,4821
4822,Doggo,Purple,None,Sailor Hat,Adventurer Jacket,Grrrrr,Teal,Scar,None,33.724499657716144,4822
4823,Doggo,Beige,Sunglasses,None,Fur Jacket,Original,Coffee,Covered,None,31.07566545283073,4823
4824,Doggo,Gray,None,Popstar Hair,General Jacket,Smile,Pink,Long Lashes,Silver Piercing,65.70350583124458,4824
4825,Doge,VR,Teashades,Popstar Hair,Gold Collar,Underbit,Snow,Covered,None,54.10277654833742,4825
4826,Doge,Green,Polarized,Sleeper Cap,None,Underbit,Alien,Covered,None,38.881632672337986,4826
4827,Doggo,Beige,None,None,Bandana,Cavities,Alien,Eyelashes,None,25.613610801011927,4827
4828,Doge,Lime,Sunglasses,Plumber Hat,None,Bone,Wave,Covered,None,37.58138514305793,4828
4829,Doggo,Lime,None,Turban,V-Neck,Frisbee,Spot,Demon Eyes,None,35.95810771036679,4829
4830,Doge,Red,Polarized,Beret,Rag Cape,Underbit,Black,Covered,None,44.401388802211194,4830
4831,Doge,Lime,None,Doge Cap,Scarf,Iron Jaw,Black,Angry,Ruby Earring,66.60363812755776,4831
4832,Doge,Green,None,Afro Hair,None,Bone,Pink,Skeptical,None,23.43706256974613,4832
4833,Doge,Orange,Teashades,None,V-Neck,Grrrrr,Gray,Covered,Diamond Earring,73.9797223233486,4833
4834,Doggo,Red,None,Mohawk Hair,Iron Collar,Smile,Pink,Suspicious,None,31.27165496359961,4834
4835,Doggo,Orange,Polarized,Mohawk Hair,Stonks,Grrrrr,Blue,Covered,None,44.477675783707774,4835
4836,Doge,Gray,None,None,Rider Jacket,Original,Iceberg,Bloodshot,None,20.2031902829435,4836
4837,Doggo,Beige,None,Mohawk Hair,None,Smile,Original,Tired,None,17.902567530790318,4837
4838,Doggo,Lime,None,Alpine Hat,Scientist Suit,Cigar,Coffee,Puppy Eyes,None,31.209706295793318,4838
4839,Doge,Blue,Futuristic,Flatcap,Bandana,Whistle,Snow,Eyelashes,None,59.574838008126605,4839
4840,Doge,Purple,None,Sakkat,Kimono,Whistle,Original,Focused,None,27.966273544648466,4840
4841,Doge,Gray,None,None,Striped Tie,Golden Jaw,Snow,Skeptical,None,23.35606633804868,4841
4842,Doggo,Lime,None,Trapper Hat,Royal Cape,Original,Coffee,Long Lashes,None,29.214212889675363,4842
4843,Doge,Gray,None,Afro Hair,Rag Cape,Tongue Out,Coffee,Skeptical,None,28.35691309062368,4843
4844,Doge,Lime,None,None,Hoodie,Cavities,Iceberg,Tired,None,19.51719525104455,4844
4845,Doge,Red,None,Helmet,Gakuran,Party Horn,Blue,Puppy Eyes,None,31.295424649989673,4845
4846,Doge,Red,None,Sakkat,Adventurer Cape,Grrrrr,Iceberg,Tired,None,27.756696913980022,4846
4847,Doge,Orange,ScopeShot,Trapper Hat,None,Grrrrr,Green,Bloodshot,None,54.926767148118415,4847
4848,Doge,Spiral,Futuristic,Samurai Helmet,Padded Vest,Beard,Slime,Alien,None,73.38086066731361,4848
4849,Doggo,Gray,None,Straw Hat,Hoodie,Muzzle,Original,Long Lashes,None,33.32913609370408,4849
4850,Doggo,Purple,None,Newsboy,Hazard Suit,Bone,Spot,Focused,Silver Piercing,65.50336821315338,4850
4851,Doge,Orange,None,Baseball Cap,None,Smile,Coffee,Scar,Ruby Earring,55.097756633465,4851
4852,Doggo,Orange,None,Unicorn Horn,Bandana,Mask,Cyborg,Eye Shadow,None,36.28205074142266,4852
4853,Doge,Orange,None,None,Party Suit,Party Horn,Iceberg,Puppy Eyes,Silver Piercing,54.95480887960611,4853
4854,Doge,Gray,None,Sailor Hat,Rider Jacket,Party Horn,Green,Scar,None,34.98661726617031,4854
4855,Doge,Lime,3D Glasses,Trapper Hat,Iron Collar,Pizza,Coffee,Covered,None,46.087520409506396,4855
4856,Doggo,Red,None,Propeller Hat,Scientist Suit,Beauty,Slime,Focused,None,32.86228578495782,4856
4857,Doggo,Red,None,None,Business Casual,Tongue Out,Coffee,Puppy Eyes,None,19.093228899254772,4857
4858,Doggo,Red,None,Stuntman Helmet,Bandana,Smile,Black,Puppy Eyes,None,23.746384830601247,4858
4859,Doge,Green,Futuristic,None,Stonks,Iron Jaw,Pink,Focused,None,50.49763571643647,4859
4860,Doggo,Gray,None,Sleeper Cap,Winter Jacket,Original,Giraffe,Beauty,None,30.824022274474892,4860
4861,Doggo,Beige,None,Halo,Scientist Suit,Whistle,Black,Tired,None,27.794789675643788,4861
4862,Doge,Beige,None,Pickelhaube,Adventurer Jacket,Mouth Open,Black,Tired,None,27.77573971878003,4862
4863,Doge,Gray,None,Sleeper Cap,Dog Collar,Iron Jaw,Coffee,Angry,None,31.900442495859526,4863
4864,Doge,Beige,Eyepatch,Alpine Hat,Gold Collar,Party Horn,Iceberg,Tired,None,57.62223427053,4864
4865,Doge,Purple,Retro Glasses,Spike Hair,Winter Jacket,Whistle,Wave,Covered,None,48.09736927151569,4865
4866,Doge,Orange,Polarized,Bucket Hat,Samurai Armor,Beauty,Snow,Covered,None,45.39673657729611,4866
4867,Doge,Lime,None,Halo,None,Muzzle,Pink,Tired,Triple Spike Earring,59.72194683369207,4867
4868,Doggo,Purple,Teashades,None,None,Iron Jaw,Chocolate,Covered,None,31.68544019182945,4868
4869,Doge,Gray,Polarized,Beret,None,Grrrrr,Blue,Covered,None,37.38138421800285,4869
4870,Doge,Beige,Retro Glasses,Doge Cap,Drifter Jacket,Stick,Green,Covered,None,49.53087644360931,4870
4871,Doggo,VR,Futuristic,Sailor Hat,Sphere Necklace,Original,Coffee,Tired,None,58.5937670982741,4871
4872,Doggo,Beige,Polarized,None,Samurai Armor,Original,Coffee,Covered,None,30.880378069764536,4872
4873,Doge,Red,None,None,Rag Cape,Beard,Gray,Tired,Silver Piercing,56.03584690885094,4873
4874,Doge,Blue,None,Fox Mask,Scientist Suit,Teeth Showing,Iceberg,Demon Eyes,None,31.890851068667754,4874
4875,Doggo,Lime,Sunglasses,None,Scarf & T-shirt,Golden Jaw,Tiger,Covered,None,38.34349043097534,4875
4876,Doggo,Orange,None,Spike Hair,None,Pipe,Teal,Beauty,None,27.437756551594127,4876
4877,Doge,Orange,None,Baseball Cap,Drifter Jacket,Smoking,Blue,Tired,None,30.690560663462225,4877
4878,Doge,Green,None,None,Gakuran,Alien,Zebra,Skeptical,Triple Ruby Earring,60.198248524487,4878
4879,Doggo,Gray,None,Trench Helmet,Adventurer Cape,Smile,Original,Paranoid,None,30.35248032714644,4879
4880,Doggo,Beige,Sunglasses,Fox Mask,None,Original,Iceberg,Covered,Ruby Earring,66.1027041901066,4880
4881,Doggo,Lime,None,None,Kimono,Whistle,Original,Beauty,None,22.770239438941513,4881
4882,Doggo,Lime,None,Baseball Cap,Royal Cape,Whistle,Giraffe,Tired,None,30.723877005069983,4882
4883,Doggo,Red,None,Emo Hair,Scarf,Smile,Acid,Bloodshot,None,31.56691232411366,4883
4884,Doggo,Blue,Sunglasses,Popstar Hair,None,Smoking,Iceberg,Covered,None,36.04788607689418,4884
4885,Doge,Beige,None,None,Stonks,Mask,Original,Puppy Eyes,None,21.83194720550603,4885
4886,Doge,Blue,Teashades,Newsboy,Scarf,Underbit,Green,Covered,Spike Piercing,83.00884418220761,4886
4887,Doggo,Red,Monocle,Afro Hair,Padded Vest,Beauty,Spot,Skeptical,Ruby Earring,93.80928207194587,4887
4888,Doge,Beige,Polarized,Nerdy Hair,Scientist Suit,Teeth Showing,Iceberg,Covered,None,42.61545869762726,4888
4889,Doge,Beige,Eyepatch,Afro Hair,Tie,Golden Jaw,Green,Eyelashes,Silver Piercing,97.08562773281848,4889
4890,Doggo,Beige,Sunglasses,Baseball Cap,Padded Armor,Beauty,Original,Covered,None,43.93951401520655,4890
4891,Doge,Blue,None,None,Varsity Jacket,Original,Tiger,Bloodshot,None,22.46069091911139,4891
4892,Doggo,Orange,Sunglasses,Trapper Hat,Kimono,Beard,Black,Covered,None,44.35864155816707,4892
4893,Doggo,Lime,Monocle,Pickelhaube,Hazard Suit,Mouth Open,Black,Skeptical,None,57.541284707824715,4893
4894,Doggo,Red,None,Straw Hat,Iron Collar,Pipe,Green,Puppy Eyes,None,31.943078281870612,4894
4895,Doge,Red,Polarized,Bucket Hat,ETH Collar,Mouth Open,Acid,Covered,None,45.10623229525842,4895
4896,Doggo,Lime,Polarized,Plumber Hat,None,Original,Iceberg,Covered,None,31.79958224167824,4896
4897,Doge,Purple,Polarized,Bucket Hat,Varsity Jacket,Mustache,Chocolate,Covered,None,46.41594359339742,4897
4898,Doggo,Beige,None,Sakkat,None,Smile,Blue,Tired,None,18.988457721152542,4898
4899,Doge,Purple,None,Ashigaru Hat,Mechanized Collar,Whistle,Cyborg,Beauty,None,36.77261024956143,4899
4900,Doge,Green,Monocle,Spike Hair,Iron Collar,Mustache,Gray,Rolling Eyes,None,63.13232133174876,4900
4901,Doge,Blue,Eyepatch,Slouch Hat,None,Whistle,Iceberg,Tired,None,48.33544867303174,4901
4902,Doge,Beige,Sunglasses,None,Hoodie,Tongue Out,Black,Covered,Triple Gold Piercing,69.68875174815288,4902
4903,Doggo,Green,None,Fox Mask,Business Casual,Original,Black,Puppy Eyes,None,25.694520340050364,4903
4904,Doggo,Gray,None,Tophat,None,Smile,Black,Focused,Ruby Earring,51.28761268941496,4904
4905,Doggo,Green,None,None,Rag Cape,Pierced,Original,Tired,None,20.58878380752288,4905
4906,Doge,Green,None,Nerdy Hair,Gold Collar,Bone,Coffee,Skeptical,None,29.409435016609013,4906
4907,Doggo,Purple,None,Pickelhaube,Dog Collar,Smile,Chocolate,Scar,None,30.05721343893488,4907
4908,Doge,Purple,None,None,Tropical Shirt,Stick,Iceberg,Tired,None,20.284044095767122,4908
4909,Doggo,Green,None,Halo,Tie,Smile,Giraffe,Puppy Eyes,Ruby Earring,61.35531728924274,4909
4910,Doge,Orange,None,Popstar Hair,V-Neck,Smile,Original,Focused,None,25.71348454869376,4910
4911,Doggo,Green,None,Flatcap,None,Smoking,Coffee,Long Lashes,Triple Ruby Earring,59.71243781012012,4911
4912,Doggo,Red,None,Afro Hair,None,Party Horn,Spot,Eye Shadow,Triple Ruby Earring,62.61275277845998,4912
4913,Doge,Beige,None,Straw Hat,Cape & T-shirt,Smoking,Gray,Skeptical,None,31.343020239864334,4913
4914,Doge,Orange,3D Glasses,Halo,None,Original,Zebra,Covered,None,36.71479972019082,4914
4915,Doggo,Lime,None,Mohawk Hair,None,Smoking,Coffee,Tired,Triple Gold Earring,57.364464316216434,4915
4916,Doge,Orange,None,None,Mechanized Collar,Stick,Acid,Puppy Eyes,None,24.53719247463662,4916
4917,Doggo,Purple,Polarized,Alpine Hat,Varsity Jacket,Whistle,Slime,Covered,Silver Piercing,81.0133350624406,4917
4918,Doggo,Gray,Polarized,Mohawk Hair,Party Suit,Golden Jaw,Chocolate,Covered,Diamond Earring,83.54208045418964,4918
4919,Doggo,Lime,None,None,Gold Collar,Whistle,Pink,Skeptical,None,22.050988566282285,4919
4920,Doge,Red,Eyepatch,Stuntman Helmet,Kimono,Double Chin,Snow,Angry,None,63.2275368044942,4920
4921,Doge,Orange,Retro Glasses,Tophat,None,Pizza,Iceberg,Covered,None,39.0389987728423,4921
4922,Doggo,Purple,None,Propeller Hat,Tie,Smile,Black,Focused,None,24.570434025965117,4922
4923,Doggo,Beige,None,Plumber Hat,Scientist Suit,Stick,Coffee,Puppy Eyes,None,30.385688063596177,4923
4924,Doggo,Blue,Retro Glasses,None,Life Vest,Clown,Gray,Covered,None,40.996447043097085,4924
4925,Doggo,Red,None,Ashigaru Hat,Sphere Necklace,Grrrrr,Green,Tired,None,29.89037738478305,4925
4926,Doge,Orange,None,None,None,Masculine,Pink,Puppy Eyes,Triple Gold Earring,52.41644063305001,4926
4927,Doge,Purple,Polarized,Miner Helmet,Varsity Jacket,Iron Jaw,Blue,Covered,None,46.468334658088764,4927
4928,Doggo,Gray,Futuristic,Popstar Hair,Hazard Suit,Masculine,Zebra,Long Lashes,None,65.59448927699178,4928
4929,Doggo,Gray,Cyclops Sunglasses,Emo Hair,Dog Collar,Mouth Open,Slime,Covered,None,49.96438230405072,4929
4930,Doggo,Green,None,Stuntman Helmet,None,Party Horn,Original,Puppy Eyes,None,21.79377918784575,4930
4931,Doge,Gray,None,Doge Cap,Bandana,Whistle,Blue,Tired,None,26.913752095375752,4931
4932,Doggo,Lime,Cyclops Sunglasses,Stuntman Helmet,Business Casual,Tongue Out,Original,Covered,None,46.42580794654759,4932
4933,Doggo,Purple,None,None,Adventurer Jacket,Whistle,Iceberg,Grumpy,None,23.32275523520498,4933
4934,Doggo,Blue,None,Straw Hat,Stonks,Beauty,Original,Puppy Eyes,None,28.48533487211265,4934
4935,Doggo,Blue,Polarized,None,Rag Cape,Masculine,Gray,Covered,None,37.562419977500376,4935
4936,Doge,Orange,3D Glasses,Helmet,Adventurer Jacket,Tongue Out,Gray,Covered,None,46.92093048531657,4936
4937,Doge,Orange,None,Nerdy Hair,Rag Cape,Bone,Black,Skeptical,None,29.538006357828746,4937
4938,Doge,Red,None,Sakkat,Scarf & T-shirt,Cigar,Black,Paranoid,None,34.51029699679871,4938
4939,Doggo,Beige,Teashades,Trapper Hat,Adventurer Jacket,Mustache,Slime,Covered,None,51.33110817996265,4939
4940,Doggo,Beige,None,Baseball Cap,None,Stick,Iceberg,Tired,None,21.87476923147716,4940
4941,Doggo,Lime,None,Plumber Hat,None,Mustache,Iceberg,Skeptical,Silver Piercing,56.91207568463925,4941
4942,Doge,Blue,None,Ashigaru Hat,None,Stick,Original,Scar,None,26.62336309025259,4942
4943,Doge,Green,ScopeShot,None,Gakuran,Original,Coffee,Tired,None,44.28729343541595,4943
4944,Doge,Green,Eyepatch,Popstar Hair,Party Suit,Cavities,Coffee,Rolling Eyes,None,61.294042557756555,4944
4945,Doge,Green,3D Glasses,Popstar Hair,Striped Tie,Bone,Blue,Covered,None,47.68775312892384,4945
4946,Doge,Blue,None,Doge Cap,Varsity Jacket,Bone,Coffee,Robot,None,32.024206930463414,4946
4947,Doge,Red,None,None,Hoodie,Smile,Iceberg,Sad,None,20.065014651432,4947
4948,Doggo,Red,None,Bucket Hat,Sphere Necklace,Whistle,Black,Beauty,None,31.76222495148672,4948
4949,Doggo,Red,Sunglasses,None,Padded Vest,Grrrrr,Snow,Covered,None,34.828613832607594,4949
4950,Doge,Lime,None,Trapper Hat,None,Smoking,Coffee,Suspicious,Ruby Earring,58.58862918658211,4950
4951,Doge,Purple,Polarized,Tophat,Scientist Suit,Smile,Coffee,Covered,Triple Gold Piercing,75.89394515594567,4951
4952,Doggo,Lime,Retro Glasses,Helmet,Winter Jacket,Party Horn,Original,Covered,None,46.954392577923166,4952
4953,Doge,Purple,Sunglasses,Alpine Hat,Dog Collar,Mouth Open,Green,Covered,None,43.6012879221828,4953
4954,Doge,Green,None,Doge Cap,None,Party Horn,Gray,Bloodshot,None,26.17095254934813,4954
4955,Doggo,Blue,None,Propeller Hat,None,Mouth Open,Gray,Robot,None,25.313555579580697,4955
4956,Doge,Red,None,Alpine Hat,Rag Cape,Cavities,Pink,Tired,None,30.790554930945895,4956
4957,Doggo,Lime,None,Propeller Hat,Rider Jacket,Smile,Acid,Puppy Eyes,None,28.59495104837887,4957
4958,Doge,Beige,None,Nerdy Hair,Striped Tie,Grrrrr,Coffee,Puppy Eyes,Ruby Earring,61.58876839162626,4958
4959,Doggo,Orange,None,Straw Hat,Sphere Necklace,Gasmask,Original,Skeptical,None,31.033453625042263,4959
4960,Doggo,Red,None,Straw Hat,Bandana,Tongue Out,Wave,Tired,None,26.88978948986843,4960
4961,Doge,Green,Sunglasses,Propeller Hat,Cape & T-shirt,Mouth Open,Wave,Covered,None,44.725228476388324,4961
4962,Doge,Beige,Polarized,Helmet,None,Pizza,Chocolate,Covered,None,37.50040891246285,4962
4963,Doge,Blue,None,Sailor Hat,Scientist Suit,Whistle,Wave,Skeptical,Ruby Earring,65.56536116131394,4963
4964,Doggo,Gray,None,None,Winter Jacket,Cavities,Chocolate,Scar,Ruby Earring,59.54101300495296,4964
4965,Doggo,Blue,Sunglasses,Sleeper Cap,None,Teeth Showing,Pink,Covered,None,35.64305825716098,4965
4966,Doge,Blue,None,Helmet,ETH Collar,Mask,Black,Long Lashes,None,34.01492820376723,4966
4967,Doggo,Red,None,Helmet,Bandana,Pizza,Tiger,Puppy Eyes,None,29.81414470179508,4967
