,Number,Drip Grade,Core,Drip Score,Neck,Hair,Shirt,Eye Color,Eyes,Race,Background,Hat,Face Decoration,Glasses,Necklace,Earring,Rarity score,Token Id
1192,1192,a-drip,harajuku-gyaru,36,anime chest tattoo,bowl brown,active dissident shirt,blue,sparkle,pink,yashima,heihei hat,None,None,None,None,35.370225772569405,1192
1193,1193,normal,hypebeast-gyaru,20,None,og blonde,jesus tank,blue,classic,pale,sunrise,treeprint bucket,None,None,girl necklace,None,26.912185143650607,1193
1194,1194,a-drip,hypebeast-gyaru,35,None,tuft blue,silk shirt,blue,closed,clay,bushland,backwards trucker pink,None,None,None,loop chain earring,30.14952710069332,1194
1195,1195,a-drip,harajuku,39,None,og frosted blonde,tie dye shirt,blue,dilated,pink,roadside,cake hat,None,None,None,None,16.614891888881957,1195
1196,1196,normal,lolita-hypebeast,22,None,og black,chore coat,brown,sparkle,clay,mountain,blue pink bow,None,None,None,dual rings gold,25.12872597792608,1196
1197,1197,c-drip,prep-hypebeast,27,None,braid blue,skull sweater,brown,classic,clay,yashima,varsity cap,None,None,None,None,16.100240519064922,1197
1198,1198,b-drip,prep-gyaru,31,None,short orange,blue sweatervest,blue,dilated,pink,sunset,trucker anime,None,None,coral cross necklace,dual rings gold,42.901094138539754,1198
1199,1199,normal,hypebeast,25,None,bowl slate,maf creeper,brown,teary,pale,sunset,None,nose ring silver,sunglasses,None,None,33.677868817348966,1199
1200,1200,a-drip,gyaru,36,None,short blonde,mwo shirt,blue,sparkle,pale,sunset,trucker white rabbit,None,harajuku glasses,None,None,27.55459317551535,1200
1201,1201,ss-drip,hypebeast,45,None,braid blue,malenciaga jersey,green,classic,tan,mountain,None,None,harajuku glasses,None,None,27.159357826788426,1201
1202,1202,b-drip,lolita-gyaru,31,None,braid black,sailor lolita,gold,dilated,pink,bushland,trucker construction,None,mottega sunglasses blue,None,None,34.477451697216786,1202
1203,1203,b-drip,hypebeast-gyaru,33,None,short blue,bowling shirt oriental,green,classic,clay,sunrise,flower clip,teardrops tattoo,None,smiley bead necklace,None,44.03215541581531,1203
1204,1204,b-drip,prep-gyaru,32,None,tuft purple,fuzzy coat,brown,classic,pale,casino,trucker white rabbit,None,mottega sunglasses yellow,None,None,29.936036534567478,1204
1205,1205,b-drip,lolita-gyaru,30,spider neck tattoo,og blonde,active dissident shirt,green,sleepy,tan,roadside,fuzz earmuffs,None,None,None,None,36.99054278699324,1205
1206,1206,c-drip,hypebeast,28,None,og black,bowling shirt,brown,sleepy,pink,mountain,None,None,None,lean neck tattoo,None,23.637816276507404,1206
1207,1207,normal,harajuku,18,None,bowl slate,cardigan tee,green,classic,clay,sunset,None,None,None,girl necklace,None,19.802614714383893,1207
1208,1208,b-drip,prep-harajuku,32,None,bowl brown,heihei shirt,aqua,sparkle,clay,casino,plaid bonnet,nose ring silver,None,fliphone lanyard,None,51.83693881611104,1208
1209,1209,a-drip,gyaru,35,None,tuft dark,super lover shirt,blue,spiral,tan,clouds,shy saints cap,face piercings,None,None,None,36.17955925756438,1209
1210,1210,normal,hypebeast,22,None,og orange,maf creeper,green,sparkle,tan,bushland,None,None,None,None,None,4.954015909132559,1210
1211,1211,a-drip,gyaru,37,None,short orange,cactus shirt,lilac,crying,pink,casino,None,None,sunglasses,None,double safety pins,44.73278010457953,1211
1212,1212,a-drip,hypebeast,38,None,braids harajuku dye,maf rothko,blue,dilated,clay,sunrise,None,black hearts tattoo,None,None,None,20.997257964271473,1212
1213,1213,normal,prep,14,None,bowl brown,black blazer,green,closed,clay,bushland,None,None,None,None,None,4.619462667564274,1213
1214,1214,a-drip,harajuku-gyaru,37,anime chest tattoo,tuft purple,super lover shirt,green,teary,clay,mountain,fez,None,None,None,dual rings gold,47.37958136265918,1214
1215,1215,normal,lolita-prep,19,None,bowl slate,peter pan collar shirt,brown,dilated,pale,nagano,beret,teardrops tattoo,None,None,None,28.672845896182196,1215
1216,1216,c-drip,lolita,27,spider neck tattoo,og blue,fur coat,green,crying,pink,mountain,None,None,None,None,None,25.87091443560888,1216
1217,1217,c-drip,prep-hypebeast,29,None,bowl black,malenciaga jersey,brown,closed,clay,sunrise,varsity cap,None,None,None,None,16.81533632056653,1217
1218,1218,s-drip,hypebeast-gyaru,44,None,braids harajuku dye,cactus shirt,blue,crying,clay,bushland,buckethat,nose ring gold,sunglasses,None,None,49.60839757741825,1218
1219,1219,b-drip,prep-gyaru,30,None,tuft dark,sheep pullover,green,dilated,pale,mountain,trucker im so,nose ring silver,None,None,burger earring,39.83396248091283,1219
1220,1220,b-drip,prep-harajuku,33,None,short blonde,sheep pullover,green,sleepy,pink,sonora,kossphones,None,None,None,None,16.71095296416754,1220
1221,1221,b-drip,hypebeast,34,None,tuft purple,western jacket,green,sparkle,pale,sunset,None,None,moakleys,None,None,18.820373251215052,1221
1222,1222,a-drip,gyaru,36,None,braid purple,leopard polo,green,sleepy,clay,streets,None,temple cross tattoo,None,None,None,23.717773239697294,1222
1223,1223,normal,gyaru,24,None,braid black,super lover shirt,brown,sleepy,pale,sunrise,trucker oasis,None,None,None,None,10.637950479928653,1223
1224,1224,b-drip,lolita-prep,32,anime chest tattoo,short blonde,sailor lolita,green,teary,clay,sunrise,plaid bonnet,None,None,None,dual rings silver,45.84274382315748,1224
1225,1225,b-drip,hypebeast,30,None,tuft purple,skull sweater,green,sleepy,clay,sonora,None,None,sunglasses,None,None,22.065611903897818,1225
1226,1226,c-drip,lolita,26,None,bowl green,goth poncho,blue,classic,pink,roadside,None,nose ring gold,None,None,None,21.519800965558435,1226
1227,1227,normal,gyaru,21,None,og green,blue ribbon tank,blue,sparkle,clay,mountain,None,None,None,None,flower earring,14.324171400263708,1227
1228,1228,a-drip,harajuku-gyaru,35,None,tuft dark,heihei shirt,blue,sleepy,clay,bushland,cross cap white,None,None,eth necklace,dual rings gold,46.96775203952959,1228
1229,1229,b-drip,prep-gyaru,30,None,tuft purple,sweater and tie,blue,sleepy,pale,casino,aloha visor,None,None,None,None,14.609421596543262,1229
1230,1230,normal,lolita,22,None,tuft green,blue pink shirt,green,sleepy,pale,mountain,None,None,round glasses,None,diamond stud,31.92157736744024,1230
1231,1231,b-drip,gyaru,30,None,og blonde,active dissident shirt,green,dilated,pink,sunset,trucker white rabbit,None,None,None,safety pin piercing,24.384674197807453,1231
1232,1232,normal,gyaru,12,None,bowl black,super lover shirt,brown,classic,pale,bushland,None,None,None,None,None,1.679260913727827,1232
1233,1233,b-drip,hypebeast-gyaru,32,None,og orange,silk shirt,green,classic,pale,streets,shy saints cap,None,prescription glasses,None,None,29.12686030804637,1233
1234,1234,s-drip,hypebeast,43,None,braid blue,western jacket,brown,classic,pink,bushland,None,None,mottega sunglasses yellow,None,celine dog,38.2114793111067,1234
1235,1235,s-drip,harajuku-gyaru,40,None,og frosted blonde,cactus shirt,aqua,sparkle,tan,sunrise,cake hat,None,None,None,None,24.882696675469944,1235
1236,1236,ss-drip,harajuku-gyaru,46,None,og frosted blonde,zip polo,blue,teary,tan,streets,trucker im so,None,None,milady beads,None,41.75160442478452,1236
1237,1237,normal,prep-gyaru,23,None,tuft green,green blazer,green,crying,pale,mountain,trucker hat 911,None,None,None,dual rings silver,25.79785753930386,1237
1238,1238,c-drip,hypebeast,28,None,braid black,mape hoodie,green,crying,pink,sonora,None,None,None,None,double safety pins,22.49421689964801,1238
1239,1239,c-drip,gyaru,28,None,braid purple,jesus tank,green,sleepy,pale,sunrise,None,teardrops tattoo,None,milady beads,None,36.4067304166772,1239
1240,1240,s-drip,hypebeast,40,castle neck tattoo,braid blue,matagonia pullover,green,classic,clay,nagano,None,None,prescription glasses,evil eye necklace,None,59.49028054506671,1240
1241,1241,s-drip,lolita,42,None,short orange,sailor lolita,aqua,crying,pink,sonora,None,teardrops tattoo,round glasses,None,burger earring,62.323475871249165,1241
1242,1242,normal,hypebeast,23,None,short orange,red puffer,blue,crying,pale,harajuku,None,None,None,None,None,6.656235602647219,1242
1243,1243,a-drip,hypebeast,35,None,short green,skull sweater,blue,spiral,clay,sunset,None,None,cobain glasses,None,chain earrings,38.353670278171656,1243
1244,1244,c-drip,lolita-hypebeast,29,None,bowl green,bowling shirt oriental,blue,sparkle,pale,casino,blue pink bow,None,None,pearl necklace,safety pin piercing,45.38911025500366,1244
1245,1245,c-drip,gyaru,28,None,bowl blue,active dissident shirt,blue,classic,pink,sunset,None,None,None,None,bar piercings,17.04713753717753,1245
1246,1246,normal,gyaru,25,None,braid black,hikki condition shirt,green,teary,pale,clouds,None,snakebites,None,None,None,18.34314295390018,1246
1247,1247,normal,prep,24,None,og green,blue sweatervest,green,classic,clay,streets,None,teardrops tattoo,round glasses,cherry necklace,None,51.17538450169755,1247
1248,1248,ss-drip,hypebeast,47,None,bowl blue,bowling shirt,grey,teary,clay,bushland,treeprint bucket,nose ring gold,None,lean neck tattoo,strawberry earring,68.67042067455674,1248
1249,1249,ss-drip,gyaru,51,lean neck tattoo,braid blue,im cute im punk shirt,green,classic,pink,mountain,workin cap,face piercings,harajuku glasses,None,None,64.46822043609635,1249
1250,1250,s-drip,hypebeast-gyaru,43,None,tuft blue,silk shirt,leaf,sleepy,pink,harajuku,cross cap pink,None,None,None,None,26.260690322383518,1250
1251,1251,c-drip,lolita-prep,27,None,bowl brown,blue pink shirt,blue,crying,black,clouds,beret,None,None,None,None,22.56363626971875,1251
1252,1252,s-drip,lolita-hypebeast,43,None,og black,pink coat,blue,crying,black,casino,buckethat,None,cobain glasses,None,None,42.4269916508098,1252
1253,1253,s-drip,gyaru,42,None,tuft purple,mouse tank,blue,classic,clay,roadside,trucker oasis,None,cobain glasses,fliphone lanyard,None,48.62563636415962,1253
1254,1254,normal,prep-gyaru,20,None,tuft blue,green blazer,brown,classic,clay,mountain,trucker im so,star heart tattoo,None,None,None,25.48832051919405,1254
1255,1255,b-drip,gyaru,31,None,bowl green,remilia tank,brown,sparkle,pink,mountain,None,None,None,fliphone lanyard,flower earring,34.828369892581286,1255
1256,1256,b-drip,lolita-hypebeast,33,None,og blue,bowling shirt oriental,brown,classic,pale,train,maid hat,star heart tattoo,None,girl necklace,None,48.22418488108612,1256
1257,1257,normal,prep,25,None,og black,black blazer,green,classic,pink,sonora,None,None,mottega sunglasses blue,None,chain earrings,32.79568732791565,1257
1258,1258,a-drip,lolita-prep,39,None,tuft blue,goth poncho,leaf,heart eyes,pale,clouds,orange beret,None,None,None,dual rings silver,39.35779485896405,1258
1259,1259,s-drip,hypebeast,40,None,bowl green,maf rothko,gold,closed,alien,clouds,None,None,round glasses,None,None,37.979729908035765,1259
1260,1260,normal,lolita-prep,20,None,tuft green,pink coat,brown,teary,clay,sunrise,varsity cap,None,None,None,None,13.086689716314009,1260
1261,1261,normal,prep,16,None,tuft brown,sweater and tie,green,sparkle,pale,sunrise,None,None,None,None,None,1.260891670166714,1261
1262,1262,normal,lolita-gyaru,25,None,braid green,blue pink shirt,brown,classic,pale,sunrise,trucker oasis,snakebites,None,None,None,25.53638483982814,1262
1263,1263,normal,prep-gyaru,20,None,bowl slate,blue sweatervest,blue,dilated,clay,clouds,trucker anime,None,None,coral cross necklace,None,28.597470795116397,1263
1264,1264,normal,gyaru,24,None,braids harajuku dye,blue ribbon tank,blue,classic,clay,sunrise,None,None,None,None,None,1.0100576052065304,1264
1265,1265,normal,gyaru,24,None,tuft blue,cactus shirt,leaf,crying,pink,sunset,None,None,None,None,None,10.04188938905746,1265
1266,1266,c-drip,hypebeast-harajuku,26,None,short blue,meedles tracksuit,blue,sparkle,clay,sonora,bandana,None,None,None,None,14.816320187155432,1266
1267,1267,ss-drip,hypebeast,47,None,tuft brown,malenciaga jersey,green,sparkle,pink,bushland,miteryx beanie,milady pilled tattoo,None,None,None,31.255557085165513,1267
1268,1268,a-drip,hypebeast-gyaru,38,None,bowl brown,bowling shirt,brown,dilated,black,sunrise,trucker im so,None,None,fliphone lanyard,None,36.97187572400314,1268
1269,1269,a-drip,gyaru,35,None,og green,super lover shirt,brown,sparkle,clay,sunrise,rhinestone skull cap,None,mottega sunglasses yellow,None,None,28.79656787136281,1269
1270,1270,normal,prep-hypebeast,23,None,short blonde,skull sweater,blue,sleepy,clay,mountain,varsity cap,None,None,None,None,12.013953873688562,1270
1271,1271,b-drip,hypebeast-gyaru,30,None,short orange,football shirt,brown,dilated,clay,sonora,trucker im so,None,None,None,None,14.155597502910153,1271
1272,1272,c-drip,prep-gyaru,28,spider neck tattoo,bowl purple,sweater and tie,green,sparkle,clay,bushland,trucker white rabbit,None,None,None,None,29.594936930702705,1272
1273,1273,a-drip,hypebeast,37,None,bowl blue,chore coat,brown,teary,clay,sunrise,meedles headband,milady pilled tattoo,None,None,None,30.644982692251123,1273
1274,1274,b-drip,prep,34,None,og blue,knit sweater,brown,classic,pink,mountain,beret,crescent tattoo,None,girl necklace,None,44.989701740427435,1274
1275,1275,normal,gyaru,18,None,tuft dark,mwo shirt,brown,classic,pale,streets,None,None,None,None,None,3.8687124349799915,1275
1276,1276,a-drip,gyaru,39,None,braid purple,super lover shirt,blue,classic,clay,roadside,trucker pink camo,None,mottega sunglasses yellow,None,None,29.923670742481207,1276
1277,1277,c-drip,prep-gyaru,26,None,og orange,jesus tank,brown,crying,clay,xp,orange beret,None,None,None,None,18.586514192172082,1277
1278,1278,b-drip,prep,34,None,bowl purple,blue sweatervest,green,classic,clay,mountain,plaid bonnet,nose ring silver,sunglasses,None,None,41.38739107422294,1278
1279,1279,a-drip,harajuku-gyaru,38,None,og blonde,zip polo,blue,dilated,pale,bushland,denim usa cap,nose ring gold,sunglasses,None,dual rings gold,58.708861705527205,1279
1280,1280,normal,prep-hypebeast,25,None,bowl blue,meedles tracksuit,brown,dilated,pale,bushland,plaid bonnet,None,None,None,chain earrings,24.840209363700087,1280
1281,1281,normal,gyaru,24,None,bowl green,active dissident shirt,brown,closed,tan,bushland,None,None,None,None,None,8.302042580767372,1281
1282,1282,s-drip,hypebeast,40,None,braid brown,football shirt,green,dilated,clay,bushland,meedles headband,None,None,None,chrome cross,28.148535339003416,1282
1283,1283,a-drip,gyaru,35,spider neck tattoo,tuft purple,blue ribbon tank,brown,teary,clay,bushland,None,crescent tattoo,None,coral cross necklace,safety pin piercing,70.90248966238467,1283
1284,1284,normal,prep-gyaru,23,None,tuft blue,super lover shirt,green,sleepy,pale,clouds,tennis visor,None,None,None,None,12.599491575647056,1284
1285,1285,b-drip,lolita-gyaru,33,None,tuft purple,goth poncho,blue,dilated,pale,sunrise,trucker oasis,temple cross tattoo,None,None,None,27.046493234021156,1285
1286,1286,normal,hypebeast,24,None,og blonde,western jacket,green,classic,clay,harajuku,None,teardrops tattoo,None,None,safety pin piercing,32.55737045274383,1286
1287,1287,ss-drip,harajuku,52,anime chest tattoo,bowl purple,bosozuku jacket,green,sparkle,alien,sunrise,None,None,None,None,None,32.81525744704307,1287
1288,1288,b-drip,harajuku,31,None,tuft green,goth harajuku,brown,closed,tan,sunset,None,snakebites,prescription glasses,None,None,42.51850796655377,1288
1289,1289,c-drip,hypebeast-gyaru,29,None,braid black,jesus tank,green,classic,pink,clouds,trucker gothic milady,None,None,mestwood pearl necklace,None,31.40368877128004,1289
1290,1290,b-drip,gyaru,32,None,tuft blue,cactus shirt,green,sparkle,pale,sunrise,backwards trucker pink,nose ring silver,None,None,safety pin piercing,38.713349727123564,1290
1291,1291,c-drip,prep,29,None,short blonde,pink knit polo,blue,teary,pink,bushland,None,None,mottega sunglasses blue,None,None,21.532261486648252,1291
1292,1292,s-drip,hypebeast-gyaru,41,None,short blonde,cactus shirt,green,teary,pink,sonora,trucker gothic milady,gucci cone tattoo,None,None,chain earrings,48.02577813427576,1292
1293,1293,b-drip,hypebeast-gyaru,34,None,bowl green,bowling shirt oriental,brown,crying,pink,sunset,backwards trucker pink,None,None,None,strawberry earring,29.963305691147823,1293
1294,1294,b-drip,prep-gyaru,30,spider neck tattoo,short blonde,knit sweater,green,sparkle,clay,bushland,rhinestone skull cap,None,prescription glasses,None,None,44.78677492849445,1294
1295,1295,a-drip,hypebeast,37,None,tuft purple,bowling shirt oriental,brown,sleepy,pale,sunrise,None,milady pilled tattoo,None,lean neck tattoo,None,39.91543265366485,1295
1296,1296,normal,lolita,24,None,braid black,pink coat,brown,crying,pale,mountain,None,None,None,None,dual rings gold,19.33849918338729,1296
1297,1297,c-drip,gyaru,28,castle neck tattoo,bowl purple,jesus tank,green,sparkle,pink,sunrise,None,None,None,coral cross necklace,None,38.43044947799466,1297
1298,1298,c-drip,lolita,28,None,short green,blue pink shirt,lilac,crying,pale,bushland,bear hat,None,None,None,None,19.79712748404724,1298
1299,1299,c-drip,lolita,26,None,short orange,sailor lolita,green,sparkle,clay,bushland,None,face piercings,None,None,None,19.24470614904796,1299
1300,1300,normal,lolita-gyaru,18,None,tuft dark,special people shirt,green,teary,clay,streets,maid hat,None,None,None,None,14.057005695568186,1300
1301,1301,a-drip,prep-gyaru,37,None,short blonde,knit sweater,blue,classic,clay,sunrise,trucker pink camo,crescent tattoo,None,milady beads,cherry earring,59.72056556850226,1301
1302,1302,b-drip,lolita-gyaru,31,None,og frosted blonde,blue pink shirt,aqua,spiral,pale,mountain,brown cowboy hat,None,round glasses,None,None,35.64207795806788,1302
1303,1303,b-drip,hypebeast-gyaru,31,None,tuft blue,bowling shirt,gold,teary,pale,mountain,trucker oasis,None,None,coral cross necklace,None,35.67546916243289,1303
1304,1304,normal,hypebeast-gyaru,24,None,braid green,red puffer,brown,classic,clay,sunset,aloha visor,None,None,None,None,10.313877759004264,1304
1305,1305,s-drip,prep,43,None,braids harajuku dye,sheep pullover,green,dilated,pale,mountain,None,None,harajuku glasses,None,flower earring,36.593237266467874,1305
1306,1306,normal,prep-harajuku,25,None,None,kogal cardigan,green,sparkle,pale,sonora,strawberry hat,None,None,None,safety pin piercing,26.209820075658808,1306
1307,1307,c-drip,prep-gyaru,29,None,braid brown,green blazer,lilac,dilated,pink,bushland,white cowboy hat,nose ring gold,None,None,None,32.898800276576715,1307
1308,1308,a-drip,hypebeast,35,None,bowl purple,maf creeper,aqua,closed,black,sunset,None,nose ring silver,None,None,None,33.10383743031278,1308
1309,1309,normal,prep-gyaru,23,None,bowl brown,knit sweater,brown,classic,clay,sunset,trucker anime,None,None,cherry necklace,diamond stud,41.11949812930398,1309
1310,1310,b-drip,harajuku-gyaru,31,None,og green,jesus tank,brown,dilated,pale,clouds,kossphones,crescent tattoo,None,None,None,29.894308409132307,1310
1311,1311,b-drip,hypebeast-harajuku,34,None,braid brown,western jacket,brown,teary,pale,roadside,heihei hat,snakebites,None,None,None,31.66529510966135,1311
1312,1312,c-drip,lolita,26,None,braid brown,pink coat,aqua,teary,tan,sunset,None,None,None,None,None,14.69282909261781,1312
1313,1313,b-drip,harajuku,30,None,braid blue,heihei shirt,blue,teary,pale,bjork,None,None,None,None,None,8.34871948143901,1313
1314,1314,a-drip,gyaru,36,None,braid brown,leopard polo,brown,sparkle,tan,casino,None,None,None,fliphone lanyard,None,28.23190124788717,1314
1315,1315,c-drip,prep,28,None,bowl green,pink knit polo,green,sparkle,clay,sonora,beret,None,prescription glasses,None,None,28.04149914185496,1315
1316,1316,c-drip,gyaru,29,None,short blonde,mwo shirt,lilac,dilated,clay,streets,trucker im so,None,None,None,None,18.20803320885116,1316
1317,1317,c-drip,prep-harajuku,27,None,bowl slate,leopard vest,blue,crying,clay,bushland,varsity cap,black hearts tattoo,None,None,None,31.30976289547207,1317
1318,1318,s-drip,hypebeast,40,None,og frosted purple,football shirt,blue,spiral,clay,mountain,None,face piercings,None,None,diamond stud,39.008159451611085,1318
1319,1319,normal,gyaru,20,None,og blonde,mouse tank,green,smug,pale,harajuku,None,None,None,cherry necklace,None,24.072352142376126,1319
1320,1320,normal,hypebeast,21,None,og green,chore coat,grey,teary,clay,roadside,None,None,None,None,None,10.372238499219364,1320
1321,1321,normal,prep,12,None,bowl brown,bear sweater,green,sparkle,pale,mountain,None,None,None,None,None,1.0246110706183376,1321
1322,1322,normal,harajuku,19,None,short blue,leopard vest,green,dilated,clay,sunrise,None,None,None,None,None,2.90260790690174,1322
1323,1323,normal,lolita,24,None,short blonde,sailor lolita,brown,classic,clay,streets,None,None,round glasses,None,None,20.639001970113867,1323
1324,1324,a-drip,gyaru,39,None,og orange,cactus shirt,green,dilated,pale,sunrise,white cowboy hat,None,harajuku glasses,None,None,27.949811588359495,1324
1325,1325,c-drip,hypebeast-gyaru,29,None,bowl slate,mape hoodie,green,teary,pale,bushland,white cowboy hat,None,None,None,dual rings gold,26.674148490904294,1325
1326,1326,normal,hypebeast,20,None,bowl brown,mape hoodie,brown,sparkle,pink,clouds,None,None,None,None,None,4.5588058482617555,1326
1327,1327,normal,hypebeast,23,None,tuft dark,bowling shirt oriental,blue,dilated,clay,bjork,None,None,None,None,None,4.004627244789929,1327
1328,1328,normal,prep,16,None,short blue,black blazer,green,dilated,pale,sonora,None,None,None,None,None,2.9296873445352842,1328
1329,1329,c-drip,hypebeast,26,None,short blue,mape hoodie,green,crying,pink,sunrise,None,teardrops tattoo,None,None,None,22.249475768274063,1329
1330,1330,a-drip,lolita-hypebeast,39,castle neck tattoo,braid green,ribbon lolita,blue,classic,pink,bushland,miteryx beanie,None,None,None,chrome cross,47.01576136457918,1330
1331,1331,normal,prep-gyaru,16,None,bowl brown,special people shirt,blue,classic,clay,sonora,varsity cap,None,None,None,None,11.524699375945891,1331
1332,1332,b-drip,harajuku-gyaru,30,None,og green,goth harajuku,blue,crying,clay,mountain,white cowboy hat,None,None,None,None,15.355953468734024,1332
1333,1333,normal,prep,20,None,og frosted purple,knit sweater,green,sparkle,pale,sunrise,None,None,None,girl necklace,None,18.3136126472609,1333
1334,1334,s-drip,prep-hypebeast,43,None,og blue,silk shirt,lilac,sparkle,clay,nagano,varsity cap,gucci cone tattoo,prescription glasses,None,None,54.678332042454734,1334
1335,1335,a-drip,gyaru,36,None,braid black,super lover shirt,brown,spiral,tan,mountain,cross cap white,None,prescription glasses,None,None,35.97038637547203,1335
1336,1336,b-drip,harajuku,30,None,og frosted purple,goth harajuku,lilac,sparkle,pale,mountain,None,teardrops tattoo,mottega sunglasses blue,None,None,40.047188507864696,1336
1337,1337,b-drip,hypebeast-gyaru,31,None,bowl black,western jacket,aqua,teary,pale,nagano,trucker im so,None,mottega sunglasses blue,None,safety pin piercing,49.79229932023523,1337
1338,1338,normal,lolita,21,None,og blue,ribbon lolita,green,teary,pink,tennis,None,None,None,None,None,6.656340197891164,1338
1339,1339,c-drip,hypebeast,26,None,bowl blue,western jacket,brown,sparkle,tan,roadside,None,None,None,None,None,9.902089455894005,1339
1340,1340,normal,lolita-harajuku,24,None,tuft blue,tie dye shirt,green,dilated,pink,bushland,pink bonnet,None,None,None,dual rings gold,25.296127877637474,1340
1341,1341,b-drip,lolita,31,None,braid green,maid,blue,teary,clay,sunrise,maid hat,None,None,None,None,13.057809281668739,1341
1342,1342,normal,gyaru,18,None,short blue,jesus tank,brown,sparkle,pink,bushland,None,None,None,None,None,2.5011183343804104,1342
1343,1343,c-drip,lolita,26,None,short orange,blue pink shirt,green,dilated,pink,bushland,None,nose ring silver,None,None,chain earrings,33.63650666294241,1343
1344,1344,b-drip,hypebeast-gyaru,30,None,short green,im cute im punk shirt,lilac,classic,pink,sunset,meedles headband,None,None,None,diamond stud,31.054744128092494,1344
1345,1345,normal,lolita,18,None,bowl green,pink coat,brown,crying,clay,mountain,None,None,None,None,None,6.0623260416801825,1345
1346,1346,s-drip,harajuku-gyaru,41,castle neck tattoo,tuft green,cardigan tee,blue,classic,black,mountain,trucker anime,nose ring gold,round glasses,silver coin necklace,chain earrings,100.0,1346
1347,1347,normal,gyaru,24,None,short blue,blue ribbon tank,green,classic,pale,sunrise,None,None,round glasses,evil eye necklace,None,32.770314541834075,1347
1348,1348,b-drip,prep-hypebeast,34,None,short green,skull sweater,blue,crying,pink,clouds,varsity cap,None,None,None,flower earring,31.813814318438325,1348
1349,1349,normal,hypebeast,25,None,braid black,chore coat,brown,sparkle,tan,bushland,None,None,None,None,None,5.94731997050104,1349
1350,1350,normal,prep,19,None,bowl slate,green blazer,brown,dilated,pale,clouds,None,None,None,None,chrome cross,17.452345332060382,1350
1351,1351,a-drip,lolita,35,None,braid green,pink coat,brown,sleepy,black,xp,None,None,None,None,None,16.192441116550686,1351
1352,1352,c-drip,prep,29,None,bowl harajuku dye,sweater and tie,green,dilated,pale,casino,None,None,None,None,None,5.289044819521108,1352
1353,1353,normal,lolita,18,None,og black,peter pan collar shirt,blue,dilated,pale,sunset,None,None,prescription glasses,None,dual rings gold,30.966065032549167,1353
1354,1354,normal,hypebeast,25,None,og orange,maf rothko,brown,heart eyes,pale,sunset,None,nose ring silver,None,None,None,20.118364532821456,1354
1355,1355,normal,prep-gyaru,25,None,braid green,black blazer,blue,sparkle,pale,clouds,denim usa cap,None,round glasses,None,None,26.013118164820625,1355
1356,1356,normal,hypebeast-gyaru,18,None,og blonde,special people shirt,lilac,classic,pale,mountain,buckethat,None,None,None,None,14.602738603978102,1356
1357,1357,b-drip,gyaru,30,None,bowl purple,jesus tank,blue,teary,pale,mountain,denim fish cap,None,None,None,None,11.042045678889991,1357
1358,1358,c-drip,harajuku-gyaru,26,None,tuft brown,goth harajuku,blue,teary,clay,train,trucker hat 911,None,None,None,None,17.022422319071172,1358
1359,1359,c-drip,lolita-gyaru,29,None,short blonde,active dissident shirt,brown,sparkle,pale,casino,sailor hat,None,round glasses,None,None,29.99656911826073,1359
1360,1360,normal,prep,22,None,braid blue,bear sweater,brown,spiral,clay,bushland,None,None,None,None,None,5.821795717509131,1360
1361,1361,b-drip,lolita-prep,34,lean neck tattoo,tuft blue,bear sweater,green,dilated,tan,sonora,bear hat,None,None,None,None,36.175113399602154,1361
1362,1362,b-drip,prep-gyaru,34,lean neck tattoo,bowl slate,ulzzang coat,brown,dilated,pink,bushland,flower clip,None,prescription glasses,None,None,46.97157871206333,1362
1363,1363,c-drip,prep,28,None,short blonde,black blazer,green,sleepy,pink,sunrise,None,None,cobain glasses,None,None,21.705773691346923,1363
1364,1364,c-drip,gyaru,28,None,bowl brown,special people shirt,brown,sleepy,pale,clouds,None,nose ring gold,moakleys,None,None,37.56938813819667,1364
1365,1365,c-drip,prep-harajuku,26,None,og black,kogal cardigan,blue,closed,pale,sunrise,bear ears,None,mottega sunglasses yellow,None,dual rings gold,45.343174022486,1365
1366,1366,s-drip,hypebeast-gyaru,44,None,bowl purple,remilia tank,blue,teary,pink,mountain,alien hat,crescent tattoo,None,None,None,32.65440632305001,1366
1367,1367,c-drip,hypebeast-gyaru,26,None,braid green,meedles tracksuit,brown,teary,pale,sunset,trucker anime,None,None,None,None,13.728856630652391,1367
1368,1368,normal,lolita-gyaru,24,None,short blonde,fur coat,brown,sleepy,clay,casino,trucker oasis,None,None,None,None,14.454299920647898,1368
1369,1369,b-drip,prep,30,None,tuft blue,bear sweater,green,teary,clay,sunset,orange beret,None,None,None,None,11.978799163264284,1369
1370,1370,normal,hypebeast,23,None,bowl slate,meedles tracksuit,blue,classic,tan,sonora,None,None,None,None,None,6.67514423580568,1370
1371,1371,normal,prep,22,None,braid blue,black blazer,lilac,spiral,pale,sunrise,None,None,None,None,None,9.876521651139754,1371
1372,1372,c-drip,prep-gyaru,28,None,bowl slate,cactus shirt,brown,spiral,clay,mountain,earflap cap,nose ring gold,None,None,None,31.18425832479631,1372
1373,1373,normal,lolita-gyaru,20,None,short blue,ribbon lolita,green,dilated,clay,mountain,shy saints cap,star heart tattoo,None,None,None,24.988543269597248,1373
1374,1374,c-drip,prep-gyaru,26,None,og blue,kogal cardigan,blue,closed,pale,xp,trucker oasis,None,None,None,dual rings gold,31.11954775782318,1374
