,Number,Drip Grade,Core,Drip Score,Neck,Hair,Shirt,Eye Color,Eyes,Race,Background,Hat,Face Decoration,Glasses,Necklace,Earring,Rarity score,Token Id
3561,3561,ss-drip,hypebeast-harajuku,48,None,og frosted purple,football shirt,blue,classic,alien,sunrise,cat earmuffs,None,None,None,None,22.8775374062805,3561
3562,3562,ss-drip,lolita-prep,47,None,tuft green,blue pink shirt,lilac,sleepy,black,roadside,orange beret,crescent tattoo,None,None,heart pearls earring,59.62497241292111,3562
3563,3563,c-drip,hypebeast,26,None,og frosted blonde,matagonia pullover,green,sparkle,pale,mountain,None,None,None,None,None,2.884161587304459,3563
3564,3564,a-drip,prep-gyaru,39,None,bowl purple,fuzzy coat,brown,sparkle,pink,nagano,brown cowboy hat,None,None,None,cherry earring,31.326686240570645,3564
3565,3565,c-drip,lolita-gyaru,27,None,bowl green,active dissident shirt,aqua,sparkle,pink,xp,maid hat,nose ring silver,None,None,None,35.86366430875755,3565
3566,3566,b-drip,lolita,30,None,bowl blue,fur coat,blue,sparkle,clay,mountain,pink bow,None,None,None,None,11.520824905225147,3566
3567,3567,s-drip,gyaru,40,castle neck tattoo,bowl brown,blue ribbon tank,blue,crying,clay,clouds,backwards trucker pink,face piercings,None,lean neck tattoo,cherry earring,82.06554699137925,3567
3568,3568,c-drip,lolita-hypebeast,28,None,tuft dark,skull sweater,lilac,classic,tan,sunrise,blue pink bow,None,None,None,chain earrings,35.633753362373305,3568
3569,3569,normal,lolita,18,None,braid green,blue pink shirt,green,sparkle,clay,sunset,None,None,None,None,None,1.9029454601569395,3569
3570,3570,normal,gyaru,16,None,short blue,blue ribbon tank,green,teary,pale,bushland,None,None,None,None,None,2.061946440028005,3570
3571,3571,b-drip,prep,30,None,braid blue,knit sweater,green,classic,clay,bushland,varsity cap,None,None,milady beads,None,27.79692659419305,3571
3572,3572,b-drip,hypebeast-gyaru,33,None,bowl black,cactus shirt,aqua,dilated,tan,yashima,trucker gothic milady,None,None,None,dual rings silver,36.94898948559477,3572
3573,3573,b-drip,gyaru,33,None,og orange,cactus shirt,brown,classic,tan,sunset,denim fish cap,None,None,None,None,14.757896474758855,3573
3574,3574,b-drip,hypebeast,34,None,bowl black,bowling shirt oriental,green,sparkle,black,roadside,None,None,None,coral cross necklace,None,27.21983311126777,3574
3575,3575,normal,gyaru,15,None,og green,super lover shirt,aqua,sparkle,pale,sunset,None,None,None,None,None,5.7821342062659795,3575
3576,3576,s-drip,gyaru,41,None,og frosted blonde,active dissident shirt,green,dilated,black,bushland,trucker white rabbit,nose ring silver,None,None,None,33.881754313607374,3576
3577,3577,a-drip,prep,36,None,tuft brown,knit sweater,green,classic,pale,clouds,spotted fur hat,temple cross tattoo,None,smiley bead necklace,None,46.27149354239105,3577
3578,3578,c-drip,hypebeast-gyaru,27,None,bowl brown,meedles tracksuit,blue,crying,pink,bushland,denim usa cap,None,None,None,double safety pins,29.369412251920537,3578
3579,3579,b-drip,lolita,32,None,og frosted purple,goth poncho,blue,classic,tan,bushland,None,None,None,None,None,7.930421159416155,3579
3580,3580,c-drip,lolita-gyaru,27,None,og orange,pink coat,green,dilated,clay,bushland,denim fish cap,nose ring gold,round glasses,None,None,42.526750362434576,3580
3581,3581,normal,prep,13,None,bowl black,kogal cardigan,brown,classic,pale,roadside,None,None,None,None,None,3.9126349560357996,3581
3582,3582,a-drip,hypebeast,35,None,braid blue,matagonia pullover,blue,dilated,pink,mountain,None,None,None,None,bar piercings,19.142537890492026,3582
3583,3583,c-drip,lolita-prep,28,None,og black,sweater and tie,grey,classic,pink,harajuku,blue pink bow,None,None,None,dual rings gold,35.44349912149588,3583
3584,3584,normal,prep,22,None,braid black,fuzzy coat,green,sparkle,pink,sunrise,None,None,None,None,None,2.0346971293441896,3584
3585,3585,a-drip,lolita-harajuku,39,None,og black,heihei shirt,brown,classic,tan,harajuku,bear hat,None,None,lean neck tattoo,None,39.58965509881015,3585
3586,3586,ss-drip,hypebeast-gyaru,47,None,short orange,meedles tracksuit,green,sleepy,pink,sunrise,white cowboy hat,None,None,None,celine dog,32.34709423235854,3586
3587,3587,normal,lolita,16,None,bowl blue,blue pink shirt,brown,sparkle,clay,clouds,None,None,None,None,None,4.958173369919615,3587
3588,3588,normal,gyaru,20,None,og orange,jesus tank,brown,closed,pink,roadside,None,None,None,girl necklace,None,24.220912143876927,3588
3589,3589,normal,lolita,21,spider neck tattoo,bowl green,ribbon lolita,brown,crying,clay,clouds,None,None,prescription glasses,None,None,41.12736411137034,3589
3590,3590,b-drip,harajuku-gyaru,34,None,og frosted purple,goth harajuku,green,sparkle,pink,sonora,denim fish cap,teardrops tattoo,None,None,None,29.75210969810257,3590
3591,3591,c-drip,gyaru,29,anime chest tattoo,tuft dark,mwo shirt,aqua,sleepy,pale,mountain,None,None,prescription glasses,None,dual rings gold,56.47977701262502,3591
3592,3592,b-drip,prep-harajuku,32,None,braid blue,fuzzy coat,leaf,sparkle,clay,casino,cat earmuffs,None,None,None,dual rings gold,34.21418782107442,3592
3593,3593,b-drip,prep,30,None,bowl slate,fuzzy coat,blue,teary,clay,tennis,tennis visor,None,None,None,None,14.768332846705626,3593
3594,3594,normal,gyaru,22,None,tuft dark,remilia tank,brown,sparkle,clay,clouds,None,None,None,silver coin necklace,dual rings silver,34.17133495815546,3594
3595,3595,normal,gyaru,13,None,bowl black,special people shirt,brown,sparkle,clay,casino,None,None,None,None,None,3.722346421239422,3595
3596,3596,normal,lolita-prep,25,None,short green,blue pink shirt,blue,classic,pink,clouds,ivy cap,None,None,None,None,12.628806867780055,3596
3597,3597,b-drip,lolita-hypebeast,34,None,tuft dark,maid,brown,dilated,clay,train,meedles headband,black hearts tattoo,round glasses,None,None,47.04295566093056,3597
3598,3598,b-drip,harajuku-gyaru,32,None,og black,cardigan tee,brown,teary,pale,sunrise,trucker construction,milady pilled tattoo,None,evil eye necklace,None,47.076338299855635,3598
3599,3599,b-drip,lolita-hypebeast,30,None,bowl green,sailor lolita,brown,sparkle,pale,yashima,alien hat,None,None,None,None,15.539938020811913,3599
3600,3600,normal,gyaru,20,None,tuft dark,cactus shirt,blue,dilated,pale,sunrise,None,snakebites,None,None,None,15.64773233176464,3600
3601,3601,b-drip,harajuku-gyaru,33,None,og green,mouse tank,green,sparkle,pale,train,heihei hat,None,None,evil eye necklace,None,32.012313059141874,3601
3602,3602,c-drip,prep-gyaru,29,None,bowl black,knit sweater,aqua,sparkle,pink,mountain,cross cap white,None,None,cherry necklace,burger earring,48.67572651971958,3602
3603,3603,b-drip,gyaru,31,None,tuft purple,leopard polo,grey,sparkle,clay,roadside,None,nose ring gold,None,girl necklace,None,42.08147297518881,3603
3604,3604,normal,prep-gyaru,21,castle neck tattoo,og blue,im cute im punk shirt,lilac,dilated,clay,sunrise,varsity cap,None,None,None,None,33.11162873642753,3604
3605,3605,s-drip,hypebeast,40,anime chest tattoo,braid black,bowling shirt oriental,brown,closed,pale,nagano,None,None,prescription glasses,mestwood pearl necklace,None,63.55442307988254,3605
3606,3606,c-drip,gyaru,28,None,bowl brown,mwo shirt,green,dilated,black,mountain,None,None,None,None,safety pin piercing,21.41321755890151,3606
3607,3607,c-drip,prep,26,None,tuft blue,knit sweater,green,dilated,pale,casino,None,None,mottega sunglasses blue,mestwood pearl necklace,None,37.90794807364371,3607
3608,3608,a-drip,gyaru,39,None,short blue,mwo shirt,green,sparkle,tan,bushland,flower clip,None,None,None,double safety pins,29.771046120063936,3608
3609,3609,c-drip,prep-hypebeast,26,None,og frosted purple,red puffer,brown,sleepy,clay,bushland,varsity cap,temple cross tattoo,None,None,None,30.425245438304955,3609
3610,3610,normal,hypebeast,21,None,bowl slate,bowling shirt,blue,sparkle,clay,clouds,None,None,None,None,None,2.952733182542788,3610
3611,3611,b-drip,harajuku,34,None,braid purple,cardigan tee,green,sleepy,tan,sunrise,None,None,None,girl necklace,None,27.661074531774982,3611
3612,3612,ss-drip,harajuku,47,spider neck tattoo,og blue,cardigan tee,leaf,teary,pink,roadside,None,None,None,eth necklace,celine dog,68.0870224105479,3612
3613,3613,s-drip,hypebeast-harajuku,42,None,braid brown,heihei shirt,brown,dilated,pink,mountain,trucker gothic milady,None,None,coral cross necklace,bar piercings,48.8557129332886,3613
3614,3614,b-drip,prep-gyaru,33,None,short green,jesus tank,green,sparkle,pink,casino,bean hat,None,None,girl necklace,diamond stud,45.08389927930013,3614
3615,3615,b-drip,prep-gyaru,31,None,bowl blue,special people shirt,green,sparkle,tan,casino,beret,None,None,None,cherry earring,30.7285796900006,3615
3616,3616,c-drip,lolita-gyaru,27,None,og frosted blonde,blue pink shirt,blue,spiral,clay,streets,denim usa cap,None,None,None,None,18.569787009927126,3616
3617,3617,c-drip,gyaru,27,None,tuft brown,special people shirt,lilac,classic,clay,bushland,brown cowboy hat,snakebites,None,None,None,30.81420273321898,3617
3618,3618,b-drip,prep-hypebeast,31,None,braid green,bear sweater,blue,teary,pale,mountain,dubai hat,None,None,None,None,13.266942017701838,3618
3619,3619,s-drip,gyaru,43,None,bowl brown,leopard polo,blue,sparkle,pink,sonora,white cowboy hat,None,prescription glasses,silver coin necklace,None,48.874384610359165,3619
3620,3620,b-drip,prep-hypebeast,34,None,og frosted blonde,fuzzy coat,grey,dilated,pale,bushland,treeprint bucket,black hearts tattoo,None,None,None,33.530410762802966,3620
3621,3621,normal,gyaru,20,None,bowl brown,leopard polo,brown,dilated,clay,bushland,None,None,None,None,None,1.7252429352013696,3621
3622,3622,normal,hypebeast,25,castle neck tattoo,bowl black,mape hoodie,blue,closed,pink,sonora,None,None,None,None,None,24.279328554138154,3622
3623,3623,normal,lolita,19,None,tuft brown,sailor lolita,blue,sparkle,clay,mountain,None,None,round glasses,None,None,17.381101969706616,3623
3624,3624,normal,harajuku,16,None,og orange,tie dye shirt,brown,dilated,pink,roadside,None,None,None,None,None,6.160798233015622,3624
3625,3625,a-drip,harajuku,36,None,short blue,goth harajuku,green,classic,pale,clouds,kossphones,nose ring gold,None,None,None,30.356526093740673,3625
3626,3626,normal,hypebeast,23,None,og green,matagonia pullover,green,dilated,pale,sunset,None,None,None,None,None,0.7423367519982567,3626
3627,3627,normal,lolita-gyaru,23,None,og blue,im cute im punk shirt,lilac,sleepy,pale,clouds,pink bonnet,None,None,None,dual rings silver,32.08952806099588,3627
3628,3628,c-drip,hypebeast-gyaru,27,None,braid blue,chore coat,brown,dilated,clay,nagano,denim usa cap,None,None,None,None,15.35368585105491,3628
3629,3629,a-drip,prep-gyaru,37,None,bowl green,blue sweatervest,grey,dilated,black,bushland,cross cap white,snakebites,round glasses,None,bar piercings,68.6307202466827,3629
3630,3630,b-drip,lolita-hypebeast,34,None,bowl blue,skull sweater,blue,classic,pink,mountain,sailor hat,None,sunglasses,None,None,29.15612120341507,3630
3631,3631,b-drip,hypebeast-gyaru,32,None,bowl purple,meedles tracksuit,blue,crying,clay,casino,trucker oasis,snakebites,None,None,None,31.560761363957894,3631
3632,3632,normal,gyaru,24,None,og orange,hikki condition shirt,brown,teary,pale,sonora,None,None,None,None,flower earring,18.02745022492239,3632
3633,3633,normal,prep,15,None,tuft green,kogal cardigan,green,sparkle,pink,mountain,None,None,None,None,None,1.9971047447020644,3633
3634,3634,b-drip,lolita-gyaru,33,None,short blue,im cute im punk shirt,blue,teary,pale,casino,pink bow,snakebites,None,None,chrome cross,44.001026969794395,3634
3635,3635,s-drip,prep-harajuku,43,anime chest tattoo,braid brown,sweater and tie,green,crying,pink,sonora,bear ears,None,prescription glasses,None,chrome cross,69.02983833526939,3635
3636,3636,c-drip,gyaru,28,None,og blonde,jesus tank,green,sparkle,pale,clouds,None,None,yy glasses,None,bar piercings,33.74527653642095,3636
3637,3637,ss-drip,prep-hypebeast,53,anime chest tattoo,short blue,fleece paisley jacket,green,sparkle,clay,casino,orange beret,temple cross tattoo,None,evil eye necklace,None,69.40395816997372,3637
3638,3638,ss-drip,lolita-harajuku,47,None,tuft purple,maid,blue,teary,clay,bushland,cat earmuffs,None,moakleys,None,diamond stud,48.7115714149795,3638
3639,3639,a-drip,prep-hypebeast,37,None,tuft brown,western jacket,blue,sleepy,black,sunset,varsity cap,nose ring gold,sunglasses,None,None,51.851666496947715,3639
3640,3640,normal,gyaru,24,None,tuft brown,cactus shirt,green,closed,clay,bushland,None,None,None,None,flower earring,17.2663671779556,3640
3641,3641,c-drip,gyaru,28,castle neck tattoo,bowl slate,hikki condition shirt,blue,classic,clay,clouds,trucker anime,None,None,None,None,29.8877304573066,3641
3642,3642,normal,prep-gyaru,24,None,braid brown,ulzzang coat,blue,sleepy,clay,roadside,shy saints cap,None,None,None,None,12.938310428764513,3642
3643,3643,b-drip,prep-harajuku,31,None,short orange,goth harajuku,blue,dilated,pale,bushland,beret,None,None,None,bar piercings,26.17878598544615,3643
3644,3644,a-drip,lolita-gyaru,36,None,bowl black,maid,blue,sparkle,pink,xp,denim fish cap,star heart tattoo,None,None,diamond stud,45.85555420332778,3644
3645,3645,a-drip,hypebeast,35,anime chest tattoo,short green,bowling shirt oriental,green,teary,pink,bushland,None,None,None,smiley bead necklace,None,42.497360855530616,3645
3646,3646,normal,prep-harajuku,24,None,bowl green,knit sweater,blue,teary,pale,mountain,heihei hat,None,None,cherry necklace,None,28.869288477081,3646
3647,3647,c-drip,hypebeast,29,None,braid blue,maf rothko,blue,classic,clay,sunset,None,None,round glasses,None,None,18.519095543842454,3647
3648,3648,ss-drip,lolita-prep,52,None,braid blue,knit sweater,brown,closed,alien,tennis,sailor hat,None,None,lean neck tattoo,diamond stud,59.810931377075086,3648
3649,3649,b-drip,lolita,30,None,braid black,pink coat,green,dilated,pale,sunset,cat ears with bell,None,None,None,None,11.138158623356166,3649
3650,3650,s-drip,hypebeast-gyaru,42,None,braid purple,silk shirt,brown,dilated,tan,sunrise,trucker im so,None,None,None,None,20.27206169540664,3650
3651,3651,normal,harajuku,20,None,og green,cardigan tee,brown,sleepy,clay,sunrise,None,None,None,None,None,5.548039460797286,3651
3652,3652,normal,lolita-gyaru,25,None,bowl black,pink coat,brown,teary,clay,bushland,aloha visor,star heart tattoo,None,None,None,27.22589699961457,3652
3653,3653,b-drip,lolita-harajuku,30,None,og blue,tie dye shirt,blue,sparkle,pink,sunrise,blue pink bow,None,None,None,heart pearls earring,27.43745438789275,3653
3654,3654,s-drip,hypebeast-gyaru,41,None,og green,fleece paisley jacket,green,classic,pink,bushland,trucker im so,nose ring silver,None,None,diamond stud,44.49657582119511,3654
3655,3655,normal,gyaru,22,None,og frosted purple,remilia tank,blue,sparkle,clay,mountain,None,None,None,None,None,0.4244512833437305,3655
3656,3656,normal,hypebeast,25,None,tuft dark,bowling shirt,brown,classic,pink,bushland,None,None,None,cherry necklace,None,19.907114992237705,3656
3657,3657,b-drip,prep,32,None,bowl black,kogal cardigan,blue,sparkle,pink,bushland,bean hat,None,mottega sunglasses blue,None,None,27.3997250113417,3657
3658,3658,a-drip,gyaru,35,castle neck tattoo,bowl blue,mouse tank,aqua,sleepy,clay,tennis,trucker construction,None,None,evil eye necklace,None,56.41747325816878,3658
3659,3659,a-drip,gyaru,39,lean neck tattoo,short blonde,mwo shirt,green,dilated,pale,clouds,denim usa cap,star heart tattoo,prescription glasses,None,None,62.0577371991873,3659
3660,3660,normal,lolita-gyaru,20,None,braid brown,im cute im punk shirt,green,teary,pale,roadside,maid hat,None,None,None,None,13.019825754713201,3660
3661,3661,b-drip,lolita,31,castle neck tattoo,og frosted purple,blue pink shirt,green,heart eyes,clay,clouds,None,None,None,None,flower earring,40.79978511256982,3661
3662,3662,s-drip,hypebeast,42,None,bowl black,matagonia pullover,blue,sparkle,alien,tennis,None,snakebites,None,None,None,29.76678092468181,3662
3663,3663,a-drip,prep,36,spider neck tattoo,braid black,kogal cardigan,brown,teary,pink,sunset,ivy cap,None,None,None,loop chain earring,47.41923053984888,3663
3664,3664,b-drip,prep-gyaru,32,None,og frosted purple,sweater and tie,blue,dilated,pale,casino,denim fish cap,None,None,None,dual rings silver,26.879217452091126,3664
3665,3665,normal,prep-gyaru,21,None,bowl blue,mouse tank,brown,sparkle,clay,bushland,ivy cap,None,None,None,None,10.734211308158331,3665
3666,3666,normal,prep,23,None,og green,fuzzy coat,brown,teary,pale,sunset,None,None,round glasses,None,None,18.566731287593697,3666
3667,3667,s-drip,gyaru,43,None,short orange,mwo shirt,gold,sleepy,clay,bushland,cross cap pink,None,None,None,bar piercings,35.146849055829286,3667
3668,3668,a-drip,lolita-prep,39,None,short orange,goth poncho,brown,teary,pale,roadside,ivy cap,nose ring gold,prescription glasses,None,None,48.57553156697231,3668
3669,3669,a-drip,hypebeast-gyaru,35,None,og orange,remilia tank,lilac,heart eyes,pale,nagano,meedles headband,temple cross tattoo,None,coral cross necklace,None,56.718742952840714,3669
3670,3670,normal,lolita-prep,25,None,bowl brown,sweater and tie,blue,sparkle,pink,sunset,bear hat,None,None,None,None,10.623399310164453,3670
3671,3671,normal,hypebeast,18,None,bowl green,red puffer,green,sparkle,tan,sunrise,None,None,None,None,None,5.217525315573457,3671
3672,3672,b-drip,harajuku-gyaru,32,spider neck tattoo,braid brown,leopard vest,brown,classic,pale,sonora,flower clip,None,None,None,dual rings silver,46.53063508112225,3672
3673,3673,normal,gyaru,20,None,og blue,mwo shirt,green,dilated,pale,casino,None,None,None,None,None,2.239681383598493,3673
3674,3674,c-drip,lolita-gyaru,29,None,og blonde,remilia tank,grey,sleepy,pale,mountain,cat ears with bell,None,mottega sunglasses blue,None,None,35.159037511005785,3674
3675,3675,a-drip,lolita,39,spider neck tattoo,short blonde,pink coat,brown,dilated,clay,sunset,None,gucci cone tattoo,larry glasses,None,None,56.30638943139515,3675
3676,3676,c-drip,hypebeast,26,None,tuft brown,skull sweater,green,crying,pink,streets,None,None,round glasses,None,None,24.936389224189487,3676
3677,3677,c-drip,gyaru,28,None,og frosted blonde,hikki condition shirt,blue,closed,pale,tennis,None,nose ring gold,None,None,None,22.920800064455968,3677
3678,3678,a-drip,prep,36,None,tuft green,knit sweater,brown,sleepy,pale,sonora,bean hat,None,round glasses,silver coin necklace,flower earring,62.81463494194451,3678
3679,3679,a-drip,prep-harajuku,39,None,og blonde,cardigan tee,brown,teary,pink,roadside,earflap cap,None,None,fliphone lanyard,bar piercings,50.384012995074336,3679
3680,3680,normal,prep,22,None,tuft dark,fuzzy coat,lilac,sleepy,clay,bushland,None,star heart tattoo,None,None,dual rings gold,36.8101378732784,3680
3681,3681,b-drip,prep-gyaru,30,None,bowl black,knit sweater,blue,dilated,pale,streets,brown cowboy hat,None,None,mestwood pearl necklace,diamond stud,44.49848832419977,3681
3682,3682,normal,lolita,22,None,og frosted purple,fur coat,leaf,sparkle,pale,bushland,None,None,None,None,None,7.611831603078683,3682
3683,3683,c-drip,harajuku-gyaru,29,None,None,cactus shirt,lilac,classic,clay,yashima,strawberry hat,star heart tattoo,None,None,None,35.901365454769056,3683
3684,3684,b-drip,gyaru,30,None,og frosted purple,mouse tank,blue,teary,pale,sunrise,workin cap,None,None,None,None,11.324351179782157,3684
3685,3685,normal,lolita,23,None,bowl green,peter pan collar shirt,brown,heart eyes,clay,tennis,None,None,None,None,flower earring,22.85982825843999,3685
3686,3686,normal,gyaru,25,None,og blonde,active dissident shirt,aqua,sleepy,pale,sunrise,backwards trucker pink,None,None,None,None,14.640318444070147,3686
3687,3687,c-drip,hypebeast,27,None,short pink,skull sweater,brown,sparkle,pale,tennis,None,None,None,None,None,6.803018314921958,3687
3688,3688,normal,hypebeast,16,None,og blonde,maf creeper,brown,sparkle,pale,sunrise,None,None,None,None,None,2.3106934070521783,3688
3689,3689,a-drip,hypebeast-gyaru,39,None,braid brown,bowling shirt oriental,green,sleepy,pale,mountain,flower clip,nose ring silver,prescription glasses,mestwood pearl necklace,None,62.39020185050245,3689
3690,3690,normal,lolita-hypebeast,24,None,bowl black,red puffer,green,classic,pink,bjork,cat ears with bell,None,None,None,None,13.852143805656414,3690
3691,3691,s-drip,hypebeast,42,castle neck tattoo,og frosted purple,malenciaga jersey,blue,sparkle,black,sunset,None,None,None,None,None,29.75610091310086,3691
3692,3692,normal,prep,24,None,bowl black,black blazer,blue,sleepy,pink,mountain,plaid bonnet,None,None,None,None,10.920288604270858,3692
3693,3693,normal,gyaru,18,None,tuft green,special people shirt,brown,smug,pink,sunrise,None,None,None,None,None,6.114675430833118,3693
3694,3694,ss-drip,harajuku,54,None,og frosted blonde,zip polo,brown,sparkle,black,mountain,None,None,cobain glasses,None,bar piercings,45.0255585578895,3694
3695,3695,normal,lolita,19,None,og black,pink coat,brown,classic,pink,mountain,None,None,None,None,None,3.628224361045544,3695
3696,3696,b-drip,gyaru,30,None,braid black,cactus shirt,brown,teary,pale,yashima,denim usa cap,None,None,None,None,14.768328037117618,3696
3697,3697,normal,lolita-prep,22,None,tuft brown,bear sweater,blue,heart eyes,pink,casino,maid hat,None,None,None,None,16.64162018631061,3697
3698,3698,normal,gyaru,19,None,bowl purple,mouse tank,green,sleepy,pale,mountain,None,None,None,None,None,1.775425097555328,3698
3699,3699,s-drip,gyaru,44,None,og frosted purple,remilia tank,blue,sleepy,black,bjork,None,None,None,None,heart pearls earring,29.787861558726835,3699
3700,3700,b-drip,hypebeast,32,None,short orange,maf rothko,lilac,sparkle,clay,sunset,None,None,sunglasses,None,None,24.04576272162722,3700
3701,3701,b-drip,hypebeast,31,None,tuft brown,gold spray puffer,blue,sleepy,black,clouds,None,None,None,None,None,11.679749115501366,3701
3702,3702,normal,hypebeast,16,None,bowl black,mape hoodie,brown,sparkle,pale,bushland,None,None,None,None,None,2.1308493850296064,3702
3703,3703,c-drip,prep-hypebeast,26,None,og orange,gold spray puffer,green,dilated,clay,bjork,plaid bonnet,None,None,None,None,15.410169502141441,3703
3704,3704,c-drip,hypebeast,28,None,braid green,chore coat,brown,sleepy,pink,sunrise,None,nose ring gold,None,None,None,21.66397111303274,3704
3705,3705,c-drip,harajuku,27,None,tuft purple,tie dye shirt,brown,sparkle,pink,mountain,None,None,prescription glasses,None,loop chain earring,35.45144057769329,3705
3706,3706,a-drip,lolita-gyaru,35,anime chest tattoo,tuft green,peter pan collar shirt,blue,crying,pale,sunrise,brown cowboy hat,None,prescription glasses,None,flower earring,63.75325846636276,3706
3707,3707,a-drip,prep-harajuku,37,None,bowl black,leopard vest,blue,smug,pale,sunrise,orange beret,None,round glasses,None,chrome cross,47.15393035351077,3707
3708,3708,c-drip,lolita,27,None,og black,blue pink shirt,brown,sleepy,pink,sunset,bear hat,None,None,None,None,14.94380310172993,3708
3709,3709,normal,harajuku,23,None,short pink,tie dye shirt,green,dilated,clay,tennis,None,None,None,None,None,5.2991523456213585,3709
3710,3710,c-drip,gyaru,27,None,tuft purple,super lover shirt,green,sparkle,clay,sonora,cross cap white,None,None,None,None,12.095785670221982,3710
3711,3711,ss-drip,prep,52,None,braid blue,tennis outfit,brown,closed,pink,sunset,tennis visor,None,None,smiley bead necklace,None,37.2855936456668,3711
3712,3712,normal,lolita-gyaru,19,None,og black,remilia tank,leaf,sparkle,pale,sunrise,maid hat,None,None,None,None,15.882461508121192,3712
3713,3713,s-drip,lolita-prep,44,None,short pink,ulzzang coat,green,sleepy,pink,mountain,blue pink bow,None,sunglasses,None,bar piercings,48.01111380429174,3713
3714,3714,s-drip,harajuku,44,None,braid purple,leopard vest,green,sleepy,pale,nagano,fez,star heart tattoo,None,None,None,34.74534967655977,3714
3715,3715,a-drip,gyaru,36,castle neck tattoo,bowl purple,cactus shirt,green,dilated,black,nagano,None,None,None,None,None,29.860745714939597,3715
3716,3716,b-drip,harajuku,31,None,tuft purple,heihei shirt,blue,dilated,clay,roadside,None,None,None,lean neck tattoo,None,23.355796903779712,3716
3717,3717,c-drip,hypebeast,26,None,bowl brown,chore coat,blue,sleepy,pink,sunset,None,None,sunglasses,None,None,21.394210004951663,3717
3718,3718,b-drip,lolita-hypebeast,33,None,bowl black,ribbon lolita,brown,dilated,pink,sunrise,treeprint bucket,None,moakleys,None,None,30.523575165886545,3718
3719,3719,ss-drip,prep-harajuku,47,None,braid green,zip polo,brown,classic,tan,sunset,ivy cap,None,round glasses,smiley bead necklace,None,54.33115392003164,3719
3720,3720,normal,gyaru,25,None,og blue,cactus shirt,blue,sparkle,pale,nagano,None,snakebites,None,None,None,17.58196430332008,3720
3721,3721,normal,gyaru,19,None,bowl slate,im cute im punk shirt,brown,teary,tan,sunset,None,None,None,None,None,6.821506490817164,3721
3722,3722,normal,gyaru,24,None,tuft dark,im cute im punk shirt,brown,teary,pale,sunset,brown cowboy hat,None,None,None,None,10.106783168283545,3722
3723,3723,c-drip,hypebeast,28,None,short blonde,maf creeper,green,sparkle,clay,yashima,None,snakebites,None,None,double safety pins,34.53976626923194,3723
3724,3724,normal,prep-gyaru,20,None,tuft brown,mouse tank,blue,closed,pale,sunset,beret,None,None,None,chain earrings,26.17224399531678,3724
3725,3725,s-drip,hypebeast-gyaru,42,None,braid black,mwo shirt,blue,sparkle,pink,tennis,dubai hat,None,None,None,diamond stud,32.10453746386089,3725
3726,3726,normal,prep-gyaru,24,castle neck tattoo,short orange,bear sweater,lilac,dilated,clay,sunrise,trucker anime,None,None,None,None,32.73524532236801,3726
3727,3727,normal,harajuku,24,None,tuft blue,leopard vest,green,dilated,pale,yashima,None,None,None,None,cross earring,18.462482835493145,3727
3728,3728,normal,prep,22,None,braid brown,blue sweatervest,green,sparkle,pale,mountain,None,teardrops tattoo,round glasses,smiley bead necklace,None,48.24412392260344,3728
3729,3729,a-drip,gyaru,35,None,short orange,jesus tank,blue,smug,clay,bushland,trucker im so,None,None,None,bar piercings,29.36548378143695,3729
3730,3730,a-drip,prep,36,None,short green,fuzzy coat,blue,sleepy,clay,yashima,orange beret,None,None,None,None,16.938983445170578,3730
3731,3731,normal,gyaru,22,None,short green,jesus tank,blue,teary,tan,sunrise,None,None,None,None,None,6.0206242997880475,3731
3732,3732,c-drip,lolita,27,None,tuft green,ribbon lolita,brown,teary,pink,sunset,pink bonnet,None,None,None,safety pin piercing,28.486982951669365,3732
3733,3733,c-drip,prep,27,None,braid brown,blue sweatervest,blue,sparkle,clay,sonora,None,temple cross tattoo,None,lean neck tattoo,cross earring,51.3075228110021,3733
3734,3734,b-drip,gyaru,34,None,tuft brown,blue ribbon tank,blue,closed,pale,yashima,rhinestone skull cap,None,None,mestwood pearl necklace,None,32.6730495438169,3734
3735,3735,normal,harajuku-gyaru,23,None,braid brown,leopard vest,brown,dilated,clay,roadside,trucker anime,None,None,None,None,12.965467493061283,3735
3736,3736,ss-drip,hypebeast,48,None,tuft brown,maf creeper,green,classic,pink,tennis,trucker gothic milady,snakebites,sunglasses,None,diamond stud,63.01548592567834,3736
3737,3737,normal,prep,15,spider neck tattoo,og black,black blazer,blue,sparkle,pale,sunset,None,None,None,None,None,19.12907675694271,3737
3738,3738,a-drip,lolita-gyaru,36,None,braid blue,maid,brown,classic,clay,clouds,trucker anime,temple cross tattoo,None,None,strawberry earring,45.188608044733456,3738
3739,3739,a-drip,harajuku-gyaru,36,None,braids harajuku dye,mwo shirt,brown,dilated,clay,sunrise,cat earmuffs,nose ring gold,None,None,None,30.655458799287544,3739
3740,3740,normal,prep,20,None,tuft green,knit sweater,green,sparkle,pale,bushland,None,None,None,smiley bead necklace,diamond stud,31.911059238530065,3740
3741,3741,a-drip,hypebeast-harajuku,37,None,short orange,cardigan tee,green,dilated,pale,sunrise,miteryx beanie,None,None,None,strawberry earring,28.15064253175657,3741
3742,3742,normal,gyaru,24,None,bowl brown,cactus shirt,green,sparkle,pink,streets,None,None,prescription glasses,None,None,18.9181581131554,3742
3743,3743,normal,lolita,15,None,og orange,peter pan collar shirt,green,sleepy,pale,streets,None,None,None,None,None,6.087479464616097,3743
