,head,background,body,hair,face,piercing,Rarity score,Token Id
1224,orange,purple,pink sweater with satchel,blue puffballs,sunglasses,pearl,72.81291028529566,1224
1225,purple,space,white puffer,green puffballs,happy,None,6.814042644394788,1225
1226,blue,green,orange puffer,pink tidy,sunglasses,pearl,71.35845500928701,1226
1227,green,green,yellow puffer,green bowlcut,chill cig,None,2.461521159874863,1227
1228,orange,gradient 2,green blazer,pink bucket cap,straw,None,8.839216813438805,1228
1229,pale,grey,white sweater,blue nerd,content,None,2.2825242261376593,1229
1230,green,gradient 1,purple sweater with satchel,yellow headband,straw,None,5.639193427522482,1230
1231,green,grey,striped sweater,green bowlcut,happy,None,0.9845513930219812,1231
1232,purple,purple,green hoodie,purple alfalfa,mustache,None,5.594494547475999,1232
1233,purple,yellow,yellow turtleneck,blue brushcut,grumpy,None,1.7454819497891243,1233
1234,blue,green,pink backpack,holographic afro,content,None,3.323125739664063,1234
1235,green,gradient 4,blue backpack,brown brushcut,surprised,None,2.662984465065084,1235
1236,green,light blue,pink and green jacket,wizard,bandana,None,8.067249454728199,1236
1237,yellow,pink,blue turtleneck,holographic crown,sunglasses,None,5.404247084403635,1237
1238,blue,sky,combo 2 puffer,harley,default,None,8.43646028364759,1238
1239,pink,holographic,blue turtleneck,beige bucket cap,grumpy,airpod,83.85565706256361,1239
1240,med,blue,blue turtleneck,purple puffballs,designer glasses,hoop,73.13737412173276,1240
1241,pink,gradient 4,yellow backpack,blue puffballs,green beard,None,8.313373595511447,1241
1242,purple,light blue,pink puffer,pink bucket cap,bandana,None,6.903564611543846,1242
1243,orange,gradient 2,spotted hoodie,blue nerd,bandana,hoop,79.90625464636476,1243
1244,orange,purple,yellow turtleneck,yellow headband,default,None,1.6559308913131665,1244
1245,gradient 2,grey,orange collar,pink tidy,in love,None,7.787460999671763,1245
1246,orange,purple,pink puffer,blue messy,grumpy,None,2.8643280407561234,1246
1247,yellow,gradient 1,pink puffer,blue puffballs,default,None,3.009828509855764,1247
1248,purple,gradient 1,blue and yellow jacket,pink headband,mustache,None,6.321788764205401,1248
1249,tan,gradient 1,white collar,purple puffballs,cobain glasses,pearl,76.33717596161087,1249
1250,tan,grey,blue backpack,green mullet,grumpy,None,1.51041922347729,1250
1251,green,gradient 1,combo 1 puffer,blue puffballs,cobain glasses,None,5.95251974865768,1251
1252,tan,gradient 1,blue backpack,pink toque,bandana,None,6.99308321474973,1252
1253,purple,gradient 3,blue turtleneck,purple brushcut,surprised,None,3.49094039768314,1253
1254,purple,purple,green blazer,purple long,rainbow puke,None,11.345587913834116,1254
1255,yellow,iridescent,pink sweater with satchel,cowboy,green beard,None,12.397307920063097,1255
1256,pale,iridescent,pink backpack,blue alfalfa,blue check,airpod,88.30852584308832,1256
1257,yellow,gradient 1,combo 3 puffer,blue mohawk,happy,None,2.39443647185829,1257
1258,orange,purple,blue turtleneck,pink bucket cap,bandana,None,6.724524034481884,1258
1259,blue,pink,white turtleneck,blue alfalfa,cobain glasses,None,4.766472592442916,1259
1260,blue,blue,blue turtleneck,cowboy,cobain glasses,None,5.76227228111397,1260
1261,tan,green,blue and yellow jacket,yellow backwards cap,in love,None,3.3230820988233862,1261
1262,orange,gradient 3,pink fleece,beige bucket cap,grumpy,pearl,74.1218852390993,1262
1263,pale,orange,blue backpack,pink toque,blue check,pearl,79.93980034723658,1263
1264,tan,blue,yellow backpack,brown brushcut,3d glasses,None,7.2504209657036025,1264
1265,purple,light blue,blue and yellow jacket,blue puffballs,3d glasses,None,8.64903089199525,1265
1266,pale,yellow,spotted sweater,pink bucket cap,happy,None,5.717487240452117,1266
1267,purple,iridescent,purple chain,brown mullet,in love,None,8.346899150233869,1267
1268,green,orange,pink and white jacket,beige bucket cap,mustache,None,4.956709986787721,1268
1269,tan,blue,combo 2 puffer,yellow headband,sunglasses,None,1.6447542080077295,1269
1270,gradient 1,green,grey hoodie,blue alfalfa,aviators with mustache,None,13.471392471518126,1270
1271,tan,orange,orange puffer,yellow backwards cap,mustache,pearl,75.43093516148907,1271
1272,orange,gradient 1,white sweater,purple alfalfa,mad note,None,8.850406920969098,1272
1273,orange,orange,orange puffer,halo,default,hoop,73.47302023190075,1273
1274,blue,blue,purple sweater with satchel,shaved,surprised,None,1.0741181173579428,1274
1275,orange,gradient 2,white sweater,pink bucket cap,bandana,None,6.579068325798453,1275
1276,gradient 1,orange,orange puffer,blue mohawk,green beard,pearl,83.37455972027549,1276
1277,med,gradient 2,white collar,green mullet,grumpy,None,2.9873822818196625,1277
1278,pink,gradient 3,pink and white jacket,halo,3d glasses,None,9.152586770943334,1278
1279,med,gradient 4,combo 2 puffer,purple alfalfa,straw,None,5.952492893004134,1279
1280,orange,iridescent,white puffer,pink long,content,None,5.639206853237786,1280
1281,tan,holographic,blue and yellow jacket,pink long,content,None,6.8587929983361535,1281
1282,pale,orange,pink puffer,purple brushcut,sunglasses,pearl,72.65626782830536,1282
1283,blue,light blue,navy sweater,purple brushcut,aviators with mustache,None,7.474186152183039,1283
1284,tan,yellow,white sweater,cowboy,default,None,2.4839327031777425,1284
1285,pink,pink,white sweater,brown brushcut,cobain glasses,None,5.448971694814743,1285
1286,gradient 2,holographic,combo 1 puffer,pink bucket cap,grumpy,None,12.251832068707975,1286
1287,blue,gradient 3,pink and green jacket,brown brushcut,sunglasses,hoop,72.94714344434435,1287
1288,med,gradient 3,rainbow striped sweater,brown brushcut,bandana,None,9.532977637175009,1288
1289,tan,pink,combo 1 puffer,blue messy,aviators with mustache,None,8.23500928583918,1289
1290,purple,blue,grey hoodie,green bowlcut,content,None,2.6741242167855783,1290
1291,yellow,orange,grey hoodie,pink tidy,green beard,None,8.212677190169815,1291
1292,pale,gradient 2,green hoodie,holographic mohawk,skeleton,None,11.20012660950869,1292
1293,green,orange,blue backpack,green puffballs,bandana,None,5.113332303838825,1293
1294,purple,light blue,white puffer,blue afro,happy note,hoop,79.11193392700508,1294
1295,med,blue,white puffer,wizard,chill cig,None,5.784682708070621,1295
1296,pink,yellow,white puffer,purple brushcut,sunglasses,pearl,72.4772854403558,1296
1297,med,green,blue turtleneck,yellow bowlcut,sad note,airpod,84.10178903838833,1297
1298,tan,gradient 4,rainbow striped sweater,pink tidy,sunglasses,None,5.191667520445335,1298
1299,balloon,yellow,None,None,cobain glasses,None,16.749310174663243,1299
1300,med,gradient 4,navy sweater,blue afro,cobain glasses,hoop,76.58334038450819,1300
1301,pale,sky,None,None,duck,None,15.999798008542069,1301
1302,purple,sky,orange puffer,purple long,content,None,8.190281308255592,1302
1303,pink,blue,white sweater,blue messy,default,hoop,72.33178161551047,1303
1304,blue,gradient 2,yellow turtleneck,blue nerd,cobain glasses,None,4.844802217381961,1304
1305,yellow,grey,blue fleece,blue afro,neutral note,None,8.134355402259507,1305
1306,med,space,yellow puffer,blue puffballs,in love,None,7.966484791795003,1306
1307,pale,holographic,pink and green jacket,pink,holographic beard,None,13.460275097894266,1307
1308,green,holographic,combo 2 puffer,blue mohawk,content,pearl,76.91899320616757,1308
1309,pink,fire,blue turtleneck,yellow headband,sunglasses,None,6.4224527167610415,1309
1310,pale,gradient 1,combo 1 puffer,shaved,surprised,None,2.7413174457498317,1310
1311,orange,yellow,blue and yellow jacket,purple puffballs,chill cig,None,4.151062653905717,1311
1312,med,gradient 4,pink hoodie,brown brushcut,grumpy,airpod,79.6153700801801,1312
1313,orange,gradient 2,blue and yellow jacket,blue mohawk,grumpy,None,3.0209548356125464,1313
1314,yellow,purple,yellow turtleneck,purple puffballs,3d glasses,None,7.608470781400498,1314
1315,blue,gradient 1,pink puffer,yellow bowlcut,content,None,2.1706399462065993,1315
1316,pale,green,pink backpack,pink,pink beard,None,8.414082309973745,1316
1317,pink,light blue,white sweater,purple cap,straw,airpod,81.52849885201513,1317
1318,yellow,gradient 1,striped sweater,blue nerd,pink beard,None,9.443434409765992,1318
1319,tan,gradient 1,purple sweater with satchel,crown,happy,None,4.542699572909273,1319
1320,gradient 2,blue,orange collar,green bowlcut,blue beard,None,12.934399431155446,1320
1321,tan,yellow,yellow backpack,yellow backwards cap,happy,None,2.360802371220025,1321
1322,med,gradient 3,purple sweater with satchel,green brushcut,content,None,3.7483139536909924,1322
1323,tan,purple,orange collar,blue mohawk,designer glasses,None,2.0923383017132076,1323
1324,pale,gradient 1,white turtleneck,pink,designer glasses,None,3.614090870822099,1324
1325,pale,iridescent,combo 3 puffer,purple puffballs,skeleton,None,11.580555519697004,1325
1326,pink,light blue,green hoodie,shaved,in love,None,2.5286752195935547,1326
1327,pink,grey,yellow turtleneck,blue messy,surprised,airpod,78.4070008992592,1327
1328,blue,fire,leopard hoodie,green mullet,bandana,hoop,82.50190490264279,1328
1329,green,gradient 3,yellow puffer,blue alfalfa,chill cig,hoop,74.42402480894673,1329
1330,green,grey,combo 2 puffer,green puffballs,grumpy,None,1.6223560946430928,1330
1331,yellow,gradient 4,striped sweater,purple puffballs,3d glasses,None,8.24623183969685,1331
1332,orange,gradient 2,pink sweater with satchel,green brushcut,grumpy,None,2.909091823642098,1332
1333,gradient 2,grey,orange collar,brown mullet,grumpy,None,7.071365843102393,1333
1334,pale,yellow,white turtleneck,brown mullet,mustache,None,5.079768701433641,1334
1335,pale,iridescent,purple sweater with satchel,blue messy,mustache,hoop,79.32445753951158,1335
1336,blue,iridescent,pink fleece,yellow headband,default,None,4.028019603380945,1336
1337,purple,yellow,combo 3 puffer,purple cap,grumpy,None,2.864339233033747,1337
1338,blue,yellow,combo 1 puffer,purple puffballs,happy,None,0.5929693044042363,1338
1339,pale,gradient 3,white sweater,blue brushcut,cobain glasses,None,5.594477759556379,1339
1340,yellow,gradient 4,blue and yellow jacket,purple puffballs,bandana,hoop,77.15391493601325,1340
1341,blue,pink,yellow backpack,brown mullet,default,None,1.3202914973563513,1341
1342,gradient 1,gradient 4,purple sweater with satchel,pink bucket cap,holographic beard,airpod,91.82157567405638,1342
1343,med,gradient 4,rainbow striped sweater,blue mohawk,in love,pearl,76.0798740194371,1343
1344,orange,light blue,pink and green jacket,purple long,designer glasses,None,2.8308282188824077,1344
1345,purple,pink,pink puffer,pink long,in love,pearl,73.59608901601945,1345
1346,med,blue,purple chain,purple puffballs,blue check,hoop,81.41667723825657,1346
1347,green,gradient 1,purple sweater with satchel,blue nerd,designer glasses,None,3.03220424711103,1347
1348,tan,gradient 2,navy sweater,wizard,straw,airpod,84.26962607972061,1348
1349,pink,light blue,striped sweater,pink bucket cap,surprised,None,3.2895252084064257,1349
1350,gradient 2,light blue,white turtleneck,pink long,sunglasses,None,7.395865481364185,1350
1351,purple,light blue,pink and green jacket,yellow bowlcut,grumpy,None,2.618246421238019,1351
1352,med,orange,blue and yellow jacket,green mullet,aviators with cig,None,7.653185327555392,1352
1353,med,gradient 3,combo 3 puffer,blue nerd,designer glasses,None,3.5245330978738365,1353
1354,med,blue,white turtleneck,green bowlcut,default,None,1.5776180515612526,1354
1355,yellow,light blue,blue turtleneck,yellow backwards cap,default,None,3.3790259133082583,1355
1356,pale,gradient 2,pink and green jacket,blue brushcut,default,None,2.5175735155558225,1356
1357,orange,fire,blue backpack,sailor,blue check,hoop,86.65273481723901,1357
1358,yellow,green,white turtleneck,white bucket cap,default,None,2.4727660965489258,1358
1359,gradient 2,purple,white sweater,brown mullet,rainbow puke,hoop,84.30317625541687,1359
1360,green,pink,combo 2 puffer,pink long,cobain glasses,None,5.773478054504267,1360
1361,flower,yellow,None,None,chill cig,None,14.836021396679943,1361
1362,orange,fire,pink and white jacket,pink bucket cap,surprised,None,7.317531386320473,1362
1363,pale,orange,combo 2 puffer,yellow toque,in love,None,3.8937819719919076,1363
1364,yellow,green,orange puffer,purple cap,surprised,pearl,72.35418644136014,1364
1365,green,space,pink fleece,helmet,content,None,9.734346952670183,1365
1366,gradient 1,green,pink fleece,pink tidy,happy note,None,13.57211125570162,1366
1367,green,green,yellow turtleneck,purple brushcut,mustache,None,3.9272907445080976,1367
1368,blue,pink,green hoodie,pink headband,surprised,pearl,72.28706706587785,1368
1369,blue,gradient 1,pink hoodie,purple long,grumpy,None,2.2154753461559644,1369
1370,tan,holographic,pink fleece,pink headband,straw,None,9.264393839162642,1370
1371,purple,fire,orange collar,poopie,grumpy,None,9.409881998893207,1371
1372,tan,yellow,pink backpack,yellow backwards cap,grumpy,None,2.8307789858774495,1372
1373,purple,gradient 2,yellow turtleneck,holographic mohawk,designer glasses,None,5.124494438375711,1373
1374,tan,iridescent,blue backpack,green brushcut,chill cig,None,6.769299005670952,1374
1375,blue,green,light blue puffer,purple alfalfa,content,None,1.577668409855132,1375
1376,blue,yellow,white sweater,brown mullet,mustache,None,3.5916435194843417,1376
1377,blue,orange,yellow turtleneck,purple puffballs,default,None,0.32453097147224763,1377
1378,purple,gradient 1,combo 1 puffer,blue nerd,default,None,2.786039822723259,1378
1379,yellow,orange,grey hoodie,yellow bowlcut,content,pearl,72.7121859096931,1379
1380,tan,gradient 3,purple sweater with satchel,pink toque,mad note,None,9.835076928137665,1380
1381,tan,yellow,combo 3 puffer,green puffballs,in love,None,2.3273070303809344,1381
1382,devil,gradient 4,pink and green jacket,None,rainbow puke,hoop,89.39377364815896,1382
1383,tan,gradient 2,blue fleece,helmet,grumpy,None,4.54266488295948,1383
1384,pale,purple,orange puffer,blue toque,content,None,4.374881549208166,1384
1385,purple,gradient 4,white sweater,blue messy,sunglasses,None,2.6181938275191943,1385
1386,purple,light blue,navy sweater,blue alfalfa,sunglasses,None,2.427992243444942,1386
1387,med,space,pink sweater with satchel,pink toque,bandana,pearl,82.24455037221516,1387
1388,orange,grey,combo 2 puffer,purple brushcut,designer glasses,None,2.5398474236032245,1388
1389,pale,gradient 4,purple sweater with satchel,blue afro,neutral note,None,8.727397442557443,1389
1390,med,grey,navy sweater,helmet,happy,None,3.233554541745721,1390
1391,icecream,space,None,None,surprised,None,18.864055552058744,1391
1392,yellow,light blue,orange puffer,blue puffballs,designer glasses,None,2.9426845161321427,1392
1393,green,sky,navy sweater,brown mullet,chill cig,airpod,85.17586016363124,1393
1394,blue,blue,white collar,brown mullet,aviators with mustache,None,7.440659477139859,1394
1395,orange,pink,blue backpack,purple brushcut,chill cig,hoop,74.99462397769948,1395
1396,orange,pink,blue turtleneck,yellow headband,surprised,None,2.461475279634711,1396
1397,pink,yellow,blue backpack,holographic afro,aviators with mustache,airpod,87.1561888724442,1397
1398,gradient 2,holographic,pink hoodie,blue nerd,happy,None,11.311963888382023,1398
1399,gradient 1,gradient 3,combo 3 puffer,pink headband,default,pearl,78.96644688486279,1399
1400,pale,blue,green hoodie,pink,neutral note,None,8.593126241787779,1400
1401,blue,holographic,blue and yellow jacket,purple brushcut,neutral note,airpod,88.42041794911817,1401
1402,green,iridescent,pink puffer,pink headband,surprised,None,5.393077120787074,1402
1403,yellow,iridescent,pink and green jacket,purple alfalfa,surprised,pearl,76.21407808293596,1403
1404,yellow,blue,pink sweater with satchel,pink toque,happy,airpod,79.06712315101045,1404
1405,orange,blue,white sweater,blue mohawk,pink beard,airpod,84.24719551555725,1405
1406,tan,blue,white collar,yellow headband,cobain glasses,None,5.180444967581296,1406
1407,pale,purple,yellow turtleneck,holographic afro,in love,None,4.900784077313921,1407
1408,blue,pink,purple sweater with satchel,cowboy,default,None,2.6517462426149185,1408
1409,pink,orange,yellow turtleneck,blue nerd,sunglasses,None,1.3986211138495181,1409
1410,orange,orange,combo 2 puffer,shaved,grumpy,None,1.8573427223600965,1410
1411,pale,green,pink fleece,holographic poopie,chill cig,None,6.299369390829214,1411
1412,pink,gradient 1,white puffer,pink toque,bandana,None,6.925981742042843,1412
1413,pale,iridescent,pink hoodie,blue toque,grumpy,pearl,77.43364408312696,1413
1414,blue,blue,blue and yellow jacket,shaved,mad note,None,7.619658647544049,1414
1415,blue,gradient 4,pink puffer,yellow toque,mustache,None,5.247609093046649,1415
1416,orange,orange,combo 2 puffer,cowboy,sunglasses,None,3.256001888612132,1416
1417,med,sky,white sweater,shaved,sunglasses,None,6.802845822392191,1417
1418,pale,purple,pink sweater with satchel,yellow bowlcut,bandana,None,5.874236003213564,1418
1419,pink,green,pink backpack,yellow bowlcut,designer glasses,hoop,72.2422775513852,1419
1420,gradient 2,green,pink hoodie,shaved,in love,None,7.485325901916269,1420
1421,green,gradient 4,blue backpack,blue brushcut,happy,None,1.2979090473676376,1421
1422,pale,fire,white turtleneck,yellow headband,sunglasses,hoop,77.32174861961256,1422
1423,green,green,combo 1 puffer,blue messy,default,None,1.5104718214190531,1423
1424,yellow,blue,pink backpack,yellow headband,chill cig,None,3.4014296245505635,1424
1425,gradient 2,gradient 4,white puffer,harley,mad note,pearl,86.10449572112356,1425
1426,tan,holographic,blue fleece,blue afro,grumpy,None,6.288139000439622,1426
1427,orange,green,grey hoodie,purple puffballs,content,None,2.3160688074339526,1427
1428,pale,light blue,blue fleece,blue toque,bandana,None,7.4854143054088285,1428
1429,orange,iridescent,pink and green jacket,cowboy,content,None,7.205684035987092,1429
1430,blue,grey,white turtleneck,blue brushcut,3d glasses,None,5.795900788842729,1430
1431,purple,yellow,green hoodie,yellow backwards cap,default,hoop,74.25612287048833,1431
1432,pink,gradient 4,blue and yellow jacket,blue brushcut,chill cig,None,3.7259393379985255,1432
1433,tan,fire,pink puffer,green bowlcut,surprised,None,6.176282698966949,1433
1434,pale,orange,navy sweater,yellow bowlcut,mustache,None,4.453222361208263,1434
1435,pale,blue,purple sweater with satchel,halo,in love,hoop,74.75967987025398,1435
1436,yellow,sky,striped sweater,pink headband,sunglasses,hoop,78.67553658458738,1436
1437,pink alien,pink space,alien,pink alien,alien,None,35.110492449772394,1437
1438,med,gradient 1,pink and white jacket,yellow headband,mustache,None,5.158126296633602,1438
1439,pale,grey,pink puffer,green puffballs,grumpy,None,2.0028006696977783,1439
1440,med,gradient 1,combo 2 puffer,pink toque,bandana,pearl,77.7804400142398,1440
1441,green,purple,yellow puffer,blue brushcut,mad note,None,7.720346104230471,1441
1442,pale,orange,light blue puffer,blue afro,designer glasses,None,2.696552544530363,1442
1443,green,fire,white puffer,shaved,grumpy,airpod,82.63613581931111,1443
1444,med,pink,combo 2 puffer,brown mullet,bandana,hoop,76.88541841198158,1444
1445,pale,orange,pink and green jacket,brown brushcut,sunglasses,pearl,72.80167542281414,1445
1446,pale,grey,white puffer,shaved,rainbow puke,None,8.100754867772563,1446
1447,orange,sky,yellow turtleneck,green mullet,neutral note,None,12.60985838847156,1447
1448,med,iridescent,white sweater,cowboy,content,hoop,77.35534243515585,1448
1449,yellow,grey,purple sweater with satchel,blue messy,sunglasses,None,2.4615558478373916,1449
1450,med,holographic,orange collar,green puffballs,skeleton,None,12.00564302732091,1450
1451,yellow,iridescent,white sweater,crown,happy,pearl,77.41128624839868,1451
1452,gradient 1,grey,pink hoodie,purple alfalfa,surprised,None,7.977637968237169,1452
1453,gradient 1,gradient 1,yellow turtleneck,blue brushcut,holographic beard,None,13.784771383142843,1453
1454,yellow,gradient 2,blue turtleneck,yellow bowlcut,sunglasses,pearl,72.98068914397415,1454
1455,blue,pink,white collar,green brushcut,straw,None,5.158065870605796,1455
1456,purple,gradient 3,combo 2 puffer,blue mohawk,aviators with cig,pearl,78.95520530840578,1456
1457,tan,light blue,blue turtleneck,blue afro,holographic beard,None,8.32452677741859,1457
1458,pale,gradient 1,navy sweater,cowboy,cobain glasses,None,7.552514657298142,1458
1459,tan,sky,yellow puffer,green puffballs,straw,None,9.600057850367161,1459
1460,gradient 2,orange,blue fleece,pink bucket cap,blue beard,None,14.042086749044651,1460
1461,pink,light blue,white puffer,holographic bob,sad note,None,10.562328622359884,1461
1462,orange,pink,navy sweater,purple brushcut,straw,None,5.639148666112638,1462
1463,green,grey,white turtleneck,blue afro,3d glasses,None,7.060146642257936,1463
1464,blue,gradient 2,orange collar,brown mullet,content,None,2.237801849661048,1464
1465,yellow,iridescent,pink and white jacket,purple puffballs,grumpy,pearl,75.5763393985133,1465
1466,pink,gradient 3,pink puffer,harley,straw,None,7.8434909760140465,1466
1467,yellow,gradient 2,light blue puffer,pink headband,happy,None,2.618169216730103,1467
1468,blue,iridescent,pink backpack,shaved,sunglasses,None,3.8714039975728394,1468
1469,purple,gradient 3,blue blazer,yellow headband,sunglasses,None,5.359529181509403,1469
1470,yellow,gradient 4,combo 2 puffer,shaved,chill cig,None,4.016814949566181,1470
1471,pale,yellow,blue and yellow jacket,blue toque,surprised,airpod,80.93555639730265,1471
1472,tan,blue,pink sweater with satchel,blue brushcut,pink beard,None,7.261642402221414,1472
1473,med,purple,green blazer,pink long,happy,pearl,74.45762086364107,1473
1474,pink,space,leopard hoodie,green brushcut,chill cig,None,11.882629072345976,1474
1475,pale,grey,orange puffer,blue mohawk,designer glasses,hoop,72.90240875526936,1475
1476,yellow,gradient 3,yellow puffer,wizard,bandana,pearl,78.83216673643155,1476
1477,purple,grey,pink sweater with satchel,pink bucket cap,in love,hoop,74.02122463806641,1477
1478,green,blue,blue fleece,yellow headband,in love,pearl,72.6227165305495,1478
1479,icecream,orange,None,None,content,None,13.62769922004608,1479
1480,blue,green,pink hoodie,shaved,surprised,None,0.973417236198258,1480
1481,blue,yellow,white puffer,pink headband,grumpy,None,1.4881498009358598,1481
1482,gradient 2,green,yellow turtleneck,blue toque,happy,None,7.239181620697005,1482
1483,tan,gradient 3,white turtleneck,yellow headband,sunglasses,pearl,72.46602148232444,1483
1484,green,grey,blue and yellow jacket,brown brushcut,bandana,None,5.6615568529245905,1484
1485,blue,blue,orange puffer,purple puffballs,blue beard,hoop,77.67976710632195,1485
1486,green,green,yellow turtleneck,purple puffballs,happy,None,0.4810682454962504,1486
1487,tan,grey,orange collar,pink bucket cap,surprised,None,2.27131397817135,1487
1488,green,grey,grey hoodie,green brushcut,happy,None,1.275442674424172,1488
1489,green,gradient 1,pink backpack,yellow bowlcut,straw,pearl,75.54283845507679,1489
1490,med,purple,orange collar,purple long,content,pearl,73.26039703057948,1490
1491,pale,gradient 2,combo 1 puffer,crown,mad note,None,11.871475894413361,1491
1492,yellow,gradient 2,white sweater,shaved,content,None,2.718873454629124,1492
1493,orange,holographic,navy sweater,blue brushcut,straw,None,8.872777059849879,1493
1494,med,green,white collar,shaved,chill cig,None,3.4013747949099775,1494
1495,orange,iridescent,yellow backpack,yellow backwards cap,default,pearl,76.44912960777907,1495
1496,pink,grey,leopard hoodie,purple puffballs,in love,None,5.0014748902428625,1496
1497,yellow,fire,combo 1 puffer,purple cap,holographic beard,None,12.990327579531908,1497
1498,yellow,green,pink and green jacket,green puffballs,happy,pearl,71.649355239096,1498
1499,blue,gradient 4,combo 1 puffer,purple alfalfa,content,None,1.9692471367653779,1499
1500,purple,pink,pink and white jacket,pink,in love,None,3.3454410489042576,1500
1501,orange,gradient 1,navy sweater,pink headband,3d glasses,hoop,79.01117262230167,1501
1502,orange,purple,white collar,purple alfalfa,sunglasses,None,2.7972332874897043,1502
1503,tan,blue,striped sweater,green puffballs,sunglasses,None,1.5664156386364143,1503
1504,orange,gradient 2,combo 3 puffer,purple alfalfa,happy,None,2.427913917871043,1504
1505,tan,yellow,striped sweater,blue alfalfa,happy,None,1.4768914350687792,1505
1506,med,gradient 2,blue backpack,blue toque,straw,None,7.407037687857936,1506
1507,pale,holographic,blue backpack,green brushcut,bandana,None,10.517563719898375,1507
1508,orange,gradient 3,combo 1 puffer,blue mohawk,skeleton,hoop,79.06710077316221,1508
1509,gradient 1,blue,combo 3 puffer,green mullet,mad note,None,14.008487339846628,1509
1510,pink,purple,white collar,pink long,designer glasses,None,2.9651139679238074,1510
1511,green,blue,blue fleece,holographic brushcut,aviators with cig,None,9.85742244877711,1511
1512,pale,space,light blue puffer,blue messy,sunglasses,None,8.190343975421733,1512
1513,green,green,combo 3 puffer,harley,surprised,None,3.759469371768308,1513
1514,green,grey,blue blazer,brown brushcut,mustache,None,6.780468966555024,1514
1515,tan,grey,combo 2 puffer,harley,happy note,None,9.454606615017703,1515
1516,yellow,purple,yellow backpack,helmet,happy note,None,10.48400012022568,1516
1517,gradient 2,pink,white turtleneck,blue messy,bandana,hoop,82.07672340184612,1517
1518,tan,gradient 1,rainbow striped sweater,green bowlcut,default,hoop,75.54284516930069,1518
1519,tan,grey,light blue puffer,blue afro,in love,None,2.1482183371570587,1519
1520,blue,iridescent,white sweater,pink headband,designer glasses,None,4.475574600791359,1520
1521,pink,gradient 1,white turtleneck,pink long,mustache,None,5.2252490281099995,1521
1522,blue,gradient 4,pink puffer,white bucket cap,content,None,2.886740699163189,1522
1523,pink,grey,combo 3 puffer,white bucket cap,in love,None,3.2559649637342094,1523
1524,orange,yellow,blue and yellow jacket,yellow toque,content,None,4.2405846150929785,1524
1525,pink,green,blue backpack,pink toque,blue beard,None,8.760966639114173,1525
1526,rainbow,light blue,white collar,None,surprised,None,12.58741439759926,1526
1527,green,grey,combo 2 puffer,pink headband,default,None,1.7902054458412693,1527
1528,blue,yellow,pink fleece,blue puffballs,sunglasses,airpod,78.1496430133343,1528
1529,gradient 2,sky,combo 2 puffer,pink,happy,None,12.609874053586337,1529
1530,blue,grey,pink hoodie,green bowlcut,in love,None,1.4657505602950367,1530
1531,green,grey,white sweater,pink long,sunglasses,None,1.1747809562998448,1531
1532,med,space,pink puffer,yellow headband,in love,None,8.000053992077858,1532
1533,med,gradient 1,blue backpack,blue messy,grumpy,None,3.502120433256567,1533
1534,tan,pink,orange puffer,pink tidy,green beard,airpod,84.63880781557424,1534
1535,purple,orange,combo 3 puffer,shaved,grumpy,None,2.159452083043946,1535
1536,pale,holographic,white puffer,yellow toque,happy,None,6.914741284664548,1536
1537,orange,sky,orange collar,pink bucket cap,default,None,7.93291335807447,1537
1538,yellow,gradient 4,blue turtleneck,purple alfalfa,mad note,None,9.1413194581599,1538
1539,pale,gradient 3,orange collar,pink toque,surprised,None,4.083973484854519,1539
1540,gradient 2,iridescent,yellow turtleneck,blue messy,in love,None,10.931534971238282,1540
1541,purple,gradient 4,combo 1 puffer,blue puffballs,designer glasses,pearl,73.39468389646393,1541
1542,rainbow,holographic,yellow puffer,None,designer glasses,None,16.201411275745414,1542
1543,tan,gradient 2,pink and white jacket,blue alfalfa,3d glasses,None,7.53013556454558,1543
1544,yellow,gradient 1,orange puffer,purple brushcut,happy note,None,8.984730708750567,1544
1545,yellow,yellow,pink fleece,poopie,mustache,None,7.574906054948433,1545
1546,pink,pink,yellow turtleneck,beige bucket cap,chill cig,hoop,74.99457810093703,1546
1547,gradient 2,light blue,yellow puffer,green brushcut,grumpy,None,7.451802582618791,1547
1548,tan,gradient 3,grey hoodie,halo,designer glasses,hoop,74.69249559665197,1548
1549,purple,orange,blue turtleneck,blue afro,surprised,None,2.4615771093393914,1549
1550,green,gradient 1,yellow backpack,blue messy,grumpy,None,2.9538701488380137,1550
1551,pale,iridescent,pink sweater with satchel,yellow toque,in love,None,7.026684865086086,1551
1552,blue,sky,pink sweater with satchel,blue puffballs,happy,None,6.064392833827035,1552
1553,gradient 2,gradient 4,navy sweater,yellow bowlcut,skeleton,pearl,83.4864708471658,1553
1554,orange,pink,grey hoodie,pink,bandana,pearl,76.66168007643593,1554
1555,pale,green,blue blazer,purple cap,happy note,None,10.349751300036733,1555
1556,pink,light blue,blue and yellow jacket,brown brushcut,rainbow puke,pearl,79.4586962917182,1556
1557,orange,gradient 3,navy sweater,viking,blue beard,pearl,80.89079709445765,1557
1558,yellow,gradient 3,pink backpack,purple brushcut,sunglasses,airpod,79.60412402790504,1558
1559,blue,blue,pink and green jacket,helmet,mustache,None,5.952573454996611,1559
1560,orange,sky,orange puffer,white bucket cap,default,airpod,84.60524197526004,1560
1561,gradient 2,light blue,white puffer,purple long,default,None,7.172098053498006,1561
1562,tan,light blue,striped sweater,yellow backwards cap,content,None,3.658750586342775,1562
