,head,background,body,hair,face,piercing,Rarity score,Token Id
3755,med,purple,pink puffer,pink long,bandana,hoop,76.75114273936839,3755
3756,green,green,combo 2 puffer,pink,designer glasses,None,2.383248604969514,3756
3757,purple,light blue,pink puffer,yellow toque,content,None,4.184647516322452,3757
3758,orange,pink,blue and yellow jacket,beige bucket cap,grumpy,None,3.804177200966816,3758
3759,yellow,gradient 4,grey hoodie,purple brushcut,in love,None,3.3566221998302797,3759
3760,gradient 1,light blue,pink puffer,green puffballs,default,hoop,78.19442245760894,3760
3761,pale,orange,purple chain,halo,rainbow puke,pearl,82.34527810803478,3761
3762,tan,grey,navy sweater,brown mullet,grumpy,pearl,71.70523080145429,3762
3763,blue,pink,combo 2 puffer,blue nerd,grumpy,None,1.846198495815181,3763
3764,purple,purple,combo 3 puffer,purple alfalfa,in love,None,3.5021193144262575,3764
3765,pink,gradient 4,orange collar,pink toque,straw,hoop,76.96371222863733,3765
3766,blue,gradient 1,yellow backpack,blue brushcut,designer glasses,None,1.7119507922208697,3766
3767,blue,gradient 2,pink sweater with satchel,purple long,green beard,airpod,84.14656848166933,3767
3768,pale,gradient 1,pink and green jacket,green bowlcut,aviators with mustache,pearl,79.35798533810483,3768
3769,yellow,yellow,white puffer,yellow toque,default,None,3.1664228486968904,3769
3770,purple,yellow,white puffer,blue toque,content,None,4.173427194412013,3770
3771,tan,gradient 4,pink backpack,green brushcut,bandana,None,5.527314746711132,3771
3772,orange,gradient 2,None,None,puffer up,None,10.886405270726376,3772
3773,pale,pink,white collar,blue afro,default,None,2.9314843438488207,3773
3774,gradient 1,gradient 4,pink sweater with satchel,pink bucket cap,surprised,None,8.872807271745945,3774
3775,med,gradient 3,leopard hoodie,blue puffballs,designer glasses,None,6.26581809183131,3775
3776,orange,orange,blue backpack,blue brushcut,in love,None,2.0923103287198,3776
3777,blue,gradient 3,pink backpack,yellow toque,blue beard,None,8.783381535927083,3777
3778,orange,purple,pink hoodie,purple long,sunglasses,None,2.6518033119033886,3778
3779,blue,iridescent,navy sweater,purple long,straw,None,7.407107061547319,3779
3780,pale,gradient 4,yellow backpack,halo,cobain glasses,hoop,77.93712723239155,3780
3781,green,blue,yellow turtleneck,green puffballs,sunglasses,None,1.0964871413829447,3781
3782,green,blue,light blue puffer,pink tidy,happy note,None,8.056033610871486,3782
3783,tan,gradient 4,pink sweater with satchel,beige bucket cap,mustache,hoop,76.1693478721631,3783
3784,med,gradient 3,combo 1 puffer,pink long,happy,None,2.215411564134046,3784
3785,green,grey,pink hoodie,pink bucket cap,happy,None,2.047505146131481,3785
3786,blue,gradient 4,yellow turtleneck,pink,mustache,None,4.0839801985815996,3786
3787,tan,gradient 3,pink fleece,cowboy,content,hoop,74.83794683100778,3787
3788,gradient 1,gradient 2,yellow puffer,purple brushcut,sunglasses,None,8.167889909860078,3788
3789,tan,gradient 3,green hoodie,purple puffballs,sunglasses,None,2.50634424399654,3789
3790,pickle,yellow,None,None,green beard,None,19.110146118244792,3790
3791,icecream,gradient 3,None,None,cobain glasses,None,17.46545457069618,3791
3792,med,green,purple sweater with satchel,blue mohawk,happy note,None,7.709128023458363,3792
3793,yellow,sky,pink backpack,poopie,surprised,None,10.025263967914713,3793
3794,orange,sky,blue and yellow jacket,green mullet,cobain glasses,None,10.998616305496418,3794
3795,tan,gradient 1,purple sweater with satchel,blue alfalfa,bandana,None,5.963695306425788,3795
3796,blue,grey,yellow puffer,blue alfalfa,sad note,pearl,76.72883525796583,3796
3797,orange,gradient 4,pink backpack,green mullet,in love,pearl,72.82412389074653,3797
3798,orange,green,pink and green jacket,purple cap,3d glasses,None,7.462992691142717,3798
3799,gradient 2,gradient 2,pink sweater with satchel,purple cap,cobain glasses,None,11.289592624709138,3799
3800,pink,yellow,purple sweater with satchel,yellow bowlcut,default,None,1.8461951410631097,3800
3801,purple,green,light blue puffer,blue brushcut,designer glasses,hoop,72.67860328046565,3801
3802,blue,gradient 3,pink backpack,blue puffballs,blue check,None,8.31342954025622,3802
3803,gradient 1,gradient 2,combo 2 puffer,blue mohawk,3d glasses,hoop,84.50455899662734,3803
3804,green,gradient 3,yellow backpack,shaved,grumpy,None,2.394451019136393,3804
3805,pink,fire,combo 3 puffer,holographic mohawk,surprised,None,9.051836658765957,3805
3806,yellow,yellow,orange collar,harley,default,None,4.128664533088836,3806
3807,blue,light blue,pink and green jacket,brown mullet,chill cig,None,3.0769825740458026,3807
3808,tan,yellow,yellow puffer,yellow toque,content,None,3.1105372295346347,3808
3809,orange,purple,blue backpack,green bowlcut,aviators with mustache,None,8.402878778218598,3809
3810,tan,gradient 2,yellow turtleneck,blue puffballs,in love,hoop,73.27163972661204,3810
3811,pale,gradient 1,yellow puffer,blue afro,grumpy,pearl,73.21566234374016,3811
3812,orange,iridescent,yellow turtleneck,blue mohawk,default,None,4.486763589988159,3812
3813,pale,gradient 3,blue and yellow jacket,blue nerd,3d glasses,None,9.0518567969663,3813
3814,tan,holographic,blue and yellow jacket,green brushcut,neutral note,None,12.330158335665642,3814
3815,yellow,green,white puffer,purple long,default,pearl,71.91786518784934,3815
3816,purple,pink,pink backpack,yellow toque,straw,None,6.735730924715225,3816
3817,yellow,iridescent,pink hoodie,pink headband,grumpy,None,5.997255552588453,3817
3818,green,gradient 1,leopard hoodie,blue brushcut,grumpy,hoop,75.5764311527834,3818
3819,med,pink,light blue puffer,purple puffballs,straw,None,5.728712036690162,3819
3820,blue,grey,combo 2 puffer,blue puffballs,happy,None,0.7384418005104703,3820
3821,med,light blue,white puffer,pink long,surprised,pearl,72.67863013661601,3821
3822,purple,grey,white turtleneck,holographic mohawk,sunglasses,None,4.19582755189588,3822
3823,med,iridescent,striped sweater,green brushcut,default,None,5.572060624586035,3823
3824,pale,fire,blue backpack,purple long,happy,None,6.556706013513266,3824
3825,yellow,green,blue backpack,pink,neutral note,pearl,78.63078958763376,3825
3826,blue,blue,navy sweater,cowboy,mustache,None,4.878384837418323,3826
3827,med,light blue,white sweater,brown brushcut,content,None,2.6293671508559897,3827
3828,yellow,orange,blue turtleneck,purple brushcut,in love,None,2.786005130289384,3828
3829,gradient 1,grey,navy sweater,white bucket cap,surprised,pearl,78.63076161563399,3829
3830,orange,green,pink hoodie,purple puffballs,skeleton,airpod,84.48215304871805,3830
3831,blue,space,grey hoodie,purple cap,happy,None,6.097939653280763,3831
3832,green,pink,blue and yellow jacket,pink,surprised,None,3.0545464149856687,3832
3833,gradient 1,gradient 4,pink fleece,yellow headband,sunglasses,hoop,78.55242304154291,3833
3834,pink,green,purple sweater with satchel,viking,sad note,None,9.477033825919442,3834
3835,gradient 1,gradient 3,navy sweater,purple long,aviators with cig,None,13.86306519731452,3835
3836,pink,light blue,light blue puffer,green bowlcut,designer glasses,None,2.372026043908006,3836
3837,tan,gradient 2,blue turtleneck,purple long,aviators with cig,pearl,78.16087787432538,3837
3838,orange,space,pink and white jacket,green bowlcut,default,None,6.836420618317041,3838
3839,blue,yellow,pink fleece,green bowlcut,content,None,1.6447665171283976,3839
3840,med,fire,purple sweater with satchel,halo,default,airpod,84.43742843209674,3840
3841,yellow,green,pink puffer,helmet,straw,None,7.116148646103627,3841
3842,tan,gradient 1,pink hoodie,green brushcut,in love,None,3.3231067165679065,3842
3843,gradient 1,grey,combo 2 puffer,harley,content,None,10.092385578076719,3843
3844,orange,gradient 4,combo 3 puffer,blue nerd,sunglasses,hoop,73.31638000834812,3844
3845,med,green,blue fleece,purple long,mustache,None,4.6993476238027165,3845
3846,yellow,green,white collar,blue nerd,bandana,None,5.840605263040758,3846
3847,med,grey,combo 3 puffer,brown mullet,blue beard,hoop,78.77624641787997,3847
3848,orange,gradient 3,white sweater,purple puffballs,cobain glasses,None,5.773459028178804,3848
3849,blue,gradient 2,green blazer,yellow headband,happy,hoop,73.97647204671284,3849
3850,med,light blue,pink backpack,crown,designer glasses,hoop,75.85613120832181,3850
3851,purple,pink,pink and white jacket,purple brushcut,blue check,None,9.040629769029431,3851
3852,purple,gradient 2,yellow turtleneck,green brushcut,happy,None,2.2041587944057777,3852
3853,green,orange,blue fleece,blue nerd,mustache,None,4.520336140800145,3853
3854,pale,fire,yellow turtleneck,pink tidy,grumpy,None,6.858894821582222,3854
3855,yellow,fire,orange collar,pink long,surprised,None,6.91474464065866,3855
3856,tan,iridescent,combo 2 puffer,white bucket cap,happy,None,5.292362808695514,3856
3857,green,grey,blue turtleneck,blue afro,sunglasses,None,1.723022288585474,3857
3858,blue,gradient 1,combo 1 puffer,yellow bowlcut,default,airpod,77.86997876409191,3858
3859,tan,gradient 4,pink and green jacket,pink headband,straw,pearl,75.86727319969019,3859
3860,tan,gradient 2,blue fleece,purple long,3d glasses,None,7.966497099673631,3860
3861,blue,iridescent,yellow turtleneck,blue toque,sad note,None,11.021102818875898,3861
3862,green,green,orange collar,purple long,pink beard,None,7.664377668771773,3862
3863,tan,yellow,pink backpack,helmet,content,hoop,74.8604008923465,3863
3864,tan,blue,yellow backpack,blue alfalfa,aviators with mustache,None,7.630817424347964,3864
3865,green,pink,rainbow striped sweater,pink long,content,hoop,76.31485617059083,3865
3866,med,pink,yellow puffer,pink long,3d glasses,None,7.686734384918147,3866
3867,yellow,blue,green blazer,pink long,in love,airpod,81.55089137048299,3867
3868,purple,gradient 1,combo 2 puffer,purple alfalfa,sunglasses,pearl,73.65200150052318,3868
3869,tan,holographic,combo 3 puffer,purple brushcut,holographic beard,None,12.5875061531114,3869
3870,orange,green,orange collar,halo,in love,None,3.367810074916524,3870
3871,med,iridescent,pink hoodie,blue puffballs,bandana,pearl,79.64894711003944,3871
3872,yellow,blue,pink fleece,green bowlcut,aviators with cig,None,7.463000522954882,3872
3873,green,sky,purple sweater with satchel,yellow bowlcut,skeleton,hoop,83.59834057609264,3873
3874,purple,pink,navy sweater,purple alfalfa,straw,None,5.874162152464087,3874
3875,yellow,green,combo 3 puffer,blue mohawk,cobain glasses,None,5.359515757781365,3875
3876,orange,gradient 3,white sweater,green mullet,cobain glasses,None,5.594411741861108,3876
3877,orange,gradient 1,blue fleece,blue alfalfa,bandana,hoop,77.10918472101746,3877
3878,tan,light blue,pink hoodie,green mullet,sunglasses,None,1.9021076220891158,3878
3879,med,gradient 3,pink and green jacket,brown mullet,bandana,None,6.646239168220193,3879
3880,orange,pink,grey hoodie,purple brushcut,sunglasses,None,2.6517014849311975,3880
3881,cat,green,cat,helmet,cat,None,25.510563289980038,3881
3882,yellow,gradient 3,grey hoodie,green bowlcut,content,None,3.3790415737032826,3882
3883,orange,gradient 3,blue turtleneck,purple long,chill cig,pearl,74.70371703192772,3883
3884,orange,sky,navy sweater,green brushcut,chill cig,None,9.0182148684904,3884
3885,orange,yellow,orange collar,blue alfalfa,3d glasses,None,7.653171901343272,3885
3886,green,green,orange puffer,holographic afro,mustache,None,6.243426690454896,3886
3887,pale,gradient 2,combo 2 puffer,halo,in love,airpod,81.46139961746567,3887
3888,purple,gradient 3,white turtleneck,yellow headband,designer glasses,None,3.222427095171364,3888
3889,gradient 2,gradient 1,combo 2 puffer,blue brushcut,bandana,None,11.21130216553794,3889
3890,green,gradient 2,pink backpack,purple cap,straw,None,5.449008627641726,3890
3891,orange,orange,pink and green jacket,blue mohawk,in love,None,2.4168245172405913,3891
3892,yellow,gradient 1,yellow backpack,harley,grumpy,None,4.9678788318223805,3892
3893,gradient 1,iridescent,purple chain,blue puffballs,sunglasses,None,13.359556310481471,3893
3894,pink,gradient 4,blue and yellow jacket,beige bucket cap,default,None,3.423821025678569,3894
3895,med,blue,pink sweater with satchel,blue mohawk,surprised,None,2.014001970002511,3895
3896,purple,pink,pink fleece,yellow backwards cap,in love,None,4.285329376124839,3896
3897,blue,pink,grey hoodie,purple brushcut,sad note,airpod,84.21366995561826,3897
3898,tan,orange,yellow backpack,green puffballs,straw,None,4.386049277399782,3898
3899,yellow,space,pink sweater with satchel,pink bucket cap,happy,None,7.798682441902963,3899
3900,blue,purple,pink and green jacket,harley,chill cig,airpod,81.74108624579833,3900
3901,green,yellow,green hoodie,blue puffballs,chill cig,None,3.871337978883935,3901
3902,pale,gradient 2,pink hoodie,brown mullet,designer glasses,None,3.5804735551225555,3902
3903,med,light blue,pink backpack,crown with holographic long,blue beard,None,11.132982619014374,3903
3904,purple,green,blue backpack,yellow bowlcut,sunglasses,None,2.002797312461626,3904
3905,pink,gradient 2,purple sweater with satchel,purple cap,default,None,2.5510632634854074,3905
3906,green,gradient 1,green hoodie,pink long,3d glasses,airpod,84.75071894544547,3906
3907,gradient 2,orange,pink hoodie,green mullet,mustache,None,9.8126810479623,3907
3908,yellow,iridescent,pink sweater with satchel,purple brushcut,chill cig,None,7.071412838446733,3908
3909,yellow,yellow,yellow puffer,purple alfalfa,default,None,2.0586986066749873,3909
3910,tan,grey,yellow turtleneck,green puffballs,designer glasses,None,1.1188584005844835,3910
3911,purple,gradient 4,holographic sweater,brown mullet,pink beard,None,12.005691144724864,3911
3912,orange,gradient 4,combo 2 puffer,pink toque,happy,None,2.9202841688330095,3912
3913,med,grey,white sweater,brown mullet,cobain glasses,None,4.900704633158122,3913
3914,tan,orange,blue blazer,blue afro,sad note,None,9.80150773083571,3914
3915,orange,fire,pink sweater with satchel,green bowlcut,aviators with cig,pearl,82.13268064328834,3915
3916,orange,grey,light blue puffer,blue puffballs,sunglasses,None,2.1146737558607653,3916
3917,yellow,sky,blue turtleneck,blue alfalfa,chill cig,hoop,79.81674722748744,3917
3918,yellow,gradient 1,blue fleece,blue mohawk,straw,None,6.109201368186527,3918
3919,orange,pink,white turtleneck,blue mohawk,blue beard,None,8.123128369106066,3919
3920,pink,gradient 2,pink hoodie,blue afro,default,None,2.7972153809881837,3920
3921,tan,light blue,pink fleece,purple cap,aviators with mustache,None,7.921717653660141,3921
3922,rainbow,gradient 4,green blazer,None,60s glasses,None,21.98599438829426,3922
3923,gradient 2,gradient 2,combo 3 puffer,blue afro,chill cig,None,9.756670093225726,3923
3924,med,space,purple sweater with satchel,purple long,happy,hoop,77.80286946031809,3924
3925,tan,gradient 2,blue fleece,pink,surprised,None,2.965040115187065,3925
3926,pink,iridescent,white turtleneck,purple brushcut,surprised,None,5.359513514407359,3926
3927,pink,gradient 4,green hoodie,pink headband,cobain glasses,airpod,82.63611567837827,3927
3928,orange,iridescent,green hoodie,brown brushcut,chill cig,None,7.060222734890971,3928
3929,pale,space,blue fleece,blue puffballs,grumpy,None,8.223904221335989,3929
3930,green,pink,yellow backpack,blue afro,blue beard,None,8.279804400941979,3930
3931,green,grey,spotted hoodie,brown brushcut,happy note,None,10.59584858541484,3931
3932,gradient 1,orange,white puffer,cowboy,content,None,9.074206796404697,3932
3933,purple,blue,navy sweater,green bowlcut,surprised,None,2.114706206162675,3933
3934,orange,gradient 1,pink and green jacket,halo,happy,None,3.5692655492882115,3934
3935,blue,green,leopard hoodie,blue mohawk,sunglasses,None,3.4574416973722233,3935
3936,blue,light blue,blue backpack,yellow bowlcut,aviators with mustache,None,7.362337687490694,3936
3937,green,gradient 4,grey hoodie,halo,designer glasses,hoop,74.4240315224254,3937
3938,pale,pink,blue fleece,blue brushcut,sunglasses,pearl,72.66745905143665,3938
3939,purple,gradient 4,pink hoodie,halo,in love,hoop,75.33025777775315,3939
3940,blue,orange,combo 1 puffer,blue nerd,mustache,None,3.5245509994071944,3940
3941,pale,gradient 2,navy sweater,holographic brushcut,sunglasses,None,5.281205153454397,3941
3942,blue,gradient 2,green blazer,yellow headband,default,hoop,74.36806756651086,3942
3943,blue,gradient 2,pink puffer,yellow toque,rainbow puke,None,9.320422696923023,3943
3944,pink,light blue,pink puffer,holographic mohawk,skeleton,hoop,80.96909650377452,3944
3945,blue,gradient 1,white collar,green puffballs,straw,airpod,81.68514914305327,3945
3946,pink,pink,rainbow striped sweater,green mullet,sunglasses,pearl,75.3190732671069,3946
3947,green,gradient 4,white sweater,purple long,pink beard,None,7.966523955078769,3947
3948,blue,blue,purple sweater with satchel,yellow backwards cap,pink beard,airpod,85.09753725713904,3948
3949,purple,light blue,orange puffer,blue afro,grumpy,None,2.7077348177644085,3949
3950,gradient 1,holographic,pink hoodie,green brushcut,sunglasses,pearl,82.69209418132249,3950
3951,tan,blue,rainbow striped sweater,yellow toque,happy,hoop,75.68832325980686,3951
3952,tan,yellow,light blue puffer,blue nerd,green beard,pearl,78.1385715144856,3952
3953,blue,yellow,purple sweater with satchel,blue mohawk,sad note,airpod,83.75494163536786,3953
3954,purple alien,space,alien,purple alien,alien,None,32.469955335548256,3954
3955,orange,iridescent,white puffer,white bucket cap,happy,None,5.348299911937386,3955
3956,tan,gradient 1,navy sweater,blue alfalfa,in love,None,2.741307376525455,3956
3957,green,blue,navy sweater,green bowlcut,sunglasses,None,1.4097866051257397,3957
3958,pale,gradient 2,pink sweater with satchel,purple puffballs,holographic beard,hoop,79.8614908667081,3958
3959,gradient 2,orange,light blue puffer,green bowlcut,happy,None,6.38887009250174,3959
3960,gradient 1,orange,orange collar,brown mullet,in love,None,7.921756817689131,3960
3961,yellow,orange,blue backpack,shaved,straw,airpod,81.74107841249571,3961
3962,pink,green,yellow puffer,purple long,default,None,1.1524746009314313,3962
3963,pickle,gradient 3,None,None,holographic visor,None,21.549337416136378,3963
3964,gradient 1,light blue,white turtleneck,wizard,mustache,None,12.755349904444643,3964
3965,yellow,purple,None,None,duck,None,10.886492559611566,3965
3966,purple,blue,blue blazer,purple puffballs,blue check,None,11.032255997553738,3966
3967,yellow,gradient 4,white sweater,blue puffballs,sunglasses,None,2.3608426528372837,3967
3968,green,gradient 2,blue and yellow jacket,brown mullet,designer glasses,None,3.1888108992957633,3968
3969,pink,sky,pink hoodie,holographic afro,neutral note,None,15.54137853762277,3969
3970,green,pink,combo 1 puffer,yellow backwards cap,happy,None,2.4950847647641297,3970
3971,purple,gradient 1,yellow turtleneck,purple long,designer glasses,None,2.9986484765180106,3971
3972,yellow,gradient 2,pink sweater with satchel,brown brushcut,default,pearl,73.10378590108625,3972
3973,purple,light blue,pink puffer,holographic mohawk,green beard,None,10.607075622294403,3973
3974,purple,iridescent,pink and green jacket,pink long,cobain glasses,None,9.186124639506179,3974
3975,purple,gradient 4,yellow backpack,purple brushcut,3d glasses,None,8.369279365791268,3975
3976,pale,gradient 3,yellow turtleneck,blue afro,bandana,airpod,82.92699017533856,3976
3977,pink,green,pink puffer,blue nerd,blue check,None,8.134352043781314,3977
3978,tan,green,blue backpack,pink headband,cobain glasses,None,5.158075946040375,3978
3979,gradient 1,yellow,combo 1 puffer,pink headband,designer glasses,None,8.279793205435048,3979
3980,gradient 2,green,navy sweater,harley,surprised,None,8.951122349158478,3980
3981,blue,pink,white sweater,yellow headband,content,hoop,72.15275111040536,3981
3982,orange,holographic,navy sweater,blue afro,content,None,6.847604011623436,3982
3983,pink,light blue,combo 3 puffer,blue puffballs,default,None,2.3720204509985,3983
3984,yellow,yellow,white collar,purple cap,sunglasses,None,2.7748262145398996,3984
3985,blue,gradient 2,yellow turtleneck,yellow headband,happy,hoop,71.34723133187929,3985
3986,tan,gradient 2,orange puffer,cowboy,sunglasses,None,3.446204594497592,3986
3987,pale,holographic,pink and green jacket,pink headband,bandana,None,10.528768371229056,3987
3988,blue,light blue,pink puffer,yellow backwards cap,blue check,None,8.83926380803792,3988
3989,purple,yellow,orange collar,green mullet,happy,None,1.7117997327405372,3989
3990,gradient 2,iridescent,pink hoodie,blue brushcut,surprised,None,10.405691758527492,3990
3991,tan,light blue,pink puffer,blue toque,grumpy,None,3.2335332747787415,3991
3992,gradient 2,gradient 1,blue backpack,halo,default,None,9.197297962346159,3992
3993,yellow,blue,orange puffer,purple brushcut,in love,None,2.830805840040547,3993
3994,orange,space,orange puffer,blue nerd,grumpy,None,7.574884797172555,3994
3995,tan,gradient 4,orange collar,blue puffballs,grumpy,None,2.2153824698262485,3995
3996,pale,blue,white turtleneck,pink long,default,hoop,72.68983478595943,3996
3997,pink,gradient 1,white collar,pink tidy,sad note,None,9.096602673102346,3997
3998,tan,green,green hoodie,blue messy,aviators with mustache,None,7.865816360688821,3998
3999,tan,purple,pink fleece,yellow toque,default,pearl,73.15975097756994,3999
4000,med,grey,white collar,purple long,cobain glasses,None,5.650357799719986,4000
4001,tan,grey,blue backpack,yellow bowlcut,default,None,1.2083814863154418,4001
4002,purple,grey,light blue puffer,yellow backwards cap,chill cig,pearl,75.11771290200579,4002
4003,med,grey,combo 3 puffer,yellow bowlcut,happy,pearl,71.60462390874761,4003
4004,med,orange,white puffer,pink long,chill cig,None,3.3454399280866824,4004
4005,gradient 1,gradient 2,pink and white jacket,pink,designer glasses,None,8.794456387540576,4005
4006,orange,green,grey hoodie,pink headband,blue check,None,8.402804925481854,4006
4007,pink,purple,pink and white jacket,brown mullet,default,None,1.8685764675017595,4007
4008,tan,sky,white puffer,yellow headband,mad note,airpod,89.71825314822041,4008
4009,orange,orange,None,None,puffer up,None,10.04726930303171,4009
4010,orange,gradient 4,orange collar,pink long,happy note,None,8.268579604455525,4010
4011,green,pink,combo 2 puffer,blue alfalfa,grumpy,None,2.416807731556645,4011
4012,med,blue,grey hoodie,green bowlcut,happy note,None,7.865798458410238,4012
4013,pink,fire,white turtleneck,pink tidy,bandana,None,10.215495763388216,4013
4014,yellow,gradient 3,blue turtleneck,beige bucket cap,chill cig,None,5.482548726909762,4014
4015,tan,green,pink and green jacket,poopie,straw,None,7.172117076345755,4015
4016,purple,grey,pink and green jacket,green mullet,designer glasses,airpod,79.0783166135412,4016
4017,med,light blue,yellow turtleneck,green puffballs,surprised,None,1.8573069155672588,4017
4018,gradient 2,yellow,pink backpack,pink long,mustache,None,10.002872564551033,4018
4019,orange,grey,pink sweater with satchel,blue puffballs,sunglasses,pearl,72.25346541827399,4019
4020,pale,gradient 2,purple sweater with satchel,purple puffballs,aviators with mustache,None,9.096612746052845,4020
4021,green,orange,yellow turtleneck,beige bucket cap,content,hoop,73.30516976112705,4021
4022,tan,gradient 1,white turtleneck,brown mullet,grumpy,hoop,72.99189603271702,4022
4023,gradient 2,yellow,pink hoodie,green brushcut,default,None,7.776269777285692,4023
4024,blue,gradient 3,combo 1 puffer,blue brushcut,3d glasses,pearl,77.0532655245255,4024
4025,pink,yellow,orange collar,beige bucket cap,blue check,hoop,80.05169021535741,4025
4026,orange,green,blue and yellow jacket,blue alfalfa,blue beard,None,8.123127251517799,4026
4027,blue,iridescent,white sweater,pink long,content,airpod,81.08095280475037,4027
4028,pale,grey,white puffer,green bowlcut,content,None,2.237786178087656,4028
4029,med,gradient 2,orange collar,pink,grumpy,pearl,73.47295756771551,4029
4030,gradient 2,gradient 3,orange puffer,holographic brushcut,surprised,airpod,87.16731184394574,4030
4031,pale,orange,pink and white jacket,brown brushcut,happy,hoop,72.1751738412661,4031
4032,blue,gradient 3,blue fleece,pink bucket cap,green beard,None,8.671473764285649,4032
4033,tan,space,purple sweater with satchel,yellow bowlcut,surprised,None,7.082578328729322,4033
4034,purple,green,yellow puffer,helmet,content,None,4.229396750936693,4034
4035,green,grey,white turtleneck,green bowlcut,grumpy,None,1.3202590433283197,4035
4036,yellow,grey,striped sweater,blue puffballs,default,pearl,72.55561505958146,4036
4037,pink,gradient 4,orange collar,purple brushcut,cobain glasses,None,5.807003607239423,4037
4038,pink,yellow,orange puffer,harley,rainbow puke,None,10.461709427487964,4038
4039,pink,gradient 3,pink and green jacket,yellow backwards cap,mustache,None,6.6574986504335,4039
4040,gradient 1,green,white sweater,helmet,sad note,hoop,85.46677494121515,4040
4041,blue,fire,green blazer,harley,surprised,pearl,80.30902012928254,4041
4042,green,orange,pink fleece,shaved,aviators with cig,None,6.836383689961403,4042
4043,orange,green,pink puffer,pink,sunglasses,None,2.125856030833668,4043
4044,gradient 2,iridescent,yellow turtleneck,yellow bowlcut,happy,None,9.253223874055632,4044
4045,pale,gradient 4,purple chain,purple alfalfa,sunglasses,None,5.068605449805303,4045
4046,green,gradient 2,orange puffer,yellow bowlcut,designer glasses,hoop,73.17090751398074,4046
4047,pink,grey,combo 3 puffer,green puffballs,sunglasses,pearl,71.97378438632856,4047
4048,yellow,gradient 1,combo 3 puffer,pink long,green beard,None,8.962330356234864,4048
4049,gradient 2,pink,light blue puffer,pink,sunglasses,hoop,78.75383040173995,4049
4050,purple,orange,blue fleece,purple alfalfa,in love,pearl,73.27162406249089,4050
4051,blue,gradient 2,white sweater,pink tidy,surprised,airpod,78.40704677701528,4051
4052,orange,blue,navy sweater,blue brushcut,default,pearl,71.53746089639918,4052
4053,green,gradient 3,striped sweater,pink headband,designer glasses,None,3.3343192041821,4053
4054,pale,pink,combo 1 puffer,blue brushcut,chill cig,pearl,73.8646112719062,4054
4055,yellow,purple,pink and white jacket,yellow bowlcut,rainbow puke,hoop,79.21257550469339,4055
4056,yellow,gradient 1,yellow puffer,yellow headband,designer glasses,None,2.83079017194487,4056
4057,yellow,purple,yellow backpack,yellow headband,sunglasses,None,2.439201370842085,4057
4058,green,grey,yellow backpack,brown mullet,happy,None,1.0069248938586692,4058
4059,green,gradient 4,green hoodie,blue puffballs,aviators with cig,None,7.988889620625578,4059
4060,blue,orange,yellow puffer,purple long,sunglasses,None,0.6266213083147161,4060
4061,purple,gradient 4,pink sweater with satchel,blue mohawk,default,pearl,72.58916299885912,4061
4062,blue,gradient 4,blue fleece,blue nerd,grumpy,pearl,72.13044586790545,4062
4063,tan,purple,green hoodie,white bucket cap,straw,None,6.0979541950938865,4063
4064,blue,gradient 2,pink hoodie,white bucket cap,in love,None,3.4014777399672536,4064
4065,med,purple,white turtleneck,holographic poopie,grumpy,None,5.2140376642942785,4065
4066,orange,purple,combo 1 puffer,white bucket cap,neutral note,None,8.884008566585697,4066
4067,pale,light blue,pink hoodie,shaved,straw,hoop,76.35961771283529,4067
4068,green,iridescent,white sweater,blue puffballs,cobain glasses,pearl,78.49653741095388,4068
4069,med,gradient 1,blue fleece,white bucket cap,mustache,hoop,77.1986787149247,4069
4070,purple,pink,white collar,purple puffballs,skeleton,None,8.883968285713664,4070
4071,yellow,gradient 1,pink backpack,shaved,sunglasses,None,2.472787354076395,4071
4072,purple,gradient 2,combo 3 puffer,pink headband,chill cig,None,4.911893616393124,4072
4073,blue,iridescent,navy sweater,pink bucket cap,pink beard,None,11.233692452306983,4073
4074,tan,blue,pink puffer,green bowlcut,sad note,hoop,77.93712275632508,4074
4075,devil,purple,yellow turtleneck,None,default,pearl,81.77469236922025,4075
4076,blue,purple,pink and white jacket,helmet,chill cig,None,4.755299271590203,4076
4077,orange,gradient 3,pink backpack,pink bucket cap,happy,pearl,73.14857429898426,4077
4078,yellow,light blue,light blue puffer,shaved,cobain glasses,None,5.67274472329108,4078
4079,blue,gradient 1,None,None,holographic dino,None,10.248776258253708,4079
4080,orange,green,navy sweater,blue alfalfa,sunglasses,hoop,72.28704133054507,4080
4081,blue,blue,combo 3 puffer,purple cap,happy,pearl,71.04517680307168,4081
4082,tan,space,navy sweater,yellow toque,mad note,None,14.422486570390147,4082
4083,yellow,gradient 4,white turtleneck,purple brushcut,surprised,None,2.79721202250999,4083
4084,med,purple,white collar,green mullet,grumpy,None,2.674094003647471,4084
4085,pink,gradient 1,pink hoodie,blue puffballs,3d glasses,hoop,79.27969599875757,4085
4086,med,pink,pink hoodie,blue afro,rainbow puke,None,9.320344368368225,4086
4087,pink,green,combo 2 puffer,green mullet,grumpy,None,1.7119463206257548,4087
4088,lit,gradient 1,striped sweater,None,grumpy,None,12.878307911942313,4088
4089,med,orange,pink backpack,wizard,chill cig,None,5.6168064987348165,4089
4090,pink,light blue,green hoodie,blue puffballs,mustache,hoop,75.8336558854811,4090
4091,gradient 1,gradient 3,purple chain,yellow bowlcut,content,hoop,81.69630456212423,4091
