,Stamina,Special Set,Pet,Mask,Clothes,Eyes,Mouth,Antenna,Skin,Background,Class,Rarity score,Token Id
707,3804.05,None,None,None,Captain-Uniform,Wishful,Smoke,Pirate-Feather,Rose,Banana,Elite,42.89746726501415,707
708,936.95,None,None,None,None,Bored-Lizzard,Kissy-Lips,Bandana-Green,Silver,Powder,Common,4.843754164601351,708
709,1000.75,None,None,None,None,Double-Vision,Happy-Fangs,Spikes-Green,Red,Attitude,Common,7.927574019472135,709
710,946.35,None,None,None,None,Infectious,Intense,Poop-Scoop,Silver,Cider,Common,5.082726487566799,710
711,983.35,None,None,None,None,Bored-Lizzard,Krooked-Smile,Mr-Brain,Red,Pigeon,Common,7.286939824676546,711
712,861.34,None,None,None,None,In-Love,Yellow-Gum,Sunday-Hat-Blue,White,Puce,Common,0.7603246555860081,712
713,1530.91,None,None,None,None,Suspicious,Tiny-Tongue,Sunday-Hat-White,Hollow-Ancient,Mauve,Rare,15.113877346703045,713
714,903.14,None,None,None,None,Zebra-Shades,Blue-Gum,Beanie-Pink,Silver,Pink-Clouds,Common,3.0629134003733274,714
715,900.95,None,None,None,None,Spaced-Out,Surprised,Mouse-Beanie,White,Purple-Clouds,Common,3.116342120132489,715
716,912.95,None,None,None,None,Funky-Apple,Drooling,Flower-Hat-Blue,Rose,Purple-Clouds,Common,3.7686662336018926,716
717,1522.3,None,None,None,None,In-Love,Ogre,Cap-White,Hollow-Ancient,Puce,Rare,14.495227460116162,717
718,1529.3,None,None,None,None,Shocking,Smoke,Lucky-Irish,Hollow-Ancient,Flamingo,Rare,14.831931779377536,718
719,3799.28,None,None,None,Fly-Suit,Shocking,Displeased,Cap-Red,Silver,Green-Clouds,Elite,42.69111302320488,719
720,920.54,None,None,None,None,Party-Shades,Interesting,Gel-Red,Silver,Flamingo,Common,3.6602396697421278,720
721,3770.88,None,None,None,Farmer-Gear,Goof,Ogre,Beanie-Pink,Rose,Blue-Clouds,Elite,41.28039422445981,721
722,904.74,None,None,None,None,Rainbow-Shades,Blue-Gum,Gel-Red,Silver,Attitude,Common,2.802365485303287,722
723,873.54,None,None,None,None,Banana-Shades,Yellow-Gum,Lucky-Irish,White,Electric,Common,1.2599535897715655,723
724,930.15,None,None,None,None,Inspector-Lense,Surprised,Flower-Red,Silver,Air-Force,Common,4.680981862594033,724
725,942.35,None,None,None,None,Provocative,Monster,Smooth-Fro,Rose,Puce-Fiddle,Common,4.85455299213482,725
726,961.95,None,None,None,None,Pandas,Pipe,Pineapple-Fro,Blue,Periwinkle,Common,6.90704052675498,726
727,1545.91,None,None,None,None,Sad,Fangs,Flower-Red,Hollow-Ancient,Apricot,Rare,16.101949363662083,727
728,1540.11,None,None,None,None,Disturbed,Rude-Tongue,Chef,Hollow-Collage,Teal,Rare,15.537471523388655,728
729,1535.7,None,None,None,None,Party-Shades,Big-Smile,Flower-White,Hollow-Ancient-Angel,Flamingo,Rare,15.385328417231072,729
730,985.95,None,None,None,None,Suspicious,Monster,Cop,Blue,Coin,Common,7.471387942141558,730
731,932.34,None,None,None,None,In-Love,Displeased,Pointed-Beanie-Red,Rose,Green-Clouds,Common,4.3983408492103315,731
732,979.15,None,None,None,None,Bored-Lizzard,Robo-Teeth,Mouse-Beanie,Red,Flamingo,Common,7.373481953831083,732
733,1518.3,None,None,None,None,Party-Shades,Drooling,Princess,Hollow-Ancient,Mint,Rare,14.560137359211378,733
734,911.75,None,None,None,None,Disturbed,Krooked-Smile,Salsa,White,Grey,Common,3.268776619492258,734
735,3779.52,None,None,None,Casual-Hobbit,Shocking,Monster,Flower-White,Rose,Pigeon,Elite,41.88804104037094,735
736,906.55,None,None,None,None,Spaced-Out,Happy-Fangs,Salsa,White,Blue-Clouds,Common,3.0296652422866006,736
737,3795.69,None,None,None,Farmer-Gear,WTF,Fangs,Messy-Blue,Silver,Powder,Elite,42.33298503567306,737
738,910.35,None,None,None,None,Funky-Apple,Intense,Pirate-Feather,White,Carolina,Common,3.246905286802032,738
739,1535.1,None,None,None,None,Badboi-Shades,Silence,Flower-Red,Hollow-Ancient-Angel,Air-Force,Rare,15.504914466593215,739
740,910.54,None,None,None,None,Zebra-Shades,Rude-Tongue,Mohawk-Red,Rose,Coin,Common,3.2366584958985865,740
741,977.35,None,None,None,None,Suspicious,Rose-Swag,Flower-Pink,Purple,Mauve,Common,7.134640196699856,741
742,1543.71,None,None,None,None,Inspector-Lense,Monster,Flower-Blue,Hollow-Ancient,Grey-Clouds,Rare,15.808848705104861,742
743,919.15,None,None,None,None,Infectious,Interesting,Flower-Purple,White,Pink-Clouds,Common,3.9093152750550337,743
744,1541.9,None,None,None,None,In-Love,Big-Smile,Yellow-Lemon,Hollow-Ancient,Banana,Rare,15.754420252987615,744
745,1540.1,None,None,None,None,Party-Shades,Displeased,Chef,Hollow-Ancient-Angel,Electric,Rare,15.515708899810907,745
746,936.55,None,None,None,None,Bored-Lizzard,Monster,French-Influence,Rose,Grizzle,Common,4.702448957044796,746
747,1525.9,None,None,None,None,Zebra-Shades,Blue-Gum,Wizzo,Hollow-Ancient,Grey-Clouds,Rare,14.603654036983443,747
748,1518.1,None,None,None,None,Badboi-Shades,Smoke,Nerd,Hollow-Ancient,Grey,Rare,14.451741242298896,748
749,3779.64,None,None,None,Captain-Uniform,Goof,Robo-Teeth,Princess,Rose,Carolina,Elite,41.953237810457836,749
750,907.94,None,None,None,None,Banana-Shades,Rainbow-Puke,Beanie-Pink,White,Lemonade,Common,3.3228616463172385,750
751,974.15,None,None,None,None,Potters,Surprised,Flower-Blue,Red,Salmon,Common,6.895915788485589,751
752,919.94,None,None,None,None,Party-Shades,Interesting,Cap-Purple,Silver,Worldly,Common,3.790607144337035,752
753,917.54,None,None,None,None,Goof,Mr-Mustache,Bandana-Green,Silver,Cider,Common,3.8123740603659,753
754,1532.51,None,None,None,None,Wishful,Silence,Nerd,Hollow-Ancient,Teal,Rare,15.233332968606907,754
755,3786.49,None,None,None,Farmer-Gear,Spaced-Out,Happy-Fangs,Yellow-Lemon,Silver,Blue-Clouds,Elite,42.09432578246613,755
756,3780.48,None,None,None,Farmer-Gear,In-Love,Mr-Mustache,Sunday-Hat-White,Rose,Grey,Elite,41.76876357508312,756
757,899.34,None,None,None,None,Goof,Stressed,Sunday-Hat-Blue,White,Apricot,Common,2.812660026236673,757
758,1520.91,None,None,None,None,Provocative,Yellow-Gum,Rice-Fields,Hollow-Ancient,Puce,Rare,14.429939414540804,758
759,888.74,None,None,None,None,Banana-Shades,Tiny-Tongue,Flower-Blue,Silver,Mauve,Common,2.2596285450437597,759
760,930.75,None,None,None,None,Funky-Apple,Mr-Mustache,Pointed-Beanie-Red,Silver,Coin,Common,4.257305016344746,760
761,3780.72,None,None,None,Casual-Hobbit,Shocking,Krooked-Smile,Chef,Silver,Tiffany,Elite,41.81211940723158,761
762,1563.11,None,None,None,None,Disturbed,Silence,Captain,Hollow-Ancient-Angel,Attitude,Rare,16.796772967944015,762
763,1525.1,None,None,None,None,Party-Shades,Blue-Gum,Rabbit-White,Hollow-Ancient,Mint,Rare,14.59268142367603,763
764,1534.1,None,None,None,None,Badboi-Shades,Robo-Teeth,Sunday-Hat-Blue,Hollow-Ancient-Angel,Salmon,Rare,15.233454756230625,764
765,986.74,None,None,None,None,Goof,Intense,Lama-Love,Blue,Ruby-Fiddle,Common,7.265298842557098,765
766,1552.51,None,None,None,None,Infectious,Intense,Flower-White,Hollow-Ancient-Angel,Pigeon,Rare,16.330035907380022,766
767,1529.5,None,None,None,None,Pandas,Yellow-Gum,Princess,Hollow-Ancient-Angel,Banana,Rare,15.179165387075393,767
768,905.55,None,None,None,None,Sad,Rude-Tongue,Emo-Red,White,Mauve,Common,2.9102313962022257,768
769,916.55,None,None,None,None,Shocking,Surprised,Mohawk-Blue,White,Attitude,Common,3.3665651779684764,769
770,3790.89,None,None,None,Fly-Suit,Disturbed,Ogre,Flower-Red,Silver,Powder,Elite,42.53913501605434,770
771,938.35,None,None,None,None,Star-Gazer,Smoke,Cap-Black,Rose,Air-Force,Common,4.821995937955919,771
772,3774.84,None,None,None,Captain-Uniform,Rainbow-Shades,Drooling,Mohawk-Black,Rose,Pigeon,Elite,41.204437815320546,772
773,901.54,None,None,None,None,Badboi-Shades,Robo-Teeth,Innocent-Tails,White,Salmon-Fiddle,Common,2.910200936202312,773
774,888.15,None,None,None,None,Spaced-Out,Yellow-Gum,Mr-Brain,White,Carolina,Common,2.1394034891119915,774
775,998.75,None,None,None,None,Adorable,Flabber,Lama-Love,Green,Coin,Common,7.88398348162509,775
776,3774.48,None,None,None,Brown-Suit,Goof,Blue-Gum,Emo-Blonde,Silver,Grey,Elite,41.34545623284783,776
777,892.94,None,None,None,None,Party-Shades,Tiny-Tongue,Uncle-Fro,Rose,Mauve,Common,2.3462663883484045,777
778,1542.5,None,None,None,None,WTF,Mr-Mustache,Cap-Purple,Hollow-Collage,Salmon,Rare,15.548378937342871,778
779,904.55,None,None,None,None,Spaced-Out,Blue-Gum,Flower-White,White,Ruby-Fiddle,Common,3.1707141067010216,779
780,906.14,None,None,None,None,Rainbow-Shades,Mr-Mustache,Rice-Fields,Silver,Puce-Fiddle,Common,3.0411985452014574,780
781,937.75,None,None,None,None,Wishful,Dope,Golden-Halo,Rose,Blue-Clouds,Common,4.550566606660914,781
782,1528.51,None,None,None,None,Provocative,Rose-Swag,Pineapple-Fro,Hollow-Ancient,Grey,Rare,15.64610667769896,782
783,1516.7,None,None,None,None,In-Love,Blue-Gum,Sunday-Hat-Blue,Hollow-Ancient,Coin,Rare,14.310522936772172,783
784,1554.5,None,None,None,None,Potters,Happy-Fangs,Cap-Purple,Hollow-Ancient-Angel,Periwinkle,Rare,16.23235161676817,784
785,897.14,None,None,None,None,Zebra-Shades,Happy-Fangs,Salsa,White,Attitude,Common,2.476029624478849,785
786,944.75,None,None,None,None,Bored-Lizzard,Interesting,Cap-White,Rose,Worldly-Fiddle,Common,5.169359907848899,786
787,3796.69,None,None,None,Brown-Suit,Pandas,Fangs,Mr-Brain,Silver,Powder,Elite,42.59347652175078,787
788,1525.7,None,None,None,None,Party-Shades,Krooked-Smile,Gel-Blue,Hollow-Collage,Mauve,Rare,14.48417231292928,788
789,917.95,None,None,None,None,Creepy-Zombie,Smoke,Mouse-Beanie,Rose,Puce,Common,4.0729004085788585,789
790,1531.9,None,None,None,None,Banana-Shades,Pipe,Innocent-Tails,Hollow-Ancient,Pigeon,Rare,15.0705345226147,790
791,3786.89,None,None,None,Brown-Suit,Wishful,Robo-Teeth,Princess,Silver,Puce,Elite,42.31135710594456,791
792,988.35,None,None,None,None,Disturbed,Flabber,Beanie-Black,Green,Carolina,Common,7.656075185816423,792
793,975.95,None,None,None,None,Funky-Apple,Robo-Teeth,Flower-Red,Green,Tiffany,Common,7.167479758862921,793
794,889.14,None,None,None,None,Rainbow-Shades,Surprised,Bandana-Green,White,Banana,Common,2.2368400477095034,794
795,3798.69,None,None,None,Black-Suit,Wishful,Drooling,Mr-Brain,Silver,Worldly,Elite,42.69127815613673,795
796,975.95,None,None,None,None,Funky-Apple,Krooked-Smile,Messy-Purple,Red,Flamingo,Common,6.8523642538715155,796
797,1504.5,None,None,None,None,Party-Shades,Interesting,Pineapple-Fro,Hollow-Ancient-Angel,Puce,Rare,14.35414822711536,797
798,1509.3,None,None,None,None,In-Love,Yellow-Gum,Mohawk-Red,Hollow-Ancient,Blue-Clouds,Rare,13.724217156154259,798
799,3792.09,None,None,None,Farmer-Gear,WTF,Intense,Flower-Purple,Silver,Worldly-Fiddle,Elite,42.333158860650016,799
800,1549.7,None,None,None,None,Pandas,Dope,Party-Time,Hollow-Ancient,Periwinkle,Rare,15.949932288060536,800
801,1548.1,None,None,None,None,Party-Shades,Robo-Teeth,Bandana-Orange,Hollow-Collage-Angel,Air-Force-Fiddle,Rare,15.89569952800289,801
802,3794.08,None,None,None,Brown-Suit,In-Love,Interesting,Afro,Rose,Pigeon,Elite,42.33308934786826,802
803,894.55,None,None,None,None,Wishful,Blue-Gum,Uncle-Fro,White,Salmon,Common,2.399934158527945,803
804,3851.45,None,None,None,Captain-Uniform,Double-Vision,Krooked-Smile,Yellow-Lemon,Blue,Powder,Elite,45.69732472464029,804
805,1549.31,None,None,None,None,Double-Vision,Rude-Tongue,Sunday-Hat-Blue,Hollow-Ancient,Salmon-Fiddle,Rare,16.05841967524344,805
806,889.74,None,None,None,None,In-Love,Rude-Tongue,Cap-Black,White,Pigeon,Common,2.1609314539385234,806
807,3783.64,None,None,None,Captain-Uniform,Goof,Pipe,Captain,Silver,Purple-Clouds,Elite,41.93158379158655,807
808,1541.5,None,None,None,None,Zebra-Shades,Surprised,Wizzo,Hollow-Ancient,Mint,Rare,15.450494714325568,808
809,3796.49,None,None,None,Farmer-Gear,Inspector-Lense,Krooked-Smile,Mr-Brain,Silver,Pigeon,Elite,42.474151241169864,809
810,3793.09,None,None,None,Farmer-Gear,WTF,Displeased,Cap-Red,Rose,Puce,Elite,42.289676997960555,810
811,1555.31,None,None,None,None,Bored-Lizzard,Silence,Party-Time,Hollow-Ancient,Electric,Rare,16.264760895970042,811
812,1532.1,None,None,None,None,Badboi-Shades,Intense,Captain,Hollow-Ancient,Worldly-Fiddle,Rare,15.103000374417919,812
813,862.34,None,None,None,None,Goof,Yellow-Gum,Flower-Pink,White,Purple-Clouds,Common,0.9124721717285409,813
814,901.34,None,None,None,None,In-Love,Surprised,Cap-White,White,Powder,Common,2.8124687728236784,814
815,922.14,None,None,None,None,Badboi-Shades,Monster,Cap-White,Silver,Prussian,Common,3.9317167746460204,815
816,3794.89,None,None,None,Fly-Suit,Disturbed,Ogre,Nerd,Rose,Carolina,Elite,42.65861242675514,816
817,3780.84,None,None,None,Captain-Uniform,Banana-Shades,Drooling,Emo-Brown,Rose,Grey,Elite,41.71443510350695,817
818,1525.91,None,None,None,None,Football-Lemon,Yellow-Gum,Flower-Pink,Hollow-Ancient,Worldly,Rare,14.896719961345276,818
819,1519.51,None,None,None,None,Star-Gazer,Yellow-Gum,Pineapple-Fro,Hollow-Ancient-Angel,Wheat,Rare,15.157537428655157,819
820,1528.7,None,None,None,None,Zebra-Shades,Rose-Swag,Flower-Hat-Blue,Hollow-Ancient,Grey-Clouds,Rare,15.146473571137475,820
821,3778.49,None,None,None,Black-Suit,Provocative,Smoke,Flower-Red,Rose,Puce,Elite,41.89903104561816,821
822,970.54,None,None,None,None,Party-Shades,Robo-Teeth,Captain,Blue,Powder,Common,6.6244559841681125,822
823,1523.3,None,None,None,None,Banana-Shades,Tiny-Tongue,Flower-Blue,Hollow-Ancient,Cider,Rare,14.69054393358061,823
824,893.15,None,None,None,None,Funky-Apple,Intense,Flower-Hat-Blue,White,Coin,Common,2.682205738408928,824
825,1512.1,None,None,None,None,Party-Shades,Fangs,Flower-Blue,Hollow-Ancient,Puce,Rare,14.093326368136317,825
826,1519.31,None,None,None,None,Innocent-Lashes,Kissy-Lips,Pineapple-Fro,Hollow-Ancient,Teal,Rare,15.14657346815975,826
827,991.15,None,None,None,None,Disturbed,Displeased,Builder-Joe,Blue,Tiffany,Common,7.721293656008515,827
828,1551.3,None,None,None,None,In-Love,Intense,Afro,Hollow-Collage-Angel,Air-Force,Rare,15.993548977681945,828
829,895.55,None,None,None,None,Funky-Apple,Monster,Beanie-Pink,White,Tiffany,Common,2.6931391161826186,829
830,1548.31,None,None,None,None,Disturbed,Krooked-Smile,Princess,Hollow-Ancient-Angel,Worldly-Fiddle,Rare,16.188913167266563,830
831,907.94,None,None,None,None,Party-Shades,Fangs,Emo-Blonde,Rose,Purple-Clouds,Common,3.1607412701276307,831
832,917.55,None,None,None,None,Potters,Ogre,Builder-Joe,Silver,Puce,Common,3.73643945836943,832
833,3835.12,None,None,None,Casual-Brown-Suit,Banana-Shades,Intense,Pineapple-Fro,Leopard-Angel,Khaki,Elite,45.40424575309053,833
834,911.74,None,None,None,None,Banana-Shades,Fangs,Yellow-Lemon,Silver,Banana,Common,3.5627509589943864,834
835,1529.1,None,None,None,None,Banana-Shades,Intense,Lama-Love,Hollow-Ancient,Teal,Rare,14.668785584288562,835
836,1549.5,None,None,None,None,Banana-Shades,Surprised,Emo-Blonde,Hollow-Ancient-Angel,Salmon-Fiddle,Rare,15.960865817232722,836
837,1507.5,None,None,None,None,Badboi-Shades,Stressed,Pineapple-Fro,Hollow-Ancient,Grey-Clouds,Rare,14.506008856582008,837
838,921.94,None,None,None,None,Goof,Happy-Fangs,Stylish-Pink,Silver,Periwinkle,Common,3.7039693036188557,838
839,3852.73,None,None,None,Casual-Brown-Suit,Spaced-Out,Mr-Mustache,Flower-White,Leopard,Mauve,Elite,45.74073272979612,839
840,868.54,None,None,None,None,Rainbow-Shades,Yellow-Gum,Bandana-Orange,White,Ruby-Fiddle,Common,1.0207422555135588,840
841,932.95,None,None,None,None,Football-Lemon,Displeased,Beanie-Pink,Silver,Purple-Clouds,Common,4.702592389976722,841
842,3783.49,None,None,None,Brown-Suit,Wishful,Fangs,Nerd,Rose,Salmon,Elite,42.0401233440475,842
843,3766.92,None,None,None,Casual-Brown-Suit,Rainbow-Shades,Krooked-Smile,Bandana-Orange,Rose,Tiffany,Elite,40.92230966578502,843
844,1525.9,None,None,None,None,Banana-Shades,Blue-Gum,Pirate-Feather,Hollow-Ancient,Grey-Clouds,Rare,14.625381936771817,844
845,986.15,None,None,None,None,Double-Vision,Rude-Tongue,Cap-Red,Purple,Wheat,Common,7.417033407588014,845
846,947.54,None,None,None,None,In-Love,Yellow-Gum,Pointed-Beanie-Red,Purple,Grey-Clouds,Common,5.201899656268449,846
847,1520.5,None,None,None,None,Banana-Shades,Ogre,Sunday-Hat-Blue,Hollow-Ancient,Blue-Clouds,Rare,14.495088356281965,847
848,976.55,None,None,None,None,Funky-Apple,Krooked-Smile,Beanie-Pink,Red,Air-Force-Fiddle,Common,7.069543367966066,848
849,1547.11,None,None,None,None,Infectious,Monster,Flower-Pink,Hollow-Ancient-Angel,Flamingo,Rare,16.05869355903214,849
850,3852.89,None,None,None,Brown-Suit,Double-Vision,Fangs,Flower-Red,Ancient,Teal,Elite,45.91423435705139,850
851,959.75,None,None,None,None,Shocking,Tiny-Tongue,Flower-White,Purple,Wheat,Common,6.168782807227068,851
852,3791.32,None,None,None,Casual-Brown-Suit,Goof,Dope,Smooth-Fro,Silver,Carolina,Elite,42.04001036854406,852
853,898.35,None,None,None,None,Spaced-Out,Happy-Fangs,Rice-Fields,White,Teal,Common,2.6280988705614523,853
854,890.54,None,None,None,None,Badboi-Shades,Blue-Gum,White-Halo,White,Pigeon,Common,2.041554057688576,854
855,907.35,None,None,None,None,Spaced-Out,Smoke,Party-Time,White,Grey-Clouds,Common,3.094766400057971,855
856,982.15,None,None,None,None,Football-Lemon,Flabber,Flower-Hat-Blue,Blue,Electric,Common,7.5148785464550505,856
857,1535.7,None,None,None,None,Potters,Krooked-Smile,Sunday-Hat-White,Hollow-Ancient-Angel,Teal,Rare,15.352823423879094,857
858,1519.3,None,None,None,None,Party-Shades,Ogre,Pointed-Beanie-Yellow,Hollow-Ancient,Blue-Clouds,Rare,14.3755979662579,858
859,955.34,None,None,None,None,Party-Shades,Ogre,Mouse-Beanie,Green,Pine,Common,6.081558281803775,859
860,999.15,None,None,None,None,Disturbed,Monster,Lama-Love,Red,Moss,Common,7.927474054585199,860
861,914.34,None,None,None,None,Banana-Shades,Rainbow-Puke,Rabbit-White,White,Air-Force-Fiddle,Common,3.4532812991826747,861
862,1516.3,None,None,None,None,Banana-Shades,Yellow-Gum,Sunday-Hat-Blue,Hollow-Ancient-Angel,Worldly-Fiddle,Rare,14.277970164683484,862
863,929.35,None,None,None,None,Bored-Lizzard,Intense,Princess,Silver,Air-Force,Common,4.604938514913657,863
864,1526.5,None,None,None,None,Banana-Shades,Rose-Swag,Mr-Brain,Hollow-Ancient,Mauve,Rare,14.766469908855301,864
865,1532.7,None,None,None,None,In-Love,Ogre,Rabbit-White,Hollow-Ancient,Electric,Rare,15.005450751504934,865
866,889.55,None,None,None,None,Disturbed,Blue-Gum,Captain,White,Mauve,Common,2.247864941182184,866
867,1506.3,None,None,None,None,Party-Shades,Kissy-Lips,Pineapple-Fro,Hollow-Ancient,Attitude,Rare,14.440699066585664,867
868,925.54,None,None,None,None,Goof,Intense,Spikes-Red,Rose,Carolina,Common,3.9319167618334268,868
869,1551.71,None,None,None,None,Infectious,Krooked-Smile,Builder-Joe,Hollow-Ancient,Salmon-Fiddle,Rare,16.13447170453281,869
870,915.95,None,None,None,None,Pandas,Interesting,Mohawk-Purple,White,Blue-Clouds,Common,3.44231298092788,870
871,1530.3,None,None,None,None,In-Love,Rude-Tongue,Cap-Black,Hollow-Ancient,Periwinkle,Rare,14.929377029990059,871
872,920.74,None,None,None,None,Party-Shades,Displeased,Mohawk-Purple,Rose,Flamingo,Common,3.714250805138745,872
873,956.34,None,None,None,None,Rainbow-Shades,Kissy-Lips,Pirate-Feather,Green,Salmon,Common,5.723204283219972,873
874,1515.3,None,None,None,None,In-Love,Tiny-Tongue,Flower-Red,Hollow-Ancient,Worldly-Fiddle,Rare,14.430087254765953,874
875,934.95,None,None,None,None,Funky-Apple,Happy-Fangs,Egg-Holder,Rose,Electric,Common,4.441983544455725,875
876,1536.7,None,None,None,None,Potters,Big-Smile,Pineapple-Fro,Hollow-Ancient-Angel,Worldly-Fiddle,Rare,16.08026493178336,876
877,1505.5,None,None,None,None,Potters,Happy-Fangs,Pineapple-Fro,Hollow-Ancient,Salmon,Rare,14.39752575667729,877
878,901.55,None,None,None,None,WTF,Blue-Gum,Emo-Blonde,White,Apricot,Common,2.7908886923882705,878
879,3829.68,None,None,None,Black-Suit,Banana-Shades,Tiny-Tongue,Flower-White,Leopard,Puce,Elite,44.53609871731222,879
880,928.75,None,None,None,None,Funky-Apple,Ogre,Cop,Silver,Khaki,Common,4.387689854067423,880
881,3741.52,None,None,None,Casual-Brown-Suit,In-Love,Ogre,Pineapple-Fro,Silver,Teal,Elite,40.336247335046124,881
882,1550.7,None,None,None,None,Badboi-Shades,Robo-Teeth,Gel-Red,Hollow-Ancient,Moss,Rare,15.863046770109973,882
883,967.35,None,None,None,None,Funky-Apple,Fangs,Pointed-Beanie-Yellow,Red,Teal,Common,6.439999135470041,883
884,933.15,None,None,None,None,Wishful,Flabber,Pretty-Ribbon-Red,Silver,Carolina,Common,4.518174693263504,884
885,931.34,None,None,None,None,Goof,Surprised,Chocolate-Front-Flip,Silver,Attitude,Common,4.2359596833973985,885
886,3830.08,None,None,None,Brown-Suit,Zebra-Shades,Fangs,Pineapple-Fro,Collage,Lemonade,Elite,45.154705122861635,886
887,1536.31,None,None,None,None,Blue-Puppies,Blue-Gum,Flower-White,Hollow-Ancient,Blue-Clouds,Rare,15.450494722145116,887
888,4311.33,Flame-Borg,None,None,None,Sparkle,Silence,None,Flame,Black-Night,Elite,50.56966338224377,888
889,859.94,None,None,None,None,Rainbow-Shades,Yellow-Gum,Rabbit-Black,White,Blue-Clouds,Common,0.43434083636960097,889
890,3787.93,None,None,None,Casual-Brown-Suit,Innocent-Lashes,Blue-Gum,Flower-Red,Rose,Grey,Elite,42.36562904670886,890
891,1537.1,None,None,None,None,In-Love,Krooked-Smile,Mohawk-Red,Hollow-Ancient,Attitude,Rare,15.222560308516975,891
892,876.74,None,None,None,None,Banana-Shades,Yellow-Gum,Cap-Black,White,Salmon-Fiddle,Common,1.4661730854909953,892
893,919.74,None,None,None,None,Goof,Rude-Tongue,French-Influence,Rose,Khaki,Common,3.801453648817737,893
894,1525.7,None,None,None,None,WTF,Yellow-Gum,Emo-Blonde,Hollow-Ancient,Apricot,Rare,14.64703590087619,894
895,1527.9,None,None,None,None,Pandas,Blue-Gum,Emo-Blonde,Hollow-Ancient,Teal,Rare,14.777316434208185,895
896,933.15,None,None,None,None,Potters,Displeased,Pretty-Ribbon-Pink,Rose,Coin,Common,4.539576630105429,896
897,935.95,None,None,None,None,Blue-Puppies,Intense,Captain,Rose,Flamingo,Common,4.789304059371385,897
898,905.34,None,None,None,None,Badboi-Shades,Mr-Mustache,Emo-Red,White,Apricot,Common,2.8776090616776453,898
899,957.74,None,None,None,None,Rainbow-Shades,Happy-Fangs,Afro,Red,Grey-Clouds,Common,5.766642672661431,899
900,1511.7,None,None,None,None,Party-Shades,Drooling,Flower-Blue,Hollow-Ancient,Salmon,Rare,14.049835836920568,900
901,3792.29,None,None,None,Black-Suit,WTF,Fangs,Party-Time,Silver,Carolina,Elite,42.289603101374304,901
902,911.54,None,None,None,None,Badboi-Shades,Monster,Cap-Purple,Rose,Flamingo,Common,3.3669085327193886,902
903,951.94,None,None,None,None,Goof,Flabber,Princess,Purple,Flamingo,Common,5.86455302399445,903
904,1528.3,None,None,None,None,None,None,Cap-Black,Bored-Fish-Collage,Salmon,Rare,14.819915372839981,904
905,918.15,None,None,None,None,Blue-Puppies,Intense,Bandana-Green,White,Worldly-Fiddle,Common,3.822360134728727,905
906,1504.3,None,None,None,None,Party-Shades,Yellow-Gum,Flower-Purple,Hollow-Collage,Tiffany,Rare,13.669958228668113,906
907,907.14,None,None,None,None,Banana-Shades,Surprised,Messy-Blue,White,Lemonade,Common,3.040581426616731,907
908,1514.9,None,None,None,None,Party-Shades,Dope,Flower-White,Hollow-Pineapple,Blue-Clouds,Rare,14.288668964698436,908
909,903.54,None,None,None,None,Zebra-Shades,Dope,French-Influence,Silver,Mauve,Common,2.8675882870743146,909
910,1538.9,None,None,None,None,Banana-Shades,Robo-Teeth,Flower-Purple,Hollow-Leopard,Worldly,Rare,15.526598885359155,910
911,905.34,None,None,None,None,Rainbow-Shades,Happy-Fangs,Chopper-Kid,Silver,Pink-Clouds,Common,2.9652638831147615,911
912,979.95,None,None,None,None,Bored-Lizzard,Smoke,Party-Time,Purple,Puce-Fiddle,Common,7.047798073681501,912
913,921.55,None,None,None,None,Bored-Lizzard,Rainbow-Puke,Pineapple-Fro,Silver,Worldly-Fiddle,Common,4.71363886596062,913
914,3849.44,None,Rabbit,None,None,Shocking,Happy-Fangs,None,Hollow-Pineapple,Pigeon,Elite,47.086263479176075,914
915,949.34,None,None,None,None,Party-Shades,Monster,Beanie-Pink,Purple,Carolina,Common,5.614695154187507,915
916,1550.1,None,None,None,None,Shocking,Silence,Sunday-Hat-Blue,Hollow-Collage-Angel,Apricot,Rare,16.113008871209857,916
917,1522.7,None,None,None,None,Party-Shades,Smoke,French-Influence,Hollow-Golden,Carolina,Rare,14.49504494834224,917
918,920.55,None,None,None,None,Funky-Apple,Smoke,Uncle-Fro,Silver,Tiffany,Common,3.8123567154787312,918
919,3819.96,None,None,None,Hunter,Rainbow-Shades,Flabber,Pineapple-Fro,Leopard,Khaki,Elite,44.54692354263509,919
920,1526.9,None,None,None,None,Banana-Shades,Smoke,Flower-Purple,Hollow-Ancient,Wheat,Rare,14.885869049496165,920
921,906.54,None,None,None,None,Goof,Krooked-Smile,Spikes-Red,White,Lemonade,Common,2.8670319397074615,921
922,1553.3,None,None,None,None,Pandas,Intense,Beanie-Pink,Rainbow,Air-Force,Rare,16.36252780398016,922
923,923.94,None,None,None,None,Party-Shades,Robo-Teeth,Chopper-Kid,Rose,Green-Clouds,Common,4.007468932748269,923
924,922.14,None,None,None,None,Zebra-Shades,Rainbow-Puke,Pretty-Ribbon-Grey,Rose,Mauve,Common,3.8013450675999976,924
925,943.15,None,None,None,None,Football-Lemon,Rose-Swag,Cap-Black,Rose,Flamingo,Common,5.082400428033883,925
926,3836.08,None,None,None,Hoodie-Cat,None,None,Innocent-Tails,Dead-Fish-Collage,Mauve,Elite,44.73091979198108,926
