,Stamina,Special Set,Pet,Mask,Clothes,Eyes,Mouth,Antenna,Skin,Background,Class,Rarity score,Token Id
0,4356.92,TV-Borg,None,Broken-TV,None,None,None,None,TV-Orange,Tiffany,Elite,74.5619252977086,0
1,3852.29,None,None,None,Black-Suit,WTF,Smoke,Flower-Purple,Leopard,Carolina,Elite,45.697211736069185,1
2,973.94,None,None,None,None,Banana-Shades,Displeased,Top-Hat-Grey,Purple,Attitude,Common,6.711337217411921,2
3,901.74,None,None,None,None,Badboi-Shades,Rude-Tongue,Mohawk-Red,White,Ruby-Fiddle,Common,2.7364472035041447,3
4,912.14,None,None,None,None,Party-Shades,Dope,Salsa,Silver,Pigeon,Common,3.3128104769921887,4
5,973.14,None,None,None,None,Banana-Shades,Pipe,Beanie-Pink,Green,Mint,Common,6.885203972636085,5
6,1555.91,None,None,None,None,Star-Gazer,Happy-Fangs,Rabbit-White,Hollow-Golden,Electric,Rare,16.264886903022322,6
7,900.95,None,None,None,None,Funky-Apple,Stressed,Pointed-Beanie-Pink,White,Mauve,Common,2.7363559489179354,7
8,995.75,None,None,None,None,Disturbed,Fangs,Afro,Green,Green-Clouds,Common,7.851539382092487,8
9,898.14,None,None,None,None,Party-Shades,Pipe,Emo-Blonde,White,Puce-Fiddle,Common,2.5626717942346096,9
10,957.94,None,None,None,None,In-Love,Silence,Beanie-Pink,Blue,Salmon,Common,6.070733451277899,10
11,3869.84,None,None,Serial-Killer,None,None,None,Golden-Halo,Hollow-Golden-Angel,Pigeon,Elite,47.986302849300564,11
12,975.74,None,None,None,None,In-Love,Dope,Lucky-Irish,Red,Air-Force-Fiddle,Common,6.819802878474583,12
13,3874.25,None,None,None,Hoodie-Blue,Disturbed,Happy-Fangs,Chopper-Kid,Swirley,Grey,Elite,46.7064771516151,13
14,981.95,None,None,None,None,Spaced-Out,Intense,Afro,Red,Salmon,Common,7.080589945814626,14
15,887.54,None,None,None,None,Badboi-Shades,Tiny-Tongue,Pirate-Parrot,White,Puce,Common,1.8028687675944997,15
16,1541.9,None,None,None,None,Banana-Shades,Smoke,Gel-Blue,Hollow-Black-Angel,Air-Force-Fiddle,Rare,15.363687424675538,16
17,858.14,None,None,None,None,Rainbow-Shades,Ogre,Mouse-Beanie,White,Salmon,Common,0.8037022713434282,17
18,917.95,None,None,None,None,Bored-Lizzard,Interesting,Bandana-Green,White,Grizzle,Common,3.8006148482336357,18
19,912.55,None,None,None,None,Spaced-Out,Fangs,Uncle-Fro,White,Worldly-Fiddle,Common,3.388062708915395,19
20,923.75,None,None,None,None,Bored-Lizzard,Tiny-Tongue,Mouse-Beanie,Silver,Prussian,Common,4.355084953257079,20
21,1536.9,None,None,None,None,None,None,Beanie-Pink,Bored-Fish-Collage,Banana,Rare,15.460484425741017,21
22,1534.1,None,None,None,None,Pandas,Smoke,Flower-Hat-Blue,Hollow-Leopard,Grizzle,Rare,15.450507745844327,22
23,965.94,None,None,None,None,Party-Shades,Intense,French-Influence,Red,Grey,Common,6.2770964321097065,23
24,943.55,None,None,None,None,Bored-Lizzard,Silence,Cop,Rose,Ruby-Fiddle,Common,5.2127374765687255,24
25,3775.68,None,None,None,Hoodie-Cat,Goof,Ogre,Flower-Blue,Rose,Pigeon,Elite,41.54082919016175,25
26,3862.68,None,Pukie-Red-Panda,None,None,Shocking,Drooling,None,Pineapple,Grey,Elite,47.83500699309548,26
27,3850.88,None,None,None,Farmer-Gear,None,None,Nerd,Bored-Fish-White,Air-Force,Elite,45.56652281294887,27
28,926.14,None,None,None,None,Rainbow-Shades,Tiny-Tongue,Pineapple-Fro,Green,Mint-Fiddle,Common,4.963357804219082,28
29,3787.48,None,None,None,Hoodie-Cat,Banana-Shades,Interesting,Emo-Brown,Rose,Tiffany,Elite,42.050878614859286,29
30,3781.08,None,None,None,Fly-Suit,Shocking,Monster,Yellow-Lemon,Silver,Powder,Elite,41.89873984555883,30
31,3767.64,None,None,None,Hoodie-Pink,Shocking,Blue-Gum,Messy-Blue,White,Mint-Fiddle,Elite,40.84660968070518,31
32,989.55,None,None,None,None,Spaced-Out,Kissy-Lips,Builder-Joe,Green,Pigeon,Common,7.612597633954021,32
33,3756.64,None,None,None,Hoodie-Pink,Banana-Shades,Drooling,Pineapple-Fro,Rose,Green-Clouds,Elite,41.150157164315665,33
34,3776.48,None,None,None,Farmer-Gear,In-Love,Intense,Princess,Rose,Electric,Elite,41.681938877884264,34
35,928.15,None,None,None,None,Pandas,Silence,Sunday-Hat-White,Rose,Grey-Clouds,Common,4.43105010659181,35
36,1537.7,None,None,None,None,Shocking,Silence,Captain,Hollow-Pineapple,Mint,Rare,15.407190943034104,36
37,3768.24,None,None,None,Hoodie-Pink,Banana-Shades,Tiny-Tongue,Princess,Silver,Air-Force,Elite,41.237016616567054,37
38,1565.11,None,None,None,None,Provocative,Monster,White-Halo,Hollow-Collage,Attitude,Rare,16.66660981746883,38
39,990.15,None,None,None,None,Football-Lemon,Monster,Chef,Blue,Pink-Clouds,Common,7.710273216881687,39
40,4295.21,Harry-Potter,None,None,McDs Uniform,WTF,Yellow-Gum,McFro,Silver,Bubble-Gum,Elite,69.24723943335206,40
41,3777.32,None,None,None,School-Uniform,Banana-Shades,Fangs,Nerd,Rose,Powder,Elite,41.714535068423956,41
42,944.75,None,None,None,None,Bookworm,Happy-Fangs,Rabbit-Brown,Silver,Periwinkle,Common,5.071953770048294,42
43,927.94,None,None,None,None,Goof,Robo-Teeth,Spikes-Green,Rose,Coin,Common,4.0186240918145675,43
44,1562.5,None,None,None,None,Pandas,Intense,Bandana-Orange,Hollow-Poison,Wheat,Rare,16.677369451243013,44
45,973.35,None,None,None,None,Adorable,Silence,Flower-Blue,Purple,Puce,Common,6.841722036909034,45
46,920.15,None,None,None,None,Pandas,Rude-Tongue,Bandana-Green,Silver,Pigeon,Common,3.920909275924607,46
47,927.34,None,None,None,None,Badboi-Shades,Dope,Christmas-Vibes,Silver,Moss,Common,4.061984234699857,47
48,1551.1,None,None,None,None,None,None,Top-Hat-Yellow,Hollow-Bored-Fish-Silver,Khaki,Rare,15.873136503871004,48
49,1503.9,None,None,None,None,Goof,Tiny-Tongue,Sunday-Hat-Blue,Hollow-Swirley,Teal,Rare,13.615760129723151,49
50,905.35,None,None,None,None,Shocking,Intense,Pretty-Ribbon-Red,White,Apricot,Common,3.008324225354279,50
51,1540.3,None,None,None,None,Zebra-Shades,Intense,Nerd,Hollow-Collage-Angel,Apricot,Rare,15.646041527939744,51
52,3793.6,None,None,None,Hoodie-Red,Shocking,Ogre,Stylish-Blonde,Silver,Purple-Clouds,Elite,42.050726547370985,52
53,1533.1,None,None,None,None,Zebra-Shades,Robo-Teeth,Innocent-Tails,Hollow-Golden,Carolina,Rare,15.168344903857776,53
54,4293.24,Shark-Onesie,None,None,Shark-Onesie,Goof,Happy-Fangs,None,Silver,Electric-Purple,Elite,69.4641014618836,54
55,931.95,None,None,None,None,Bored-Lizzard,Rude-Tongue,Wizzo,Rose,Flamingo,Common,4.398332107541183,55
56,875.74,None,None,None,None,Banana-Shades,Yellow-Gum,Cap-Red,White,Air-Force-Fiddle,Common,1.422756401342708,56
57,3854.88,None,None,Happy,None,None,None,Mohawk-Red,Hollow-Leopard,Pigeon,Elite,47.35689329758612,57
58,1507.49,None,None,None,None,Rainbow-Shades,Smoke,Builder-Joe,Hollow-Leopard,Salmon,Rare,13.735133249055817,58
59,3780.2,None,None,None,Hoodie-Red,Goof,Ogre,Emo-Blonde,Silver,Grey,Elite,41.59497509515197,59
60,968.54,None,None,None,None,Goof,Rude-Tongue,Afro,Purple,Lemonade,Common,6.385679348119407,60
61,960.14,None,None,None,None,Party-Shades,Displeased,Chef,Purple,Purple-Clouds,Common,6.070537847925067,61
62,1518.5,None,None,None,None,Party-Shades,Drooling,Messy-Purple,Hollow-Swirley,Pigeon,Rare,14.288716732968979,62
63,3795.65,None,None,None,Hoodie-Pink,Provocative,Monster,Pointed-Beanie-Yellow,Silver,Flamingo,Elite,42.484997797861084,63
64,1544.9,None,None,None,None,None,None,Top-Hat-Grey,Hollow-Bored-Fish-Silver,Mint-Fiddle,Rare,15.677702691895606,64
65,3745.48,None,None,None,Master-Chef,Party-Shades,Krooked-Smile,Pineapple-Fro,Rose,Tiffany,Elite,40.62932196972372,65
66,898.14,None,None,None,None,Goof,Rude-Tongue,Gel-Red,White,Powder,Common,2.421861904556357,66
67,3822.44,None,None,None,Hoodie-Pink,Badboi-Shades,Flabber,Pineapple-Fro,Leopard,Coin,Elite,44.69884502674819,67
68,904.74,None,None,None,None,Zebra-Shades,Flabber,Cap-White,White,Ruby-Fiddle,Common,2.9644946449064036,68
69,877.74,None,None,None,None,Party-Shades,Big-Smile,Pineapple-Fro,Silver,Mauve,Common,2.324886206348524,69
70,869.74,None,None,None,None,Goof,Yellow-Gum,Salsa,White,Blue-Clouds,Common,1.0535601176165357,70
71,938.95,None,None,None,None,Disturbed,Drooling,Afro,Silver,Air-Force,Common,4.757059967973557,71
72,911.75,None,None,None,None,Shocking,Ogre,Professor-Blue,White,Air-Force,Common,3.030121661413134,72
73,949.35,None,None,None,None,WTF,Yellow-Gum,Salsa,Green,Mauve,Common,5.3325366281708675,73
74,3847.92,None,Cool-Panda,None,None,Goof,Fangs,None,Hollow-Ancient,Electric,Elite,47.021175392096396,74
75,1009.55,None,None,None,None,Blue-Puppies,Robo-Teeth,Emo-Red,Green,Pine,Common,8.557079159998345,75
76,931.35,None,None,None,None,WTF,Stressed,Beanie-Black,Rose,Pink-Clouds,Common,4.550549206931639,76
77,969.35,None,None,None,None,Funky-Apple,Fangs,Flower-Red,Red,Grizzle,Common,6.81992888289528,77
78,903.74,None,None,None,None,In-Love,Intense,Party-Time,White,Khaki,Common,2.9211039976452606,78
79,1517.11,None,None,None,None,Disturbed,Yellow-Gum,Flower-Red,Hollow-Pineapple,Grizzle,Rare,14.527536766611549,79
80,3826.44,None,None,None,Hoodie-Blue,Zebra-Shades,Monster,Pineapple-Fro,Golden,Worldly,Elite,44.95936693887093,80
81,1532.7,None,None,None,None,None,None,Pretty-Ribbon-Pink,Bored-Fish-Collage,Coin,Rare,15.05879635771546,81
82,862.74,None,None,None,None,Party-Shades,Interesting,Pineapple-Fro,White,Coin,Common,1.5205624691872988,82
83,991.95,None,None,None,None,Infectious,Ogre,Christmas-Vibes,Purple,Lemonade,Common,7.569024425324973,83
84,1540.5,None,None,None,None,None,None,Pretty-Ribbon-Grey,Hollow-Bored-Fish-Silver,Flamingo,Rare,15.341198320648704,84
85,883.74,None,None,None,None,Party-Shades,Smoke,Pretty-Ribbon-Red,White,Carolina,Common,1.846137663683053,85
86,947.94,None,None,None,None,Rainbow-Shades,Rude-Tongue,Gel-Pink,Blue,Mauve,Common,5.147745142782011,86
87,935.55,None,None,None,None,Wishful,Blue-Gum,Spikes-Green,Rose,Worldly-Fiddle,Common,4.409322180683135,87
88,1550.3,None,None,None,None,Goof,Intense,Top-Hat-Grey,Hollow-Leopard-Angel,Cider,Rare,16.015302903996563,88
89,1551.7,None,None,None,None,Zebra-Shades,Surprised,Gel-Red,Hollow-Pineapple-Angel,Grizzle,Rare,15.895695157190874,89
90,968.75,None,None,None,None,Infectious,Yellow-Gum,Pirate-Feather,Red,Electric,Common,6.4073986211559255,90
91,890.94,None,None,None,None,Rainbow-Shades,Rude-Tongue,Gel-Blue,White,Moss,Common,2.0523397728010284,91
92,1535.5,None,None,None,None,Zebra-Shades,Blue-Gum,Bandana-Green,Rainbow,Ruby-Fiddle,Rare,15.277006217777028,92
93,929.95,None,None,None,None,Blue-Puppies,Displeased,Flower-Hat-Blue,Silver,Coin,Common,4.6700700934518595,93
94,1548.5,None,None,None,None,Goof,Mr-Mustache,Builder-Joe,Rainbow-Angel,Khaki,Rare,15.982732779141006,94
95,939.54,None,None,None,None,Banana-Shades,Mr-Mustache,Pineapple-Fro,Red,Carolina,Common,5.701937128903983,95
96,1546.9,None,None,None,None,Funky-Apple,Blue-Gum,Top-Hat-Yellow,Hollow-Black-Angel,Pigeon,Rare,15.66781729263024,96
97,911.94,None,None,None,None,Rainbow-Shades,Happy-Fangs,Smooth-Fro,Silver,Green-Clouds,Common,3.1716225009691374,97
98,932.55,None,None,None,None,Suspicious,Happy-Fangs,Afro,Silver,Salmon,Common,4.3987667978858225,98
99,920.34,None,None,None,None,Rainbow-Shades,Flabber,Spikes-Blue,Silver,Cider,Common,3.562403191566795,99
100,1533.5,None,None,None,None,Funky-Apple,Dope,Flower-Red,Hollow-Golden,Grey,Rare,15.396414016553205,100
101,983.35,None,None,None,None,WTF,Ogre,Party-Time,Blue,Pink-Clouds,Common,7.210996426198897,101
102,942.55,None,None,None,None,Inspector-Lense,Pipe,Emo-Brown,Rose,Worldly,Common,5.071697330289618,102
103,1543.9,None,None,None,None,None,None,Gel-Red,Hollow-Dead-Fish-Silver,Tiffany,Rare,15.504205500775663,103
104,910.74,None,None,None,None,Goof,Silence,Afro,Rose,Teal,Common,3.2695720278058045,104
105,3936.44,None,Cool-Panda,None,Hoodie-Blue,Rainbow-Shades,Fangs,None,Leopard,Powder,Elite,71.56847977710936,105
106,915.75,None,None,None,None,Inspector-Lense,Dope,Beanie-Black,White,Lemonade,Common,3.7028697186294743,106
107,1521.9,None,None,None,None,In-Love,Ogre,Flower-White,Hollow-Golden,Pigeon,Rare,14.658165062123013,107
108,1520.11,None,None,None,None,Bored-Lizzard,Fangs,Flower-Hat-Blue,Hollow-Swirley,Mauve,Rare,14.71218924998576,108
109,1535.5,None,None,None,None,None,None,Nerd,Bored-Fish-Collage,Mint-Fiddle,Rare,15.36282618770052,109
110,921.75,None,None,None,None,Shocking,Displeased,Stylish-Blonde,White,Lemonade,Common,3.62716965264738,110
111,905.34,None,None,None,None,Banana-Shades,Robo-Teeth,Fightclub,White,Coin,Common,2.747411174450681,111
112,3848.64,None,None,Lucy,None,None,None,Flower-Purple,Hollow-Leopard,Electric,Elite,47.226625816614984,112
113,973.35,None,None,None,None,Pandas,Rude-Tongue,Bandana-Green,Purple,Pine,Common,6.80892585134735,113
114,945.34,None,None,None,None,Rainbow-Shades,Smoke,Party-Time,Green,Puce,Common,5.1696251440135645,114
115,886.95,None,None,None,None,Spaced-Out,Yellow-Gum,Yellow-Lemon,White,Pink-Clouds,Common,2.2152120945073137,115
116,911.75,None,None,None,None,Funky-Apple,Ogre,Sunday-Hat-White,Silver,Puce,Common,3.497415053689843,116
117,3793.13,None,None,None,School-Uniform,WTF,Monster,Uncle-Fro,Rose,Pigeon,Elite,42.35476075338611,117
118,915.55,None,None,None,None,Disturbed,Yellow-Gum,Emo-Blonde,Rose,Grizzle,Common,3.573362843866728,118
119,1536.51,None,None,None,None,Adorable,Krooked-Smile,Sunday-Hat-White,Hollow-Swirley,Tiffany,Rare,15.428836272446771,119
120,1539.7,None,None,None,None,None,None,Top-Hat-Grey,Hollow-Dead-Fish-Rose,Carolina,Rare,15.41724167100577,120
121,949.94,None,None,None,None,Zebra-Shades,Yellow-Gum,Rice-Fields,Red,Air-Force,Common,5.430147037865633,121
122,3788.12,None,None,None,Casual-Brown-Suit,Shocking,Monster,Afro,Rose,Flamingo,Elite,41.985651473554434,122
123,909.34,None,None,None,None,Party-Shades,Dope,Spikes-Red,Rose,Mauve,Common,2.997742842151024,123
124,1555.9,None,None,None,None,WTF,Robo-Teeth,White-Halo,Hollow-Golden Angel,Puce,Rare,16.156477762365515,124
125,962.14,None,None,None,None,Badboi-Shades,Blue-Gum,Emo-Brown,Red,Worldly-Fiddle,Common,6.124940192643891,125
126,915.15,None,None,None,None,Shocking,Rude-Tongue,Spikes-Pink,White,Ruby-Fiddle,Common,3.247131240470568,126
127,1522.3,None,None,None,None,Party-Shades,Drooling,Flower-Hat-Blue,Hollow-Collage,Worldly,Rare,14.799044391455205,127
128,919.14,None,None,None,None,Zebra-Shades,Flabber,Gel-Pink,Silver,Blue-Clouds,Common,3.57331930018264,128
129,933.75,None,None,None,None,Innocent-Lashes,Mr-Mustache,Lucky-Irish,Silver,Puce,Common,4.528964703458651,129
130,1548.91,None,None,None,None,Sad,Blue-Gum,Bandana-Orange,Hollow-Black,Flamingo,Rare,15.939177043323937,130
131,1536.3,None,None,None,None,Banana-Shades,Fangs,Professor-Blue,Hollow-Swirley,Periwinkle,Rare,14.961899295176575,131
132,915.14,None,None,None,None,Badboi-Shades,Rainbow-Puke,Bandana-Orange,White,Moss,Common,3.540014689569757,132
133,896.15,None,None,None,None,Infectious,Happy-Fangs,Mouse-Beanie,White,Purple-Clouds,Common,2.8668406993170232,133
134,1537.3,None,None,None,None,Badboi-Shades,Intense,Pretty-Ribbon-Grey,Gumball,Puce,Rare,15.190033685601149,134
135,986.75,None,None,None,None,WTF,Kissy-Lips,Pointed-Beanie-Red,Red,Grey,Common,7.308698147908443,135
136,1515.1,None,None,None,None,Banana-Shades,Silence,Pineapple-Fro,Hollow-Poison,Pine,Rare,14.918691300666797,136
137,915.74,None,None,None,None,Party-Shades,Fangs,Gel-Red,Silver,Grey-Clouds,Common,3.4214152575582175,137
138,913.95,None,None,None,None,Bookworm,Krooked-Smile,Gel-Pink,White,Mauve,Common,3.2904263249801002,138
139,989.55,None,None,None,None,Pandas,Krooked-Smile,McFro,Purple,Lemonade,Common,7.351940949651205,139
140,3872.49,None,Raccoon,None,None,Provocative,Krooked-Smile,None,Hollow-Leopard,Powder,Elite,48.3558769714768,140
141,3796.13,None,None,None,Casual-Brown-Suit,WTF,Drooling,Party-Time,Rose,Worldly-Fiddle,Elite,42.46331333733575,141
142,3825.48,None,None,None,Hoodie-Black,Goof,Displeased,Pineapple-Fro,Leopard,Coin,Elite,44.8832801832358,142
143,928.15,None,None,None,None,Pandas,Pipe,Bandana-Green,Rose,Blue-Clouds,Common,4.376708540850259,143
144,920.95,None,None,None,None,Provocative,Tiny-Tongue,Devil-Horns,White,Khaki,Common,3.6161145341672656,144
145,1524.5,None,None,None,None,None,None,Flower-Hat-Blue,Hollow-Bored-Fish-Angel-Silver,Flamingo,Rare,14.928646319706406,145
146,3957.41,None,Cool-Raccoon,None,Hoodie-Cat,Pandas,Happy-Fangs,None,Golden,Puce,Elite,72.69664490286146,146
147,923.15,None,None,None,None,Funky-Apple,Stressed,Beanie-Pink,Silver,Tiffany,Common,4.181435532784182,147
148,969.55,None,None,None,None,Disturbed,Krooked-Smile,Mouse-Beanie,Red,Flamingo,Common,6.85245986096899,148
149,988.75,None,None,None,None,Disturbed,Fangs,White-Halo,Red,Tiffany,Common,7.4064867168057145,149
150,964.74,None,None,None,None,Goof,Tiny-Tongue,Shrooms,Red,Blue-Clouds,Common,6.027390556678276,150
151,908.75,None,None,None,None,Provocative,Smoke,Mohawk-Purple,White,Coin,Common,3.0622615476683976,151
152,3791.28,None,None,None,Hoodie-Black,Goof,Monster,Hotdog,Rose,Powder,Elite,42.050856938287914,152
153,934.35,None,None,None,None,Spaced-Out,Blue-Gum,Gel-Blue,Silver,Mint,Common,4.409461255810562,153
154,1545.71,None,None,None,None,Football-Lemon,Mr-Mustache,Nerd,Hollow-Ancient-Angel,Teal,Rare,15.950097465338267,154
155,913.95,None,None,None,None,Football-Lemon,Fangs,Flower-Blue,White,Moss,Common,3.6270697739108195,155
156,3864.69,None,Cat,None,None,Spaced-Out,Happy-Fangs,None,Hollow-Pineapple,Periwinkle,Elite,47.93263914979771,156
157,902.74,None,None,None,None,Goof,Mr-Mustache,Fightclub,White,Purple-Clouds,Common,2.649744158184646,157
158,927.75,None,None,None,None,Innocent-Lashes,Blue-Gum,Mr-Brain,Rose,Tiffany,Common,4.311676981995985,158
159,1521.9,None,None,None,None,Banana-Shades,Drooling,Sunday-Hat-White,Hollow-Pineapple,Grey-Clouds,Rare,14.614461501780045,159
160,1539.7,None,None,None,None,None,None,Innocent-Tails,Hollow-Bored-Fish-Silver,Apricot,Rare,15.525685582339172,160
161,948.95,None,None,None,None,Infectious,Dope,Shrooms,Rose,Pine,Common,5.158539440300454,161
162,978.15,None,None,None,None,Sad,Flabber,Mouse-Beanie,Purple,Powder,Common,7.30850688929244,162
163,932.75,None,None,None,None,Spaced-Out,Blue-Gum,Hotdog,Silver,Powder,Common,4.311755192010803,163
164,1541.5,None,None,None,None,In-Love,Rude-Tongue,Top-Hat-Yellow,Hollow-Ancient,Wheat,Rare,15.374481790028566,164
165,894.55,None,None,None,None,Funky-Apple,Krooked-Smile,Flower-Red,White,Grizzle,Common,2.736586330842098,165
166,1554.71,None,None,None,None,Adorable,Fangs,Emo-Red,Hollow-Collage-Angel,Teal,Rare,16.134741167915507,166
167,938.75,None,None,None,None,Pandas,Monster,Gel-Pink,Silver,Salmon-Fiddle,Common,4.64839431190394,167
168,957.34,None,None,None,None,Rainbow-Shades,Drooling,Emo-Red,Blue,Purple-Clouds,Common,5.723204283189896,168
169,903.54,None,None,None,None,Party-Shades,Yellow-Gum,Stylish-Brown,Rose,Mint-Fiddle,Common,2.7263396260739903,169
170,906.15,None,None,None,None,Pandas,Krooked-Smile,Light-Bulb,White,Blue-Clouds,Common,2.942931904110045,170
171,3807.25,None,None,None,Hoodie-Blue,Wishful,Happy-Fangs,Stay-Fit,Silver,Worldly,Elite,42.897397731390285,171
172,899.94,None,None,None,None,Goof,Rose-Swag,Flower-Pink,White,Apricot,Common,2.9538262317334696,172
173,1542.1,None,None,None,None,Badboi-Shades,Ogre,Christmas-Vibes,Rainbow,Grey,Rare,15.418207136612075,173
174,989.55,None,None,None,None,Wishful,Rude-Tongue,Powercord,Purple,Worldly-Fiddle,Common,7.232515766845002,174
175,1539.5,None,None,None,None,Pandas,Mr-Mustache,Flower-Pink,Hollow-Swirley,Mint,Rare,15.634964544948415,175
176,1516.9,None,None,None,None,Goof,Blue-Gum,Gel-Blue,Hollow-Swirley,Puce,Rare,14.050079203371011,176
177,897.14,None,None,None,None,Rainbow-Shades,Stressed,Pirate-Band-Yellow,White,Cider,Common,2.388839760138167,177
178,1538.7,None,None,None,None,Funky-Apple,Monster,Party-Time,Hollow-Pineapple,Tiffany,Rare,15.374694774824956,178
179,909.55,None,None,None,None,Provocative,Rude-Tongue,Flower-Purple,White,Mint-Fiddle,Common,3.3880540926297047,179
180,897.15,None,None,None,None,Bored-Lizzard,Yellow-Gum,Innocent-Tails,Silver,Mauve,Common,2.661264473926607,180
181,917.34,None,None,None,None,Goof,Tiny-Tongue,Stylish-Pink,Rose,Grey-Clouds,Common,3.486568538788088,181
182,3926.6,None,Chakrachu,None,Hunter,Badboi-Shades,Yellow-Gum,None,Collage,Blue-Clouds,Elite,70.9611759742499,182
183,3849.44,None,None,Punisher,None,None,None,Party-Hat,Hollow-Golden,Mauve,Elite,46.78176007310213,183
184,895.34,None,None,None,None,Rainbow-Shades,Kissy-Lips,Professor-Blue,White,Pigeon,Common,2.1826637271404192,184
185,4313.12,Frodo-Borg,None,None,Casual-Hobbit,Shocking,Krooked-Smile,Hobbit-Fro,Silver,Night-Teal,Elite,70.10412303410949,185
186,916.55,None,None,None,None,Shocking,Rude-Tongue,Stay-Fit,Rose,Salmon,Common,3.4107251678439923,186
187,968.94,None,None,None,None,Party-Shades,Kissy-Lips,Chef,Purple,Ruby-Fiddle,Common,6.537418364864594,187
188,1547.5,None,None,None,None,Party-Shades,Big-Smile,Top-Hat-Grey,Hollow-Poison,Periwinkle,Rare,15.830354920247244,188
189,4361.72,Storm-Trooper,None,Trooper-Mask,None,None,None,None,Trooper-Uniform,Puce-Fiddle,Elite,74.82229952356107,189
190,932.55,None,None,None,None,Spaced-Out,Happy-Fangs,Salsa,Silver,Grey-Clouds,Common,4.431136948591565,190
191,895.14,None,None,None,None,Badboi-Shades,Rose-Swag,Flower-Blue,White,Flamingo,Common,2.606144993570708,191
192,4337.04,Chicken-Onesie,None,None,Chicken-Onesie,Goof,Tiny-Tongue,None,Hollow-Black,Tiffany,Elite,71.85071217368218,192
193,969.95,None,None,None,None,Shocking,Smoke,Chopper-Kid,Red,Grey-Clouds,Common,6.494371020234063,193
194,891.14,None,None,None,None,Rainbow-Shades,Surprised,Flower-Hat-Blue,Silver,Coin,Common,2.5526336434208012,194
195,925.35,None,None,None,None,Bored-Lizzard,Robo-Teeth,Flower-White,Silver,Salmon,Common,4.279215511455914,195
196,941.75,None,None,None,None,Pandas,Dope,Emo-Blonde,Rose,Prussian,Common,5.006574467270189,196
197,903.14,None,None,None,None,In-Love,Rose-Swag,Rabbit-White,White,Flamingo,Common,2.8449171752585234,197
198,1563.91,None,None,None,None,Inspector-Lense,Krooked-Smile,Messy-Blue,Hollow-Golden Angel,Attitude,Rare,16.68830729909188,198
199,1545.3,None,None,None,None,In-Love,Stressed,Chef,Hollow-Zombie,Grey-Clouds,Rare,15.819834417855846,199
200,4356.92,Predator,None,Predator-Helmet,None,None,None,None,Predator-Armor,Tiffany,Elite,74.5619252977086,200
201,1558.31,None,None,None,None,Spaced-Out,Happy-Fangs,Pretty-Ribbon-Pink,Rainbow,Mint,Rare,16.449587193855045,201
202,918.54,None,None,None,None,Banana-Shades,Blue-Gum,Pirate-Band-Yellow,Silver,Banana,Common,3.5734279805883484,202
203,3776.68,None,None,None,Black-Suit,Zebra-Shades,Fangs,Mohawk-Red,Rose,Puce,Elite,41.41074858395701,203
204,996.55,None,None,None,None,Sad,Displeased,Sunday-Hat-White,Red,Attitude,Common,8.133706657552713,204
205,915.35,None,None,None,None,Football-Lemon,Smoke,Princess,Silver,Coin,Common,3.8557343155369033,205
206,3790.28,None,None,None,Black-Suit,Goof,Flabber,Emo-Blonde,Silver,Pine,Elite,42.20287402169397,206
207,943.74,None,None,None,None,Badboi-Shades,Yellow-Gum,Mr-Brain,Green,Blue-Clouds,Common,5.147845110285488,207
208,1526.1,None,None,None,None,Party-Shades,Blue-Gum,Cap-Black,Hollow-Ancient,Wheat,Rare,14.701277525174413,208
209,1498.7,None,None,None,None,Banana-Shades,Blue-Gum,Beanie-Pink,Hollow-Swirley,Mauve,Rare,13.398411574486222,209
210,4459.84,Bat-Borg,None,Bat-Mask,Bat-Suit,Shocking,Fangs,None,Nude,Puce-Fiddle,Elite,100.0,210
211,3810.64,None,None,None,Captain-Uniform,Shocking,Stressed,Pineapple-Fro,Blue,Puce,Elite,44.11283485608433,211
212,904.14,None,None,None,None,Zebra-Shades,Kissy-Lips,Spikes-Red,White,Purple-Clouds,Common,2.7038988283026635,212
213,969.54,None,None,None,None,Goof,Happy-Fangs,Chocolate-Front-Flip,Purple,Grizzle,Common,6.309788174919806,213
214,920.55,None,None,None,None,Funky-Apple,Tiny-Tongue,Innocent-Tails,Silver,Air-Force,Common,3.9208093527970687,214
215,1497.1,None,None,None,None,Party-Shades,Yellow-Gum,Beanie-Black,Hollow-Poison,Mauve,Rare,13.246420598478586,215
216,935.75,None,None,None,None,Spaced-Out,Mr-Mustache,Pretty-Ribbon-Grey,Rose,Blue-Clouds,Common,4.550475336405532,216
217,1542.5,None,None,None,None,None,None,Afro,Bored-Fish-Collage,Worldly,Rare,15.48223405691279,217
218,3786.48,None,None,None,Farmer-Gear,Shocking,Rude-Tongue,Rabbit-White,Rose,Pigeon,Elite,41.866291406552556,218
219,960.94,None,None,None,None,Badboi-Shades,Smoke,Messy-Blue,Purple,Grizzle,Common,5.9620200164415,219
220,987.55,None,None,None,None,Funky-Apple,Krooked-Smile,Spikes-Red,Green,Tiffany,Common,7.254330537369973,220
221,887.54,None,None,None,None,In-Love,Blue-Gum,Chopper-Kid,White,Carolina,Common,2.0305683214338295,221
222,891.34,None,None,None,None,In-Love,Displeased,Yellow-Lemon,White,Tiffany,Common,2.454171218841219,222
223,938.14,None,None,None,None,Rainbow-Shades,Monster,Messy-Blue,Purple,Mauve,Common,4.745930929343275,223
