,Ethnicity rarity score,Tatoos rarity score,Neck Accessories rarity score,Head Accessories rarity score,Hair rarity score,Color Eyes rarity score,Clothes rarity score,Body Accessories rarity score,Earings rarity score,Nose Accessories rarity score,Trait count rarity score,Rarity score,Token Id
0,4.003603603603604,2.588235294117647,2.86340206185567,49.37777777777778,58.091503267973856,1.4078884840804688,81.54128440366972,3.00067521944632,1.371604938271605,1.0735596086483876,4.003603603603604,209.3231382630487,0
1,4.003603603603604,6.60817843866171,101.0,25.6878612716763,17.092307692307692,13.186943620178042,130.7058823529412,16.489795918367346,1.371604938271605,1.0735596086483876,4.003603603603604,321.2233410482595,1
2,4.007213706041479,30.231292517006807,115.42857142857142,20.71794871794872,19.577092511013216,1.4078884840804688,113.94871794871796,3.00067521944632,1.371604938271605,1.0735596086483876,2.0022527596305473,312.7668178393769,2
3,4.003603603603604,6.60817843866171,44.21890547263681,25.6878612716763,15.956912028725315,1.4078884840804688,130.7058823529412,13.089837997054492,1.371604938271605,1.0735596086483876,4.003603603603604,248.12783779990352,3
4,4.003603603603604,5.953114534494306,44.21890547263681,49.37777777777778,17.092307692307692,1.4078884840804688,75.32203389830508,3.00067521944632,1.371604938271605,1.0735596086483876,4.003603603603604,206.82507483317568,4
5,4.001800990544799,55.899371069182386,24.896358543417367,3.572347266881029,42.93719806763285,1.4078884840804688,52.59171597633136,17.496062992125985,16.613084112149533,1.0735596086483876,3.9874383131449083,224.47682542413907,5
6,4.007213706041479,2.588235294117647,38.310344827586206,43.78325123152709,24.75766016713092,1.4078884840804688,92.58333333333333,3.00067521944632,1.371604938271605,1.0735596086483876,2.0022527596305473,214.886019569814,6
7,4.001800990544799,42.73076923076923,25.17847025495751,16.10144927536232,54.5276073619632,1.4078884840804688,88.0,3.00067521944632,16.613084112149533,1.0735596086483876,3.9874383131449083,256.6227428510667,7
8,4.001800990544799,14.594417077175697,148.13333333333333,3.572347266881029,189.10638297872342,1.4078884840804688,41.14814814814815,20.292237442922374,161.6,1.0735596086483876,3.9874383131449083,588.9175536436024,8
9,4.003603603603604,6.60817843866171,2.86340206185567,25.6878612716763,17.092307692307692,1.4078884840804688,62.59154929577465,16.489795918367346,1.371604938271605,1.0735596086483876,4.003603603603604,143.19335491685106,9
10,4.007213706041479,30.231292517006807,2.86340206185567,47.02645502645503,21.011820330969268,1.4078884840804688,143.35483870967744,3.00067521944632,1.371604938271605,1.0735596086483876,2.0022527596305473,257.351003362083,10
11,4.001800990544799,14.594417077175697,21.94567901234568,3.572347266881029,16.04332129963899,20.669767441860465,94.55319148936171,28.0378548895899,1.371604938271605,1.0735596086483876,2.0022527596305473,207.86579677394886,11
12,4.003603603603604,5.953114534494306,34.71875,25.6878612716763,22.0,1.4078884840804688,64.87591240875912,16.489795918367346,1.371604938271605,1.0735596086483876,4.003603603603604,181.58569437150476,12
