,Stamina rarity score,Special Set rarity score,Pet rarity score,Mask rarity score,Clothes rarity score,Eyes rarity score,Mouth rarity score,Antenna rarity score,Skin rarity score,Background rarity score,Class rarity score,Trait count rarity score,Rarity score,Token Id
0,1250.0,2500.0,1.0121457489878543,2500.0,1.09217999126256,18.79699248120301,18.79699248120301,64.1025641025641,2500.0,29.069767441860463,10.0,178.57142857142858,9071.44207081851,0
1,2500.0,1.005631536604988,1.0121457489878543,1.0076582023377672,250.0,24.752475247524753,20.161290322580644,55.55555555555556,104.16666666666667,33.78378378378378,10.0,1.005631536604988,3002.4508386006464,1
2,1250.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,16.129032258064516,39.682539682539684,83.33333333333333,19.083969465648853,49.01960784313725,1.6666666666666667,1.005631536604988,1464.0383962651888,2
3,1250.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,16.44736842105263,21.929824561403507,100.0,5.2631578947368425,83.33333333333333,1.6666666666666667,1.005631536604988,1483.7635978929914,3
4,833.3333333333334,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,14.450867052023122,27.77777777777778,92.59259259259258,6.720430107526882,31.25,1.6666666666666667,1.005631536604988,1012.9149145457186,4
5,2500.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,16.129032258064516,37.87878787878788,51.02040816326531,27.47252747252747,46.29629629629629,1.6666666666666667,1.005631536604988,2685.586965751406,5
6,2500.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,78.125,23.364485981308412,92.59259259259258,39.0625,35.2112676056338,3.3333333333333335,1.005631536604988,2776.8124265286665,6
7,1250.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,29.069767441860463,35.2112676056338,86.20689655172414,5.2631578947368425,18.51851851851852,1.6666666666666667,1.005631536604988,1431.059521694939,7
8,2500.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,44.642857142857146,23.809523809523807,104.16666666666667,27.47252747252747,50.0,1.6666666666666667,1.005631536604988,2756.8814887740396,8
9,416.6666666666667,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,14.450867052023122,37.87878787878788,80.64516129032258,5.2631578947368425,39.682539682539684,1.6666666666666667,1.005631536604988,601.3770941475416,9
10,2500.0,1.005631536604988,1.0121457489878543,1.0076582023377672,1.09217999126256,17.006802721088437,30.12048192771084,51.02040816326531,26.041666666666668,21.73913043478261,1.6666666666666667,1.005631536604988,2652.7184035959785,10
