,Lips Color rarity score,Mouth rarity score,Earrings rarity score,Necklace rarity score,Clothes rarity score,Hairstyle rarity score,Facial Features rarity score,Eyes rarity score,Skin Tone rarity score,Background rarity score,Face Accessories rarity score,Trait count rarity score,Rarity score,Token Id
0,9.099181073703367,24.752475247524753,12.987012987012987,20.242914979757085,27.17391304347826,17.543859649122805,16.920473773265652,23.04147465437788,9.79431929480901,10.172939979654121,1.985308715505261,2.3424689622862496,176.05634236049747,0
1,3.324468085106383,6.020469596628537,44.24778761061947,3.3222591362126246,25.38071065989848,15.313935681470138,33.67003367003367,71.94244604316548,9.79431929480901,11.778563015312132,14.388489208633093,2.3424689622862496,241.52595096417528,1
2,5.012531328320802,5.770340450086555,4.456327985739751,13.698630136986303,17.636684303350968,25.641025641025642,83.33333333333333,23.094688221709006,9.551098376313275,11.049723756906078,25.641025641025642,2.3424689622862496,227.2278781370836,2
3,5.012531328320802,6.020469596628537,12.987012987012987,3.3222591362126246,52.91005291005291,23.980815347721823,16.920473773265652,24.03846153846154,9.551098376313275,11.778563015312132,25.125628140703515,2.3424689622862496,193.98983511229207,3
4,5.083884087442806,5.770340450086555,12.88659793814433,21.09704641350211,18.76172607879925,16.44736842105263,15.797788309636653,12.594458438287154,51.81347150259067,10.940919037199125,25.641025641025642,4.401408450704225,201.23603476847117,4
5,3.324468085106383,5.770340450086555,12.987012987012987,14.471780028943561,25.0,16.339869281045754,16.44736842105263,21.50537634408602,9.746588693957115,10.905125408942203,14.388489208633093,4.401408450704225,155.28782735957054,5
6,5.012531328320802,19.9203187250996,12.820512820512821,3.3222591362126246,25.25252525252525,24.03846153846154,17.301038062283737,11.402508551881414,10.672358591248665,11.049723756906078,1.985308715505261,3.664345914254306,146.44189239321207,6
7,3.324468085106383,5.770340450086555,12.987012987012987,13.869625520110958,25.57544757033248,15.313935681470138,16.155088852988694,24.213075060532685,9.699321047526674,11.160714285714286,1.985308715505261,2.3424689622862496,142.39680721867336,7
8,5.083884087442806,6.002400960384154,25.06265664160401,3.3222591362126246,25.25252525252525,24.509803921568626,6.7521944632005395,11.350737797956867,50.76142131979696,10.940919037199125,13.927576601671309,3.664345914254306,186.6307251338166,8
9,5.083884087442806,5.770340450086555,12.165450121654501,13.698630136986303,18.45018450184502,24.03846153846154,16.920473773265652,23.04147465437788,9.699321047526674,10.905125408942203,1.985308715505261,2.3424689622862496,144.10112339838065,9
