,Antenna rarity score,Hats rarity score,Faces rarity score,Heads rarity score,Body rarity score,Backgrounds rarity score,Trait count rarity score,Rarity score,Token Id
0,19.305019305019304,76.92307692307692,71.42857142857143,17.064846416382252,96.15384615384616,15.105740181268883,1.0,296.98110040816493,0
1,43.859649122807014,102.04081632653062,65.78947368421052,13.812154696132595,76.92307692307692,11.086474501108647,1.0,314.5116452538663,1
2,20.491803278688522,104.16666666666667,81.96721311475409,13.58695652173913,45.87155963302752,10.775862068965518,1.0,277.86006128384145,2
3,25.510204081632654,58.13953488372093,43.47826086956522,63.291139240506325,52.631578947368425,12.562814070351758,1.0,256.6135320931453,3
4,21.73913043478261,44.24778761061947,43.47826086956522,14.204545454545453,121.95121951219511,19.9203187250996,1.0,266.54126260680744,4
5,19.53125,47.61904761904761,49.504950495049506,13.58695652173913,54.94505494505494,11.160714285714286,1.0,197.34797386660549,5
6,20.491803278688522,96.15384615384616,81.96721311475409,14.285714285714285,84.74576271186442,24.154589371980677,1.0,322.7989289168481,6
7,23.255813953488374,65.78947368421052,49.01960784313725,20.408163265306122,42.016806722689076,12.165450121654501,1.0,213.65531559048583,7
8,35.2112676056338,55.55555555555556,83.33333333333333,14.285714285714285,42.016806722689076,11.086474501108647,1.0,242.4891520040347,8
9,35.97122302158274,106.38297872340425,67.56756756756756,17.064846416382252,50.5050505050505,22.42152466367713,1.0,300.91319089766444,9
10,21.27659574468085,80.64516129032258,55.55555555555556,22.321428571428573,69.44444444444444,11.086474501108647,1.0,261.32966010754063,10
11,19.68503937007874,178.57142857142858,60.975609756097555,14.285714285714285,65.78947368421052,40.0,1.0,380.30726566752963,11
12,19.53125,38.167938931297705,41.666666666666664,21.186440677966104,54.94505494505494,22.026431718061673,1.0,198.5237829390471,12
13,20.491803278688522,106.38297872340425,49.504950495049506,13.58695652173913,76.92307692307692,12.165450121654501,1.0,280.0552160636128,13
14,21.459227467811157,102.04081632653062,68.4931506849315,15.290519877675841,57.4712643678161,15.197568389057752,1.0,280.952547113823,14
15,31.645569620253163,106.38297872340425,51.02040816326531,13.513513513513514,63.291139240506325,10.775862068965518,1.0,277.6294713299081,15
16,27.17391304347826,38.167938931297705,71.42857142857143,14.792899408284025,56.17977528089888,12.562814070351758,1.0,221.30591216288207,16
17,28.08988764044944,125.0,81.96721311475409,19.455252918287936,50.5050505050505,12.562814070351758,1.0,318.5802182488937,17
18,21.459227467811157,87.71929824561403,106.38297872340425,13.513513513513514,46.29629629629629,22.22222222222222,1.0,298.5935364688615,18
19,17.73049645390071,38.167938931297705,40.983606557377044,19.455252918287936,58.13953488372093,12.165450121654501,1.0,187.64227986623882,19
20,50.0,78.125,42.016806722689076,14.204545454545453,125.0,12.562814070351758,1.0,322.90916624758626,20
21,28.08988764044944,80.64516129032258,86.20689655172414,14.792899408284025,45.87155963302752,12.165450121654501,1.0,268.7718546454622,21
22,20.491803278688522,94.33962264150944,79.36507936507937,20.408163265306122,45.04504504504504,10.775862068965518,1.0,271.425575664594,22
23,23.923444976076556,59.523809523809526,42.016806722689076,19.455252918287936,65.78947368421052,22.026431718061673,1.0,233.7352195431353,23
24,20.491803278688522,58.13953488372093,47.16981132075472,19.455252918287936,60.24096385542168,11.086474501108647,1.0,217.58384075798244,24
25,25.510204081632654,59.523809523809526,39.682539682539684,14.204545454545453,54.34782608695652,12.562814070351758,1.0,206.83173889983559,25
26,29.58579881656805,66.66666666666667,79.36507936507937,19.455252918287936,54.94505494505494,12.468827930174564,1.0,263.4866806418315,26
27,19.68503937007874,87.71929824561403,69.44444444444444,50.0,102.04081632653062,12.165450121654501,1.0,342.05504850832233,27
28,35.97122302158274,92.59259259259258,78.125,14.204545454545453,45.87155963302752,24.154589371980677,1.0,291.91951007372893,28
29,19.53125,135.13513513513513,39.682539682539684,63.291139240506325,47.16981132075472,12.468827930174564,1.0,318.27870330911037,29
30,35.97122302158274,47.61904761904761,43.47826086956522,14.792899408284025,65.78947368421052,12.165450121654501,1.0,220.8163547243446,30
31,19.305019305019304,125.0,60.975609756097555,13.513513513513514,56.17977528089888,22.026431718061673,1.0,298.00034957359094,31
32,19.53125,63.291139240506325,41.666666666666664,14.285714285714285,73.52941176470588,22.22222222222222,1.0,235.5264041798154,32
33,20.491803278688522,40.983606557377044,60.975609756097555,30.487804878048777,57.4712643678161,11.79245283018868,1.0,223.20254166821667,33
34,19.68503937007874,106.38297872340425,55.55555555555556,20.408163265306122,51.02040816326531,40.0,1.0,294.05214507760996,34
35,19.53125,98.0392156862745,86.20689655172414,17.064846416382252,58.13953488372093,12.165450121654501,1.0,292.1471936597563,35
36,23.255813953488374,56.17977528089888,119.04761904761905,54.34782608695652,46.29629629629629,12.468827930174564,1.0,312.5961585954337,36
37,23.923444976076556,106.38297872340425,78.125,13.513513513513514,48.543689320388346,12.468827930174564,1.0,283.9574544635572,37
38,35.97122302158274,56.17977528089888,74.6268656716418,14.204545454545453,57.4712643678161,12.468827930174564,1.0,251.92250172665953,38
39,19.305019305019304,75.75757575757576,54.34782608695652,50.0,47.16981132075472,11.79245283018868,1.0,259.372685300495,39
40,19.53125,38.167938931297705,45.04504504504504,13.513513513513514,66.66666666666667,22.026431718061673,1.0,205.9508458745846,40
41,19.68503937007874,121.95121951219511,68.4931506849315,13.812154696132595,51.02040816326531,10.775862068965518,1.0,286.7378344955688,41
42,35.97122302158274,40.983606557377044,59.523809523809526,14.326647564469914,48.543689320388346,12.562814070351758,1.0,212.91179005797932,42
43,18.587360594795538,40.983606557377044,55.55555555555556,14.792899408284025,73.52941176470588,11.086474501108647,1.0,215.5353083818267,43
44,64.93506493506493,63.291139240506325,40.983606557377044,13.812154696132595,102.04081632653062,12.165450121654501,1.0,298.22823187726596,44
45,19.53125,49.504950495049506,60.24096385542168,14.326647564469914,142.85714285714286,15.197568389057752,1.0,302.6585231611417,45
46,23.255813953488374,333.3333333333333,55.55555555555556,21.186440677966104,65.78947368421052,10.775862068965518,1.0,510.8964792735194,46
47,28.08988764044944,44.24778761061947,90.90909090909092,20.408163265306122,53.763440860215056,22.22222222222222,1.0,260.64059250790325,47
48,23.255813953488374,48.07692307692308,45.45454545454546,19.455252918287936,116.27906976744185,12.468827930174564,1.0,265.99043310086125,48
49,21.459227467811157,58.13953488372093,54.34782608695652,50.0,96.15384615384616,11.086474501108647,1.0,292.1869090934434,49
50,17.73049645390071,51.02040816326531,76.92307692307692,13.58695652173913,54.34782608695652,19.9203187250996,1.0,234.5290828740382,50
51,17.73049645390071,106.38297872340425,62.5,14.285714285714285,51.02040816326531,22.42152466367713,1.0,275.3411222899617,51
52,43.859649122807014,48.07692307692308,43.47826086956522,14.792899408284025,54.34782608695652,22.026431718061673,1.0,227.58199028259753,52
53,28.08988764044944,51.02040816326531,227.27272727272725,19.455252918287936,58.13953488372093,11.160714285714286,1.0,396.1385251641652,53
54,35.2112676056338,38.167938931297705,51.02040816326531,30.487804878048777,53.763440860215056,15.197568389057752,1.0,224.8484288275184,54
55,39.37007874015748,87.71929824561403,55.55555555555556,14.204545454545453,111.11111111111111,11.086474501108647,1.0,320.0470636080923,55
56,17.73049645390071,53.191489361702125,71.42857142857143,13.812154696132595,52.631578947368425,11.086474501108647,1.0,220.88076538878394,56
57,23.255813953488374,63.291139240506325,42.016806722689076,14.792899408284025,45.04504504504504,12.468827930174564,1.0,201.87053230018742,57
58,19.305019305019304,76.92307692307692,50.5050505050505,54.34782608695652,111.11111111111111,22.22222222222222,1.0,335.4143061534366,58
59,29.58579881656805,125.0,73.52941176470588,14.204545454545453,57.4712643678161,24.154589371980677,1.0,324.94560977561616,59
60,41.32231404958678,102.04081632653062,43.859649122807014,13.513513513513514,54.94505494505494,22.22222222222222,1.0,278.9035701797151,60
61,28.08988764044944,38.167938931297705,108.69565217391305,14.792899408284025,54.34782608695652,12.562814070351758,1.0,257.6570183112525,61
62,50.0,44.24778761061947,111.11111111111111,14.326647564469914,56.17977528089888,11.160714285714286,1.0,288.02603585281366,62
63,19.68503937007874,63.291139240506325,48.07692307692308,14.204545454545453,714.2857142857143,11.160714285714286,1.0,871.7040757134822,63
64,28.08988764044944,55.55555555555556,98.0392156862745,87.71929824561403,50.5050505050505,10.775862068965518,1.0,331.6848697019096,64
65,20.242914979757085,102.04081632653062,45.04504504504504,22.321428571428573,71.42857142857143,22.42152466367713,1.0,284.5003010150099,65
66,21.27659574468085,67.56756756756756,111.11111111111111,20.408163265306122,65.78947368421052,22.22222222222222,1.0,309.37513359509836,66
67,23.255813953488374,102.04081632653062,43.859649122807014,13.58695652173913,58.13953488372093,24.154589371980677,1.0,266.0373601802667,67
68,17.73049645390071,40.983606557377044,131.57894736842104,14.326647564469914,48.543689320388346,11.160714285714286,1.0,265.32410155027134,68
69,20.491803278688522,106.38297872340425,40.983606557377044,15.290519877675841,58.8235294117647,15.197568389057752,1.0,258.1700062379681,69
70,23.923444976076556,44.24778761061947,61.7283950617284,14.204545454545453,42.016806722689076,11.086474501108647,1.0,198.2074543267676,70
71,18.587360594795538,106.38297872340425,131.57894736842104,17.064846416382252,74.6268656716418,12.562814070351758,1.0,361.80381284499657,71
72,25.510204081632654,43.10344827586207,78.125,20.408163265306122,57.4712643678161,15.105740181268883,1.0,240.72382017188585,72
73,20.491803278688522,55.55555555555556,41.666666666666664,15.290519877675841,54.34782608695652,12.562814070351758,1.0,200.91518553589486,73
74,18.587360594795538,104.16666666666667,92.59259259259258,14.792899408284025,66.66666666666667,12.468827930174564,1.0,310.27501385918004,74
75,28.08988764044944,39.0625,55.55555555555556,13.58695652173913,56.17977528089888,12.165450121654501,1.0,205.6401251202975,75
76,18.587360594795538,102.04081632653062,108.69565217391305,142.85714285714286,84.74576271186442,10.775862068965518,1.0,468.702596733212,76
77,43.859649122807014,71.42857142857143,52.083333333333336,21.186440677966104,121.95121951219511,11.086474501108647,1.0,322.5956885759816,77
78,25.510204081632654,78.125,39.682539682539684,13.812154696132595,58.8235294117647,22.22222222222222,1.0,239.17565009429188,78
79,23.255813953488374,56.17977528089888,51.02040816326531,21.186440677966104,48.543689320388346,15.197568389057752,1.0,216.38369578506476,79
80,19.53125,63.291139240506325,81.96721311475409,14.285714285714285,60.975609756097555,12.468827930174564,1.0,253.5197543272468,80
81,17.73049645390071,67.56756756756756,86.20689655172414,13.812154696132595,96.15384615384616,12.562814070351758,1.0,295.0337754935229,81
82,19.53125,277.77777777777777,49.01960784313725,14.285714285714285,51.02040816326531,12.562814070351758,1.0,425.19757214024634,82
83,28.08988764044944,125.0,67.56756756756756,14.326647564469914,45.04504504504504,22.22222222222222,1.0,303.25137003975414,83
84,35.97122302158274,56.17977528089888,227.27272727272725,20.32520325203252,113.63636363636363,11.086474501108647,1.0,465.47176696471365,84
85,19.68503937007874,56.17977528089888,69.44444444444444,14.285714285714285,46.29629629629629,15.197568389057752,1.0,222.0888380664904,85
86,28.08988764044944,56.81818181818181,71.42857142857143,15.290519877675841,81.96721311475409,12.562814070351758,1.0,267.1571879499844,86
